# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 0 12', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', ladderQ_timing_secs, heap2tQ_timing_secs
Thu Dec 29 18:17:36 EST 2016, 8914, .64000000000000000000, 2, .06000000000000000000, 489, 94, 15, 43, 83, 300.000, 154.353
Thu Dec 29 18:19:02 EST 2016, 6439, .39000000000000000000, 5, .81000000000000000000, 564, 26, 11, 5, 15, 1.877, 1.630
Thu Dec 29 18:20:07 EST 2016, 1489, .89000000000000000000, 11, .31000000000000000000, 414, 71, 1, 30, 60, 5.353, 5.490
Thu Dec 29 18:21:03 EST 2016, 2108, .08000000000000000000, 4, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.060, 0.063
Thu Dec 29 18:27:50 EST 2016, 7058, .58000000000000000000, 10, .50000000000000000000, 545, 32, 19, 27, 77, 216.977, 42.063
Thu Dec 29 18:29:15 EST 2016, 9533, .33000000000000000000, 7, .25000000000000000000, 470, 99, 14, 15, 10, 9.710, 7.773
Thu Dec 29 18:30:16 EST 2016, 4583, .83000000000000000000, 1, .75000000000000000000, 320, 54, 5, 40, 55, 5.330, 5.060
Thu Dec 29 18:31:31 EST 2016, 3346, .45000000000000000000, 11, .12000000000000000000, 508, 43, 7, 33, 43, 16.207, 13.017
Thu Dec 29 18:37:58 EST 2016, 8296, .95000000000000000000, 5, .62000000000000000000, 358, 88, 16, 8, 88, 300.000, 49.737
Thu Dec 29 18:38:24 EST 2016, 5821, .20000000000000000000, 2, .37000000000000000000, 433, 21, 12, 46, 21, 4.197, 3.817
Thu Dec 29 18:39:29 EST 2016, 871, .70000000000000000000, 8, .87000000000000000000, 583, 66, 2, 21, 66, 8.887, 8.493
Thu Dec 29 18:43:36 EST 2016, 1180, .23000000000000000000, 9, .84000000000000000000, 461, 85, 18, 7, 74, 91.143, 30.870
Thu Dec 29 18:44:36 EST 2016, 6130, .73000000000000000000, 3, .34000000000000000000, 311, 40, 9, 32, 29, 8.173, 8.993
Thu Dec 29 18:45:27 EST 2016, 8605, .48000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.053
Thu Dec 29 18:47:07 EST 2016, 3655, .98000000000000000000, 6, .09000000000000000000, 536, 18, 13, 44, 52, 38.767, 25.277
Thu Dec 29 18:47:43 EST 2016, 4892, .36000000000000000000, 5, .97000000000000000000, 423, 29, 16, 26, 63, 14.460, 12.257
Thu Dec 29 18:48:34 EST 2016, 9842, .86000000000000000000, 11, .47000000000000000000, 573, 74, 6, 1, 18, 5.990, 3.783
Thu Dec 29 18:49:39 EST 2016, 7367, .11000000000000000000, 8, .72000000000000000000, 498, 51, 2, 38, 85, 6.117, 6.377
Thu Dec 29 18:56:06 EST 2016, 2417, .61000000000000000000, 2, .22000000000000000000, 348, 96, 11, 13, 40, 151.063, 17.240
Thu Dec 29 18:59:02 EST 2016, 1799, .42000000000000000000, 6, .40000000000000000000, 330, 91, 19, 41, 57, 103.783, 60.617
Thu Dec 29 18:59:43 EST 2016, 6749, .92000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.060
Thu Dec 29 19:01:13 EST 2016, 9224, .17000000000000000000, 3, .15000000000000000000, 555, 68, 5, 29, 80, 17.753, 23.253
Thu Dec 29 19:01:49 EST 2016, 4274, .67000000000000000000, 9, .65000000000000000000, 405, 23, 15, 4, 35, 6.950, 4.490
Thu Dec 29 19:02:49 EST 2016, 3036, .05000000000000000000, 1, .28000000000000000000, 592, 12, 17, 23, 69, 4.333, 4.207
Thu Dec 29 19:03:55 EST 2016, 7986, .55000000000000000000, 7, .78000000000000000000, 442, 57, 8, 48, 24, 11.607, 10.583
Thu Dec 29 19:04:55 EST 2016, 5511, .30000000000000000000, 10, .03000000000000000000, 367, 35, 3, 10, 91, 5.497, 7.017
Thu Dec 29 19:07:56 EST 2016, 561, .80000000000000000000, 4, .53000000000000000000, 517, 80, 12, 35, 46, 68.900, 50.220
Thu Dec 29 19:08:52 EST 2016, 716, --delay, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.053
Thu Dec 29 19:09:52 EST 2016, 5666, .50000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.057
Thu Dec 29 19:16:34 EST 2016, 8141, .25000000000000000000, 3, .39000000000000000000, 513, 47, 17, 3, 67, 300.000, 14.093
Thu Dec 29 19:18:10 EST 2016, 3191, .75000000000000000000, 9, .89000000000000000000, 363, 92, 8, 28, 22, 10.683, 9.450
Thu Dec 29 19:19:05 EST 2016, 4428, .37000000000000000000, 2, .01000000000000000000, 475, 81, 1, 47, 78, 5.017, 5.493
Thu Dec 29 19:20:11 EST 2016, 9378, .87000000000000000000, 8, .51000000000000000000, 325, 36, 10, 22, 33, 10.390, 7.797
Thu Dec 29 19:26:33 EST 2016, 6903, .12000000000000000000, 11, .26000000000000000000, 400, 59, 15, 34, 56, 119.570, 32.350
Thu Dec 29 19:28:08 EST 2016, 1953, .62000000000000000000, 5, .76000000000000000000, 550, 14, 5, 9, 11, 0.593, 0.560
Thu Dec 29 19:29:19 EST 2016, 2572, .31000000000000000000, 9, .58000000000000000000, 569, 19, 4, 31, 84, 6.623, 6.103
Thu Dec 29 19:35:36 EST 2016, 7522, .81000000000000000000, 3, .08000000000000000000, 419, 64, 14, 6, 39, 300.000, 24.180
Thu Dec 29 19:36:21 EST 2016, 9997, .06000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.060, 0.053
Thu Dec 29 19:37:32 EST 2016, 5047, .56000000000000000000, 6, .33000000000000000000, 494, 87, 9, 19, 17, 10.663, 9.160
Thu Dec 29 19:38:22 EST 2016, 3810, .19000000000000000000, 4, .70000000000000000000, 306, 98, 2, --cols, , 0.050, 0.050
Thu Dec 29 19:40:08 EST 2016, 8760, .69000000000000000000, 10, .20000000000000000000, 456, 53, 11, 25, 50, 43.380, 23.763
Thu Dec 29 19:42:09 EST 2016, 6285, .44000000000000000000, 7, .95000000000000000000, 531, 75, 16, 12, 73, 43.297, 31.973
Thu Dec 29 19:43:30 EST 2016, 1335, .94000000000000000000, 1, .45000000000000000000, 381, 30, 7, 37, 28, 3.410, 3.397
Thu Dec 29 19:44:45 EST 2016, 1025, .47000000000000000000, 3, .29000000000000000000, 372, 50, 13, 26, 25, 13.367, 12.173
Thu Dec 29 19:46:16 EST 2016, 5975, .97000000000000000000, 9, .79000000000000000000, 522, 95, 4, 1, 70, 32.673, 13.330
Thu Dec 29 19:47:47 EST 2016, 8450, .22000000000000000000, 6, .04000000000000000000, 597, 28, 8, 39, 47, 14.003, 11.070
Thu Dec 29 19:48:32 EST 2016, 3500, .72000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.047, 0.053
Thu Dec 29 19:49:38 EST 2016, 4738, .09000000000000000000, 10, .42000000000000000000, 559, 61, 11, 8, 14, 3.187, 3.323
Thu Dec 29 19:50:38 EST 2016, 9688, .59000000000000000000, 4, .92000000000000000000, 409, 16, 1, 33, 59, 0.887, 1.060
Thu Dec 29 19:51:39 EST 2016, 7213, .34000000000000000000, 1, .17000000000000000000, 334, 84, 6, 20, 36, 3.900, 3.957
Thu Dec 29 19:57:50 EST 2016, 2263, .84000000000000000000, 7, .67000000000000000000, 484, 39, 16, 45, 81, 257.343, 63.447
Thu Dec 29 19:58:46 EST 2016, 1644, .16000000000000000000, 1, .98000000000000000000, 503, 33, 14, 23, 19, 1.790, 2.010
Thu Dec 29 20:00:12 EST 2016, 6594, .66000000000000000000, 7, .48000000000000000000, 353, 78, 5, 48, 64, 26.973, 22.797
Thu Dec 29 20:00:47 EST 2016, 9069, .41000000000000000000, 10, .73000000000000000000, 428, 11, 10, 11, 42, 3.097, 2.513
Thu Dec 29 20:07:29 EST 2016, 4119, .91000000000000000000, 4, .23000000000000000000, 578, 56, 19, 36, 87, 300.000, 168.750
Thu Dec 29 20:08:15 EST 2016, 2881, .28000000000000000000, 8, .86000000000000000000, 391, 67, 12, 42, 31, 16.380, 17.393
Thu Dec 29 20:08:55 EST 2016, 7831, .78000000000000000000, 2, .36000000000000000000, 541, 22, 3, 17, 76, 4.537, 4.070
Thu Dec 29 20:10:11 EST 2016, 5356, .03000000000000000000, 5, .61000000000000000000, 466, 89, 7, 30, 53, 15.440, 15.190
Thu Dec 29 20:16:38 EST 2016, 406, .53000000000000000000, 11, .11000000000000000000, 316, 44, 17, 5, 98, 300.000, 26.190
Thu Dec 29 20:18:03 EST 2016, 329, .13000000000000000000, 5, .49000000000000000000, 590, 38, 1, 15, 37, 1.160, 1.223
Thu Dec 29 20:20:09 EST 2016, 5279, .63000000000000000000, 11, .99000000000000000000, 440, 83, 10, 40, 82, 61.323, 55.997
Thu Dec 29 20:21:05 EST 2016, 7754, .38000000000000000000, 8, .24000000000000000000, 365, 16, 15, 3, 14, 1.410, 1.247
Thu Dec 29 20:22:25 EST 2016, 2804, .88000000000000000000, 2, .74000000000000000000, 515, 61, 5, 28, 59, 16.710, 16.040
Thu Dec 29 20:24:16 EST 2016, 4042, .26000000000000000000, 10, .36000000000000000000, 327, 72, 3, 46, 48, 9.093, 7.943
Thu Dec 29 20:25:42 EST 2016, 8992, .76000000000000000000, 4, .86000000000000000000, 477, 27, 12, 21, 93, 30.260, 17.443
Thu Dec 29 20:26:32 EST 2016, 6517, .01000000000000000000, 1, .11000000000000000000, 552, 94, 17, 34, 26, 14.617, 17.180
Thu Dec 29 20:27:43 EST 2016, 1567, .51000000000000000000, 7, .61000000000000000000, 402, 49, 8, 9, 71, 19.180, 10.393
Thu Dec 29 20:28:13 EST 2016, 2185, .44000000000000000000, 2, .80000000000000000000, 421, 44, 2, 37, 54, 2.617, 2.637
Thu Dec 29 20:34:45 EST 2016, 7135, .94000000000000000000, 8, .30000000000000000000, 571, 89, 11, 12, 99, 300.000, 85.040
Thu Dec 29 20:35:36 EST 2016, 9610, .19000000000000000000, 11, .55000000000000000000, 496, 21, 16, 49, 31, 10.733, 11.397
Thu Dec 29 20:43:03 EST 2016, 4660, .69000000000000000000, 5, .05000000000000000000, 346, 66, 7, 24, 76, 148.197, 29.890
Thu Dec 29 20:44:29 EST 2016, 3423, .07000000000000000000, 6, .93000000000000000000, 459, 55, 4, 6, 43, 2.140, 2.087
Thu Dec 29 20:45:30 EST 2016, 8373, .57000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.043
Thu Dec 29 20:46:40 EST 2016, 5898, .32000000000000000000, 3, .68000000000000000000, 384, 78, 18, 18, 20, 9.717, 8.200
Thu Dec 29 20:48:21 EST 2016, 948, .82000000000000000000, 9, .18000000000000000000, 534, 33, 9, 43, 65, 47.850, 31.663
Thu Dec 29 20:48:41 EST 2016, 1257, .35000000000000000000, 7, .08000000000000000000, 524, 13, 11, 29, 57, 10.510, 8.167
Thu Dec 29 20:49:32 EST 2016, 6207, .85000000000000000000, 1, .58000000000000000000, 374, 58, 1, 4, 12, 0.243, 0.187
Thu Dec 29 20:50:42 EST 2016, 8682, .10000000000000000000, 4, .33000000000000000000, 449, 35, 6, 42, 79, 10.143, 10.663
Thu Dec 29 20:52:13 EST 2016, 3732, .60000000000000000000, 10, .83000000000000000000, 599, 80, 15, 17, 34, 35.860, 24.730
Thu Dec 29 20:52:39 EST 2016, 4970, .23000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.047, 0.047
Thu Dec 29 20:53:44 EST 2016, 9920, .73000000000000000000, 6, .71000000000000000000, 562, 47, 4, 35, 23, 5.080, 4.923
Thu Dec 29 21:00:16 EST 2016, 7445, .48000000000000000000, 9, .46000000000000000000, 487, 69, 8, 23, 90, 300.000, 34.753
Thu Dec 29 21:01:01 EST 2016, 2495, .98000000000000000000, 3, .96000000000000000000, 337, 24, 18, 48, 45, 15.447, 14.227
Thu Dec 29 21:01:57 EST 2016, 1876, .04000000000000000000, 11, .65000000000000000000, 356, 30, 12, 20, 74, 9.040, 7.813
Thu Dec 29 21:02:53 EST 2016, 6826, .54000000000000000000, 5, .15000000000000000000, 506, 75, 2, 45, 29, 5.397, 5.483
Thu Dec 29 21:03:58 EST 2016, 9301, .29000000000000000000, 2, .90000000000000000000, 581, 52, 7, 7, 96, 9.620, 8.533
Thu Dec 29 21:07:09 EST 2016, 4351, .79000000000000000000, 8, .40000000000000000000, 431, 97, 17, 32, 51, 141.477, 72.083
Thu Dec 29 21:09:25 EST 2016, 3113, .41000000000000000000, 4, .52000000000000000000, 543, 86, 14, 39, 62, 91.980, 70.863
Thu Dec 29 21:09:56 EST 2016, 8063, .91000000000000000000, 10, .02000000000000000000, 393, 41, 5, 14, 17, 2.787, 3.047
Thu Dec 29 21:11:11 EST 2016, 5588, .16000000000000000000, 7, .77000000000000000000, 318, 63, 9, 26, 85, 16.950, 15.260
Thu Dec 29 21:12:22 EST 2016, 638, .66000000000000000000, 1, .27000000000000000000, 468, 18, 19, 1, 40, 21.913, 4.433
Thu Dec 29 21:13:38 EST 2016, 484, .40000000000000000000, 10, .91000000000000000000, 379, 96, 6, 44, 86, 36.840, 35.037
Thu Dec 29 21:19:39 EST 2016, 5434, .90000000000000000000, 4, .41000000000000000000, 529, 51, 15, 19, 41, 300.000, 32.523
Thu Dec 29 21:21:15 EST 2016, 7909, .15000000000000000000, 1, .66000000000000000000, 454, 73, 10, 31, 64, 11.733, 10.600
Thu Dec 29 21:22:06 EST 2016, 2959, .65000000000000000000, 7, .16000000000000000000, 304, 28, 1, 6, 19, 0.403, 0.353
Thu Dec 29 21:23:11 EST 2016, 4196, .02000000000000000000, 3, .79000000000000000000, 491, 17, 8, 13, 97, 3.453, 3.610
Thu Dec 29 21:28:53 EST 2016, 9146, .52000000000000000000, 9, .29000000000000000000, 341, 62, 18, 38, 52, 164.010, 37.523
Thu Dec 29 21:29:13 EST 2016, 6671, .27000000000000000000, 6, .54000000000000000000, 416, 40, 13, --cols, , 0.050, 0.047
Thu Dec 29 21:30:14 EST 2016, 1721, .77000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.043, 0.053
Thu Dec 29 21:37:02 EST 2016, 2340, .21000000000000000000, 8, .35000000000000000000, 548, 79, 7, 3, 92, 300.000, 17.113
Thu Dec 29 21:37:37 EST 2016, 7290, .71000000000000000000, 2, .85000000000000000000, 398, 34, 16, 28, 47, 13.310, 10.627
Thu Dec 29 21:44:04 EST 2016, 9765, .46000000000000000000, 5, .10000000000000000000, 323, 56, 12, 16, 69, 300.000, 19.810
Thu Dec 29 21:44:29 EST 2016, 4815, .96000000000000000000, 11, .60000000000000000000, 473, 11, 2, 41, 24, 1.203, 0.957
Thu Dec 29 21:45:29 EST 2016, 3578, .34000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.053
Thu Dec 29 21:47:00 EST 2016, 8528, .84000000000000000000, 6, .97000000000000000000, 510, 68, 19, 10, 36, 25.857, 16.700
Thu Dec 29 21:48:30 EST 2016, 6053, .09000000000000000000, 9, .22000000000000000000, 585, 45, 14, 47, 58, 42.093, 33.320
Thu Dec 29 21:49:36 EST 2016, 1103, .59000000000000000000, 3, .72000000000000000000, 435, 90, 4, 22, 13, 2.313, 2.250
Thu Dec 29 21:50:36 EST 2016, 793, .12000000000000000000, 2, .51000000000000000000, 313, 70, 16, 11, 16, 2.523, 2.523
Thu Dec 29 21:51:51 EST 2016, 5743, .62000000000000000000, 8, .01000000000000000000, 463, 25, 6, 36, 61, 14.477, 10.947
Thu Dec 29 21:52:42 EST 2016, 8218, .37000000000000000000, 11, .76000000000000000000, 538, 93, 1, 24, 38, 2.843, 3.037
Thu Dec 29 21:59:18 EST 2016, 3268, .87000000000000000000, 5, .26000000000000000000, 388, 48, 11, 49, 83, 300.000, 56.257
Thu Dec 29 22:00:04 EST 2016, 4506, .49000000000000000000, 7, .63000000000000000000, 576, 37, 18, 30, 27, 20.877, 16.163
Thu Dec 29 22:06:21 EST 2016, 9456, .99000000000000000000, 1, .13000000000000000000, 426, 82, 9, 5, 72, 300.000, 64.233
Thu Dec 29 22:06:57 EST 2016, 6981, .24000000000000000000, 4, .88000000000000000000, 351, 14, 4, 42, 50, 2.327, 2.157
Thu Dec 29 22:13:33 EST 2016, 2031, .74000000000000000000, 10, .38000000000000000000, 501, 59, 13, 17, 95, 300.000, 51.763
Thu Dec 29 22:14:24 EST 2016, 1412, .30000000000000000000, 4, .19000000000000000000, 482, 65, 17, 39, 21, 22.217, 19.277
Thu Dec 29 22:15:09 EST 2016, 6362, .80000000000000000000, 10, .69000000000000000000, 332, 20, 7, 14, 66, 6.897, 4.453
Thu Dec 29 22:16:10 EST 2016, 8837, .05000000000000000000, 7, .44000000000000000000, 407, 87, 3, 27, 44, 5.720, 5.203
Thu Dec 29 22:17:11 EST 2016, 3887, .55000000000000000000, 1, .94000000000000000000, 557, 42, 12, 2, 89, 6.923, 5.707
Thu Dec 29 22:18:11 EST 2016, 2649, .18000000000000000000, 9, .07000000000000000000, 445, 54, 19, 21, 10, 5.290, 4.880
Thu Dec 29 22:20:37 EST 2016, 7599, .68000000000000000000, 3, .57000000000000000000, 595, 99, 10, 46, 55, 89.123, 74.130
Thu Dec 29 22:21:07 EST 2016, 5124, .43000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.053
Thu Dec 29 22:27:34 EST 2016, 174, .93000000000000000000, 6, .82000000000000000000, 370, 76, 15, 33, 78, 300.000, 70.873
Thu Dec 29 22:29:05 EST 2016, 155, .43000000000000000000, 4, .03000000000000000000, 416, 20, 18, 42, 74, 48.690, 26.207
Thu Dec 29 22:29:40 EST 2016, 5105, .93000000000000000000, 10, .53000000000000000000, 566, 65, 8, 17, 29, 24.093, 14.250
Thu Dec 29 22:30:26 EST 2016, 7580, .18000000000000000000, 7, .28000000000000000000, 491, 43, 3, 30, 97, 9.630, 10.290
Thu Dec 29 22:31:26 EST 2016, 2630, .68000000000000000000, 1, .78000000000000000000, 341, 88, 13, 5, 52, 9.527, 6.887
Thu Dec 29 22:37:53 EST 2016, 3868, .06000000000000000000, 9, .16000000000000000000, 453, 99, 15, 24, 63, 300.000, 38.820
Thu Dec 29 22:38:29 EST 2016, 8818, .56000000000000000000, 3, .66000000000000000000, 303, 54, 6, 49, 18, 3.927, 3.783
Thu Dec 29 22:39:24 EST 2016, 6343, .31000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.050
Thu Dec 29 22:40:45 EST 2016, 1393, .81000000000000000000, 6, .91000000000000000000, 528, 31, 11, 36, 40, 15.037, 13.137
Thu Dec 29 22:41:40 EST 2016, 2011, .24000000000000000000, 2, .72000000000000000000, 585, 26, 19, 8, 57, 9.423, 7.270
Thu Dec 29 22:42:36 EST 2016, 6961, .74000000000000000000, 8, .22000000000000000000, 435, 71, 9, 33, 12, 8.197, 7.483
Thu Dec 29 22:43:36 EST 2016, 9436, .49000000000000000000, 11, .97000000000000000000, 360, 48, 5, 20, 80, 8.027, 7.470
Thu Dec 29 22:46:22 EST 2016, 4486, .99000000000000000000, 5, .47000000000000000000, 510, 93, 14, 45, 35, 110.723, 71.567
Thu Dec 29 22:51:59 EST 2016, 3249, .37000000000000000000, 6, .59000000000000000000, 322, 82, 16, 27, 68, 216.700, 36.257
Thu Dec 29 22:52:39 EST 2016, 8199, .87000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.053
Thu Dec 29 22:53:50 EST 2016, 5724, .12000000000000000000, 3, .84000000000000000000, 547, 59, 2, 39, 91, 6.810, 7.113
Thu Dec 29 22:54:50 EST 2016, 774, .62000000000000000000, 9, .34000000000000000000, 397, 14, 12, 14, 46, 5.970, 4.850
Thu Dec 29 22:55:45 EST 2016, 1083, .09000000000000000000, 8, .37000000000000000000, 350, 34, 9, --cols, , 0.053, 0.043
Thu Dec 29 22:58:16 EST 2016, 6033, .59000000000000000000, 2, .87000000000000000000, 500, 79, 18, 25, 99, 88.633, 60.103
Thu Dec 29 22:58:51 EST 2016, 8508, .34000000000000000000, 5, .12000000000000000000, 575, 12, 14, 13, 32, 5.897, 3.943
Thu Dec 29 23:00:12 EST 2016, 3558, .84000000000000000000, 11, .62000000000000000000, 425, 57, 4, 38, 77, 24.937, 19.073
Thu Dec 29 23:00:57 EST 2016, 4796, .46000000000000000000, 1, .25000000000000000000, 538, 68, 6, 31, 43, 8.973, 9.670
Thu Dec 29 23:04:33 EST 2016, 9746, .96000000000000000000, 7, .75000000000000000000, 388, 23, 16, 6, 88, 141.123, 13.697
Thu Dec 29 23:04:54 EST 2016, 7271, .21000000000000000000, 10, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.060, 0.057
Thu Dec 29 23:05:59 EST 2016, 2321, .71000000000000000000, 4, .50000000000000000000, 463, 45, 2, 19, 66, 4.383, 4.253
Thu Dec 29 23:07:14 EST 2016, 1702, .27000000000000000000, 10, .81000000000000000000, 519, 51, 10, 47, 37, 19.003, 17.567
Thu Dec 29 23:13:21 EST 2016, 6652, .77000000000000000000, 4, .31000000000000000000, 369, 96, 19, 22, 82, 300.000, 96.343
Thu Dec 29 23:14:06 EST 2016, 9127, .02000000000000000000, 1, .56000000000000000000, 444, 28, 15, 35, 15, 1.543, 1.587
Thu Dec 29 23:20:48 EST 2016, 4177, .52000000000000000000, 7, .06000000000000000000, 594, 73, 5, 10, 60, 262.353, 15.383
Thu Dec 29 23:21:23 EST 2016, 2939, .15000000000000000000, 3, .94000000000000000000, 407, 62, 8, 16, 49, 8.243, 7.403
Thu Dec 29 23:23:34 EST 2016, 7889, .65000000000000000000, 9, .44000000000000000000, 557, 17, 17, 41, 94, 78.943, 36.900
Thu Dec 29 23:24:24 EST 2016, 5414, .40000000000000000000, 6, .69000000000000000000, 482, 85, 12, 3, 26, 8.863, 6.227
Thu Dec 29 23:25:15 EST 2016, 464, .90000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.047, 0.047
Thu Dec 29 23:26:30 EST 2016, 619, .17000000000000000000, 11, .61000000000000000000, 552, 75, 13, 23, 22, 13.030, 11.423
Thu Dec 29 23:27:26 EST 2016, 5569, .67000000000000000000, 5, .11000000000000000000, 402, 30, 3, 48, 67, 7.867, 7.253
Thu Dec 29 23:28:26 EST 2016, 8044, .42000000000000000000, 2, .86000000000000000000, 327, 97, 8, 10, 45, 6.927, 5.737
Thu Dec 29 23:34:52 EST 2016, 3094, .92000000000000000000, 8, .36000000000000000000, 477, 52, 17, 35, 90, 300.000, 99.297
Thu Dec 29 23:35:28 EST 2016, 4332, .29000000000000000000, 4, .73000000000000000000, 364, 41, 10, 42, 11, 2.667, 2.543
Thu Dec 29 23:36:33 EST 2016, 9282, .79000000000000000000, 10, .23000000000000000000, 514, 86, 1, 17, 56, 5.410, 5.420
Thu Dec 29 23:37:29 EST 2016, 6807, .04000000000000000000, 7, .98000000000000000000, 589, 19, 6, 29, 33, 2.283, 2.167
Thu Dec 29 23:44:05 EST 2016, 1857, .54000000000000000000, 1, .48000000000000000000, 439, 64, 15, 4, 78, 300.000, 14.353
Thu Dec 29 23:44:51 EST 2016, 2475, .48000000000000000000, 8, .17000000000000000000, 383, 58, 14, 26, 16, 10.217, 7.920
Thu Dec 29 23:45:36 EST 2016, 7425, .98000000000000000000, 2, .67000000000000000000, 533, 13, 4, 1, 61, 1.477, 1.433
Thu Dec 29 23:47:02 EST 2016, 9900, .23000000000000000000, 5, .42000000000000000000, 458, 80, 9, 38, 39, 23.543, 19.807
Thu Dec 29 23:48:07 EST 2016, 4950, .73000000000000000000, 11, .92000000000000000000, 308, 35, 19, 13, 84, 27.907, 15.313
Thu Dec 29 23:48:43 EST 2016, 3713, .10000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.060
Thu Dec 29 23:49:53 EST 2016, 8663, .60000000000000000000, 6, .55000000000000000000, 346, 92, 2, 32, 73, 10.180, 9.633
Thu Dec 29 23:50:48 EST 2016, 6188, .35000000000000000000, 9, .30000000000000000000, 421, 24, 7, 20, 50, 6.153, 5.163
Thu Dec 29 23:56:19 EST 2016, 1238, .85000000000000000000, 3, .80000000000000000000, 571, 69, 16, 45, 95, 247.427, 124.460
Thu Dec 29 23:57:00 EST 2016, 929, .32000000000000000000, 1, .95000000000000000000, 486, 89, 4, 34, 92, 11.120, 11.070
Fri Dec 30 00:03:31 EST 2016, 5879, .82000000000000000000, 7, .45000000000000000000, 336, 44, 13, 9, 47, 300.000, 9.960
Fri Dec 30 00:04:52 EST 2016, 8354, .07000000000000000000, 10, .70000000000000000000, 411, 66, 18, 46, 70, 57.863, 48.227
Fri Dec 30 00:05:07 EST 2016, 3404, .57000000000000000000, 4, .20000000000000000000, 561, 21, 8, 21, 25, 10.227, 6.067
Fri Dec 30 00:05:58 EST 2016, 4641, .20000000000000000000, 6, .83000000000000000000, 449, 10, 1, 2, 81, 0.310, 0.410
Fri Dec 30 00:06:59 EST 2016, 9591, .70000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.040
Fri Dec 30 00:09:55 EST 2016, 7116, .45000000000000000000, 3, .58000000000000000000, 524, 33, 16, 15, 59, 103.227, 15.773
Fri Dec 30 00:10:15 EST 2016, 2166, .95000000000000000000, 9, .08000000000000000000, 374, 78, 6, 40, 14, 8.730, 9.523
Fri Dec 30 00:11:16 EST 2016, 1547, .01000000000000000000, 5, .26000000000000000000, 317, 83, 5, 18, 87, 10.807, 10.460
Fri Dec 30 00:12:31 EST 2016, 6497, .51000000000000000000, 11, .76000000000000000000, 467, 38, 14, 43, 42, 25.190, 20.267
Fri Dec 30 00:18:48 EST 2016, 8972, .26000000000000000000, 8, .01000000000000000000, 542, 61, 19, 6, 64, 300.000, 33.160
Fri Dec 30 00:19:14 EST 2016, 4022, .76000000000000000000, 2, .51000000000000000000, 392, 16, 10, 31, 19, 2.483, 2.310
Fri Dec 30 00:20:24 EST 2016, 2785, .38000000000000000000, 10, .39000000000000000000, 580, 27, 3, 49, 98, 12.883, 11.737
Fri Dec 30 00:22:00 EST 2016, 7735, .88000000000000000000, 4, .89000000000000000000, 430, 72, 12, 24, 53, 44.527, 26.143
Fri Dec 30 00:22:35 EST 2016, 5260, .13000000000000000000, 1, .14000000000000000000, 355, 50, 17, 37, 75, 16.383, 14.953
Fri Dec 30 00:23:31 EST 2016, 310, .63000000000000000000, 7, .64000000000000000000, 505, 95, 7, 12, 30, 13.160, 10.350
Fri Dec 30 00:24:17 EST 2016, 387, .03000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.040
Fri Dec 30 00:25:17 EST 2016, 5337, .53000000000000000000, 6, .27000000000000000000, 549, 33, 1, 45, 13, 0.637, 0.900
Fri Dec 30 00:26:28 EST 2016, 7812, .28000000000000000000, 9, .52000000000000000000, 474, 56, 5, 8, 80, 9.440, 8.827
Fri Dec 30 00:27:33 EST 2016, 2862, .78000000000000000000, 3, .02000000000000000000, 324, 11, 15, 33, 35, 10.753, 7.317
Fri Dec 30 00:28:39 EST 2016, 4100, .41000000000000000000, 8, .90000000000000000000, 512, 22, 12, 39, 69, 16.823, 15.123
