# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 0 12', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', ladderQ_timing_secs, heap2tQ_timing_secs
Thu Dec 29 17:21:02 EST 2016, 3014, .48000000000000000000, 2, .68000000000000000000, 547, 42, 2, 6, 25, 1.037, 0.913
Thu Dec 29 17:27:10 EST 2016, 7964, .98000000000000000000, 8, .18000000000000000000, 397, 87, 12, 31, 70, 300.000, 77.010
Thu Dec 29 17:28:11 EST 2016, 5489, .23000000000000000000, 11, .93000000000000000000, 322, 19, 17, 19, 48, 4.660, 4.113
Thu Dec 29 17:30:22 EST 2016, 539, .73000000000000000000, 5, .43000000000000000000, 472, 64, 7, 44, 93, 71.183, 48.597
Thu Dec 29 17:36:23 EST 2016, 694, .44000000000000000000, 6, .76000000000000000000, 412, 52, 17, 1, 44, 284.090, 6.503
Thu Dec 29 17:37:14 EST 2016, 5644, .94000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.063, 0.063
Thu Dec 29 17:38:19 EST 2016, 8119, .19000000000000000000, 3, .51000000000000000000, 487, 29, 3, 13, 21, 1.040, 1.187
Thu Dec 29 17:40:50 EST 2016, 3169, .69000000000000000000, 9, .01000000000000000000, 337, 74, 13, 38, 66, 81.053, 48.413
Thu Dec 29 17:41:26 EST 2016, 4407, .06000000000000000000, 1, .88000000000000000000, 524, 63, 15, 32, 32, 7.637, 6.883
Thu Dec 29 17:42:26 EST 2016, 9357, .56000000000000000000, 7, .38000000000000000000, 374, 18, 6, 7, 77, 5.433, 3.763
Thu Dec 29 17:43:22 EST 2016, 6882, .31000000000000000000, 10, .63000000000000000000, 449, 85, 1, 44, 10, 1.057, 1.120
Thu Dec 29 17:50:04 EST 2016, 1932, .81000000000000000000, 4, .13000000000000000000, 599, 40, 10, 19, 55, 300.000, 37.830
Thu Dec 29 17:50:54 EST 2016, 2550, .13000000000000000000, 10, .44000000000000000000, 543, 35, 19, 47, 38, 24.737, 22.063
Thu Dec 29 17:52:00 EST 2016, 7500, .63000000000000000000, 4, .94000000000000000000, 393, 80, 9, 22, 83, 31.507, 25.510
Thu Dec 29 17:52:30 EST 2016, 9975, .38000000000000000000, 1, .19000000000000000000, 318, 12, 4, 35, 15, 0.407, 0.480
Thu Dec 29 17:59:02 EST 2016, 5025, .88000000000000000000, 7, .69000000000000000000, 468, 57, 14, 10, 60, 300.000, 22.690
Thu Dec 29 18:05:19 EST 2016, 3788, .25000000000000000000, 5, .32000000000000000000, 355, 69, 16, 16, 49, 206.393, 16.967
Thu Dec 29 18:06:20 EST 2016, 8738, .75000000000000000000, 11, .82000000000000000000, 505, 24, 7, 41, 94, 29.630, 28.943
Thu Dec 29 18:06:50 EST 2016, 6263, --delay, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.073, 0.060
Thu Dec 29 18:08:21 EST 2016, 1313, .50000000000000000000, 2, .57000000000000000000, 430, 46, 12, 29, 72, 27.043, 27.060
Thu Dec 29 18:09:02 EST 2016, 1003, .03000000000000000000, 4, .66000000000000000000, 327, 26, 9, 43, 69, 7.940, 6.220
Thu Dec 29 18:10:27 EST 2016, 5953, .53000000000000000000, 10, .16000000000000000000, 477, 71, 18, 18, 24, 29.187, 23.443
Thu Dec 29 18:12:33 EST 2016, 8428, .28000000000000000000, 7, .91000000000000000000, 552, 49, 13, 30, 91, 46.720, 39.590
Thu Dec 29 18:13:59 EST 2016, 3478, .78000000000000000000, 1, .41000000000000000000, 402, 94, 4, 5, 46, 3.963, 3.833
Thu Dec 29 18:15:29 EST 2016, 4716, .41000000000000000000, 11, .54000000000000000000, 590, 83, 6, 24, 58, 29.477, 23.750
Thu Dec 29 18:16:15 EST 2016, 9666, .91000000000000000000, 5, .04000000000000000000, 440, 38, 16, 49, 13, 18.613, 12.837
Thu Dec 29 18:17:10 EST 2016, 7191, .16000000000000000000, 2, .79000000000000000000, 365, 60, 11, 11, 80, 9.450, 7.883
Thu Dec 29 18:18:01 EST 2016, 2241, .66000000000000000000, 8, .29000000000000000000, 515, 15, 1, 36, 35, 1.127, 1.083
Thu Dec 29 18:19:01 EST 2016, 1622, .34000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.047, 0.040
Thu Dec 29 18:20:22 EST 2016, 6572, .84000000000000000000, 6, .60000000000000000000, 308, 66, 19, 33, 18, 18.293, 13.373
Thu Dec 29 18:27:34 EST 2016, 9047, .09000000000000000000, 9, .35000000000000000000, 383, 43, 14, 21, 86, 300.000, 19.510
Thu Dec 29 18:28:35 EST 2016, 4097, .59000000000000000000, 3, .85000000000000000000, 533, 88, 5, 46, 41, 18.067, 20.083
Thu Dec 29 18:29:55 EST 2016, 2860, .22000000000000000000, 8, .22000000000000000000, 421, 99, 7, 27, 74, 32.330, 35.167
Thu Dec 29 18:30:26 EST 2016, 7810, .72000000000000000000, 2, .72000000000000000000, 571, 54, 17, 2, 29, 12.723, 10.627
Thu Dec 29 18:36:38 EST 2016, 5335, .47000000000000000000, 5, .47000000000000000000, 496, 77, 12, 40, 97, 300.000, 104.817
Thu Dec 29 18:37:23 EST 2016, 385, .97000000000000000000, 11, .97000000000000000000, 346, 32, 3, 15, 52, 3.193, 2.540
Thu Dec 29 18:38:54 EST 2016, 307, .32000000000000000000, 4, .59000000000000000000, 559, 14, 15, 5, 81, 21.713, 6.510
Thu Dec 29 18:40:40 EST 2016, 5257, .82000000000000000000, 10, .09000000000000000000, 409, 59, 6, 30, 36, 16.890, 12.123
Thu Dec 29 18:41:25 EST 2016, 7732, .07000000000000000000, 7, .84000000000000000000, 334, 37, 1, 17, 58, 0.757, 0.810
Thu Dec 29 18:42:31 EST 2016, 2782, .57000000000000000000, 1, .34000000000000000000, 484, 82, 10, 42, 13, 6.283, 6.353
Thu Dec 29 18:49:08 EST 2016, 4020, .20000000000000000000, 9, .72000000000000000000, 372, 93, 18, 36, 92, 231.287, 74.687
Thu Dec 29 18:55:15 EST 2016, 8970, .70000000000000000000, 3, .22000000000000000000, 522, 48, 8, 11, 47, 258.703, 20.117
Thu Dec 29 18:55:35 EST 2016, 6495, .45000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.040
Thu Dec 29 18:56:51 EST 2016, 1545, .95000000000000000000, 6, .47000000000000000000, 447, 26, 13, 24, 25, 10.743, 9.240
Thu Dec 29 19:02:47 EST 2016, 2164, .01000000000000000000, 2, .15000000000000000000, 390, 31, 16, 45, 98, 187.363, 18.147
Thu Dec 29 19:04:08 EST 2016, 7114, .51000000000000000000, 8, .65000000000000000000, 540, 76, 7, 20, 53, 23.107, 19.187
Thu Dec 29 19:05:54 EST 2016, 9589, .26000000000000000000, 11, .40000000000000000000, 465, 54, 2, 33, 75, 6.683, 6.580
Thu Dec 29 19:06:59 EST 2016, 4639, .76000000000000000000, 5, .90000000000000000000, 315, 99, 12, 8, 30, 11.213, 7.517
Thu Dec 29 19:13:31 EST 2016, 3401, .38000000000000000000, 7, .03000000000000000000, 503, 88, 19, 14, 86, 300.000, 75.650
Thu Dec 29 19:14:07 EST 2016, 8351, .88000000000000000000, 1, .53000000000000000000, 353, 43, 9, 39, 41, 9.013, 7.103
Thu Dec 29 19:15:08 EST 2016, 5876, .13000000000000000000, 4, .28000000000000000000, 428, 65, 5, 2, 64, 6.803, 4.977
Thu Dec 29 19:16:03 EST 2016, 926, .63000000000000000000, 10, .78000000000000000000, 578, 20, 14, 27, 19, 6.100, 6.250
Thu Dec 29 19:17:04 EST 2016, 1235, .16000000000000000000, 8, .93000000000000000000, 475, 40, 6, 38, 11, 2.220, 2.223
Thu Dec 29 19:23:41 EST 2016, 6185, .66000000000000000000, 2, .43000000000000000000, 325, 85, 16, 13, 56, 300.000, 31.037
Thu Dec 29 19:24:11 EST 2016, 8660, .41000000000000000000, 5, .68000000000000000000, 400, 17, 11, 25, 33, 3.830, 3.627
Thu Dec 29 19:25:07 EST 2016, 3710, .91000000000000000000, 11, .18000000000000000000, 550, 62, 2, --cols, , 0.040, 0.043
Thu Dec 29 19:26:07 EST 2016, 4948, .29000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.057, 0.050
Thu Dec 29 19:32:49 EST 2016, 9898, .79000000000000000000, 6, .31000000000000000000, 587, 28, 18, 44, 67, 300.000, 62.587
Thu Dec 29 19:39:31 EST 2016, 7423, .04000000000000000000, 9, .56000000000000000000, 512, 96, 13, 6, 44, 300.000, 16.653
Thu Dec 29 19:40:38 EST 2016, 2473, .54000000000000000000, 3, .06000000000000000000, 362, 51, 4, 31, 89, 15.167, 13.363
Thu Dec 29 19:42:28 EST 2016, 1854, .48000000000000000000, 10, .25000000000000000000, 306, 45, 8, 10, 27, 4.577, 3.187
Thu Dec 29 19:48:45 EST 2016, 6804, .98000000000000000000, 4, .75000000000000000000, 456, 90, 17, 35, 72, 300.000, 106.830
Thu Dec 29 19:50:31 EST 2016, 9279, .23000000000000000000, 1, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.047
Thu Dec 29 19:51:57 EST 2016, 4329, .73000000000000000000, 7, .50000000000000000000, 381, 68, 3, 47, 95, 24.210, 20.613
Thu Dec 29 19:53:43 EST 2016, 3092, .10000000000000000000, 3, .37000000000000000000, 569, 57, 10, 28, 16, 5.157, 4.867
Thu Dec 29 19:54:43 EST 2016, 8042, .60000000000000000000, 9, .87000000000000000000, 419, 12, 19, 3, 61, 5.650, 3.963
Thu Dec 29 19:56:24 EST 2016, 5567, .35000000000000000000, 6, .12000000000000000000, 344, 79, 15, 41, 39, 37.447, 34.910
Thu Dec 29 19:57:40 EST 2016, 617, .85000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.053
Thu Dec 29 19:59:00 EST 2016, 462, .09000000000000000000, 11, .04000000000000000000, 423, 69, 10, 35, 43, 16.953, 16.590
Thu Dec 29 20:00:46 EST 2016, 5412, .59000000000000000000, 5, .54000000000000000000, 573, 24, 1, 10, 88, 1.867, 2.390
Thu Dec 29 20:01:52 EST 2016, 7887, .34000000000000000000, 2, .29000000000000000000, 498, 92, 5, 48, 20, 6.700, 7.053
Thu Dec 29 20:03:48 EST 2016, 2937, .84000000000000000000, 8, .79000000000000000000, 348, 47, 15, 23, 65, 59.583, 23.120
Thu Dec 29 20:10:19 EST 2016, 4175, .46000000000000000000, 4, .17000000000000000000, 461, 35, 13, 4, 54, 300.000, 11.143
Thu Dec 29 20:12:25 EST 2016, 9125, .96000000000000000000, 10, .67000000000000000000, 311, 80, 3, 29, 99, 25.440, 18.763
Thu Dec 29 20:12:56 EST 2016, 6650, .21000000000000000000, 7, .42000000000000000000, 386, 13, 8, 17, 32, 1.680, 1.607
Thu Dec 29 20:14:37 EST 2016, 1700, .71000000000000000000, 1, .92000000000000000000, 536, 58, 17, 42, 77, 38.880, 35.460
Thu Dec 29 20:15:27 EST 2016, 2318, .27000000000000000000, 7, .73000000000000000000, 592, 64, 11, 13, 48, 22.463, 20.757
Thu Dec 29 20:16:03 EST 2016, 7268, .77000000000000000000, 1, .23000000000000000000, 442, 19, 2, 38, 93, 2.597, 2.793
Thu Dec 29 20:17:03 EST 2016, 9743, .02000000000000000000, 4, .98000000000000000000, 367, 86, 7, 1, 26, 1.797, 1.320
Thu Dec 29 20:23:35 EST 2016, 4793, .52000000000000000000, 10, .48000000000000000000, 517, 41, 16, 26, 71, 300.000, 36.107
Thu Dec 29 20:25:11 EST 2016, 3556, .15000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.053
Thu Dec 29 20:26:42 EST 2016, 8506, .65000000000000000000, 6, .11000000000000000000, 480, 97, 4, 20, 82, 32.720, 27.687
Thu Dec 29 20:27:12 EST 2016, 6031, .40000000000000000000, 9, .86000000000000000000, 555, 30, 9, 32, 15, 3.460, 3.203
Thu Dec 29 20:33:49 EST 2016, 1081, .90000000000000000000, 3, .36000000000000000000, 405, 75, 19, 7, 60, 300.000, 43.853
Thu Dec 29 20:34:25 EST 2016, 771, .43000000000000000000, 2, .39000000000000000000, 339, 95, 1, 21, 63, 2.950, 2.550
Thu Dec 29 20:35:35 EST 2016, 5721, .93000000000000000000, 8, .89000000000000000000, 489, 50, 11, 46, 18, 14.607, 12.613
Thu Dec 29 20:41:42 EST 2016, 8196, .18000000000000000000, 11, .14000000000000000000, 564, 72, 16, 9, 85, 300.000, 43.653
Thu Dec 29 20:42:33 EST 2016, 3246, .68000000000000000000, 5, .64000000000000000000, 414, 27, 6, 34, 40, 5.840, 5.470
Thu Dec 29 20:43:34 EST 2016, 4484, .06000000000000000000, 6, .26000000000000000000, 526, 16, 4, 40, 74, 5.557, 5.750
Thu Dec 29 20:44:29 EST 2016, 9434, .56000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.040, 0.047
Thu Dec 29 20:51:06 EST 2016, 6959, .31000000000000000000, 3, .01000000000000000000, 301, 38, 18, 28, 96, 300.000, 29.280
Thu Dec 29 20:52:07 EST 2016, 2009, .81000000000000000000, 9, .51000000000000000000, 451, 83, 8, 3, 51, 30.507, 15.630
Thu Dec 29 20:52:42 EST 2016, 1390, .24000000000000000000, 5, .83000000000000000000, 508, 78, 2, 31, 68, 7.613, 7.753
Thu Dec 29 20:53:43 EST 2016, 6340, .74000000000000000000, 11, .33000000000000000000, 358, 33, 12, 6, 23, 5.390, 4.170
Thu Dec 29 21:00:20 EST 2016, 8815, .49000000000000000000, 8, .58000000000000000000, 433, 55, 17, 43, 91, 300.000, 72.843
Thu Dec 29 21:00:50 EST 2016, 3865, .99000000000000000000, 2, .08000000000000000000, 583, 10, 7, 18, 46, 5.627, 5.670
Thu Dec 29 21:01:46 EST 2016, 2628, .37000000000000000000, 10, .95000000000000000000, 395, 21, 5, 12, 57, 2.000, 1.833
Thu Dec 29 21:03:06 EST 2016, 7578, .87000000000000000000, 4, .45000000000000000000, 545, 66, 14, 37, 12, 20.597, 16.373
Thu Dec 29 21:04:02 EST 2016, 5103, .12000000000000000000, 1, .70000000000000000000, 470, 44, 19, 24, 79, 14.317, 12.933
Thu Dec 29 21:05:18 EST 2016, 153, .62000000000000000000, 7, .20000000000000000000, 320, 89, 10, 49, 34, 31.433, 25.783
Thu Dec 29 21:05:53 EST 2016, 172, .12000000000000000000, 5, .93000000000000000000, 385, 32, 3, 28, 28, 1.460, 1.337
Thu Dec 29 21:12:35 EST 2016, 5122, .62000000000000000000, 11, .43000000000000000000, 535, 77, 12, 3, 73, 300.000, 26.187
Thu Dec 29 21:13:05 EST 2016, 7597, .37000000000000000000, 8, .68000000000000000000, 460, 10, 17, 40, 50, 9.057, 7.397
Thu Dec 29 21:19:32 EST 2016, 2647, .87000000000000000000, 2, .18000000000000000000, 310, 55, 8, 15, 95, 300.000, 25.407
Thu Dec 29 21:20:08 EST 2016, 3885, .49000000000000000000, 9, .80000000000000000000, 498, 66, 1, 9, 16, 0.957, 1.010
Thu Dec 29 21:21:23 EST 2016, 8835, .99000000000000000000, 3, .30000000000000000000, 348, 21, 10, 34, 61, 16.407, 13.757
Thu Dec 29 21:22:09 EST 2016, 6360, .24000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.043
Thu Dec 29 21:24:00 EST 2016, 1410, .74000000000000000000, 6, .05000000000000000000, 573, 44, 5, 46, 84, 48.963, 35.120
Thu Dec 29 21:24:10 EST 2016, 2028, .31000000000000000000, 1, .37000000000000000000, 554, 49, 4, 24, 11, 0.830, 0.977
Thu Dec 29 21:26:51 EST 2016, 6978, .81000000000000000000, 7, .87000000000000000000, 404, 94, 14, 49, 56, 100.343, 70.937
Thu Dec 29 21:27:16 EST 2016, 9453, .06000000000000000000, 10, .12000000000000000000, 329, 27, 18, 12, 33, 4.610, 4.050
Thu Dec 29 21:29:07 EST 2016, 4503, .56000000000000000000, 4, .62000000000000000000, 479, 72, 9, 37, 78, 54.420, 42.233
Thu Dec 29 21:29:17 EST 2016, 3266, .18000000000000000000, 6, .49000000000000000000, 366, 61, 2, 43, 22, 1.887, 2.257
Thu Dec 29 21:30:18 EST 2016, 8216, .68000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.057
Thu Dec 29 21:32:54 EST 2016, 5741, .43000000000000000000, 3, .24000000000000000000, 591, 83, 16, 31, 44, 78.590, 61.180
Thu Dec 29 21:33:55 EST 2016, 791, .93000000000000000000, 9, .74000000000000000000, 441, 38, 6, 6, 89, 27.793, 10.797
Thu Dec 29 21:34:45 EST 2016, 1100, .40000000000000000000, 8, .52000000000000000000, 301, 18, 13, 17, 98, 16.160, 8.627
Thu Dec 29 21:35:36 EST 2016, 6050, .90000000000000000000, 2, .02000000000000000000, 451, 63, 3, 42, 53, 13.077, 11.147
Thu Dec 29 21:36:27 EST 2016, 8525, .15000000000000000000, 5, .77000000000000000000, 526, 41, 8, 4, 75, 6.267, 5.780
Thu Dec 29 21:38:07 EST 2016, 3575, .65000000000000000000, 11, .27000000000000000000, 376, 86, 18, 29, 30, 42.453, 29.220
Thu Dec 29 21:38:23 EST 2016, 4813, .03000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.057
Thu Dec 29 21:39:28 EST 2016, 9763, .53000000000000000000, 6, .15000000000000000000, 413, 52, 1, 23, 42, 1.700, 1.843
Thu Dec 29 21:40:39 EST 2016, 7288, .28000000000000000000, 9, .90000000000000000000, 338, 75, 6, 35, 64, 15.143, 13.387
Thu Dec 29 21:41:39 EST 2016, 2338, .78000000000000000000, 3, .40000000000000000000, 488, 30, 15, 10, 19, 9.797, 6.417
Thu Dec 29 21:42:49 EST 2016, 1719, .21000000000000000000, 11, .21000000000000000000, 470, 24, 14, 32, 81, 21.357, 19.267
Thu Dec 29 21:43:35 EST 2016, 6669, .71000000000000000000, 5, .71000000000000000000, 320, 69, 5, 7, 36, 4.030, 3.370
Thu Dec 29 21:44:50 EST 2016, 9144, .46000000000000000000, 2, .46000000000000000000, 395, 47, 9, 45, 58, 18.410, 15.210
Thu Dec 29 21:45:56 EST 2016, 4194, .96000000000000000000, 8, .96000000000000000000, 545, 92, 19, 20, 13, 22.200, 16.787
Thu Dec 29 21:51:37 EST 2016, 2956, .34000000000000000000, 4, .09000000000000000000, 432, 80, 12, 1, 92, 300.000, 26.307
Thu Dec 29 21:52:42 EST 2016, 7906, .84000000000000000000, 10, .59000000000000000000, 582, 35, 2, 26, 47, 4.377, 4.337
Thu Dec 29 21:58:54 EST 2016, 5431, .09000000000000000000, 7, .34000000000000000000, 507, 58, 7, 14, 70, 221.690, 11.163
Thu Dec 29 21:59:44 EST 2016, 481, .59000000000000000000, 1, .84000000000000000000, 357, 13, 17, 39, 25, 1.920, 1.817
Thu Dec 29 22:06:16 EST 2016, 636, .35000000000000000000, 10, .48000000000000000000, 596, 90, 8, 7, 68, 300.000, 22.557
Thu Dec 29 22:07:07 EST 2016, 5586, .85000000000000000000, 4, .98000000000000000000, 446, 45, 17, 32, 23, 13.267, 11.710
Thu Dec 29 22:13:33 EST 2016, 8061, .10000000000000000000, 1, .23000000000000000000, 371, 68, 13, 19, 91, 268.727, 12.447
Thu Dec 29 22:14:04 EST 2016, 3111, .60000000000000000000, 7, .73000000000000000000, 521, 23, 3, 44, 46, 4.047, 4.020
Thu Dec 29 22:15:04 EST 2016, 4349, .23000000000000000000, 3, .35000000000000000000, 334, 11, 6, 25, 57, 1.900, 2.067
Thu Dec 29 22:16:05 EST 2016, 9299, .73000000000000000000, 9, .85000000000000000000, 484, 56, 15, --cols, , 0.053, 0.050
Thu Dec 29 22:19:46 EST 2016, 6824, .48000000000000000000, 6, .10000000000000000000, 559, 34, 10, 38, 80, 95.247, 42.220
Thu Dec 29 22:20:07 EST 2016, 1874, .98000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.073, 0.063
Thu Dec 29 22:21:37 EST 2016, 2492, .04000000000000000000, 8, .79000000000000000000, 427, 85, 9, 41, 63, 26.047, 25.057
Thu Dec 29 22:22:23 EST 2016, 7442, .54000000000000000000, 2, .29000000000000000000, 577, 40, 19, 16, 18, 13.687, 10.803
Thu Dec 29 22:28:55 EST 2016, 9917, .29000000000000000000, 5, .54000000000000000000, 502, 62, 14, 28, 85, 300.000, 46.670
Thu Dec 29 22:29:20 EST 2016, 4967, .79000000000000000000, 11, .04000000000000000000, 352, 17, 4, 3, 40, 1.720, 1.867
Thu Dec 29 22:30:21 EST 2016, 3730, .42000000000000000000, 1, .91000000000000000000, 465, 28, 7, 22, 74, 3.493, 3.580
Thu Dec 29 22:32:17 EST 2016, 8680, .92000000000000000000, 7, .41000000000000000000, 315, 73, 16, 47, 29, 55.923, 30.240
Thu Dec 29 22:38:49 EST 2016, 6205, .17000000000000000000, 10, .66000000000000000000, 390, 51, 11, 10, 96, 300.000, 13.733
Thu Dec 29 22:39:39 EST 2016, 1255, .67000000000000000000, 4, .16000000000000000000, 540, 96, 2, 35, 51, 13.170, 12.033
Thu Dec 29 22:41:15 EST 2016, 945, .14000000000000000000, 2, .07000000000000000000, 512, 76, 18, 49, 49, 44.213, 46.170
Thu Dec 29 22:41:55 EST 2016, 5895, .64000000000000000000, 8, .57000000000000000000, 362, 31, 9, 24, 94, 25.223, 15.577
Thu Dec 29 22:42:46 EST 2016, 8370, .39000000000000000000, 11, .32000000000000000000, 437, 99, 4, 36, 26, 8.710, 9.970
Thu Dec 29 22:49:12 EST 2016, 3420, .89000000000000000000, 5, .82000000000000000000, 587, 54, 13, 11, 71, 300.000, 28.253
Thu Dec 29 22:49:58 EST 2016, 4658, .26000000000000000000, 6, .19000000000000000000, 399, 42, 16, 17, 37, 14.813, 10.150
Thu Dec 29 22:50:38 EST 2016, 9608, .76000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.050
Thu Dec 29 22:51:39 EST 2016, 7133, .01000000000000000000, 3, .44000000000000000000, 474, 20, 1, 5, 15, 0.197, 0.180
Thu Dec 29 22:53:04 EST 2016, 2183, .51000000000000000000, 9, .94000000000000000000, 324, 65, 11, 30, 60, 21.563, 18.693
Thu Dec 29 22:59:20 EST 2016, 1564, .45000000000000000000, 4, .63000000000000000000, 343, 59, 19, 2, 43, 300.000, 10.207
Thu Dec 29 23:00:21 EST 2016, 6514, .95000000000000000000, 10, .13000000000000000000, 493, 14, 10, 27, 88, 23.510, 22.713
Thu Dec 29 23:00:51 EST 2016, 8989, .20000000000000000000, 7, .88000000000000000000, 568, 82, 5, 14, 21, 3.723, 3.467
Thu Dec 29 23:02:17 EST 2016, 4039, .70000000000000000000, 1, .38000000000000000000, 418, 37, 14, 39, 66, 25.463, 19.460
Thu Dec 29 23:03:22 EST 2016, 2802, .07000000000000000000, 9, .51000000000000000000, 531, 48, 17, 33, 54, 31.510, 27.037
Thu Dec 29 23:09:39 EST 2016, 7752, .57000000000000000000, 3, .01000000000000000000, 381, 93, 7, 8, 99, 300.000, 34.407
Thu Dec 29 23:09:59 EST 2016, 5277, .32000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.047, 0.047
Thu Dec 29 23:16:45 EST 2016, 327, .82000000000000000000, 6, .26000000000000000000, 456, 70, 12, 21, 77, 300.000, 56.083
Thu Dec 29 23:17:06 EST 2016, 404, .47000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.043, 0.047
Thu Dec 29 23:18:47 EST 2016, 5354, .97000000000000000000, 6, .62000000000000000000, 598, 21, 15, 37, 59, 41.013, 30.227
Thu Dec 29 23:19:32 EST 2016, 7829, .22000000000000000000, 9, .37000000000000000000, 523, 88, 10, 24, 37, 22.670, 19.650
Thu Dec 29 23:20:13 EST 2016, 2879, .72000000000000000000, 3, .87000000000000000000, 373, 43, 1, 49, 82, 2.957, 3.130
Thu Dec 29 23:21:08 EST 2016, 4117, .10000000000000000000, 7, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.050
Thu Dec 29 23:27:50 EST 2016, 9067, .60000000000000000000, 1, .50000000000000000000, 336, 99, 18, 5, 70, 300.000, 16.227
Thu Dec 29 23:28:50 EST 2016, 6592, .35000000000000000000, 4, .25000000000000000000, 411, 32, 13, 43, 48, 26.443, 25.350
Thu Dec 29 23:29:56 EST 2016, 1642, .85000000000000000000, 10, .75000000000000000000, 561, 77, 3, 18, 93, 26.733, 24.027
Thu Dec 29 23:30:36 EST 2016, 2260, .16000000000000000000, 4, .56000000000000000000, 580, 71, 7, 40, 31, 12.390, 11.617
Thu Dec 29 23:37:02 EST 2016, 7210, .66000000000000000000, 10, .06000000000000000000, 430, 26, 16, 15, 76, 300.000, 20.133
Thu Dec 29 23:38:08 EST 2016, 9685, .41000000000000000000, 7, .81000000000000000000, 355, 94, 12, 27, 54, 34.617, 31.240
Thu Dec 29 23:38:33 EST 2016, 4735, .91000000000000000000, 1, .31000000000000000000, 505, 49, 2, 2, 99, 4.460, 4.350
Thu Dec 29 23:39:34 EST 2016, 3498, .28000000000000000000, 11, .69000000000000000000, 317, 37, 9, 21, 20, 2.433, 2.610
Thu Dec 29 23:46:00 EST 2016, 8448, .78000000000000000000, 5, .19000000000000000000, 467, 82, 19, 46, 65, 300.000, 145.593
Thu Dec 29 23:46:40 EST 2016, 5973, .03000000000000000000, 2, .94000000000000000000, 542, 15, 14, 8, 42, 1.917, 1.513
Thu Dec 29 23:48:06 EST 2016, 1023, .53000000000000000000, 8, .44000000000000000000, 392, 60, 5, 33, 87, 25.423, 19.903
Thu Dec 29 23:48:41 EST 2016, 1332, --delay, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.043
Thu Dec 29 23:49:47 EST 2016, 6282, .50000000000000000000, 4, .78000000000000000000, 514, 35, 6, 19, 34, 4.163, 3.740
Thu Dec 29 23:50:42 EST 2016, 8757, .25000000000000000000, 1, .03000000000000000000, 589, 57, 2, 32, 56, 2.790, 3.073
Thu Dec 29 23:51:42 EST 2016, 3807, .75000000000000000000, 7, .53000000000000000000, 439, 12, 11, 7, 11, 1.443, 0.920
Thu Dec 29 23:58:19 EST 2016, 5045, .38000000000000000000, 5, .41000000000000000000, 552, 23, 18, 13, 90, 300.000, 21.700
Thu Dec 29 23:59:19 EST 2016, 9995, .88000000000000000000, 11, .91000000000000000000, 402, 68, 9, 38, 45, 29.427, 23.897
Fri Dec 30 00:00:15 EST 2016, 7520, .13000000000000000000, 8, .16000000000000000000, 327, 46, 4, 1, 68, 9.297, 2.600
Fri Dec 30 00:01:10 EST 2016, 2570, .63000000000000000000, 2, .66000000000000000000, 477, 91, 13, 26, 23, 16.610, 14.377
Fri Dec 30 00:02:41 EST 2016, 1951, .31000000000000000000, 6, .97000000000000000000, 495, 96, 17, 4, 96, 46.270, 29.477
Fri Dec 30 00:02:57 EST 2016, 6901, .81000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.047
Fri Dec 30 00:04:02 EST 2016, 9376, .06000000000000000000, 3, .72000000000000000000, 420, 74, 3, 16, 73, 4.650, 5.297
Fri Dec 30 00:05:18 EST 2016, 4426, .56000000000000000000, 9, .22000000000000000000, 570, 29, 12, 41, 28, 17.207, 12.973
