# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 0 12', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, ladderQ_timing_secs
Tue Jan 10 13:13:35 EST 2017, 9724, 0.470, 9, 0.700, 576, 21, 13, 18, 38, 7.087, 7.310
Tue Jan 10 13:17:31 EST 2017, 4774, 0.970, 3, 0.200, 426, 66, 3, 43, 83, 0.207, 0.190
Tue Jan 10 13:18:42 EST 2017, 3536, 0.340, 7, 0.820, 539, 55, 6, 36, 27, 7.660, 7.237
Tue Jan 10 14:22:30 EST 2017, 8486, 0.840, 1, 0.320, 389, 10, 15, 11, 72, 4.177, 6.247
Tue Jan 10 14:24:51 EST 2017, 6011, 0.090, 4, 0.570, 314, 77, 10, 49, 50, 18.217, 17.393
Tue Jan 10 14:26:37 EST 2017, 1061, 0.590, 10, 0.070, 464, 32, 1, 24, 95, 3.343, 3.513
Tue Jan 10 14:28:42 EST 2017, 752, 0.060, 6, 0.170, 586, 12, 19, 10, 92, 9.090, 9.157
Tue Jan 10 14:30:33 EST 2017, 5702, 0.560, 0, 0.670, 436, 57, 10, 35, 47, 21.057, 21.203
Tue Jan 10 14:34:20 EST 2017, 8177, 0.310, 3, 0.420, 361, 35, 5, 22, 69, 4.530, 4.630
Tue Jan 10 14:36:55 EST 2017, 3227, 0.810, 9, 0.920, 511, 80, 15, 47, 24, 36.903, 37.957
Tue Jan 10 15:43:28 EST 2017, 4465, 0.440, 1, 0.040, 323, 91, 17, 29, 81, 34.553, 89.190
Tue Jan 10 15:46:49 EST 2017, 9415, 0.940, 7, 0.540, 473, 46, 7, 4, 36, 0.147, 0.097
Tue Jan 10 15:48:05 EST 2017, 6940, 0.190, 10, 0.290, 548, 69, 3, 41, 58, 11.093, 11.550
Tue Jan 10 15:49:01 EST 2017, 1990, 0.690, 4, 0.790, 398, 24, 12, 16, 13, 2.150, 1.657
Tue Jan 10 15:51:31 EST 2017, 1371, 0.250, 10, 0.600, 417, 29, 18, 38, 86, 29.453, 31.673
Tue Jan 10 15:55:57 EST 2017, 6321, 0.750, 4, 0.100, 567, 74, 9, 13, 41, 51.723, 40.293
Tue Jan 10 15:59:13 EST 2017, 8796, 0.000, 1, 0.850, 492, 52, 4, 25, 64, 2.763, 2.683
Tue Jan 10 16:00:29 EST 2017, 3846, 0.500, 7, 0.350, 342, 97, 13, 0, 19, 3.867, 12.733
Tue Jan 10 16:03:15 EST 2017, 2608, 0.120, 5, 0.730, 454, 86, 16, 19, 98, 51.930, 57.477
Tue Jan 10 16:05:31 EST 2017, 7558, 0.620, 11, 0.230, 304, 41, 6, 44, 53, 9.627, 9.903
Tue Jan 10 16:08:27 EST 2017, 5083, 0.370, 8, 0.980, 379, 63, 1, 7, 75, 1.683, 1.627
Tue Jan 10 16:10:32 EST 2017, 133, 0.870, 2, 0.480, 529, 18, 11, 32, 30, 2.343, 4.610
Tue Jan 10 16:15:04 EST 2017, 124, 0.120, 6, 0.500, 442, 80, 8, 36, 83, 30.173, 30.373
Tue Jan 10 16:18:55 EST 2017, 5074, 0.620, 0, 0.000, 592, 35, 17, 11, 38, 14.290, 16.693
Tue Jan 10 16:23:26 EST 2017, 7549, 0.370, 3, 0.750, 517, 58, 12, 48, 61, 35.397, 39.120
Tue Jan 10 17:28:09 EST 2017, 2599, 0.870, 9, 0.250, 367, 13, 3, 23, 16, 0.077, 0.070
Tue Jan 10 17:30:10 EST 2017, 3836, 0.250, 2, 0.630, 480, 24, 5, 4, 95, 2.357, 2.313
Tue Jan 10 17:31:51 EST 2017, 8786, 0.750, 8, 0.130, 330, 69, 15, 29, 50, 34.167, 37.647
Tue Jan 10 17:35:27 EST 2017, 6311, 0.000, 11, 0.880, 405, 46, 10, 17, 72, 9.340, 9.363
Tue Jan 10 17:37:22 EST 2017, 1361, 0.500, 5, 0.380, 555, 91, 1, 42, 27, 3.023, 3.027
Tue Jan 10 17:45:04 EST 2017, 1980, 0.430, 10, 0.190, 574, 97, 9, 14, 89, 47.730, 0.000
Tue Jan 10 17:47:05 EST 2017, 6930, 0.930, 4, 0.690, 424, 52, 18, 39, 44, 41.853, 86.677
Tue Jan 10 17:50:20 EST 2017, 9405, 0.180, 1, 0.440, 349, 74, 14, 1, 66, 4.533, 42.180
Tue Jan 10 17:51:41 EST 2017, 4455, 0.680, 7, 0.940, 499, 29, 4, 26, 21, 1.890, 1.920
Tue Jan 10 17:53:42 EST 2017, 3217, 0.060, 5, 0.060, 311, 18, 6, 45, 78, 4.223, 4.317
Tue Jan 10 17:55:02 EST 2017, 8167, 0.560, 11, 0.560, 461, 63, 16, 20, 33, 19.540, 20.853
Tue Jan 10 17:56:08 EST 2017, 5692, 0.310, 8, 0.310, 536, 41, 11, 32, 55, 20.823, 21.480
Tue Jan 10 17:59:49 EST 2017, 742, 0.810, 2, 0.810, 386, 86, 2, 7, 10, 0.623, 0.567
Tue Jan 10 18:03:00 EST 2017, 1052, 0.340, 4, 0.910, 358, 60, 18, 18, 19, 5.743, 5.770
Tue Jan 10 18:04:56 EST 2017, 6002, 0.840, 10, 0.410, 508, 15, 8, 43, 64, 0.097, 0.090
Tue Jan 10 18:09:03 EST 2017, 8477, 0.090, 7, 0.660, 583, 83, 3, 6, 41, 3.127, 3.087
Tue Jan 10 18:11:40 EST 2017, 3527, 0.590, 1, 0.160, 433, 38, 13, 31, 86, 24.733, 27.757
Tue Jan 10 18:15:27 EST 2017, 4764, 0.210, 11, 0.780, 545, 49, 15, 37, 30, 17.010, 16.993
Tue Jan 10 18:21:45 EST 2017, 9714, 0.710, 5, 0.280, 395, 94, 6, 12, 75, 19.633, 101.937
Tue Jan 10 18:22:21 EST 2017, 7239, 0.460, 2, 0.530, 320, 27, 1, 25, 52, 0.710, 0.693
Tue Jan 10 18:23:21 EST 2017, 2289, 0.960, 8, 0.030, 470, 72, 11, 0, 97, 0.143, 0.143
Tue Jan 10 18:24:38 EST 2017, 1671, 0.030, 0, 0.340, 489, 66, 19, 28, 24, 14.407, 14.913
Tue Jan 10 18:25:24 EST 2017, 6621, 0.530, 6, 0.840, 339, 21, 9, 3, 69, 2.617, 2.633
Tue Jan 10 18:27:40 EST 2017, 9096, 0.280, 9, 0.090, 414, 88, 5, 40, 47, 15.027, 14.970
Tue Jan 10 18:34:41 EST 2017, 4146, 0.780, 3, 0.590, 564, 43, 14, 15, 92, 44.450, 226.237
Tue Jan 10 18:35:42 EST 2017, 2908, 0.400, 7, 0.470, 377, 32, 17, 9, 13, 2.260, 2.277
Tue Jan 10 18:37:58 EST 2017, 7858, 0.900, 1, 0.970, 527, 77, 7, 34, 58, 14.480, 14.130
Tue Jan 10 18:42:06 EST 2017, 5383, 0.150, 4, 0.220, 452, 10, 2, 21, 36, 0.630, 0.630
Tue Jan 10 18:44:36 EST 2017, 433, 0.650, 10, 0.720, 302, 55, 12, 46, 81, 36.583, 37.937
Tue Jan 10 18:48:03 EST 2017, 588, 0.390, 0, 0.080, 541, 48, 3, 4, 34, 1.933, 1.843
Tue Jan 10 18:55:49 EST 2017, 5538, 0.890, 6, 0.580, 391, 93, 13, 29, 79, 73.870, 0.000
Tue Jan 10 18:56:20 EST 2017, 8013, 0.140, 9, 0.330, 316, 25, 17, 16, 12, 1.603, 1.600
Tue Jan 10 18:57:40 EST 2017, 3063, 0.640, 3, 0.830, 466, 70, 8, 41, 57, 25.457, 25.403
Tue Jan 10 18:58:21 EST 2017, 4300, 0.010, 8, 0.200, 353, 59, 1, 35, 45, 1.493, 1.490
Tue Jan 10 19:00:17 EST 2017, 9250, 0.510, 2, 0.700, 503, 14, 10, 10, 90, 4.477, 4.880
Tue Jan 10 19:02:42 EST 2017, 6775, 0.260, 5, 0.450, 578, 81, 15, 47, 23, 31.237, 28.637
Tue Jan 10 19:04:23 EST 2017, 1825, 0.760, 11, 0.950, 428, 36, 6, 22, 68, 9.343, 9.013
Tue Jan 10 19:06:24 EST 2017, 2444, 0.200, 3, 0.640, 410, 42, 4, 44, 51, 4.847, 4.790
Tue Jan 10 19:14:06 EST 2017, 7394, 0.700, 9, 0.140, 560, 87, 14, 19, 96, 109.180, 0.000
Tue Jan 10 19:18:42 EST 2017, 9869, 0.450, 6, 0.890, 485, 20, 19, 32, 29, 7.827, 7.700
Tue Jan 10 19:21:38 EST 2017, 4919, 0.950, 0, 0.390, 335, 65, 9, 7, 74, 0.110, 0.100
Tue Jan 10 19:22:44 EST 2017, 3681, 0.320, 10, 0.520, 522, 76, 2, 13, 40, 3.190, 3.180
Tue Jan 10 19:26:55 EST 2017, 8631, 0.820, 4, 0.020, 372, 31, 12, 38, 85, 0.887, 3.700
Tue Jan 10 19:28:51 EST 2017, 6156, 0.070, 1, 0.770, 447, 98, 16, 0, 17, 1.643, 1.547
Tue Jan 10 19:30:31 EST 2017, 1206, 0.570, 7, 0.270, 597, 53, 7, 25, 62, 22.747, 23.390
Tue Jan 10 19:34:27 EST 2017, 897, 0.100, 9, 0.480, 456, 28, 13, 39, 59, 13.407, 14.560
Tue Jan 10 19:35:18 EST 2017, 5847, 0.600, 3, 0.980, 306, 73, 4, 14, 14, 1.163, 1.133
Tue Jan 10 19:36:44 EST 2017, 8322, 0.350, 0, 0.230, 381, 51, 9, 27, 82, 19.610, 23.367
Tue Jan 10 19:41:40 EST 2017, 3372, 0.850, 6, 0.730, 531, 96, 18, 2, 37, 24.897, 150.893
Tue Jan 10 19:47:32 EST 2017, 4610, 0.480, 4, 0.360, 419, 84, 11, 21, 71, 37.940, 137.507
Tue Jan 10 19:50:38 EST 2017, 9560, 0.980, 10, 0.860, 569, 39, 1, 46, 26, 0.083, 0.080
Tue Jan 10 19:56:10 EST 2017, 7085, 0.230, 7, 0.110, 494, 62, 6, 8, 93, 12.250, 154.163
Tue Jan 10 19:58:51 EST 2017, 2135, 0.730, 1, 0.610, 344, 17, 16, 33, 48, 4.530, 5.123
Tue Jan 10 19:59:52 EST 2017, 1516, 0.290, 7, 0.800, 325, 11, 14, 11, 76, 3.007, 3.297
Tue Jan 10 20:00:52 EST 2017, 6466, 0.790, 1, 0.300, 475, 56, 5, 36, 31, 4.673, 4.950
Tue Jan 10 20:02:08 EST 2017, 8941, 0.040, 4, 0.550, 550, 34, 10, 24, 99, 16.260, 16.493
Tue Jan 10 20:06:09 EST 2017, 3991, 0.540, 10, 0.050, 400, 79, 19, 49, 54, 79.560, 83.277
Tue Jan 10 20:10:16 EST 2017, 2753, 0.170, 2, 0.920, 588, 90, 12, 30, 65, 31.067, 30.880
Tue Jan 10 20:12:52 EST 2017, 7703, 0.670, 8, 0.420, 438, 45, 3, 5, 20, 1.163, 1.100
Tue Jan 10 20:15:18 EST 2017, 5228, 0.420, 11, 0.670, 363, 67, 7, 43, 88, 29.523, 29.810
Tue Jan 10 20:15:54 EST 2017, 278, 0.920, 5, 0.170, 513, 22, 17, 18, 43, 0.090, 0.090
Tue Jan 10 20:16:54 EST 2017, 356, 0.270, 11, 0.310, 393, 17, 1, 2, 93, 0.707, 0.733
Tue Jan 10 20:19:25 EST 2017, 5306, 0.770, 5, 0.810, 543, 62, 10, 27, 48, 25.713, 26.190
Tue Jan 10 20:23:36 EST 2017, 7781, 0.020, 2, 0.060, 468, 40, 15, 14, 70, 9.493, 27.760
Tue Jan 10 20:27:13 EST 2017, 2831, 0.520, 8, 0.560, 318, 85, 6, 39, 25, 7.913, 7.847
Tue Jan 10 20:30:24 EST 2017, 4068, 0.140, 4, 0.430, 506, 96, 3, 33, 81, 14.143, 14.047
Tue Jan 10 20:34:25 EST 2017, 9018, 0.640, 10, 0.930, 356, 51, 13, 8, 36, 6.480, 6.603
Tue Jan 10 20:37:37 EST 2017, 6543, 0.390, 7, 0.180, 431, 74, 18, 45, 59, 74.493, 73.290
Tue Jan 10 20:40:22 EST 2017, 1593, 0.890, 1, 0.680, 581, 29, 8, 20, 14, 1.597, 1.597
Tue Jan 10 20:44:29 EST 2017, 2212, 0.080, 8, 0.990, 562, 23, 2, 48, 87, 3.517, 3.567
Tue Jan 10 20:48:45 EST 2017, 7162, 0.580, 2, 0.490, 412, 68, 12, 23, 42, 15.717, 15.690
Tue Jan 10 20:53:02 EST 2017, 9637, 0.330, 5, 0.740, 337, 46, 16, 36, 64, 23.023, 25.473
Tue Jan 10 20:56:48 EST 2017, 4687, 0.830, 11, 0.240, 487, 91, 7, 11, 19, 7.103, 6.917
Tue Jan 10 21:00:24 EST 2017, 3449, 0.460, 0, 0.870, 374, 79, 5, 17, 98, 15.563, 15.263
Tue Jan 10 21:02:40 EST 2017, 8399, 0.960, 6, 0.370, 524, 34, 14, 42, 53, 0.097, 0.097
Tue Jan 10 21:10:07 EST 2017, 5924, 0.210, 9, 0.620, 599, 57, 19, 5, 76, 27.857, 0.000
Tue Jan 10 21:11:58 EST 2017, 974, 0.710, 3, 0.120, 449, 12, 9, 30, 31, 4.250, 2.547
Tue Jan 10 21:12:59 EST 2017, 1284, 0.240, 1, 0.150, 309, 37, 11, 41, 22, 2.360, 2.377
Tue Jan 10 21:15:11 EST 2017, 6234, 0.740, 7, 0.650, 459, 82, 2, 16, 67, 7.827, 7.400
Tue Jan 10 21:19:07 EST 2017, 8709, 0.490, 10, 0.400, 534, 15, 6, 28, 45, 3.957, 4.123
Tue Jan 10 21:21:33 EST 2017, 3759, 0.990, 4, 0.900, 384, 60, 16, 3, 90, 26.027, 27.583
Tue Jan 10 21:25:19 EST 2017, 4996, 0.360, 6, 0.020, 571, 71, 13, 22, 11, 8.723, 7.657
Tue Jan 10 21:27:15 EST 2017, 9946, 0.860, 0, 0.520, 421, 26, 4, 47, 56, 0.080, 0.173
Tue Jan 10 21:29:21 EST 2017, 7471, 0.110, 3, 0.270, 346, 93, 9, 9, 33, 4.763, 5.030
Tue Jan 10 21:31:27 EST 2017, 2521, 0.610, 9, 0.770, 496, 48, 18, 34, 78, 60.860, 66.600
Tue Jan 10 21:34:28 EST 2017, 1903, 0.430, 5, 0.590, 477, 54, 12, 6, 17, 3.457, 3.393
Tue Jan 10 21:36:24 EST 2017, 6853, 0.930, 11, 0.090, 327, 99, 3, 31, 62, 0.113, 0.107
Tue Jan 10 21:38:30 EST 2017, 9328, 0.180, 8, 0.840, 402, 32, 8, 19, 39, 3.573, 3.633
Tue Jan 10 21:45:17 EST 2017, 4378, 0.680, 2, 0.340, 552, 77, 17, 44, 84, 225.823, 0.000
Tue Jan 10 21:47:48 EST 2017, 3140, 0.050, 9, 0.710, 440, 65, 15, 25, 28, 11.020, 11.390
Tue Jan 10 21:51:45 EST 2017, 8090, 0.550, 3, 0.210, 590, 20, 5, 0, 73, 3.137, 3.787
Tue Jan 10 21:56:21 EST 2017, 5615, 0.300, 0, 0.960, 515, 88, 10, 38, 50, 33.170, 33.517
Tue Jan 10 22:05:03 EST 2017, 665, 0.800, 6, 0.460, 365, 43, 19, 13, 95, 40.003, 0.000
Tue Jan 10 22:07:04 EST 2017, 510, 0.000, 4, 0.850, 595, 72, 5, 32, 52, 10.397, 10.223
Tue Jan 10 22:11:41 EST 2017, 5460, 0.500, 10, 0.350, 445, 27, 15, 7, 97, 15.723, 139.570
Tue Jan 10 22:14:17 EST 2017, 7935, 0.250, 7, 0.600, 370, 95, 10, 45, 29, 17.473, 17.707
Tue Jan 10 22:15:58 EST 2017, 2985, 0.750, 1, 0.100, 520, 50, 1, 20, 74, 1.733, 1.737
Tue Jan 10 22:16:59 EST 2017, 4223, 0.380, 9, 0.980, 332, 39, 8, 1, 40, 1.720, 1.653
Tue Jan 10 22:24:27 EST 2017, 9173, 0.880, 3, 0.480, 482, 84, 17, 26, 85, 168.757, 0.000
Tue Jan 10 22:27:13 EST 2017, 6698, 0.130, 0, 0.730, 557, 16, 13, 13, 18, 1.607, 1.593
Tue Jan 10 22:29:29 EST 2017, 1748, 0.630, 6, 0.230, 407, 61, 3, 38, 63, 11.090, 10.297
Tue Jan 10 22:31:19 EST 2017, 2367, 0.320, 2, 0.410, 426, 55, 7, 16, 35, 3.917, 3.943
Tue Jan 10 22:33:40 EST 2017, 7317, 0.820, 8, 0.910, 576, 10, 16, 41, 80, 17.073, 17.183
Tue Jan 10 22:34:25 EST 2017, 9792, 0.070, 11, 0.160, 501, 78, 11, 4, 12, 2.400, 2.480
Tue Jan 10 22:35:26 EST 2017, 4842, 0.570, 5, 0.660, 351, 33, 2, 29, 57, 2.330, 2.283
Tue Jan 10 22:37:42 EST 2017, 3604, 0.190, 6, 0.290, 463, 44, 9, 48, 46, 15.237, 15.117
Tue Jan 10 22:41:20 EST 2017, 8554, 0.690, 0, 0.790, 313, 89, 18, 23, 91, 72.183, 95.620
Tue Jan 10 22:43:42 EST 2017, 6079, 0.440, 3, 0.040, 388, 22, 14, 35, 24, 8.613, 8.073
Tue Jan 10 22:45:38 EST 2017, 1129, 0.940, 9, 0.540, 538, 67, 4, 10, 69, 0.183, 0.130
Tue Jan 10 22:49:04 EST 2017, 820, 0.470, 8, 0.700, 510, 92, 16, 24, 71, 73.263, 80.930
Tue Jan 10 22:51:45 EST 2017, 5770, 0.970, 2, 0.200, 360, 47, 6, 49, 26, 0.083, 0.093
Tue Jan 10 22:53:51 EST 2017, 8245, 0.220, 5, 0.950, 435, 69, 1, 12, 94, 2.697, 2.647
Tue Jan 10 22:56:11 EST 2017, 3295, 0.720, 11, 0.450, 585, 24, 11, 37, 49, 17.550, 19.180
Tue Jan 10 22:59:57 EST 2017, 4532, 0.100, 1, 0.570, 398, 13, 18, 43, 60, 3.577, 3.793
Tue Jan 10 23:01:03 EST 2017, 9482, 0.600, 7, 0.070, 548, 58, 8, 18, 15, 5.747, 5.543
Tue Jan 10 23:03:08 EST 2017, 7007, 0.350, 10, 0.820, 473, 36, 4, 30, 83, 8.320, 8.240
Tue Jan 10 23:06:19 EST 2017, 2057, 0.850, 4, 0.320, 323, 81, 13, 5, 38, 13.893, 51.327
Tue Jan 10 23:08:40 EST 2017, 1439, 0.160, 10, 0.010, 342, 86, 17, 27, 55, 32.177, 35.180
Tue Jan 10 23:12:06 EST 2017, 6389, 0.660, 4, 0.510, 492, 41, 7, 2, 10, 1.023, 1.000
Tue Jan 10 23:14:12 EST 2017, 8864, 0.410, 1, 0.260, 567, 64, 2, 40, 77, 5.100, 4.997
Tue Jan 10 23:16:17 EST 2017, 3914, 0.910, 7, 0.760, 417, 19, 12, 15, 32, 4.457, 4.500
Tue Jan 10 23:23:45 EST 2017, 2676, 0.280, 3, 0.130, 529, 30, 19, 9, 66, 17.233, 0.000
Tue Jan 10 23:26:36 EST 2017, 7626, 0.780, 9, 0.630, 379, 75, 10, 34, 21, 12.203, 12.220
Tue Jan 10 23:28:31 EST 2017, 5151, 0.030, 6, 0.380, 304, 53, 5, 21, 88, 6.207, 6.507
Tue Jan 10 23:31:07 EST 2017, 201, 0.530, 0, 0.880, 454, 98, 14, 46, 43, 55.157, 55.923
Tue Jan 10 23:33:33 EST 2017, 240, 0.450, 3, 0.430, 317, 67, 2, 38, 46, 3.387, 3.360
Tue Jan 10 23:35:44 EST 2017, 5190, 0.950, 9, 0.930, 467, 22, 12, 13, 91, 13.473, 13.363
Tue Jan 10 23:39:55 EST 2017, 7665, 0.200, 6, 0.180, 542, 90, 16, 26, 24, 21.883, 19.970
Tue Jan 10 23:43:46 EST 2017, 2715, 0.700, 0, 0.680, 392, 45, 7, 1, 69, 5.197, 5.590
Tue Jan 10 23:46:47 EST 2017, 3952, 0.080, 10, 0.310, 579, 33, 5, 19, 35, 3.117, 3.253
Tue Jan 10 23:52:04 EST 2017, 8902, 0.580, 4, 0.810, 429, 78, 14, 44, 80, 67.853, 74.380
Tue Jan 10 23:58:58 EST 2017, 6427, 0.330, 1, 0.060, 354, 11, 19, 7, 13, 0.677, 0.613
Wed Jan 11 00:00:44 EST 2017, 1477, 0.830, 7, 0.560, 504, 56, 9, 32, 58, 31.110, 32.557
Wed Jan 11 00:03:00 EST 2017, 2096, 0.140, 1, 0.750, 486, 61, 1, 10, 41, 0.577, 0.683
Wed Jan 11 00:07:11 EST 2017, 7046, 0.640, 7, 0.250, 336, 16, 11, 35, 86, 12.133, 14.697
Wed Jan 11 00:11:13 EST 2017, 9521, 0.390, 10, 0.500, 411, 84, 15, 22, 18, 10.650, 10.853
Wed Jan 11 00:13:09 EST 2017, 4571, 0.890, 4, 0.000, 561, 39, 6, 47, 63, 0.097, 0.097
Wed Jan 11 00:15:14 EST 2017, 3333, 0.270, 8, 0.870, 448, 50, 3, 29, 52, 4.647, 4.657
Wed Jan 11 00:24:36 EST 2017, 8283, 0.770, 2, 0.370, 598, 95, 13, 4, 97, 85.997, 0.000
Wed Jan 11 00:25:37 EST 2017, 5808, 0.020, 5, 0.620, 523, 28, 18, 41, 30, 9.597, 9.387
Wed Jan 11 00:30:53 EST 2017, 858, 0.520, 11, 0.120, 373, 73, 8, 16, 75, 19.590, 78.563
Wed Jan 11 00:37:15 EST 2017, 1168, 0.050, 7, 0.090, 383, 98, 12, 5, 66, 13.747, 98.573
Wed Jan 11 00:40:51 EST 2017, 6118, 0.550, 1, 0.590, 533, 53, 3, 30, 21, 1.523, 1.540
Wed Jan 11 00:49:08 EST 2017, 8593, 0.300, 4, 0.340, 458, 75, 8, 18, 89, 23.743, 218.353
Wed Jan 11 00:50:19 EST 2017, 3643, 0.800, 10, 0.840, 308, 30, 17, 43, 44, 16.380, 17.570
Wed Jan 11 00:54:20 EST 2017, 4880, 0.420, 2, 0.220, 495, 19, 15, 37, 55, 20.377, 15.680
Wed Jan 11 00:57:06 EST 2017, 9830, 0.920, 8, 0.720, 345, 64, 5, 12, 10, 1.513, 1.443
Wed Jan 11 00:59:32 EST 2017, 7355, 0.170, 11, 0.470, 420, 42, 10, 49, 77, 25.360, 25.250
Wed Jan 11 01:02:53 EST 2017, 2405, 0.670, 5, 0.970, 570, 87, 19, 24, 32, 39.223, 40.433
Wed Jan 11 01:07:19 EST 2017, 1787, 0.360, 9, 0.650, 551, 81, 11, 46, 61, 58.207, 59.407
Wed Jan 11 01:10:20 EST 2017, 6737, 0.860, 3, 0.150, 401, 36, 2, 21, 16, 0.080, 0.080
Wed Jan 11 01:12:36 EST 2017, 9212, 0.110, 0, 0.900, 326, 59, 6, 33, 83, 11.330, 11.340
Wed Jan 11 01:16:37 EST 2017, 4262, 0.610, 6, 0.400, 476, 14, 16, 8, 38, 4.920, 5.733
Wed Jan 11 01:20:48 EST 2017, 3024, 0.230, 5, 0.530, 364, 25, 14, 15, 72, 7.933, 9.563
Wed Jan 11 01:24:49 EST 2017, 7974, 0.730, 11, 0.030, 514, 70, 4, 40, 27, 9.200, 9.150
Wed Jan 11 01:27:15 EST 2017, 5499, 0.480, 8, 0.780, 589, 47, 9, 2, 94, 12.983, 20.353
Wed Jan 11 01:30:11 EST 2017, 549, 0.980, 2, 0.280, 439, 92, 18, 27, 49, 0.323, 0.453
Wed Jan 11 01:32:47 EST 2017, 704, 0.190, 10, 0.890, 518, 12, 7, 20, 98, 3.930, 3.910
Wed Jan 11 01:37:43 EST 2017, 5654, 0.690, 4, 0.390, 368, 57, 16, 45, 53, 53.203, 48.187
Wed Jan 11 01:37:59 EST 2017, 8129, 0.440, 1, 0.640, 443, 35, 11, 8, 76, 4.870, 5.173
Wed Jan 11 01:38:54 EST 2017, 3179, 0.940, 7, 0.140, 593, 80, 2, 33, 31, 0.090, 0.090
Wed Jan 11 01:40:45 EST 2017, 4416, 0.310, 5, 0.760, 406, 91, 9, 39, 87, 44.550, 45.740
Wed Jan 11 01:45:41 EST 2017, 9366, 0.810, 11, 0.260, 556, 46, 19, 14, 42, 28.437, 148.127
Wed Jan 11 01:49:43 EST 2017, 6891, 0.060, 8, 0.510, 481, 68, 14, 26, 65, 29.090, 32.420
Wed Jan 11 02:54:10 EST 2017, 1941, 0.560, 2, 0.010, 331, 23, 4, 1, 20, 0.527, 0.523
Wed Jan 11 02:56:22 EST 2017, 2560, 0.370, 6, 0.320, 350, 29, 6, 30, 82, 8.083, 8.167
Wed Jan 11 03:01:13 EST 2017, 7510, 0.870, 0, 0.820, 500, 74, 15, 5, 37, 15.667, 58.133
Wed Jan 11 03:07:35 EST 2017, 9985, 0.120, 3, 0.070, 575, 52, 10, 42, 59, 21.930, 22.937
Wed Jan 11 03:10:16 EST 2017, 5035, 0.620, 9, 0.570, 425, 97, 1, 17, 14, 1.030, 1.007
Wed Jan 11 03:12:37 EST 2017, 3797, 0.000, 2, 0.450, 537, 85, 8, 11, 93, 13.950, 13.780
Wed Jan 11 03:16:48 EST 2017, 8747, 0.500, 8, 0.950, 387, 40, 17, 36, 48, 20.590, 20.400
Wed Jan 11 03:20:55 EST 2017, 6272, 0.250, 11, 0.200, 312, 63, 13, 23, 70, 20.183, 21.600
Wed Jan 11 03:24:36 EST 2017, 1322, 0.750, 5, 0.700, 462, 18, 3, 48, 25, 2.037, 1.643
Wed Jan 11 03:27:57 EST 2017, 1013, 0.280, 0, 0.540, 584, 43, 17, 34, 28, 17.050, 16.843
Wed Jan 11 03:33:53 EST 2017, 5963, 0.780, 6, 0.040, 434, 88, 7, 9, 73, 25.277, 0.000
Wed Jan 11 03:34:54 EST 2017, 8438, 0.030, 9, 0.790, 359, 21, 3, 47, 51, 2.020, 1.943
Wed Jan 11 03:42:21 EST 2017, 3488, 0.530, 3, 0.290, 509, 66, 12, 22, 96, 76.227, 0.000
Wed Jan 11 03:44:07 EST 2017, 4726, 0.160, 7, 0.670, 322, 77, 19, 3, 17, 3.147, 3.433
Wed Jan 11 03:45:18 EST 2017, 9676, 0.660, 1, 0.170, 472, 32, 10, 28, 62, 12.450, 12.930
