# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 120 160', '--callIntervalMean 20 30', '--callDurationMean 2 10', '--maxChannels 8 30', '--simEndTime 300 600', '--portables 1 20', '--rows 10 50', '--granularity 0 30', '--cols 10 50', 2tLadderQ_timing_secs, fibHeap_timing_secs
Sun Jul  2 22:10:50 EDT 2017, 0.120, 130, 28, 6, 16, 366, 18, 40, 25, 28, 83.900, 4.533
Sun Jul  2 22:11:15 EDT 2017, 0.620, 150, 23, 2, 27, 516, 9, 20, 10, 48, 24.453, 3.793
Sun Jul  2 22:11:22 EDT 2017, 0.870, 120, 21, 8, 22, 441, 4, 30, 18, 38, 6.800, 1.997
Sun Jul  2 22:11:24 EDT 2017, 0.370, 140, 26, 4, 11, 591, 13, 10, 3, 18, 2.040, 1.073
Sun Jul  2 22:12:25 EDT 2017, 0.250, 125, 24, 7, 19, 553, 16, 25, 29, 33, 60.827, 4.650
Sun Jul  2 22:12:28 EDT 2017, 0.750, 145, 29, 3, 8, 403, 6, 45, 14, 13, 2.987, 1.383
Sun Jul  2 22:12:28 EDT 2017, 0.500, 135, 27, 9, 13, 478, 1, 15, 21, 23, 0.200, 0.247
Sun Jul  2 22:13:21 EDT 2017, 0.000, 155, 22, 5, 24, 328, 11, 35, 6, 43, 52.033, 4.303
Sun Jul  2 22:13:33 EDT 2017, 0.000, 125, 25, 6, 18, 535, 8, 38, 24, 20, 12.620, 2.533
Sun Jul  2 22:14:15 EDT 2017, 0.500, 145, 20, 2, 29, 385, 17, 18, 9, 40, 41.870, 3.593
Sun Jul  2 22:15:36 EDT 2017, 0.750, 135, 23, 8, 23, 460, 12, 48, 17, 30, 80.723, 5.533
Sun Jul  2 22:15:37 EDT 2017, 0.250, 155, 28, 4, 12, 310, 3, 28, 2, 10, 0.330, 0.403
Sun Jul  2 22:15:39 EDT 2017, 0.370, 130, 21, 7, 21, 347, 5, 13, 28, 35, 1.543, 0.960
Sun Jul  2 22:15:54 EDT 2017, 0.870, 150, 26, 3, 10, 497, 15, 33, 13, 15, 14.763, 2.380
Sun Jul  2 22:16:02 EDT 2017, 0.620, 120, 29, 9, 15, 422, 10, 23, 20, 25, 7.793, 1.727
Sun Jul  2 22:16:04 EDT 2017, 0.120, 140, 24, 5, 26, 572, 1, 43, 5, 45, 2.027, 1.677
Sun Jul  2 22:16:10 EDT 2017, 0.180, 137, 28, 3, 28, 591, 9, 21, 26, 22, 5.903, 1.820
Sun Jul  2 22:19:53 EDT 2017, 0.680, 157, 23, 7, 17, 441, 18, 41, 11, 42, 222.007, 9.430
Sun Jul  2 22:20:02 EDT 2017, 0.930, 127, 21, 5, 11, 516, 14, 11, 18, 32, 8.820, 1.920
Sun Jul  2 22:20:02 EDT 2017, 0.430, 147, 26, 9, 22, 366, 4, 31, 3, 12, 0.650, 0.583
Sun Jul  2 22:20:29 EDT 2017, 0.310, 122, 24, 2, 8, 328, 6, 46, 22, 37, 26.907, 3.303
Sun Jul  2 22:20:41 EDT 2017, 0.810, 142, 29, 6, 19, 478, 16, 26, 7, 17, 11.533, 2.093
Sun Jul  2 22:21:09 EDT 2017, 0.560, 132, 27, 4, 25, 403, 11, 36, 15, 27, 27.200, 3.070
Sun Jul  2 22:21:10 EDT 2017, 0.060, 152, 22, 8, 14, 553, 2, 16, 0, 47, 1.170, 1.070
Sun Jul  2 22:21:23 EDT 2017, 0.090, 133, 23, 9, 12, 469, 18, 25, 3, 16, 13.383, 2.143
Sun Jul  2 22:21:50 EDT 2017, 0.590, 153, 28, 5, 23, 319, 8, 45, 18, 36, 26.130, 3.150
Sun Jul  2 22:21:52 EDT 2017, 0.840, 123, 25, 7, 28, 544, 3, 15, 10, 46, 1.857, 1.283
Sun Jul  2 22:22:31 EDT 2017, 0.340, 143, 20, 3, 17, 394, 13, 35, 25, 26, 38.663, 3.747
Sun Jul  2 22:24:58 EDT 2017, 0.470, 128, 29, 8, 26, 431, 15, 40, 6, 41, 146.817, 6.607
Sun Jul  2 22:25:01 EDT 2017, 0.970, 148, 24, 4, 15, 581, 6, 20, 21, 21, 2.600, 1.397
Sun Jul  2 22:25:01 EDT 2017, 0.720, 138, 22, 6, 9, 356, 1, 30, 14, 11, 0.220, 0.270
Sun Jul  2 22:25:05 EDT 2017, 0.220, 158, 27, 2, 20, 506, 11, 10, 29, 31, 3.557, 1.443
Sun Jul  2 22:25:57 EDT 2017, 0.150, 121, 20, 4, 21, 488, 19, 32, 4, 19, 51.787, 3.783
Sun Jul  2 22:26:00 EDT 2017, 0.650, 141, 25, 8, 10, 338, 9, 12, 19, 39, 3.273, 1.183
Sun Jul  2 22:26:40 EDT 2017, 0.900, 131, 27, 2, 16, 563, 5, 42, 12, 49, 38.933, 5.093
Sun Jul  2 22:26:58 EDT 2017, 0.400, 151, 22, 6, 27, 413, 14, 22, 27, 29, 18.580, 2.487
Sun Jul  2 22:27:33 EDT 2017, 0.280, 136, 26, 5, 13, 375, 17, 17, 1, 44, 33.827, 3.053
Sun Jul  2 22:27:44 EDT 2017, 0.780, 156, 21, 9, 24, 525, 7, 37, 16, 24, 10.760, 2.630
Sun Jul  2 22:27:44 EDT 2017, 0.530, 126, 23, 3, 19, 300, 2, 27, 8, 14, 0.260, 0.307
Sun Jul  2 22:29:05 EDT 2017, 0.030, 146, 28, 7, 8, 450, 12, 47, 23, 34, 80.790, 5.677
Sun Jul  2 22:29:06 EDT 2017, 0.040, 135, 20, 2, 25, 427, 3, 13, 8, 22, 0.523, 0.600
Sun Jul  2 22:30:43 EDT 2017, 0.540, 155, 25, 6, 14, 577, 13, 33, 23, 42, 97.113, 6.950
Sun Jul  2 22:31:17 EDT 2017, 0.790, 125, 28, 4, 9, 352, 17, 23, 0, 32, 33.577, 2.987
Sun Jul  2 22:31:22 EDT 2017, 0.290, 145, 23, 8, 20, 502, 8, 43, 15, 12, 4.953, 1.753
Sun Jul  2 22:31:24 EDT 2017, 0.420, 120, 26, 3, 11, 464, 1, 38, 11, 37, 1.163, 1.133
Sun Jul  2 22:31:26 EDT 2017, 0.920, 140, 21, 7, 22, 314, 10, 18, 26, 17, 2.027, 0.863
Sun Jul  2 22:33:40 EDT 2017, 0.670, 130, 24, 5, 28, 539, 15, 48, 4, 27, 134.277, 7.027
Sun Jul  2 22:33:52 EDT 2017, 0.170, 150, 29, 9, 17, 389, 6, 28, 19, 47, 11.030, 2.430
Sun Jul  2 22:33:57 EDT 2017, 0.230, 128, 22, 7, 16, 408, 4, 45, 13, 24, 5.240, 1.733
Sun Jul  2 22:35:08 EDT 2017, 0.730, 148, 27, 3, 27, 558, 14, 25, 28, 44, 71.090, 5.483
Sun Jul  2 22:36:41 EDT 2017, 0.980, 138, 25, 9, 21, 333, 19, 35, 6, 34, 92.357, 4.453
Sun Jul  2 22:36:43 EDT 2017, 0.480, 158, 20, 5, 10, 483, 9, 15, 21, 14, 1.327, 0.907
Sun Jul  2 22:36:44 EDT 2017, 0.360, 133, 28, 6, 24, 521, 2, 20, 10, 39, 1.070, 0.983
Sun Jul  2 22:37:03 EDT 2017, 0.860, 153, 23, 2, 13, 371, 12, 40, 25, 19, 18.743, 2.430
Sun Jul  2 22:37:11 EDT 2017, 0.610, 123, 21, 8, 18, 596, 16, 10, 2, 29, 8.367, 1.797
Sun Jul  2 22:37:39 EDT 2017, 0.110, 143, 26, 4, 29, 446, 7, 30, 17, 49, 27.443, 3.713
Sun Jul  2 22:37:53 EDT 2017, 0.080, 124, 27, 5, 19, 361, 13, 41, 16, 15, 14.000, 2.077
Sun Jul  2 22:37:56 EDT 2017, 0.580, 144, 22, 9, 8, 511, 4, 21, 1, 35, 2.903, 1.597
Sun Jul  2 22:38:49 EDT 2017, 0.830, 134, 20, 3, 14, 436, 9, 31, 24, 45, 53.070, 4.767
Sun Jul  2 22:38:56 EDT 2017, 0.330, 154, 25, 7, 25, 586, 18, 11, 9, 25, 7.027, 1.877
Sun Jul  2 22:39:42 EDT 2017, 0.450, 139, 24, 4, 16, 549, 11, 26, 20, 40, 45.150, 4.537
Sun Jul  2 22:39:43 EDT 2017, 0.950, 159, 29, 8, 27, 399, 1, 46, 5, 20, 0.457, 0.600
Sun Jul  2 22:39:43 EDT 2017, 0.700, 129, 26, 2, 22, 474, 6, 16, 27, 10, 0.557, 0.577
Sun Jul  2 22:40:40 EDT 2017, 0.200, 149, 21, 6, 11, 324, 16, 36, 12, 30, 56.650, 3.923
Sun Jul  2 22:40:44 EDT 2017, 0.140, 131, 26, 8, 9, 305, 14, 19, 22, 18, 4.027, 1.210
Sun Jul  2 22:41:01 EDT 2017, 0.640, 151, 21, 4, 20, 455, 5, 39, 7, 38, 16.043, 3.227
Sun Jul  2 22:41:52 EDT 2017, 0.890, 121, 23, 6, 26, 380, 10, 29, 29, 48, 51.027, 4.263
Sun Jul  2 22:45:24 EDT 2017, 0.390, 141, 28, 2, 15, 530, 19, 49, 14, 28, 209.460, 8.637
Sun Jul  2 22:47:18 EDT 2017, 0.260, 126, 22, 9, 29, 567, 12, 34, 18, 43, 114.077, 7.210
Sun Jul  2 22:47:19 EDT 2017, 0.760, 146, 27, 5, 18, 417, 3, 14, 3, 23, 0.443, 0.463
Sun Jul  2 22:47:23 EDT 2017, 0.510, 136, 29, 7, 12, 492, 7, 44, 26, 13, 4.220, 1.573
Sun Jul  2 22:47:58 EDT 2017, 0.010, 156, 24, 3, 23, 342, 17, 24, 11, 33, 34.227, 3.310
Sun Jul  2 22:47:58 EDT 2017, 0.020, 130, 29, 4, 14, 326, 1, 11, 27, 14, 0.190, 0.180
Sun Jul  2 22:48:25 EDT 2017, 0.520, 150, 24, 8, 25, 476, 10, 31, 12, 34, 26.743, 3.453
Sun Jul  2 22:49:28 EDT 2017, 0.770, 120, 22, 2, 20, 401, 15, 21, 20, 44, 63.187, 4.107
Sun Jul  2 22:49:39 EDT 2017, 0.270, 140, 27, 6, 9, 551, 6, 41, 5, 24, 10.240, 2.677
Sun Jul  2 22:49:51 EDT 2017, 0.400, 125, 23, 5, 23, 589, 3, 36, 23, 49, 12.073, 3.330
Sun Jul  2 22:49:58 EDT 2017, 0.900, 145, 28, 9, 12, 439, 13, 16, 8, 29, 7.220, 1.617
Sun Jul  2 22:51:17 EDT 2017, 0.650, 135, 26, 3, 17, 514, 18, 46, 16, 19, 78.343, 4.983
Sun Jul  2 22:51:31 EDT 2017, 0.150, 155, 21, 7, 28, 364, 8, 26, 1, 39, 13.380, 2.543
Sun Jul  2 22:51:32 EDT 2017, 0.210, 123, 26, 9, 27, 345, 2, 49, 25, 12, 0.700, 0.577
Sun Jul  2 22:52:11 EDT 2017, 0.710, 143, 21, 5, 16, 495, 12, 29, 10, 32, 38.823, 4.120
Sun Jul  2 22:55:02 EDT 2017, 0.960, 133, 24, 7, 10, 420, 16, 39, 18, 42, 170.853, 7.377
Sun Jul  2 22:55:06 EDT 2017, 0.460, 153, 29, 3, 21, 570, 7, 19, 3, 22, 2.780, 1.370
Sun Jul  2 22:55:16 EDT 2017, 0.330, 138, 20, 8, 13, 532, 5, 24, 29, 47, 10.800, 2.753
Sun Jul  2 22:56:14 EDT 2017, 0.830, 158, 25, 4, 24, 382, 14, 44, 14, 27, 57.047, 4.427
Sun Jul  2 22:56:19 EDT 2017, 0.580, 128, 27, 6, 29, 457, 19, 14, 22, 17, 5.383, 1.233
Sun Jul  2 22:56:46 EDT 2017, 0.080, 148, 22, 2, 18, 307, 9, 34, 7, 37, 26.617, 3.090
Sun Jul  2 22:57:36 EDT 2017, 0.110, 129, 21, 3, 8, 392, 11, 42, 4, 28, 49.273, 4.033
Sun Jul  2 22:57:38 EDT 2017, 0.610, 149, 26, 7, 19, 542, 2, 22, 19, 48, 1.720, 1.303
Sun Jul  2 22:57:47 EDT 2017, 0.860, 139, 28, 5, 25, 317, 6, 32, 11, 38, 9.197, 1.950
Sun Jul  2 22:57:50 EDT 2017, 0.360, 159, 23, 9, 14, 467, 16, 12, 26, 18, 2.590, 0.947
Sun Jul  2 22:58:35 EDT 2017, 0.490, 134, 25, 2, 27, 504, 13, 27, 0, 33, 44.787, 4.060
Sun Jul  2 22:58:36 EDT 2017, 0.990, 154, 20, 6, 16, 354, 4, 47, 15, 13, 1.653, 1.080
Sun Jul  2 22:58:42 EDT 2017, 0.740, 124, 22, 4, 11, 579, 9, 17, 7, 23, 5.500, 1.837
Sun Jul  2 23:01:47 EDT 2017, 0.240, 144, 27, 8, 22, 429, 18, 37, 22, 43, 183.977, 7.253
Sun Jul  2 23:01:53 EDT 2017, 0.180, 137, 24, 6, 21, 448, 12, 15, 2, 26, 5.983, 1.670
Sun Jul  2 23:02:01 EDT 2017, 0.680, 157, 29, 2, 10, 598, 3, 35, 17, 46, 7.653, 2.800
Sun Jul  2 23:02:12 EDT 2017, 0.930, 127, 27, 8, 15, 373, 8, 25, 9, 36, 11.137, 2.047
Sun Jul  2 23:03:00 EDT 2017, 0.430, 147, 22, 4, 26, 523, 17, 45, 24, 16, 47.427, 4.250
Sun Jul  2 23:03:56 EDT 2017, 0.300, 122, 28, 7, 18, 485, 15, 30, 6, 31, 55.670, 4.267
Sun Jul  2 23:03:56 EDT 2017, 0.800, 142, 23, 3, 29, 335, 5, 10, 21, 11, 0.193, 0.240
Sun Jul  2 23:04:22 EDT 2017, 0.550, 132, 20, 9, 23, 560, 10, 40, 13, 21, 25.317, 3.580
Sun Jul  2 23:05:15 EDT 2017, 0.050, 152, 25, 5, 12, 410, 19, 20, 28, 41, 52.673, 3.970
Sun Jul  2 23:05:17 EDT 2017, 0.040, 120, 23, 8, 29, 509, 5, 36, 14, 13, 2.140, 1.190
Sun Jul  2 23:05:29 EDT 2017, 0.540, 140, 28, 4, 18, 359, 15, 16, 29, 33, 11.767, 1.720
Sun Jul  2 23:07:52 EDT 2017, 0.790, 130, 26, 6, 13, 584, 10, 46, 6, 43, 142.237, 8.830
Sun Jul  2 23:07:53 EDT 2017, 0.290, 150, 21, 2, 24, 434, 1, 26, 21, 23, 0.380, 0.600
Sun Jul  2 23:07:57 EDT 2017, 0.410, 135, 27, 9, 10, 396, 8, 11, 10, 48, 3.853, 1.360
Sun Jul  2 23:09:04 EDT 2017, 0.910, 155, 22, 5, 21, 546, 17, 31, 25, 28, 67.160, 5.167
Sun Jul  2 23:09:10 EDT 2017, 0.660, 125, 20, 7, 26, 321, 13, 21, 2, 18, 5.647, 1.417
Sun Jul  2 23:09:17 EDT 2017, 0.160, 145, 25, 3, 15, 471, 3, 41, 17, 38, 6.580, 2.207
Sun Jul  2 23:09:18 EDT 2017, 0.220, 132, 21, 5, 17, 453, 7, 23, 8, 10, 1.247, 0.853
Sun Jul  2 23:10:18 EDT 2017, 0.720, 152, 26, 9, 28, 303, 16, 43, 23, 30, 59.497, 3.790
Sun Jul  2 23:10:29 EDT 2017, 0.970, 122, 29, 3, 22, 528, 11, 13, 0, 40, 10.880, 2.073
Sun Jul  2 23:10:30 EDT 2017, 0.470, 142, 24, 7, 11, 378, 2, 33, 15, 20, 0.700, 0.737
Sun Jul  2 23:12:17 EDT 2017, 0.350, 127, 25, 4, 20, 415, 9, 48, 12, 45, 107.010, 6.550
Sun Jul  2 23:13:09 EDT 2017, 0.850, 147, 20, 8, 9, 565, 18, 28, 27, 25, 51.193, 4.397
Sun Jul  2 23:13:23 EDT 2017, 0.600, 137, 23, 2, 14, 340, 14, 38, 4, 15, 14.523, 2.003
Sun Jul  2 23:13:26 EDT 2017, 0.100, 157, 28, 6, 25, 490, 4, 18, 19, 35, 2.020, 1.293
Sun Jul  2 23:14:20 EDT 2017, 0.070, 139, 27, 7, 23, 574, 16, 29, 20, 29, 53.887, 4.453
Sun Jul  2 23:15:13 EDT 2017, 0.570, 159, 22, 3, 12, 424, 6, 49, 5, 49, 53.020, 5.613
Sun Jul  2 23:15:14 EDT 2017, 0.820, 129, 24, 9, 17, 499, 1, 19, 28, 39, 0.450, 0.663
Sun Jul  2 23:15:25 EDT 2017, 0.320, 149, 29, 5, 28, 349, 11, 39, 13, 19, 11.173, 2.057
Sun Jul  2 23:18:21 EDT 2017, 0.440, 124, 20, 6, 15, 312, 18, 44, 16, 34, 175.350, 6.007
Sun Jul  2 23:18:23 EDT 2017, 0.940, 144, 25, 2, 26, 462, 8, 24, 1, 14, 2.387, 1.253
Sun Jul  2 23:18:26 EDT 2017, 0.690, 134, 28, 8, 20, 387, 4, 34, 24, 24, 2.717, 1.200
Sun Jul  2 23:18:46 EDT 2017, 0.190, 154, 23, 4, 9, 537, 13, 14, 9, 44, 19.510, 3.103
Sun Jul  2 23:19:56 EDT 2017, 0.130, 126, 29, 2, 11, 556, 17, 32, 15, 26, 69.887, 4.813
Sun Jul  2 23:20:00 EDT 2017, 0.630, 146, 24, 6, 22, 406, 7, 12, 0, 46, 3.577, 1.390
Sun Jul  2 23:20:04 EDT 2017, 0.880, 136, 21, 4, 27, 481, 2, 42, 22, 36, 3.560, 1.890
Sun Jul  2 23:20:07 EDT 2017, 0.380, 156, 26, 8, 16, 331, 12, 22, 7, 16, 2.873, 1.160
Sun Jul  2 23:20:32 EDT 2017, 0.260, 131, 22, 3, 24, 368, 19, 17, 18, 31, 25.627, 2.437
Sun Jul  2 23:20:37 EDT 2017, 0.760, 151, 27, 7, 13, 518, 10, 37, 3, 11, 4.133, 1.477
Sun Jul  2 23:20:40 EDT 2017, 0.510, 121, 25, 5, 8, 443, 5, 27, 26, 21, 2.780, 1.340
Sun Jul  2 23:25:06 EDT 2017, 0.010, 141, 20, 9, 19, 593, 14, 47, 11, 41, 265.380, 12.073
Sun Jul  2 23:25:11 EDT 2017, 0.010, 138, 22, 5, 9, 491, 2, 40, 12, 42, 4.390, 2.197
Sun Jul  2 23:25:16 EDT 2017, 0.510, 158, 27, 9, 20, 341, 12, 20, 27, 22, 4.190, 1.263
Sun Jul  2 23:25:28 EDT 2017, 0.760, 128, 25, 3, 25, 566, 16, 30, 4, 12, 12.023, 2.117
Sun Jul  2 23:25:29 EDT 2017, 0.260, 148, 20, 7, 14, 416, 7, 10, 19, 32, 1.507, 0.917
Sun Jul  2 23:25:31 EDT 2017, 0.380, 123, 29, 4, 28, 379, 5, 25, 8, 17, 1.193, 0.717
Sun Jul  2 23:28:13 EDT 2017, 0.880, 143, 24, 8, 17, 529, 14, 45, 23, 37, 161.850, 8.080
Sun Jul  2 23:28:54 EDT 2017, 0.630, 133, 21, 2, 12, 304, 19, 15, 1, 47, 41.137, 3.027
Sun Jul  2 23:29:11 EDT 2017, 0.130, 153, 26, 6, 23, 454, 9, 35, 16, 27, 16.430, 2.690
Sun Jul  2 23:29:12 EDT 2017, 0.200, 125, 20, 8, 21, 472, 1, 18, 10, 40, 0.547, 0.720
Sun Jul  2 23:29:25 EDT 2017, 0.700, 145, 25, 4, 10, 322, 11, 38, 25, 20, 12.840, 2.033
Sun Jul  2 23:29:30 EDT 2017, 0.950, 135, 28, 6, 16, 547, 15, 28, 2, 10, 5.013, 1.473
Sun Jul  2 23:29:48 EDT 2017, 0.450, 155, 23, 2, 27, 397, 6, 48, 17, 30, 18.310, 3.263
Sun Jul  2 23:29:49 EDT 2017, 0.320, 130, 27, 9, 18, 435, 3, 33, 14, 15, 0.997, 0.823
Sun Jul  2 23:30:02 EDT 2017, 0.820, 150, 22, 5, 29, 585, 13, 13, 29, 35, 12.007, 2.463
Sun Jul  2 23:35:15 EDT 2017, 0.570, 120, 24, 7, 24, 360, 18, 43, 6, 45, 312.890, 8.580
Sun Jul  2 23:35:21 EDT 2017, 0.070, 140, 29, 3, 13, 510, 8, 23, 21, 25, 5.987, 1.860
Sun Jul  2 23:35:39 EDT 2017, 0.100, 122, 26, 2, 14, 594, 12, 14, 18, 39, 17.447, 2.743
Sun Jul  2 23:35:40 EDT 2017, 0.600, 142, 21, 6, 25, 444, 3, 34, 3, 19, 1.573, 1.163
Sun Jul  2 23:35:52 EDT 2017, 0.850, 132, 23, 4, 19, 519, 8, 24, 26, 29, 10.943, 2.370
Sun Jul  2 23:39:44 EDT 2017, 0.350, 152, 28, 8, 8, 369, 17, 44, 11, 49, 231.733, 8.133
Sun Jul  2 23:40:29 EDT 2017, 0.480, 137, 22, 3, 22, 332, 15, 39, 15, 24, 45.363, 3.360
Sun Jul  2 23:40:34 EDT 2017, 0.980, 157, 27, 7, 11, 482, 5, 19, 0, 44, 4.243, 1.700
Sun Jul  2 23:41:42 EDT 2017, 0.730, 127, 29, 5, 16, 407, 10, 49, 22, 34, 67.827, 4.927
Sun Jul  2 23:41:58 EDT 2017, 0.230, 147, 24, 9, 27, 557, 19, 29, 7, 14, 16.153, 2.520
Sun Jul  2 23:43:38 EDT 2017, 0.170, 134, 28, 7, 26, 538, 11, 47, 17, 36, 99.737, 6.770
Sun Jul  2 23:43:39 EDT 2017, 0.670, 154, 23, 3, 15, 388, 2, 27, 2, 16, 0.447, 0.560
Sun Jul  2 23:43:50 EDT 2017, 0.920, 124, 20, 9, 9, 463, 6, 37, 24, 26, 11.017, 2.387
Sun Jul  2 23:44:18 EDT 2017, 0.420, 144, 25, 5, 20, 313, 16, 17, 9, 46, 26.967, 2.600
Sun Jul  2 23:44:27 EDT 2017, 0.290, 129, 24, 6, 12, 351, 14, 22, 20, 21, 8.980, 1.633
Sun Jul  2 23:44:41 EDT 2017, 0.790, 149, 29, 2, 23, 501, 4, 42, 5, 41, 13.407, 3.153
Sun Jul  2 23:44:43 EDT 2017, 0.540, 139, 26, 8, 29, 426, 9, 12, 28, 31, 2.673, 1.157
Sun Jul  2 23:44:57 EDT 2017, 0.040, 159, 21, 4, 18, 576, 18, 32, 13, 11, 13.037, 2.377
Sun Jul  2 23:45:07 EDT 2017, 0.060, 127, 28, 9, 24, 308, 7, 26, 29, 44, 10.680, 1.877
Sun Jul  2 23:46:30 EDT 2017, 0.560, 147, 23, 5, 13, 458, 16, 46, 14, 24, 82.247, 5.143
Sun Jul  2 23:46:32 EDT 2017, 0.810, 137, 21, 7, 18, 383, 11, 16, 22, 14, 1.767, 0.790
Sun Jul  2 23:46:34 EDT 2017, 0.310, 157, 26, 3, 29, 533, 2, 36, 7, 34, 2.293, 1.473
Sun Jul  2 23:46:51 EDT 2017, 0.430, 132, 24, 8, 15, 571, 9, 41, 25, 19, 16.203, 2.920
Sun Jul  2 23:47:40 EDT 2017, 0.930, 152, 29, 4, 26, 421, 19, 21, 10, 39, 48.563, 3.603
Sun Jul  2 23:50:03 EDT 2017, 0.680, 122, 27, 6, 21, 496, 14, 31, 18, 49, 143.213, 7.513
Sun Jul  2 23:50:04 EDT 2017, 0.180, 142, 22, 2, 10, 346, 4, 11, 3, 29, 0.803, 0.727
Sun Jul  2 23:50:21 EDT 2017, 0.240, 135, 25, 4, 11, 365, 6, 34, 24, 42, 16.663, 2.753
Sun Jul  2 23:50:27 EDT 2017, 0.740, 155, 20, 8, 22, 515, 15, 14, 9, 22, 5.990, 1.543
Sun Jul  2 23:50:37 EDT 2017, 0.990, 125, 22, 2, 28, 440, 10, 44, 16, 12, 9.373, 1.860
Sun Jul  2 23:50:37 EDT 2017, 0.490, 145, 27, 6, 17, 590, 1, 24, 1, 32, 0.493, 0.730
Sun Jul  2 23:50:41 EDT 2017, 0.370, 120, 21, 5, 25, 552, 8, 19, 27, 17, 3.007, 1.340
Sun Jul  2 23:52:50 EDT 2017, 0.870, 140, 26, 9, 14, 402, 17, 39, 12, 37, 129.000, 5.873
Sun Jul  2 23:54:20 EDT 2017, 0.620, 130, 29, 3, 8, 477, 13, 29, 20, 47, 89.537, 5.593
Sun Jul  2 23:54:23 EDT 2017, 0.120, 150, 24, 7, 19, 327, 3, 49, 5, 27, 3.173, 1.410
Sun Jul  2 23:57:13 EDT 2017, 0.090, 131, 20, 6, 28, 412, 17, 37, 6, 38, 168.897, 6.897
Sun Jul  2 23:57:15 EDT 2017, 0.590, 151, 25, 2, 17, 562, 7, 17, 21, 18, 1.793, 1.193
