# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 120 160', '--callIntervalMean 20 30', '--callDurationMean 2 10', '--maxChannels 8 30', '--simEndTime 300 600', '--portables 1 20', '--rows 10 50', '--granularity 0 30', '--cols 10 50', 2tLadderQ_timing_secs, fibHeap_timing_secs
Sun Jul  2 22:18:00 EDT 2017, 0.310, 142, 25, 8, 14, 515, 1, 33, 21, 30, 0.593, 0.780
Sun Jul  2 22:18:11 EDT 2017, 0.430, 127, 24, 3, 28, 478, 8, 48, 10, 15, 11.273, 2.457
Sun Jul  2 22:19:00 EDT 2017, 0.930, 147, 29, 7, 17, 328, 18, 28, 25, 35, 48.497, 3.437
Sun Jul  2 22:21:42 EDT 2017, 0.680, 137, 27, 5, 12, 553, 13, 38, 2, 45, 161.790, 8.363
Sun Jul  2 22:21:44 EDT 2017, 0.180, 157, 22, 9, 23, 403, 4, 18, 17, 25, 1.090, 1.070
Sun Jul  2 22:22:12 EDT 2017, 0.120, 120, 25, 7, 19, 384, 7, 36, 8, 42, 28.297, 3.650
Sun Jul  2 22:22:26 EDT 2017, 0.620, 140, 20, 3, 8, 534, 17, 16, 23, 22, 13.340, 2.323
Sun Jul  2 22:22:34 EDT 2017, 0.870, 130, 22, 9, 13, 309, 12, 46, 0, 12, 8.243, 2.130
Sun Jul  2 22:22:36 EDT 2017, 0.370, 150, 27, 5, 24, 459, 2, 26, 15, 32, 1.100, 0.913
Sun Jul  2 22:22:37 EDT 2017, 0.250, 135, 21, 6, 16, 497, 10, 11, 12, 17, 1.353, 0.853
Sun Jul  2 22:24:07 EDT 2017, 0.750, 155, 26, 2, 27, 347, 19, 31, 27, 37, 89.750, 4.727
Sun Jul  2 22:25:08 EDT 2017, 0.500, 125, 29, 8, 21, 572, 14, 21, 4, 47, 60.087, 4.907
Sun Jul  2 22:25:16 EDT 2017, 0.000, 145, 24, 4, 10, 422, 5, 41, 19, 27, 8.363, 2.320
Sun Jul  2 22:26:08 EDT 2017, 0.000, 132, 25, 5, 15, 473, 13, 46, 10, 22, 51.257, 4.380
Sun Jul  2 22:26:10 EDT 2017, 0.500, 152, 20, 9, 26, 323, 3, 26, 25, 42, 2.367, 1.243
Sun Jul  2 22:26:46 EDT 2017, 0.750, 122, 23, 3, 20, 548, 8, 36, 2, 32, 35.457, 4.217
Sun Jul  2 22:26:49 EDT 2017, 0.250, 142, 28, 7, 9, 398, 18, 16, 17, 12, 2.467, 1.037
Sun Jul  2 22:27:12 EDT 2017, 0.370, 127, 22, 4, 23, 436, 11, 21, 13, 37, 23.403, 2.993
Sun Jul  2 22:27:13 EDT 2017, 0.870, 147, 27, 8, 12, 586, 1, 41, 28, 17, 0.463, 0.673
Sun Jul  2 22:27:14 EDT 2017, 0.620, 137, 29, 2, 17, 361, 6, 11, 6, 27, 1.093, 0.820
Sun Jul  2 22:29:25 EDT 2017, 0.120, 157, 24, 6, 28, 511, 15, 31, 21, 47, 129.607, 7.297
Sun Jul  2 22:29:31 EDT 2017, 0.180, 120, 27, 8, 24, 492, 14, 14, 12, 24, 6.333, 1.573
Sun Jul  2 22:29:45 EDT 2017, 0.680, 140, 22, 4, 13, 342, 5, 34, 27, 44, 13.003, 2.517
Sun Jul  2 22:30:07 EDT 2017, 0.930, 130, 20, 6, 8, 567, 9, 24, 4, 34, 22.137, 3.310
Sun Jul  2 22:30:40 EDT 2017, 0.430, 150, 25, 2, 19, 417, 19, 44, 19, 14, 32.233, 3.070
Sun Jul  2 22:31:53 EDT 2017, 0.310, 135, 24, 9, 11, 379, 12, 39, 8, 39, 72.687, 4.947
Sun Jul  2 22:31:53 EDT 2017, 0.810, 155, 29, 5, 22, 529, 2, 19, 23, 19, 0.450, 0.597
Sun Jul  2 22:32:12 EDT 2017, 0.560, 125, 26, 7, 27, 304, 7, 49, 0, 29, 18.170, 2.493
Sun Jul  2 22:35:19 EDT 2017, 0.060, 145, 21, 3, 16, 454, 17, 29, 15, 49, 186.030, 8.580
Sun Jul  2 22:35:20 EDT 2017, 0.090, 126, 22, 2, 10, 539, 4, 18, 18, 16, 0.997, 0.903
Sun Jul  2 22:36:35 EDT 2017, 0.590, 146, 27, 6, 21, 389, 14, 38, 3, 36, 74.607, 4.767
Sun Jul  2 22:39:12 EDT 2017, 0.840, 136, 25, 4, 26, 464, 18, 28, 26, 46, 156.880, 6.990
Sun Jul  2 22:39:34 EDT 2017, 0.340, 156, 20, 8, 15, 314, 9, 48, 11, 26, 22.027, 2.980
Sun Jul  2 22:39:37 EDT 2017, 0.460, 131, 28, 3, 29, 351, 2, 33, 22, 41, 1.900, 1.160
Sun Jul  2 22:39:39 EDT 2017, 0.960, 151, 23, 7, 18, 501, 11, 13, 7, 21, 2.540, 1.140
Sun Jul  2 22:39:57 EDT 2017, 0.710, 121, 21, 5, 13, 426, 16, 43, 29, 11, 18.000, 2.260
Sun Jul  2 22:40:03 EDT 2017, 0.210, 141, 26, 9, 24, 576, 6, 23, 14, 31, 5.657, 1.933
Sun Jul  2 22:40:09 EDT 2017, 0.150, 138, 20, 7, 19, 595, 5, 40, 20, 18, 5.280, 2.087
Sun Jul  2 22:40:39 EDT 2017, 0.650, 158, 25, 3, 8, 445, 15, 20, 5, 38, 30.593, 3.397
Sun Jul  2 22:44:15 EDT 2017, 0.900, 128, 28, 9, 14, 520, 19, 30, 27, 48, 214.493, 9.060
Sun Jul  2 22:44:17 EDT 2017, 0.400, 148, 23, 5, 25, 370, 10, 10, 12, 28, 2.063, 1.070
Sun Jul  2 22:44:20 EDT 2017, 0.280, 123, 26, 6, 17, 333, 3, 25, 16, 43, 2.513, 1.100
Sun Jul  2 22:45:14 EDT 2017, 0.780, 143, 21, 2, 28, 483, 12, 45, 1, 23, 53.470, 4.613
Sun Jul  2 22:45:17 EDT 2017, 0.530, 133, 24, 8, 22, 408, 17, 15, 24, 13, 2.793, 0.987
Sun Jul  2 22:45:40 EDT 2017, 0.030, 153, 29, 4, 11, 558, 8, 35, 9, 33, 23.160, 3.870
Sun Jul  2 22:45:52 EDT 2017, 0.040, 123, 20, 9, 27, 356, 17, 20, 22, 20, 11.097, 1.680
Sun Jul  2 22:46:39 EDT 2017, 0.540, 143, 25, 5, 16, 506, 8, 40, 7, 40, 46.770, 4.947
Sun Jul  2 22:46:39 EDT 2017, 0.790, 133, 27, 7, 11, 431, 3, 10, 15, 30, 0.450, 0.553
Sun Jul  2 22:46:45 EDT 2017, 0.290, 153, 22, 3, 22, 581, 13, 30, 0, 10, 5.570, 1.807
Sun Jul  2 22:49:33 EDT 2017, 0.420, 138, 26, 8, 8, 543, 15, 45, 26, 35, 167.450, 7.987
Sun Jul  2 22:49:35 EDT 2017, 0.920, 158, 21, 4, 19, 393, 6, 25, 11, 15, 1.490, 0.957
Sun Jul  2 22:49:36 EDT 2017, 0.670, 128, 23, 6, 25, 468, 1, 35, 19, 25, 0.540, 0.713
Sun Jul  2 22:49:44 EDT 2017, 0.170, 148, 28, 2, 14, 318, 10, 15, 4, 45, 8.027, 1.697
Sun Jul  2 22:50:32 EDT 2017, 0.230, 130, 23, 4, 18, 300, 19, 37, 28, 22, 48.177, 3.017
Sun Jul  2 22:50:41 EDT 2017, 0.730, 150, 28, 8, 29, 450, 9, 17, 13, 42, 8.683, 1.987
Sun Jul  2 22:50:52 EDT 2017, 0.980, 120, 25, 2, 23, 375, 4, 47, 20, 32, 10.680, 2.393
Sun Jul  2 22:50:59 EDT 2017, 0.480, 140, 20, 6, 12, 525, 14, 27, 5, 12, 7.047, 1.837
Sun Jul  2 22:51:16 EDT 2017, 0.360, 125, 29, 5, 21, 562, 16, 12, 24, 37, 16.177, 2.403
Sun Jul  2 22:51:19 EDT 2017, 0.860, 145, 24, 9, 10, 412, 7, 32, 9, 17, 3.257, 1.257
Sun Jul  2 22:51:20 EDT 2017, 0.610, 135, 22, 3, 15, 487, 2, 22, 17, 27, 0.860, 0.760
Sun Jul  2 22:52:36 EDT 2017, 0.110, 155, 27, 7, 26, 337, 11, 42, 2, 47, 75.620, 5.110
Sun Jul  2 22:52:41 EDT 2017, 0.070, 136, 28, 6, 23, 422, 9, 33, 1, 16, 5.290, 1.557
Sun Jul  2 22:53:05 EDT 2017, 0.570, 156, 23, 2, 12, 572, 18, 13, 16, 36, 23.467, 3.187
Sun Jul  2 22:55:52 EDT 2017, 0.820, 126, 21, 8, 17, 347, 13, 43, 8, 46, 165.400, 7.047
Sun Jul  2 22:55:54 EDT 2017, 0.320, 146, 26, 4, 28, 497, 4, 23, 23, 26, 1.970, 1.237
Sun Jul  2 22:56:01 EDT 2017, 0.450, 121, 24, 7, 14, 459, 6, 18, 5, 41, 6.153, 1.753
Sun Jul  2 22:56:28 EDT 2017, 0.950, 141, 29, 3, 25, 309, 16, 38, 20, 21, 27.403, 2.553
Sun Jul  2 22:56:32 EDT 2017, 0.700, 131, 27, 9, 20, 534, 11, 28, 12, 11, 3.297, 1.293
Sun Jul  2 22:56:33 EDT 2017, 0.200, 151, 22, 5, 9, 384, 1, 48, 27, 31, 1.110, 1.043
Sun Jul  2 22:56:40 EDT 2017, 0.140, 129, 25, 3, 13, 403, 10, 26, 6, 19, 6.613, 1.567
Sun Jul  2 23:03:27 EDT 2017, 0.640, 149, 20, 7, 24, 553, 19, 46, 21, 39, 406.417, 12.923
Sun Jul  2 23:03:51 EDT 2017, 0.890, 139, 23, 5, 29, 328, 14, 16, 14, 49, 24.357, 2.727
Sun Jul  2 23:03:57 EDT 2017, 0.390, 159, 28, 9, 18, 478, 5, 36, 29, 29, 5.773, 1.920
Sun Jul  2 23:05:02 EDT 2017, 0.260, 134, 21, 2, 27, 515, 7, 41, 3, 44, 63.457, 6.123
Sun Jul  2 23:05:15 EDT 2017, 0.760, 154, 26, 6, 16, 365, 17, 21, 18, 24, 13.073, 2.033
Sun Jul  2 23:05:24 EDT 2017, 0.510, 124, 29, 4, 10, 590, 12, 31, 10, 14, 9.553, 2.277
Sun Jul  2 23:05:25 EDT 2017, 0.010, 144, 24, 8, 21, 440, 3, 11, 25, 34, 0.527, 0.567
Sun Jul  2 23:05:30 EDT 2017, 0.020, 128, 29, 7, 16, 386, 15, 24, 12, 12, 4.213, 1.407
Sun Jul  2 23:05:46 EDT 2017, 0.520, 148, 24, 3, 27, 536, 5, 44, 27, 32, 16.260, 3.407
Sun Jul  2 23:05:46 EDT 2017, 0.770, 138, 21, 9, 22, 311, 1, 14, 4, 42, 0.223, 0.323
Sun Jul  2 23:06:00 EDT 2017, 0.270, 158, 26, 5, 11, 461, 10, 34, 19, 22, 13.357, 2.780
Sun Jul  2 23:15:14 EDT 2017, 0.390, 133, 22, 6, 19, 499, 17, 49, 8, 47, 550.350, 13.870
Sun Jul  2 23:15:22 EDT 2017, 0.890, 153, 27, 2, 8, 349, 8, 29, 23, 27, 7.603, 1.763
Sun Jul  2 23:15:24 EDT 2017, 0.640, 123, 25, 8, 13, 574, 3, 39, 1, 17, 1.850, 1.290
Sun Jul  2 23:15:48 EDT 2017, 0.140, 143, 20, 4, 24, 424, 13, 19, 16, 37, 23.857, 2.953
Sun Jul  2 23:15:58 EDT 2017, 0.210, 135, 27, 2, 29, 443, 16, 37, 10, 10, 9.357, 1.747
Sun Jul  2 23:16:02 EDT 2017, 0.710, 155, 22, 6, 18, 593, 7, 17, 25, 30, 4.310, 1.660
Sun Jul  2 23:16:06 EDT 2017, 0.960, 125, 24, 4, 12, 368, 2, 47, 2, 40, 4.123, 1.797
Sun Jul  2 23:16:15 EDT 2017, 0.460, 145, 29, 8, 23, 518, 11, 27, 17, 20, 8.533, 1.980
Sun Jul  2 23:16:52 EDT 2017, 0.330, 120, 21, 3, 9, 480, 18, 12, 14, 45, 36.357, 3.403
Sun Jul  2 23:17:01 EDT 2017, 0.830, 140, 26, 7, 20, 330, 9, 32, 29, 25, 9.393, 1.807
Sun Jul  2 23:17:02 EDT 2017, 0.580, 130, 28, 5, 26, 555, 4, 22, 6, 15, 0.857, 0.797
Sun Jul  2 23:18:31 EDT 2017, 0.080, 150, 23, 9, 15, 405, 14, 42, 21, 35, 88.110, 5.543
Sun Jul  2 23:18:36 EDT 2017, 0.110, 132, 22, 8, 11, 321, 6, 30, 18, 28, 5.423, 1.650
Sun Jul  2 23:18:49 EDT 2017, 0.610, 152, 27, 4, 22, 471, 15, 10, 3, 48, 12.270, 2.157
Sun Jul  2 23:19:57 EDT 2017, 0.860, 122, 29, 6, 28, 396, 11, 40, 26, 38, 67.293, 4.720
Sun Jul  2 23:19:57 EDT 2017, 0.360, 142, 24, 2, 17, 546, 1, 20, 11, 18, 0.300, 0.370
Sun Jul  2 23:20:03 EDT 2017, 0.490, 127, 25, 9, 25, 583, 8, 15, 15, 33, 5.407, 1.790
Sun Jul  2 23:20:21 EDT 2017, 0.990, 147, 20, 5, 14, 433, 18, 35, 0, 13, 18.067, 2.283
Sun Jul  2 23:20:37 EDT 2017, 0.740, 137, 23, 7, 9, 508, 13, 25, 22, 23, 16.400, 2.543
Sun Jul  2 23:20:49 EDT 2017, 0.240, 157, 28, 3, 20, 358, 4, 45, 7, 43, 11.280, 2.580
Sun Jul  2 23:20:56 EDT 2017, 0.180, 124, 23, 5, 24, 340, 7, 28, 16, 26, 6.683, 1.707
Sun Jul  2 23:26:28 EDT 2017, 0.680, 144, 28, 9, 13, 490, 17, 48, 1, 46, 331.273, 11.250
Sun Jul  2 23:26:44 EDT 2017, 0.930, 134, 26, 3, 18, 415, 12, 18, 24, 36, 15.263, 2.407
Sun Jul  2 23:26:45 EDT 2017, 0.430, 154, 21, 7, 29, 565, 2, 38, 9, 16, 1.003, 1.047
Sun Jul  2 23:27:39 EDT 2017, 0.300, 139, 27, 4, 16, 527, 10, 43, 20, 31, 53.280, 4.883
Sun Jul  2 23:27:43 EDT 2017, 0.800, 159, 22, 8, 27, 377, 19, 23, 5, 11, 4.443, 1.243
Sun Jul  2 23:28:17 EDT 2017, 0.550, 129, 20, 2, 21, 452, 14, 33, 28, 21, 34.060, 3.377
Sun Jul  2 23:28:19 EDT 2017, 0.050, 149, 25, 6, 10, 302, 5, 13, 13, 41, 1.503, 0.927
Sun Jul  2 23:28:36 EDT 2017, 0.030, 137, 24, 3, 26, 579, 10, 47, 29, 14, 16.273, 2.877
Sun Jul  2 23:28:36 EDT 2017, 0.530, 157, 29, 7, 15, 429, 1, 27, 14, 34, 0.453, 0.617
Sun Jul  2 23:29:07 EDT 2017, 0.780, 127, 27, 5, 9, 504, 6, 37, 22, 44, 30.283, 4.310
Sun Jul  2 23:29:14 EDT 2017, 0.280, 147, 22, 9, 20, 354, 15, 17, 7, 24, 6.840, 1.543
Sun Jul  2 23:29:56 EDT 2017, 0.410, 122, 28, 2, 12, 316, 13, 22, 25, 49, 42.083, 3.180
Sun Jul  2 23:30:01 EDT 2017, 0.910, 142, 23, 6, 23, 466, 3, 42, 10, 29, 4.103, 1.820
Sun Jul  2 23:30:02 EDT 2017, 0.660, 132, 20, 4, 28, 391, 8, 12, 18, 19, 1.227, 0.767
Sun Jul  2 23:32:21 EDT 2017, 0.160, 152, 25, 8, 17, 541, 18, 32, 3, 39, 139.120, 7.230
Sun Jul  2 23:32:23 EDT 2017, 0.220, 125, 21, 6, 13, 560, 12, 10, 24, 12, 1.280, 0.897
Sun Jul  2 23:32:24 EDT 2017, 0.720, 145, 26, 2, 24, 410, 2, 30, 9, 32, 1.427, 1.143
Sun Jul  2 23:32:33 EDT 2017, 0.970, 135, 29, 8, 19, 485, 7, 20, 16, 42, 8.707, 2.027
Sun Jul  2 23:33:09 EDT 2017, 0.470, 155, 24, 4, 8, 335, 16, 40, 1, 22, 35.470, 3.083
Sun Jul  2 23:35:13 EDT 2017, 0.350, 130, 25, 7, 21, 372, 14, 35, 27, 47, 123.923, 5.883
Sun Jul  2 23:35:15 EDT 2017, 0.850, 150, 20, 3, 10, 522, 4, 15, 12, 27, 1.367, 1.063
Sun Jul  2 23:35:29 EDT 2017, 0.600, 120, 22, 9, 16, 447, 9, 45, 20, 17, 13.993, 2.253
Sun Jul  2 23:37:10 EDT 2017, 0.100, 140, 27, 5, 27, 597, 19, 25, 5, 37, 100.450, 6.157
Sun Jul  2 23:37:11 EDT 2017, 0.070, 121, 26, 4, 21, 513, 2, 16, 6, 28, 0.617, 0.697
Sun Jul  2 23:38:29 EDT 2017, 0.570, 141, 21, 8, 10, 363, 11, 36, 21, 48, 77.933, 5.383
Sun Jul  2 23:40:14 EDT 2017, 0.820, 131, 24, 2, 15, 588, 16, 26, 13, 38, 104.540, 6.523
Sun Jul  2 23:40:19 EDT 2017, 0.320, 151, 29, 6, 26, 438, 6, 46, 28, 18, 5.330, 1.843
Sun Jul  2 23:40:25 EDT 2017, 0.440, 136, 20, 5, 18, 401, 4, 31, 2, 33, 5.140, 1.663
Sun Jul  2 23:40:26 EDT 2017, 0.940, 156, 25, 9, 29, 551, 13, 11, 17, 13, 1.067, 0.763
Sun Jul  2 23:41:26 EDT 2017, 0.690, 126, 28, 3, 23, 326, 18, 41, 9, 23, 59.890, 3.637
Sun Jul  2 23:41:44 EDT 2017, 0.190, 146, 23, 7, 12, 476, 9, 21, 24, 43, 17.580, 3.017
Sun Jul  2 23:41:47 EDT 2017, 0.130, 134, 29, 9, 8, 457, 3, 44, 0, 25, 2.840, 1.380
Sun Jul  2 23:42:14 EDT 2017, 0.630, 154, 24, 5, 19, 307, 12, 24, 15, 45, 27.293, 2.910
Sun Jul  2 23:44:47 EDT 2017, 0.880, 124, 22, 7, 25, 532, 17, 34, 8, 35, 151.717, 7.030
Sun Jul  2 23:44:48 EDT 2017, 0.380, 144, 27, 3, 14, 382, 7, 14, 23, 15, 1.033, 0.680
Sun Jul  2 23:44:54 EDT 2017, 0.250, 129, 23, 8, 28, 419, 5, 29, 4, 30, 5.320, 1.797
Sun Jul  2 23:45:09 EDT 2017, 0.750, 149, 28, 4, 17, 569, 15, 49, 19, 10, 15.080, 2.520
Sun Jul  2 23:45:18 EDT 2017, 0.500, 139, 26, 6, 11, 344, 19, 19, 11, 20, 9.430, 1.620
Sun Jul  2 23:46:39 EDT 2017, 0.000, 159, 21, 2, 22, 494, 10, 39, 26, 40, 79.697, 6.493
Sun Jul  2 23:50:18 EDT 2017, 0.010, 120, 23, 6, 11, 599, 16, 32, 27, 44, 218.717, 9.223
Sun Jul  2 23:50:20 EDT 2017, 0.510, 140, 28, 2, 22, 449, 6, 12, 12, 24, 1.407, 1.093
Sun Jul  2 23:50:21 EDT 2017, 0.760, 130, 25, 8, 27, 524, 2, 42, 20, 14, 0.800, 0.870
Sun Jul  2 23:50:37 EDT 2017, 0.260, 150, 20, 4, 16, 374, 11, 22, 5, 34, 16.147, 2.450
Sun Jul  2 23:50:43 EDT 2017, 0.380, 135, 29, 7, 24, 336, 18, 17, 24, 19, 5.923, 1.350
Sun Jul  2 23:51:31 EDT 2017, 0.880, 155, 24, 3, 13, 486, 9, 37, 9, 39, 47.460, 5.010
Sun Jul  2 23:51:40 EDT 2017, 0.630, 125, 21, 9, 8, 411, 4, 27, 16, 49, 8.430, 2.587
Sun Jul  2 23:53:33 EDT 2017, 0.130, 145, 26, 5, 19, 561, 14, 47, 1, 29, 112.690, 7.003
Sun Jul  2 23:55:12 EDT 2017, 0.190, 133, 20, 3, 23, 542, 15, 25, 25, 41, 98.590, 6.160
Sun Jul  2 23:55:17 EDT 2017, 0.690, 153, 25, 7, 12, 392, 5, 45, 10, 21, 4.893, 1.690
Sun Jul  2 23:55:17 EDT 2017, 0.940, 123, 27, 5, 18, 467, 1, 15, 18, 11, 0.207, 0.203
Sun Jul  2 23:55:38 EDT 2017, 0.440, 143, 22, 9, 29, 317, 10, 35, 3, 31, 20.433, 2.673
Sun Jul  2 23:56:06 EDT 2017, 0.320, 128, 26, 2, 15, 355, 17, 40, 29, 16, 27.823, 2.480
Sun Jul  2 23:56:16 EDT 2017, 0.820, 148, 21, 6, 26, 505, 8, 20, 14, 36, 9.937, 2.353
Sun Jul  2 23:56:22 EDT 2017, 0.570, 138, 23, 4, 20, 430, 3, 30, 22, 46, 5.287, 2.013
Sun Jul  2 23:56:24 EDT 2017, 0.070, 158, 28, 8, 9, 580, 12, 10, 7, 26, 2.680, 1.180
Sun Jul  2 23:56:33 EDT 2017, 0.100, 139, 25, 9, 17, 495, 7, 21, 4, 38, 8.210, 2.123
Sun Jul  2 23:57:06 EDT 2017, 0.600, 159, 20, 5, 28, 345, 17, 41, 19, 18, 32.697, 3.003
Sun Jul  2 23:57:11 EDT 2017, 0.850, 129, 22, 7, 22, 570, 12, 11, 11, 28, 5.160, 1.633
Sun Jul  2 23:57:14 EDT 2017, 0.350, 149, 27, 3, 11, 420, 2, 31, 26, 48, 2.537, 1.490
Sun Jul  2 23:57:37 EDT 2017, 0.480, 124, 21, 8, 20, 383, 9, 46, 0, 23, 23.377, 2.907
Sun Jul  2 23:59:56 EDT 2017, 0.980, 144, 26, 4, 9, 533, 19, 26, 15, 43, 137.557, 7.143
Mon Jul  3 00:00:41 EDT 2017, 0.730, 134, 29, 6, 14, 308, 14, 36, 8, 33, 44.597, 3.510
Mon Jul  3 00:00:42 EDT 2017, 0.230, 154, 24, 2, 25, 458, 5, 16, 23, 13, 0.580, 0.580
Mon Jul  3 00:01:01 EDT 2017, 0.160, 127, 28, 4, 29, 477, 6, 38, 2, 35, 18.990, 3.247
Mon Jul  3 00:01:04 EDT 2017, 0.660, 147, 23, 8, 18, 327, 15, 18, 17, 15, 2.970, 1.047
Mon Jul  3 00:02:21 EDT 2017, 0.910, 137, 20, 2, 13, 552, 11, 48, 10, 25, 75.817, 5.993
Mon Jul  3 00:02:22 EDT 2017, 0.410, 157, 25, 6, 24, 402, 1, 28, 25, 45, 0.827, 0.823
Mon Jul  3 00:02:23 EDT 2017, 0.290, 132, 24, 5, 10, 439, 8, 13, 6, 20, 1.550, 0.977
Mon Jul  3 00:04:52 EDT 2017, 0.790, 152, 29, 9, 21, 589, 18, 33, 21, 40, 147.427, 7.637
Mon Jul  3 00:05:11 EDT 2017, 0.540, 122, 27, 3, 26, 364, 13, 23, 13, 30, 19.090, 2.497
Mon Jul  3 00:05:12 EDT 2017, 0.040, 142, 22, 7, 15, 514, 4, 43, 28, 10, 1.253, 0.957
Mon Jul  3 00:05:36 EDT 2017, 0.050, 130, 27, 2, 20, 406, 12, 19, 14, 42, 23.690, 2.827
Mon Jul  3 00:05:38 EDT 2017, 0.550, 150, 22, 6, 9, 556, 2, 39, 29, 22, 1.523, 1.337
Mon Jul  3 00:05:40 EDT 2017, 0.800, 120, 20, 4, 14, 331, 7, 29, 6, 12, 1.993, 0.947
Mon Jul  3 00:08:29 EDT 2017, 0.300, 140, 25, 8, 25, 481, 16, 49, 21, 32, 167.973, 8.070
Mon Jul  3 00:08:53 EDT 2017, 0.430, 125, 24, 3, 17, 519, 14, 34, 10, 17, 24.083, 3.060
Mon Jul  3 00:08:55 EDT 2017, 0.930, 145, 29, 7, 28, 369, 4, 14, 25, 37, 1.213, 0.890
