# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 120 160', '--callIntervalMean 20 30', '--callDurationMean 2 10', '--maxChannels 8 30', '--simEndTime 300 600', '--portables 1 20', '--rows 10 50', '--granularity 0 30', '--cols 10 50', 2tLadderQ_timing_secs, fibHeap_timing_secs
Sun Jul  2 22:34:09 EDT 2017, 0.920, 150, 24, 6, 14, 446, 4, 23, 14, 31, 2.217, 1.220
Sun Jul  2 22:35:09 EDT 2017, 0.670, 120, 21, 4, 8, 521, 9, 33, 22, 41, 59.403, 5.017
Sun Jul  2 22:35:13 EDT 2017, 0.170, 140, 26, 8, 19, 371, 19, 13, 7, 21, 4.677, 1.180
Sun Jul  2 22:36:00 EDT 2017, 0.230, 138, 21, 6, 23, 352, 10, 31, 27, 48, 46.517, 3.940
Sun Jul  2 22:36:00 EDT 2017, 0.730, 158, 26, 2, 12, 502, 1, 11, 12, 28, 0.190, 0.267
Sun Jul  2 22:36:05 EDT 2017, 0.980, 128, 28, 8, 18, 427, 6, 41, 20, 18, 4.553, 1.600
Sun Jul  2 22:36:51 EDT 2017, 0.480, 148, 23, 4, 29, 577, 15, 21, 5, 38, 45.587, 4.217
Sun Jul  2 22:36:54 EDT 2017, 0.360, 123, 27, 7, 15, 540, 13, 16, 23, 13, 2.287, 0.960
Sun Jul  2 22:36:57 EDT 2017, 0.860, 143, 22, 3, 26, 390, 3, 36, 8, 33, 3.447, 1.513
Sun Jul  2 22:37:17 EDT 2017, 0.610, 133, 24, 9, 21, 465, 8, 26, 16, 43, 19.873, 2.957
Sun Jul  2 22:38:04 EDT 2017, 0.110, 153, 29, 5, 10, 315, 17, 46, 1, 23, 45.827, 3.073
Sun Jul  2 22:38:07 EDT 2017, 0.070, 134, 25, 4, 16, 380, 3, 35, 2, 32, 2.933, 1.410
Sun Jul  2 22:38:08 EDT 2017, 0.570, 154, 20, 8, 27, 530, 12, 15, 17, 12, 1.510, 0.940
Sun Jul  2 22:39:14 EDT 2017, 0.820, 124, 23, 2, 21, 305, 17, 45, 9, 22, 65.393, 3.723
Sun Jul  2 22:39:26 EDT 2017, 0.320, 144, 28, 6, 10, 455, 7, 25, 24, 42, 12.090, 2.593
Sun Jul  2 22:39:27 EDT 2017, 0.450, 129, 22, 5, 19, 493, 5, 10, 6, 27, 0.797, 0.743
Sun Jul  2 22:40:27 EDT 2017, 0.950, 149, 27, 9, 8, 343, 14, 30, 21, 47, 59.133, 4.003
Sun Jul  2 22:41:25 EDT 2017, 0.700, 139, 29, 3, 13, 568, 19, 20, 13, 37, 57.670, 4.550
Sun Jul  2 22:41:34 EDT 2017, 0.200, 159, 24, 7, 24, 418, 10, 40, 28, 17, 8.890, 2.057
Sun Jul  2 22:41:35 EDT 2017, 0.140, 121, 27, 9, 28, 436, 1, 22, 4, 34, 0.457, 0.600
Sun Jul  2 22:41:49 EDT 2017, 0.640, 141, 22, 5, 17, 586, 11, 42, 19, 14, 14.560, 2.723
Sun Jul  2 22:41:54 EDT 2017, 0.890, 131, 20, 7, 12, 361, 16, 12, 11, 24, 5.020, 1.343
Sun Jul  2 22:42:15 EDT 2017, 0.390, 151, 25, 3, 23, 511, 6, 32, 26, 44, 19.813, 3.543
Sun Jul  2 22:42:23 EDT 2017, 0.260, 136, 24, 8, 9, 474, 4, 47, 0, 29, 7.933, 2.273
Sun Jul  2 22:43:05 EDT 2017, 0.760, 156, 29, 4, 20, 324, 13, 27, 15, 49, 41.883, 3.407
Sun Jul  2 22:46:46 EDT 2017, 0.510, 126, 26, 6, 25, 549, 18, 37, 7, 39, 221.383, 8.573
Sun Jul  2 22:46:49 EDT 2017, 0.010, 146, 21, 2, 14, 399, 8, 17, 22, 19, 2.073, 1.090
Sun Jul  2 22:47:35 EDT 2017, 0.020, 120, 26, 5, 22, 420, 14, 25, 13, 38, 46.353, 3.577
Sun Jul  2 22:47:39 EDT 2017, 0.520, 140, 21, 9, 11, 570, 4, 45, 28, 18, 3.680, 1.693
Sun Jul  2 22:47:43 EDT 2017, 0.770, 130, 23, 3, 17, 345, 9, 15, 5, 28, 3.557, 1.220
Sun Jul  2 22:51:12 EDT 2017, 0.270, 150, 28, 7, 28, 495, 18, 35, 20, 48, 208.540, 8.147
Sun Jul  2 22:51:45 EDT 2017, 0.390, 135, 20, 4, 14, 458, 11, 40, 9, 23, 32.047, 3.703
Sun Jul  2 22:51:45 EDT 2017, 0.890, 155, 25, 8, 25, 308, 2, 20, 24, 43, 0.800, 0.710
Sun Jul  2 22:52:02 EDT 2017, 0.640, 125, 27, 2, 19, 533, 7, 30, 2, 33, 16.297, 2.893
Sun Jul  2 22:52:04 EDT 2017, 0.140, 145, 22, 6, 8, 383, 16, 10, 17, 13, 1.537, 0.720
Sun Jul  2 22:52:42 EDT 2017, 0.210, 133, 29, 8, 13, 401, 12, 33, 7, 35, 37.853, 3.387
Sun Jul  2 22:52:42 EDT 2017, 0.710, 153, 24, 4, 24, 551, 3, 13, 22, 15, 0.337, 0.470
Sun Jul  2 22:52:59 EDT 2017, 0.960, 123, 21, 6, 29, 326, 8, 43, 0, 25, 16.690, 2.430
Sun Jul  2 22:54:22 EDT 2017, 0.460, 143, 26, 2, 18, 476, 17, 23, 15, 45, 82.833, 5.090
Sun Jul  2 22:54:26 EDT 2017, 0.330, 128, 23, 9, 26, 514, 10, 18, 11, 20, 3.813, 1.320
Sun Jul  2 22:54:27 EDT 2017, 0.830, 148, 28, 5, 15, 364, 1, 38, 26, 40, 0.900, 0.873
Sun Jul  2 22:54:33 EDT 2017, 0.580, 138, 25, 7, 10, 589, 5, 28, 3, 30, 5.700, 1.950
Sun Jul  2 22:54:47 EDT 2017, 0.080, 158, 20, 3, 21, 439, 15, 48, 18, 10, 13.430, 2.187
Sun Jul  2 22:55:04 EDT 2017, 0.110, 139, 24, 2, 27, 373, 5, 39, 21, 44, 17.370, 2.900
Sun Jul  2 22:55:13 EDT 2017, 0.610, 159, 29, 6, 16, 523, 14, 19, 6, 24, 8.750, 1.850
Sun Jul  2 22:55:57 EDT 2017, 0.860, 129, 27, 4, 10, 448, 19, 49, 29, 14, 43.310, 3.383
Sun Jul  2 22:56:27 EDT 2017, 0.360, 149, 22, 8, 21, 598, 10, 29, 14, 34, 30.310, 4.080
Sun Jul  2 22:56:28 EDT 2017, 0.490, 124, 28, 3, 8, 561, 2, 14, 18, 19, 0.360, 0.380
Sun Jul  2 22:57:24 EDT 2017, 0.990, 144, 23, 7, 19, 411, 12, 34, 3, 39, 55.240, 4.473
Sun Jul  2 22:59:37 EDT 2017, 0.740, 134, 20, 5, 24, 486, 17, 24, 25, 49, 133.580, 6.343
Sun Jul  2 22:59:50 EDT 2017, 0.240, 154, 25, 9, 13, 336, 7, 44, 10, 29, 12.250, 2.213
Sun Jul  2 22:59:53 EDT 2017, 0.180, 127, 21, 7, 17, 317, 4, 22, 16, 42, 3.183, 1.283
Sun Jul  2 23:00:30 EDT 2017, 0.680, 147, 26, 3, 28, 467, 13, 42, 1, 22, 36.233, 3.500
Sun Jul  2 23:00:31 EDT 2017, 0.930, 137, 29, 9, 23, 392, 18, 12, 23, 12, 1.217, 0.647
Sun Jul  2 23:00:50 EDT 2017, 0.430, 157, 24, 5, 12, 542, 8, 32, 8, 32, 18.537, 3.183
Sun Jul  2 23:00:51 EDT 2017, 0.300, 132, 25, 6, 20, 579, 1, 47, 19, 17, 0.667, 0.843
Sun Jul  2 23:01:26 EDT 2017, 0.800, 152, 20, 2, 9, 429, 11, 27, 4, 37, 35.167, 3.860
Sun Jul  2 23:05:18 EDT 2017, 0.550, 122, 22, 8, 15, 504, 15, 37, 27, 47, 231.160, 8.753
Sun Jul  2 23:05:20 EDT 2017, 0.050, 142, 27, 4, 26, 354, 6, 17, 12, 27, 1.660, 0.983
Sun Jul  2 23:10:18 EDT 2017, 0.040, 130, 22, 9, 10, 528, 19, 41, 26, 39, 297.143, 9.373
Sun Jul  2 23:10:21 EDT 2017, 0.540, 150, 27, 5, 21, 378, 9, 21, 11, 19, 2.703, 1.123
Sun Jul  2 23:10:24 EDT 2017, 0.790, 120, 29, 7, 27, 453, 4, 31, 19, 29, 3.470, 1.317
Sun Jul  2 23:10:35 EDT 2017, 0.290, 140, 24, 3, 16, 303, 14, 11, 4, 49, 10.443, 1.713
Sun Jul  2 23:10:53 EDT 2017, 0.410, 125, 26, 8, 29, 340, 16, 26, 23, 24, 18.343, 2.103
Sun Jul  2 23:11:56 EDT 2017, 0.910, 145, 21, 4, 18, 490, 7, 46, 8, 44, 61.820, 5.913
Sun Jul  2 23:11:56 EDT 2017, 0.660, 135, 23, 6, 13, 415, 2, 16, 15, 34, 0.530, 0.617
Sun Jul  2 23:12:06 EDT 2017, 0.160, 155, 28, 2, 24, 565, 12, 36, 0, 14, 9.930, 2.320
Sun Jul  2 23:13:05 EDT 2017, 0.220, 122, 24, 4, 20, 584, 18, 19, 25, 36, 58.337, 4.513
Sun Jul  2 23:13:11 EDT 2017, 0.720, 142, 29, 8, 9, 434, 8, 39, 10, 16, 5.487, 1.947
Sun Jul  2 23:13:13 EDT 2017, 0.970, 132, 26, 2, 14, 509, 3, 29, 17, 26, 1.957, 1.303
Sun Jul  2 23:16:17 EDT 2017, 0.470, 152, 21, 6, 25, 359, 13, 49, 2, 46, 182.863, 7.283
Sun Jul  2 23:16:36 EDT 2017, 0.350, 137, 27, 5, 17, 322, 15, 34, 28, 21, 19.060, 2.260
Sun Jul  2 23:16:39 EDT 2017, 0.850, 157, 22, 9, 28, 472, 6, 14, 13, 41, 2.950, 1.430
Sun Jul  2 23:16:40 EDT 2017, 0.600, 127, 20, 3, 23, 397, 1, 44, 21, 31, 1.130, 1.037
Sun Jul  2 23:16:42 EDT 2017, 0.100, 147, 25, 7, 12, 547, 10, 24, 6, 11, 2.013, 0.967
Sun Jul  2 23:16:49 EDT 2017, 0.070, 129, 28, 6, 15, 481, 10, 12, 5, 42, 6.833, 1.810
Sun Jul  2 23:17:25 EDT 2017, 0.570, 149, 23, 2, 26, 331, 19, 32, 20, 22, 35.813, 2.940
Sun Jul  2 23:17:30 EDT 2017, 0.820, 139, 21, 8, 20, 556, 15, 22, 12, 12, 4.930, 1.543
Sun Jul  2 23:17:39 EDT 2017, 0.320, 159, 26, 4, 9, 406, 5, 42, 27, 32, 8.840, 2.187
Sun Jul  2 23:17:45 EDT 2017, 0.440, 134, 22, 7, 23, 443, 7, 37, 1, 17, 5.410, 1.753
Sun Jul  2 23:18:18 EDT 2017, 0.940, 154, 27, 3, 12, 593, 17, 17, 16, 37, 32.730, 3.777
Sun Jul  2 23:20:53 EDT 2017, 0.690, 124, 25, 9, 18, 368, 12, 47, 9, 47, 155.290, 6.293
Sun Jul  2 23:20:55 EDT 2017, 0.190, 144, 20, 5, 29, 518, 3, 27, 24, 27, 2.037, 1.417
Sun Jul  2 23:22:12 EDT 2017, 0.130, 136, 27, 3, 25, 500, 9, 45, 3, 40, 76.217, 5.830
Sun Jul  2 23:22:26 EDT 2017, 0.630, 156, 22, 7, 14, 350, 18, 25, 18, 20, 13.670, 1.973
Sun Jul  2 23:22:33 EDT 2017, 0.880, 126, 24, 5, 8, 575, 13, 35, 11, 10, 7.213, 1.670
Sun Jul  2 23:22:34 EDT 2017, 0.380, 146, 29, 9, 19, 425, 4, 15, 26, 30, 0.907, 0.707
Sun Jul  2 23:22:36 EDT 2017, 0.250, 121, 20, 2, 11, 387, 6, 20, 7, 15, 1.460, 0.953
Sun Jul  2 23:25:04 EDT 2017, 0.750, 141, 25, 6, 22, 537, 16, 40, 22, 35, 147.713, 7.133
Sun Jul  2 23:25:08 EDT 2017, 0.500, 131, 28, 4, 27, 312, 11, 10, 14, 45, 4.357, 1.260
Sun Jul  2 23:25:09 EDT 2017, 0.000, 151, 23, 8, 16, 462, 2, 30, 29, 25, 0.810, 0.817
Sun Jul  2 23:26:08 EDT 2017, 0.010, 128, 21, 4, 28, 548, 12, 36, 28, 28, 57.890, 4.880
Sun Jul  2 23:26:09 EDT 2017, 0.510, 148, 26, 8, 17, 398, 3, 16, 13, 48, 1.340, 0.900
Sun Jul  2 23:27:01 EDT 2017, 0.760, 138, 28, 2, 11, 473, 8, 46, 21, 38, 52.080, 5.053
Sun Jul  2 23:27:11 EDT 2017, 0.260, 158, 23, 6, 22, 323, 17, 26, 6, 18, 9.590, 1.683
Sun Jul  2 23:27:14 EDT 2017, 0.380, 133, 27, 5, 8, 360, 10, 11, 24, 33, 2.890, 1.117
Sun Jul  2 23:27:15 EDT 2017, 0.880, 153, 22, 9, 19, 510, 1, 31, 9, 13, 0.293, 0.357
Sun Jul  2 23:27:17 EDT 2017, 0.630, 123, 24, 3, 25, 435, 5, 21, 17, 23, 2.147, 1.203
Sun Jul  2 23:30:29 EDT 2017, 0.130, 143, 29, 7, 14, 585, 15, 41, 2, 43, 191.380, 8.763
Sun Jul  2 23:30:51 EDT 2017, 0.200, 135, 22, 9, 18, 567, 14, 23, 23, 26, 21.527, 2.920
Sun Jul  2 23:31:04 EDT 2017, 0.700, 155, 27, 5, 29, 417, 4, 43, 8, 46, 12.583, 2.940
Sun Jul  2 23:31:09 EDT 2017, 0.950, 125, 25, 7, 24, 492, 9, 13, 15, 36, 5.123, 1.453
Sun Jul  2 23:31:29 EDT 2017, 0.450, 145, 20, 3, 13, 342, 18, 33, 0, 16, 20.077, 2.310
Sun Jul  2 23:32:15 EDT 2017, 0.320, 120, 29, 8, 21, 304, 11, 48, 26, 31, 45.853, 3.250
Sun Jul  2 23:32:16 EDT 2017, 0.820, 140, 24, 4, 10, 454, 2, 28, 11, 11, 0.360, 0.487
Sun Jul  2 23:32:22 EDT 2017, 0.570, 130, 21, 6, 15, 379, 6, 38, 19, 21, 6.020, 1.743
Sun Jul  2 23:33:01 EDT 2017, 0.070, 150, 26, 2, 26, 529, 16, 18, 4, 41, 38.590, 3.823
Sun Jul  2 23:33:02 EDT 2017, 0.100, 132, 27, 3, 22, 463, 4, 27, 7, 12, 0.907, 0.810
Sun Jul  2 23:34:06 EDT 2017, 0.600, 152, 22, 7, 11, 313, 13, 47, 22, 32, 63.500, 4.013
Sun Jul  2 23:35:12 EDT 2017, 0.850, 122, 20, 5, 16, 538, 18, 17, 14, 42, 65.723, 4.490
Sun Jul  2 23:35:20 EDT 2017, 0.350, 142, 25, 9, 27, 388, 8, 37, 29, 22, 8.387, 1.790
Sun Jul  2 23:35:22 EDT 2017, 0.480, 127, 23, 2, 13, 426, 1, 42, 3, 47, 1.770, 1.370
Sun Jul  2 23:35:33 EDT 2017, 0.980, 147, 28, 6, 24, 576, 11, 22, 18, 27, 11.263, 2.290
Sun Jul  2 23:35:46 EDT 2017, 0.730, 137, 26, 4, 19, 351, 15, 32, 10, 17, 12.413, 1.697
Sun Jul  2 23:35:48 EDT 2017, 0.230, 157, 21, 8, 8, 501, 6, 12, 25, 37, 2.303, 1.133
Sun Jul  2 23:35:50 EDT 2017, 0.160, 124, 25, 6, 12, 520, 5, 30, 1, 10, 0.977, 0.690
Sun Jul  2 23:35:55 EDT 2017, 0.660, 144, 20, 2, 23, 370, 14, 10, 16, 30, 4.677, 1.470
Sun Jul  2 23:41:26 EDT 2017, 0.910, 134, 23, 8, 28, 595, 19, 40, 9, 40, 330.190, 10.473
Sun Jul  2 23:41:29 EDT 2017, 0.410, 154, 28, 4, 17, 445, 9, 20, 24, 20, 3.067, 1.370
Sun Jul  2 23:41:30 EDT 2017, 0.290, 139, 22, 7, 26, 407, 2, 15, 5, 45, 0.647, 0.627
Sun Jul  2 23:41:58 EDT 2017, 0.790, 159, 27, 3, 15, 557, 12, 35, 20, 25, 28.613, 3.730
Sun Jul  2 23:42:05 EDT 2017, 0.540, 129, 29, 9, 9, 332, 17, 25, 12, 15, 6.267, 1.280
Sun Jul  2 23:42:37 EDT 2017, 0.040, 149, 24, 5, 20, 482, 7, 45, 27, 35, 31.660, 4.363
Sun Jul  2 23:42:42 EDT 2017, 0.060, 137, 25, 8, 16, 440, 17, 10, 11, 28, 5.160, 1.387
Sun Jul  2 23:43:30 EDT 2017, 0.560, 157, 20, 4, 27, 590, 8, 30, 26, 48, 47.163, 5.413
Sun Jul  2 23:43:31 EDT 2017, 0.810, 127, 22, 6, 21, 365, 3, 20, 3, 38, 1.593, 1.013
Sun Jul  2 23:43:55 EDT 2017, 0.310, 147, 27, 2, 10, 515, 13, 40, 18, 18, 23.890, 3.250
Sun Jul  2 23:45:28 EDT 2017, 0.430, 122, 21, 9, 24, 477, 15, 35, 7, 33, 91.633, 5.287
Sun Jul  2 23:45:28 EDT 2017, 0.930, 142, 26, 5, 13, 327, 6, 15, 22, 13, 0.483, 0.450
Sun Jul  2 23:45:29 EDT 2017, 0.680, 132, 29, 7, 18, 552, 1, 45, 0, 23, 0.807, 0.963
Sun Jul  2 23:45:55 EDT 2017, 0.180, 152, 24, 3, 29, 402, 10, 25, 15, 43, 25.667, 3.173
Sun Jul  2 23:47:52 EDT 2017, 0.240, 125, 28, 5, 25, 384, 19, 48, 9, 25, 116.640, 4.910
Sun Jul  2 23:48:27 EDT 2017, 0.740, 145, 23, 9, 14, 534, 9, 28, 24, 45, 34.797, 4.243
Sun Jul  2 23:48:34 EDT 2017, 0.990, 135, 20, 3, 9, 309, 4, 38, 1, 35, 6.597, 1.677
Sun Jul  2 23:48:37 EDT 2017, 0.490, 155, 25, 7, 20, 459, 14, 18, 16, 15, 3.420, 1.320
Sun Jul  2 23:49:15 EDT 2017, 0.370, 130, 24, 4, 12, 496, 16, 23, 13, 30, 37.067, 3.540
Sun Jul  2 23:49:17 EDT 2017, 0.870, 150, 29, 8, 23, 346, 7, 43, 28, 10, 1.707, 0.970
Sun Jul  2 23:49:17 EDT 2017, 0.620, 120, 27, 2, 28, 571, 2, 13, 5, 20, 0.473, 0.487
Sun Jul  2 23:50:20 EDT 2017, 0.120, 140, 22, 6, 17, 421, 12, 33, 20, 40, 62.607, 4.580
Sun Jul  2 23:50:28 EDT 2017, 0.090, 121, 23, 7, 10, 356, 9, 44, 19, 14, 7.297, 1.710
Sun Jul  2 23:51:24 EDT 2017, 0.590, 141, 28, 3, 21, 506, 18, 24, 4, 34, 56.187, 4.127
Sun Jul  2 23:52:49 EDT 2017, 0.840, 131, 26, 9, 26, 431, 13, 34, 27, 44, 84.843, 5.180
Sun Jul  2 23:52:51 EDT 2017, 0.340, 151, 21, 5, 15, 581, 4, 14, 12, 24, 1.400, 1.183
Sun Jul  2 23:53:11 EDT 2017, 0.460, 136, 29, 6, 29, 543, 6, 29, 16, 49, 19.727, 3.320
Sun Jul  2 23:55:09 EDT 2017, 0.960, 156, 24, 2, 18, 393, 16, 49, 1, 29, 117.530, 5.870
Sun Jul  2 23:55:14 EDT 2017, 0.710, 126, 22, 8, 12, 468, 11, 19, 23, 19, 4.723, 1.360
Sun Jul  2 23:55:15 EDT 2017, 0.210, 146, 27, 4, 23, 318, 1, 39, 8, 39, 0.910, 0.840
Sun Jul  2 23:55:17 EDT 2017, 0.150, 133, 20, 2, 19, 337, 10, 17, 17, 12, 1.380, 0.763
Sun Jul  2 23:57:17 EDT 2017, 0.650, 153, 25, 6, 8, 487, 19, 37, 2, 32, 119.547, 6.210
Sun Jul  2 23:58:21 EDT 2017, 0.900, 123, 28, 4, 14, 412, 14, 27, 25, 42, 63.870, 4.183
Sun Jul  2 23:58:30 EDT 2017, 0.400, 143, 23, 8, 25, 562, 5, 47, 10, 22, 8.173, 2.453
Sun Jul  2 23:59:11 EDT 2017, 0.270, 128, 26, 3, 16, 599, 7, 32, 21, 47, 41.657, 4.963
Sun Jul  2 23:59:19 EDT 2017, 0.770, 148, 21, 7, 27, 449, 17, 12, 6, 27, 7.223, 1.680
