# Timestamp, procs, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max
Sat Jan 14 09:08:31 EST 2017, 1, 1, 0.000, 1, 7.686, 0.268857, 7.49658, 7.87542, 7.13, 7.78, 7.82, 7.84, 7.85, 51702.4, 2.6533, 51700.5, 51704.3, 51700, 51700, 51704, 51704, 51708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1726031, 0, 1726031, 1726031, 1726031, 1726031, 1726031, 1726031, 1726031, 1957178, 0, 1957178, 1957178, 1957178, 1957178, 1957178, 1957178, 1957178
Sat Jan 14 09:14:44 EST 2017, 1, 2, 0.000, 1, 10.794, 0.0700286, 10.7447, 10.8433, 10.67, 10.74, 10.83, 10.87, 10.88, 53122, 2.68328, 53120.1, 53123.9, 53120, 53120, 53122, 53124, 53128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2588942, 0, 2588942, 2588942, 2588942, 2588942, 2588942, 2588942, 2588942, 3147054, 0, 3147054, 3147054, 3147054, 3147054, 3147054, 3147054, 3147054
Sat Jan 14 09:21:01 EST 2017, 1, 5, 0.000, 1, 14.501, 1.22895, 13.6351, 15.3669, 11.35, 14.44, 14.625, 15.58, 16.42, 55099.2, 2.4, 55097.5, 55100.9, 55096, 55096, 55100, 55100, 55104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3574350, 0, 3574350, 3574350, 3574350, 3574350, 3574350, 3574350, 3574350, 4570633, 0, 4570633, 4570633, 4570633, 4570633, 4570633, 4570633, 4570633
Sat Jan 14 09:27:08 EST 2017, 1, 10, 0.000, 1, 14.969, 0.600041, 14.5462, 15.3918, 14.01, 14.72, 15.23, 15.62, 15.69, 56054.8, 2.56125, 56053, 56056.6, 56052, 56052, 56056, 56056, 56060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3928216, 0, 3928216, 3928216, 3928216, 3928216, 3928216, 3928216, 3928216, 4946122, 0, 4946122, 4946122, 4946122, 4946122, 4946122, 4946122, 4946122
Sat Jan 14 09:32:21 EST 2017, 1, 1, 0.250, 1, 7.557, 0.0134536, 7.54752, 7.56648, 7.54, 7.55, 7.56, 7.57, 7.58, 47766.4, 2.6533, 47764.5, 47768.3, 47764, 47764, 47768, 47768, 47772, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1722846, 0, 1722846, 1722846, 1722846, 1722846, 1722846, 1722846, 1722846, 1957561, 0, 1957561, 1957561, 1957561, 1957561, 1957561, 1957561, 1957561
Sat Jan 14 09:38:33 EST 2017, 1, 2, 0.250, 1, 10.401, 0.190444, 10.2668, 10.5352, 10.12, 10.14, 10.505, 10.58, 10.64, 48242.4, 2.6533, 48240.5, 48244.3, 48240, 48240, 48244, 48244, 48248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2567155, 0, 2567155, 2567155, 2567155, 2567155, 2567155, 2567155, 2567155, 3146921, 0, 3146921, 3146921, 3146921, 3146921, 3146921, 3146921, 3146921
Sat Jan 14 09:44:45 EST 2017, 1, 5, 0.250, 1, 13.494, 0.363956, 13.2376, 13.7504, 12.76, 13.6, 13.69, 13.71, 13.72, 48848.4, 2.15407, 48846.9, 48849.9, 48844, 48848, 48848, 48852, 48852, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3434498, 0, 3434498, 3434498, 3434498, 3434498, 3434498, 3434498, 3434498, 4570728, 0, 4570728, 4570728, 4570728, 4570728, 4570728, 4570728, 4570728
Sat Jan 14 09:50:58 EST 2017, 1, 10, 0.250, 1, 14.171, 0.361482, 13.9163, 14.4257, 13.58, 13.78, 14.37, 14.5, 14.56, 49034.8, 2.56125, 49033, 49036.6, 49032, 49032, 49036, 49036, 49040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3648308, 0, 3648308, 3648308, 3648308, 3648308, 3648308, 3648308, 3648308, 4946123, 0, 4946123, 4946123, 4946123, 4946123, 4946123, 4946123, 4946123
Sat Jan 14 09:57:05 EST 2017, 1, 1, 0.000, 2, 12.108, 0.593545, 11.6898, 12.5262, 10.54, 12.34, 12.375, 12.45, 12.45, 52726, 2.68328, 52724.1, 52727.9, 52724, 52724, 52726, 52728, 52732, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2883007, 0, 2883007, 2883007, 2883007, 2883007, 2883007, 2883007, 2883007, 3915395, 0, 3915395, 3915395, 3915395, 3915395, 3915395, 3915395, 3915395
Sat Jan 14 10:02:33 EST 2017, 1, 2, 0.000, 2, 16.409, 0.387258, 16.1362, 16.6818, 15.88, 16.07, 16.58, 16.86, 16.95, 54874.8, 3.1241, 54872.6, 54877, 54872, 54872, 54876, 54880, 54880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3891614, 0, 3891614, 3891614, 3891614, 3891614, 3891614, 3891614, 3891614, 6296628, 0, 6296628, 6296628, 6296628, 6296628, 6296628, 6296628, 6296628
