# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, heap2tQ_timing_secs
Wed May 17 16:17:44 EDT 2017, 0.480, 4, 3, 0.220, 6, 1, 77, 522, 55, 7, 25, 82, 37.720, 37.940
Wed May 17 16:17:47 EDT 2017, 0.980, 9, 7, 0.720, 2, 6, 32, 372, 10, 17, 0, 37, 2.707, 2.470
Wed May 17 16:17:56 EDT 2017, 0.730, 2, 9, 0.470, 4, 4, 54, 597, 77, 12, 38, 15, 8.037, 9.017
Wed May 17 16:18:01 EDT 2017, 0.230, 7, 5, 0.970, 9, 8, 99, 447, 32, 2, 13, 60, 3.493, 5.150
Wed May 17 16:18:44 EDT 2017, 0.170, 4, 8, 0.650, 8, 8, 60, 578, 61, 13, 16, 77, 40.753, 41.730
Wed May 17 16:18:46 EDT 2017, 0.670, 8, 3, 0.150, 4, 3, 15, 428, 16, 4, 41, 32, 2.210, 2.533
Wed May 17 16:20:00 EDT 2017, 0.920, 2, 1, 0.900, 1, 5, 37, 503, 83, 8, 3, 54, 72.580, 52.133
Wed May 17 16:20:33 EDT 2017, 0.420, 6, 6, 0.400, 6, 1, 82, 353, 38, 18, 28, 99, 32.703, 26.567
Wed May 17 16:20:41 EDT 2017, 0.290, 3, 4, 0.530, 2, 2, 71, 390, 72, 6, 9, 20, 6.573, 7.300
Wed May 17 16:20:58 EDT 2017, 0.790, 7, 9, 0.030, 7, 7, 26, 540, 27, 16, 34, 65, 15.127, 16.150
Wed May 17 16:21:37 EDT 2017, 0.540, 5, 7, 0.780, 9, 4, 49, 315, 94, 11, 22, 88, 38.057, 39.597
Wed May 17 16:21:44 EDT 2017, 0.040, 9, 2, 0.280, 5, 9, 94, 465, 49, 1, 47, 43, 4.313, 5.913
Wed May 17 16:22:32 EDT 2017, 0.060, 2, 8, 0.890, 7, 1, 39, 423, 98, 17, 37, 61, 47.497, 43.947
Wed May 17 16:22:39 EDT 2017, 0.560, 7, 4, 0.390, 3, 5, 84, 573, 53, 8, 12, 16, 7.303, 7.263
Wed May 17 16:22:54 EDT 2017, 0.810, 4, 1, 0.640, 5, 3, 61, 348, 76, 3, 49, 39, 14.140, 14.720
Wed May 17 16:23:17 EDT 2017, 0.310, 9, 6, 0.140, 9, 8, 16, 498, 31, 12, 24, 84, 22.347, 22.093
Wed May 17 16:23:32 EDT 2017, 0.430, 3, 5, 0.760, 4, 9, 50, 536, 87, 5, 43, 27, 10.983, 13.857
Wed May 17 16:23:51 EDT 2017, 0.930, 8, 9, 0.260, 8, 4, 95, 386, 42, 15, 18, 72, 17.673, 18.923
Wed May 17 16:24:59 EDT 2017, 0.680, 1, 7, 0.510, 6, 6, 73, 461, 65, 19, 31, 95, 66.950, 54.877
Wed May 17 16:25:06 EDT 2017, 0.180, 6, 3, 0.010, 1, 2, 28, 311, 20, 10, 6, 50, 6.593, 5.720
Wed May 17 16:25:37 EDT 2017, 0.240, 4, 5, 0.320, 2, 2, 33, 480, 82, 16, 2, 33, 30.860, 26.147
Wed May 17 16:26:02 EDT 2017, 0.740, 8, 1, 0.820, 7, 7, 78, 330, 37, 6, 27, 78, 24.280, 19.703
Wed May 17 16:26:17 EDT 2017, 0.990, 2, 3, 0.070, 9, 5, 56, 555, 59, 2, 15, 56, 10.733, 14.913
Wed May 17 16:26:18 EDT 2017, 0.490, 6, 8, 0.570, 4, 9, 11, 405, 14, 11, 40, 11, 1.023, 1.130
Wed May 17 16:27:02 EDT 2017, 0.370, 1, 2, 0.450, 8, 8, 44, 367, 93, 4, 21, 89, 41.800, 42.983
Wed May 17 16:27:20 EDT 2017, 0.870, 5, 7, 0.950, 3, 4, 89, 517, 48, 13, 46, 44, 17.310, 17.133
Wed May 17 16:27:31 EDT 2017, 0.620, 3, 9, 0.200, 1, 6, 67, 442, 70, 18, 9, 22, 11.593, 11.177
Wed May 17 16:27:48 EDT 2017, 0.120, 7, 4, 0.700, 5, 1, 22, 592, 25, 9, 34, 67, 16.750, 15.923
Wed May 17 16:28:15 EDT 2017, 0.090, 3, 1, 0.540, 9, 4, 87, 508, 28, 14, 42, 36, 26.337, 16.360
Wed May 17 16:28:40 EDT 2017, 0.590, 8, 5, 0.040, 5, 8, 42, 358, 73, 5, 17, 81, 19.700, 24.390
Wed May 17 16:29:03 EDT 2017, 0.840, 1, 7, 0.790, 2, 2, 19, 583, 51, 9, 29, 58, 20.100, 22.647
Wed May 17 16:29:24 EDT 2017, 0.340, 5, 3, 0.290, 7, 6, 64, 433, 96, 19, 4, 13, 20.667, 14.793
Wed May 17 16:29:31 EDT 2017, 0.460, 2, 6, 0.670, 1, 7, 98, 320, 17, 7, 35, 92, 5.180, 6.193
Wed May 17 16:30:36 EDT 2017, 0.960, 6, 2, 0.170, 6, 3, 53, 470, 62, 16, 10, 47, 65.003, 40.543
Wed May 17 16:30:44 EDT 2017, 0.710, 4, 4, 0.920, 8, 9, 30, 395, 39, 12, 48, 25, 8.147, 7.150
Wed May 17 16:31:01 EDT 2017, 0.210, 9, 8, 0.420, 3, 5, 75, 545, 84, 2, 23, 70, 10.000, 15.637
Wed May 17 16:31:08 EDT 2017, 0.150, 1, 3, 0.230, 4, 4, 81, 376, 11, 13, 20, 64, 7.110, 5.443
Wed May 17 16:31:11 EDT 2017, 0.650, 6, 8, 0.730, 8, 9, 36, 526, 56, 3, 45, 19, 2.240, 3.387
Wed May 17 16:31:18 EDT 2017, 0.900, 4, 6, 0.480, 6, 2, 13, 301, 34, 8, 7, 42, 5.010, 5.827
Wed May 17 16:43:45 EDT 2017, 0.400, 8, 1, 0.980, 2, 7, 58, 451, 79, 18, 32, 87, 461.520, 740.327
Wed May 17 16:43:48 EDT 2017, 0.270, 5, 9, 0.110, 5, 6, 92, 564, 23, 6, 1, 30, 2.487, 3.440
Wed May 17 16:44:39 EDT 2017, 0.770, 9, 5, 0.610, 1, 1, 47, 414, 68, 15, 26, 75, 49.533, 39.947
Wed May 17 16:45:45 EDT 2017, 0.520, 3, 2, 0.360, 3, 8, 25, 489, 45, 10, 13, 98, 66.353, 48.043
Wed May 17 16:45:51 EDT 2017, 0.020, 7, 7, 0.860, 7, 3, 70, 339, 90, 1, 38, 53, 3.470, 5.200
Wed May 17 16:46:04 EDT 2017, 0.020, 1, 2, 0.740, 2, 5, 49, 440, 40, 11, 7, 23, 12.433, 8.727
Wed May 17 16:46:15 EDT 2017, 0.520, 6, 7, 0.240, 7, 9, 94, 590, 85, 1, 32, 68, 6.843, 10.610
Wed May 17 16:46:21 EDT 2017, 0.770, 3, 9, 0.990, 9, 3, 72, 365, 18, 6, 19, 90, 4.113, 5.527
Wed May 17 16:46:57 EDT 2017, 0.270, 8, 5, 0.490, 5, 7, 27, 515, 63, 16, 44, 45, 35.883, 29.883
Wed May 17 16:47:20 EDT 2017, 0.390, 5, 6, 0.610, 8, 6, 38, 552, 51, 9, 13, 56, 20.747, 22.753
Wed May 17 16:47:49 EDT 2017, 0.890, 9, 1, 0.110, 4, 2, 83, 402, 96, 18, 38, 11, 28.370, 16.817
Wed May 17 16:48:00 EDT 2017, 0.640, 2, 4, 0.860, 1, 8, 61, 477, 29, 13, 1, 34, 10.613, 8.943
Wed May 17 16:48:16 EDT 2017, 0.140, 7, 8, 0.360, 6, 4, 16, 327, 74, 4, 26, 79, 10.950, 15.210
Wed May 17 16:49:02 EDT 2017, 0.200, 3, 4, 0.050, 6, 3, 44, 458, 46, 12, 29, 96, 45.470, 38.290
Wed May 17 16:49:11 EDT 2017, 0.700, 7, 9, 0.550, 2, 8, 89, 308, 91, 3, 4, 51, 5.900, 8.597
Wed May 17 16:49:15 EDT 2017, 0.950, 1, 6, 0.300, 4, 1, 66, 533, 23, 7, 41, 28, 3.357, 3.930
Wed May 17 16:51:06 EDT 2017, 0.450, 5, 2, 0.800, 9, 5, 21, 383, 68, 17, 16, 73, 105.937, 69.077
Wed May 17 16:51:13 EDT 2017, 0.330, 2, 7, 0.180, 3, 7, 32, 346, 35, 10, 47, 39, 5.877, 6.543
Wed May 17 17:01:30 EDT 2017, 0.830, 6, 3, 0.680, 8, 2, 77, 496, 80, 19, 22, 84, 249.967, 477.387
Wed May 17 17:01:48 EDT 2017, 0.580, 4, 1, 0.430, 5, 9, 55, 421, 12, 14, 35, 62, 17.200, 10.857
Wed May 17 17:01:54 EDT 2017, 0.080, 8, 5, 0.930, 1, 4, 10, 571, 57, 5, 10, 17, 4.580, 5.727
Wed May 17 17:02:52 EDT 2017, 0.110, 4, 9, 0.830, 4, 2, 97, 505, 65, 17, 15, 98, 55.147, 55.597
Wed May 17 17:02:58 EDT 2017, 0.610, 9, 4, 0.330, 9, 6, 52, 355, 20, 8, 40, 53, 5.963, 5.907
Wed May 17 17:03:17 EDT 2017, 0.860, 2, 2, 0.580, 7, 4, 30, 580, 88, 3, 2, 31, 16.417, 18.720
Wed May 17 17:03:41 EDT 2017, 0.360, 7, 7, 0.080, 2, 9, 75, 430, 43, 13, 27, 76, 22.717, 22.807
Wed May 17 17:03:46 EDT 2017, 0.490, 1, 3, 0.960, 6, 7, 86, 318, 77, 1, 8, 42, 3.640, 5.237
Wed May 17 17:04:04 EDT 2017, 0.990, 5, 8, 0.460, 1, 3, 41, 468, 32, 10, 33, 87, 14.923, 17.217
Wed May 17 17:05:05 EDT 2017, 0.740, 3, 5, 0.710, 3, 5, 18, 393, 99, 15, 21, 65, 60.417, 50.587
Wed May 17 17:05:20 EDT 2017, 0.240, 8, 1, 0.210, 8, 1, 63, 543, 54, 6, 46, 20, 14.450, 11.400
Wed May 17 17:05:36 EDT 2017, 0.170, 3, 7, 0.390, 8, 1, 92, 412, 71, 19, 49, 25, 15.747, 13.783
Wed May 17 17:05:58 EDT 2017, 0.670, 7, 3, 0.890, 4, 6, 47, 562, 26, 9, 24, 70, 21.063, 19.083
Wed May 17 17:06:28 EDT 2017, 0.920, 5, 5, 0.140, 2, 4, 24, 337, 94, 4, 36, 93, 22.577, 29.647
Wed May 17 17:06:46 EDT 2017, 0.420, 9, 9, 0.640, 6, 8, 69, 487, 49, 14, 11, 48, 16.457, 17.483
Wed May 17 17:07:07 EDT 2017, 0.300, 4, 2, 0.270, 1, 9, 80, 599, 60, 2, 30, 59, 17.103, 20.543
Wed May 17 17:07:08 EDT 2017, 0.800, 8, 6, 0.770, 5, 5, 35, 449, 15, 12, 5, 14, 1.693, 1.647
Wed May 17 17:07:36 EDT 2017, 0.550, 1, 8, 0.020, 7, 7, 13, 524, 82, 16, 43, 37, 26.997, 26.207
Wed May 17 17:07:53 EDT 2017, 0.050, 6, 4, 0.520, 3, 2, 58, 374, 37, 7, 18, 82, 15.490, 16.687
Wed May 17 17:08:00 EDT 2017, 0.030, 4, 6, 0.160, 5, 8, 28, 557, 78, 10, 3, 10, 5.830, 6.060
Wed May 17 17:08:04 EDT 2017, 0.530, 8, 2, 0.660, 1, 4, 73, 407, 33, 1, 28, 55, 3.237, 4.480
Wed May 17 17:08:31 EDT 2017, 0.780, 1, 4, 0.410, 3, 6, 96, 482, 56, 5, 15, 77, 21.357, 25.747
Wed May 17 17:08:33 EDT 2017, 0.280, 6, 9, 0.910, 8, 1, 51, 332, 11, 15, 40, 32, 1.663, 1.793
Wed May 17 17:10:13 EDT 2017, 0.410, 2, 1, 0.040, 4, 3, 17, 444, 89, 8, 22, 66, 93.027, 77.210
Wed May 17 17:10:27 EDT 2017, 0.910, 7, 5, 0.540, 9, 7, 62, 594, 44, 17, 47, 21, 13.760, 11.253
Wed May 17 17:10:43 EDT 2017, 0.660, 5, 8, 0.290, 7, 5, 85, 369, 67, 12, 9, 44, 14.470, 15.843
Wed May 17 17:10:54 EDT 2017, 0.160, 9, 3, 0.790, 2, 9, 40, 519, 22, 3, 34, 89, 8.173, 10.547
Wed May 17 17:11:33 EDT 2017, 0.220, 1, 9, 0.600, 2, 9, 23, 351, 95, 11, 31, 83, 32.997, 37.823
Wed May 17 17:11:39 EDT 2017, 0.720, 5, 5, 0.100, 6, 4, 68, 501, 50, 2, 6, 38, 3.903, 5.647
Wed May 17 17:11:46 EDT 2017, 0.970, 3, 3, 0.850, 8, 6, 90, 426, 72, 6, 43, 16, 6.833, 6.977
Wed May 17 17:12:04 EDT 2017, 0.470, 8, 7, 0.350, 4, 2, 45, 576, 27, 16, 18, 61, 17.717, 16.440
Wed May 17 17:12:37 EDT 2017, 0.350, 4, 4, 0.720, 9, 1, 11, 463, 84, 9, 37, 49, 32.490, 31.487
Wed May 17 17:13:00 EDT 2017, 0.850, 9, 8, 0.220, 5, 5, 56, 313, 39, 18, 12, 94, 22.823, 21.333
Wed May 17 17:13:46 EDT 2017, 0.600, 2, 6, 0.970, 3, 3, 79, 538, 61, 14, 25, 72, 45.630, 41.630
Wed May 17 17:13:49 EDT 2017, 0.100, 6, 1, 0.470, 7, 8, 34, 388, 16, 4, 0, 27, 3.003, 2.597
Wed May 17 17:13:59 EDT 2017, 0.060, 2, 4, 0.250, 7, 5, 76, 304, 13, 18, 23, 86, 10.227, 7.827
Wed May 17 17:14:12 EDT 2017, 0.560, 7, 9, 0.750, 3, 1, 31, 454, 58, 8, 48, 41, 9.157, 11.977
Wed May 17 17:14:14 EDT 2017, 0.810, 4, 7, 0.000, 1, 7, 54, 379, 36, 4, 11, 18, 1.503, 2.003
Wed May 17 17:16:28 EDT 2017, 0.310, 9, 2, 0.500, 5, 3, 99, 529, 81, 13, 36, 63, 127.030, 104.630
Wed May 17 17:16:30 EDT 2017, 0.440, 3, 8, 0.380, 2, 4, 65, 491, 25, 1, 4, 52, 1.177, 1.640
Wed May 17 17:17:29 EDT 2017, 0.940, 8, 3, 0.880, 6, 8, 20, 341, 70, 11, 29, 97, 58.667, 48.167
Wed May 17 17:30:40 EDT 2017, 0.690, 1, 1, 0.130, 9, 2, 42, 566, 47, 15, 17, 75, 273.817, 666.173
Wed May 17 17:30:54 EDT 2017, 0.190, 6, 6, 0.630, 4, 6, 87, 416, 92, 6, 42, 30, 11.200, 13.710
Wed May 17 17:31:06 EDT 2017, 0.130, 5, 2, 0.940, 3, 7, 70, 585, 30, 19, 39, 13, 11.663, 7.123
Wed May 17 17:31:33 EDT 2017, 0.630, 9, 6, 0.440, 8, 2, 25, 435, 75, 9, 14, 58, 25.773, 27.220
Wed May 17 17:31:54 EDT 2017, 0.880, 3, 8, 0.690, 6, 9, 48, 510, 53, 5, 26, 80, 13.890, 19.787
Wed May 17 17:32:27 EDT 2017, 0.380, 7, 4, 0.190, 1, 4, 93, 360, 98, 14, 1, 35, 32.337, 25.327
Wed May 17 17:32:30 EDT 2017, 0.250, 2, 5, 0.820, 7, 3, 59, 397, 19, 2, 33, 69, 2.140, 3.020
Wed May 17 17:33:09 EDT 2017, 0.750, 6, 1, 0.320, 2, 8, 14, 547, 64, 12, 8, 24, 38.670, 25.253
Wed May 17 17:33:31 EDT 2017, 0.500, 4, 3, 0.570, 5, 1, 37, 322, 42, 17, 45, 46, 21.577, 15.580
Wed May 17 17:34:17 EDT 2017, 0.000, 8, 7, 0.070, 9, 6, 82, 472, 87, 7, 20, 91, 37.357, 45.703
Wed May 17 17:35:23 EDT 2017, 0.000, 4, 2, 0.780, 7, 2, 63, 566, 71, 8, 32, 65, 65.433, 51.157
Wed May 17 17:35:29 EDT 2017, 0.500, 8, 6, 0.280, 2, 7, 18, 416, 26, 18, 7, 20, 4.970, 4.187
Wed May 17 17:35:58 EDT 2017, 0.750, 2, 9, 0.530, 4, 4, 40, 491, 93, 13, 44, 42, 25.190, 28.547
Wed May 17 17:36:15 EDT 2017, 0.250, 6, 4, 0.030, 9, 9, 85, 341, 48, 4, 19, 87, 12.727, 16.203
Wed May 17 17:36:27 EDT 2017, 0.370, 3, 5, 0.910, 3, 8, 74, 378, 60, 11, 38, 31, 11.940, 11.737
Wed May 17 17:36:32 EDT 2017, 0.870, 7, 1, 0.410, 8, 3, 29, 528, 15, 1, 13, 76, 3.377, 4.690
Wed May 17 17:37:11 EDT 2017, 0.620, 5, 3, 0.660, 5, 6, 52, 303, 82, 6, 25, 99, 35.997, 37.860
Wed May 17 17:37:26 EDT 2017, 0.120, 9, 8, 0.160, 1, 1, 97, 453, 37, 16, 0, 54, 15.247, 14.840
Wed May 17 17:37:39 EDT 2017, 0.190, 1, 5, 0.470, 3, 1, 57, 322, 65, 10, 4, 37, 12.067, 11.987
Wed May 17 17:37:53 EDT 2017, 0.690, 6, 9, 0.970, 7, 5, 12, 472, 20, 19, 29, 82, 13.797, 13.640
Wed May 17 17:38:30 EDT 2017, 0.940, 3, 7, 0.220, 9, 3, 35, 397, 88, 14, 16, 59, 35.457, 35.300
Wed May 17 17:38:34 EDT 2017, 0.440, 8, 3, 0.720, 5, 7, 80, 547, 43, 5, 41, 14, 3.760, 4.140
Wed May 17 17:39:28 EDT 2017, 0.310, 4, 8, 0.350, 8, 8, 69, 509, 77, 12, 22, 93, 52.343, 53.693
Wed May 17 17:39:33 EDT 2017, 0.810, 9, 4, 0.850, 4, 4, 24, 359, 32, 3, 47, 48, 3.813, 4.940
Wed May 17 17:40:15 EDT 2017, 0.560, 2, 1, 0.100, 1, 6, 46, 584, 99, 7, 10, 26, 41.890, 31.920
Wed May 17 17:40:55 EDT 2017, 0.060, 7, 6, 0.600, 6, 2, 91, 434, 54, 17, 35, 71, 38.790, 32.457
Wed May 17 17:40:56 EDT 2017, 0.090, 2, 9, 0.630, 9, 4, 21, 369, 46, 1, 39, 34, 1.080, 1.433
Wed May 17 17:42:00 EDT 2017, 0.590, 6, 5, 0.130, 4, 9, 66, 519, 91, 10, 14, 79, 63.457, 62.290
Wed May 17 17:42:24 EDT 2017, 0.840, 4, 2, 0.880, 2, 2, 88, 444, 23, 15, 27, 56, 23.833, 15.217
Wed May 17 17:42:29 EDT 2017, 0.340, 9, 7, 0.380, 6, 6, 43, 594, 68, 5, 2, 11, 2.957, 4.067
Wed May 17 17:43:22 EDT 2017, 0.470, 3, 3, 0.500, 1, 5, 32, 481, 34, 17, 33, 90, 52.673, 37.037
Wed May 17 17:43:37 EDT 2017, 0.970, 8, 8, 0.000, 5, 1, 77, 331, 79, 8, 8, 45, 11.817, 14.373
Wed May 17 17:43:38 EDT 2017, 0.720, 1, 6, 0.750, 7, 8, 99, 556, 12, 3, 46, 23, 0.887, 1.180
Wed May 17 17:44:58 EDT 2017, 0.220, 5, 1, 0.250, 3, 3, 54, 406, 57, 13, 21, 68, 79.097, 49.540
Wed May 17 17:45:05 EDT 2017, 0.160, 5, 6, 0.060, 5, 4, 15, 538, 40, 2, 24, 62, 4.903, 7.167
Wed May 17 17:45:24 EDT 2017, 0.660, 9, 2, 0.560, 9, 8, 60, 388, 85, 11, 49, 17, 18.653, 13.020
Wed May 17 17:45:33 EDT 2017, 0.910, 2, 4, 0.310, 7, 1, 83, 463, 17, 16, 11, 40, 8.270, 6.480
Wed May 17 17:45:52 EDT 2017, 0.410, 7, 8, 0.810, 2, 6, 38, 313, 62, 7, 36, 85, 14.997, 18.683
Wed May 17 17:46:34 EDT 2017, 0.280, 1, 1, 0.190, 6, 7, 26, 425, 51, 19, 5, 28, 41.797, 23.537
Wed May 17 17:47:40 EDT 2017, 0.780, 6, 5, 0.690, 1, 3, 71, 575, 96, 9, 30, 73, 61.407, 63.060
Wed May 17 17:47:48 EDT 2017, 0.530, 4, 7, 0.440, 3, 9, 94, 350, 29, 4, 18, 96, 6.013, 8.210
Wed May 17 17:48:46 EDT 2017, 0.030, 8, 3, 0.940, 8, 5, 49, 500, 74, 14, 43, 51, 57.460, 45.040
Wed May 17 17:48:58 EDT 2017, 0.050, 1, 7, 0.360, 1, 6, 84, 392, 30, 8, 28, 75, 9.250, 11.113
Wed May 17 17:50:02 EDT 2017, 0.550, 6, 2, 0.860, 6, 1, 39, 542, 75, 18, 3, 30, 63.860, 38.100
Wed May 17 17:50:20 EDT 2017, 0.800, 4, 5, 0.110, 8, 8, 16, 317, 53, 13, 40, 52, 17.420, 16.307
Wed May 17 17:50:47 EDT 2017, 0.300, 8, 9, 0.610, 4, 3, 61, 467, 98, 3, 15, 97, 18.193, 26.797
Wed May 17 17:50:56 EDT 2017, 0.420, 5, 1, 0.490, 9, 5, 95, 580, 19, 11, 46, 19, 8.747, 5.757
Wed May 17 17:51:03 EDT 2017, 0.920, 9, 6, 0.990, 5, 9, 50, 430, 64, 1, 21, 64, 4.047, 6.043
Wed May 17 17:51:20 EDT 2017, 0.670, 3, 8, 0.240, 2, 2, 28, 505, 41, 6, 34, 86, 13.497, 17.540
Wed May 17 17:51:56 EDT 2017, 0.170, 7, 4, 0.740, 7, 7, 73, 355, 86, 15, 9, 41, 35.370, 27.153
Wed May 17 17:52:00 EDT 2017, 0.230, 3, 9, 0.920, 5, 6, 78, 523, 13, 9, 6, 47, 2.910, 3.593
Wed May 17 17:53:12 EDT 2017, 0.730, 8, 4, 0.420, 1, 2, 33, 373, 58, 19, 31, 92, 71.410, 47.193
Wed May 17 17:54:11 EDT 2017, 0.980, 1, 2, 0.670, 3, 9, 11, 598, 36, 14, 18, 69, 58.687, 39.677
Wed May 17 17:54:21 EDT 2017, 0.480, 5, 6, 0.170, 8, 4, 56, 448, 81, 5, 43, 24, 6.830, 8.977
Wed May 17 17:54:37 EDT 2017, 0.360, 2, 3, 0.800, 4, 3, 90, 336, 24, 12, 12, 80, 16.157, 13.243
Wed May 17 17:54:43 EDT 2017, 0.860, 7, 7, 0.300, 9, 7, 45, 486, 69, 2, 37, 35, 3.920, 5.830
Wed May 17 17:54:47 EDT 2017, 0.610, 4, 5, 0.550, 6, 1, 22, 411, 47, 7, 0, 13, 2.900, 3.220
Wed May 17 18:10:58 EDT 2017, 0.110, 9, 1, 0.050, 2, 5, 67, 561, 92, 16, 25, 58, 419.127, 965.963
Wed May 17 18:11:13 EDT 2017, 0.080, 4, 4, 0.210, 3, 8, 42, 477, 95, 2, 48, 44, 10.143, 14.250
Wed May 17 18:11:34 EDT 2017, 0.580, 9, 9, 0.710, 8, 3, 87, 327, 50, 11, 23, 89, 16.973, 19.990
Wed May 17 18:12:25 EDT 2017, 0.830, 2, 7, 0.460, 6, 5, 64, 552, 72, 16, 36, 66, 50.760, 46.123
Wed May 17 18:12:29 EDT 2017, 0.330, 6, 2, 0.960, 1, 1, 19, 402, 27, 6, 11, 21, 4.173, 3.460
Wed May 17 18:13:18 EDT 2017, 0.450, 1, 8, 0.080, 7, 2, 53, 364, 84, 18, 29, 78, 48.010, 42.397
Wed May 17 18:13:31 EDT 2017, 0.950, 5, 3, 0.580, 2, 7, 98, 514, 39, 9, 4, 33, 13.167, 11.820
Wed May 17 18:13:36 EDT 2017, 0.700, 3, 1, 0.330, 4, 4, 76, 439, 61, 4, 42, 10, 4.460, 3.943
Wed May 17 18:13:46 EDT 2017, 0.200, 7, 5, 0.830, 9, 9, 31, 589, 16, 13, 17, 55, 10.050, 9.077
Wed May 17 18:14:12 EDT 2017, 0.140, 2, 3, 0.520, 7, 9, 36, 420, 78, 3, 14, 72, 19.233, 24.893
Wed May 17 18:14:19 EDT 2017, 0.640, 7, 7, 0.020, 3, 5, 81, 570, 33, 12, 39, 27, 7.260, 7.317
Wed May 17 18:14:36 EDT 2017, 0.890, 5, 9, 0.770, 1, 7, 59, 345, 55, 17, 1, 49, 15.617, 15.690
Wed May 17 18:14:43 EDT 2017, 0.390, 9, 5, 0.270, 5, 3, 14, 495, 10, 8, 26, 94, 5.987, 6.427
Wed May 17 18:15:01 EDT 2017, 0.270, 3, 6, 0.640, 2, 2, 47, 533, 89, 19, 7, 16, 18.193, 14.833
Wed May 17 18:15:33 EDT 2017, 0.770, 8, 2, 0.140, 6, 6, 92, 383, 44, 10, 32, 61, 31.227, 23.133
Wed May 17 18:16:05 EDT 2017, 0.520, 1, 4, 0.890, 8, 4, 70, 458, 67, 5, 20, 83, 26.750, 31.427
Wed May 17 18:16:09 EDT 2017, 0.020, 6, 8, 0.390, 4, 8, 25, 308, 22, 15, 45, 38, 4.300, 4.257
Wed May 17 18:16:13 EDT 2017, 0.020, 3, 4, 0.030, 6, 9, 95, 395, 60, 4, 2, 15, 3.103, 3.787
Wed May 17 18:16:21 EDT 2017, 0.520, 7, 8, 0.530, 1, 4, 50, 545, 15, 14, 27, 60, 7.120, 7.250
Wed May 17 18:17:22 EDT 2017, 0.770, 5, 6, 0.280, 4, 7, 27, 320, 83, 19, 14, 82, 60.150, 46.327
Wed May 17 18:17:46 EDT 2017, 0.270, 9, 1, 0.780, 8, 2, 72, 470, 38, 9, 39, 37, 23.453, 16.733
Wed May 17 18:18:36 EDT 2017, 0.400, 4, 9, 0.150, 5, 1, 83, 582, 72, 16, 20, 71, 47.377, 48.380
Wed May 17 18:18:40 EDT 2017, 0.900, 8, 5, 0.650, 9, 6, 38, 432, 27, 7, 45, 26, 3.563, 4.027
Wed May 17 18:19:01 EDT 2017, 0.650, 1, 3, 0.400, 7, 3, 16, 507, 94, 2, 8, 49, 13.467, 19.367
Wed May 17 18:19:28 EDT 2017, 0.150, 6, 7, 0.900, 3, 8, 61, 357, 49, 12, 33, 94, 25.173, 25.930
Wed May 17 18:20:10 EDT 2017, 0.210, 4, 1, 0.710, 1, 8, 89, 488, 66, 3, 36, 88, 39.570, 41.147
Wed May 17 18:20:16 EDT 2017, 0.710, 9, 5, 0.210, 5, 4, 44, 338, 21, 13, 11, 43, 5.983, 5.550
Wed May 17 18:20:37 EDT 2017, 0.960, 2, 8, 0.960, 8, 6, 21, 563, 88, 18, 48, 21, 19.830, 18.463
Wed May 17 18:20:59 EDT 2017, 0.460, 6, 3, 0.460, 3, 2, 66, 413, 43, 8, 23, 66, 21.300, 19.763
Wed May 17 18:21:15 EDT 2017, 0.340, 1, 7, 0.590, 9, 3, 78, 301, 55, 15, 42, 54, 15.660, 15.063
Wed May 17 18:21:23 EDT 2017, 0.840, 5, 2, 0.090, 4, 7, 33, 451, 10, 6, 17, 99, 8.143, 7.303
Wed May 17 18:21:33 EDT 2017, 0.590, 3, 4, 0.840, 2, 5, 10, 376, 77, 1, 30, 77, 6.600, 9.827
Wed May 17 18:21:40 EDT 2017, 0.090, 8, 9, 0.340, 6, 9, 55, 526, 32, 10, 5, 32, 5.563, 6.537
Wed May 17 18:22:02 EDT 2017, 0.120, 3, 5, 0.430, 8, 7, 52, 460, 41, 7, 19, 85, 18.787, 21.673
Wed May 17 18:23:13 EDT 2017, 0.620, 7, 1, 0.930, 3, 2, 97, 310, 86, 17, 44, 40, 69.603, 40.357
Wed May 17 18:23:18 EDT 2017, 0.870, 1, 3, 0.180, 1, 9, 75, 535, 18, 12, 6, 18, 4.277, 3.420
Wed May 17 18:23:29 EDT 2017, 0.370, 5, 7, 0.680, 6, 5, 30, 385, 63, 3, 31, 63, 7.463, 10.483
Wed May 17 18:24:10 EDT 2017, 0.490, 2, 2, 0.310, 2, 4, 41, 348, 52, 15, 0, 52, 40.893, 25.833
Wed May 17 18:25:02 EDT 2017, 0.990, 6, 6, 0.810, 7, 8, 86, 498, 97, 5, 25, 97, 39.157, 50.620
Wed May 17 18:25:14 EDT 2017, 0.740, 4, 9, 0.060, 9, 1, 64, 423, 29, 10, 13, 74, 9.440, 11.520
Wed May 17 18:25:56 EDT 2017, 0.240, 8, 4, 0.560, 5, 6, 19, 573, 74, 19, 38, 29, 41.500, 30.153
Wed May 17 18:25:59 EDT 2017, 0.180, 1, 8, 0.870, 3, 5, 47, 441, 46, 6, 41, 12, 1.783, 2.433
