# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, fibHeap_timing_secs
Mon Jan  9 15:14:29 EST 2017, 6775, 0.260, 5, 0.450, 578, 81, 15, 47, 23, 80.317, 77.580
Mon Jan  9 15:14:51 EST 2017, 1825, 0.760, 9, 0.950, 428, 36, 6, 22, 68, 20.747, 18.430
Mon Jan  9 15:15:06 EST 2017, 2444, 0.200, 3, 0.640, 410, 42, 4, 44, 51, 14.943, 14.987
Mon Jan  9 15:18:36 EST 2017, 7394, 0.700, 7, 0.140, 560, 87, 14, 19, 96, 199.103, 175.773
Mon Jan  9 15:18:55 EST 2017, 9869, 0.450, 5, 0.890, 485, 20, 19, 32, 29, 19.133, 18.183
Mon Jan  9 15:19:08 EST 2017, 4919, 0.950, 1, 0.390, 335, 65, 9, 7, 74, 12.483, 12.547
Mon Jan  9 15:19:18 EST 2017, 3681, 0.320, 8, 0.520, 522, 76, 2, 13, 40, 8.373, 9.560
Mon Jan  9 15:20:08 EST 2017, 8631, 0.820, 4, 0.020, 372, 31, 12, 38, 85, 48.523, 45.787
Mon Jan  9 15:20:17 EST 2017, 6156, 0.070, 2, 0.770, 447, 98, 16, 0, 17, 8.637, 6.403
Mon Jan  9 15:21:03 EST 2017, 1206, 0.570, 6, 0.270, 597, 53, 7, 25, 62, 45.457, 44.513
Mon Jan  9 15:21:49 EST 2017, 897, 0.100, 8, 0.480, 456, 28, 13, 39, 59, 45.143, 42.890
Mon Jan  9 15:21:51 EST 2017, 5847, 0.600, 3, 0.980, 306, 73, 4, 14, 14, 2.677, 2.620
Mon Jan  9 15:22:15 EST 2017, 8322, 0.350, 1, 0.230, 381, 51, 9, 27, 82, 22.700, 23.030
Mon Jan  9 15:23:05 EST 2017, 3372, 0.850, 5, 0.730, 531, 96, 18, 2, 37, 46.437, 32.310
Mon Jan  9 15:24:26 EST 2017, 4610, 0.480, 4, 0.360, 419, 84, 11, 21, 71, 78.230, 71.813
Mon Jan  9 15:24:29 EST 2017, 9560, 0.980, 9, 0.860, 569, 39, 1, 46, 26, 3.403, 3.423
Mon Jan  9 15:25:06 EST 2017, 7085, 0.230, 6, 0.110, 494, 62, 6, 8, 93, 35.083, 32.980
Mon Jan  9 15:25:19 EST 2017, 2135, 0.730, 2, 0.610, 344, 17, 16, 33, 48, 11.920, 11.137
Mon Jan  9 15:25:26 EST 2017, 1516, 0.290, 6, 0.800, 325, 11, 14, 11, 76, 7.060, 6.193
Mon Jan  9 15:25:34 EST 2017, 6466, 0.790, 1, 0.300, 475, 56, 5, 36, 31, 7.933, 8.207
Mon Jan  9 15:26:31 EST 2017, 8941, 0.040, 4, 0.550, 550, 34, 10, 24, 99, 55.850, 50.900
Mon Jan  9 15:29:33 EST 2017, 3991, 0.540, 8, 0.050, 400, 79, 19, 49, 54, 180.597, 173.913
Mon Jan  9 15:31:50 EST 2017, 2753, 0.170, 3, 0.920, 588, 90, 12, 30, 65, 134.260, 120.677
Mon Jan  9 15:31:52 EST 2017, 7703, 0.670, 7, 0.420, 438, 45, 3, 5, 20, 2.000, 1.950
Mon Jan  9 15:33:11 EST 2017, 5228, 0.420, 9, 0.670, 363, 67, 7, 43, 88, 78.110, 77.027
Mon Jan  9 15:33:31 EST 2017, 278, 0.920, 5, 0.170, 513, 22, 17, 18, 43, 20.413, 18.633
Mon Jan  9 15:33:33 EST 2017, 356, 0.270, 9, 0.310, 393, 17, 1, 2, 93, 1.173, 1.463
Mon Jan  9 15:34:28 EST 2017, 5306, 0.770, 5, 0.810, 543, 62, 10, 27, 48, 54.977, 50.317
Mon Jan  9 15:35:08 EST 2017, 7781, 0.020, 3, 0.060, 468, 40, 15, 14, 70, 39.257, 34.613
Mon Jan  9 15:35:27 EST 2017, 2831, 0.520, 7, 0.560, 318, 85, 6, 39, 25, 19.033, 18.383
Mon Jan  9 15:36:18 EST 2017, 4068, 0.140, 4, 0.430, 506, 96, 3, 33, 81, 47.993, 50.210
Mon Jan  9 15:36:32 EST 2017, 9018, 0.640, 8, 0.930, 356, 51, 13, 8, 36, 14.157, 12.230
Mon Jan  9 15:39:34 EST 2017, 6543, 0.390, 6, 0.180, 431, 74, 18, 45, 59, 179.190, 168.923
Mon Jan  9 15:39:37 EST 2017, 1593, 0.890, 1, 0.680, 581, 29, 8, 20, 14, 2.377, 2.367
Mon Jan  9 15:39:50 EST 2017, 2212, 0.080, 7, 0.990, 562, 23, 2, 48, 87, 13.053, 13.283
Mon Jan  9 15:40:21 EST 2017, 7162, 0.580, 2, 0.490, 412, 68, 12, 23, 42, 30.413, 28.083
Mon Jan  9 15:41:24 EST 2017, 9637, 0.330, 4, 0.740, 337, 46, 16, 36, 64, 61.970, 57.460
Mon Jan  9 15:41:37 EST 2017, 4687, 0.830, 9, 0.240, 487, 91, 7, 11, 19, 12.780, 12.090
Mon Jan  9 15:41:58 EST 2017, 3449, 0.460, 1, 0.870, 374, 79, 5, 17, 98, 18.927, 20.760
Mon Jan  9 15:43:00 EST 2017, 8399, 0.960, 5, 0.370, 524, 34, 14, 42, 53, 61.460, 58.133
Mon Jan  9 15:44:29 EST 2017, 5924, 0.210, 8, 0.620, 599, 57, 19, 5, 76, 84.483, 61.793
Mon Jan  9 15:44:34 EST 2017, 974, 0.710, 3, 0.120, 449, 12, 9, 30, 31, 4.520, 4.320
Mon Jan  9 15:44:44 EST 2017, 1284, 0.240, 2, 0.150, 309, 37, 11, 41, 22, 8.650, 9.043
Mon Jan  9 15:45:00 EST 2017, 6234, 0.740, 6, 0.650, 459, 82, 2, 16, 67, 14.950, 16.140
Mon Jan  9 15:45:09 EST 2017, 8709, 0.490, 9, 0.400, 534, 15, 6, 28, 45, 7.977, 7.613
Mon Jan  9 15:45:59 EST 2017, 3759, 0.990, 4, 0.900, 384, 60, 16, 3, 90, 49.423, 31.577
Mon Jan  9 15:46:16 EST 2017, 4996, 0.360, 5, 0.020, 571, 71, 13, 22, 11, 16.767, 15.250
Mon Jan  9 15:46:22 EST 2017, 9946, 0.860, 1, 0.520, 421, 26, 4, 47, 56, 5.817, 5.950
Mon Jan  9 15:46:38 EST 2017, 7471, 0.110, 3, 0.270, 346, 93, 9, 9, 33, 15.653, 14.200
Mon Jan  9 15:49:03 EST 2017, 2521, 0.610, 7, 0.770, 496, 48, 18, 34, 78, 144.670, 129.543
Mon Jan  9 15:49:11 EST 2017, 1903, 0.430, 5, 0.590, 477, 54, 12, 6, 17, 7.917, 6.480
Mon Jan  9 15:49:40 EST 2017, 6853, 0.930, 9, 0.090, 327, 99, 3, 31, 62, 25.970, 27.973
Mon Jan  9 15:49:51 EST 2017, 9328, 0.180, 7, 0.840, 402, 32, 8, 19, 39, 10.953, 9.970
Mon Jan  9 15:53:28 EST 2017, 4378, 0.680, 2, 0.340, 552, 77, 17, 44, 84, 214.900, 198.730
Mon Jan  9 15:54:09 EST 2017, 3140, 0.050, 8, 0.710, 440, 65, 15, 25, 28, 39.277, 36.840
Mon Jan  9 15:54:13 EST 2017, 8090, 0.550, 3, 0.210, 590, 20, 5, 0, 73, 4.153, 3.870
Mon Jan  9 15:54:58 EST 2017, 5615, 0.300, 1, 0.960, 515, 88, 10, 38, 50, 44.043, 42.560
Mon Jan  9 15:56:03 EST 2017, 665, 0.800, 6, 0.460, 365, 43, 19, 13, 95, 63.967, 56.943
Mon Jan  9 15:56:46 EST 2017, 510, 0.000, 4, 0.850, 595, 72, 5, 32, 52, 40.680, 40.943
Mon Jan  9 15:57:21 EST 2017, 5460, 0.500, 8, 0.350, 445, 27, 15, 7, 97, 32.807, 26.267
Mon Jan  9 15:58:13 EST 2017, 7935, 0.250, 6, 0.600, 370, 95, 10, 45, 29, 51.253, 50.057
Mon Jan  9 15:58:19 EST 2017, 2985, 0.750, 2, 0.100, 520, 50, 1, 20, 74, 5.043, 6.153
Mon Jan  9 15:58:24 EST 2017, 4223, 0.380, 7, 0.980, 332, 39, 8, 1, 40, 4.567, 3.477
Mon Jan  9 16:01:31 EST 2017, 9173, 0.880, 3, 0.480, 482, 84, 17, 26, 85, 184.363, 157.287
Mon Jan  9 16:01:33 EST 2017, 6698, 0.130, 1, 0.730, 557, 16, 13, 13, 18, 2.080, 1.980
Mon Jan  9 16:01:56 EST 2017, 1748, 0.630, 5, 0.230, 407, 61, 3, 38, 63, 21.537, 22.720
Mon Jan  9 16:02:06 EST 2017, 2367, 0.320, 2, 0.410, 426, 55, 7, 16, 35, 10.027, 9.830
Mon Jan  9 16:02:40 EST 2017, 7317, 0.820, 7, 0.910, 576, 10, 16, 41, 80, 33.737, 32.257
Mon Jan  9 16:02:47 EST 2017, 9792, 0.070, 9, 0.160, 501, 78, 11, 4, 12, 7.163, 6.097
Mon Jan  9 16:02:52 EST 2017, 4842, 0.570, 4, 0.660, 351, 33, 2, 29, 57, 5.020, 5.217
Mon Jan  9 16:03:38 EST 2017, 3604, 0.190, 6, 0.290, 463, 44, 9, 48, 46, 45.227, 44.013
Mon Jan  9 16:04:46 EST 2017, 8554, 0.690, 1, 0.790, 313, 89, 18, 23, 91, 67.723, 61.280
Mon Jan  9 16:04:56 EST 2017, 6079, 0.440, 3, 0.040, 388, 22, 14, 35, 24, 9.650, 9.100
Mon Jan  9 16:05:18 EST 2017, 1129, 0.940, 8, 0.540, 538, 67, 4, 10, 69, 21.710, 22.117
Mon Jan  9 16:08:22 EST 2017, 820, 0.470, 7, 0.700, 510, 92, 16, 24, 71, 179.500, 159.307
Mon Jan  9 16:08:32 EST 2017, 5770, 0.970, 2, 0.200, 360, 47, 6, 49, 26, 10.017, 9.873
Mon Jan  9 16:08:42 EST 2017, 8245, 0.220, 5, 0.950, 435, 69, 1, 12, 94, 7.843, 9.113
Mon Jan  9 16:09:15 EST 2017, 3295, 0.720, 9, 0.450, 585, 24, 11, 37, 49, 33.363, 32.027
Mon Jan  9 16:09:29 EST 2017, 4532, 0.100, 1, 0.570, 398, 13, 18, 43, 60, 11.577, 12.037
Mon Jan  9 16:09:40 EST 2017, 9482, 0.600, 6, 0.070, 548, 58, 8, 18, 15, 10.380, 9.473
Mon Jan  9 16:10:03 EST 2017, 7007, 0.350, 8, 0.820, 473, 36, 4, 30, 83, 22.463, 22.333
Mon Jan  9 16:10:22 EST 2017, 2057, 0.850, 4, 0.320, 323, 81, 13, 5, 38, 19.160, 15.863
Mon Jan  9 16:12:05 EST 2017, 1439, 0.160, 9, 0.010, 342, 86, 17, 27, 55, 99.363, 92.287
Mon Jan  9 16:12:06 EST 2017, 6389, 0.660, 4, 0.510, 492, 41, 7, 2, 10, 1.563, 1.283
Mon Jan  9 16:12:28 EST 2017, 8864, 0.410, 2, 0.260, 567, 64, 2, 40, 77, 19.490, 21.130
Mon Jan  9 16:12:35 EST 2017, 3914, 0.910, 6, 0.760, 417, 19, 12, 15, 32, 7.077, 6.287
Mon Jan  9 16:13:08 EST 2017, 2676, 0.280, 3, 0.130, 529, 30, 19, 9, 66, 31.160, 26.797
Mon Jan  9 16:13:33 EST 2017, 7626, 0.780, 8, 0.630, 379, 75, 10, 34, 21, 25.147, 23.543
Mon Jan  9 16:13:55 EST 2017, 5151, 0.030, 5, 0.380, 304, 53, 5, 21, 88, 21.463, 21.017
Mon Jan  9 16:14:53 EST 2017, 201, 0.530, 1, 0.880, 454, 98, 14, 46, 43, 57.913, 57.450
Mon Jan  9 16:15:02 EST 2017, 240, 0.450, 3, 0.430, 317, 67, 2, 38, 46, 8.217, 8.640
Mon Jan  9 16:15:27 EST 2017, 5190, 0.950, 8, 0.930, 467, 22, 12, 13, 91, 24.643, 21.837
Mon Jan  9 16:16:30 EST 2017, 7665, 0.200, 5, 0.180, 542, 90, 16, 26, 24, 62.273, 56.540
Mon Jan  9 16:16:35 EST 2017, 2715, 0.700, 1, 0.680, 392, 45, 7, 1, 69, 5.313, 5.433
Mon Jan  9 16:16:45 EST 2017, 3952, 0.080, 9, 0.310, 579, 33, 5, 19, 35, 9.697, 9.143
Mon Jan  9 16:19:46 EST 2017, 8902, 0.580, 4, 0.810, 429, 78, 14, 44, 80, 178.970, 161.543
Mon Jan  9 16:19:47 EST 2017, 6427, 0.330, 2, 0.060, 354, 11, 19, 7, 13, 1.310, 1.233
Mon Jan  9 16:20:46 EST 2017, 1477, 0.830, 6, 0.560, 504, 56, 9, 32, 58, 58.523, 55.453
Mon Jan  9 16:20:48 EST 2017, 2096, 0.140, 1, 0.750, 486, 61, 1, 10, 41, 1.520, 1.737
Mon Jan  9 16:21:09 EST 2017, 7046, 0.640, 6, 0.250, 336, 16, 11, 35, 86, 21.443, 20.213
Mon Jan  9 16:21:38 EST 2017, 9521, 0.390, 8, 0.500, 411, 84, 15, 22, 18, 28.583, 26.167
Mon Jan  9 16:22:19 EST 2017, 4571, 0.890, 4, 0.000, 561, 39, 6, 47, 63, 40.263, 39.763
Mon Jan  9 16:22:33 EST 2017, 3333, 0.270, 7, 0.870, 448, 50, 3, 29, 52, 13.653, 13.507
Mon Jan  9 16:24:16 EST 2017, 8283, 0.770, 2, 0.370, 598, 95, 13, 4, 97, 91.040, 74.127
Mon Jan  9 16:24:51 EST 2017, 5808, 0.020, 5, 0.620, 523, 28, 18, 41, 30, 35.600, 33.247
Mon Jan  9 16:25:35 EST 2017, 858, 0.520, 9, 0.120, 373, 73, 8, 16, 75, 42.090, 42.077
Mon Jan  9 16:26:29 EST 2017, 1168, 0.050, 6, 0.090, 383, 98, 12, 5, 66, 51.720, 41.600
Mon Jan  9 16:26:34 EST 2017, 6118, 0.550, 2, 0.590, 533, 53, 3, 30, 21, 4.783, 4.810
Mon Jan  9 16:27:40 EST 2017, 8593, 0.300, 4, 0.340, 458, 75, 8, 18, 89, 66.150, 60.347
Mon Jan  9 16:28:20 EST 2017, 3643, 0.800, 8, 0.840, 308, 30, 17, 43, 44, 34.057, 34.870
Mon Jan  9 16:28:48 EST 2017, 4880, 0.420, 3, 0.220, 495, 19, 15, 37, 55, 27.273, 25.840
Mon Jan  9 16:28:50 EST 2017, 9830, 0.920, 7, 0.720, 345, 64, 5, 12, 10, 2.467, 2.343
Mon Jan  9 16:30:08 EST 2017, 7355, 0.170, 9, 0.470, 420, 42, 10, 49, 77, 77.460, 74.497
Mon Jan  9 16:31:43 EST 2017, 2405, 0.670, 5, 0.970, 570, 87, 19, 24, 32, 94.303, 81.960
Mon Jan  9 16:34:25 EST 2017, 1787, 0.360, 8, 0.650, 551, 81, 11, 46, 61, 161.200, 153.377
Mon Jan  9 16:34:26 EST 2017, 6737, 0.860, 3, 0.150, 401, 36, 2, 21, 16, 1.260, 1.343
Mon Jan  9 16:34:45 EST 2017, 9212, 0.110, 1, 0.900, 326, 59, 6, 33, 83, 17.467, 17.957
Mon Jan  9 16:34:51 EST 2017, 4262, 0.610, 6, 0.400, 476, 14, 16, 8, 38, 6.537, 5.790
Mon Jan  9 16:35:12 EST 2017, 3024, 0.230, 4, 0.530, 364, 25, 14, 15, 72, 19.913, 18.603
Mon Jan  9 16:35:32 EST 2017, 7974, 0.730, 9, 0.030, 514, 70, 4, 40, 27, 19.007, 19.270
Mon Jan  9 16:36:08 EST 2017, 5499, 0.480, 7, 0.780, 589, 47, 9, 2, 94, 35.307, 24.340
Mon Jan  9 16:37:34 EST 2017, 549, 0.980, 2, 0.280, 439, 92, 18, 27, 49, 84.813, 78.373
Mon Jan  9 16:37:46 EST 2017, 704, 0.190, 8, 0.890, 518, 12, 7, 20, 98, 11.970, 11.207
Mon Jan  9 16:39:26 EST 2017, 5654, 0.690, 4, 0.390, 368, 57, 16, 45, 53, 82.427, 86.517
Mon Jan  9 16:39:37 EST 2017, 8129, 0.440, 1, 0.640, 443, 35, 11, 8, 76, 10.937, 10.393
Mon Jan  9 16:39:51 EST 2017, 3179, 0.940, 6, 0.140, 593, 80, 2, 33, 31, 12.913, 13.837
Mon Jan  9 16:42:06 EST 2017, 4416, 0.310, 5, 0.760, 406, 91, 9, 39, 87, 135.150, 125.420
Mon Jan  9 16:42:57 EST 2017, 9366, 0.810, 9, 0.260, 556, 46, 19, 14, 42, 50.100, 43.203
Mon Jan  9 16:44:47 EST 2017, 6891, 0.060, 7, 0.510, 481, 68, 14, 26, 65, 109.350, 95.673
Mon Jan  9 16:44:48 EST 2017, 1941, 0.560, 3, 0.010, 331, 23, 4, 1, 20, 0.790, 0.777
Mon Jan  9 16:45:07 EST 2017, 2560, 0.370, 5, 0.320, 350, 29, 6, 30, 82, 18.640, 18.367
Mon Jan  9 16:45:22 EST 2017, 7510, 0.870, 1, 0.820, 500, 74, 15, 5, 37, 14.303, 12.340
Mon Jan  9 16:46:34 EST 2017, 9985, 0.120, 3, 0.070, 575, 52, 10, 42, 59, 70.967, 68.640
Mon Jan  9 16:46:36 EST 2017, 5035, 0.620, 8, 0.570, 425, 97, 1, 17, 14, 1.893, 2.027
Mon Jan  9 16:47:31 EST 2017, 3797, 0.000, 2, 0.450, 537, 85, 8, 11, 93, 54.410, 52.080
Mon Jan  9 16:48:24 EST 2017, 8747, 0.500, 7, 0.950, 387, 40, 17, 36, 48, 53.193, 49.407
Mon Jan  9 16:49:25 EST 2017, 6272, 0.250, 9, 0.200, 312, 63, 13, 23, 70, 60.770, 54.770
Mon Jan  9 16:49:29 EST 2017, 1322, 0.750, 4, 0.700, 462, 18, 3, 48, 25, 3.190, 3.167
Mon Jan  9 16:49:50 EST 2017, 1013, 0.280, 1, 0.540, 584, 43, 17, 34, 28, 20.530, 19.920
Mon Jan  9 16:50:32 EST 2017, 5963, 0.780, 5, 0.040, 434, 88, 7, 9, 73, 41.643, 37.370
Mon Jan  9 16:50:38 EST 2017, 8438, 0.030, 7, 0.790, 359, 21, 3, 47, 51, 6.420, 6.370
Mon Jan  9 16:52:25 EST 2017, 3488, 0.530, 3, 0.290, 509, 66, 12, 22, 96, 106.340, 94.670
Mon Jan  9 16:52:35 EST 2017, 4726, 0.160, 6, 0.670, 322, 77, 19, 3, 17, 10.263, 7.897
Mon Jan  9 16:52:59 EST 2017, 9676, 0.660, 2, 0.170, 472, 32, 10, 28, 62, 23.030, 22.327
