# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, fibHeap_timing_secs
Mon Jan  9 16:08:34 EST 2017, 8066, 0.670, 8, 0.710, 466, 85, 7, 36, 45, 55.697, 53.867
Mon Jan  9 16:08:40 EST 2017, 5591, 0.420, 6, 0.460, 541, 17, 3, 23, 68, 5.897, 6.013
Mon Jan  9 16:08:55 EST 2017, 641, 0.920, 1, 0.960, 391, 62, 12, 48, 23, 14.983, 14.700
Mon Jan  9 16:09:05 EST 2017, 486, 0.130, 9, 0.350, 452, 52, 3, 5, 69, 8.730, 9.707
Mon Jan  9 16:09:36 EST 2017, 5436, 0.630, 4, 0.850, 302, 97, 13, 30, 24, 30.413, 28.393
Mon Jan  9 16:10:10 EST 2017, 7911, 0.380, 2, 0.100, 377, 30, 17, 18, 92, 33.360, 29.923
Mon Jan  9 16:11:25 EST 2017, 2961, 0.880, 7, 0.600, 527, 75, 8, 43, 47, 74.077, 72.313
Mon Jan  9 16:11:33 EST 2017, 4199, 0.250, 3, 0.470, 414, 64, 1, 37, 58, 6.647, 7.387
Mon Jan  9 16:11:36 EST 2017, 9149, 0.750, 8, 0.970, 564, 19, 10, 12, 13, 2.693, 2.507
Mon Jan  9 16:16:27 EST 2017, 6674, 0.000, 5, 0.220, 489, 86, 15, 49, 81, 281.763, 260.270
Mon Jan  9 16:16:31 EST 2017, 1724, 0.500, 1, 0.720, 339, 41, 5, 24, 36, 3.750, 3.857
Mon Jan  9 16:16:47 EST 2017, 2342, 0.440, 7, 0.910, 321, 36, 4, 46, 64, 15.870, 15.457
Mon Jan  9 16:17:12 EST 2017, 7292, 0.940, 3, 0.410, 471, 81, 14, 21, 19, 24.297, 22.363
Mon Jan  9 16:17:54 EST 2017, 9767, 0.190, 5, 0.660, 546, 13, 18, 33, 86, 41.007, 38.847
Mon Jan  9 16:18:10 EST 2017, 4817, 0.690, 9, 0.160, 396, 58, 9, 8, 41, 16.113, 14.460
Mon Jan  9 16:18:24 EST 2017, 3580, 0.070, 2, 0.780, 583, 69, 2, 15, 75, 12.290, 13.533
Mon Jan  9 16:18:40 EST 2017, 8530, 0.570, 6, 0.280, 433, 24, 11, 40, 30, 15.677, 15.230
Mon Jan  9 16:20:10 EST 2017, 6055, 0.320, 8, 0.530, 358, 92, 16, 2, 97, 87.047, 54.700
Mon Jan  9 16:20:38 EST 2017, 1105, 0.820, 4, 0.030, 508, 47, 7, 27, 52, 27.940, 26.753
Mon Jan  9 16:20:57 EST 2017, 796, 0.350, 2, 0.190, 536, 21, 13, 38, 44, 18.900, 18.030
Mon Jan  9 16:21:21 EST 2017, 5746, 0.850, 7, 0.690, 386, 66, 4, 13, 89, 23.050, 22.817
Mon Jan  9 16:21:29 EST 2017, 8221, 0.100, 9, 0.440, 311, 44, 8, 26, 21, 8.060, 7.717
Mon Jan  9 16:22:41 EST 2017, 3271, 0.600, 5, 0.940, 461, 89, 18, 1, 66, 65.687, 39.187
Mon Jan  9 16:23:09 EST 2017, 4508, 0.220, 6, 0.070, 349, 78, 11, 19, 33, 26.787, 25.690
Mon Jan  9 16:23:12 EST 2017, 9458, 0.720, 1, 0.570, 499, 33, 1, 44, 78, 3.110, 3.463
Mon Jan  9 16:23:15 EST 2017, 6983, 0.470, 4, 0.320, 574, 55, 6, 7, 10, 2.783, 2.530
Mon Jan  9 16:23:29 EST 2017, 2033, 0.970, 8, 0.820, 424, 10, 15, 32, 55, 13.617, 12.603
Mon Jan  9 16:23:35 EST 2017, 1414, 0.030, 4, 0.500, 405, 16, 14, 10, 38, 5.827, 4.990
Mon Jan  9 16:24:39 EST 2017, 6364, 0.530, 9, 0.000, 555, 61, 5, 35, 83, 64.023, 63.750
Mon Jan  9 16:24:48 EST 2017, 8839, 0.280, 6, 0.750, 480, 38, 10, 23, 16, 8.547, 8.053
Mon Jan  9 16:26:46 EST 2017, 3889, 0.780, 2, 0.250, 330, 83, 19, 48, 61, 118.090, 110.887
Mon Jan  9 16:28:41 EST 2017, 2652, 0.410, 7, 0.630, 517, 95, 12, 29, 50, 113.963, 104.003
Mon Jan  9 16:28:48 EST 2017, 7602, 0.910, 3, 0.130, 367, 50, 2, 4, 95, 5.667, 6.917
Mon Jan  9 16:29:01 EST 2017, 5127, 0.160, 1, 0.880, 442, 72, 7, 41, 27, 12.467, 12.440
Mon Jan  9 16:29:48 EST 2017, 177, 0.660, 5, 0.380, 592, 27, 17, 16, 72, 46.460, 41.727
Mon Jan  9 16:30:32 EST 2017, 216, 0.330, 8, 0.940, 439, 47, 9, 24, 75, 44.293, 42.367
Mon Jan  9 16:32:51 EST 2017, 5166, 0.830, 3, 0.440, 589, 92, 19, 49, 30, 136.950, 131.293
Mon Jan  9 16:33:08 EST 2017, 7641, 0.080, 1, 0.690, 514, 25, 14, 11, 98, 16.143, 14.790
Mon Jan  9 16:33:37 EST 2017, 2691, 0.580, 5, 0.190, 364, 70, 5, 36, 53, 28.793, 29.200
Mon Jan  9 16:34:34 EST 2017, 3928, 0.200, 4, 0.810, 476, 58, 7, 43, 64, 56.290, 53.973
Mon Jan  9 16:34:38 EST 2017, 8878, 0.700, 9, 0.310, 326, 13, 16, 18, 19, 3.377, 3.130
Mon Jan  9 16:36:56 EST 2017, 6403, 0.450, 6, 0.560, 401, 81, 12, 30, 86, 135.710, 119.777
Mon Jan  9 16:36:59 EST 2017, 1453, 0.950, 2, 0.060, 551, 36, 2, 5, 41, 2.183, 2.480
Mon Jan  9 16:37:37 EST 2017, 2072, 0.010, 6, 0.250, 570, 41, 8, 27, 58, 37.483, 36.310
Mon Jan  9 16:37:42 EST 2017, 7022, 0.510, 1, 0.750, 420, 86, 18, 2, 13, 4.547, 3.840
Mon Jan  9 16:38:12 EST 2017, 9497, 0.260, 4, 0.000, 345, 19, 13, 40, 81, 29.710, 27.897
Mon Jan  9 16:38:22 EST 2017, 4547, 0.760, 8, 0.500, 495, 64, 3, 15, 36, 9.250, 9.160
Mon Jan  9 16:38:38 EST 2017, 3309, 0.390, 3, 0.370, 308, 75, 6, 8, 70, 16.210, 15.707
Mon Jan  9 16:38:58 EST 2017, 8259, 0.890, 7, 0.870, 458, 30, 15, 33, 25, 19.613, 18.873
Mon Jan  9 16:41:58 EST 2017, 5784, 0.140, 9, 0.120, 533, 98, 11, 21, 92, 174.913, 155.480
Mon Jan  9 16:42:04 EST 2017, 834, 0.640, 5, 0.620, 383, 53, 1, 46, 47, 5.457, 5.940
Mon Jan  9 16:42:20 EST 2017, 1144, 0.170, 1, 0.590, 373, 27, 19, 32, 50, 15.660, 15.150
Mon Jan  9 16:43:34 EST 2017, 6094, 0.670, 6, 0.090, 523, 72, 10, 7, 95, 71.967, 58.243
Mon Jan  9 16:43:55 EST 2017, 8569, 0.420, 8, 0.840, 598, 50, 5, 44, 27, 20.727, 20.057
Mon Jan  9 16:45:52 EST 2017, 3619, 0.920, 3, 0.340, 448, 95, 15, 19, 72, 111.463, 100.973
Mon Jan  9 16:46:35 EST 2017, 4856, 0.300, 7, 0.720, 561, 84, 17, 0, 39, 40.137, 23.683
Mon Jan  9 16:47:01 EST 2017, 9806, 0.800, 2, 0.220, 411, 39, 8, 25, 84, 24.830, 25.463
Mon Jan  9 16:47:03 EST 2017, 7331, 0.050, 4, 0.970, 336, 61, 3, 13, 16, 2.147, 2.190
Mon Jan  9 16:47:30 EST 2017, 2381, 0.550, 9, 0.470, 486, 16, 12, 38, 61, 25.737, 24.497
Mon Jan  9 16:47:36 EST 2017, 1762, 0.480, 3, 0.160, 505, 11, 18, 16, 33, 6.513, 5.813
Mon Jan  9 16:48:45 EST 2017, 6712, 0.980, 7, 0.660, 355, 56, 9, 41, 78, 68.613, 64.813
Mon Jan  9 16:48:46 EST 2017, 9187, 0.230, 5, 0.410, 430, 33, 4, 4, 11, 1.090, 1.040
Mon Jan  9 16:49:40 EST 2017, 4237, 0.730, 1, 0.910, 580, 78, 13, 29, 56, 53.193, 49.897
Mon Jan  9 16:51:56 EST 2017, 3000, 0.110, 8, 0.030, 392, 89, 16, 47, 44, 136.060, 128.147
Mon Jan  9 16:52:34 EST 2017, 7950, 0.610, 4, 0.530, 542, 44, 6, 22, 89, 37.620, 36.153
Mon Jan  9 16:52:39 EST 2017, 5475, 0.360, 2, 0.280, 467, 67, 2, 35, 22, 4.400, 4.643
Mon Jan  9 16:52:48 EST 2017, 525, 0.860, 6, 0.780, 317, 22, 11, 10, 67, 9.457, 8.497
Mon Jan  9 16:53:06 EST 2017, 680, 0.060, 3, 0.390, 528, 82, 4, 40, 26, 17.797, 17.933
Mon Jan  9 16:53:40 EST 2017, 5630, 0.560, 8, 0.890, 378, 37, 14, 15, 71, 33.463, 29.467
Mon Jan  9 16:54:43 EST 2017, 8105, 0.310, 6, 0.140, 303, 60, 19, 28, 49, 61.443, 56.547
Mon Jan  9 16:54:46 EST 2017, 3155, 0.810, 1, 0.640, 453, 15, 9, 3, 94, 3.673, 3.410
Mon Jan  9 16:54:48 EST 2017, 4392, 0.440, 9, 0.260, 341, 26, 2, 22, 15, 1.180, 1.197
Mon Jan  9 16:56:47 EST 2017, 9342, 0.940, 5, 0.760, 491, 71, 11, 47, 60, 119.273, 111.510
Mon Jan  9 16:57:11 EST 2017, 6867, 0.190, 2, 0.010, 566, 49, 16, 9, 37, 22.370, 18.613
Mon Jan  9 16:58:50 EST 2017, 1917, 0.690, 7, 0.510, 416, 94, 7, 34, 82, 97.997, 95.237
Mon Jan  9 16:58:52 EST 2017, 2536, 0.250, 1, 0.830, 397, 99, 3, 6, 20, 2.073, 2.440
Mon Jan  9 17:00:30 EST 2017, 7486, 0.750, 5, 0.330, 547, 54, 13, 31, 65, 96.420, 88.597
Mon Jan  9 17:01:40 EST 2017, 9961, 0.000, 7, 0.580, 472, 77, 17, 18, 43, 69.593, 65.810
Mon Jan  9 17:02:10 EST 2017, 5011, 0.500, 3, 0.080, 322, 32, 8, 43, 88, 29.660, 29.223
Mon Jan  9 17:02:12 EST 2017, 3773, 0.120, 6, 0.950, 509, 20, 1, 25, 32, 1.313, 1.360
Mon Jan  9 17:02:29 EST 2017, 8723, 0.620, 2, 0.450, 359, 65, 10, 0, 77, 16.847, 13.427
Mon Jan  9 17:03:30 EST 2017, 6248, 0.370, 4, 0.700, 434, 43, 15, 37, 54, 60.403, 55.547
Mon Jan  9 17:04:34 EST 2017, 1298, 0.870, 9, 0.200, 584, 88, 5, 12, 99, 61.717, 63.330
Mon Jan  9 17:05:24 EST 2017, 989, 0.410, 5, 0.050, 462, 63, 14, 1, 91, 48.233, 36.063
Mon Jan  9 17:05:27 EST 2017, 5939, 0.910, 1, 0.550, 312, 18, 5, 26, 46, 2.087, 2.117
Mon Jan  9 17:06:14 EST 2017, 8414, 0.160, 3, 0.300, 387, 85, 10, 14, 68, 47.333, 42.950
Mon Jan  9 17:06:58 EST 2017, 3464, 0.660, 8, 0.800, 537, 40, 19, 39, 23, 43.503, 41.030
Mon Jan  9 17:07:56 EST 2017, 4701, 0.030, 2, 0.170, 425, 51, 12, 33, 79, 57.333, 55.427
Mon Jan  9 17:08:08 EST 2017, 9651, 0.530, 7, 0.670, 575, 96, 3, 8, 34, 11.693, 11.777
Mon Jan  9 17:08:44 EST 2017, 7176, 0.280, 9, 0.420, 500, 29, 7, 45, 57, 30.563, 31.800
Mon Jan  9 17:08:57 EST 2017, 2226, 0.780, 4, 0.920, 350, 74, 17, 20, 12, 12.933, 11.860
Mon Jan  9 17:11:19 EST 2017, 1608, 0.220, 8, 0.730, 331, 68, 13, 48, 85, 140.143, 131.913
Mon Jan  9 17:11:24 EST 2017, 6558, 0.720, 4, 0.230, 481, 23, 4, 23, 40, 5.227, 5.127
Mon Jan  9 17:12:42 EST 2017, 9033, 0.470, 2, 0.980, 556, 91, 8, 36, 63, 75.827, 72.060
Mon Jan  9 17:12:54 EST 2017, 4083, 0.970, 6, 0.480, 406, 46, 18, 11, 18, 11.853, 10.473
Mon Jan  9 17:13:48 EST 2017, 2845, 0.340, 5, 0.610, 594, 34, 11, 17, 96, 53.520, 48.690
Mon Jan  9 17:14:00 EST 2017, 7795, 0.840, 9, 0.110, 444, 79, 1, 42, 51, 10.433, 11.673
Mon Jan  9 17:14:03 EST 2017, 5320, 0.090, 7, 0.860, 369, 12, 6, 4, 74, 2.687, 2.463
Mon Jan  9 17:14:49 EST 2017, 370, 0.590, 3, 0.360, 519, 57, 16, 29, 29, 39.643, 40.750
Mon Jan  9 17:15:07 EST 2017, 293, 0.190, 7, 0.240, 376, 73, 2, 40, 56, 15.737, 17.427
Mon Jan  9 17:15:10 EST 2017, 5243, 0.690, 3, 0.740, 526, 28, 11, 15, 11, 3.363, 3.167
Mon Jan  9 17:18:34 EST 2017, 7718, 0.440, 5, 0.490, 451, 96, 16, 27, 79, 203.317, 177.110
Mon Jan  9 17:18:39 EST 2017, 2768, 0.940, 9, 0.990, 301, 51, 7, 2, 34, 4.740, 3.820
Mon Jan  9 17:18:48 EST 2017, 4005, 0.320, 1, 0.120, 488, 39, 4, 21, 68, 7.283, 8.207
Mon Jan  9 17:19:36 EST 2017, 8955, 0.820, 6, 0.620, 338, 84, 14, 46, 23, 47.133, 44.980
Mon Jan  9 17:19:58 EST 2017, 6480, 0.070, 8, 0.370, 413, 17, 18, 9, 90, 21.603, 18.577
Mon Jan  9 17:20:52 EST 2017, 1530, 0.570, 4, 0.870, 563, 62, 9, 34, 45, 53.647, 51.293
Mon Jan  9 17:21:00 EST 2017, 2149, 0.380, 9, 0.550, 544, 56, 1, 12, 73, 6.667, 7.990
Mon Jan  9 17:21:05 EST 2017, 7099, 0.880, 4, 0.050, 394, 11, 10, 37, 28, 4.817, 4.747
Mon Jan  9 17:22:31 EST 2017, 9574, 0.130, 2, 0.800, 319, 79, 15, 24, 96, 84.230, 74.827
Mon Jan  9 17:22:55 EST 2017, 4624, 0.630, 7, 0.300, 469, 34, 5, 49, 51, 22.890, 22.480
Mon Jan  9 17:23:05 EST 2017, 3387, 0.010, 3, 0.680, 357, 45, 3, 31, 62, 10.283, 10.413
Mon Jan  9 17:23:21 EST 2017, 8337, 0.510, 8, 0.180, 507, 90, 12, 6, 17, 14.977, 12.927
Mon Jan  9 17:24:49 EST 2017, 5862, 0.260, 5, 0.930, 582, 23, 17, 43, 84, 87.573, 84.090
Mon Jan  9 17:25:01 EST 2017, 912, 0.760, 1, 0.430, 432, 68, 8, 18, 39, 11.230, 11.357
Mon Jan  9 17:25:19 EST 2017, 1221, 0.290, 4, 0.330, 310, 93, 12, 4, 37, 18.190, 14.793
Mon Jan  9 17:25:36 EST 2017, 6171, 0.790, 8, 0.830, 460, 48, 2, 29, 82, 15.050, 16.197
Mon Jan  9 17:25:46 EST 2017, 8646, 0.040, 6, 0.080, 535, 70, 7, 16, 14, 9.433, 8.647
Mon Jan  9 17:26:17 EST 2017, 3696, 0.540, 2, 0.580, 385, 25, 17, 41, 59, 30.350, 28.827
Mon Jan  9 17:26:40 EST 2017, 4933, 0.160, 7, 0.460, 573, 14, 14, 35, 48, 22.337, 21.137
Mon Jan  9 17:27:01 EST 2017, 9883, 0.660, 3, 0.960, 423, 59, 5, 10, 93, 20.857, 19.437
Mon Jan  9 17:27:08 EST 2017, 7408, 0.410, 1, 0.210, 348, 37, 9, 48, 25, 6.707, 6.663
Mon Jan  9 17:30:11 EST 2017, 2458, 0.910, 5, 0.710, 498, 82, 19, 23, 70, 182.077, 149.763
Mon Jan  9 17:31:37 EST 2017, 1840, 0.100, 2, 0.900, 479, 87, 11, 45, 53, 85.693, 80.223
Mon Jan  9 17:31:44 EST 2017, 6790, 0.600, 7, 0.400, 329, 42, 1, 20, 98, 5.100, 5.897
