# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, fibHeap_timing_secs
Mon Jan  9 14:44:05 EST 2017, 4460, 0.810, 3, 0.330, 362, 55, 18, 18, 48, 39.300, 35.083
Mon Jan  9 14:44:52 EST 2017, 3222, 0.430, 7, 0.710, 474, 66, 11, 11, 59, 45.360, 38.697
Mon Jan  9 14:44:52 EST 2017, 8172, 0.930, 2, 0.210, 324, 21, 1, 36, 14, 0.493, 0.497
Mon Jan  9 14:45:48 EST 2017, 5697, 0.180, 4, 0.960, 399, 88, 6, 24, 82, 54.567, 49.877
Mon Jan  9 14:47:02 EST 2017, 747, 0.680, 9, 0.460, 549, 43, 15, 49, 37, 73.440, 70.027
Mon Jan  9 14:47:12 EST 2017, 1057, 0.210, 5, 0.300, 503, 24, 5, 35, 40, 9.803, 9.580
Mon Jan  9 14:47:42 EST 2017, 6007, 0.710, 1, 0.800, 353, 69, 15, 10, 85, 29.793, 27.283
Mon Jan  9 14:48:09 EST 2017, 8482, 0.460, 3, 0.050, 428, 46, 19, 47, 17, 27.067, 26.040
Mon Jan  9 14:49:57 EST 2017, 3532, 0.960, 7, 0.550, 578, 91, 10, 22, 62, 107.057, 97.847
Mon Jan  9 14:50:05 EST 2017, 4769, 0.340, 2, 0.430, 390, 80, 3, 4, 51, 6.263, 6.933
Mon Jan  9 14:51:26 EST 2017, 9719, 0.840, 6, 0.930, 540, 35, 12, 29, 96, 79.263, 71.723
Mon Jan  9 14:51:59 EST 2017, 7244, 0.090, 9, 0.180, 465, 57, 17, 16, 28, 32.343, 28.743
Mon Jan  9 14:52:08 EST 2017, 2294, 0.590, 4, 0.680, 315, 12, 8, 41, 73, 9.427, 9.017
Mon Jan  9 14:52:11 EST 2017, 1675, 0.400, 8, 0.990, 371, 18, 4, 13, 45, 2.813, 2.617
Mon Jan  9 14:55:00 EST 2017, 6625, 0.900, 3, 0.490, 521, 63, 14, 38, 90, 160.673, 147.460
Mon Jan  9 14:55:05 EST 2017, 9100, 0.150, 1, 0.740, 596, 41, 18, 0, 23, 4.703, 3.747
Mon Jan  9 14:56:29 EST 2017, 4150, 0.650, 6, 0.240, 446, 86, 9, 25, 68, 81.407, 76.997
Mon Jan  9 14:56:52 EST 2017, 2913, 0.030, 5, 0.870, 559, 97, 2, 44, 34, 19.257, 21.453
Mon Jan  9 14:57:49 EST 2017, 7863, 0.530, 9, 0.370, 409, 52, 11, 19, 79, 56.253, 49.680
Mon Jan  9 14:58:08 EST 2017, 5388, 0.280, 7, 0.620, 334, 74, 16, 32, 12, 18.190, 17.393
Mon Jan  9 14:58:14 EST 2017, 438, 0.780, 2, 0.120, 484, 29, 6, 7, 57, 6.013, 5.770
Mon Jan  9 14:58:49 EST 2017, 593, 0.010, 7, 0.690, 395, 84, 19, 37, 13, 34.697, 33.287
Mon Jan  9 14:59:10 EST 2017, 5543, 0.510, 3, 0.190, 545, 39, 9, 12, 58, 19.963, 19.133
Mon Jan  9 14:59:17 EST 2017, 8018, 0.260, 1, 0.940, 470, 62, 4, 25, 35, 6.333, 6.490
Mon Jan  9 14:59:23 EST 2017, 3068, 0.760, 5, 0.440, 320, 17, 14, 0, 80, 6.187, 4.687
Mon Jan  9 14:59:36 EST 2017, 4305, 0.390, 4, 0.570, 507, 28, 16, 18, 24, 12.813, 11.510
Mon Jan  9 15:00:43 EST 2017, 9255, 0.890, 8, 0.070, 357, 73, 7, 43, 69, 66.083, 63.260
Mon Jan  9 15:00:48 EST 2017, 6780, 0.140, 6, 0.820, 432, 50, 2, 6, 47, 4.150, 4.130
Mon Jan  9 15:03:25 EST 2017, 1830, 0.640, 2, 0.320, 582, 95, 11, 31, 92, 154.650, 143.503
Mon Jan  9 15:04:13 EST 2017, 2449, 0.320, 6, 0.010, 526, 90, 17, 9, 30, 46.217, 40.377
Mon Jan  9 15:04:32 EST 2017, 7399, 0.820, 1, 0.510, 376, 45, 8, 34, 75, 18.780, 18.803
Mon Jan  9 15:04:42 EST 2017, 9874, 0.070, 3, 0.260, 301, 67, 3, 22, 52, 8.893, 9.610
Mon Jan  9 15:05:51 EST 2017, 4924, 0.570, 8, 0.760, 451, 22, 13, 47, 97, 67.390, 63.647
Mon Jan  9 15:05:54 EST 2017, 3686, 0.200, 2, 0.130, 338, 11, 15, 28, 19, 2.790, 2.340
Mon Jan  9 15:06:10 EST 2017, 8636, 0.700, 7, 0.630, 488, 56, 6, 3, 64, 15.557, 13.527
Mon Jan  9 15:06:15 EST 2017, 6161, 0.450, 9, 0.380, 563, 33, 1, 40, 41, 4.167, 4.463
Mon Jan  9 15:07:22 EST 2017, 1211, 0.950, 4, 0.880, 413, 78, 10, 15, 86, 66.590, 56.387
Mon Jan  9 15:07:33 EST 2017, 902, 0.480, 1, 0.850, 329, 59, 10, 4, 78, 10.770, 10.250
Mon Jan  9 15:07:48 EST 2017, 5852, 0.980, 6, 0.350, 479, 14, 19, 29, 33, 14.447, 13.833
Mon Jan  9 15:09:29 EST 2017, 8327, 0.230, 8, 0.600, 554, 81, 14, 17, 55, 97.943, 83.020
Mon Jan  9 15:09:32 EST 2017, 3377, 0.730, 4, 0.100, 404, 36, 5, 42, 10, 3.317, 3.330
Mon Jan  9 15:10:50 EST 2017, 4614, 0.110, 7, 0.970, 592, 48, 7, 36, 89, 77.660, 73.157
Mon Jan  9 15:11:38 EST 2017, 9564, 0.610, 2, 0.470, 442, 93, 17, 11, 44, 47.093, 40.687
Mon Jan  9 15:12:16 EST 2017, 7089, 0.360, 5, 0.720, 367, 25, 12, 48, 66, 37.167, 36.013
Mon Jan  9 15:12:24 EST 2017, 2139, 0.860, 9, 0.220, 517, 70, 3, 23, 21, 8.127, 8.290
Mon Jan  9 15:14:19 EST 2017, 1521, 0.170, 3, 0.410, 460, 76, 8, 45, 94, 113.140, 110.877
Mon Jan  9 15:14:43 EST 2017, 6471, 0.670, 8, 0.910, 310, 31, 18, 20, 49, 23.777, 22.090
Mon Jan  9 15:17:10 EST 2017, 8946, 0.420, 5, 0.160, 385, 98, 13, 32, 72, 142.560, 131.310
Mon Jan  9 15:17:13 EST 2017, 3996, 0.920, 1, 0.660, 535, 53, 4, 7, 27, 2.667, 2.810
Mon Jan  9 15:17:36 EST 2017, 2758, 0.290, 9, 0.290, 423, 42, 6, 14, 83, 22.700, 21.360
Mon Jan  9 15:19:49 EST 2017, 7708, 0.790, 4, 0.790, 573, 87, 16, 39, 38, 128.077, 118.737
Mon Jan  9 15:19:54 EST 2017, 5233, 0.040, 2, 0.040, 498, 19, 11, 1, 61, 5.233, 4.220
Mon Jan  9 15:19:56 EST 2017, 283, 0.540, 6, 0.540, 348, 64, 1, 26, 16, 1.510, 1.650
Mon Jan  9 15:22:15 EST 2017, 361, 0.140, 2, 0.900, 547, 71, 16, 43, 67, 137.650, 131.410
Mon Jan  9 15:22:19 EST 2017, 5311, 0.640, 7, 0.400, 397, 26, 7, 18, 22, 4.343, 4.047
Mon Jan  9 15:22:48 EST 2017, 7786, 0.390, 9, 0.650, 322, 93, 2, 31, 90, 24.917, 27.297
Mon Jan  9 15:23:05 EST 2017, 2836, 0.890, 4, 0.150, 472, 48, 11, 6, 45, 17.437, 14.607
Mon Jan  9 15:23:49 EST 2017, 4073, 0.270, 6, 0.780, 360, 37, 18, 24, 56, 42.620, 38.287
Mon Jan  9 15:23:59 EST 2017, 9023, 0.770, 1, 0.280, 510, 82, 9, 49, 11, 10.143, 10.040
Mon Jan  9 15:24:04 EST 2017, 6548, 0.020, 3, 0.530, 585, 15, 4, 12, 78, 5.053, 4.837
Mon Jan  9 15:24:59 EST 2017, 1598, 0.520, 8, 0.030, 435, 60, 14, 37, 33, 54.263, 51.733
Mon Jan  9 15:25:46 EST 2017, 2217, 0.460, 5, 0.340, 378, 65, 15, 9, 61, 45.577, 36.953
Mon Jan  9 15:25:50 EST 2017, 7167, 0.960, 9, 0.840, 528, 20, 5, 34, 16, 3.577, 3.487
Mon Jan  9 15:26:08 EST 2017, 9642, 0.210, 7, 0.090, 453, 88, 1, 21, 84, 12.733, 16.563
Mon Jan  9 15:26:30 EST 2017, 4692, 0.710, 3, 0.590, 303, 43, 10, 46, 39, 21.777, 20.863
Mon Jan  9 15:28:35 EST 2017, 3454, 0.080, 8, 0.470, 491, 54, 17, 27, 73, 123.843, 109.787
Mon Jan  9 15:28:44 EST 2017, 8404, 0.580, 4, 0.970, 341, 99, 8, 2, 28, 8.523, 7.040
Mon Jan  9 15:28:58 EST 2017, 5929, 0.330, 2, 0.220, 416, 31, 3, 40, 95, 12.447, 13.253
Mon Jan  9 15:30:09 EST 2017, 979, 0.830, 6, 0.720, 566, 76, 13, 15, 50, 69.913, 60.770
Mon Jan  9 15:30:29 EST 2017, 1289, 0.360, 9, 0.500, 481, 96, 7, 1, 47, 19.447, 17.777
Mon Jan  9 15:32:07 EST 2017, 6239, 0.860, 5, 0.000, 331, 51, 17, 26, 92, 94.783, 82.233
Mon Jan  9 15:32:21 EST 2017, 8714, 0.110, 2, 0.750, 406, 74, 12, 13, 25, 13.927, 12.347
Mon Jan  9 15:32:33 EST 2017, 3764, 0.610, 7, 0.250, 556, 29, 2, 38, 70, 11.180, 11.527
Mon Jan  9 15:32:42 EST 2017, 5001, 0.240, 4, 0.620, 444, 17, 10, 32, 36, 9.500, 9.123
Mon Jan  9 15:34:50 EST 2017, 9951, 0.740, 8, 0.120, 594, 62, 19, 7, 81, 123.580, 89.457
Mon Jan  9 15:35:10 EST 2017, 7476, 0.490, 6, 0.870, 519, 40, 14, 45, 14, 19.860, 19.030
Mon Jan  9 15:35:24 EST 2017, 2526, 0.990, 1, 0.370, 369, 85, 5, 20, 59, 12.853, 13.950
Mon Jan  9 15:35:59 EST 2017, 1907, 0.050, 6, 0.190, 313, 79, 6, 48, 42, 34.107, 33.603
Mon Jan  9 15:36:44 EST 2017, 6857, 0.550, 2, 0.690, 463, 34, 15, 23, 87, 43.617, 40.653
Mon Jan  9 15:37:09 EST 2017, 9332, 0.300, 4, 0.440, 538, 57, 11, 35, 19, 24.433, 23.053
Mon Jan  9 15:37:10 EST 2017, 4382, 0.800, 9, 0.940, 388, 12, 1, 10, 64, 0.920, 0.993
Mon Jan  9 15:37:17 EST 2017, 3145, 0.430, 1, 0.060, 575, 23, 8, 16, 53, 6.330, 6.163
Mon Jan  9 15:41:26 EST 2017, 8095, 0.930, 5, 0.560, 425, 68, 18, 41, 98, 244.537, 222.327
Mon Jan  9 15:41:35 EST 2017, 5620, 0.180, 7, 0.310, 350, 45, 13, 4, 31, 8.770, 7.650
Mon Jan  9 15:42:24 EST 2017, 670, 0.680, 3, 0.810, 500, 90, 4, 29, 76, 43.297, 45.880
Mon Jan  9 15:42:29 EST 2017, 515, 0.380, 7, 0.480, 420, 13, 12, 22, 29, 5.553, 5.220
Mon Jan  9 15:42:49 EST 2017, 5465, 0.880, 2, 0.980, 570, 58, 2, 47, 74, 19.380, 19.700
Mon Jan  9 15:43:02 EST 2017, 7940, 0.130, 5, 0.230, 495, 36, 7, 9, 52, 12.040, 11.223
Mon Jan  9 15:46:16 EST 2017, 2990, 0.630, 9, 0.730, 345, 81, 16, 34, 97, 190.470, 172.770
Mon Jan  9 15:46:38 EST 2017, 4228, 0.000, 1, 0.360, 458, 92, 14, 41, 18, 21.360, 21.277
Mon Jan  9 15:46:48 EST 2017, 9178, 0.500, 6, 0.860, 308, 47, 4, 16, 63, 9.670, 9.467
Mon Jan  9 15:47:23 EST 2017, 6703, 0.250, 8, 0.110, 383, 69, 9, 28, 40, 35.057, 33.490
Mon Jan  9 15:47:48 EST 2017, 1753, 0.750, 3, 0.610, 533, 24, 19, 3, 85, 24.137, 18.613
Mon Jan  9 15:47:55 EST 2017, 2371, 0.190, 8, 0.790, 589, 30, 10, 25, 12, 6.887, 6.427
Mon Jan  9 15:48:00 EST 2017, 7321, 0.690, 4, 0.290, 439, 75, 1, 0, 57, 3.080, 4.353
Mon Jan  9 15:48:12 EST 2017, 9796, 0.440, 2, 0.540, 364, 52, 6, 38, 35, 12.397, 12.137
Mon Jan  9 15:50:52 EST 2017, 4846, 0.940, 6, 0.040, 514, 97, 15, 13, 80, 152.220, 125.260
Mon Jan  9 15:51:03 EST 2017, 3609, 0.320, 3, 0.920, 327, 86, 13, 6, 23, 11.230, 9.220
Mon Jan  9 15:51:21 EST 2017, 8559, 0.820, 7, 0.420, 477, 41, 3, 31, 68, 16.547, 16.900
Mon Jan  9 15:51:57 EST 2017, 6084, 0.070, 5, 0.670, 552, 64, 8, 19, 46, 35.997, 33.113
Mon Jan  9 15:52:24 EST 2017, 1134, 0.570, 1, 0.170, 402, 19, 18, 44, 91, 26.113, 26.440
Mon Jan  9 15:52:42 EST 2017, 825, 0.100, 4, 0.080, 355, 38, 3, 33, 99, 15.583, 17.050
Mon Jan  9 15:53:38 EST 2017, 5775, 0.600, 9, 0.580, 505, 83, 12, 8, 54, 55.550, 43.407
Mon Jan  9 15:54:40 EST 2017, 8250, 0.350, 7, 0.330, 580, 16, 17, 45, 77, 61.783, 59.333
Mon Jan  9 15:54:53 EST 2017, 3300, 0.850, 2, 0.830, 430, 61, 7, 20, 32, 11.800, 11.050
Mon Jan  9 15:55:23 EST 2017, 4537, 0.470, 8, 0.200, 542, 72, 5, 2, 88, 28.993, 25.857
Mon Jan  9 15:55:42 EST 2017, 9487, 0.970, 3, 0.700, 392, 27, 15, 27, 43, 18.937, 17.720
Mon Jan  9 15:56:25 EST 2017, 7012, 0.220, 1, 0.450, 317, 95, 19, 14, 66, 41.547, 38.477
Mon Jan  9 15:56:47 EST 2017, 2062, 0.720, 5, 0.950, 467, 50, 10, 39, 21, 21.143, 19.953
Mon Jan  9 15:56:59 EST 2017, 1443, 0.290, 3, 0.640, 524, 44, 2, 17, 83, 9.767, 11.183
Mon Jan  9 15:58:08 EST 2017, 6393, 0.790, 7, 0.140, 374, 89, 11, 42, 38, 68.053, 67.000
Mon Jan  9 15:58:22 EST 2017, 8868, 0.040, 9, 0.890, 449, 22, 16, 5, 60, 13.407, 10.870
Mon Jan  9 15:58:35 EST 2017, 3918, 0.540, 5, 0.390, 599, 67, 6, 30, 15, 13.077, 12.720
Mon Jan  9 15:59:23 EST 2017, 2681, 0.160, 6, 0.510, 411, 55, 4, 48, 94, 46.430, 47.710
Mon Jan  9 15:59:28 EST 2017, 7631, 0.660, 1, 0.010, 561, 10, 13, 23, 49, 4.720, 4.540
Mon Jan  9 16:02:48 EST 2017, 5156, 0.410, 4, 0.760, 486, 78, 18, 36, 71, 194.397, 177.977
Mon Jan  9 16:02:54 EST 2017, 206, 0.910, 8, 0.260, 336, 33, 9, 11, 26, 5.167, 4.717
Mon Jan  9 16:02:57 EST 2017, 245, 0.080, 6, 0.840, 471, 19, 15, 3, 23, 3.237, 2.583
Mon Jan  9 16:03:10 EST 2017, 5195, 0.580, 1, 0.340, 321, 64, 5, 28, 68, 11.967, 12.433
Mon Jan  9 16:03:12 EST 2017, 7670, 0.330, 4, 0.590, 396, 42, 1, 15, 46, 2.240, 2.607
Mon Jan  9 16:06:52 EST 2017, 2720, 0.830, 8, 0.090, 546, 87, 10, 40, 91, 218.337, 208.060
Mon Jan  9 16:07:16 EST 2017, 3957, 0.450, 2, 0.960, 433, 98, 17, 34, 12, 23.517, 21.843
Mon Jan  9 16:07:44 EST 2017, 8907, 0.950, 7, 0.460, 583, 53, 8, 9, 57, 28.127, 25.513
Mon Jan  9 16:08:07 EST 2017, 6432, 0.200, 9, 0.710, 508, 75, 3, 47, 34, 22.280, 21.993
Mon Jan  9 16:08:37 EST 2017, 1482, 0.700, 5, 0.210, 358, 30, 12, 22, 79, 29.743, 28.280
Mon Jan  9 16:08:48 EST 2017, 2101, 0.270, 7, 0.400, 302, 25, 16, 44, 17, 10.363, 9.880
Mon Jan  9 16:09:20 EST 2017, 7051, 0.770, 3, 0.900, 452, 70, 6, 19, 62, 29.690, 26.913
Mon Jan  9 16:09:25 EST 2017, 9526, 0.020, 1, 0.150, 527, 47, 2, 31, 40, 3.783, 4.110
Mon Jan  9 16:10:30 EST 2017, 4576, 0.520, 5, 0.650, 377, 92, 11, 6, 85, 63.163, 47.850
Mon Jan  9 16:11:19 EST 2017, 3338, 0.140, 4, 0.280, 565, 81, 18, 12, 29, 48.343, 40.940
Mon Jan  9 16:12:04 EST 2017, 8288, 0.640, 9, 0.780, 415, 36, 9, 37, 74, 44.823, 42.507
Mon Jan  9 16:12:10 EST 2017, 5813, 0.390, 6, 0.030, 340, 58, 4, 0, 51, 5.340, 5.343
Mon Jan  9 16:12:29 EST 2017, 863, 0.890, 2, 0.530, 490, 13, 14, 25, 96, 18.547, 17.650
Mon Jan  9 16:13:16 EST 2017, 1173, 0.420, 3, 0.740, 555, 33, 6, 39, 93, 41.283, 37.617
Mon Jan  9 16:14:15 EST 2017, 6123, 0.920, 8, 0.240, 405, 78, 15, 14, 48, 58.790, 48.240
Mon Jan  9 16:14:24 EST 2017, 8598, 0.170, 5, 0.990, 330, 11, 11, 26, 71, 8.937, 8.267
Mon Jan  9 16:14:25 EST 2017, 3648, 0.670, 1, 0.490, 480, 56, 1, 1, 26, 0.640, 0.763
Mon Jan  9 16:15:16 EST 2017, 4885, 0.050, 9, 0.620, 368, 67, 8, 20, 82, 50.150, 46.067
Mon Jan  9 16:15:51 EST 2017, 9835, 0.550, 4, 0.120, 518, 22, 18, 45, 37, 34.463, 32.953
Mon Jan  9 16:16:49 EST 2017, 7360, 0.300, 2, 0.870, 593, 89, 13, 8, 60, 56.833, 44.757
Mon Jan  9 16:16:54 EST 2017, 2410, 0.800, 7, 0.370, 443, 44, 4, 33, 15, 4.847, 4.677
Mon Jan  9 16:17:14 EST 2017, 1791, 0.230, 2, 0.060, 387, 50, 7, 11, 88, 18.760, 18.127
Mon Jan  9 16:20:00 EST 2017, 6741, 0.730, 6, 0.560, 537, 95, 17, 36, 43, 163.420, 149.873
Mon Jan  9 16:20:33 EST 2017, 9216, 0.480, 8, 0.310, 462, 28, 12, 23, 65, 32.330, 30.133
Mon Jan  9 16:20:38 EST 2017, 4266, 0.980, 4, 0.810, 312, 73, 2, 48, 20, 4.913, 4.983
Mon Jan  9 16:22:30 EST 2017, 3029, 0.360, 7, 0.180, 499, 61, 9, 30, 99, 108.633, 106.587
Mon Jan  9 16:22:37 EST 2017, 7979, 0.860, 3, 0.680, 349, 16, 19, 5, 54, 6.807, 5.670
Mon Jan  9 16:25:46 EST 2017, 5504, 0.110, 5, 0.430, 424, 84, 14, 42, 77, 186.987, 170.167
Mon Jan  9 16:25:56 EST 2017, 554, 0.610, 9, 0.930, 574, 39, 5, 17, 32, 9.573, 8.723
Mon Jan  9 16:26:36 EST 2017, 709, 0.310, 1, 0.260, 344, 77, 10, 37, 72, 36.710, 38.677
Mon Jan  9 16:26:38 EST 2017, 5659, 0.810, 5, 0.760, 494, 32, 1, 12, 27, 1.187, 1.230
Mon Jan  9 16:29:51 EST 2017, 8134, 0.060, 8, 0.010, 569, 99, 6, 49, 95, 189.330, 186.083
Mon Jan  9 16:30:37 EST 2017, 3184, 0.560, 3, 0.510, 419, 54, 15, 24, 50, 44.963, 42.167
Mon Jan  9 16:31:07 EST 2017, 4421, 0.190, 6, 0.380, 532, 43, 13, 5, 61, 29.140, 23.443
Mon Jan  9 16:31:12 EST 2017, 9371, 0.690, 2, 0.880, 382, 88, 3, 30, 16, 4.363, 4.443
Mon Jan  9 16:31:22 EST 2017, 6896, 0.440, 4, 0.130, 307, 20, 8, 18, 84, 10.380, 9.790
Mon Jan  9 16:33:01 EST 2017, 1946, 0.940, 9, 0.630, 457, 65, 17, 43, 39, 97.473, 94.467
Mon Jan  9 16:33:47 EST 2017, 2565, 0.000, 4, 0.950, 513, 60, 12, 15, 55, 44.867, 39.853
Mon Jan  9 16:33:48 EST 2017, 7515, 0.500, 8, 0.450, 363, 15, 2, 40, 10, 0.663, 0.740
Mon Jan  9 16:34:19 EST 2017, 9990, 0.250, 6, 0.700, 438, 82, 7, 2, 78, 30.407, 22.907
Mon Jan  9 16:34:37 EST 2017, 5040, 0.750, 1, 0.200, 588, 37, 16, 27, 33, 17.303, 16.227
Mon Jan  9 16:36:17 EST 2017, 3802, 0.370, 9, 0.820, 401, 49, 14, 46, 67, 99.040, 93.700
Mon Jan  9 16:36:31 EST 2017, 8752, 0.870, 5, 0.320, 551, 94, 4, 21, 22, 13.603, 13.553
Mon Jan  9 16:37:05 EST 2017, 6277, 0.120, 3, 0.570, 476, 26, 9, 33, 89, 33.103, 31.653
Mon Jan  9 16:37:43 EST 2017, 1327, 0.620, 7, 0.070, 326, 71, 19, 8, 44, 38.147, 29.987
Mon Jan  9 16:37:54 EST 2017, 1018, 0.160, 8, 0.170, 429, 91, 1, 19, 53, 7.933, 9.860
Mon Jan  9 16:39:55 EST 2017, 5968, 0.660, 3, 0.670, 579, 46, 11, 44, 98, 120.400, 114.267
Mon Jan  9 16:40:08 EST 2017, 8443, 0.410, 1, 0.420, 504, 68, 16, 7, 30, 12.753, 12.213
Mon Jan  9 16:40:22 EST 2017, 3493, 0.910, 6, 0.920, 354, 23, 6, 32, 75, 14.227, 13.987
Mon Jan  9 16:40:26 EST 2017, 4730, 0.280, 4, 0.040, 466, 12, 4, 38, 41, 3.867, 3.877
Mon Jan  9 16:41:18 EST 2017, 9680, 0.780, 9, 0.540, 316, 57, 13, 13, 86, 51.080, 43.110
Mon Jan  9 16:41:34 EST 2017, 7205, 0.030, 7, 0.290, 391, 35, 18, 26, 19, 15.770, 14.717
Mon Jan  9 16:42:01 EST 2017, 2255, 0.530, 2, 0.790, 541, 80, 9, 1, 64, 24.863, 18.557
Mon Jan  9 16:42:24 EST 2017, 1637, 0.470, 5, 0.600, 597, 85, 3, 29, 36, 20.473, 21.573
Mon Jan  9 16:42:36 EST 2017, 6587, 0.970, 1, 0.100, 447, 40, 12, 4, 81, 12.500, 12.210
Mon Jan  9 16:42:56 EST 2017, 9062, 0.220, 3, 0.850, 372, 63, 17, 41, 13, 19.103, 18.467
Mon Jan  9 16:43:05 EST 2017, 4112, 0.720, 7, 0.350, 522, 18, 7, 16, 58, 9.603, 8.943
Mon Jan  9 16:43:09 EST 2017, 2874, 0.090, 2, 0.730, 335, 29, 5, 10, 47, 3.263, 3.217
Mon Jan  9 16:46:53 EST 2017, 7824, 0.590, 6, 0.230, 485, 74, 15, 35, 92, 218.283, 199.017
Mon Jan  9 16:47:33 EST 2017, 5349, 0.340, 8, 0.980, 560, 51, 19, 22, 25, 39.877, 36.130
Mon Jan  9 16:49:48 EST 2017, 399, 0.840, 4, 0.480, 410, 96, 10, 47, 70, 133.947, 129.890
Mon Jan  9 16:50:24 EST 2017, 322, 0.450, 9, 0.100, 492, 79, 13, 31, 18, 35.220, 33.747
Mon Jan  9 16:50:28 EST 2017, 5272, 0.950, 4, 0.600, 342, 34, 3, 6, 63, 3.870, 3.973
Mon Jan  9 16:50:55 EST 2017, 7747, 0.200, 2, 0.350, 417, 56, 8, 44, 41, 26.503, 25.823
Mon Jan  9 16:51:21 EST 2017, 2797, 0.700, 6, 0.850, 567, 11, 18, 19, 86, 25.587, 22.987
Mon Jan  9 16:51:23 EST 2017, 4034, 0.070, 3, 0.220, 379, 23, 11, 0, 29, 2.270, 1.840
Mon Jan  9 16:51:36 EST 2017, 8984, 0.570, 8, 0.720, 529, 68, 1, 25, 74, 11.217, 12.233
Mon Jan  9 16:51:51 EST 2017, 6509, 0.320, 5, 0.470, 454, 45, 6, 13, 52, 14.863, 13.967
Mon Jan  9 16:53:13 EST 2017, 1559, 0.820, 1, 0.970, 304, 90, 15, 38, 97, 80.597, 76.457
Mon Jan  9 16:53:44 EST 2017, 2178, 0.130, 7, 0.660, 361, 96, 14, 16, 24, 29.697, 26.230
Mon Jan  9 16:54:15 EST 2017, 7128, 0.630, 2, 0.160, 511, 51, 5, 41, 69, 30.593, 30.657
Mon Jan  9 16:54:40 EST 2017, 9603, 0.380, 5, 0.910, 586, 73, 9, 3, 46, 23.973, 19.313
Mon Jan  9 16:56:00 EST 2017, 4653, 0.880, 9, 0.410, 436, 28, 19, 28, 91, 79.340, 72.527
Mon Jan  9 16:56:04 EST 2017, 3416, 0.260, 1, 0.530, 548, 17, 12, 47, 13, 3.253, 3.317
Mon Jan  9 16:56:15 EST 2017, 8366, 0.760, 6, 0.030, 398, 62, 2, 22, 58, 10.280, 11.033
