# Timestamp, procs, --portables, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, rollbacksMax_mean, rollbacksMax_sd, rollbacksMax_ci, rollbacksMax_ci, rollbacksMax_min, rollbacksMax_box_q1, rollbacksMax_median, rollbacksMax_box_q2, rollbacksMax_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, mpiMsgsMax_mean, mpiMsgsMax_sd, mpiMsgsMax_ci, mpiMsgsMax_ci, mpiMsgsMax_min, mpiMsgsMax_box_q1, mpiMsgsMax_median, mpiMsgsMax_box_q2, mpiMsgsMax_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, schedulesMax_mean, schedulesMax_sd, schedulesMax_ci, schedulesMax_ci, schedulesMax_min, schedulesMax_box_q1, schedulesMax_median, schedulesMax_box_q2, schedulesMax_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max, commEvtsMax_mean, commEvtsMax_sd, commEvtsMax_ci, commEvtsMax_ci, commEvtsMax_min, commEvtsMax_box_q1, commEvtsMax_median, commEvtsMax_box_q2, commEvtsMax_max
Fri Aug 11 18:31:17 EDT 2017, 2, 1, 96.395, 0.542536, 96.0128, 96.7772, 95.60, 95.90, 96.66, 97.13, 97.13, 315734, 278.035, 315538, 315930, 315300, 315524, 315804, 316184, 316192, 363.2, 73.0326, 311.744, 414.656, 235, 315, 381, 451, 473, 268.8, 77.6914, 214.062, 323.538, 130, 236, 279.5, 382, 403, 4179, 16.2911, 4167.52, 4190.48, 4159, 4166, 4178.5, 4206, 4210, 2094.9, 8.53756, 2088.88, 2100.92, 2082, 2086, 2098.5, 2107, 2107, 4.90457e+06, 1324.51, 4.90364e+06, 4.9055e+06, 4902798, 4903486, 4904756, 4906339, 4906973, 2.45295e+06, 892.871, 2.45232e+06, 2.45358e+06, 2451492, 2452039, 2.45338e+06, 2453786, 2454455, 5.05249e+06, 1285.61, 5.05158e+06, 5.0534e+06, 5051121, 5051533, 5.05233e+06, 5054415, 5055038, 2.52699e+06, 879.376, 2.52637e+06, 2.52761e+06, 2525590, 2526244, 2527246, 2528126, 2528476
Fri Aug 11 18:36:46 EDT 2017, 2, 2, 269.176, 8.88326, 262.917, 275.435, 250.87, 270.66, 274.27, 274.74, 274.87, 578836, 1730.1, 577617, 580055, 575460, 578688, 579152, 580948, 581556, 2206.6, 689.682, 1720.68, 2692.52, 1384, 1647, 2184.5, 3431, 3476, 1853.5, 889.23, 1226.99, 2480.01, 839, 1039, 1910.5, 3388, 3419, 8453.5, 47.3038, 8420.17, 8486.83, 8374, 8421, 8466.5, 8489, 8551, 4261.5, 49.8824, 4226.36, 4296.64, 4189, 4222, 4264.5, 4325, 4366, 9.43175e+06, 3897.32, 9.429e+06, 9.4345e+06, 9427295, 9428236, 9431979, 9436324, 9438724, 4.71731e+06, 2658.79, 4.71544e+06, 4.71918e+06, 4714818, 4715189, 4716788, 4721069, 4722635, 1.01019e+07, 2794.57, 1.00999e+07, 1.01039e+07, 10098342, 10100182, 10101815, 10105367, 10107703, 5.05246e+06, 1630.01, 5.05131e+06, 5.05361e+06, 5050051, 5050965, 5053134, 5054208, 5055185
Fri Aug 11 19:03:47 EDT 2017, 2, 5, 1527.93, 56.0823, 1488.42, 1567.44, 1437.42, 1505.58, 1553.02, 1587.89, 1590.55, 1.37261e+06, 4476.86, 1.36946e+06, 1.37576e+06, 1367464, 1369420, 1372240, 1377128, 1382444, 11629.5, 2399.19, 9939.14, 13319.9, 8725, 9472, 12266, 14504, 15639, 8699.3, 3767.5, 6044.89, 11353.7, 4451, 5415, 8829.5, 14181, 15041, 21877.5, 374.785, 21613.4, 22141.6, 21466, 21532, 21973.5, 22242, 22594, 11212.5, 440.603, 10902.1, 11522.9, 10740, 10846, 11233, 11705, 12074, 2.09481e+07, 21127.7, 2.09332e+07, 2.0963e+07, 20922655, 20933257, 20952135, 20966306, 20991904, 1.04899e+07, 24071.2, 1.04729e+07, 1.05069e+07, 10464103, 10469682, 10491900, 10515522, 10540362, 2.5252e+07, 2495.38, 2.52502e+07, 2.52538e+07, 25247841, 25250182, 2.52528e+07, 25254701, 25255995, 1.26289e+07, 2415.27, 1.26272e+07, 1.26306e+07, 12625684, 12626759, 1.26297e+07, 12631821, 12632975
Fri Aug 11 21:27:56 EDT 2017, 2, 10, 7535.83, 918.487, 6888.7, 8182.96, 6197.95, 7001.50, 7875.9, 8608.10, 8626.31, 2.0727e+06, 382652, 1.8031e+06, 2.3423e+06, 1545460, 1672860, 2227710, 2436124, 2750008, 53026.7, 18217.2, 40191.7, 65861.7, 33988, 40701, 50869, 84761, 85834, 43963.5, 21107.3, 29092.2, 58834.8, 20833, 26696, 42520.5, 81554, 82174, 50284.3, 3430.98, 47867, 52701.6, 46613, 47772, 50069.5, 55905, 56573, 28161.5, 3829.5, 25463.4, 30859.6, 23932, 25015, 27865, 34679, 35419, 3.50934e+07, 236309, 3.49269e+07, 3.52599e+07, 34859230, 34930023, 35064559, 35492178, 35535496, 1.77147e+07, 251507, 1.75375e+07, 1.78919e+07, 17458537, 17509257, 1.76984e+07, 18152755, 18196634, 5.05104e+07, 3866.29, 5.05077e+07, 5.05131e+07, 50504276, 50507619, 5.05116e+07, 50514022, 50517848, 2.52597e+07, 2962.96, 2.52576e+07, 2.52618e+07, 25253967, 25257817, 2.52615e+07, 25261997, 25262834
Sat Aug 12 03:07:42 EDT 2017, 2, 15, 19045, 1739.97, 17819.1, 20270.9, 15527.43, 19162.16, 19877.8, 20265.68, 20346.94, 2.80385e+06, 1.06525e+06, 2.05332e+06, 3.55438e+06, 1463364, 1638296, 3589836, 3982496, 3984636, 34223.5, 12955.7, 25095.5, 43351.5, 19077, 25682, 31590.5, 52011, 62649, 21258.9, 8593.44, 15204.3, 27313.5, 10670, 14120, 22844, 33120, 37671, 66994.3, 2788.81, 65029.4, 68959.2, 63880, 64987, 66474.5, 70667, 73184, 34375.7, 1914.84, 33026.6, 35724.8, 32044, 32777, 34465.5, 37708, 37846, 4.40452e+07, 114873, 4.39643e+07, 4.41261e+07, 43927875, 43959202, 4.40197e+07, 44197340, 44307119, 22058864, 84642.4, 2.19992e+07, 2.21185e+07, 21968812, 21990702, 22052656, 22203005, 22227636, 7.57756e+07, 5487.25, 7.57717e+07, 7.57795e+07, 75766065, 75771371, 75777467, 75782150, 75784406, 3.7893e+07, 3444.98, 3.78906e+07, 3.78954e+07, 37887280, 37891348, 37892845, 37897554, 37899906
Sat Aug 12 07:29:14 EDT 2017, 4, 1, 29.924, 0.39596, 29.645, 30.203, 29.29, 29.60, 30.115, 30.39, 30.50, 159889, 460.636, 159564, 160214, 159280, 159448, 160028, 160488, 160700, 2154.5, 469.85, 1823.46, 2485.54, 1416, 1593, 2320.5, 2752, 2835, 1067.8, 303.257, 854.139, 1281.46, 590, 889, 1141, 1315, 1690, 8435.5, 36.0451, 8410.1, 8460.9, 8392, 8407, 8437, 8478, 8512, 2131.9, 18.069, 2119.17, 2144.63, 2107, 2115, 2138.5, 2159, 2162, 4.90976e+06, 2794.38, 4.90779e+06, 4.91173e+06, 4904977, 4908160, 4910493, 4913122, 4914317, 1229203, 1409.36, 1.22821e+06, 1.2302e+06, 1227631, 1227929, 1.22945e+06, 1230115, 1232581, 5.05234e+06, 1566.53, 5.05124e+06, 5.05344e+06, 5050738, 5051257, 5.0521e+06, 5054717, 5055562, 1.2642e+06, 639.431, 1.26375e+06, 1.26465e+06, 1263576, 1263727, 1264121, 1264684, 1265806
Sat Aug 12 07:31:07 EDT 2017, 4, 2, 78.913, 2.36546, 77.2464, 80.5796, 77.31, 77.33, 78.26, 79.95, 85.49, 291277, 1860.71, 289966, 292588, 289648, 290004, 290956, 292924, 296028, 6381.1, 1767.03, 5136.13, 7626.07, 4505, 4689, 6412, 8029, 10269, 3319.2, 1158.58, 2502.92, 4135.48, 2008, 2310, 3482.5, 4301, 5761, 17100.6, 184.756, 16970.4, 17230.8, 16908, 16954, 17081, 17308, 17492, 4385.6, 137.796, 4288.52, 4482.68, 4264, 4277, 4383.5, 4491, 4728, 9.44636e+06, 10740.8, 9.43879e+06, 9.45393e+06, 9436004, 9438128, 9.44446e+06, 9458559, 9470772, 2.36828e+06, 7757.34, 2.36281e+06, 2.37375e+06, 2360075, 2362139, 2368074, 2375835, 2386404, 10100434, 2008.05, 1.0099e+07, 1.01018e+07, 10096750, 10099435, 1.01004e+07, 10102933, 10104441, 2.52676e+06, 1009.74, 2.52605e+06, 2.52747e+06, 2525192, 2525664, 2527089, 2527788, 2528635
Sat Aug 12 07:38:00 EDT 2017, 4, 5, 394.271, 10.225, 387.067, 401.475, 382.95, 384.17, 402.22, 406.11, 406.40, 686951, 3559.89, 684443, 689459, 682168, 683360, 688270, 691476, 692240, 23601.1, 3959.81, 20811.2, 26391, 16725, 19971, 26607.5, 27752, 28188, 11207.8, 2811.53, 9226.92, 13188.7, 6755, 8348, 12737, 14412, 15198, 43914.5, 670.48, 43442.1, 44386.9, 42780, 43328, 44339, 44668, 44766, 11543.1, 397.575, 11263, 11823.2, 10906, 11203, 11706, 12103, 12115, 21002228, 34963.9, 2.09776e+07, 2.10269e+07, 20939788, 20969849, 21026924, 21039105, 21047583, 5.27939e+06, 21266.7, 5.26441e+06, 5.29437e+06, 5245251, 5260491, 5286511, 5307175, 5312495, 2.52514e+07, 3939.77, 2.52486e+07, 2.52542e+07, 25246146, 25247761, 2.52531e+07, 25254068, 25259519, 6.31571e+06, 1650.98, 6.31455e+06, 6.31687e+06, 6313216, 6314300, 6315974, 6317583, 6319050
Sat Aug 12 08:03:56 EDT 2017, 4, 10, 1462.74, 24.0057, 1445.83, 1479.65, 1450.06, 1453.36, 1454.49, 1462.09, 1534.15, 1.35647e+06, 15194.8, 1.34576e+06, 1.36718e+06, 1339852, 1343220, 1357286, 1376740, 1388188, 66373.8, 12494.8, 57570.5, 75177.1, 51077, 57158, 64664, 84532, 90016, 28334.9, 10411.9, 20999.1, 35670.7, 16992, 19456, 29577.5, 39652, 51520, 92562.2, 2688.92, 90667.7, 94456.7, 89315, 90427, 92224.5, 96377, 97537, 25017, 2033.79, 23584.1, 26449.9, 22855, 23242, 25137, 27628, 29434, 3.50332e+07, 133926, 3.49388e+07, 3.51276e+07, 34885945, 34923756, 3.50136e+07, 35218779, 35293883, 8.8422e+06, 98650.5, 8.7727e+06, 8.9117e+06, 8742198, 8757869, 8.84713e+06, 8974455, 9054475, 5.05141e+07, 5660.37, 5.05101e+07, 5.05181e+07, 50504479, 50510780, 5.05144e+07, 50517903, 50526608, 1.26329e+07, 1688.64, 1.26317e+07, 1.26341e+07, 12630552, 12631183, 1.26332e+07, 12635033, 12635861
Sat Aug 12 09:03:44 EDT 2017, 4, 15, 3427.38, 84.7521, 3367.67, 3487.09, 3329.03, 3347.67, 3480.25, 3515.21, 3564.57, 2.10813e+06, 40695.4, 2.07946e+06, 2.1368e+06, 2036812, 2072484, 2120836, 2155716, 2171608, 190506, 29017.5, 170062, 210950, 149801, 164810, 196062, 233415, 239997, 83527.4, 22166.6, 67909.8, 99145, 53487, 60275, 93840.5, 113578, 115715, 160310, 6361.45, 155828, 164792, 151404, 154249, 161967, 169431, 170751, 47102.3, 4549.92, 43896.6, 50308, 40680, 42307, 49177, 52968, 53995, 4.54087e+07, 340393, 4.51689e+07, 4.56485e+07, 44925551, 45095014, 45461141, 45904225, 46006652, 1.16907e+07, 226038, 1.15314e+07, 1.185e+07, 11356125, 11471142, 1.17517e+07, 11977335, 12057390, 7.57719e+07, 4803.55, 7.57685e+07, 7.57753e+07, 75764400, 75767738, 75773390, 75777873, 75778754, 1.89479e+07, 2690.16, 1.8946e+07, 1.89498e+07, 18944135, 18945702, 1.89484e+07, 18951738, 18951847
