# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, fibHeap_timing_secs
Wed May 17 09:10:23 EDT 2017, 0.820, 7, 2, 0.520, 8, 7, 44, 376, 54, 13, 40, 57, 45.700, 32.107
Wed May 17 09:12:12 EDT 2017, 0.570, 5, 4, 0.270, 6, 4, 21, 451, 76, 18, 2, 79, 104.713, 89.113
Wed May 17 09:12:16 EDT 2017, 0.070, 9, 8, 0.770, 1, 9, 66, 301, 31, 9, 27, 34, 3.543, 3.763
Wed May 17 09:12:30 EDT 2017, 0.100, 5, 5, 0.990, 4, 6, 41, 385, 23, 14, 48, 71, 13.407, 11.570
Wed May 17 09:12:47 EDT 2017, 0.600, 9, 1, 0.490, 9, 2, 86, 535, 68, 4, 23, 26, 16.603, 15.603
Wed May 17 09:13:00 EDT 2017, 0.850, 3, 3, 0.740, 7, 9, 63, 310, 45, 9, 35, 48, 13.223, 12.287
Wed May 17 09:14:32 EDT 2017, 0.350, 7, 8, 0.240, 2, 4, 18, 460, 90, 19, 10, 93, 88.540, 75.300
Wed May 17 09:14:34 EDT 2017, 0.480, 2, 2, 0.860, 5, 3, 52, 573, 12, 7, 29, 15, 2.290, 1.850
Wed May 17 09:15:07 EDT 2017, 0.980, 6, 6, 0.360, 1, 8, 97, 423, 57, 16, 4, 60, 32.593, 29.197
Wed May 17 09:15:25 EDT 2017, 0.730, 4, 9, 0.610, 3, 1, 74, 498, 34, 11, 41, 82, 15.660, 18.063
Wed May 17 09:15:33 EDT 2017, 0.230, 8, 4, 0.110, 8, 5, 29, 348, 79, 2, 16, 37, 5.167, 7.223
Wed May 17 09:15:40 EDT 2017, 0.160, 2, 8, 0.300, 9, 6, 35, 516, 17, 13, 13, 54, 6.853, 6.837
Wed May 17 09:16:03 EDT 2017, 0.660, 7, 4, 0.800, 5, 1, 80, 366, 62, 3, 38, 99, 15.670, 22.173
Wed May 17 09:17:02 EDT 2017, 0.910, 4, 1, 0.050, 3, 8, 58, 591, 40, 8, 1, 76, 58.237, 45.513
Wed May 17 09:17:29 EDT 2017, 0.410, 9, 6, 0.550, 7, 4, 13, 441, 85, 17, 26, 31, 27.070, 23.497
Wed May 17 09:17:39 EDT 2017, 0.290, 3, 5, 0.430, 2, 5, 46, 329, 28, 6, 7, 88, 8.337, 9.723
Wed May 17 09:18:04 EDT 2017, 0.790, 8, 9, 0.930, 6, 9, 91, 479, 73, 15, 32, 43, 23.240, 23.670
Wed May 17 09:18:09 EDT 2017, 0.540, 1, 7, 0.180, 8, 2, 69, 404, 51, 10, 20, 20, 4.890, 5.210
Wed May 17 09:18:34 EDT 2017, 0.040, 5, 2, 0.680, 4, 7, 24, 554, 96, 1, 45, 65, 15.527, 23.893
Wed May 17 09:18:47 EDT 2017, 0.050, 3, 8, 0.000, 6, 4, 62, 371, 52, 16, 33, 38, 12.517, 12.307
Wed May 17 09:19:58 EDT 2017, 0.550, 7, 3, 0.500, 1, 8, 17, 521, 97, 6, 8, 83, 62.277, 70.320
Wed May 17 09:20:07 EDT 2017, 0.800, 1, 1, 0.250, 3, 1, 39, 446, 30, 2, 45, 61, 7.933, 9.357
Wed May 17 09:20:20 EDT 2017, 0.300, 5, 5, 0.750, 8, 6, 84, 596, 75, 11, 20, 16, 12.007, 11.457
Wed May 17 09:20:41 EDT 2017, 0.430, 2, 4, 0.130, 4, 7, 73, 484, 41, 4, 39, 95, 16.440, 20.897
Wed May 17 09:21:04 EDT 2017, 0.930, 6, 9, 0.630, 9, 3, 28, 334, 86, 14, 14, 50, 21.153, 22.617
Wed May 17 09:21:10 EDT 2017, 0.680, 4, 7, 0.380, 7, 9, 51, 559, 19, 18, 27, 27, 5.867, 4.763
Wed May 17 09:22:06 EDT 2017, 0.180, 8, 2, 0.880, 2, 5, 96, 409, 64, 9, 2, 72, 55.570, 41.203
Wed May 17 09:22:27 EDT 2017, 0.240, 1, 6, 0.690, 1, 4, 56, 540, 35, 15, 5, 55, 20.340, 18.830
Wed May 17 09:22:34 EDT 2017, 0.740, 6, 1, 0.190, 5, 9, 11, 390, 80, 5, 30, 10, 6.530, 5.243
Wed May 17 09:22:34 EDT 2017, 0.990, 3, 4, 0.940, 7, 2, 34, 465, 13, 1, 17, 33, 0.690, 0.863
Wed May 17 09:22:55 EDT 2017, 0.490, 8, 8, 0.440, 3, 7, 79, 315, 58, 10, 42, 78, 16.933, 20.057
Wed May 17 09:23:00 EDT 2017, 0.370, 4, 3, 0.570, 8, 5, 67, 427, 47, 3, 23, 22, 3.297, 4.077
Wed May 17 09:23:57 EDT 2017, 0.870, 9, 7, 0.070, 4, 1, 22, 577, 92, 12, 48, 67, 55.750, 56.217
Wed May 17 09:24:10 EDT 2017, 0.620, 2, 9, 0.820, 2, 8, 45, 352, 24, 17, 11, 89, 12.630, 12.213
Wed May 17 09:24:33 EDT 2017, 0.120, 7, 5, 0.320, 6, 3, 90, 502, 69, 8, 36, 44, 20.473, 22.210
Wed May 17 09:27:33 EDT 2017, 0.090, 3, 1, 0.410, 8, 1, 20, 568, 72, 14, 38, 58, 173.810, 136.790
Wed May 17 09:27:34 EDT 2017, 0.590, 7, 6, 0.910, 4, 5, 65, 418, 27, 5, 13, 13, 1.407, 1.557
Wed May 17 09:27:56 EDT 2017, 0.840, 5, 8, 0.160, 1, 3, 87, 493, 95, 9, 25, 36, 17.703, 20.680
Wed May 17 09:28:54 EDT 2017, 0.340, 9, 3, 0.660, 6, 7, 42, 343, 50, 19, 0, 81, 57.807, 44.243
Wed May 17 09:29:01 EDT 2017, 0.460, 4, 7, 0.290, 2, 8, 31, 380, 61, 7, 31, 24, 5.230, 6.377
Wed May 17 09:29:28 EDT 2017, 0.960, 8, 2, 0.790, 7, 4, 76, 530, 16, 17, 6, 69, 27.283, 18.103
Wed May 17 09:30:16 EDT 2017, 0.710, 1, 5, 0.040, 9, 6, 98, 305, 83, 12, 44, 92, 46.090, 46.570
Wed May 17 09:30:20 EDT 2017, 0.210, 6, 9, 0.540, 5, 2, 53, 455, 38, 2, 19, 47, 2.327, 3.360
Wed May 17 09:30:40 EDT 2017, 0.150, 4, 3, 0.850, 3, 2, 14, 324, 55, 13, 22, 41, 19.867, 16.347
Wed May 17 09:30:43 EDT 2017, 0.650, 9, 7, 0.350, 8, 7, 59, 474, 10, 3, 47, 86, 1.967, 2.517
Wed May 17 09:31:14 EDT 2017, 0.900, 2, 5, 0.600, 5, 5, 82, 399, 78, 8, 9, 64, 26.340, 30.057
Wed May 17 09:31:37 EDT 2017, 0.400, 6, 1, 0.100, 1, 9, 37, 549, 33, 18, 34, 19, 23.350, 14.800
Wed May 17 09:32:10 EDT 2017, 0.270, 1, 9, 0.970, 6, 8, 25, 512, 66, 6, 3, 98, 22.627, 31.883
Wed May 17 09:32:21 EDT 2017, 0.770, 5, 4, 0.470, 2, 3, 70, 362, 21, 15, 28, 53, 10.377, 8.410
Wed May 17 09:33:13 EDT 2017, 0.520, 3, 2, 0.720, 4, 6, 93, 587, 89, 11, 16, 30, 51.810, 38.360
Wed May 17 09:33:18 EDT 2017, 0.020, 8, 6, 0.220, 9, 1, 48, 437, 44, 1, 41, 75, 3.313, 4.793
Wed May 17 09:34:43 EDT 2017, 0.020, 4, 2, 0.340, 1, 2, 74, 341, 84, 10, 9, 90, 84.917, 58.747
Wed May 17 09:34:46 EDT 2017, 0.520, 8, 6, 0.840, 6, 6, 29, 491, 39, 1, 34, 45, 1.840, 2.660
Wed May 17 09:34:50 EDT 2017, 0.770, 2, 8, 0.090, 8, 4, 51, 416, 61, 5, 22, 22, 3.390, 4.287
Wed May 17 09:35:07 EDT 2017, 0.270, 6, 4, 0.590, 3, 8, 96, 566, 16, 15, 47, 67, 16.030, 12.463
Wed May 17 09:35:29 EDT 2017, 0.390, 1, 5, 0.460, 9, 7, 63, 453, 95, 8, 15, 34, 19.137, 21.140
Wed May 17 09:36:48 EDT 2017, 0.890, 5, 1, 0.960, 5, 3, 18, 303, 50, 17, 40, 79, 78.007, 54.517
Wed May 17 09:37:50 EDT 2017, 0.640, 3, 3, 0.210, 2, 5, 40, 528, 73, 13, 3, 56, 61.263, 53.740
Wed May 17 09:37:51 EDT 2017, 0.140, 7, 7, 0.710, 7, 1, 85, 378, 28, 3, 28, 11, 0.717, 0.907
Wed May 17 09:38:15 EDT 2017, 0.200, 2, 5, 0.900, 5, 1, 68, 547, 90, 11, 25, 28, 23.087, 23.133
Wed May 17 09:38:20 EDT 2017, 0.700, 7, 9, 0.400, 1, 6, 23, 397, 45, 2, 0, 73, 3.830, 5.587
Wed May 17 09:38:57 EDT 2017, 0.950, 5, 7, 0.650, 3, 3, 46, 472, 67, 7, 37, 95, 28.847, 35.930
Wed May 17 09:39:14 EDT 2017, 0.450, 9, 2, 0.150, 7, 8, 91, 322, 22, 16, 12, 50, 16.263, 10.973
Wed May 17 09:39:41 EDT 2017, 0.330, 3, 8, 0.780, 4, 9, 57, 434, 78, 9, 43, 62, 22.367, 26.700
Wed May 17 09:39:53 EDT 2017, 0.830, 8, 3, 0.280, 8, 4, 12, 584, 33, 18, 18, 17, 11.807, 8.613
Wed May 17 09:40:34 EDT 2017, 0.580, 1, 1, 0.530, 6, 7, 34, 359, 56, 14, 31, 39, 40.880, 27.097
Wed May 17 09:40:38 EDT 2017, 0.080, 6, 6, 0.030, 2, 2, 79, 509, 11, 4, 6, 84, 2.937, 3.697
Wed May 17 09:40:43 EDT 2017, 0.110, 1, 9, 0.180, 4, 5, 32, 594, 19, 18, 17, 31, 5.410, 4.920
Wed May 17 09:41:15 EDT 2017, 0.610, 6, 5, 0.680, 8, 9, 77, 444, 64, 8, 42, 76, 30.123, 31.880
Wed May 17 09:41:42 EDT 2017, 0.860, 4, 3, 0.430, 6, 3, 99, 519, 42, 4, 4, 98, 21.533, 25.867
Wed May 17 09:42:11 EDT 2017, 0.360, 8, 7, 0.930, 1, 7, 54, 369, 87, 13, 29, 53, 28.873, 27.023
Wed May 17 09:42:15 EDT 2017, 0.480, 5, 4, 0.060, 7, 6, 20, 406, 31, 1, 11, 64, 2.200, 3.343
Wed May 17 09:42:25 EDT 2017, 0.980, 9, 8, 0.560, 3, 1, 65, 556, 76, 11, 36, 19, 9.993, 10.730
Wed May 17 09:42:42 EDT 2017, 0.730, 3, 6, 0.310, 5, 8, 88, 331, 53, 16, 23, 42, 15.830, 13.943
Wed May 17 09:44:47 EDT 2017, 0.230, 7, 1, 0.810, 9, 4, 43, 481, 98, 6, 48, 87, 125.057, 111.237
Wed May 17 09:45:06 EDT 2017, 0.170, 3, 6, 0.500, 8, 3, 26, 312, 25, 19, 45, 93, 17.943, 15.387
Wed May 17 09:45:56 EDT 2017, 0.670, 8, 2, 0.000, 3, 8, 71, 462, 70, 10, 20, 48, 49.407, 35.360
Wed May 17 09:46:01 EDT 2017, 0.920, 1, 4, 0.750, 1, 1, 93, 387, 47, 5, 32, 25, 4.530, 4.880
Wed May 17 09:46:59 EDT 2017, 0.420, 5, 9, 0.250, 5, 5, 48, 537, 92, 14, 7, 70, 50.487, 56.093
Wed May 17 09:47:02 EDT 2017, 0.300, 2, 1, 0.620, 2, 6, 15, 500, 14, 2, 26, 36, 2.537, 2.643
Wed May 17 09:47:35 EDT 2017, 0.800, 7, 5, 0.120, 6, 2, 60, 350, 59, 12, 1, 81, 32.543, 31.227
Wed May 17 09:47:57 EDT 2017, 0.550, 4, 8, 0.870, 9, 9, 82, 575, 36, 17, 39, 59, 21.857, 20.513
Wed May 17 09:48:05 EDT 2017, 0.050, 9, 3, 0.370, 4, 4, 37, 425, 81, 7, 14, 14, 7.623, 7.280
Wed May 17 09:48:24 EDT 2017, 0.030, 2, 7, 0.790, 6, 5, 95, 467, 35, 11, 0, 77, 17.023, 18.300
Wed May 17 09:48:31 EDT 2017, 0.530, 6, 3, 0.290, 2, 1, 50, 317, 80, 2, 25, 32, 4.973, 6.497
Wed May 17 09:48:32 EDT 2017, 0.780, 4, 5, 0.540, 4, 7, 27, 542, 12, 6, 13, 10, 0.813, 0.807
Wed May 17 09:48:53 EDT 2017, 0.280, 9, 9, 0.040, 9, 3, 72, 392, 57, 16, 38, 55, 19.540, 19.987
Wed May 17 09:49:12 EDT 2017, 0.410, 3, 2, 0.920, 3, 4, 84, 355, 46, 9, 19, 43, 19.053, 14.837
Wed May 17 09:51:15 EDT 2017, 0.910, 8, 6, 0.420, 7, 9, 39, 505, 91, 18, 44, 88, 121.433, 106.897
Wed May 17 09:51:24 EDT 2017, 0.660, 1, 8, 0.670, 5, 2, 16, 430, 23, 13, 7, 66, 9.060, 9.420
Wed May 17 09:51:33 EDT 2017, 0.160, 5, 4, 0.170, 1, 6, 61, 580, 68, 4, 32, 21, 6.880, 8.173
Wed May 17 09:51:37 EDT 2017, 0.220, 5, 9, 0.480, 2, 7, 89, 448, 52, 12, 35, 15, 4.043, 4.243
Wed May 17 09:52:13 EDT 2017, 0.720, 9, 4, 0.980, 7, 2, 44, 598, 97, 3, 10, 60, 24.143, 34.440
Wed May 17 09:52:32 EDT 2017, 0.970, 2, 2, 0.230, 9, 9, 22, 373, 29, 7, 47, 83, 18.827, 16.127
Wed May 17 09:53:02 EDT 2017, 0.470, 7, 7, 0.730, 5, 5, 67, 523, 74, 17, 22, 38, 29.710, 28.303
Wed May 17 09:53:37 EDT 2017, 0.340, 1, 3, 0.360, 8, 3, 78, 561, 40, 10, 41, 72, 34.437, 30.780
Wed May 17 09:53:56 EDT 2017, 0.840, 6, 8, 0.860, 4, 8, 33, 411, 85, 19, 16, 27, 19.237, 17.983
Wed May 17 09:54:05 EDT 2017, 0.590, 4, 6, 0.110, 1, 1, 10, 486, 18, 15, 29, 49, 8.123, 7.173
Wed May 17 09:54:48 EDT 2017, 0.090, 8, 1, 0.610, 6, 6, 55, 336, 63, 5, 4, 94, 43.267, 39.583
Wed May 17 09:55:02 EDT 2017, 0.060, 4, 4, 0.640, 9, 8, 53, 402, 60, 18, 21, 18, 13.400, 10.133
Wed May 17 09:55:08 EDT 2017, 0.560, 8, 9, 0.140, 4, 4, 98, 552, 15, 8, 46, 63, 4.380, 5.357
Wed May 17 09:55:26 EDT 2017, 0.810, 2, 6, 0.890, 2, 6, 75, 327, 83, 3, 8, 86, 12.283, 18.553
Wed May 17 09:55:54 EDT 2017, 0.310, 6, 2, 0.390, 7, 2, 30, 477, 38, 13, 33, 41, 27.503, 19.023
Wed May 17 09:56:04 EDT 2017, 0.440, 3, 7, 0.510, 1, 3, 41, 589, 71, 1, 2, 74, 6.070, 9.403
Wed May 17 09:56:11 EDT 2017, 0.940, 7, 3, 0.010, 6, 7, 86, 439, 26, 10, 27, 29, 7.100, 6.070
Wed May 17 09:59:39 EDT 2017, 0.690, 5, 1, 0.760, 8, 5, 64, 514, 94, 15, 15, 52, 206.570, 169.463
Wed May 17 10:00:03 EDT 2017, 0.190, 9, 5, 0.260, 3, 9, 19, 364, 49, 6, 40, 97, 19.477, 22.500
Wed May 17 10:03:49 EDT 2017, 0.120, 1, 2, 0.070, 5, 9, 47, 495, 77, 19, 43, 80, 225.093, 169.503
Wed May 17 10:03:54 EDT 2017, 0.620, 6, 7, 0.570, 9, 4, 92, 345, 32, 9, 18, 35, 4.427, 4.747
Wed May 17 10:03:59 EDT 2017, 0.870, 3, 9, 0.320, 7, 7, 70, 570, 99, 5, 30, 12, 3.790, 4.993
Wed May 17 10:04:28 EDT 2017, 0.370, 8, 5, 0.820, 3, 2, 25, 420, 54, 14, 5, 57, 27.673, 23.923
Wed May 17 10:04:33 EDT 2017, 0.250, 4, 6, 0.200, 6, 1, 36, 308, 66, 2, 36, 46, 3.547, 5.060
Wed May 17 10:05:14 EDT 2017, 0.750, 9, 1, 0.700, 2, 5, 81, 458, 21, 12, 11, 91, 40.507, 28.230
Wed May 17 10:06:26 EDT 2017, 0.500, 2, 4, 0.450, 4, 3, 58, 383, 88, 16, 49, 69, 71.197, 59.270
Wed May 17 10:06:31 EDT 2017, 0.000, 7, 8, 0.950, 8, 8, 13, 533, 43, 7, 24, 24, 4.560, 5.333
Wed May 17 10:06:40 EDT 2017, 0.000, 2, 3, 0.180, 5, 4, 38, 515, 24, 8, 34, 42, 8.753, 8.013
Wed May 17 10:07:32 EDT 2017, 0.500, 7, 7, 0.680, 1, 9, 83, 365, 69, 18, 9, 87, 51.067, 45.717
Wed May 17 10:07:59 EDT 2017, 0.750, 4, 9, 0.430, 3, 2, 60, 590, 47, 13, 47, 65, 23.503, 26.897
Wed May 17 10:08:06 EDT 2017, 0.250, 9, 5, 0.930, 7, 7, 15, 440, 92, 3, 22, 20, 4.830, 6.430
Wed May 17 10:08:12 EDT 2017, 0.380, 3, 6, 0.060, 4, 5, 49, 327, 13, 10, 40, 98, 5.683, 5.860
Wed May 17 10:08:21 EDT 2017, 0.880, 8, 2, 0.560, 9, 1, 94, 477, 58, 1, 15, 53, 6.447, 9.167
Wed May 17 10:08:27 EDT 2017, 0.630, 1, 4, 0.310, 6, 8, 71, 402, 36, 6, 28, 31, 5.137, 5.377
Wed May 17 10:09:27 EDT 2017, 0.130, 6, 8, 0.810, 2, 3, 26, 552, 81, 15, 3, 76, 59.510, 55.337
Wed May 17 10:09:34 EDT 2017, 0.190, 5, 4, 0.620, 1, 4, 32, 383, 19, 9, 0, 59, 7.150, 6.543
Wed May 17 10:09:43 EDT 2017, 0.690, 9, 9, 0.120, 6, 8, 77, 533, 64, 19, 25, 14, 8.400, 7.637
Wed May 17 10:09:50 EDT 2017, 0.940, 3, 7, 0.870, 8, 2, 55, 308, 41, 14, 12, 37, 7.600, 7.563
Wed May 17 10:10:40 EDT 2017, 0.440, 7, 2, 0.370, 4, 6, 10, 458, 86, 4, 37, 82, 45.967, 49.280
Wed May 17 10:10:46 EDT 2017, 0.310, 2, 8, 0.740, 9, 7, 43, 571, 30, 12, 19, 25, 5.263, 5.357
Wed May 17 10:11:05 EDT 2017, 0.810, 6, 3, 0.240, 5, 3, 88, 421, 75, 2, 44, 70, 12.883, 18.427
Wed May 17 10:12:16 EDT 2017, 0.560, 4, 1, 0.990, 2, 9, 66, 496, 53, 7, 6, 93, 70.943, 55.823
Wed May 17 10:12:55 EDT 2017, 0.060, 8, 6, 0.490, 7, 5, 21, 346, 98, 16, 31, 48, 37.773, 32.667
Wed May 17 10:13:05 EDT 2017, 0.100, 4, 9, 0.280, 8, 2, 86, 430, 89, 2, 42, 56, 6.220, 9.707
Wed May 17 10:13:10 EDT 2017, 0.600, 8, 4, 0.780, 3, 7, 41, 580, 44, 11, 17, 11, 5.513, 4.687
Wed May 17 10:13:48 EDT 2017, 0.850, 1, 2, 0.030, 1, 5, 18, 355, 67, 16, 29, 34, 37.020, 24.507
Wed May 17 10:13:58 EDT 2017, 0.350, 6, 6, 0.530, 5, 9, 63, 505, 22, 6, 4, 79, 8.097, 9.780
Wed May 17 10:14:32 EDT 2017, 0.470, 2, 3, 0.400, 2, 8, 97, 543, 78, 18, 36, 22, 34.163, 25.913
Wed May 17 10:14:44 EDT 2017, 0.970, 7, 7, 0.900, 7, 4, 52, 393, 33, 9, 11, 67, 10.107, 11.250
Wed May 17 10:15:09 EDT 2017, 0.720, 5, 5, 0.150, 9, 6, 29, 468, 55, 4, 48, 90, 17.400, 24.217
Wed May 17 10:15:17 EDT 2017, 0.220, 9, 1, 0.650, 4, 1, 74, 318, 10, 13, 23, 45, 7.007, 4.813
Wed May 17 10:15:27 EDT 2017, 0.160, 1, 7, 0.960, 4, 1, 80, 486, 83, 3, 20, 39, 7.233, 10.297
Wed May 17 10:16:06 EDT 2017, 0.660, 5, 2, 0.460, 8, 5, 35, 336, 38, 12, 45, 84, 38.407, 27.983
Wed May 17 10:17:02 EDT 2017, 0.910, 3, 5, 0.710, 6, 3, 12, 561, 61, 17, 8, 62, 55.547, 47.897
Wed May 17 10:17:04 EDT 2017, 0.410, 8, 9, 0.210, 2, 7, 57, 411, 16, 7, 33, 17, 1.140, 1.237
Wed May 17 10:23:41 EDT 2017, 0.280, 4, 1, 0.840, 7, 9, 91, 374, 95, 19, 1, 96, 393.620, 318.833
Wed May 17 10:24:02 EDT 2017, 0.780, 9, 6, 0.340, 3, 4, 46, 524, 50, 10, 26, 51, 19.687, 20.680
Wed May 17 10:24:09 EDT 2017, 0.530, 2, 8, 0.590, 5, 6, 24, 449, 72, 5, 14, 28, 5.610, 7.563
Wed May 17 10:24:41 EDT 2017, 0.030, 6, 4, 0.090, 9, 2, 69, 599, 27, 15, 39, 73, 31.163, 26.330
Wed May 17 10:24:59 EDT 2017, 0.050, 4, 6, 0.730, 2, 8, 17, 332, 76, 8, 26, 52, 15.707, 18.297
Wed May 17 10:26:17 EDT 2017, 0.550, 9, 2, 0.230, 7, 3, 62, 482, 31, 18, 1, 97, 77.413, 52.393
Wed May 17 10:27:36 EDT 2017, 0.800, 2, 4, 0.980, 9, 5, 84, 407, 99, 13, 38, 75, 77.533, 65.773
Wed May 17 10:27:42 EDT 2017, 0.300, 7, 8, 0.480, 5, 1, 39, 557, 54, 4, 13, 30, 4.653, 6.117
Wed May 17 10:30:36 EDT 2017, 0.420, 1, 1, 0.600, 8, 2, 28, 519, 65, 11, 44, 86, 167.617, 136.030
Wed May 17 10:30:38 EDT 2017, 0.920, 5, 5, 0.100, 3, 6, 73, 369, 20, 1, 19, 41, 1.240, 1.183
Wed May 17 10:30:47 EDT 2017, 0.670, 3, 7, 0.850, 1, 4, 95, 594, 88, 6, 32, 18, 7.413, 8.807
Wed May 17 10:31:26 EDT 2017, 0.170, 8, 3, 0.350, 6, 9, 50, 444, 43, 15, 7, 63, 39.003, 31.263
Wed May 17 10:31:55 EDT 2017, 0.240, 3, 9, 0.040, 6, 9, 11, 576, 60, 10, 10, 69, 25.287, 28.847
Wed May 17 10:32:00 EDT 2017, 0.740, 7, 5, 0.540, 2, 5, 56, 426, 15, 19, 35, 24, 4.380, 3.490
Wed May 17 10:33:22 EDT 2017, 0.990, 5, 2, 0.290, 4, 7, 79, 501, 82, 14, 22, 46, 81.433, 57.123
Wed May 17 10:33:34 EDT 2017, 0.490, 9, 7, 0.790, 8, 3, 34, 351, 37, 5, 47, 91, 9.097, 11.600
Wed May 17 10:33:43 EDT 2017, 0.360, 4, 3, 0.170, 3, 1, 22, 388, 71, 12, 16, 13, 8.740, 7.227
Wed May 17 10:33:47 EDT 2017, 0.860, 8, 8, 0.670, 7, 6, 67, 538, 26, 2, 41, 58, 2.323, 3.407
Wed May 17 10:34:18 EDT 2017, 0.610, 1, 6, 0.420, 5, 4, 90, 313, 93, 7, 4, 80, 24.973, 30.677
Wed May 17 10:35:08 EDT 2017, 0.110, 6, 1, 0.920, 1, 8, 45, 463, 48, 17, 29, 35, 50.027, 32.537
Wed May 17 10:35:15 EDT 2017, 0.080, 1, 5, 0.820, 5, 6, 64, 529, 51, 1, 46, 66, 4.440, 6.727
Wed May 17 10:35:25 EDT 2017, 0.580, 6, 9, 0.320, 9, 1, 19, 379, 96, 10, 21, 21, 7.953, 9.643
Wed May 17 10:35:35 EDT 2017, 0.830, 3, 7, 0.570, 7, 8, 42, 454, 29, 15, 33, 44, 10.100, 9.573
Wed May 17 10:36:05 EDT 2017, 0.330, 8, 3, 0.070, 3, 3, 87, 304, 74, 5, 8, 89, 25.093, 29.223
Wed May 17 10:36:08 EDT 2017, 0.450, 5, 8, 0.950, 6, 4, 76, 416, 40, 17, 27, 10, 2.913, 2.513
Wed May 17 10:36:51 EDT 2017, 0.950, 9, 4, 0.450, 1, 9, 31, 566, 85, 8, 2, 55, 43.007, 41.557
Wed May 17 10:36:57 EDT 2017, 0.700, 2, 1, 0.700, 4, 2, 53, 341, 17, 3, 40, 77, 5.953, 5.787
Wed May 17 10:37:15 EDT 2017, 0.200, 7, 6, 0.200, 8, 7, 98, 491, 62, 13, 15, 32, 17.393, 16.847
Wed May 17 10:37:21 EDT 2017, 0.140, 3, 2, 0.380, 9, 6, 59, 360, 34, 2, 18, 49, 4.503, 5.487
Wed May 17 10:38:21 EDT 2017, 0.640, 7, 7, 0.880, 4, 2, 14, 510, 79, 11, 43, 94, 54.960, 58.970
Wed May 17 10:38:26 EDT 2017, 0.890, 1, 9, 0.130, 2, 8, 36, 435, 12, 16, 5, 72, 5.467, 5.350
Wed May 17 10:38:38 EDT 2017, 0.390, 5, 4, 0.630, 6, 4, 81, 585, 57, 7, 30, 27, 12.070, 11.937
Wed May 17 10:39:28 EDT 2017, 0.270, 2, 5, 0.260, 1, 3, 70, 472, 45, 18, 11, 83, 49.180, 39.527
Wed May 17 10:40:08 EDT 2017, 0.770, 6, 1, 0.760, 5, 7, 25, 322, 90, 9, 36, 38, 39.877, 30.337
Wed May 17 10:40:11 EDT 2017, 0.520, 4, 3, 0.010, 8, 1, 48, 547, 23, 4, 24, 15, 1.833, 1.970
Wed May 17 10:40:38 EDT 2017, 0.020, 9, 8, 0.510, 3, 5, 93, 397, 68, 14, 49, 60, 26.047, 27.610
Wed May 17 10:40:44 EDT 2017, 0.030, 3, 3, 0.880, 7, 7, 29, 306, 17, 5, 6, 82, 5.197, 5.537
Wed May 17 10:41:01 EDT 2017, 0.530, 8, 8, 0.380, 2, 2, 74, 456, 62, 14, 31, 37, 15.917, 16.243
Wed May 17 10:41:06 EDT 2017, 0.780, 1, 5, 0.630, 4, 9, 96, 381, 39, 19, 18, 15, 5.757, 4.473
Wed May 17 10:43:17 EDT 2017, 0.280, 5, 1, 0.130, 9, 5, 51, 531, 84, 10, 43, 60, 129.297, 105.180
Wed May 17 10:43:27 EDT 2017, 0.400, 2, 9, 0.750, 3, 3, 17, 494, 28, 17, 24, 49, 10.627, 10.470
Wed May 17 10:44:06 EDT 2017, 0.900, 6, 4, 0.250, 8, 8, 62, 344, 73, 7, 49, 94, 34.333, 37.973
Wed May 17 10:44:30 EDT 2017, 0.650, 4, 2, 0.500, 6, 1, 85, 569, 50, 3, 12, 71, 21.533, 24.203
Wed May 17 10:44:47 EDT 2017, 0.150, 9, 7, 0.000, 1, 6, 40, 419, 95, 12, 37, 26, 15.543, 15.970
Wed May 17 10:44:50 EDT 2017, 0.210, 1, 2, 0.310, 2, 5, 23, 587, 22, 4, 34, 20, 3.303, 3.140
Wed May 17 10:45:26 EDT 2017, 0.710, 6, 6, 0.810, 6, 1, 68, 437, 67, 13, 9, 65, 34.890, 32.880
Wed May 17 10:46:06 EDT 2017, 0.960, 4, 8, 0.060, 8, 7, 90, 512, 45, 18, 46, 88, 39.877, 39.613
Wed May 17 10:46:29 EDT 2017, 0.460, 8, 4, 0.560, 4, 3, 45, 362, 90, 8, 21, 43, 22.170, 22.480
Wed May 17 10:46:35 EDT 2017, 0.340, 5, 7, 0.440, 7, 4, 12, 400, 11, 16, 40, 77, 6.113, 5.493
Wed May 17 10:46:49 EDT 2017, 0.840, 9, 3, 0.940, 3, 9, 57, 550, 56, 6, 15, 32, 14.020, 14.083
Wed May 17 10:46:51 EDT 2017, 0.590, 3, 5, 0.190, 1, 2, 79, 325, 34, 1, 27, 54, 1.393, 2.043
Wed May 17 10:47:46 EDT 2017, 0.090, 7, 9, 0.690, 5, 6, 34, 475, 79, 11, 2, 99, 44.783, 54.080
Wed May 17 10:47:56 EDT 2017, 0.120, 2, 6, 0.530, 9, 9, 76, 559, 87, 7, 23, 18, 8.960, 10.120
Wed May 17 10:49:03 EDT 2017, 0.620, 7, 1, 0.030, 5, 4, 31, 409, 42, 16, 48, 63, 66.527, 44.707
