# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, fibHeap_timing_secs
Wed May 17 10:50:09 EDT 2017, 0.870, 5, 3, 0.780, 2, 7, 54, 484, 64, 11, 10, 85, 65.723, 55.847
Wed May 17 10:50:10 EDT 2017, 0.370, 9, 8, 0.280, 7, 2, 99, 334, 19, 2, 35, 40, 0.943, 1.177
Wed May 17 10:53:00 EDT 2017, 0.490, 3, 2, 0.660, 1, 1, 65, 447, 98, 14, 4, 74, 168.307, 122.287
Wed May 17 10:53:06 EDT 2017, 0.990, 8, 7, 0.160, 6, 5, 20, 597, 53, 4, 29, 29, 5.210, 6.723
Wed May 17 10:53:24 EDT 2017, 0.740, 1, 9, 0.910, 8, 3, 43, 372, 76, 9, 17, 51, 13.537, 17.120
Wed May 17 10:54:10 EDT 2017, 0.240, 6, 5, 0.410, 4, 8, 88, 522, 31, 19, 42, 96, 45.503, 37.130
Wed May 17 10:54:40 EDT 2017, 0.180, 4, 7, 0.220, 4, 8, 71, 353, 93, 6, 38, 79, 22.053, 30.397
Wed May 17 10:55:06 EDT 2017, 0.680, 8, 3, 0.720, 9, 4, 26, 503, 48, 15, 13, 34, 25.633, 20.110
Wed May 17 10:55:20 EDT 2017, 0.930, 2, 1, 0.470, 6, 6, 48, 428, 70, 10, 26, 12, 13.543, 9.173
Wed May 17 10:55:23 EDT 2017, 0.430, 6, 5, 0.970, 2, 1, 93, 578, 25, 1, 1, 57, 1.850, 2.777
Wed May 17 10:56:05 EDT 2017, 0.310, 1, 4, 0.100, 5, 3, 60, 465, 81, 13, 32, 46, 41.010, 35.573
Wed May 17 10:56:11 EDT 2017, 0.810, 5, 9, 0.600, 1, 7, 15, 315, 36, 3, 7, 91, 4.113, 6.087
Wed May 17 10:56:42 EDT 2017, 0.560, 3, 6, 0.350, 3, 5, 37, 540, 59, 8, 45, 68, 25.430, 30.253
Wed May 17 10:56:48 EDT 2017, 0.060, 7, 2, 0.850, 8, 9, 82, 390, 14, 17, 20, 23, 5.923, 3.897
Wed May 17 10:57:11 EDT 2017, 0.040, 1, 8, 0.460, 1, 1, 50, 498, 55, 5, 8, 92, 16.087, 23.137
Wed May 17 10:57:16 EDT 2017, 0.540, 5, 3, 0.960, 5, 6, 95, 348, 10, 14, 33, 47, 4.747, 3.713
Wed May 17 10:58:35 EDT 2017, 0.790, 3, 1, 0.210, 7, 4, 72, 573, 77, 19, 20, 25, 78.053, 50.453
Wed May 17 10:58:48 EDT 2017, 0.290, 8, 6, 0.710, 3, 8, 27, 423, 32, 9, 45, 70, 12.650, 12.987
Wed May 17 10:59:11 EDT 2017, 0.420, 4, 4, 0.330, 9, 9, 38, 311, 66, 17, 14, 36, 22.273, 17.567
Wed May 17 10:59:18 EDT 2017, 0.920, 9, 9, 0.830, 4, 5, 83, 461, 21, 7, 39, 81, 5.987, 7.397
Wed May 17 10:59:29 EDT 2017, 0.670, 2, 7, 0.080, 2, 7, 61, 386, 88, 2, 2, 58, 6.937, 10.463
Wed May 17 10:59:40 EDT 2017, 0.170, 7, 2, 0.580, 6, 2, 16, 536, 43, 12, 27, 13, 10.083, 6.907
Wed May 17 10:59:46 EDT 2017, 0.230, 4, 5, 0.770, 6, 2, 44, 404, 71, 3, 30, 30, 4.943, 6.463
Wed May 17 11:00:40 EDT 2017, 0.730, 8, 1, 0.270, 1, 6, 89, 554, 26, 13, 5, 75, 53.583, 36.577
Wed May 17 11:03:07 EDT 2017, 0.980, 2, 3, 0.520, 3, 4, 67, 329, 94, 18, 42, 98, 146.623, 125.337
Wed May 17 11:03:23 EDT 2017, 0.480, 6, 7, 0.020, 8, 9, 22, 479, 49, 8, 17, 53, 13.210, 15.287
Wed May 17 11:05:13 EDT 2017, 0.350, 3, 2, 0.890, 5, 8, 33, 592, 60, 15, 49, 64, 108.817, 77.923
Wed May 17 11:05:15 EDT 2017, 0.850, 7, 6, 0.390, 9, 3, 78, 442, 15, 6, 24, 19, 1.390, 1.487
Wed May 17 11:05:20 EDT 2017, 0.600, 5, 8, 0.640, 7, 5, 55, 517, 83, 1, 36, 41, 3.193, 4.797
Wed May 17 11:05:45 EDT 2017, 0.100, 9, 4, 0.140, 2, 1, 10, 367, 38, 11, 11, 86, 25.123, 21.437
Wed May 17 11:05:59 EDT 2017, 0.070, 5, 1, 0.110, 3, 3, 98, 433, 35, 8, 13, 27, 13.327, 9.760
Wed May 17 11:07:36 EDT 2017, 0.570, 9, 5, 0.610, 8, 8, 53, 583, 80, 17, 38, 72, 95.953, 79.907
Wed May 17 11:07:41 EDT 2017, 0.820, 2, 8, 0.360, 5, 1, 30, 358, 12, 12, 0, 95, 5.370, 5.590
Wed May 17 11:07:57 EDT 2017, 0.320, 7, 3, 0.860, 1, 6, 75, 508, 57, 3, 25, 50, 11.760, 14.777
Wed May 17 11:08:27 EDT 2017, 0.450, 1, 6, 0.240, 7, 7, 86, 545, 46, 15, 6, 61, 30.217, 28.857
Wed May 17 11:08:37 EDT 2017, 0.950, 6, 2, 0.740, 2, 2, 41, 395, 91, 5, 31, 16, 9.413, 8.240
Wed May 17 11:08:45 EDT 2017, 0.700, 4, 4, 0.490, 4, 9, 19, 470, 24, 10, 19, 39, 8.090, 7.273
Wed May 17 11:09:22 EDT 2017, 0.200, 8, 9, 0.990, 9, 4, 64, 320, 69, 19, 44, 84, 36.357, 35.487
Wed May 17 11:09:50 EDT 2017, 0.130, 2, 4, 0.670, 8, 5, 92, 451, 52, 6, 47, 89, 25.197, 28.367
Wed May 17 11:10:13 EDT 2017, 0.630, 6, 8, 0.170, 4, 9, 47, 301, 97, 16, 22, 44, 23.160, 22.537
Wed May 17 11:10:18 EDT 2017, 0.880, 4, 6, 0.920, 1, 3, 24, 526, 29, 11, 35, 22, 4.803, 4.583
Wed May 17 11:10:45 EDT 2017, 0.380, 9, 1, 0.420, 6, 7, 69, 376, 74, 2, 10, 67, 19.660, 25.070
Wed May 17 11:10:52 EDT 2017, 0.260, 3, 9, 0.550, 3, 6, 81, 339, 41, 14, 28, 33, 6.293, 6.483
Wed May 17 11:11:26 EDT 2017, 0.760, 7, 5, 0.050, 7, 2, 36, 489, 86, 4, 3, 78, 24.653, 34.033
Wed May 17 11:11:37 EDT 2017, 0.510, 1, 2, 0.800, 9, 8, 13, 414, 18, 9, 41, 56, 10.313, 7.883
Wed May 17 11:11:45 EDT 2017, 0.010, 5, 7, 0.300, 5, 4, 58, 564, 63, 18, 16, 11, 7.737, 6.677
Wed May 17 11:12:13 EDT 2017, 0.010, 5, 9, 0.870, 9, 1, 23, 537, 61, 19, 6, 45, 27.137, 26.550
Wed May 17 11:12:21 EDT 2017, 0.510, 9, 5, 0.370, 4, 5, 68, 387, 16, 9, 31, 90, 8.173, 8.060
Wed May 17 11:13:05 EDT 2017, 0.760, 3, 2, 0.620, 2, 3, 91, 462, 83, 5, 18, 67, 43.140, 41.443
Wed May 17 11:13:09 EDT 2017, 0.260, 7, 7, 0.120, 7, 7, 46, 312, 38, 14, 43, 22, 4.400, 4.123
Wed May 17 11:13:27 EDT 2017, 0.380, 1, 4, 0.990, 1, 9, 12, 424, 72, 2, 12, 78, 11.727, 17.583
Wed May 17 11:13:34 EDT 2017, 0.880, 6, 8, 0.490, 6, 4, 57, 574, 27, 12, 37, 33, 6.450, 6.697
Wed May 17 11:13:42 EDT 2017, 0.630, 4, 6, 0.740, 8, 6, 80, 349, 94, 16, 0, 11, 7.370, 6.233
Wed May 17 11:14:20 EDT 2017, 0.130, 8, 1, 0.240, 3, 2, 35, 499, 49, 7, 25, 56, 38.580, 29.700
Wed May 17 11:15:05 EDT 2017, 0.190, 2, 6, 0.430, 4, 2, 29, 368, 66, 18, 28, 73, 44.043, 38.283
Wed May 17 11:15:12 EDT 2017, 0.690, 7, 2, 0.930, 8, 7, 74, 518, 21, 8, 3, 28, 7.047, 5.410
Wed May 17 11:15:31 EDT 2017, 0.940, 4, 4, 0.180, 6, 5, 96, 443, 89, 3, 40, 50, 13.463, 18.350
Wed May 17 11:16:07 EDT 2017, 0.440, 9, 9, 0.680, 2, 9, 51, 593, 44, 13, 15, 95, 33.707, 36.327
Wed May 17 11:16:11 EDT 2017, 0.320, 3, 1, 0.300, 5, 8, 18, 481, 55, 1, 46, 17, 2.513, 3.530
Wed May 17 11:16:15 EDT 2017, 0.820, 8, 5, 0.800, 1, 4, 63, 331, 10, 10, 21, 62, 3.290, 3.187
Wed May 17 11:17:18 EDT 2017, 0.570, 1, 8, 0.050, 3, 6, 85, 556, 77, 15, 34, 84, 61.520, 62.157
Wed May 17 11:17:25 EDT 2017, 0.070, 5, 3, 0.550, 7, 1, 40, 406, 32, 6, 9, 39, 7.227, 7.053
Wed May 17 11:18:00 EDT 2017, 0.100, 1, 2, 0.710, 7, 4, 71, 321, 41, 12, 14, 76, 34.550, 24.987
Wed May 17 11:18:08 EDT 2017, 0.600, 5, 7, 0.210, 3, 8, 26, 471, 86, 3, 39, 31, 5.867, 8.130
Wed May 17 11:18:12 EDT 2017, 0.850, 3, 9, 0.960, 5, 2, 49, 396, 18, 8, 1, 53, 3.163, 3.717
Wed May 17 11:20:27 EDT 2017, 0.350, 7, 4, 0.460, 9, 6, 94, 546, 63, 17, 26, 98, 127.527, 100.400
Wed May 17 11:20:35 EDT 2017, 0.470, 4, 6, 0.580, 4, 7, 60, 509, 52, 10, 7, 19, 7.407, 7.613
Wed May 17 11:24:28 EDT 2017, 0.970, 8, 1, 0.080, 8, 3, 15, 359, 97, 19, 32, 64, 232.007, 181.193
Wed May 17 11:25:16 EDT 2017, 0.720, 2, 3, 0.830, 6, 9, 37, 584, 30, 15, 20, 87, 47.537, 38.107
Wed May 17 11:25:29 EDT 2017, 0.220, 6, 8, 0.330, 1, 5, 82, 434, 75, 5, 45, 42, 8.943, 11.833
Wed May 17 11:25:50 EDT 2017, 0.160, 3, 5, 0.020, 2, 4, 77, 565, 47, 11, 48, 47, 21.287, 20.663
Wed May 17 11:26:07 EDT 2017, 0.660, 8, 9, 0.520, 6, 9, 32, 415, 92, 2, 23, 92, 10.457, 16.233
Wed May 17 11:26:15 EDT 2017, 0.910, 1, 7, 0.270, 9, 2, 54, 490, 24, 6, 35, 70, 6.277, 7.773
Wed May 17 11:26:35 EDT 2017, 0.410, 6, 3, 0.770, 4, 7, 99, 340, 69, 16, 10, 25, 19.863, 15.323
Wed May 17 11:26:49 EDT 2017, 0.290, 2, 8, 0.150, 8, 6, 66, 378, 35, 9, 29, 81, 11.273, 13.470
Wed May 17 11:27:39 EDT 2017, 0.790, 7, 4, 0.650, 3, 1, 21, 528, 80, 18, 4, 36, 49.150, 37.257
Wed May 17 11:27:41 EDT 2017, 0.540, 5, 2, 0.400, 1, 8, 43, 303, 13, 13, 42, 14, 2.203, 1.610
Wed May 17 11:27:55 EDT 2017, 0.040, 9, 6, 0.900, 5, 3, 88, 453, 58, 4, 17, 59, 10.360, 13.927
Wed May 17 11:28:01 EDT 2017, 0.050, 3, 4, 0.290, 3, 6, 44, 420, 11, 19, 3, 35, 5.003, 3.623
Wed May 17 11:28:33 EDT 2017, 0.550, 7, 9, 0.790, 7, 2, 89, 570, 56, 10, 28, 80, 26.983, 32.040
Wed May 17 11:28:39 EDT 2017, 0.800, 5, 7, 0.040, 5, 8, 67, 345, 34, 5, 16, 57, 4.750, 6.137
Wed May 17 11:28:59 EDT 2017, 0.300, 9, 2, 0.540, 1, 4, 22, 495, 79, 14, 41, 12, 19.287, 12.490
Wed May 17 11:29:04 EDT 2017, 0.430, 4, 8, 0.410, 6, 3, 33, 532, 23, 2, 22, 91, 3.330, 4.793
Wed May 17 11:29:36 EDT 2017, 0.930, 8, 3, 0.910, 2, 7, 78, 382, 68, 12, 47, 46, 31.347, 26.043
Wed May 17 11:30:07 EDT 2017, 0.680, 2, 1, 0.160, 4, 1, 56, 457, 45, 17, 10, 24, 30.553, 19.517
Wed May 17 11:30:34 EDT 2017, 0.180, 6, 5, 0.660, 9, 5, 11, 307, 90, 7, 35, 69, 23.203, 26.900
Wed May 17 11:31:05 EDT 2017, 0.240, 4, 3, 0.970, 8, 6, 50, 476, 28, 18, 32, 63, 30.847, 23.573
Wed May 17 11:31:10 EDT 2017, 0.740, 9, 7, 0.470, 3, 1, 95, 326, 73, 8, 7, 18, 4.380, 4.800
Wed May 17 11:31:18 EDT 2017, 0.990, 2, 9, 0.720, 1, 8, 73, 551, 51, 4, 44, 40, 5.347, 7.393
Wed May 17 11:32:32 EDT 2017, 0.490, 7, 5, 0.220, 6, 3, 28, 401, 96, 13, 19, 85, 72.553, 71.130
Wed May 17 11:32:33 EDT 2017, 0.360, 1, 6, 0.850, 2, 5, 39, 363, 17, 1, 38, 29, 0.573, 0.770
Wed May 17 11:34:36 EDT 2017, 0.860, 6, 1, 0.350, 7, 9, 84, 513, 62, 11, 13, 74, 123.067, 97.983
Wed May 17 11:35:26 EDT 2017, 0.610, 3, 4, 0.600, 9, 2, 61, 438, 39, 16, 25, 97, 48.413, 39.490
Wed May 17 11:35:52 EDT 2017, 0.110, 8, 8, 0.100, 5, 7, 16, 588, 84, 6, 0, 52, 19.593, 25.687
Wed May 17 11:36:35 EDT 2017, 0.080, 3, 7, 0.130, 1, 9, 92, 523, 82, 11, 24, 66, 41.060, 43.230
Wed May 17 11:36:38 EDT 2017, 0.580, 7, 2, 0.630, 5, 5, 47, 373, 37, 2, 49, 21, 2.127, 2.373
Wed May 17 11:36:58 EDT 2017, 0.830, 1, 5, 0.380, 8, 7, 25, 598, 59, 7, 11, 43, 17.183, 19.597
Wed May 17 11:37:06 EDT 2017, 0.330, 5, 9, 0.880, 3, 3, 70, 448, 14, 16, 36, 88, 8.450, 8.323
Wed May 17 11:37:43 EDT 2017, 0.460, 2, 1, 0.010, 9, 1, 81, 335, 93, 9, 5, 32, 35.187, 26.170
Wed May 17 11:38:31 EDT 2017, 0.960, 6, 6, 0.510, 4, 6, 36, 485, 48, 19, 30, 77, 47.007, 40.310
Wed May 17 11:39:19 EDT 2017, 0.710, 4, 8, 0.260, 2, 4, 13, 410, 70, 14, 18, 99, 46.167, 47.813
Wed May 17 11:39:28 EDT 2017, 0.210, 9, 3, 0.760, 7, 8, 58, 560, 25, 4, 43, 54, 7.503, 8.540
Wed May 17 11:39:47 EDT 2017, 0.150, 1, 9, 0.570, 6, 8, 98, 392, 99, 10, 39, 38, 15.430, 18.790
Wed May 17 11:39:58 EDT 2017, 0.650, 6, 4, 0.070, 2, 3, 53, 542, 54, 1, 14, 83, 7.000, 10.977
Wed May 17 11:40:23 EDT 2017, 0.900, 4, 2, 0.820, 4, 5, 30, 317, 76, 5, 27, 60, 24.350, 23.373
Wed May 17 11:40:27 EDT 2017, 0.400, 8, 6, 0.320, 8, 1, 75, 467, 31, 15, 2, 15, 4.213, 3.650
Wed May 17 11:42:05 EDT 2017, 0.270, 5, 3, 0.690, 5, 2, 87, 579, 87, 8, 33, 94, 94.073, 97.117
Wed May 17 11:42:24 EDT 2017, 0.770, 9, 7, 0.190, 9, 7, 42, 429, 42, 17, 8, 49, 17.970, 16.017
Wed May 17 11:42:40 EDT 2017, 0.520, 2, 5, 0.940, 7, 4, 19, 504, 65, 13, 46, 26, 16.030, 14.917
Wed May 17 11:42:47 EDT 2017, 0.020, 7, 1, 0.440, 3, 9, 64, 354, 20, 3, 21, 71, 7.080, 6.967
Wed May 17 11:43:52 EDT 2017, 0.010, 2, 5, 0.060, 7, 8, 32, 441, 71, 13, 27, 95, 64.573, 58.333
Wed May 17 11:44:05 EDT 2017, 0.510, 6, 1, 0.560, 3, 4, 77, 591, 26, 4, 2, 50, 13.203, 11.547
Wed May 17 11:44:22 EDT 2017, 0.760, 4, 3, 0.310, 1, 6, 55, 366, 94, 8, 40, 27, 16.813, 15.813
Wed May 17 11:45:02 EDT 2017, 0.260, 8, 7, 0.810, 5, 1, 10, 516, 49, 18, 15, 72, 39.050, 36.260
