# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, fibHeap_timing_secs
Wed May 17 09:17:08 EDT 2017, 0.990, 4, 1, 0.190, 1, 1, 28, 512, 15, 13, 32, 99, 36.737, 24.233
Wed May 17 09:17:17 EDT 2017, 0.490, 8, 6, 0.690, 6, 5, 73, 362, 60, 3, 7, 54, 6.140, 8.803
Wed May 17 09:17:39 EDT 2017, 0.370, 3, 5, 0.320, 2, 6, 84, 400, 49, 10, 26, 65, 20.323, 21.137
Wed May 17 09:17:42 EDT 2017, 0.870, 7, 9, 0.820, 7, 2, 39, 550, 94, 1, 1, 20, 1.687, 2.390
Wed May 17 09:17:45 EDT 2017, 0.620, 1, 7, 0.070, 9, 9, 17, 325, 27, 6, 38, 43, 2.950, 3.530
Wed May 17 09:20:43 EDT 2017, 0.120, 5, 2, 0.570, 4, 4, 62, 475, 72, 15, 13, 88, 173.823, 129.443
Wed May 17 09:20:55 EDT 2017, 0.090, 1, 4, 0.660, 1, 2, 48, 559, 69, 3, 12, 29, 7.760, 10.340
Wed May 17 09:21:05 EDT 2017, 0.590, 5, 8, 0.160, 6, 7, 93, 409, 24, 12, 37, 74, 9.823, 10.373
Wed May 17 09:22:58 EDT 2017, 0.840, 3, 6, 0.910, 8, 4, 70, 484, 91, 17, 24, 96, 111.107, 94.523
Wed May 17 09:23:16 EDT 2017, 0.340, 8, 2, 0.410, 4, 9, 25, 334, 46, 7, 49, 51, 17.763, 14.740
Wed May 17 09:23:47 EDT 2017, 0.460, 4, 9, 0.540, 9, 8, 36, 446, 58, 19, 18, 62, 29.983, 28.693
Wed May 17 09:23:49 EDT 2017, 0.960, 9, 5, 0.040, 5, 3, 81, 596, 13, 10, 43, 17, 2.020, 1.900
Wed May 17 09:24:05 EDT 2017, 0.710, 2, 3, 0.790, 2, 6, 59, 371, 80, 5, 5, 40, 14.460, 15.733
Wed May 17 09:24:34 EDT 2017, 0.210, 6, 7, 0.290, 7, 1, 14, 521, 35, 15, 30, 85, 27.693, 28.413
Wed May 17 09:24:53 EDT 2017, 0.150, 4, 1, 0.100, 5, 2, 53, 353, 63, 1, 27, 90, 11.793, 18.830
Wed May 17 09:25:01 EDT 2017, 0.650, 8, 6, 0.600, 1, 6, 98, 503, 18, 11, 2, 45, 6.713, 6.340
Wed May 17 09:25:15 EDT 2017, 0.900, 1, 8, 0.350, 3, 4, 76, 428, 86, 16, 40, 23, 14.113, 14.250
Wed May 17 09:25:41 EDT 2017, 0.400, 6, 3, 0.850, 8, 8, 31, 578, 41, 6, 15, 68, 22.883, 25.260
Wed May 17 09:26:06 EDT 2017, 0.270, 3, 7, 0.220, 4, 9, 42, 465, 74, 18, 46, 34, 24.490, 22.880
Wed May 17 09:26:26 EDT 2017, 0.770, 7, 2, 0.720, 9, 5, 87, 315, 29, 9, 21, 79, 19.473, 15.383
Wed May 17 09:27:01 EDT 2017, 0.520, 5, 4, 0.470, 6, 7, 65, 540, 97, 4, 33, 57, 26.887, 34.593
Wed May 17 09:27:04 EDT 2017, 0.020, 9, 9, 0.970, 2, 3, 20, 390, 52, 13, 8, 12, 3.053, 3.023
Wed May 17 09:27:14 EDT 2017, 0.020, 3, 4, 0.590, 8, 1, 79, 332, 81, 3, 40, 41, 7.590, 10.187
Wed May 17 09:27:36 EDT 2017, 0.520, 8, 9, 0.090, 4, 5, 34, 482, 36, 13, 15, 86, 19.877, 21.383
Wed May 17 09:28:12 EDT 2017, 0.770, 1, 6, 0.840, 2, 3, 12, 407, 58, 18, 28, 63, 35.540, 31.483
Wed May 17 09:28:16 EDT 2017, 0.270, 6, 2, 0.340, 6, 8, 57, 557, 13, 8, 3, 18, 3.123, 2.403
Wed May 17 09:29:42 EDT 2017, 0.390, 2, 8, 0.720, 3, 9, 91, 519, 92, 15, 34, 97, 83.763, 83.760
Wed May 17 09:29:56 EDT 2017, 0.890, 7, 3, 0.220, 7, 4, 46, 369, 47, 6, 9, 52, 12.780, 13.263
Wed May 17 09:30:06 EDT 2017, 0.640, 5, 1, 0.970, 9, 7, 23, 594, 70, 1, 46, 29, 6.850, 9.763
Wed May 17 09:30:20 EDT 2017, 0.140, 9, 5, 0.470, 5, 2, 68, 444, 25, 11, 21, 74, 13.977, 13.673
Wed May 17 09:31:05 EDT 2017, 0.200, 1, 3, 0.150, 3, 3, 85, 575, 98, 5, 24, 57, 38.983, 44.603
Wed May 17 09:31:10 EDT 2017, 0.700, 5, 7, 0.650, 8, 7, 40, 425, 53, 14, 49, 12, 4.523, 4.277
Wed May 17 09:31:34 EDT 2017, 0.950, 3, 9, 0.400, 5, 5, 17, 500, 75, 19, 12, 35, 23.587, 22.590
Wed May 17 09:31:47 EDT 2017, 0.450, 7, 5, 0.900, 1, 9, 62, 350, 30, 9, 37, 80, 12.427, 12.860
Wed May 17 09:32:05 EDT 2017, 0.330, 4, 6, 0.030, 7, 8, 96, 388, 86, 16, 6, 24, 17.143, 15.183
Wed May 17 09:32:49 EDT 2017, 0.830, 8, 1, 0.530, 2, 4, 51, 538, 41, 7, 31, 69, 43.410, 32.843
Wed May 17 09:33:03 EDT 2017, 0.580, 2, 4, 0.280, 4, 6, 29, 313, 64, 2, 18, 91, 9.397, 13.733
Wed May 17 09:33:08 EDT 2017, 0.080, 6, 8, 0.780, 9, 2, 74, 463, 19, 12, 43, 46, 5.207, 5.357
Wed May 17 09:33:11 EDT 2017, 0.110, 2, 7, 0.930, 6, 4, 37, 528, 11, 6, 32, 55, 2.433, 2.813
Wed May 17 09:33:21 EDT 2017, 0.610, 7, 2, 0.430, 1, 8, 82, 378, 56, 16, 7, 10, 9.793, 6.167
Wed May 17 09:33:31 EDT 2017, 0.860, 4, 4, 0.680, 4, 1, 60, 453, 33, 11, 45, 32, 9.213, 7.870
Wed May 17 09:33:40 EDT 2017, 0.360, 9, 9, 0.180, 8, 6, 15, 303, 78, 2, 20, 77, 5.483, 8.977
Wed May 17 09:33:50 EDT 2017, 0.480, 3, 1, 0.810, 5, 7, 48, 416, 22, 13, 39, 21, 9.190, 5.990
Wed May 17 09:34:13 EDT 2017, 0.980, 8, 6, 0.310, 9, 2, 93, 566, 67, 4, 14, 66, 17.217, 22.673
Wed May 17 09:34:30 EDT 2017, 0.730, 1, 8, 0.560, 7, 9, 71, 341, 44, 9, 26, 88, 13.833, 16.780
Wed May 17 09:35:43 EDT 2017, 0.230, 5, 3, 0.060, 2, 5, 26, 491, 89, 18, 1, 43, 72.410, 56.987
Wed May 17 09:35:47 EDT 2017, 0.170, 5, 8, 0.250, 1, 4, 43, 360, 27, 8, 4, 38, 3.527, 3.770
Wed May 17 09:37:38 EDT 2017, 0.670, 9, 4, 0.750, 5, 9, 88, 510, 72, 17, 29, 83, 107.670, 84.227
Wed May 17 09:38:25 EDT 2017, 0.920, 3, 2, 0.000, 7, 2, 65, 435, 50, 12, 17, 60, 45.890, 34.063
Wed May 17 09:38:30 EDT 2017, 0.420, 7, 6, 0.500, 3, 6, 20, 585, 95, 3, 42, 15, 4.067, 5.420
Wed May 17 09:38:52 EDT 2017, 0.300, 1, 3, 0.370, 9, 5, 54, 472, 16, 15, 23, 94, 21.097, 16.777
Wed May 17 09:39:02 EDT 2017, 0.800, 6, 7, 0.870, 4, 1, 99, 322, 61, 5, 48, 49, 6.913, 9.383
Wed May 17 09:39:11 EDT 2017, 0.550, 4, 5, 0.120, 2, 7, 77, 547, 39, 10, 10, 27, 8.950, 8.210
Wed May 17 09:43:41 EDT 2017, 0.050, 8, 1, 0.620, 6, 3, 32, 397, 84, 19, 35, 72, 265.397, 212.910
Wed May 17 09:43:49 EDT 2017, 0.030, 1, 9, 0.040, 4, 6, 55, 514, 43, 4, 49, 53, 5.703, 7.693
Wed May 17 09:44:57 EDT 2017, 0.530, 6, 5, 0.540, 9, 2, 10, 364, 88, 13, 24, 98, 68.160, 63.737
Wed May 17 09:45:43 EDT 2017, 0.780, 4, 2, 0.290, 6, 9, 33, 589, 20, 18, 36, 76, 44.667, 30.367
Wed May 17 09:45:54 EDT 2017, 0.280, 8, 7, 0.790, 2, 4, 78, 439, 65, 8, 11, 31, 9.110, 10.770
Wed May 17 09:46:41 EDT 2017, 0.410, 5, 4, 0.170, 5, 3, 67, 327, 54, 16, 30, 87, 46.560, 36.853
Wed May 17 09:47:00 EDT 2017, 0.910, 9, 8, 0.670, 1, 8, 22, 477, 99, 6, 5, 42, 15.703, 19.083
Wed May 17 09:47:01 EDT 2017, 0.660, 2, 6, 0.420, 3, 1, 44, 402, 32, 1, 42, 19, 0.703, 0.917
Wed May 17 09:49:29 EDT 2017, 0.160, 7, 1, 0.920, 8, 5, 89, 552, 77, 11, 17, 64, 147.720, 116.557
Wed May 17 09:49:43 EDT 2017, 0.220, 3, 6, 0.730, 9, 6, 61, 383, 48, 5, 14, 70, 10.293, 13.283
Wed May 17 09:50:35 EDT 2017, 0.720, 8, 2, 0.230, 5, 1, 16, 533, 93, 14, 39, 25, 51.590, 34.810
Wed May 17 09:50:48 EDT 2017, 0.970, 1, 4, 0.980, 3, 8, 39, 308, 26, 19, 2, 48, 12.300, 9.260
Wed May 17 09:51:30 EDT 2017, 0.470, 5, 9, 0.480, 7, 4, 84, 458, 71, 10, 27, 93, 34.203, 41.503
Wed May 17 09:51:48 EDT 2017, 0.340, 2, 1, 0.610, 1, 5, 72, 571, 37, 17, 8, 14, 18.140, 11.210
Wed May 17 09:52:18 EDT 2017, 0.840, 6, 5, 0.110, 6, 9, 27, 421, 82, 7, 33, 59, 24.697, 28.713
Wed May 17 09:52:21 EDT 2017, 0.590, 4, 7, 0.860, 8, 3, 50, 496, 15, 2, 21, 81, 1.860, 2.663
Wed May 17 09:52:41 EDT 2017, 0.090, 9, 3, 0.360, 4, 7, 95, 346, 60, 12, 46, 36, 19.710, 16.343
Wed May 17 09:53:12 EDT 2017, 0.060, 4, 2, 0.390, 2, 9, 13, 430, 63, 5, 28, 67, 30.630, 28.287
Wed May 17 09:53:16 EDT 2017, 0.560, 9, 7, 0.890, 6, 5, 58, 580, 18, 15, 3, 22, 3.960, 3.497
Wed May 17 09:53:34 EDT 2017, 0.810, 2, 9, 0.140, 8, 7, 81, 355, 85, 10, 41, 45, 14.430, 17.460
Wed May 17 09:53:42 EDT 2017, 0.310, 7, 4, 0.640, 4, 2, 36, 505, 40, 1, 16, 90, 5.233, 7.673
Wed May 17 09:53:50 EDT 2017, 0.440, 1, 5, 0.260, 7, 1, 24, 543, 74, 13, 47, 11, 8.087, 7.043
Wed May 17 09:53:59 EDT 2017, 0.940, 6, 1, 0.760, 3, 6, 69, 393, 29, 3, 22, 56, 8.883, 8.707
Wed May 17 09:55:08 EDT 2017, 0.690, 3, 3, 0.010, 1, 3, 92, 468, 96, 8, 35, 79, 66.807, 64.543
Wed May 17 09:55:18 EDT 2017, 0.190, 8, 8, 0.510, 5, 8, 47, 318, 51, 17, 10, 34, 10.160, 9.693
Wed May 17 09:55:41 EDT 2017, 0.130, 3, 5, 0.830, 7, 7, 19, 486, 68, 7, 7, 50, 19.657, 22.277
Wed May 17 09:55:53 EDT 2017, 0.630, 7, 9, 0.330, 2, 3, 64, 336, 23, 16, 32, 95, 11.667, 11.310
Wed May 17 09:56:51 EDT 2017, 0.880, 5, 7, 0.580, 4, 5, 86, 561, 91, 11, 19, 73, 53.733, 57.207
Wed May 17 09:56:55 EDT 2017, 0.380, 9, 3, 0.080, 9, 1, 41, 411, 46, 2, 44, 28, 3.110, 4.023
Wed May 17 09:57:25 EDT 2017, 0.250, 4, 8, 0.950, 3, 2, 30, 374, 57, 14, 13, 84, 27.873, 29.043
Wed May 17 09:57:27 EDT 2017, 0.750, 8, 4, 0.450, 8, 6, 75, 524, 12, 4, 38, 39, 2.083, 2.357
Wed May 17 09:57:43 EDT 2017, 0.500, 2, 2, 0.700, 6, 4, 98, 449, 79, 9, 0, 17, 15.787, 11.877
Wed May 17 09:58:16 EDT 2017, 0.000, 6, 6, 0.200, 1, 8, 53, 599, 34, 19, 25, 62, 31.943, 26.287
Wed May 17 09:58:43 EDT 2017, 0.000, 2, 5, 0.930, 3, 3, 21, 468, 28, 15, 15, 89, 26.117, 23.477
Wed May 17 09:58:51 EDT 2017, 0.500, 6, 9, 0.430, 8, 7, 66, 318, 73, 5, 40, 44, 6.453, 8.397
Wed May 17 09:58:53 EDT 2017, 0.750, 4, 7, 0.680, 5, 1, 88, 543, 50, 1, 2, 21, 1.123, 1.543
Wed May 17 10:00:16 EDT 2017, 0.250, 8, 2, 0.180, 1, 5, 43, 393, 95, 10, 27, 66, 82.723, 56.463
Wed May 17 10:00:17 EDT 2017, 0.380, 5, 8, 0.800, 6, 6, 10, 356, 16, 3, 9, 32, 1.017, 1.243
Wed May 17 10:01:22 EDT 2017, 0.880, 9, 3, 0.300, 2, 2, 55, 506, 61, 12, 34, 77, 62.920, 51.373
Wed May 17 10:02:21 EDT 2017, 0.630, 3, 1, 0.550, 4, 8, 77, 431, 39, 17, 21, 55, 59.403, 38.120
Wed May 17 10:02:27 EDT 2017, 0.130, 7, 6, 0.050, 9, 4, 32, 581, 84, 8, 46, 10, 5.390, 5.647
Wed May 17 10:02:33 EDT 2017, 0.190, 3, 2, 0.370, 8, 4, 26, 449, 11, 16, 49, 27, 5.550, 3.700
Wed May 17 10:03:05 EDT 2017, 0.690, 8, 6, 0.870, 4, 9, 71, 599, 56, 7, 24, 72, 26.420, 31.813
Wed May 17 10:03:10 EDT 2017, 0.940, 1, 9, 0.120, 1, 2, 94, 374, 33, 2, 37, 94, 3.097, 4.693
Wed May 17 10:03:52 EDT 2017, 0.440, 6, 4, 0.620, 6, 7, 49, 524, 78, 11, 12, 49, 42.007, 40.233
Wed May 17 10:03:59 EDT 2017, 0.310, 2, 5, 0.490, 3, 6, 15, 562, 22, 4, 30, 60, 5.200, 6.417
Wed May 17 10:04:21 EDT 2017, 0.810, 7, 1, 0.990, 7, 1, 60, 412, 67, 14, 5, 15, 21.907, 14.653
Wed May 17 10:04:52 EDT 2017, 0.560, 4, 3, 0.240, 9, 8, 83, 487, 44, 18, 43, 38, 29.803, 22.660
Wed May 17 10:05:28 EDT 2017, 0.060, 9, 7, 0.740, 5, 3, 38, 337, 89, 9, 18, 83, 30.563, 35.840
Wed May 17 10:05:47 EDT 2017, 0.100, 4, 7, 0.520, 1, 1, 69, 402, 98, 13, 7, 29, 17.893, 18.237
Wed May 17 10:06:19 EDT 2017, 0.600, 9, 2, 0.020, 5, 6, 24, 552, 53, 4, 32, 74, 31.607, 31.507
Wed May 17 10:06:59 EDT 2017, 0.850, 2, 4, 0.770, 7, 4, 46, 327, 75, 8, 19, 97, 37.950, 39.227
Wed May 17 10:07:12 EDT 2017, 0.350, 6, 9, 0.270, 3, 8, 91, 477, 30, 18, 44, 52, 12.857, 12.493
Wed May 17 10:08:34 EDT 2017, 0.470, 1, 1, 0.650, 8, 9, 57, 590, 87, 6, 13, 63, 81.163, 72.810
Wed May 17 10:08:42 EDT 2017, 0.970, 5, 5, 0.150, 4, 5, 12, 440, 42, 15, 38, 18, 7.300, 6.170
Wed May 17 10:09:00 EDT 2017, 0.720, 3, 8, 0.900, 2, 7, 35, 515, 64, 11, 1, 41, 16.987, 18.037
Wed May 17 10:09:03 EDT 2017, 0.220, 8, 3, 0.400, 6, 3, 80, 365, 19, 1, 26, 86, 2.020, 2.940
Wed May 17 10:10:04 EDT 2017, 0.160, 2, 9, 0.210, 6, 2, 74, 496, 81, 14, 29, 91, 53.527, 59.287
Wed May 17 10:10:10 EDT 2017, 0.660, 7, 5, 0.710, 1, 6, 29, 346, 36, 5, 4, 46, 5.130, 6.073
Wed May 17 10:10:27 EDT 2017, 0.910, 5, 3, 0.460, 3, 4, 52, 571, 58, 10, 41, 24, 16.930, 14.840
Wed May 17 10:10:36 EDT 2017, 0.410, 9, 7, 0.960, 8, 9, 97, 421, 13, 19, 16, 69, 8.283, 6.973
Wed May 17 10:10:51 EDT 2017, 0.280, 4, 4, 0.090, 4, 8, 63, 309, 92, 7, 48, 35, 13.857, 14.407
Wed May 17 10:11:24 EDT 2017, 0.780, 8, 8, 0.590, 9, 3, 18, 459, 47, 17, 23, 80, 32.370, 32.377
Wed May 17 10:11:54 EDT 2017, 0.530, 1, 6, 0.340, 7, 5, 40, 384, 70, 12, 35, 58, 25.930, 28.203
Wed May 17 10:11:55 EDT 2017, 0.030, 6, 2, 0.840, 2, 1, 85, 534, 25, 2, 10, 13, 1.383, 1.497
Wed May 17 10:12:27 EDT 2017, 0.050, 4, 9, 0.480, 9, 9, 45, 342, 68, 16, 23, 79, 29.770, 30.983
Wed May 17 10:12:32 EDT 2017, 0.550, 8, 4, 0.980, 5, 4, 90, 492, 23, 6, 48, 34, 4.510, 4.623
Wed May 17 10:12:34 EDT 2017, 0.800, 1, 2, 0.230, 3, 6, 67, 417, 91, 1, 11, 11, 1.743, 2.290
Wed May 17 10:12:58 EDT 2017, 0.300, 6, 6, 0.730, 7, 2, 22, 567, 46, 11, 36, 56, 22.497, 22.407
Wed May 17 10:13:11 EDT 2017, 0.420, 3, 3, 0.350, 2, 1, 33, 454, 57, 4, 5, 45, 11.747, 13.197
Wed May 17 10:13:16 EDT 2017, 0.920, 7, 8, 0.850, 6, 5, 78, 304, 12, 13, 30, 90, 4.827, 4.830
Wed May 17 10:14:38 EDT 2017, 0.670, 5, 5, 0.100, 8, 3, 56, 529, 80, 18, 17, 67, 81.287, 68.887
Wed May 17 10:14:49 EDT 2017, 0.170, 9, 1, 0.600, 4, 7, 11, 379, 35, 9, 42, 22, 10.553, 7.370
Wed May 17 10:15:00 EDT 2017, 0.240, 1, 7, 0.790, 4, 8, 50, 548, 63, 17, 39, 17, 10.937, 9.517
Wed May 17 10:15:07 EDT 2017, 0.740, 5, 3, 0.290, 9, 4, 95, 398, 18, 7, 14, 62, 7.010, 6.657
Wed May 17 10:15:37 EDT 2017, 0.990, 3, 5, 0.540, 7, 6, 73, 473, 85, 3, 27, 84, 20.090, 29.710
Wed May 17 10:15:44 EDT 2017, 0.490, 8, 9, 0.040, 2, 1, 28, 323, 40, 12, 2, 39, 6.003, 6.440
Wed May 17 10:16:34 EDT 2017, 0.360, 4, 1, 0.910, 5, 2, 39, 435, 74, 5, 33, 73, 50.197, 44.660
Wed May 17 10:16:44 EDT 2017, 0.860, 9, 6, 0.410, 1, 7, 84, 585, 29, 15, 8, 28, 9.150, 7.963
Wed May 17 10:17:20 EDT 2017, 0.610, 2, 8, 0.660, 3, 5, 62, 360, 96, 19, 45, 51, 36.290, 34.550
Wed May 17 10:18:10 EDT 2017, 0.110, 7, 4, 0.160, 8, 9, 17, 510, 51, 10, 20, 96, 49.040, 47.430
Wed May 17 10:18:32 EDT 2017, 0.080, 2, 2, 0.070, 7, 7, 93, 595, 49, 13, 3, 20, 20.853, 14.580
Wed May 17 10:18:51 EDT 2017, 0.580, 6, 7, 0.570, 2, 3, 48, 445, 94, 3, 28, 65, 13.400, 19.483
Wed May 17 10:19:04 EDT 2017, 0.830, 4, 9, 0.320, 5, 9, 25, 520, 26, 8, 16, 87, 10.217, 12.390
Wed May 17 10:19:41 EDT 2017, 0.330, 9, 4, 0.820, 9, 5, 70, 370, 71, 18, 41, 42, 36.370, 29.173
Wed May 17 10:19:54 EDT 2017, 0.460, 3, 6, 0.190, 3, 4, 81, 407, 37, 6, 22, 76, 10.643, 13.067
Wed May 17 10:21:18 EDT 2017, 0.960, 7, 1, 0.690, 8, 8, 36, 557, 82, 15, 47, 31, 83.630, 59.157
Wed May 17 10:21:24 EDT 2017, 0.710, 1, 3, 0.440, 6, 2, 14, 332, 15, 10, 9, 53, 5.530, 4.780
Wed May 17 10:21:33 EDT 2017, 0.210, 5, 8, 0.940, 1, 6, 59, 482, 60, 1, 34, 98, 5.240, 8.603
Wed May 17 10:22:02 EDT 2017, 0.140, 5, 4, 0.630, 2, 5, 98, 313, 43, 14, 31, 82, 28.993, 24.277
Wed May 17 10:22:14 EDT 2017, 0.640, 9, 8, 0.130, 6, 1, 53, 463, 88, 4, 6, 37, 8.297, 11.447
Wed May 17 10:22:15 EDT 2017, 0.890, 2, 6, 0.880, 9, 8, 31, 388, 21, 9, 44, 14, 1.507, 1.473
Wed May 17 10:24:30 EDT 2017, 0.390, 7, 2, 0.380, 4, 3, 76, 538, 66, 19, 19, 59, 132.897, 93.200
Wed May 17 10:24:44 EDT 2017, 0.270, 1, 7, 0.510, 7, 4, 87, 501, 54, 7, 37, 48, 11.850, 14.333
Wed May 17 10:27:15 EDT 2017, 0.770, 6, 3, 0.010, 3, 9, 42, 351, 99, 16, 12, 93, 143.270, 119.803
Wed May 17 10:28:15 EDT 2017, 0.520, 3, 1, 0.760, 1, 2, 19, 576, 32, 12, 25, 70, 58.820, 38.940
Wed May 17 10:28:20 EDT 2017, 0.020, 8, 5, 0.260, 5, 7, 64, 426, 77, 2, 0, 25, 3.487, 4.980
Wed May 17 10:28:32 EDT 2017, 0.030, 5, 1, 0.120, 5, 6, 34, 372, 14, 12, 43, 50, 11.927, 8.037
Wed May 17 10:28:58 EDT 2017, 0.530, 9, 5, 0.620, 9, 2, 79, 522, 59, 3, 18, 95, 17.500, 25.750
Wed May 17 10:29:12 EDT 2017, 0.780, 3, 8, 0.370, 7, 8, 57, 447, 37, 8, 31, 72, 11.190, 13.590
Wed May 17 10:29:59 EDT 2017, 0.280, 7, 3, 0.870, 3, 4, 12, 597, 82, 17, 6, 27, 46.503, 35.193
Wed May 17 10:30:14 EDT 2017, 0.400, 1, 6, 0.000, 6, 5, 45, 485, 25, 10, 25, 84, 13.813, 14.320
Wed May 17 10:31:07 EDT 2017, 0.900, 6, 2, 0.500, 2, 9, 90, 335, 70, 19, 0, 39, 52.650, 33.027
Wed May 17 10:31:18 EDT 2017, 0.650, 4, 4, 0.250, 4, 3, 68, 560, 48, 15, 37, 16, 10.870, 8.353
Wed May 17 10:31:39 EDT 2017, 0.150, 8, 9, 0.750, 8, 7, 23, 410, 93, 5, 12, 61, 14.090, 20.713
Wed May 17 10:32:02 EDT 2017, 0.210, 2, 4, 0.560, 9, 7, 40, 541, 31, 11, 15, 67, 22.000, 19.553
Wed May 17 10:32:05 EDT 2017, 0.710, 6, 8, 0.060, 4, 2, 85, 391, 76, 2, 40, 22, 2.040, 2.880
Wed May 17 10:32:17 EDT 2017, 0.960, 4, 6, 0.810, 2, 9, 62, 466, 54, 6, 3, 44, 10.327, 12.227
Wed May 17 10:36:27 EDT 2017, 0.460, 9, 1, 0.310, 7, 4, 17, 316, 99, 16, 28, 89, 249.023, 198.287
Wed May 17 10:36:28 EDT 2017, 0.340, 3, 9, 0.690, 1, 3, 51, 428, 20, 9, 9, 11, 1.057, 1.113
Wed May 17 10:37:28 EDT 2017, 0.840, 8, 5, 0.190, 6, 8, 96, 578, 65, 18, 34, 56, 59.190, 50.937
Wed May 17 10:38:15 EDT 2017, 0.590, 1, 2, 0.940, 8, 1, 74, 353, 42, 14, 21, 78, 46.567, 32.583
Wed May 17 10:38:27 EDT 2017, 0.090, 5, 7, 0.440, 3, 6, 29, 503, 87, 4, 46, 33, 8.420, 11.927
Wed May 17 10:39:34 EDT 2017, 0.120, 1, 8, 0.280, 2, 8, 82, 569, 79, 19, 26, 70, 65.907, 61.523
Wed May 17 10:39:40 EDT 2017, 0.620, 5, 4, 0.780, 7, 3, 37, 419, 34, 9, 1, 25, 5.910, 5.323
Wed May 17 10:40:01 EDT 2017, 0.870, 3, 2, 0.030, 9, 5, 14, 494, 56, 5, 39, 47, 20.537, 19.790
Wed May 17 10:40:07 EDT 2017, 0.370, 7, 6, 0.530, 5, 1, 59, 344, 11, 14, 14, 92, 6.420, 5.893
Wed May 17 10:40:10 EDT 2017, 0.490, 4, 5, 0.410, 8, 2, 93, 381, 90, 2, 45, 13, 1.843, 2.443
Wed May 17 10:40:29 EDT 2017, 0.990, 8, 9, 0.910, 4, 6, 48, 531, 45, 12, 20, 58, 17.057, 18.867
Wed May 17 10:41:02 EDT 2017, 0.740, 2, 7, 0.160, 1, 4, 26, 306, 68, 16, 32, 81, 33.270, 31.623
Wed May 17 10:41:09 EDT 2017, 0.240, 6, 3, 0.660, 6, 9, 71, 456, 23, 7, 7, 36, 6.153, 5.700
Wed May 17 10:41:51 EDT 2017, 0.180, 3, 6, 0.970, 6, 9, 88, 325, 96, 18, 11, 53, 41.983, 37.283
Wed May 17 10:43:11 EDT 2017, 0.680, 8, 1, 0.470, 2, 5, 43, 475, 51, 8, 36, 98, 77.593, 59.950
Wed May 17 10:43:36 EDT 2017, 0.930, 1, 3, 0.720, 4, 7, 20, 400, 73, 3, 23, 75, 17.830, 24.277
Wed May 17 10:43:43 EDT 2017, 0.430, 6, 8, 0.220, 9, 2, 65, 550, 28, 13, 48, 30, 6.467, 6.247
Wed May 17 10:44:10 EDT 2017, 0.310, 2, 2, 0.840, 3, 1, 99, 513, 85, 1, 17, 86, 16.607, 26.827
Wed May 17 10:44:19 EDT 2017, 0.810, 7, 7, 0.340, 8, 6, 54, 363, 40, 11, 42, 41, 8.147, 8.603
Wed May 17 10:44:29 EDT 2017, 0.560, 5, 9, 0.590, 5, 4, 31, 588, 62, 15, 4, 19, 9.917, 10.010
Wed May 17 10:44:35 EDT 2017, 0.060, 9, 4, 0.090, 1, 8, 76, 438, 17, 6, 29, 64, 5.807, 5.880
Wed May 17 10:44:55 EDT 2017, 0.040, 3, 6, 0.700, 8, 3, 10, 470, 63, 11, 41, 40, 17.990, 18.833
Wed May 17 10:45:01 EDT 2017, 0.540, 7, 1, 0.200, 3, 7, 55, 320, 18, 2, 16, 85, 5.010, 5.643
Wed May 17 10:45:45 EDT 2017, 0.790, 5, 4, 0.950, 1, 5, 78, 545, 86, 7, 28, 63, 42.457, 43.530
Wed May 17 10:45:50 EDT 2017, 0.290, 9, 8, 0.450, 5, 9, 33, 395, 41, 16, 3, 18, 5.037, 4.710
Wed May 17 10:46:44 EDT 2017, 0.420, 4, 3, 0.580, 2, 8, 21, 358, 75, 9, 35, 96, 53.860, 50.300
Wed May 17 10:47:01 EDT 2017, 0.920, 8, 7, 0.080, 7, 4, 66, 508, 30, 19, 10, 51, 16.827, 15.503
Wed May 17 10:47:19 EDT 2017, 0.670, 2, 9, 0.830, 9, 6, 89, 433, 97, 14, 47, 29, 16.787, 17.820
Wed May 17 10:47:42 EDT 2017, 0.170, 6, 5, 0.330, 4, 1, 44, 583, 52, 4, 22, 74, 16.803, 22.210
Wed May 17 10:48:05 EDT 2017, 0.230, 4, 8, 0.020, 4, 1, 16, 414, 69, 10, 19, 57, 18.633, 22.723
Wed May 17 10:48:06 EDT 2017, 0.730, 9, 3, 0.520, 8, 5, 61, 564, 24, 1, 44, 12, 0.733, 0.873
Wed May 17 10:48:32 EDT 2017, 0.980, 2, 1, 0.270, 6, 3, 83, 339, 92, 6, 7, 34, 25.783, 21.593
Wed May 17 10:49:16 EDT 2017, 0.480, 7, 5, 0.770, 1, 8, 38, 489, 47, 15, 32, 79, 43.040, 36.883
Wed May 17 10:49:27 EDT 2017, 0.350, 1, 4, 0.140, 7, 9, 27, 527, 58, 8, 0, 23, 10.487, 10.047
Wed May 17 10:49:32 EDT 2017, 0.850, 5, 9, 0.640, 3, 4, 72, 377, 13, 17, 25, 68, 5.303, 5.153
Wed May 17 10:50:31 EDT 2017, 0.600, 3, 7, 0.390, 5, 7, 95, 452, 80, 13, 13, 91, 55.293, 57.220
