# Timestamp, procs, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, rollbacksMax_mean, rollbacksMax_sd, rollbacksMax_ci, rollbacksMax_ci, rollbacksMax_min, rollbacksMax_box_q1, rollbacksMax_median, rollbacksMax_box_q2, rollbacksMax_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, mpiMsgsMax_mean, mpiMsgsMax_sd, mpiMsgsMax_ci, mpiMsgsMax_ci, mpiMsgsMax_min, mpiMsgsMax_box_q1, mpiMsgsMax_median, mpiMsgsMax_box_q2, mpiMsgsMax_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, schedulesMax_mean, schedulesMax_sd, schedulesMax_ci, schedulesMax_ci, schedulesMax_min, schedulesMax_box_q1, schedulesMax_median, schedulesMax_box_q2, schedulesMax_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max, commEvtsMax_mean, commEvtsMax_sd, commEvtsMax_ci, commEvtsMax_ci, commEvtsMax_min, commEvtsMax_box_q1, commEvtsMax_median, commEvtsMax_box_q2, commEvtsMax_max, agentBkts_mean, agentBkts_sd, agentBkts_ci, agentBkts_ci, agentBkts_min, agentBkts_box_q1, agentBkts_median, agentBkts_box_q2, agentBkts_max, agentBktsMax_mean, agentBktsMax_sd, agentBktsMax_ci, agentBktsMax_ci, agentBktsMax_min, agentBktsMax_box_q1, agentBktsMax_median, agentBktsMax_box_q2, agentBktsMax_max, schedBktSz_mean, schedBktSz_sd, schedBktSz_ci, schedBktSz_ci, schedBktSz_min, schedBktSz_box_q1, schedBktSz_median, schedBktSz_box_q2, schedBktSz_max, schedBktSzMax_mean, schedBktSzMax_sd, schedBktSzMax_ci, schedBktSzMax_ci, schedBktSzMax_min, schedBktSzMax_box_q1, schedBktSzMax_median, schedBktSzMax_box_q2, schedBktSzMax_max, fixHeapComp_mean, fixHeapComp_sd, fixHeapComp_ci, fixHeapComp_ci, fixHeapComp_min, fixHeapComp_box_q1, fixHeapComp_median, fixHeapComp_box_q2, fixHeapComp_max, fixHeapCompMax_mean, fixHeapCompMax_sd, fixHeapCompMax_ci, fixHeapCompMax_ci, fixHeapCompMax_min, fixHeapCompMax_box_q1, fixHeapCompMax_median, fixHeapCompMax_box_q2, fixHeapCompMax_max, fixHeapOps_mean, fixHeapOps_sd, fixHeapOps_ci, fixHeapOps_ci, fixHeapOps_min, fixHeapOps_box_q1, fixHeapOps_median, fixHeapOps_box_q2, fixHeapOps_max, fixHeapOpsMax_mean, fixHeapOpsMax_sd, fixHeapOpsMax_ci, fixHeapOpsMax_ci, fixHeapOpsMax_min, fixHeapOpsMax_box_q1, fixHeapOpsMax_median, fixHeapOpsMax_box_q2, fixHeapOpsMax_max
Tue Jan 17 14:18:34 EST 2017, 2, 1, 0.250, 10, 52.099, 2.05019, 50.6545, 53.5435, 48.31, 50.82, 52.34, 54.53, 55.99, 9996.8, 672.03, 9523.32, 10470.3, 9348, 9396, 9990, 10944, 11156, 96356.4, 60487.6, 53739.5, 138973, 30401, 38601, 114396, 175651, 210468, 91394, 65529.3, 45225, 137563, 15861, 26010, 114396, 175651, 210468, 749135, 77459.6, 694560, 803710, 675916, 681911, 755904, 861391, 909813, 414408, 72988.7, 362983, 465833, 338943, 346143, 428070, 515878, 560051, 1.98863e+07, 94063.9, 1.982e+07, 1.99526e+07, 19794972, 19803304, 19896900, 20022771, 20078263, 9.99244e+06, 89975.8, 9.92905e+06, 1.00558e+07, 9898481, 9908011, 10011302, 10117416, 10169540, 7.9988e+07, 1.73177e+06, 7.87679e+07, 8.12081e+07, 78699336, 78719950, 7.95028e+07, 82997897, 83695426, 4.00059e+07, 880041, 3.93859e+07, 4.06259e+07, 39352757, 39362983, 39760156, 41534705, 41890995, 8.58583, 0.093614, 8.51987, 8.65179, 8.51383, 8.51704, 8.55945, 8.74664, 8.7863, 4.29864, 0.0488352, 4.26423, 4.33305, 4.25792, 4.26438, 4.28809, 4.3819, 4.4019, 8.08542, 0.16463, 7.96943, 8.20141, 7.96252, 7.96556, 8.03916, 8.3719, 8.43822, 4.04354, 0.0820712, 3.98572, 4.10136, 3.98222, 3.98288, 4.02102, 4.18615, 4.21918, 17.5677, 0.0577489, 17.527, 17.6084, 17.5139, 17.5183, 17.5686, 17.6568, 17.6873, 8.80542, 0.0482505, 8.77142, 8.83942, 8.75844, 8.76194, 8.81164, 8.87654, 8.90239, 20647469, 127183, 2.05579e+07, 2.07371e+07, 20506371, 20521215, 2.0691e+07, 20806553, 20886224, 1.04232e+07, 146293, 1.03201e+07, 1.05263e+07, 10254691, 10277594, 10475641, 10607897, 10691611
Tue Jan 17 14:21:09 EST 2017, 2, 10, 0.250, 10, 81.713, 3.65797, 79.1358, 84.2902, 74.72, 81.11, 82.885, 84.58, 87.69, 10120.8, 240.385, 9951.44, 10290.2, 9868, 9920, 10108, 10452, 10612, 122822, 93403.5, 57014.1, 188630, 10969, 45465, 117642, 255961, 277922, 121362, 94541.3, 54752.4, 187972, 10098, 33050, 117459, 255961, 277300, 1.87117e+06, 175588, 1.74746e+06, 1.99488e+06, 1656054, 1722181, 1863215, 2122700, 2151769, 1.05014e+06, 177804, 924867, 1.17541e+06, 836267, 880019, 1044643, 1304490, 1332187, 2.01219e+07, 93392.9, 2.00561e+07, 2.01877e+07, 20009969, 20044683, 20116678, 20254961, 20276963, 1.01209e+07, 94543, 1.00543e+07, 1.01875e+07, 10009598, 10032550, 10116970, 10255461, 10276800, 1.9863e+08, 5253.95, 1.98626e+08, 1.98634e+08, 198627179, 198627244, 198627499, 198632701, 198644766, 9.93185e+07, 2594.98, 9.93167e+07, 9.93203e+07, 99316870, 99317117, 9.93176e+07, 99320062, 99325852, 2.63667, 0.0118136, 2.62835, 2.64499, 2.62262, 2.62714, 2.63643, 2.65342, 2.65694, 1.32079, 0.00739961, 1.31558, 1.326, 1.31183, 1.31454, 1.32097, 1.33129, 1.33349, 19.8437, 0.0161927, 19.8323, 19.8551, 19.8182, 19.8244, 19.8514, 19.8619, 19.8627, 9.93242, 0.000755688, 9.93189, 9.93295, 9.9306, 9.9319, 9.93271, 9.93291, 9.93345, 15.0959, 0.0726331, 15.0447, 15.1471, 15.0106, 15.0478, 15.0847, 15.2089, 15.2192, 7.57017, 0.0566962, 7.53022, 7.61012, 7.51286, 7.53235, 7.54978, 7.66551, 7.67384, 2.43121e+07, 181967, 2.41839e+07, 2.44403e+07, 24099756, 24143440, 24308951, 24560878, 24610167, 12326118, 200165, 1.21851e+07, 1.24671e+07, 12075459, 12117104, 12335420, 12589860, 12640389
Tue Jan 17 14:24:54 EST 2017, 4, 1, 0.000, 2, 79.706, 58.8521, 38.2414, 121.171, 13.55, 15.29, 95.815, 153.76, 190.4, 14352.4, 4679.93, 11055.1, 17649.7, 7400, 9440, 17204, 19332, 19496, 857054, 211058, 708352, 1.00576e+06, 402231, 714559, 980717, 1028093, 1042106, 315182, 69765.6, 266028, 364336, 159500, 292708, 348511, 373942, 389940, 1.17516e+07, 1.00918e+07, 4.64137e+06, 1.88618e+07, 502690, 656627, 1.45972e+07, 24942250, 30663519, 3.4712e+06, 2.94329e+06, 1.39749e+06, 5.54491e+06, 149911, 199640, 4.23002e+06, 7594936, 8820581, 1.66044e+07, 2.46221e+06, 1.48696e+07, 1.83392e+07, 12364145, 13866800, 17953319, 18891084, 19275093, 4.32109e+06, 627161, 3.87922e+06, 4.76296e+06, 3161456, 3704859, 4.6799e+06, 4912627, 4956809, 3.45264e+08, 3.09535e+08, 1.27179e+08, 5.63349e+08, 16241025, 18611529, 406461820, 750193129, 936416298, 9.01626e+07, 8.08867e+07, 3.31734e+07, 1.47152e+08, 4074019, 4801029, 1.0653e+08, 194689329, 245665917, 26.4417, 13.6463, 16.8271, 36.0563, 5.79558, 6.74756, 35.2345, 38.9782, 40.1905, 6.69381, 3.41934, 4.2847, 9.10292, 1.49157, 1.78912, 8.89904, 9.80361, 10.1375, 78.3012, 66.5192, 31.4347, 125.168, 5.50308, 5.82558, 94.8792, 165.354, 201.917, 20.8389, 17.7914, 8.30387, 33.3739, 1.38062, 1.48159, 25.3221, 43.7411, 54.1721, 28.8701, 2.01277, 27.452, 30.2882, 25.4456, 26.537, 29.9913, 30.7395, 31.0151, 7.31998, 0.493202, 6.97249, 7.66747, 6.44458, 6.79197, 7.61285, 7.80601, 7.82171, 2.07309e+07, 1.33937e+06, 1.97872e+07, 2.16746e+07, 17943479, 19737282, 2.15674e+07, 21700339, 21852374, 5.51708e+06, 358179, 5.26472e+06, 5.76944e+06, 4703347, 5382897, 5.71028e+06, 5777417, 5801243
Tue Jan 17 14:26:11 EST 2017, 4, 10, 0.000, 2, 21.984, 1.21346, 21.1291, 22.8389, 20.12, 21.01, 22.615, 23.22, 24.01, 9054.4, 967.003, 8373.09, 9735.71, 7548, 7636, 9596, 9840, 10040, 1.37219e+06, 381769, 1.10321e+06, 1.64117e+06, 847161, 1020050, 1599726, 1830534, 1921999, 553789, 117044, 471325, 636253, 374777, 461712, 608384, 699204, 713005, 1.51409e+06, 163401, 1.39896e+06, 1.62922e+06, 1300576, 1363874, 1616621, 1713820, 1736323, 486316, 55142.5, 447465, 525167, 423972, 431111, 512853, 553447, 563378, 2.17852e+07, 588021, 2.13709e+07, 2.21995e+07, 20990658, 21258079, 22125851, 22492350, 22649767, 5.72295e+06, 172694, 5.60128e+06, 5.84462e+06, 5479820, 5574636, 5.80001e+06, 5941078, 5961935, 3.97257e+07, 53.6959, 3.97257e+07, 3.97257e+07, 39725649, 39725681, 39725735, 39725780, 39725839, 9.93151e+06, 31.579, 9.93149e+06, 9.93153e+06, 9931457, 9931486, 9931520, 9931545, 9931549, 4.22614, 0.0581647, 4.18516, 4.26712, 4.14531, 4.17537, 4.26291, 4.29521, 4.30749, 1.08481, 0.0175414, 1.07245, 1.09717, 1.06012, 1.06698, 1.09655, 1.10389, 1.11025, 7.84939, 0.0355332, 7.82435, 7.87443, 7.80284, 7.8135, 7.87493, 7.88293, 7.90178, 2.00083, 0.000106042, 2.00076, 2.0009, 2.00066, 2.00076, 2.00089, 2.00096, 2.00102, 28.7213, 0.171146, 28.6007, 28.8419, 28.4754, 28.5654, 28.8471, 28.9201, 28.9203, 7.29464, 0.0479838, 7.26083, 7.32845, 7.22477, 7.25367, 7.325, 7.34937, 7.35838, 3.15567e+07, 1.25311e+06, 3.06738e+07, 3.24396e+07, 29830759, 30384512, 3.22729e+07, 33057087, 33422231, 8.54658e+06, 367690, 8.28752e+06, 8.80564e+06, 7978995, 8267925, 8708512, 9004187, 9048071
Tue Jan 17 14:28:33 EST 2017, 4, 1, 0.250, 2, 35.578, 32.0544, 12.9939, 58.1621, 11.14, 12.48, 25.38, 87.7, 97.81, 12152, 4670.06, 8861.68, 15442.3, 7292, 8352, 12034, 19180, 20120, 842949, 226765, 683180, 1.00272e+06, 513644, 668628, 934752, 1094653, 1194532, 369748, 59551.4, 327791, 411705, 263482, 344103, 399798, 427530, 453907, 3.84246e+06, 4.64627e+06, 568905, 7.11601e+06, 416516, 477878, 2368275, 12111256, 12327902, 1.21348e+06, 1.43207e+06, 204507, 2.22245e+06, 138363, 165171, 792827, 3747846, 3789296, 1.50112e+07, 1.50715e+06, 1.39493e+07, 1.60731e+07, 13066913, 13815175, 1.5273e+07, 16900625, 17326798, 4.07961e+06, 358369, 3.82712e+06, 4.3321e+06, 3559287, 3844717, 4155154, 4514386, 4606657, 1.17677e+08, 1.41368e+08, 1.80754e+07, 2.17279e+08, 17060106, 18139958, 64398384, 336719988, 406817304, 3.24434e+07, 3.89328e+07, 5.01308e+06, 5.98737e+07, 4369935, 4752907, 1.84787e+07, 93467973, 110943819, 18.0669, 13.8476, 8.3105, 27.8233, 5.94704, 6.45114, 19.5284, 37.5749, 37.9692, 4.65577, 3.46499, 2.21449, 7.09705, 1.56422, 1.72637, 5.10375, 9.5081, 9.62624, 30.8801, 35.1697, 6.1011, 55.6591, 5.62144, 5.78621, 18.3672, 87.41, 100.501, 8.54539, 9.85218, 1.60398, 15.4868, 1.42234, 1.47974, 5.13748, 24.3937, 27.9357, 26.6083, 1.39192, 25.6276, 27.589, 24.9594, 25.4632, 26.7879, 28.3866, 28.8118, 6.89797, 0.308694, 6.68048, 7.11546, 6.49289, 6.66954, 6.95102, 7.27896, 7.37467, 20905950, 999410, 2.02018e+07, 2.16101e+07, 19288330, 20197616, 21351501, 22044228, 22197218, 5.8554e+06, 225391, 5.6966e+06, 6.0142e+06, 5403294, 5803193, 5.97403e+06, 6071093, 6120074
Tue Jan 17 14:29:14 EST 2017, 4, 10, 0.250, 2, 20.024, 1.04109, 19.2905, 20.7575, 18.29, 18.97, 20.575, 21.16, 21.49, 8766, 1024.33, 8044.3, 9487.7, 7392, 7536, 9556, 9668, 9728, 1.2484e+06, 317242, 1.02489e+06, 1.47191e+06, 755059, 913870, 1424969, 1547830, 1710504, 479542, 97493.8, 410852, 548232, 340708, 378582, 538478, 581946, 619033, 1.12675e+06, 100509, 1.05594e+06, 1.19756e+06, 970416, 1021368, 1.18867e+06, 1222216, 1262762, 353744, 34691.7, 329302, 378186, 296073, 325627, 373669, 392569, 404086, 2.07582e+07, 538147, 2.0379e+07, 2.11374e+07, 19929285, 20181102, 2.10479e+07, 21276812, 21552364, 5.42454e+06, 161773, 5.31056e+06, 5.53852e+06, 5181622, 5247171, 5.53356e+06, 5593635, 5640555, 3.97333e+07, 12933.8, 3.97242e+07, 3.97424e+07, 39725616, 39725882, 39728990, 39745375, 39768293, 9.93544e+06, 3650.76, 9.93287e+06, 9.93801e+06, 9933326, 9933374, 9934227, 9938520, 9945444, 3.74487, 0.0572687, 3.70452, 3.78522, 3.65336, 3.68583, 3.77851, 3.79802, 3.82513, 0.948856, 0.0139675, 0.939015, 0.958697, 0.92728, 0.934395, 0.955653, 0.964399, 0.968326, 8.29436, 0.0284093, 8.27434, 8.31438, 8.25085, 8.26627, 8.30063, 8.32893, 8.33931, 2.10442, 0.000806719, 2.10385, 2.10499, 2.10369, 2.10394, 2.10426, 2.10502, 2.10659, 25.2075, 0.228423, 25.0466, 25.3684, 24.827, 24.9795, 25.3304, 25.4295, 25.5225, 6.44393, 0.0674241, 6.39643, 6.49143, 6.33561, 6.37784, 6.48982, 6.51095, 6.5345, 3.24634e+07, 1.19289e+06, 3.16229e+07, 3.33039e+07, 30633369, 31182823, 33121834, 33602425, 34209068, 8.69197e+06, 357128, 8.44035e+06, 8.94359e+06, 8183907, 8305213, 8935448, 9049966, 9187004
Tue Jan 17 14:32:10 EST 2017, 4, 1, 0.000, 5, 84.094, 30.7402, 62.4358, 105.752, 50.32, 61.08, 80.67, 126.4, 134.17, 13295.2, 2368.67, 11626.3, 14964.1, 9752, 11336, 13926, 16176, 17940, 939846, 84292.7, 880457, 999235, 846688, 856033, 949436, 1002611, 1128398, 413001, 41568.4, 383714, 442288, 370954, 379049, 418049, 456998, 506804, 1.27358e+07, 5.76824e+06, 8.67175e+06, 1.67998e+07, 6676541, 8106478, 1.19406e+07, 20220051, 22985407, 3.84082e+06, 1.76578e+06, 2.59673e+06, 5.08491e+06, 2021846, 2416240, 3615462, 6058000, 7111687, 2.08741e+07, 153451, 2.0766e+07, 2.09822e+07, 20622495, 20734732, 20908814, 21021190, 21159606, 5.42083e+06, 59483.6, 5.37892e+06, 5.46274e+06, 5325593, 5370164, 5428751, 5483614, 5539909, 3.6362e+08, 1.64995e+08, 2.47372e+08, 4.79868e+08, 171594991, 243189465, 3.43579e+08, 604528017, 619666441, 9.40877e+07, 4.23769e+07, 6.42308e+07, 1.23945e+08, 45869144, 62566991, 89156535, 154860257, 160462370, 30.4971, 3.2366, 28.2167, 32.7775, 26.2509, 27.8589, 30.5123, 35.2227, 35.3248, 7.71797, 0.802978, 7.15223, 8.28371, 6.65516, 7.04869, 7.72887, 8.89704, 8.89856, 72.5953, 32.49, 49.7043, 95.4863, 35.4299, 48.762, 68.5841, 120.018, 123.155, 18.943, 8.4981, 12.9556, 24.9304, 9.16242, 12.6723, 17.9793, 31.1476, 32.2333, 32.4039, 0.184637, 32.2738, 32.534, 32.0425, 32.2595, 32.4786, 32.5957, 32.7149, 8.22347, 0.0635245, 8.17871, 8.26823, 8.10265, 8.17129, 8.24005, 8.27895, 8.34144, 22135009, 163551, 2.20198e+07, 2.22502e+07, 21941182, 21991215, 22182518, 22370474, 22421111, 5.93588e+06, 70060.8, 5.88652e+06, 5.98524e+06, 5864844, 5868782, 5942024, 6018928, 6090104
Tue Jan 17 14:33:09 EST 2017, 4, 10, 0.000, 5, 35.322, 2.03328, 33.8894, 36.7546, 32.24, 33.94, 35.47, 37.91, 38.67, 8538, 824.47, 7957.12, 9118.88, 7800, 7864, 8492, 9944, 10244, 1.27018e+06, 298429, 1.05992e+06, 1.48044e+06, 829191, 1032440, 1315440, 1667220, 1786907, 506928, 109732, 429616, 584240, 371197, 419323, 496888, 679575, 696700, 3.6148e+06, 354973, 3.3647e+06, 3.8649e+06, 3080554, 3340127, 3.68368e+06, 4078789, 4229271, 1.11749e+06, 138384, 1.01999e+06, 1.21499e+06, 939252, 1018312, 1.11763e+06, 1343050, 1349962, 2.14666e+07, 406339, 2.11803e+07, 2.17529e+07, 20884530, 21162906, 2.15118e+07, 21998618, 22196073, 5.57721e+06, 141619, 5.47743e+06, 5.67699e+06, 5394556, 5480160, 5549947, 5810385, 5820181, 1.00402e+08, 567919, 1.00002e+08, 1.00802e+08, 99675997, 100027704, 1.00464e+08, 101105025, 101580165, 2.51132e+07, 146661, 2.50099e+07, 2.52165e+07, 24923103, 25019286, 25131245, 25297385, 25414289, 5.53191, 0.064955, 5.48615, 5.57767, 5.43652, 5.48549, 5.54016, 5.61668, 5.6475, 1.41845, 0.0199046, 1.40443, 1.43247, 1.38639, 1.40629, 1.42145, 1.44379, 1.44887, 19.7121, 0.0265259, 19.6934, 19.7308, 19.6644, 19.6862, 19.7242, 19.7314, 19.7574, 5.02108, 0.0289158, 5.00071, 5.04145, 4.9851, 5.00271, 5.02377, 5.05999, 5.07851, 29.7655, 0.131649, 29.6727, 29.8583, 29.5581, 29.6527, 29.7983, 29.9308, 29.9913, 7.51533, 0.0422366, 7.48557, 7.54509, 7.44362, 7.48322, 7.52466, 7.57746, 7.58587, 2.7667e+07, 807730, 2.70979e+07, 2.82361e+07, 26497451, 27073358, 27754134, 28727994, 29110962, 7.41719e+06, 295633, 7.2089e+06, 7.62548e+06, 7074395, 7188093, 7.37564e+06, 7893729, 7938327
Tue Jan 17 14:35:23 EST 2017, 4, 1, 0.250, 5, 59.64, 28.3851, 39.6411, 79.6389, 23.62, 31.2, 76.51, 82.47, 111.08, 11704.4, 2681.49, 9815.14, 13593.7, 8184, 9200, 13290, 14540, 15952, 908640, 123364, 821723, 995557, 649715, 819216, 980238, 1048344, 1061205, 410926, 52184.8, 374159, 447693, 299330, 374911, 440326, 458779, 479625, 6.01636e+06, 3.56821e+06, 3.50236e+06, 8.53036e+06, 1461079, 2540814, 7.98994e+06, 9154201, 12730195, 1841099, 1.07027e+06, 1.08703e+06, 2.59516e+06, 456200, 794004, 2415134, 2810345, 3807893, 2.07421e+07, 334153, 2.05067e+07, 2.09775e+07, 19980303, 20523206, 2.09448e+07, 21035903, 21093488, 5.41683e+06, 100143, 5.34627e+06, 5.48739e+06, 5183191, 5356628, 5463733, 5510293, 5518406, 222928391, 1.32597e+08, 1.29506e+08, 3.1635e+08, 58487297, 91929910, 2.97075e+08, 329163367, 471930399, 5.7998e+07, 3.45574e+07, 3.36504e+07, 8.23456e+07, 14983258, 23897065, 7.69161e+07, 85537150, 122885954, 25.1404, 5.89851, 20.9846, 29.2962, 14.9889, 19.5825, 29.4247, 30.6073, 32.8098, 6.37856, 1.47631, 5.33842, 7.4187, 3.80905, 5.0015, 7.43369, 7.76897, 8.2902, 44.7662, 26.1509, 26.3414, 63.191, 12.2601, 18.9324, 59.3548, 65.5223, 93.8225, 11.7711, 6.93256, 6.88673, 16.6555, 3.13048, 4.92714, 15.5608, 17.3383, 24.7712, 31.864, 0.51449, 31.5015, 32.2265, 30.7646, 31.4802, 32.2374, 32.306, 32.4522, 8.09645, 0.136452, 8.00031, 8.19259, 7.80215, 7.99587, 8.18514, 8.22131, 8.24662, 2.24414e+07, 105521, 2.23671e+07, 2.25157e+07, 22245496, 22427345, 2.24537e+07, 22582637, 22615764, 6.06596e+06, 55972.9, 6.02652e+06, 6.1054e+06, 5957780, 6050116, 6.06988e+06, 6140972, 6163069
Tue Jan 17 14:37:11 EST 2017, 4, 10, 0.250, 5, 32.775, 1.8273, 31.4876, 34.0624, 30.22, 31.31, 33.27, 35.27, 35.48, 8931.2, 1123.4, 8139.7, 9722.7, 7876, 7996, 8524, 10628, 10636, 1.04299e+06, 280741, 845192, 1.24079e+06, 601272, 856210, 1.12198e+06, 1455804, 1468139, 424482, 90026.4, 361053, 487911, 272925, 390971, 441445, 527671, 563633, 2.62919e+06, 282195, 2.43037e+06, 2.82801e+06, 2185625, 2439090, 2718688, 3031775, 3042825, 812465, 94562.6, 745840, 879090, 657106, 773020, 832214, 922941, 957089, 2.12423e+07, 395844, 2.09634e+07, 2.15212e+07, 20643665, 20956044, 2.13515e+07, 21828776, 21849085, 5.49632e+06, 134516, 5.40155e+06, 5.59109e+06, 5289812, 5431438, 5514351, 5675376, 5714249, 1.00375e+08, 703216, 9.98795e+07, 1.0087e+08, 99550601, 99700109, 1.00529e+08, 101327444, 101555334, 2.51082e+07, 186775, 2.49766e+07, 2.52398e+07, 24891788, 24926722, 2.51459e+07, 25372833, 25421203, 5.03213, 0.0707715, 4.98227, 5.08199, 4.92172, 4.9824, 5.05275, 5.13392, 5.13975, 1.28128, 0.021237, 1.26632, 1.29624, 1.24767, 1.26631, 1.2866, 1.31231, 1.31422, 19.8331, 0.0640925, 19.7879, 19.8783, 19.7576, 19.7796, 19.8394, 19.9118, 19.9485, 5.02118, 0.0375045, 4.99476, 5.0476, 4.97786, 4.98626, 5.02434, 5.07567, 5.08533, 27.1818, 0.229294, 27.0202, 27.3434, 26.8155, 27.0391, 27.2431, 27.5278, 27.528, 6.89591, 0.0871752, 6.83449, 6.95733, 6.76373, 6.86052, 6.90099, 7.02905, 7.04608, 2.7574e+07, 765294, 2.70348e+07, 2.81132e+07, 26397360, 27026100, 2.77954e+07, 28701311, 28731989, 7.33356e+06, 248069, 7.15878e+06, 7.50834e+06, 6934900, 7222934, 7380021, 7620339, 7721466
Tue Jan 17 14:39:44 EST 2017, 4, 1, 0.000, 10, 90.201, 25.3321, 72.3531, 108.049, 55.02, 66.53, 99.345, 124.12, 132.64, 12704, 1384.47, 11728.6, 13679.4, 10964, 11480, 13182, 14520, 14696, 850915, 60452.5, 808323, 893507, 744412, 803070, 888362, 920562, 921310, 374415, 18520.9, 361366, 387464, 347637, 351573, 379896, 397995, 403056, 1.2643e+07, 4.21311e+06, 9.67463e+06, 1.56114e+07, 7175567, 8249780, 13690930, 17872340, 20820085, 3.75493e+06, 1.15254e+06, 2.9429e+06, 4.56696e+06, 2236453, 2502209, 4175174, 5199079, 5916508, 2.091e+07, 63793.7, 2.08651e+07, 2.09549e+07, 20799194, 20855488, 20949440, 20982538, 20987430, 5.40276e+06, 19920.4, 5.38872e+06, 5.4168e+06, 5373346, 5378383, 5408175, 5427836, 5434323, 372280964, 1.23238e+08, 2.85453e+08, 4.59109e+08, 217437664, 250894589, 399812695, 533687338, 610975558, 9.6022e+07, 3.2333e+07, 7.32416e+07, 1.18802e+08, 55178858, 64337000, 1.02393e+08, 138339733, 158483161, 30.3736, 2.69382, 28.4757, 32.2715, 26.5193, 27.4784, 31.549, 33.6902, 34.7635, 7.67388, 0.683587, 7.19226, 8.1555, 6.688, 6.94607, 7.95631, 8.51712, 8.78094, 74.0294, 24.3735, 56.8569, 91.2019, 43.3534, 49.9459, 79.5113, 105.901, 121.218, 19.2249, 6.46944, 14.6668, 23.783, 11.0473, 12.8778, 20.4912, 27.6803, 31.7314, 32.5388, 0.0660182, 32.4923, 32.5853, 32.416, 32.4765, 32.5779, 32.5941, 32.6275, 8.25561, 0.0177456, 8.24311, 8.26811, 8.22566, 8.23589, 8.26713, 8.27195, 8.27865, 21809658, 111984, 2.17308e+07, 2.18886e+07, 21630956, 21696446, 21872212, 21930586, 21951232, 5.79288e+06, 36867.4, 5.7669e+06, 5.81886e+06, 5735580, 5750181, 5.79913e+06, 5839906, 5856361
Tue Jan 17 14:41:28 EST 2017, 4, 10, 0.000, 10, 48.98, 2.82318, 46.9909, 50.9691, 44.11, 47.06, 49.96, 52.6, 53.01, 10142.4, 824.119, 9561.76, 10723, 8652, 9740, 10338, 11264, 11276, 847917, 236938, 680981, 1.01485e+06, 437624, 700235, 925442, 1140949, 1186590, 350076, 87148.2, 288675, 411477, 189756, 311815, 368447, 416425, 504714, 6.38062e+06, 607869, 5.95234e+06, 6.8089e+06, 5357074, 5949789, 6.545e+06, 7191767, 7318727, 1.91483e+06, 220098, 1.75976e+06, 2.0699e+06, 1542319, 1794907, 1954272, 2116951, 2327288, 2.08879e+07, 266661, 2.07e+07, 2.10758e+07, 20438858, 20709144, 20965670, 21244340, 21283934, 5.36545e+06, 99830.3, 5.29511e+06, 5.43579e+06, 5191950, 5315476, 5.37969e+06, 5474030, 5543069, 2.01835e+08, 2.25848e+06, 2.00244e+08, 2.03426e+08, 198704317, 200547852, 201926368, 204841315, 206542312, 5.05091e+07, 604807, 5.0083e+07, 5.09352e+07, 49676546, 50161794, 50527464, 51336366, 51756243, 5.91244, 0.0540122, 5.87439, 5.95049, 5.82068, 5.87452, 5.92881, 5.98086, 5.99835, 1.50732, 0.0212506, 1.49235, 1.52229, 1.46903, 1.4928, 1.51321, 1.53604, 1.54048, 39.9561, 0.333933, 39.7208, 40.1914, 39.5468, 39.7691, 39.939, 40.3735, 40.6938, 10.0996, 0.118526, 10.0161, 10.1831, 9.93602, 10.0333, 10.1007, 10.2561, 10.3483, 29.7303, 0.180301, 29.6033, 29.8573, 29.4145, 29.6043, 29.7872, 29.9366, 29.979, 7.50054, 0.0680239, 7.45261, 7.54847, 7.38062, 7.45088, 7.53139, 7.57464, 7.59354, 26327147, 523634, 2.59582e+07, 2.66961e+07, 25441775, 26007096, 26488491, 27023785, 27092084, 6954927, 190604, 6.82064e+06, 7.08922e+06, 6603543, 6890096, 6997109, 7072965, 7314050
