# Timestamp, procs, --portables, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, rollbacksMax_mean, rollbacksMax_sd, rollbacksMax_ci, rollbacksMax_ci, rollbacksMax_min, rollbacksMax_box_q1, rollbacksMax_median, rollbacksMax_box_q2, rollbacksMax_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, mpiMsgsMax_mean, mpiMsgsMax_sd, mpiMsgsMax_ci, mpiMsgsMax_ci, mpiMsgsMax_min, mpiMsgsMax_box_q1, mpiMsgsMax_median, mpiMsgsMax_box_q2, mpiMsgsMax_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, schedulesMax_mean, schedulesMax_sd, schedulesMax_ci, schedulesMax_ci, schedulesMax_min, schedulesMax_box_q1, schedulesMax_median, schedulesMax_box_q2, schedulesMax_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max, commEvtsMax_mean, commEvtsMax_sd, commEvtsMax_ci, commEvtsMax_ci, commEvtsMax_min, commEvtsMax_box_q1, commEvtsMax_median, commEvtsMax_box_q2, commEvtsMax_max
Wed Jul 26 12:39:30 EDT 2017,2,1,15.177,0.238958,15.0086,15.3454,14.81,14.9,15.29,15.45,15.46,123096,1921.83,121742,124450,119312,121668,124206,124852,125176,4196.9,1387.19,3219.55,5174.25,1337,3227,4989.5,5432,5621,4196.8,1387.1,3219.51,5174.09,1337,3227,4989.5,5431,5621,2168.6,136.41,2072.49,2264.71,1906,2094,2235.5,2320,2331,1256.9,135.717,1161.28,1352.52,997,1184,1319.5,1406,1422,2.00E+06,17091.3,1.99E+06,2.02E+06,1971414,1990689,2014249,2019419,2022497,1.02E+06,16951,1.01E+06,1.03E+06,989184,1009397,1.03E+06,1038193,1040845,2.02E+06,1208.87,2.02E+06,2.02E+06,2020509,2021564,2.02E+06,2023952,2024061,1.01E+06,512.207,1.01E+06,1.01E+06,1010431,1011326,1.01E+06,1012123,1012131
Wed Jul 26 12:40:47 EDT 2017,2,2,32.617,0.744662,32.0923,33.1417,31.02,32.53,32.85,33.16,33.77,231440,3714.82,228823,234057,226392,227092,233436,235544,236144,5899.3,2693.08,4001.88,7796.72,2120,2715,7327.5,8843,9199,5896.1,2697.58,3995.51,7796.69,2088,2715,7327.5,8843,9199,4364.9,374.992,4100.7,4629.1,3867,3892,4592.5,4755,4840,2539.7,377.322,2273.86,2805.54,2035,2068,2767.5,2931,3017,3.83E+06,31796.3,3.80E+06,3.85E+06,3783968,3788363,3.84E+06,3861359,3865282,1.94E+06,31870.1,1.92E+06,1.96E+06,1895578,1900979,1955417,1973775,1977899,4.05E+06,1411,4.04E+06,4.05E+06,4042219,4044241,4045456,4046398,4047253,2023023,919.182,2.02E+06,2.02E+06,2021460,2022492,2023050,2024079,2024767
Wed Jul 26 12:43:24 EDT 2017,2,5,123.361,2.27488,121.758,124.964,117.27,122.65,124.43,124.76,125.95,552214,6842.8,547393,557035,547044,547504,549884,561096,568428,7080.3,4712.6,3760.01,10400.6,2882,3624,5838.5,13136,17900,6687.8,5000.95,3164.35,10211.2,1581,3021,5568.5,13133,17897,10080.1,981.178,9388.81,10771.4,9313,9448,9725,11421,12355,5493.7,992.364,4794.52,6192.88,4678,4837,5153.5,6849,7782,8.42E+06,53708.6,8.38E+06,8.45E+06,8374543,8380836,8396203,8484713,8544385,4.23E+06,53379.1,4.19E+06,4.27E+06,4190010,4195646,4.21E+06,4299610,4357753,1.01E+07,1851.78,1.01E+07,1.01E+07,10111853,10113394,1.01E+07,10116640,10118215,5.06E+06,1497.24,5.06E+06,5.06E+06,5056096,5058225,5058694,5059371,5062261
Wed Jul 26 12:51:02 EDT 2017,2,10,394.384,7.39079,389.177,399.591,375.46,392.53,396.325,401.54,403.03,1079972,2441.68,1.08E+06,1.08E+06,1077504,1077964,1079366,1083168,1085216,8808,1866.15,7493.19,10122.8,6985,7398,8565,11201,12551,6911.3,2923.97,4851.2,8971.4,3768,4416,7243.5,10810,12204,19094.4,369.481,18834.1,19354.7,18731,18818,19041,19538,19878,9840.1,444.856,9526.67,10153.5,9424,9452,9841.5,10405,10728,1.39E+07,13072.4,1.39E+07,1.39E+07,13882781,13887856,13893483,13912184,13925007,6.96E+06,16135.6,6.95E+06,6.97E+06,6943734,6945520,6.96E+06,6979295,6990767,2.02E+07,3711.12,2.02E+07,2.02E+07,20215659,20219914,20223570,20226023,20228687,1.01E+07,2799.88,1.01E+07,1.01E+07,10109521,10111530,1.01E+07,10117236,10117877
Wed Jul 26 13:08:54 EDT 2017,2,15,894.092,86.1163,833.418,954.766,821.93,827.63,878.865,1032.17,1048.44,1.72E+06,271828,1.53E+06,1.91E+06,1519060,1604228,1610236,2097020,2391524,54757.4,80825.9,-2188.93,111704,11741,13021,18045.5,177904,248536,50829.9,81478.2,-6576.01,108236,6392,8563,13585.5,173908,246804,31642.4,4867.63,28212.9,35071.9,28476,28690,29936.5,40516,42049,17570.3,4946.89,14084.9,21055.7,14352,14607,15706,26469,28241,1.83E+07,1.49E+06,1.73E+07,1.94E+07,17594237,17601000,17640096,20533927,21964044,9.55E+06,1.49E+06,8.50E+06,1.06E+07,8798500,8806952,8.84E+06,11741600,13177624,3.03E+07,2231.3,3.03E+07,3.03E+07,30324925,30326064,3.03E+07,30331352,30331716,15168519,1771.82,1.52E+07,1.52E+07,15165756,15166512,15169558,15170634,15170647
Wed Jul 26 14:11:25 EDT 2017,4,1,7.387,0.725811,6.87563,7.89837,6.75,6.8,7.14,8.65,8.65,66257.6,1217.12,65400.1,67115.1,63940,65704,66708,67456,67776,11260.8,2359.53,9598.38,12923.2,6709,10562,12421,13697,14032,4163.7,626.827,3722.07,4605.33,2984,4031,4412,4829,4901,4627,207.601,4480.73,4773.27,4204,4513,4719,4862,4866,1322,73.9473,1269.9,1374.1,1162,1255,1359,1402,1406,2.09E+06,32825.5,2.06E+06,2.11E+06,2023497,2071979,2100104,2122458,2124603,537538,10735.7,529974,545102,517349,531046,541624,548110,551016,2.02E+06,1138.87,2.02E+06,2.02E+06,2019855,2021229,2022235,2023202,2023548,507300,593.04,506882,507718,506150,506939,507520,507730,508467
Wed Jul 26 14:12:32 EDT 2017,4,2,11.774,0.239215,11.6055,11.9425,11.27,11.57,11.865,11.89,12.19,121899,2369.39,120230,123568,117140,120972,122892,124176,124892,18516,5082.24,14935.3,22096.7,8515,13397,21797,22798,23195,7289.3,1350.31,6337.93,8240.67,4606,6579,8194,8454,8521,9633.7,704.496,9137.34,10130.1,8187,8958,10080,10214,10221,2751.6,209.523,2603.98,2899.22,2326,2667,2868,2923,2999,3.97E+06,66116,3.92E+06,4.01E+06,3835321,3904004,4010078,4023799,4029550,1019955,19754,1.01E+06,1.03E+06,979509,1013513,1.03E+06,1039616,1045069,4.04E+06,1451.36,4.04E+06,4.05E+06,4041356,4043522,4.04E+06,4045451,4046892,1.01E+06,653.349,1.01E+06,1.01E+06,1011612,1012494,1.01E+06,1013725,1013868
Wed Jul 26 14:14:04 EDT 2017,4,5,40.717,1.1435,39.9113,41.5227,39.48,39.79,40.54,42.2,43.09,285435,6543.42,280825,290045,274516,278568,288112,290204,297856,27770.9,11592.4,19603.4,35938.4,10170,13983,34060.5,35249,48799,11254.4,3683.55,8659.13,13849.7,4733,8691,12056,14497,18241,22743.9,2282.16,21136,24351.8,19168,20066,24033,24218,26697,6380,745.873,5854.49,6905.51,5021,5714,6602.5,6956,7761,8.62E+06,144145,8.52E+06,8.72E+06,8406416,8452102,8.70E+06,8714219,8890369,2.20E+06,47953.1,2.16E+06,2.23E+06,2112798,2146575,2.22E+06,2236336,2278809,1.01E+07,2818,1.01E+07,1.01E+07,10110074,10111227,10115071,10117643,10118410,2.53E+06,1549.78,2.53E+06,2.53E+06,2529000,2530096,2.53E+06,2533045,2534558
Wed Jul 26 14:16:21 EDT 2017,4,10,117.997,2.5324,116.213,119.781,115.42,116.64,116.935,121.75,122.37,546013,4232.28,543031,548995,540272,542524,547520,550832,551836,25686.6,5131.47,22071.2,29302,18358,21378,25778.5,31846,35571,11479.9,3472.71,9033.18,13926.6,6364,9194,11805.5,15969,16854,40043.7,1271.42,39147.9,40939.5,38318,38996,40069.5,41588,42507,10862.6,713.576,10359.8,11365.4,9766,10363,11020,11725,11946,1.40E+07,51547.6,1.40E+07,1.40E+07,13926775,13953653,1.40E+07,14065564,14096520,3.53E+06,29597.8,3.51E+06,3.55E+06,3491955,3512677,3540227,3562792,3583187,2.02E+07,3855.84,2.02E+07,2.02E+07,20214676,20219014,2.02E+07,20223438,20229656,5.06E+06,1886.85,5.06E+06,5.06E+06,5058399,5059100,5060395,5062307,5065041
Wed Jul 26 14:21:23 EDT 2017,4,15,233.784,5.75683,229.728,237.84,228.63,229.55,231.64,242.46,242.76,809439,2418.58,807735,811143,804352,807144,811100,811520,811600,32040.3,2280.87,30433.3,33647.3,27814,30449,32777,34774,35705,13282.9,2383.12,11603.9,14961.9,8077,11551,14346.5,15709,15954,58944.6,613.855,58512.1,59377.1,57784,58577,59116.5,59768,59848,15574.9,412.1,15284.6,15865.2,14617,15231,15787.5,15931,15946,17684204,20226.5,1.77E+07,1.77E+07,17648697,17670292,17688893,17713189,17715371,4.45E+06,12871.2,4.44E+06,4.46E+06,4417526,4434813,4.45E+06,4458383,4458666,3.03E+07,3839.69,3.03E+07,3.03E+07,30323001,30326630,30329870,30332870,30337113,7.59E+06,2630.83,7.59E+06,7.59E+06,7583753,7586166,7588081,7591552,7592388
Wed Jul 26 14:32:13 EDT 2017,8,1,3.355,0.12225,3.26887,3.44113,3.27,3.27,3.3,3.59,3.59,39858.8,948.201,39190.7,40526.9,38672,38800,39920,40916,41680,18692.4,3062.29,16534.8,20850,14278,15864,19237,22640,23067,3791.7,447.821,3476.19,4107.21,3034,3361,3995,4158,4541,8877.1,267.528,8688.61,9065.59,8531,8648,8959.5,9253,9322,1260.7,60.2446,1218.25,1303.15,1180,1212,1259.5,1357,1370,2.16E+06,42337.1,2.13E+06,2.19E+06,2101415,2122533,2.17E+06,2219411,2220261,289525,7702.07,284098,294952,279677,281401,290495,297951,304380,2.02E+06,926.587,2.02E+06,2.02E+06,2021526,2021825,2.02E+06,2023802,2024335,254109,281.28,253911,254307,253603,253833,254288,254378,254474
Wed Jul 26 14:34:16 EDT 2017,8,2,5.52,0.153558,5.41181,5.62819,5.33,5.37,5.65,5.69,5.7,69824,979.064,69134.2,70513.8,68496,69196,69790,71416,71728,32537.2,4036.09,29693.6,35380.8,27666,28176,34182.5,35839,40283,6317.5,529.388,5944.52,6690.48,5472,6131,6252,7032,7333,18678.9,545.98,18294.2,19063.6,17938,18164,18872,19259,19665,2672.1,77.3711,2617.59,2726.61,2580,2601,2683,2740,2845,4.10E+06,53058.2,4.06E+06,4.14E+06,4039179,4043169,4.12E+06,4142050,4205840,541750,8277.99,535918,547582,531086,536165,541861,554543,558288,4.05E+06,1377.2,4.04E+06,4.05E+06,4043134,4044255,4046020,4046437,4047659,507802,568.397,507402,508202,506752,507465,507829,508423,508990
Wed Jul 26 14:36:28 EDT 2017,8,5,13.923,0.490898,13.5771,14.2689,13.47,13.5,13.775,14.69,14.83,159289,3431.21,156872,161706,153988,157260,160438,163220,164328,66321.3,12323.1,57639,75003.6,41383,57692,71849.5,76802,88223,12576,1834.32,11283.6,13868.4,9699,11591,13022,14711,15384,47806.8,2451.19,46079.8,49533.8,42847,46114,48834.5,49925,52198,6750.3,323.396,6522.45,6978.15,6257,6584,6760,7173,7227,9006214,163555,8.89E+06,9.12E+06,8687956,8885784,9075548,9146613,9303314,1181453,26217.1,1.16E+06,1.20E+06,1141401,1167012,1189317,1212193,1220898,1.01E+07,2593.7,1.01E+07,1.01E+07,10110919,10111440,10113857,10118100,10118328,1.27E+06,1025.25,1.27E+06,1.27E+06,1265744,1265804,1.27E+06,1267512,1269270
Wed Jul 26 14:38:50 EDT 2017,8,10,37.863,0.945188,37.1971,38.5289,36.89,37.49,37.515,39.05,40.2,300323,5933.29,296143,304503,290728,296168,301084,308848,309232,88961.5,18149.8,76174,101749,58765,85453,92018,99638,126959,18747.7,2464.24,17011.5,20483.9,15382,16236,19463.5,22235,22547,89205.9,4453.89,86067.9,92343.9,81750,88274,89943,92075,98352,12724.3,645.728,12269.3,13179.3,11725,12167,12909.5,13639,13639,1.45E+07,212564,1.44E+07,1.47E+07,14186960,14484697,1.46E+07,14659222,14992571,1.89E+06,38214.3,1.87E+06,1.92E+06,1830889,1866439,1897630,1947655,1950359,2.02E+07,2839.39,2.02E+07,2.02E+07,20218049,20220636,2.02E+07,20222431,20229698,2.53E+06,1530.78,2.53E+06,2.53E+06,2530330,2532206,2.53E+06,2535070,2535230
