# Timestamp, procs, --portables, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, rollbacksMax_mean, rollbacksMax_sd, rollbacksMax_ci, rollbacksMax_ci, rollbacksMax_min, rollbacksMax_box_q1, rollbacksMax_median, rollbacksMax_box_q2, rollbacksMax_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, mpiMsgsMax_mean, mpiMsgsMax_sd, mpiMsgsMax_ci, mpiMsgsMax_ci, mpiMsgsMax_min, mpiMsgsMax_box_q1, mpiMsgsMax_median, mpiMsgsMax_box_q2, mpiMsgsMax_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, schedulesMax_mean, schedulesMax_sd, schedulesMax_ci, schedulesMax_ci, schedulesMax_min, schedulesMax_box_q1, schedulesMax_median, schedulesMax_box_q2, schedulesMax_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max, commEvtsMax_mean, commEvtsMax_sd, commEvtsMax_ci, commEvtsMax_ci, commEvtsMax_min, commEvtsMax_box_q1, commEvtsMax_median, commEvtsMax_box_q2, commEvtsMax_max
Thu Sep 21 20:31:56 EDT 2017, 2, 25, 51.036, 1.16743, 50.2135, 51.8585, 49.13, 50.00, 51.07, 52.16, 53.31, 692371, 4582.57, 689142, 695600, 684608, 688556, 693490, 697596, 700252, 43428.9, 5987.51, 39210.4, 47647.4, 34415, 38251, 45435, 50628, 53101, 40144.1, 8094.08, 34441.4, 45846.8, 23299, 34791, 43418.5, 49495, 50228, 118042, 910.486, 117401, 118683, 116792, 117436, 118262, 118786, 119867, 60756.5, 955.158, 60083.5, 61429.5, 59008, 60179, 61052.5, 61793, 62260, 5.57642e+06, 21216.6, 5.56147e+06, 5.59137e+06, 5549377, 5558718, 5.58047e+06, 5594968, 5621841, 2.82438e+06, 20869.2, 2.80968e+06, 2.83908e+06, 2787575, 2808136, 2830200, 2847932, 2859412, 1.2627e+07, 2226.4, 1.26254e+07, 1.26286e+07, 12623066, 12624837, 12628387, 12629217, 12630238, 6318992, 3477.08, 6.31654e+06, 6.32144e+06, 6313555, 6316944, 6318982, 6324123, 6325410
Thu Sep 21 20:34:04 EDT 2017, 2, 50, 116.197, 3.40072, 113.801, 118.593, 109.42, 114.25, 117.25, 119.98, 120.55, 1.35587e+06, 5542.92, 1.35196e+06, 1.35978e+06, 1348148, 1350328, 1358028, 1362480, 1364672, 64945.3, 2692.72, 63048.1, 66842.5, 61981, 62856, 65206.5, 68400, 69865, 44988.1, 8584.63, 38939.8, 51036.4, 31889, 36211, 47783.5, 54410, 58063, 236126, 501.455, 235773, 236479, 235637, 235684, 236305, 236757, 236838, 119766, 1243.4, 118890, 120642, 118056, 118386, 120196, 121108, 121637, 6.82946e+06, 7222.66, 6.82437e+06, 6.83455e+06, 6821629, 6823328, 6.83124e+06, 6837781, 6840938, 3.43643e+06, 16269.3, 3.42497e+06, 3.44789e+06, 3414022, 3418448, 3441254, 3454694, 3461009, 2.5196e+07, 3874.4, 2.51933e+07, 2.51987e+07, 25188019, 25193679, 2.51979e+07, 25199828, 25201100, 1.26051e+07, 4530.06, 1.26019e+07, 1.26083e+07, 12599334, 12600749, 12606563, 12611713, 12611909
Thu Sep 21 20:38:42 EDT 2017, 2, 75, 205.186, 6.67467, 200.483, 209.889, 192.01, 201.29, 209.74, 211.21, 211.24, 2032292, 8234.81, 2.02649e+06, 2.03809e+06, 2017532, 2027240, 2032054, 2045144, 2045168, 101734, 2513.61, 99963, 103505, 97695, 100042, 101824, 105743, 106332, 65641.1, 8577.83, 59597.5, 71684.7, 53015, 59790, 65980.5, 79031, 80391, 359439, 625.125, 358999, 359879, 358571, 359003, 359565, 360388, 360504, 182503, 1686.49, 181315, 183691, 180079, 181580, 182480, 185239, 185342, 7.61351e+06, 6039.69, 7.60925e+06, 7.61777e+06, 7604645, 7609060, 7612819, 7623411, 7624681, 3.83348e+06, 16191.4, 3.82207e+06, 3.84489e+06, 3810236, 3823065, 3833178, 3858529, 3861993, 3.76798e+07, 8119.07, 3.76741e+07, 3.76855e+07, 37669134, 37674006, 37679620, 37685882, 37698275, 1.88517e+07, 6379.33, 1.88472e+07, 1.88562e+07, 18843858, 18847044, 18852738, 18861746, 18863616
Thu Sep 21 21:43:19 EDT 2017, 2, 100, 942.935, 1269.55, 48.4666, 1837.4, 302.45, 315.98, 318.55, 3071.60, 3845.07, 2.65483e+06, 175152, 2.53143e+06, 2.77823e+06, 2134028, 2698692, 2706152, 2715032, 2780264, 161994, 44739.4, 130473, 193515, 138366, 138846, 140474, 238473, 263066, 91315.9, 23787.2, 74556.5, 108075, 73702, 76477, 83630.5, 119400, 151429, 493663, 15731.6, 482579, 504747, 485519, 485706, 486073, 519622, 529939, 249512, 9000.82, 243170, 255854, 243782, 244497, 245908, 260122, 272747, 8.33383e+06, 168008, 8.21546e+06, 8.4522e+06, 8247901, 8249491, 8.25262e+06, 8603701, 8726841, 4.19167e+06, 102110, 4.11973e+06, 4.26361e+06, 4132068, 4137161, 4149702, 4304472, 4460592, 50135111, 16004.5, 5.01238e+07, 5.01464e+07, 50107733, 50124903, 5.01409e+07, 50152432, 50156654, 2.50749e+07, 11816.3, 2.50666e+07, 2.50832e+07, 25053999, 25063005, 25079210, 25089168, 25092788
Sat Sep 23 11:06:56 EDT 2017, 4, 25, 23.639, 6.21281, 19.2617, 28.0163, 21.14, 21.18, 21.775, 22.09, 42.25, 363561, 25159.7, 345835, 381287, 349264, 353828, 356482, 359340, 438592, 106408, 43494.3, 75763.9, 137052, 75936, 89982, 96555.5, 106369, 234498, 37854.1, 9908.8, 30872.8, 44835.4, 27410, 33231, 36557.5, 39590, 65929, 243269, 16835, 231408, 255130, 233853, 237193, 238653, 240252, 293511, 61863.8, 4044.14, 59014.5, 64713.1, 59515, 60342, 60841, 61120, 73919, 5.83475e+06, 410049, 5.54585e+06, 6.12365e+06, 5618390, 5681004, 5.71806e+06, 5762697, 7059403, 1.47999e+06, 99361.4, 1.40998e+06, 1.55e+06, 1423149, 1441707, 1453516, 1461318, 1776318, 1.26255e+07, 2291.79, 1.26239e+07, 1.26271e+07, 12621400, 12623468, 12626318, 12627221, 12629876, 3.16131e+06, 2071.34, 3.15985e+06, 3.16277e+06, 3158307, 3159089, 3161699, 3164228, 3164543
Sat Sep 23 11:07:59 EDT 2017, 4, 50, 44.774, 0.953459, 44.1022, 45.4458, 43.38, 43.69, 45.35, 45.82, 46.12, 697305, 3493.84, 694843, 699767, 691592, 695324, 697670, 702360, 703292, 139755, 10474.5, 132375, 147135, 126701, 130009, 143442, 152460, 155411, 52629, 7649.59, 47239.4, 58018.6, 41515, 46937, 54236, 63824, 64071, 472240, 1805.53, 470968, 473512, 469932, 470477, 472706, 474719, 474814, 120043, 678.956, 119565, 120521, 118993, 119596, 120084, 121120, 121126, 6.94015e+06, 21848.3, 6.92476e+06, 6.95554e+06, 6911773, 6921314, 6.94889e+06, 6966673, 6971200, 1.76193e+06, 11149.9, 1.75407e+06, 1.76979e+06, 1744267, 1754375, 1764012, 1778874, 1779084, 2.51927e+07, 3744.35, 2.51901e+07, 2.51953e+07, 25187953, 25188984, 2.51937e+07, 25197395, 25199013, 6.30573e+06, 3604.77, 6.30319e+06, 6.30827e+06, 6300844, 6303726, 6305382, 6308064, 6314817
Sat Sep 23 11:09:31 EDT 2017, 4, 75, 73.471, 1.30515, 72.5514, 74.3906, 71.59, 71.89, 74.46, 74.62, 74.63, 1039208, 2065.18, 1.03775e+06, 1.04066e+06, 1036688, 1037712, 1039266, 1040708, 1044084, 190251, 4507.73, 187075, 193427, 185434, 185716, 190831, 197490, 198257, 65451.4, 4496.65, 62283.3, 68619.5, 60189, 61676, 66629, 69270, 75367, 711659, 847.634, 711062, 712256, 710302, 710778, 711741, 712711, 713024, 180275, 433.869, 179969, 180581, 179816, 179992, 180238, 180857, 181279, 7.72538e+06, 7502.1, 7.72009e+06, 7.73067e+06, 7715993, 7720727, 7726372, 7738081, 7738345, 1.95686e+06, 5489.18, 1.95299e+06, 1.96073e+06, 1950326, 1952534, 1957760, 1959615, 1970601, 3.76772e+07, 7970.1, 3.76716e+07, 3.76828e+07, 37665810, 37670375, 3.76817e+07, 37683567, 37691271, 9.42676e+06, 3884.82, 9.42402e+06, 9.4295e+06, 9421144, 9424294, 9.42722e+06, 9430262, 9435752
Sat Sep 23 11:12:04 EDT 2017, 4, 100, 106.919, 1.99078, 105.516, 108.322, 103.72, 104.05, 108.235, 108.57, 108.57, 1.3852e+06, 2528.65, 1.38342e+06, 1.38698e+06, 1379756, 1383712, 1385436, 1388500, 1388524, 251235, 3215.95, 248969, 253501, 245631, 249575, 252276, 253637, 257260, 79395.9, 5711.62, 75371.7, 83420.1, 69873, 74171, 81227.5, 86122, 88710, 955995, 961.037, 955318, 956672, 954602, 955141, 956161, 957262, 957651, 241888, 665.305, 241419, 242357, 240615, 241399, 242036, 242758, 243062, 8.38212e+06, 6822.58, 8.37731e+06, 8.38693e+06, 8371450, 8378604, 8.38394e+06, 8389594, 8393381, 2.11998e+06, 7257.38, 2.11487e+06, 2.12509e+06, 2106521, 2115044, 2121854, 2130364, 2131143, 50130648, 15355.1, 5.01198e+07, 5.01415e+07, 50107573, 50120961, 5.01318e+07, 50144216, 50163305, 1.25448e+07, 6821.88, 1.254e+07, 1.25496e+07, 12538015, 12538568, 12545649, 12548618, 12562105
Sat Sep 23 13:01:21 EDT 2017, 8, 25, 12.393, 0.211095, 12.2443, 12.5417, 11.98, 12.29, 12.445, 12.63, 12.68, 228303, 420.548, 228007, 228599, 227728, 228004, 228376, 228568, 229292, 246315, 10218.3, 239116, 253514, 234574, 236064, 248286, 255126, 269540, 43788.6, 1281.12, 42886, 44691.2, 41375, 42914, 43896, 45526, 45578, 505972, 4170.01, 503034, 508910, 500505, 501600, 507037, 510180, 514638, 66307.9, 804.638, 65741, 66874.8, 64849, 66068, 66639, 67038, 67634, 6.10896e+06, 50435.5, 6.07343e+06, 6.14449e+06, 6042940, 6062639, 6119216, 6160060, 6211429, 881692, 1972.67, 880302, 883082, 879190, 880538, 881606, 883549, 886628, 1.2628e+07, 2847.65, 1.2626e+07, 1.263e+07, 12623162, 12626181, 12628862, 12631875, 12632429, 2.02169e+06, 2009.04, 2.02027e+06, 2.02311e+06, 2019266, 2020049, 2.02149e+06, 2024093, 2025964
Sat Sep 23 13:03:48 EDT 2017, 8, 50, 36.786, 0.832024, 36.1998, 37.3722, 34.81, 36.62, 36.905, 37.79, 38.08, 500321, 9411.93, 493690, 506952, 480836, 493464, 504436, 509808, 515072, 817704, 31400.8, 795580, 839828, 774672, 795966, 815934, 845485, 887799, 129980, 6921.06, 125104, 134856, 122995, 124419, 128194, 141450, 143192, 1.23314e+06, 20425.5, 1.21875e+06, 1.24753e+06, 1205920, 1218839, 1.23278e+06, 1250580, 1278470, 170589, 3505.31, 168119, 173059, 163214, 167774, 172044, 174035, 176003, 9.22769e+06, 154374, 9.11892e+06, 9.33646e+06, 9020119, 9122105, 9225556, 9352679, 9573207, 1.22964e+06, 24626.3, 1.21229e+06, 1.24699e+06, 1177787, 1210404, 1.23991e+06, 1254429, 1267971, 2.519e+07, 5403.76, 2.51862e+07, 2.51938e+07, 25176834, 25188121, 2.51923e+07, 25194639, 25195724, 4031988, 3618.23, 4.02944e+06, 4.03454e+06, 4024957, 4029810, 4033579, 4036261, 4037134
Sat Sep 23 13:12:23 EDT 2017, 8, 75, 64.3444, 0.498556, 63.9685, 64.7203, 63.62, 64.075, 64.53, 65, 65.13, 703475, 60444.1, 660889, 746061, 526556, 701616, 726590, 738140, 738772, 1.04358e+06, 33604.4, 1.01824e+06, 1.06892e+06, 1003887, 1024583, 1039227, 1.09481e+06, 1112956, 164626, 5221.29, 160689, 168563, 157421, 162142, 163827, 172815, 174702, 1.79085e+06, 22461.9, 1.77391e+06, 1.80779e+06, 1762345, 1778476, 1787736, 1824414, 1837441, 247822, 4777.57, 244220, 251424, 239868, 246259, 247491, 253114, 253339, 9.97743e+06, 128372, 9.88064e+06, 1.00742e+07, 9819566, 9901450, 9961934, 10172030, 10239209, 1.33086e+06, 26127.4, 1.31116e+06, 1.35056e+06, 1289521, 1323508, 1329174, 1361696, 1361986, 3.76768e+07, 6154.93, 3.76722e+07, 3.76814e+07, 37670596, 3.76726e+07, 37675223, 3.76865e+07, 37690638, 6.02492e+06, 6937.4, 6.01969e+06, 6.03015e+06, 6013807, 6021687, 6026126, 6033831, 6035699
Sat Sep 23 13:24:23 EDT 2017, 8, 100, 99.92, 2.24341, 98.091, 101.749, 95.17, 99.47, 100.725, 51.615, 103.23, 814035, 356354, 577549, 1.05052e+06, 117492, 526556, 1011084, 1027088, 1056132, 1.43635e+06, 69806.2, 1.37944e+06, 1.49326e+06, 1360454, 1402669, 1428875, 782951, 1565902, 226314, 9705.5, 218401, 234227, 217147, 220602, 224016, 121826, 243653, 2.49518e+06, 49635.9, 2.45471e+06, 2.53565e+06, 2438783, 2.47076e+06, 2490363, 1294132, 2588264, 353534, 6711.28, 348062, 359006, 346619, 349094, 353889, 182750, 365501, 1.13295e+07, 236049, 1.11371e+07, 1.15219e+07, 11065884, 11215495, 1.13079e+07, 5884776, 11769552, 1.54546e+06, 23238.6, 1.52651e+06, 1.56441e+06, 1518540, 1530381, 1550269, 793320, 1586640, 5.0116e+07, 14007.4, 5.01046e+07, 5.01274e+07, 50092776, 50111991, 50118080, 25072353, 50144706, 8.02538e+06, 5284.22, 8.02107e+06, 8.02969e+06, 8016602, 8024164, 8.02698e+06, 4017389, 8034778
Sat Sep 23 13:27:15 EDT 2017, 16, 25, 9.288, 0.279206, 9.09128, 9.48472, 9.01, 9.03, 9.345, 9.67, 9.71, 152095, 767.147, 151555, 152635, 151368, 151444, 151856, 153188, 153504, 525245, 20550.1, 510766, 539724, 491073, 513260, 534742, 547597, 558831, 39250, 1385.53, 38273.8, 40226.2, 36852, 38414, 39500.5, 41139, 41284, 805668, 15715.4, 794596, 816740, 783737, 795289, 812757, 825416, 831031, 57428.6, 128.464, 57338.1, 57519.1, 57236, 57348, 57457, 57552, 57681, 7.43292e+06, 144619, 7.33103e+06, 7.53481e+06, 7222512, 7338200, 7.49915e+06, 7615775, 7664839, 554904, 1434.52, 553893, 555915, 552863, 553819, 554918, 557141, 557404, 1.26306e+07, 2997.17, 1.26285e+07, 1.26327e+07, 12624809, 12628807, 12631340, 12634063, 12634553, 1.26197e+06, 3755.86, 1.25932e+06, 1.26462e+06, 1257022, 1259439, 1.26167e+06, 1264849, 1271048
