# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, heap_timing_secs
Mon Jun 26 19:52:15 EDT 2017, 0.820, 7, 2, 0.520, 8, 7, 44, 376, 54, 13, 40, 57, 41.003, 37.137
Mon Jun 26 19:54:02 EDT 2017, 0.570, 5, 4, 0.270, 6, 4, 21, 451, 76, 18, 2, 79, 102.500, 95.873
Mon Jun 26 19:54:05 EDT 2017, 0.070, 9, 8, 0.770, 1, 9, 66, 301, 31, 9, 27, 34, 3.260, 3.120
Mon Jun 26 19:54:17 EDT 2017, 0.100, 5, 5, 0.990, 4, 6, 41, 385, 23, 14, 48, 71, 11.647, 11.027
Mon Jun 26 19:54:32 EDT 2017, 0.600, 9, 1, 0.490, 9, 2, 86, 535, 68, 4, 23, 26, 14.580, 13.200
Mon Jun 26 19:54:44 EDT 2017, 0.850, 3, 3, 0.740, 7, 9, 63, 310, 45, 9, 35, 48, 11.740, 11.270
Mon Jun 26 19:56:01 EDT 2017, 0.350, 7, 8, 0.240, 2, 4, 18, 460, 90, 19, 10, 93, 76.950, 73.497
Mon Jun 26 19:56:03 EDT 2017, 0.480, 2, 2, 0.860, 5, 3, 52, 573, 12, 7, 29, 15, 1.890, 1.567
Mon Jun 26 19:56:32 EDT 2017, 0.980, 6, 6, 0.360, 1, 8, 97, 423, 57, 16, 4, 60, 28.663, 27.780
Mon Jun 26 19:56:47 EDT 2017, 0.730, 4, 9, 0.610, 3, 1, 74, 498, 34, 11, 41, 82, 13.837, 13.640
Mon Jun 26 19:56:52 EDT 2017, 0.230, 8, 4, 0.110, 8, 5, 29, 348, 79, 2, 16, 37, 4.867, 4.333
Mon Jun 26 19:56:57 EDT 2017, 0.160, 2, 8, 0.300, 9, 6, 35, 516, 17, 13, 13, 54, 5.447, 5.093
Mon Jun 26 19:57:12 EDT 2017, 0.660, 7, 4, 0.800, 5, 1, 80, 366, 62, 3, 38, 99, 14.253, 13.680
Mon Jun 26 19:58:03 EDT 2017, 0.910, 4, 1, 0.050, 3, 8, 58, 591, 40, 8, 1, 76, 51.333, 49.003
Mon Jun 26 19:58:27 EDT 2017, 0.410, 9, 6, 0.550, 7, 4, 13, 441, 85, 17, 26, 31, 23.637, 22.863
Mon Jun 26 19:58:35 EDT 2017, 0.290, 3, 5, 0.430, 2, 5, 46, 329, 28, 6, 7, 88, 7.570, 7.047
Mon Jun 26 19:58:57 EDT 2017, 0.790, 8, 9, 0.930, 6, 9, 91, 479, 73, 15, 32, 43, 20.947, 20.020
Mon Jun 26 19:59:02 EDT 2017, 0.540, 1, 7, 0.180, 8, 2, 69, 404, 51, 10, 20, 20, 4.263, 3.853
Mon Jun 26 19:59:16 EDT 2017, 0.040, 5, 2, 0.680, 4, 7, 24, 554, 96, 1, 45, 65, 14.383, 12.993
Mon Jun 26 19:59:27 EDT 2017, 0.050, 3, 8, 0.000, 6, 4, 62, 371, 52, 16, 33, 38, 10.793, 10.560
Mon Jun 26 20:00:23 EDT 2017, 0.550, 7, 3, 0.500, 1, 8, 17, 521, 97, 6, 8, 83, 55.670, 54.257
Mon Jun 26 20:00:30 EDT 2017, 0.800, 1, 1, 0.250, 3, 1, 39, 446, 30, 2, 45, 61, 7.063, 6.300
Mon Jun 26 20:00:41 EDT 2017, 0.300, 5, 5, 0.750, 8, 6, 84, 596, 75, 11, 20, 16, 10.600, 9.700
Mon Jun 26 20:00:56 EDT 2017, 0.430, 2, 4, 0.130, 4, 7, 73, 484, 41, 4, 39, 95, 14.580, 13.570
Mon Jun 26 20:01:15 EDT 2017, 0.930, 6, 9, 0.630, 9, 3, 28, 334, 86, 14, 14, 50, 18.440, 17.987
Mon Jun 26 20:01:20 EDT 2017, 0.680, 4, 7, 0.380, 7, 9, 51, 559, 19, 18, 27, 27, 4.840, 4.490
Mon Jun 26 20:02:10 EDT 2017, 0.180, 8, 2, 0.880, 2, 5, 96, 409, 64, 9, 2, 72, 49.627, 43.060
Mon Jun 26 20:02:28 EDT 2017, 0.240, 1, 6, 0.690, 1, 4, 56, 540, 35, 15, 5, 55, 17.730, 17.227
Mon Jun 26 20:02:34 EDT 2017, 0.740, 6, 1, 0.190, 5, 9, 11, 390, 80, 5, 30, 10, 5.917, 5.033
Mon Jun 26 20:02:35 EDT 2017, 0.990, 3, 4, 0.940, 7, 2, 34, 465, 13, 1, 17, 33, 0.537, 0.600
Mon Jun 26 20:02:51 EDT 2017, 0.490, 8, 8, 0.440, 3, 7, 79, 315, 58, 10, 42, 78, 15.570, 14.827
Mon Jun 26 20:02:54 EDT 2017, 0.370, 4, 3, 0.570, 8, 5, 67, 427, 47, 3, 23, 22, 3.157, 2.783
Mon Jun 26 20:03:44 EDT 2017, 0.870, 9, 7, 0.070, 4, 1, 22, 577, 92, 12, 48, 67, 48.610, 48.007
Mon Jun 26 20:03:56 EDT 2017, 0.620, 2, 9, 0.820, 2, 8, 45, 352, 24, 17, 11, 89, 11.103, 10.907
Mon Jun 26 20:04:15 EDT 2017, 0.120, 7, 5, 0.320, 6, 3, 90, 502, 69, 8, 36, 44, 18.353, 17.123
Mon Jun 26 20:07:06 EDT 2017, 0.090, 3, 1, 0.410, 8, 1, 20, 568, 72, 14, 38, 58, 167.290, 169.727
Mon Jun 26 20:07:07 EDT 2017, 0.590, 7, 6, 0.910, 4, 5, 65, 418, 27, 5, 13, 13, 1.290, 1.203
Mon Jun 26 20:07:24 EDT 2017, 0.840, 5, 8, 0.160, 1, 3, 87, 493, 95, 9, 25, 36, 16.290, 15.330
Mon Jun 26 20:08:17 EDT 2017, 0.340, 9, 3, 0.660, 6, 7, 42, 343, 50, 19, 0, 81, 51.693, 51.947
Mon Jun 26 20:08:22 EDT 2017, 0.460, 4, 7, 0.290, 2, 8, 31, 380, 61, 7, 31, 24, 4.937, 4.420
Mon Jun 26 20:08:47 EDT 2017, 0.960, 8, 2, 0.790, 7, 4, 76, 530, 16, 17, 6, 69, 24.693, 22.060
Mon Jun 26 20:09:29 EDT 2017, 0.710, 1, 5, 0.040, 9, 6, 98, 305, 83, 12, 44, 92, 41.010, 39.767
Mon Jun 26 20:09:31 EDT 2017, 0.210, 6, 9, 0.540, 5, 2, 53, 455, 38, 2, 19, 47, 2.100, 1.907
Mon Jun 26 20:09:48 EDT 2017, 0.150, 4, 3, 0.850, 3, 2, 14, 324, 55, 13, 22, 41, 17.537, 17.113
Mon Jun 26 20:09:50 EDT 2017, 0.650, 9, 7, 0.350, 8, 7, 59, 474, 10, 3, 47, 86, 1.710, 1.603
Mon Jun 26 20:10:14 EDT 2017, 0.900, 2, 5, 0.600, 5, 5, 82, 399, 78, 8, 9, 64, 23.517, 23.110
Mon Jun 26 20:10:35 EDT 2017, 0.400, 6, 1, 0.100, 1, 9, 37, 549, 33, 18, 34, 19, 20.450, 18.763
Mon Jun 26 20:10:56 EDT 2017, 0.270, 1, 9, 0.970, 6, 8, 25, 512, 66, 6, 3, 98, 20.450, 20.593
Mon Jun 26 20:11:06 EDT 2017, 0.770, 5, 4, 0.470, 2, 3, 70, 362, 21, 15, 28, 53, 9.293, 8.393
Mon Jun 26 20:11:52 EDT 2017, 0.520, 3, 2, 0.720, 4, 6, 93, 587, 89, 11, 16, 30, 45.820, 40.577
Mon Jun 26 20:11:55 EDT 2017, 0.020, 8, 6, 0.220, 9, 1, 48, 437, 44, 1, 41, 75, 3.060, 2.860
Mon Jun 26 20:13:12 EDT 2017, 0.020, 4, 2, 0.340, 1, 2, 74, 341, 84, 10, 9, 90, 75.610, 65.420
Mon Jun 26 20:13:13 EDT 2017, 0.520, 8, 6, 0.840, 6, 6, 29, 491, 39, 1, 34, 45, 1.720, 1.580
Mon Jun 26 20:13:17 EDT 2017, 0.770, 2, 8, 0.090, 8, 4, 51, 416, 61, 5, 22, 22, 3.183, 2.847
Mon Jun 26 20:13:31 EDT 2017, 0.270, 6, 4, 0.590, 3, 8, 96, 566, 16, 15, 47, 67, 13.887, 12.857
Mon Jun 26 20:13:48 EDT 2017, 0.390, 1, 5, 0.460, 9, 7, 63, 453, 95, 8, 15, 34, 16.943, 15.900
Mon Jun 26 20:15:19 EDT 2017, 0.890, 5, 1, 0.960, 5, 3, 18, 303, 50, 17, 40, 79, 88.893, 87.303
Mon Jun 26 20:16:15 EDT 2017, 0.640, 3, 3, 0.210, 2, 5, 40, 528, 73, 13, 3, 56, 54.763, 53.700
Mon Jun 26 20:16:15 EDT 2017, 0.140, 7, 7, 0.710, 7, 1, 85, 378, 28, 3, 28, 11, 0.650, 0.597
Mon Jun 26 20:16:36 EDT 2017, 0.200, 2, 5, 0.900, 5, 1, 68, 547, 90, 11, 25, 28, 20.580, 20.417
Mon Jun 26 20:16:40 EDT 2017, 0.700, 7, 9, 0.400, 1, 6, 23, 397, 45, 2, 0, 73, 3.697, 3.437
Mon Jun 26 20:17:07 EDT 2017, 0.950, 5, 7, 0.650, 3, 3, 46, 472, 67, 7, 37, 95, 25.967, 25.857
Mon Jun 26 20:17:22 EDT 2017, 0.450, 9, 2, 0.150, 7, 8, 91, 322, 22, 16, 12, 50, 14.400, 12.693
Mon Jun 26 20:17:42 EDT 2017, 0.330, 3, 8, 0.780, 4, 9, 57, 434, 78, 9, 43, 62, 20.217, 19.493
Mon Jun 26 20:17:53 EDT 2017, 0.830, 8, 3, 0.280, 8, 4, 12, 584, 33, 18, 18, 17, 10.413, 9.580
Mon Jun 26 20:18:30 EDT 2017, 0.580, 1, 1, 0.530, 6, 7, 34, 359, 56, 14, 31, 39, 36.627, 34.473
Mon Jun 26 20:18:33 EDT 2017, 0.080, 6, 6, 0.030, 2, 2, 79, 509, 11, 4, 6, 84, 2.520, 2.327
Mon Jun 26 20:18:38 EDT 2017, 0.110, 1, 9, 0.180, 4, 5, 32, 594, 19, 18, 17, 31, 4.867, 4.523
Mon Jun 26 20:19:04 EDT 2017, 0.610, 6, 5, 0.680, 8, 9, 77, 444, 64, 8, 42, 76, 26.317, 25.567
Mon Jun 26 20:19:24 EDT 2017, 0.860, 4, 3, 0.430, 6, 3, 99, 519, 42, 4, 4, 98, 19.460, 19.037
Mon Jun 26 20:19:51 EDT 2017, 0.360, 8, 7, 0.930, 1, 7, 54, 369, 87, 13, 29, 53, 25.800, 25.267
Mon Jun 26 20:19:54 EDT 2017, 0.480, 5, 4, 0.060, 7, 6, 20, 406, 31, 1, 11, 64, 2.327, 2.310
Mon Jun 26 20:20:02 EDT 2017, 0.980, 9, 8, 0.560, 3, 1, 65, 556, 76, 11, 36, 19, 8.413, 8.047
Mon Jun 26 20:20:16 EDT 2017, 0.730, 3, 6, 0.310, 5, 8, 88, 331, 53, 16, 23, 42, 13.807, 13.450
Mon Jun 26 20:22:22 EDT 2017, 0.230, 7, 1, 0.810, 9, 4, 43, 481, 98, 6, 48, 87, 120.723, 124.413
Mon Jun 26 20:22:39 EDT 2017, 0.170, 3, 6, 0.500, 8, 3, 26, 312, 25, 19, 45, 93, 16.063, 15.323
Mon Jun 26 20:23:25 EDT 2017, 0.670, 8, 2, 0.000, 3, 8, 71, 462, 70, 10, 20, 48, 44.500, 38.310
Mon Jun 26 20:23:29 EDT 2017, 0.920, 1, 4, 0.750, 1, 1, 93, 387, 47, 5, 32, 25, 4.043, 3.603
Mon Jun 26 20:24:15 EDT 2017, 0.420, 5, 9, 0.250, 5, 5, 48, 537, 92, 14, 7, 70, 45.200, 44.163
Mon Jun 26 20:24:17 EDT 2017, 0.300, 2, 1, 0.620, 2, 6, 15, 500, 14, 2, 26, 36, 2.147, 1.843
Mon Jun 26 20:24:46 EDT 2017, 0.800, 7, 5, 0.120, 6, 2, 60, 350, 59, 12, 1, 81, 28.943, 27.973
Mon Jun 26 20:25:07 EDT 2017, 0.550, 4, 8, 0.870, 9, 9, 82, 575, 36, 17, 39, 59, 19.627, 18.787
Mon Jun 26 20:25:14 EDT 2017, 0.050, 9, 3, 0.370, 4, 4, 37, 425, 81, 7, 14, 14, 6.747, 6.247
Mon Jun 26 20:25:29 EDT 2017, 0.030, 2, 7, 0.790, 6, 5, 95, 467, 35, 11, 0, 77, 15.207, 14.550
Mon Jun 26 20:25:34 EDT 2017, 0.530, 6, 3, 0.290, 2, 1, 50, 317, 80, 2, 25, 32, 4.410, 4.043
Mon Jun 26 20:25:35 EDT 2017, 0.780, 4, 5, 0.540, 4, 7, 27, 542, 12, 6, 13, 10, 0.803, 0.703
Mon Jun 26 20:25:53 EDT 2017, 0.280, 9, 9, 0.040, 9, 3, 72, 392, 57, 16, 38, 55, 17.330, 17.377
Mon Jun 26 20:26:10 EDT 2017, 0.410, 3, 2, 0.920, 3, 4, 84, 355, 46, 9, 19, 43, 16.693, 14.547
Mon Jun 26 20:28:06 EDT 2017, 0.910, 8, 6, 0.420, 7, 9, 39, 505, 91, 18, 44, 88, 114.653, 108.290
Mon Jun 26 20:28:15 EDT 2017, 0.660, 1, 8, 0.670, 5, 2, 16, 430, 23, 13, 7, 66, 7.977, 7.467
Mon Jun 26 20:28:21 EDT 2017, 0.160, 5, 4, 0.170, 1, 6, 61, 580, 68, 4, 32, 21, 6.267, 5.513
Mon Jun 26 20:28:25 EDT 2017, 0.220, 5, 9, 0.480, 2, 7, 89, 448, 52, 12, 35, 15, 3.843, 3.627
Mon Jun 26 20:28:48 EDT 2017, 0.720, 9, 4, 0.980, 7, 2, 44, 598, 97, 3, 10, 60, 22.247, 20.587
Mon Jun 26 20:29:05 EDT 2017, 0.970, 2, 2, 0.230, 9, 9, 22, 373, 29, 7, 47, 83, 16.803, 14.460
Mon Jun 26 20:29:32 EDT 2017, 0.470, 7, 7, 0.730, 5, 5, 67, 523, 74, 17, 22, 38, 26.293, 26.153
Mon Jun 26 20:30:03 EDT 2017, 0.340, 1, 3, 0.360, 8, 3, 78, 561, 40, 10, 41, 72, 30.713, 29.207
Mon Jun 26 20:30:21 EDT 2017, 0.840, 6, 8, 0.860, 4, 8, 33, 411, 85, 19, 16, 27, 16.883, 16.523
Mon Jun 26 20:30:28 EDT 2017, 0.590, 4, 6, 0.110, 1, 1, 10, 486, 18, 15, 29, 49, 7.250, 6.620
Mon Jun 26 20:31:07 EDT 2017, 0.090, 8, 1, 0.610, 6, 6, 55, 336, 63, 5, 4, 94, 38.670, 37.670
Mon Jun 26 20:31:19 EDT 2017, 0.060, 4, 4, 0.640, 9, 8, 53, 402, 60, 18, 21, 18, 11.750, 10.807
Mon Jun 26 20:31:23 EDT 2017, 0.560, 8, 9, 0.140, 4, 4, 98, 552, 15, 8, 46, 63, 3.943, 3.663
Mon Jun 26 20:31:35 EDT 2017, 0.810, 2, 6, 0.890, 2, 6, 75, 327, 83, 3, 8, 86, 11.420, 11.227
Mon Jun 26 20:32:00 EDT 2017, 0.310, 6, 2, 0.390, 7, 2, 30, 477, 38, 13, 33, 41, 24.713, 21.687
Mon Jun 26 20:32:06 EDT 2017, 0.440, 3, 7, 0.510, 1, 3, 41, 589, 71, 1, 2, 74, 5.710, 5.540
Mon Jun 26 20:32:13 EDT 2017, 0.940, 7, 3, 0.010, 6, 7, 86, 439, 26, 10, 27, 29, 6.523, 5.747
Mon Jun 26 20:35:44 EDT 2017, 0.690, 5, 1, 0.760, 8, 5, 64, 514, 94, 15, 15, 52, 204.407, 208.463
Mon Jun 26 20:36:02 EDT 2017, 0.190, 9, 5, 0.260, 3, 9, 19, 364, 49, 6, 40, 97, 16.917, 16.570
Mon Jun 26 20:39:51 EDT 2017, 0.120, 1, 2, 0.070, 5, 9, 47, 495, 77, 19, 43, 80, 223.863, 219.353
Mon Jun 26 20:39:56 EDT 2017, 0.620, 6, 7, 0.570, 9, 4, 92, 345, 32, 9, 18, 35, 4.077, 3.780
Mon Jun 26 20:39:59 EDT 2017, 0.870, 3, 9, 0.320, 7, 7, 70, 570, 99, 5, 30, 12, 3.333, 3.080
Mon Jun 26 20:40:24 EDT 2017, 0.370, 8, 5, 0.820, 3, 2, 25, 420, 54, 14, 5, 57, 24.757, 24.110
Mon Jun 26 20:40:28 EDT 2017, 0.250, 4, 6, 0.200, 6, 1, 36, 308, 66, 2, 36, 46, 3.473, 3.170
Mon Jun 26 20:41:05 EDT 2017, 0.750, 9, 1, 0.700, 2, 5, 81, 458, 21, 12, 11, 91, 36.077, 34.507
Mon Jun 26 20:42:09 EDT 2017, 0.500, 2, 4, 0.450, 4, 3, 58, 383, 88, 16, 49, 69, 63.423, 59.737
Mon Jun 26 20:42:13 EDT 2017, 0.000, 7, 8, 0.950, 8, 8, 13, 533, 43, 7, 24, 24, 4.020, 3.803
Mon Jun 26 20:42:21 EDT 2017, 0.000, 2, 3, 0.180, 5, 4, 38, 515, 24, 8, 34, 42, 7.837, 7.100
Mon Jun 26 20:43:08 EDT 2017, 0.500, 7, 7, 0.680, 1, 9, 83, 365, 69, 18, 9, 87, 45.403, 43.430
Mon Jun 26 20:43:29 EDT 2017, 0.750, 4, 9, 0.430, 3, 2, 60, 590, 47, 13, 47, 65, 20.710, 20.670
Mon Jun 26 20:43:34 EDT 2017, 0.250, 9, 5, 0.930, 7, 7, 15, 440, 92, 3, 22, 20, 4.463, 4.143
Mon Jun 26 20:43:39 EDT 2017, 0.380, 3, 6, 0.060, 4, 5, 49, 327, 13, 10, 40, 98, 4.980, 4.660
Mon Jun 26 20:43:45 EDT 2017, 0.880, 8, 2, 0.560, 9, 1, 94, 477, 58, 1, 15, 53, 6.110, 5.490
Mon Jun 26 20:43:50 EDT 2017, 0.630, 1, 4, 0.310, 6, 8, 71, 402, 36, 6, 28, 31, 4.497, 4.010
Mon Jun 26 20:44:43 EDT 2017, 0.130, 6, 8, 0.810, 2, 3, 26, 552, 81, 15, 3, 76, 52.027, 52.027
Mon Jun 26 20:44:50 EDT 2017, 0.190, 5, 4, 0.620, 1, 4, 32, 383, 19, 9, 0, 59, 6.393, 5.917
Mon Jun 26 20:44:58 EDT 2017, 0.690, 9, 9, 0.120, 6, 8, 77, 533, 64, 19, 25, 14, 7.523, 7.293
Mon Jun 26 20:45:05 EDT 2017, 0.940, 3, 7, 0.870, 8, 2, 55, 308, 41, 14, 12, 37, 6.840, 6.367
Mon Jun 26 20:45:46 EDT 2017, 0.440, 7, 2, 0.370, 4, 6, 10, 458, 86, 4, 37, 82, 41.260, 36.387
Mon Jun 26 20:45:51 EDT 2017, 0.310, 2, 8, 0.740, 9, 7, 43, 571, 30, 12, 19, 25, 4.860, 4.440
Mon Jun 26 20:46:04 EDT 2017, 0.810, 6, 3, 0.240, 5, 3, 88, 421, 75, 2, 44, 70, 12.220, 11.233
Mon Jun 26 20:47:08 EDT 2017, 0.560, 4, 1, 0.990, 2, 9, 66, 496, 53, 7, 6, 93, 63.200, 61.573
Mon Jun 26 20:47:43 EDT 2017, 0.060, 8, 6, 0.490, 7, 5, 21, 346, 98, 16, 31, 48, 33.423, 31.520
Mon Jun 26 20:47:49 EDT 2017, 0.100, 4, 9, 0.280, 8, 2, 86, 430, 89, 2, 42, 56, 5.950, 5.480
Mon Jun 26 20:47:54 EDT 2017, 0.600, 8, 4, 0.780, 3, 7, 41, 580, 44, 11, 17, 11, 4.677, 4.227
Mon Jun 26 20:48:28 EDT 2017, 0.850, 1, 2, 0.030, 1, 5, 18, 355, 67, 16, 29, 34, 33.560, 29.370
Mon Jun 26 20:48:36 EDT 2017, 0.350, 6, 6, 0.530, 5, 9, 63, 505, 22, 6, 4, 79, 7.220, 6.833
Mon Jun 26 20:49:06 EDT 2017, 0.470, 2, 3, 0.400, 2, 8, 97, 543, 78, 18, 36, 22, 29.970, 29.137
Mon Jun 26 20:49:16 EDT 2017, 0.970, 7, 7, 0.900, 7, 4, 52, 393, 33, 9, 11, 67, 9.090, 8.523
Mon Jun 26 20:49:31 EDT 2017, 0.720, 5, 5, 0.150, 9, 6, 29, 468, 55, 4, 48, 90, 15.590, 15.170
Mon Jun 26 20:49:38 EDT 2017, 0.220, 9, 1, 0.650, 4, 1, 74, 318, 10, 13, 23, 45, 6.363, 5.643
Mon Jun 26 20:49:45 EDT 2017, 0.160, 1, 7, 0.960, 4, 1, 80, 486, 83, 3, 20, 39, 6.440, 6.330
Mon Jun 26 20:50:20 EDT 2017, 0.660, 5, 2, 0.460, 8, 5, 35, 336, 38, 12, 45, 84, 34.413, 31.127
Mon Jun 26 20:51:10 EDT 2017, 0.910, 3, 5, 0.710, 6, 3, 12, 561, 61, 17, 8, 62, 49.133, 47.987
Mon Jun 26 20:51:11 EDT 2017, 0.410, 8, 9, 0.210, 2, 7, 57, 411, 16, 7, 33, 17, 0.947, 0.880
Mon Jun 26 20:58:05 EDT 2017, 0.280, 4, 1, 0.840, 7, 9, 91, 374, 95, 19, 1, 96, 391.227, 410.633
Mon Jun 26 20:58:23 EDT 2017, 0.780, 9, 6, 0.340, 3, 4, 46, 524, 50, 10, 26, 51, 17.243, 16.127
Mon Jun 26 20:58:28 EDT 2017, 0.530, 2, 8, 0.590, 5, 6, 24, 449, 72, 5, 14, 28, 5.023, 4.707
Mon Jun 26 20:58:56 EDT 2017, 0.030, 6, 4, 0.090, 9, 2, 69, 599, 27, 15, 39, 73, 27.657, 26.410
Mon Jun 26 20:59:10 EDT 2017, 0.050, 4, 6, 0.730, 2, 8, 17, 332, 76, 8, 26, 52, 14.097, 13.217
Mon Jun 26 21:00:19 EDT 2017, 0.550, 9, 2, 0.230, 7, 3, 62, 482, 31, 18, 1, 97, 68.797, 64.263
Mon Jun 26 21:01:28 EDT 2017, 0.800, 2, 4, 0.980, 9, 5, 84, 407, 99, 13, 38, 75, 68.460, 65.090
Mon Jun 26 21:01:32 EDT 2017, 0.300, 7, 8, 0.480, 5, 1, 39, 557, 54, 4, 13, 30, 4.247, 4.093
Mon Jun 26 21:04:22 EDT 2017, 0.420, 1, 1, 0.600, 8, 2, 28, 519, 65, 11, 44, 86, 164.693, 168.027
Mon Jun 26 21:04:23 EDT 2017, 0.920, 5, 5, 0.100, 3, 6, 73, 369, 20, 1, 19, 41, 0.927, 0.833
Mon Jun 26 21:04:31 EDT 2017, 0.670, 3, 7, 0.850, 1, 4, 95, 594, 88, 6, 32, 18, 6.810, 6.283
Mon Jun 26 21:05:06 EDT 2017, 0.170, 8, 3, 0.350, 6, 9, 50, 444, 43, 15, 7, 63, 34.920, 34.330
Mon Jun 26 21:05:29 EDT 2017, 0.240, 3, 9, 0.040, 6, 9, 11, 576, 60, 10, 10, 69, 22.503, 22.173
Mon Jun 26 21:05:33 EDT 2017, 0.740, 7, 5, 0.540, 2, 5, 56, 426, 15, 19, 35, 24, 3.597, 3.277
Mon Jun 26 21:06:47 EDT 2017, 0.990, 5, 2, 0.290, 4, 7, 79, 501, 82, 14, 22, 46, 73.600, 65.447
Mon Jun 26 21:06:56 EDT 2017, 0.490, 9, 7, 0.790, 8, 3, 34, 351, 37, 5, 47, 91, 8.080, 7.540
Mon Jun 26 21:07:04 EDT 2017, 0.360, 4, 3, 0.170, 3, 1, 22, 388, 71, 12, 16, 13, 7.680, 7.093
Mon Jun 26 21:07:06 EDT 2017, 0.860, 8, 8, 0.670, 7, 6, 67, 538, 26, 2, 41, 58, 2.260, 2.107
Mon Jun 26 21:07:29 EDT 2017, 0.610, 1, 6, 0.420, 5, 4, 90, 313, 93, 7, 4, 80, 22.450, 21.390
Mon Jun 26 21:08:15 EDT 2017, 0.110, 6, 1, 0.920, 1, 8, 45, 463, 48, 17, 29, 35, 45.160, 43.073
Mon Jun 26 21:08:19 EDT 2017, 0.080, 1, 5, 0.820, 5, 6, 64, 529, 51, 1, 46, 66, 4.070, 3.683
Mon Jun 26 21:08:27 EDT 2017, 0.580, 6, 9, 0.320, 9, 1, 19, 379, 96, 10, 21, 21, 7.160, 6.687
Mon Jun 26 21:08:36 EDT 2017, 0.830, 3, 7, 0.570, 7, 8, 42, 454, 29, 15, 33, 44, 8.687, 8.460
Mon Jun 26 21:08:59 EDT 2017, 0.330, 8, 3, 0.070, 3, 3, 87, 304, 74, 5, 8, 89, 22.920, 21.540
Mon Jun 26 21:09:02 EDT 2017, 0.450, 5, 8, 0.950, 6, 4, 76, 416, 40, 17, 27, 10, 2.510, 2.297
Mon Jun 26 21:09:42 EDT 2017, 0.950, 9, 4, 0.450, 1, 9, 31, 566, 85, 8, 2, 55, 39.167, 36.203
Mon Jun 26 21:09:48 EDT 2017, 0.700, 2, 1, 0.700, 4, 2, 53, 341, 17, 3, 40, 77, 5.397, 4.777
Mon Jun 26 21:10:03 EDT 2017, 0.200, 7, 6, 0.200, 8, 7, 98, 491, 62, 13, 15, 32, 15.267, 14.647
Mon Jun 26 21:10:07 EDT 2017, 0.140, 3, 2, 0.380, 9, 6, 59, 360, 34, 2, 18, 49, 4.137, 3.580
Mon Jun 26 21:10:57 EDT 2017, 0.640, 7, 7, 0.880, 4, 2, 14, 510, 79, 11, 43, 94, 49.073, 48.377
Mon Jun 26 21:11:03 EDT 2017, 0.890, 1, 9, 0.130, 2, 8, 36, 435, 12, 16, 5, 72, 5.017, 4.640
Mon Jun 26 21:11:13 EDT 2017, 0.390, 5, 4, 0.630, 6, 4, 81, 585, 57, 7, 30, 27, 10.533, 9.683
Mon Jun 26 21:11:58 EDT 2017, 0.270, 2, 5, 0.260, 1, 3, 70, 472, 45, 18, 11, 83, 43.163, 42.753
Mon Jun 26 21:12:34 EDT 2017, 0.770, 6, 1, 0.760, 5, 7, 25, 322, 90, 9, 36, 38, 35.750, 34.373
Mon Jun 26 21:12:36 EDT 2017, 0.520, 4, 3, 0.010, 8, 1, 48, 547, 23, 4, 24, 15, 1.680, 1.500
Mon Jun 26 21:13:00 EDT 2017, 0.020, 9, 8, 0.510, 3, 5, 93, 397, 68, 14, 49, 60, 23.423, 22.243
Mon Jun 26 21:13:05 EDT 2017, 0.030, 3, 3, 0.880, 7, 7, 29, 306, 17, 5, 6, 82, 4.653, 4.160
Mon Jun 26 21:13:19 EDT 2017, 0.530, 8, 8, 0.380, 2, 2, 74, 456, 62, 14, 31, 37, 14.137, 13.783
Mon Jun 26 21:13:24 EDT 2017, 0.780, 1, 5, 0.630, 4, 9, 96, 381, 39, 19, 18, 15, 5.040, 4.613
Mon Jun 26 21:15:37 EDT 2017, 0.280, 5, 1, 0.130, 9, 5, 51, 531, 84, 10, 43, 60, 129.767, 130.227
Mon Jun 26 21:15:47 EDT 2017, 0.400, 2, 9, 0.750, 3, 3, 17, 494, 28, 17, 24, 49, 9.737, 9.310
Mon Jun 26 21:16:18 EDT 2017, 0.900, 6, 4, 0.250, 8, 8, 62, 344, 73, 7, 49, 94, 31.043, 29.287
Mon Jun 26 21:16:39 EDT 2017, 0.650, 4, 2, 0.500, 6, 1, 85, 569, 50, 3, 12, 71, 19.690, 16.767
Mon Jun 26 21:16:53 EDT 2017, 0.150, 9, 7, 0.000, 1, 6, 40, 419, 95, 12, 37, 26, 13.900, 13.223
Mon Jun 26 21:16:56 EDT 2017, 0.210, 1, 2, 0.310, 2, 5, 23, 587, 22, 4, 34, 20, 2.867, 2.340
Mon Jun 26 21:17:28 EDT 2017, 0.710, 6, 6, 0.810, 6, 1, 68, 437, 67, 13, 9, 65, 31.047, 29.677
Mon Jun 26 21:18:05 EDT 2017, 0.960, 4, 8, 0.060, 8, 7, 90, 512, 45, 18, 46, 88, 35.630, 34.620
Mon Jun 26 21:18:25 EDT 2017, 0.460, 8, 4, 0.560, 4, 3, 45, 362, 90, 8, 21, 43, 19.867, 18.433
Mon Jun 26 21:18:31 EDT 2017, 0.340, 5, 7, 0.440, 7, 4, 12, 400, 11, 16, 40, 77, 5.453, 5.187
