# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, heap_timing_secs
Mon Jun 26 19:50:58 EDT 2017, 0.590, 6, 3, 0.670, 9, 4, 59, 569, 98, 17, 32, 31, 56.157, 54.727
Mon Jun 26 19:51:21 EDT 2017, 0.840, 4, 1, 0.420, 7, 6, 81, 344, 30, 12, 20, 54, 22.780, 21.423
Mon Jun 26 19:51:39 EDT 2017, 0.340, 9, 6, 0.920, 2, 2, 36, 494, 75, 3, 45, 99, 17.660, 17.210
Mon Jun 26 19:51:49 EDT 2017, 0.460, 3, 4, 0.040, 6, 1, 25, 531, 41, 15, 14, 20, 9.630, 8.917
Mon Jun 26 19:52:04 EDT 2017, 0.960, 8, 9, 0.540, 1, 5, 70, 381, 86, 5, 39, 65, 13.627, 13.260
Mon Jun 26 19:52:12 EDT 2017, 0.710, 1, 7, 0.290, 3, 3, 93, 456, 19, 10, 1, 88, 8.270, 7.593
Mon Jun 26 19:52:55 EDT 2017, 0.210, 5, 2, 0.790, 8, 8, 48, 306, 64, 19, 26, 43, 41.377, 39.293
Mon Jun 26 19:53:02 EDT 2017, 0.150, 5, 5, 0.600, 9, 8, 20, 475, 36, 6, 29, 48, 7.343, 6.837
Mon Jun 26 19:56:44 EDT 2017, 0.650, 9, 1, 0.100, 5, 4, 65, 325, 81, 16, 4, 93, 208.993, 220.853
Mon Jun 26 19:56:57 EDT 2017, 0.900, 3, 3, 0.850, 3, 6, 87, 550, 13, 11, 42, 71, 12.097, 11.607
Mon Jun 26 19:56:58 EDT 2017, 0.400, 7, 7, 0.350, 7, 1, 42, 400, 58, 1, 17, 26, 1.103, 1.040
Mon Jun 26 19:57:45 EDT 2017, 0.280, 1, 2, 0.730, 2, 2, 31, 362, 47, 13, 48, 82, 45.850, 43.610
Mon Jun 26 19:57:56 EDT 2017, 0.780, 6, 6, 0.230, 6, 7, 76, 512, 92, 4, 23, 37, 10.900, 9.953
Mon Jun 26 19:57:58 EDT 2017, 0.530, 4, 8, 0.980, 8, 5, 98, 437, 25, 9, 35, 15, 1.677, 1.517
Mon Jun 26 19:59:15 EDT 2017, 0.030, 8, 4, 0.480, 4, 9, 53, 587, 70, 18, 10, 60, 75.880, 73.103
Mon Jun 26 19:59:21 EDT 2017, 0.020, 5, 9, 0.100, 6, 7, 68, 491, 18, 8, 41, 83, 5.447, 5.247
Mon Jun 26 19:59:45 EDT 2017, 0.520, 9, 4, 0.600, 2, 3, 23, 341, 63, 18, 16, 38, 24.047, 21.400
Mon Jun 26 19:59:56 EDT 2017, 0.770, 2, 2, 0.350, 4, 5, 46, 566, 41, 13, 29, 15, 10.820, 8.963
Mon Jun 26 20:00:07 EDT 2017, 0.270, 7, 6, 0.850, 9, 1, 91, 416, 86, 3, 4, 60, 10.350, 9.813
Mon Jun 26 20:00:15 EDT 2017, 0.390, 1, 3, 0.220, 3, 2, 57, 304, 29, 11, 35, 49, 8.627, 8.313
Mon Jun 26 20:00:22 EDT 2017, 0.890, 6, 8, 0.720, 7, 6, 12, 454, 74, 1, 10, 94, 6.193, 5.727
Mon Jun 26 20:00:36 EDT 2017, 0.640, 3, 5, 0.470, 5, 4, 34, 379, 52, 6, 47, 71, 13.077, 12.320
Mon Jun 26 20:01:55 EDT 2017, 0.140, 8, 1, 0.970, 1, 9, 79, 529, 97, 15, 22, 26, 78.273, 77.393
Mon Jun 26 20:01:56 EDT 2017, 0.200, 2, 7, 0.660, 2, 9, 74, 398, 24, 9, 19, 10, 1.207, 1.120
Mon Jun 26 20:04:05 EDT 2017, 0.700, 6, 2, 0.160, 7, 5, 29, 548, 69, 19, 44, 55, 128.457, 121.797
Mon Jun 26 20:04:28 EDT 2017, 0.950, 4, 5, 0.910, 9, 7, 51, 323, 46, 14, 7, 77, 22.660, 21.937
Mon Jun 26 20:04:36 EDT 2017, 0.450, 8, 9, 0.410, 5, 2, 96, 473, 91, 5, 32, 32, 7.453, 7.197
Mon Jun 26 20:04:56 EDT 2017, 0.330, 3, 1, 0.530, 8, 1, 62, 585, 13, 12, 1, 66, 19.743, 17.353
Mon Jun 26 20:04:58 EDT 2017, 0.830, 7, 6, 0.030, 3, 6, 17, 435, 58, 2, 26, 21, 1.723, 1.650
Mon Jun 26 20:05:04 EDT 2017, 0.580, 1, 8, 0.780, 1, 3, 40, 510, 35, 7, 13, 43, 5.627, 5.283
Mon Jun 26 20:06:16 EDT 2017, 0.080, 5, 4, 0.280, 6, 8, 85, 360, 80, 16, 38, 88, 71.397, 67.577
Mon Jun 26 20:06:18 EDT 2017, 0.110, 1, 3, 0.440, 9, 6, 26, 445, 83, 2, 37, 12, 2.207, 2.033
Mon Jun 26 20:06:34 EDT 2017, 0.610, 5, 7, 0.940, 4, 2, 71, 595, 38, 11, 12, 57, 15.333, 14.720
Mon Jun 26 20:07:00 EDT 2017, 0.860, 3, 9, 0.190, 2, 8, 93, 370, 60, 16, 49, 80, 25.510, 25.337
Mon Jun 26 20:07:02 EDT 2017, 0.360, 8, 5, 0.690, 7, 4, 48, 520, 15, 6, 24, 35, 2.427, 2.227
Mon Jun 26 20:08:34 EDT 2017, 0.490, 4, 6, 0.310, 1, 5, 15, 557, 94, 18, 43, 69, 90.530, 84.707
Mon Jun 26 20:08:46 EDT 2017, 0.990, 9, 2, 0.810, 5, 9, 60, 407, 49, 9, 18, 24, 11.753, 9.907
Mon Jun 26 20:08:58 EDT 2017, 0.740, 2, 4, 0.060, 8, 3, 82, 482, 72, 4, 30, 46, 12.173, 11.553
Mon Jun 26 20:09:10 EDT 2017, 0.240, 7, 8, 0.560, 3, 7, 37, 332, 27, 14, 5, 91, 11.170, 10.870
Mon Jun 26 20:09:32 EDT 2017, 0.170, 4, 4, 0.750, 5, 7, 32, 463, 89, 3, 2, 86, 22.543, 21.253
Mon Jun 26 20:09:39 EDT 2017, 0.670, 8, 9, 0.250, 9, 2, 77, 313, 44, 12, 27, 41, 6.123, 5.820
Mon Jun 26 20:09:49 EDT 2017, 0.920, 1, 7, 0.500, 7, 9, 99, 538, 66, 17, 15, 18, 10.517, 10.170
Mon Jun 26 20:10:01 EDT 2017, 0.420, 6, 2, 0.000, 3, 4, 54, 388, 21, 8, 40, 63, 10.933, 9.297
Mon Jun 26 20:10:26 EDT 2017, 0.300, 3, 8, 0.880, 6, 3, 20, 351, 77, 19, 21, 52, 25.350, 24.817
Mon Jun 26 20:10:57 EDT 2017, 0.800, 7, 3, 0.380, 1, 8, 65, 501, 32, 10, 46, 97, 30.873, 30.120
Mon Jun 26 20:11:30 EDT 2017, 0.550, 5, 1, 0.630, 4, 1, 88, 426, 55, 5, 8, 74, 32.830, 30.350
Mon Jun 26 20:11:33 EDT 2017, 0.050, 9, 6, 0.130, 8, 5, 43, 576, 10, 15, 33, 29, 2.817, 2.510
Mon Jun 26 20:11:55 EDT 2017, 0.030, 2, 5, 0.550, 1, 4, 89, 318, 59, 8, 44, 95, 21.320, 20.793
Mon Jun 26 20:12:00 EDT 2017, 0.530, 7, 9, 0.050, 6, 8, 44, 468, 14, 18, 19, 50, 4.837, 4.523
Mon Jun 26 20:12:12 EDT 2017, 0.780, 5, 7, 0.800, 8, 2, 22, 393, 81, 13, 31, 28, 12.440, 12.063
Mon Jun 26 20:12:26 EDT 2017, 0.280, 9, 3, 0.300, 3, 6, 67, 543, 36, 4, 6, 73, 13.160, 12.153
Mon Jun 26 20:12:41 EDT 2017, 0.410, 4, 8, 0.670, 9, 5, 78, 505, 70, 11, 25, 39, 15.327, 14.613
Mon Jun 26 20:12:43 EDT 2017, 0.910, 8, 4, 0.170, 4, 1, 33, 355, 25, 1, 0, 84, 1.940, 1.777
Mon Jun 26 20:14:14 EDT 2017, 0.660, 1, 1, 0.920, 2, 7, 10, 580, 93, 6, 37, 62, 87.473, 83.927
Mon Jun 26 20:14:20 EDT 2017, 0.160, 6, 6, 0.420, 7, 3, 55, 430, 48, 16, 12, 17, 6.383, 5.840
Mon Jun 26 20:14:47 EDT 2017, 0.220, 4, 2, 0.240, 5, 3, 95, 599, 76, 10, 15, 22, 26.190, 22.263
Mon Jun 26 20:15:05 EDT 2017, 0.720, 9, 7, 0.740, 1, 8, 50, 449, 31, 19, 40, 67, 18.557, 18.150
Mon Jun 26 20:16:06 EDT 2017, 0.970, 2, 9, 0.490, 3, 1, 27, 524, 98, 14, 3, 90, 60.093, 59.240
Mon Jun 26 20:16:14 EDT 2017, 0.470, 6, 4, 0.990, 7, 6, 72, 374, 53, 5, 28, 45, 8.373, 7.817
Mon Jun 26 20:16:39 EDT 2017, 0.350, 1, 5, 0.110, 4, 7, 84, 412, 65, 12, 9, 56, 24.693, 24.003
Mon Jun 26 20:16:41 EDT 2017, 0.850, 5, 1, 0.610, 8, 2, 39, 562, 20, 3, 34, 11, 1.620, 1.343
Mon Jun 26 20:16:55 EDT 2017, 0.600, 3, 3, 0.360, 6, 9, 16, 337, 87, 7, 22, 33, 13.670, 13.113
Mon Jun 26 20:17:21 EDT 2017, 0.100, 8, 8, 0.860, 2, 4, 61, 487, 42, 17, 47, 78, 26.173, 25.477
Mon Jun 26 20:17:22 EDT 2017, 0.060, 3, 6, 0.890, 4, 3, 47, 552, 34, 1, 26, 25, 0.997, 0.933
Mon Jun 26 20:18:26 EDT 2017, 0.560, 8, 2, 0.390, 8, 7, 92, 402, 79, 10, 1, 70, 63.680, 57.550
Mon Jun 26 20:18:37 EDT 2017, 0.810, 1, 4, 0.640, 6, 5, 70, 477, 11, 15, 39, 93, 10.733, 9.790
Mon Jun 26 20:18:42 EDT 2017, 0.310, 6, 9, 0.140, 1, 9, 25, 327, 56, 5, 14, 48, 4.827, 4.673
Mon Jun 26 20:20:01 EDT 2017, 0.440, 2, 1, 0.770, 7, 8, 36, 440, 45, 17, 45, 59, 78.213, 77.483
Mon Jun 26 20:20:10 EDT 2017, 0.940, 7, 5, 0.270, 2, 4, 81, 590, 90, 8, 20, 14, 8.647, 7.760
Mon Jun 26 20:20:12 EDT 2017, 0.690, 4, 7, 0.520, 5, 6, 58, 365, 22, 3, 33, 36, 1.310, 1.190
Mon Jun 26 20:21:33 EDT 2017, 0.190, 9, 3, 0.020, 9, 1, 13, 515, 67, 13, 8, 81, 79.700, 79.963
Mon Jun 26 20:21:37 EDT 2017, 0.130, 2, 9, 0.330, 8, 1, 53, 346, 51, 2, 11, 98, 4.657, 4.497
Mon Jun 26 20:22:19 EDT 2017, 0.630, 6, 5, 0.830, 3, 5, 98, 496, 96, 11, 36, 53, 41.293, 38.840
Mon Jun 26 20:22:34 EDT 2017, 0.880, 4, 2, 0.080, 1, 3, 75, 421, 28, 16, 23, 31, 14.353, 12.090
Mon Jun 26 20:23:02 EDT 2017, 0.380, 8, 7, 0.580, 5, 8, 30, 571, 73, 7, 48, 76, 27.820, 27.033
Mon Jun 26 20:23:28 EDT 2017, 0.250, 5, 3, 0.450, 2, 9, 41, 459, 39, 19, 17, 42, 25.493, 25.720
Mon Jun 26 20:23:51 EDT 2017, 0.750, 9, 8, 0.950, 6, 4, 86, 309, 84, 9, 42, 87, 22.633, 21.947
Mon Jun 26 20:23:55 EDT 2017, 0.500, 3, 6, 0.200, 9, 6, 64, 534, 17, 4, 5, 64, 3.220, 2.940
Mon Jun 26 20:24:16 EDT 2017, 0.000, 7, 1, 0.700, 4, 2, 19, 384, 62, 14, 30, 19, 21.030, 19.343
Mon Jun 26 20:24:30 EDT 2017, 0.000, 3, 9, 0.430, 2, 5, 32, 364, 89, 10, 16, 46, 14.123, 13.703
Mon Jun 26 20:24:36 EDT 2017, 0.500, 7, 5, 0.930, 7, 1, 77, 514, 44, 1, 41, 91, 4.903, 4.383
Mon Jun 26 20:24:58 EDT 2017, 0.750, 5, 3, 0.180, 9, 8, 55, 439, 66, 5, 3, 69, 22.180, 21.173
Mon Jun 26 20:25:03 EDT 2017, 0.250, 9, 7, 0.680, 4, 3, 10, 589, 21, 15, 28, 24, 4.400, 4.023
Mon Jun 26 20:25:45 EDT 2017, 0.370, 4, 4, 0.300, 8, 4, 43, 477, 77, 8, 10, 80, 41.867, 39.967
Mon Jun 26 20:25:51 EDT 2017, 0.870, 8, 8, 0.800, 3, 9, 88, 327, 32, 17, 35, 35, 5.990, 5.817
Mon Jun 26 20:25:57 EDT 2017, 0.620, 2, 6, 0.050, 1, 2, 66, 552, 55, 12, 22, 13, 5.287, 4.767
Mon Jun 26 20:26:00 EDT 2017, 0.120, 6, 1, 0.550, 6, 6, 21, 402, 10, 3, 47, 58, 2.820, 2.410
Mon Jun 26 20:26:42 EDT 2017, 0.190, 4, 7, 0.860, 6, 7, 38, 533, 83, 11, 44, 74, 41.617, 40.770
Mon Jun 26 20:26:45 EDT 2017, 0.690, 9, 2, 0.360, 2, 3, 83, 383, 38, 2, 19, 29, 2.840, 2.367
Mon Jun 26 20:27:00 EDT 2017, 0.940, 2, 4, 0.610, 4, 9, 60, 458, 61, 6, 32, 52, 15.437, 14.690
Mon Jun 26 20:27:07 EDT 2017, 0.440, 7, 9, 0.110, 8, 5, 15, 308, 16, 16, 7, 97, 6.800, 6.607
Mon Jun 26 20:27:29 EDT 2017, 0.310, 1, 1, 0.990, 3, 4, 49, 420, 94, 9, 25, 18, 21.750, 19.523
Mon Jun 26 20:28:13 EDT 2017, 0.810, 6, 5, 0.490, 7, 8, 94, 570, 49, 18, 0, 63, 43.243, 42.097
Mon Jun 26 20:28:44 EDT 2017, 0.560, 3, 8, 0.740, 5, 1, 71, 345, 72, 14, 38, 86, 30.677, 29.473
Mon Jun 26 20:28:49 EDT 2017, 0.060, 8, 3, 0.240, 1, 6, 26, 495, 27, 4, 13, 41, 4.877, 4.430
Mon Jun 26 20:29:34 EDT 2017, 0.090, 3, 2, 0.020, 5, 8, 80, 580, 24, 18, 11, 72, 44.680, 40.637
Mon Jun 26 20:29:43 EDT 2017, 0.590, 8, 6, 0.520, 9, 3, 35, 430, 69, 8, 36, 27, 8.523, 7.540
Mon Jun 26 20:29:48 EDT 2017, 0.840, 1, 8, 0.270, 7, 6, 12, 505, 47, 4, 24, 49, 5.210, 4.860
Mon Jun 26 20:31:00 EDT 2017, 0.340, 5, 4, 0.770, 2, 1, 57, 355, 92, 13, 49, 94, 71.883, 65.873
Mon Jun 26 20:31:01 EDT 2017, 0.470, 2, 5, 0.140, 6, 2, 91, 392, 13, 1, 18, 15, 0.410, 0.333
Mon Jun 26 20:32:26 EDT 2017, 0.970, 6, 1, 0.640, 1, 7, 46, 542, 58, 11, 43, 60, 82.980, 83.930
Mon Jun 26 20:32:52 EDT 2017, 0.720, 4, 3, 0.390, 4, 4, 24, 317, 35, 15, 5, 83, 26.483, 24.950
Mon Jun 26 20:33:03 EDT 2017, 0.220, 9, 7, 0.890, 8, 9, 69, 467, 80, 6, 30, 38, 10.583, 10.617
Mon Jun 26 20:33:10 EDT 2017, 0.160, 1, 5, 0.710, 9, 8, 86, 336, 18, 19, 27, 44, 6.337, 5.597
Mon Jun 26 20:33:34 EDT 2017, 0.660, 6, 9, 0.210, 4, 4, 41, 486, 63, 9, 2, 89, 24.033, 23.003
Mon Jun 26 20:33:41 EDT 2017, 0.910, 4, 7, 0.960, 2, 6, 18, 411, 41, 5, 39, 66, 7.047, 6.710
Mon Jun 26 20:34:19 EDT 2017, 0.410, 8, 2, 0.460, 6, 2, 63, 561, 86, 14, 14, 21, 37.000, 32.393
Mon Jun 26 20:34:23 EDT 2017, 0.280, 5, 8, 0.580, 1, 1, 97, 524, 30, 2, 46, 77, 3.180, 2.990
Mon Jun 26 20:34:44 EDT 2017, 0.780, 9, 3, 0.080, 5, 5, 52, 374, 75, 12, 21, 32, 21.030, 19.690
Mon Jun 26 20:35:01 EDT 2017, 0.530, 2, 1, 0.830, 8, 3, 29, 599, 52, 17, 33, 10, 16.397, 14.887
Mon Jun 26 20:35:25 EDT 2017, 0.030, 7, 6, 0.330, 3, 7, 74, 449, 97, 7, 8, 55, 23.260, 22.350
Mon Jun 26 20:35:41 EDT 2017, 0.050, 5, 4, 0.970, 5, 2, 11, 481, 51, 11, 18, 36, 15.910, 13.880
Mon Jun 26 20:35:46 EDT 2017, 0.550, 9, 9, 0.470, 1, 7, 56, 331, 96, 1, 43, 81, 4.323, 4.093
Mon Jun 26 20:35:54 EDT 2017, 0.800, 3, 6, 0.720, 3, 4, 78, 556, 28, 6, 6, 59, 7.920, 7.530
Mon Jun 26 20:36:11 EDT 2017, 0.300, 7, 2, 0.220, 7, 9, 33, 406, 73, 16, 31, 14, 16.867, 14.570
Mon Jun 26 20:36:24 EDT 2017, 0.420, 1, 8, 0.850, 4, 8, 22, 369, 39, 9, 0, 93, 12.540, 12.283
Mon Jun 26 20:37:44 EDT 2017, 0.920, 6, 3, 0.350, 9, 3, 67, 519, 84, 18, 25, 48, 77.237, 78.280
Mon Jun 26 20:37:53 EDT 2017, 0.670, 4, 1, 0.600, 6, 5, 90, 444, 17, 13, 12, 25, 8.337, 6.917
Mon Jun 26 20:38:10 EDT 2017, 0.170, 8, 5, 0.100, 2, 1, 45, 594, 62, 4, 37, 70, 17.093, 16.267
Mon Jun 26 20:38:40 EDT 2017, 0.230, 2, 2, 0.290, 1, 2, 17, 425, 34, 12, 40, 65, 28.617, 25.070
Mon Jun 26 20:38:44 EDT 2017, 0.730, 7, 7, 0.790, 6, 6, 62, 575, 79, 3, 15, 20, 3.703, 3.460
Mon Jun 26 20:38:45 EDT 2017, 0.980, 4, 9, 0.040, 8, 4, 84, 350, 11, 7, 28, 42, 1.447, 1.513
Mon Jun 26 20:39:47 EDT 2017, 0.480, 9, 5, 0.540, 3, 8, 39, 500, 56, 17, 3, 87, 61.213, 59.737
Mon Jun 26 20:39:57 EDT 2017, 0.360, 3, 6, 0.410, 9, 9, 28, 538, 45, 10, 34, 31, 9.313, 8.240
Mon Jun 26 20:44:51 EDT 2017, 0.860, 8, 1, 0.910, 5, 5, 73, 388, 90, 19, 9, 76, 277.470, 293.840
Mon Jun 26 20:45:16 EDT 2017, 0.610, 1, 4, 0.160, 2, 7, 95, 463, 23, 15, 46, 98, 23.970, 22.983
Mon Jun 26 20:45:23 EDT 2017, 0.110, 5, 8, 0.660, 7, 3, 50, 313, 68, 5, 21, 53, 6.597, 6.497
Mon Jun 26 20:45:55 EDT 2017, 0.080, 1, 7, 0.570, 8, 5, 59, 378, 76, 17, 1, 62, 31.280, 31.720
Mon Jun 26 20:46:00 EDT 2017, 0.580, 5, 3, 0.070, 3, 9, 14, 528, 31, 8, 26, 17, 4.453, 3.877
Mon Jun 26 20:46:07 EDT 2017, 0.830, 3, 5, 0.820, 1, 2, 36, 303, 99, 3, 14, 39, 6.177, 5.800
Mon Jun 26 20:46:33 EDT 2017, 0.330, 7, 9, 0.320, 5, 7, 81, 453, 54, 13, 39, 84, 25.097, 25.213
Mon Jun 26 20:46:37 EDT 2017, 0.450, 4, 2, 0.690, 2, 6, 70, 566, 65, 1, 20, 28, 4.103, 3.240
Mon Jun 26 20:46:45 EDT 2017, 0.950, 9, 6, 0.190, 7, 1, 25, 416, 20, 10, 45, 73, 7.453, 6.990
Mon Jun 26 20:47:50 EDT 2017, 0.700, 2, 8, 0.940, 9, 8, 48, 491, 87, 15, 7, 96, 64.893, 59.603
Mon Jun 26 20:47:58 EDT 2017, 0.200, 6, 4, 0.440, 4, 4, 93, 341, 42, 6, 32, 51, 8.250, 7.613
Mon Jun 26 20:48:15 EDT 2017, 0.140, 3, 9, 0.130, 4, 3, 64, 510, 59, 19, 35, 34, 15.717, 15.913
Mon Jun 26 20:48:21 EDT 2017, 0.640, 8, 4, 0.630, 8, 7, 19, 360, 14, 9, 10, 79, 5.980, 5.363
Mon Jun 26 20:48:53 EDT 2017, 0.890, 1, 2, 0.380, 6, 1, 42, 585, 82, 4, 48, 56, 31.763, 27.460
Mon Jun 26 20:48:55 EDT 2017, 0.390, 6, 7, 0.880, 2, 5, 87, 435, 37, 14, 23, 11, 2.480, 2.260
Mon Jun 26 20:49:07 EDT 2017, 0.270, 2, 3, 0.000, 7, 6, 76, 322, 70, 2, 42, 90, 10.910, 10.477
Mon Jun 26 20:49:14 EDT 2017, 0.770, 7, 8, 0.500, 3, 2, 31, 472, 25, 12, 17, 45, 6.453, 6.140
Mon Jun 26 20:49:30 EDT 2017, 0.520, 5, 6, 0.250, 5, 9, 53, 397, 93, 16, 29, 22, 15.483, 14.567
Mon Jun 26 20:50:15 EDT 2017, 0.020, 9, 1, 0.750, 9, 4, 98, 547, 48, 7, 4, 67, 45.133, 42.997
Mon Jun 26 20:52:12 EDT 2017, 0.020, 4, 5, 0.620, 1, 4, 23, 456, 88, 17, 48, 98, 114.810, 114.967
Mon Jun 26 20:52:33 EDT 2017, 0.520, 8, 1, 0.120, 5, 8, 68, 306, 43, 8, 23, 53, 20.453, 19.093
Mon Jun 26 20:52:40 EDT 2017, 0.770, 1, 3, 0.870, 7, 1, 90, 531, 65, 3, 36, 30, 7.033, 6.423
Mon Jun 26 20:52:47 EDT 2017, 0.270, 6, 8, 0.370, 3, 6, 45, 381, 20, 12, 11, 75, 6.953, 6.593
Mon Jun 26 20:53:08 EDT 2017, 0.400, 3, 2, 0.500, 9, 7, 12, 343, 99, 5, 30, 41, 20.863, 17.743
Mon Jun 26 20:53:52 EDT 2017, 0.900, 7, 6, 0.000, 4, 2, 57, 493, 54, 15, 5, 86, 43.183, 41.163
Mon Jun 26 20:54:27 EDT 2017, 0.650, 5, 9, 0.750, 2, 9, 79, 418, 77, 19, 42, 64, 35.117, 34.913
Mon Jun 26 20:54:33 EDT 2017, 0.150, 9, 4, 0.250, 6, 5, 34, 568, 32, 10, 17, 19, 5.367, 4.813
Mon Jun 26 20:54:48 EDT 2017, 0.210, 1, 8, 0.060, 6, 4, 29, 437, 94, 16, 14, 25, 15.047, 14.540
Mon Jun 26 20:55:10 EDT 2017, 0.710, 5, 4, 0.560, 1, 9, 74, 587, 49, 6, 39, 70, 22.220, 21.147
Mon Jun 26 20:55:32 EDT 2017, 0.960, 3, 1, 0.310, 4, 2, 96, 362, 71, 2, 2, 92, 21.347, 19.957
Mon Jun 26 20:55:40 EDT 2017, 0.460, 8, 6, 0.810, 8, 6, 51, 512, 26, 11, 27, 47, 8.227, 7.623
Mon Jun 26 20:55:58 EDT 2017, 0.340, 4, 5, 0.180, 5, 5, 17, 549, 82, 4, 8, 58, 17.407, 16.780
Mon Jun 26 20:56:00 EDT 2017, 0.840, 9, 9, 0.680, 9, 1, 62, 399, 37, 13, 33, 13, 2.133, 1.970
Mon Jun 26 20:56:19 EDT 2017, 0.590, 2, 7, 0.430, 7, 8, 85, 474, 60, 18, 20, 36, 18.427, 18.017
Mon Jun 26 20:56:26 EDT 2017, 0.090, 6, 3, 0.930, 2, 3, 40, 324, 15, 9, 45, 81, 6.760, 6.240
Mon Jun 26 20:56:30 EDT 2017, 0.120, 2, 3, 0.780, 3, 1, 71, 409, 18, 14, 28, 22, 3.923, 3.510
Mon Jun 26 20:56:44 EDT 2017, 0.620, 6, 8, 0.280, 8, 6, 26, 559, 63, 5, 3, 67, 14.000, 13.290
Mon Jun 26 20:56:58 EDT 2017, 0.870, 4, 6, 0.530, 6, 3, 48, 334, 40, 9, 41, 89, 13.867, 13.273
Mon Jun 26 20:59:58 EDT 2017, 0.370, 8, 1, 0.030, 1, 8, 93, 484, 85, 19, 16, 44, 171.230, 178.823
Mon Jun 26 21:00:05 EDT 2017, 0.490, 3, 9, 0.900, 7, 9, 60, 596, 29, 7, 47, 55, 6.367, 6.060
Mon Jun 26 21:00:13 EDT 2017, 0.990, 7, 4, 0.400, 2, 4, 15, 446, 74, 16, 22, 10, 8.063, 7.223
Mon Jun 26 21:00:40 EDT 2017, 0.740, 1, 2, 0.650, 4, 7, 37, 521, 51, 12, 34, 33, 26.173, 22.777
Mon Jun 26 21:00:49 EDT 2017, 0.240, 5, 7, 0.150, 9, 2, 82, 371, 96, 2, 9, 78, 8.923, 8.533
Mon Jun 26 21:01:38 EDT 2017, 0.180, 4, 1, 0.460, 8, 3, 76, 503, 23, 13, 6, 95, 48.400, 46.067
Mon Jun 26 21:01:45 EDT 2017, 0.680, 9, 5, 0.960, 4, 7, 31, 353, 68, 3, 31, 50, 6.680, 6.480
Mon Jun 26 21:01:51 EDT 2017, 0.930, 2, 7, 0.210, 2, 5, 54, 578, 46, 8, 19, 27, 6.337, 5.940
Mon Jun 26 21:04:04 EDT 2017, 0.430, 7, 3, 0.710, 6, 9, 99, 428, 91, 18, 44, 72, 128.447, 130.343
Mon Jun 26 21:04:05 EDT 2017, 0.300, 1, 6, 0.340, 3, 8, 65, 315, 12, 6, 12, 39, 1.287, 1.183
Mon Jun 26 21:05:57 EDT 2017, 0.800, 6, 2, 0.840, 7, 4, 20, 465, 57, 15, 37, 84, 108.933, 103.067
Mon Jun 26 21:06:12 EDT 2017, 0.550, 3, 4, 0.090, 9, 6, 43, 390, 35, 11, 0, 61, 14.813, 13.893
Mon Jun 26 21:06:13 EDT 2017, 0.050, 8, 8, 0.590, 5, 2, 88, 540, 80, 1, 25, 16, 1.197, 1.083
Mon Jun 26 21:07:13 EDT 2017, 0.040, 2, 1, 0.200, 7, 9, 44, 348, 36, 16, 40, 88, 59.500, 58.703
Mon Jun 26 21:07:29 EDT 2017, 0.540, 6, 6, 0.700, 2, 5, 89, 498, 81, 7, 15, 43, 16.587, 15.690
Mon Jun 26 21:07:30 EDT 2017, 0.790, 4, 8, 0.450, 5, 7, 67, 423, 13, 2, 27, 20, 0.387, 0.413
Mon Jun 26 21:08:17 EDT 2017, 0.290, 8, 3, 0.950, 9, 2, 22, 573, 58, 11, 2, 65, 46.653, 46.023
Mon Jun 26 21:08:23 EDT 2017, 0.410, 5, 7, 0.070, 3, 1, 33, 460, 47, 4, 34, 54, 6.060, 5.787
Mon Jun 26 21:11:07 EDT 2017, 0.910, 9, 2, 0.570, 8, 6, 78, 310, 92, 14, 9, 99, 158.007, 148.310
Mon Jun 26 21:11:32 EDT 2017, 0.660, 3, 5, 0.320, 6, 3, 55, 535, 25, 19, 46, 77, 25.050, 24.227
Mon Jun 26 21:11:40 EDT 2017, 0.160, 7, 9, 0.820, 1, 8, 10, 385, 70, 9, 21, 32, 7.643, 7.327
Mon Jun 26 21:11:51 EDT 2017, 0.230, 3, 3, 0.510, 2, 7, 50, 554, 53, 15, 24, 15, 11.470, 10.663
Mon Jun 26 21:12:07 EDT 2017, 0.730, 8, 7, 0.010, 6, 3, 95, 404, 98, 5, 49, 60, 15.733, 15.053
Mon Jun 26 21:12:10 EDT 2017, 0.980, 1, 5, 0.760, 8, 5, 72, 479, 30, 1, 12, 82, 2.650, 2.627
Mon Jun 26 21:12:42 EDT 2017, 0.480, 5, 1, 0.260, 4, 1, 27, 329, 75, 10, 37, 37, 31.343, 29.820
Mon Jun 26 21:12:47 EDT 2017, 0.350, 2, 9, 0.640, 7, 2, 38, 442, 42, 3, 5, 71, 4.717, 4.437
Mon Jun 26 21:13:16 EDT 2017, 0.850, 7, 4, 0.140, 3, 6, 83, 592, 87, 13, 30, 26, 28.570, 26.313
Mon Jun 26 21:13:30 EDT 2017, 0.600, 4, 2, 0.890, 1, 4, 61, 367, 19, 17, 18, 48, 14.207, 12.260
Mon Jun 26 21:14:05 EDT 2017, 0.100, 9, 6, 0.390, 5, 9, 16, 517, 64, 8, 43, 93, 34.193, 33.190
Mon Jun 26 21:14:10 EDT 2017, 0.070, 4, 8, 0.360, 9, 7, 92, 582, 56, 14, 32, 12, 4.913, 4.447
