# Timestamp, procs, --portables, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, rollbacksMax_mean, rollbacksMax_sd, rollbacksMax_ci, rollbacksMax_ci, rollbacksMax_min, rollbacksMax_box_q1, rollbacksMax_median, rollbacksMax_box_q2, rollbacksMax_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, mpiMsgsMax_mean, mpiMsgsMax_sd, mpiMsgsMax_ci, mpiMsgsMax_ci, mpiMsgsMax_min, mpiMsgsMax_box_q1, mpiMsgsMax_median, mpiMsgsMax_box_q2, mpiMsgsMax_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, schedulesMax_mean, schedulesMax_sd, schedulesMax_ci, schedulesMax_ci, schedulesMax_min, schedulesMax_box_q1, schedulesMax_median, schedulesMax_box_q2, schedulesMax_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max, commEvtsMax_mean, commEvtsMax_sd, commEvtsMax_ci, commEvtsMax_ci, commEvtsMax_min, commEvtsMax_box_q1, commEvtsMax_median, commEvtsMax_box_q2, commEvtsMax_max
Wed Sep 20 03:09:42 EDT 2017, 2, 25, 730.215, 10.1396, 723.071, 737.359, 704.87, 725.87, 734.09, 739.12, 742.96, 336607, 1324.85, 335674, 337540, 335256, 335376, 336850, 338668, 338780, 2800.8, 246.317, 2627.26, 2974.34, 2327, 2590, 2836.5, 3105, 3153, 2783.6, 247.46, 2609.25, 2957.95, 2305, 2572, 2822, 3089, 3128, 4619.9, 65.5766, 4573.7, 4666.1, 4493, 4577, 4626.5, 4665, 4757, 2540, 65.1398, 2494.11, 2585.89, 2410, 2503, 2554, 2584, 2677, 2.19653e+06, 1784.93, 2.19527e+06, 2.19779e+06, 2192572, 2195706, 2196990, 2198480, 2199491, 1.10417e+06, 1617.34, 1.10303e+06, 1.10531e+06, 1100611, 1103423, 1104726, 1105675, 1106960, 4.98879e+06, 1502.94, 4.98773e+06, 4.98985e+06, 4986271, 4987926, 4.98915e+06, 4991053, 4991141, 2.49528e+06, 1200.83, 2.49443e+06, 2.49613e+06, 2493449, 2494695, 2.49545e+06, 2497112, 2497344
Wed Sep 20 03:39:47 EDT 2017, 2, 50, 1722.55, 50.3449, 1687.08, 1758.02, 1593.57, 1736.48, 1745.02, 1751.18, 1765.58, 599293, 710.975, 598792, 599794, 598492, 598628, 599298, 600324, 600660, 3185.2, 98.6548, 3115.69, 3254.71, 2997, 3122, 3223.5, 3302, 3332, 2973.6, 94.8886, 2906.75, 3040.45, 2800, 2909, 3023.5, 3075, 3094, 8994.2, 34.3564, 8969.99, 9018.41, 8942, 8951, 9011, 9028, 9042, 4827.3, 43.4489, 4796.69, 4857.91, 4751, 4793, 4835, 4878, 4907, 2.68854e+06, 658.795, 2.68808e+06, 2.689e+06, 2687206, 2688113, 2688784, 2689301, 2689465, 1350448, 628.839, 1.35e+06, 1.35089e+06, 1349562, 1349694, 1.35065e+06, 1351112, 1351403, 9.56456e+06, 1309.9, 9.56364e+06, 9.56548e+06, 9563178, 9563659, 9564327, 9565859, 9567532, 4.78308e+06, 876.026, 4.78246e+06, 4.7837e+06, 4781591, 4782369, 4783212, 4784191, 4784429
Wed Sep 20 04:30:10 EDT 2017, 2, 75, 2806.15, 134.096, 2711.67, 2900.63, 2681.98, 2695.51, 2832.28, 2969.35, 2987.93, 846264, 12142.2, 837709, 854819, 825328, 833428, 852482, 859084, 860788, 1754.4, 52.8284, 1717.18, 1791.62, 1691, 1713, 1764.5, 1799, 1870, 1204.4, 51.6511, 1168.01, 1240.79, 1126, 1177, 1204, 1254, 1322, 12635.1, 45.2072, 12603.2, 12667, 12584, 12607, 12622.5, 12718, 12719, 6386, 26.6608, 6367.22, 6404.78, 6353, 6365, 6386, 6431, 6436, 2.96832e+06, 532.481, 2.96794e+06, 2.9687e+06, 2967358, 2967894, 2968543, 2968805, 2969152, 1.48529e+06, 383.669, 1.48502e+06, 1.48556e+06, 1484751, 1484903, 1.48542e+06, 1485687, 1485890, 1.3435e+07, 2503.46, 1.34332e+07, 1.34368e+07, 13430424, 13432773, 13435986, 13437675, 13438928, 6.71879e+06, 1336.37, 6.71785e+06, 6.71973e+06, 6716377, 6717790, 6.7191e+06, 6720658, 6720998
Wed Sep 20 05:44:33 EDT 2017, 2, 100, 4277.54, 201.002, 4135.92, 4419.16, 3747.87, 4345.37, 4371.35, 4384.67, 4399.39, 1042966, 7753.21, 1.0375e+06, 1.04843e+06, 1031780, 1035708, 1046734, 1051824, 1052340, 2983.2, 69.8009, 2934.02, 3032.38, 2859, 2905, 3019, 3068, 3070, 2031.3, 69.3139, 1982.46, 2080.14, 1925, 1976, 2079, 2101, 2111, 16949.2, 35.7765, 16924, 16974.4, 16899, 16926, 16954.5, 17003, 17008, 8617.1, 27.6458, 8597.62, 8636.58, 8584, 8596, 8618, 8638, 8681, 3.19868e+06, 546.914, 3.19829e+06, 3.19907e+06, 3197504, 3198334, 3198876, 3199229, 3199556, 1.60149e+06, 604.841, 1.60106e+06, 1.60192e+06, 1600258, 1601258, 1.60159e+06, 1602329, 1602457, 1.697e+07, 2260.09, 1.69684e+07, 1.69716e+07, 16965123, 16968904, 1.69711e+07, 16972105, 16972909, 8.48845e+06, 2220.99, 8.48689e+06, 8.49001e+06, 8484938, 8486071, 8489776, 8490944, 8490951
Wed Sep 20 07:29:58 EDT 2017, 2, 125, 6094.65, 296.199, 5885.96, 6303.34, 5331.97, 6187.12, 6229.72, 6267.57, 6273.84, 1242710, 4265.16, 1.2397e+06, 1.24572e+06, 1235192, 1239328, 1245374, 1247696, 1248012, 4218.6, 50.4127, 4183.08, 4254.12, 4114, 4205, 4230.5, 4285, 4287, 2839.2, 72.6743, 2788, 2890.4, 2690, 2795, 2852, 2894, 2982, 21226, 45.6618, 21193.8, 21258.2, 21133, 21195, 21248.5, 21266, 21291, 10808.3, 22.7115, 10792.3, 10824.3, 10762, 10798, 10821.5, 10828, 10834, 3.38473e+06, 789.778, 3.38417e+06, 3.38529e+06, 3383573, 3383976, 3.38496e+06, 3385332, 3386389, 1.6944e+06, 687.99, 1.69392e+06, 1.69488e+06, 1693774, 1693912, 1694139, 1695384, 1695942, 2.03653e+07, 2786.68, 2.03633e+07, 2.03673e+07, 20361285, 20363645, 2.03656e+07, 20369184, 20369847, 1.01852e+07, 2251.23, 1.01836e+07, 1.01868e+07, 10180837, 10183951, 1.01863e+07, 10186756, 10188682
Wed Sep 20 18:45:55 EDT 2017, 4, 25, 211.528, 3.97699, 208.726, 214.33, 206.23, 206.64, 214.1, 215.47, 216.03, 172472, 646.134, 172017, 172927, 171780, 172008, 172248, 173228, 173860, 2582.8, 441.968, 2271.41, 2894.19, 1886, 2177, 2719, 3184, 3230, 1409.8, 161.208, 1296.22, 1523.38, 1190, 1307, 1420, 1550, 1768, 8575.1, 52.4508, 8538.15, 8612.05, 8489, 8531, 8586.5, 8638, 8671, 2238.5, 24.957, 2220.92, 2256.08, 2199, 2213, 2246.5, 2258, 2286, 2.19083e+06, 1244.69, 2.18995e+06, 2.19171e+06, 2189291, 2189837, 2.191e+06, 2192152, 2193187, 550404, 702.851, 549909, 550899, 548982, 549881, 550662, 551033, 551572, 4.98885e+06, 1255.6, 4.98797e+06, 4.98973e+06, 4987373, 4987634, 4989028, 4990242, 4991547, 1.24792e+06, 407.158, 1.24763e+06, 1.24821e+06, 1247467, 1247606, 1.24801e+06, 1248460, 1248734
Wed Sep 20 18:57:41 EDT 2017, 4, 50, 671.147, 13.1206, 661.903, 680.391, 643.27, 672.15, 677.105, 681.44, 681.48, 303688, 1363.51, 302727, 304649, 302364, 302816, 303220, 305036, 306916, 8067.8, 377.073, 7802.13, 8333.47, 7632, 7676, 8152.5, 8401, 8836, 4343.5, 193.296, 4207.31, 4479.69, 4016, 4170, 4406.5, 4582, 4632, 18227.8, 125.35, 18139.5, 18316.1, 18036, 18162, 18269.5, 18346, 18443, 4951.9, 63.3158, 4907.29, 4996.51, 4835, 4916, 4960.5, 5029, 5050, 2.70112e+06, 1909.64, 2.69977e+06, 2.70247e+06, 2697782, 2699768, 2701680, 2703106, 2704102, 681960, 777.773, 681412, 682508, 680570, 681336, 682219, 682561, 683373, 9.56445e+06, 1535.92, 9.56337e+06, 9.56553e+06, 9561991, 9563005, 9.56504e+06, 9566452, 9566597, 2.39203e+06, 585.129, 2.39162e+06, 2.39244e+06, 2391187, 2391404, 2392289, 2392773, 2392891
Wed Sep 20 19:16:53 EDT 2017, 4, 75, 1062.67, 36.7112, 1036.8, 1088.54, 1012.30, 1019.49, 1091.12, 1096.70, 1098.50, 415319, 590.942, 414903, 415735, 414708, 414924, 415328, 415764, 416844, 7172.3, 656.617, 6709.68, 7634.92, 5967, 6702, 7460, 7827, 8294, 4160.2, 529.82, 3786.91, 4533.49, 3591, 3661, 4234, 4885, 5050, 26252.6, 143.074, 26151.8, 26353.4, 25961, 26187, 26296.5, 26427, 26445, 7097.3, 120.342, 7012.51, 7182.09, 6973, 7000, 7119.5, 7248, 7312, 2.98047e+06, 2093.12, 2.979e+06, 2.98194e+06, 2977270, 2979182, 2.98062e+06, 2983027, 2984437, 751572, 1789.48, 750311, 752833, 749306, 750252, 751848, 753621, 754739, 1.3437e+07, 2911.53, 1.34349e+07, 1.34391e+07, 13430862, 13434382, 13438208, 13440031, 13440863, 3.36063e+06, 891.002, 3.36e+06, 3.36126e+06, 3359281, 3360077, 3361012, 3361780, 3361921
Wed Sep 20 19:40:47 EDT 2017, 4, 100, 1355.77, 60.8334, 1312.91, 1398.63, 1252.93, 1274.72, 1392.89, 1402.34, 1405.03, 519404, 418.02, 519109, 519699, 518768, 519184, 519362, 519672, 520412, 8545.7, 373.584, 8282.49, 8808.91, 8009, 8355, 8594, 9095, 9187, 3994.5, 278.971, 3797.95, 4191.05, 3675, 3825, 3988, 4329, 4630, 34801.8, 147.998, 34697.5, 34906.1, 34613, 34650, 34840, 34995, 35061, 9146.3, 105.945, 9071.66, 9220.94, 8976, 9113, 9132, 9272, 9389, 3.21057e+06, 1441.36, 3.20955e+06, 3.21159e+06, 3208681, 3209480, 3.21091e+06, 3212830, 3212923, 807339, 1187.84, 806502, 808176, 805972, 806529, 807126, 809320, 809786, 1.69688e+07, 1795.89, 1.69675e+07, 1.69701e+07, 16966039, 16967087, 16969649, 16970887, 16971647, 4.2445e+06, 1357.64, 4.24354e+06, 4.24546e+06, 4242012, 4243397, 4244690, 4246173, 4246924
Wed Sep 20 20:08:11 EDT 2017, 4, 125, 1564.16, 71.823, 1513.56, 1614.76, 1453.66, 1455.18, 1609.97, 1615.25, 1615.52, 620471, 403.071, 620187, 620755, 619916, 620136, 620536, 621004, 621176, 7268.5, 192.611, 7132.79, 7404.21, 6831, 7263, 7338, 7410, 7557, 2219.4, 94.0608, 2153.13, 2285.67, 2060, 2142, 2250.5, 2349, 2351, 42196.1, 68.563, 42147.8, 42244.4, 42097, 42136, 42217, 42254, 42337, 10707.8, 33.5643, 10684.2, 10731.4, 10649, 10686, 10709, 10758, 10767, 3.38863e+06, 625.127, 3.38819e+06, 3.38907e+06, 3387288, 3388339, 3388797, 3389462, 3389539, 848537, 213.386, 848387, 848687, 848088, 848442, 848576, 848744, 848934, 2.03652e+07, 4578.86, 2.0362e+07, 2.03684e+07, 20358628, 20359843, 20366752, 20369589, 20373278, 5.09352e+06, 1257.99, 5.09263e+06, 5.09441e+06, 5091243, 5092780, 5093976, 5095100, 5095412
