# Timestamp, procs, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, rollbacksMax_mean, rollbacksMax_sd, rollbacksMax_ci, rollbacksMax_ci, rollbacksMax_min, rollbacksMax_box_q1, rollbacksMax_median, rollbacksMax_box_q2, rollbacksMax_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, mpiMsgsMax_mean, mpiMsgsMax_sd, mpiMsgsMax_ci, mpiMsgsMax_ci, mpiMsgsMax_min, mpiMsgsMax_box_q1, mpiMsgsMax_median, mpiMsgsMax_box_q2, mpiMsgsMax_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, schedulesMax_mean, schedulesMax_sd, schedulesMax_ci, schedulesMax_ci, schedulesMax_min, schedulesMax_box_q1, schedulesMax_median, schedulesMax_box_q2, schedulesMax_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max, commEvtsMax_mean, commEvtsMax_sd, commEvtsMax_ci, commEvtsMax_ci, commEvtsMax_min, commEvtsMax_box_q1, commEvtsMax_median, commEvtsMax_box_q2, commEvtsMax_max, agentBkts_mean, agentBkts_sd, agentBkts_ci, agentBkts_ci, agentBkts_min, agentBkts_box_q1, agentBkts_median, agentBkts_box_q2, agentBkts_max, agentBktsMax_mean, agentBktsMax_sd, agentBktsMax_ci, agentBktsMax_ci, agentBktsMax_min, agentBktsMax_box_q1, agentBktsMax_median, agentBktsMax_box_q2, agentBktsMax_max, schedBktSz_mean, schedBktSz_sd, schedBktSz_ci, schedBktSz_ci, schedBktSz_min, schedBktSz_box_q1, schedBktSz_median, schedBktSz_box_q2, schedBktSz_max, schedBktSzMax_mean, schedBktSzMax_sd, schedBktSzMax_ci, schedBktSzMax_ci, schedBktSzMax_min, schedBktSzMax_box_q1, schedBktSzMax_median, schedBktSzMax_box_q2, schedBktSzMax_max, fixHeapComp_mean, fixHeapComp_sd, fixHeapComp_ci, fixHeapComp_ci, fixHeapComp_min, fixHeapComp_box_q1, fixHeapComp_median, fixHeapComp_box_q2, fixHeapComp_max, fixHeapCompMax_mean, fixHeapCompMax_sd, fixHeapCompMax_ci, fixHeapCompMax_ci, fixHeapCompMax_min, fixHeapCompMax_box_q1, fixHeapCompMax_median, fixHeapCompMax_box_q2, fixHeapCompMax_max, fixHeapOps_mean, fixHeapOps_sd, fixHeapOps_ci, fixHeapOps_ci, fixHeapOps_min, fixHeapOps_box_q1, fixHeapOps_median, fixHeapOps_box_q2, fixHeapOps_max, fixHeapOpsMax_mean, fixHeapOpsMax_sd, fixHeapOpsMax_ci, fixHeapOpsMax_ci, fixHeapOpsMax_min, fixHeapOpsMax_box_q1, fixHeapOpsMax_median, fixHeapOpsMax_box_q2, fixHeapOpsMax_max
Mon Jan 16 00:04:37 EST 2017, 2, 1, 0.250, 10, 474.788, 18.05, 462.071, 487.505, 450.49, 453.37, 488.37, 491.07, 491.69, 391087, 29875.8, 370038, 412136, 363032, 364640, 400810, 427564, 431844, 97858.3, 105064, 23834.9, 171882, 9182, 11748, 88849, 250392, 288259, 91672.8, 101235, 20347.1, 162998, 5538, 11508, 86356.5, 250392, 288259, 428750, 174659, 305693, 551807, 303263, 305147, 377662, 718129, 792270, 269354, 164053, 153770, 384938, 152274, 156574, 225420, 545948, 617324, 9.88609e+07, 162020, 9.87467e+07, 9.89751e+07, 98726390, 98729046, 98845488, 99097886, 99148807, 4.94945e+07, 156286, 4.93844e+07, 4.96046e+07, 49363611, 49370595, 49484691, 49737081, 49787989, 3.93108e+08, 479713, 3.9277e+08, 3.93446e+08, 392808726, 392809327, 3.92912e+08, 393972941, 394119179, 1.9662e+08, 337284, 1.96382e+08, 1.96858e+08, 196409903, 196410220, 196481686, 197223919, 197333974, 8.5114, 0.0336392, 8.4877, 8.5351, 8.49134, 8.49136, 8.49661, 8.56971, 8.58513, 4.26298, 0.0286932, 4.24276, 4.2832, 4.24584, 4.24606, 4.25009, 4.31253, 4.32613, 7.98074, 0.0241936, 7.96369, 7.99779, 7.96618, 7.96622, 7.97003, 8.02307, 8.03322, 3.99598, 0.0213202, 3.98096, 4.011, 3.98315, 3.98321, 3.98644, 4.03302, 4.04242, 30.6321, 0.0424179, 30.6022, 30.662, 30.597, 30.5974, 30.628, 30.6942, 30.707, 15.3327, 0.0408706, 15.3039, 15.3615, 15.2991, 15.2998, 15.3293, 15.3963, 15.409, 1.02524e+08, 265997, 1.02337e+08, 1.02711e+08, 102301389, 102304859, 102503125, 102910546, 102995950, 5.13703e+07, 257298, 5.1189e+07, 5.15516e+07, 51150850, 51164922, 51360575, 51770251, 51857708
Mon Jan 16 00:17:48 EST 2017, 2, 10, 0.250, 10, 670.497, 22.044, 654.966, 686.028, 608.67, 668.67, 677.35, 686.33, 693.69, 435491, 48724.6, 401162, 469820, 400800, 403356, 410460, 490376, 546192, 91765, 176860, -32842.7, 216373, 1481, 3019, 6878.5, 185756, 591468, 90859.1, 176738, -33662.6, 215381, 817, 2013, 6703.5, 180140, 591460, 878591, 235603, 712596, 1.04459e+06, 752479, 754917, 761716, 1032282, 1531111, 501788, 234780, 336372, 667204, 376286, 378586, 386403, 647118, 1154366, 1.00038e+08, 279011, 9.98414e+07, 1.00235e+08, 99901481, 99903019, 9.99069e+07, 100164742, 100835826, 5.00876e+07, 278926, 4.98911e+07, 5.02841e+07, 49950817, 49952013, 4.99567e+07, 50209126, 50885818, 9.91291e+08, 35228.1, 9.91266e+08, 9.91316e+08, 991276723, 991276730, 991276752, 991296267, 991395518, 4.95648e+08, 20977.6, 4.95633e+08, 4.95663e+08, 495639478, 495639535, 495639651, 495649207, 495710256, 2.62344, 0.00568281, 2.61944, 2.62744, 2.62062, 2.62066, 2.62078, 2.626, 2.63968, 1.31217, 0.0038093, 1.30949, 1.31485, 1.31032, 1.3104, 1.31049, 1.31359, 1.32319, 19.8601, 0.0101616, 19.8529, 19.8673, 19.8314, 19.8588, 19.8651, 19.8652, 19.8652, 9.93272, 0.000287585, 9.93252, 9.93292, 9.93259, 9.93261, 9.93263, 9.93273, 9.93358, 26.7233, 0.0630921, 26.6788, 26.7678, 26.6834, 26.6913, 26.7019, 26.7504, 26.9028, 13.3792, 0.0639466, 13.3341, 13.4243, 13.345, 13.3457, 13.3521, 13.4096, 13.5611, 1.18606e+08, 497717, 1.18255e+08, 1.18957e+08, 118311085, 118353091, 118403344, 118874525, 120011166, 5.94289e+07, 486994, 5.90858e+07, 5.9772e+07, 59166016, 59179802, 5.92226e+07, 59657260, 60816207
Mon Jan 16 00:20:01 EST 2017, 4, 1, 0.000, 2, 99.093, 1.25672, 98.2076, 99.9784, 97.53, 97.96, 99.04, 101.07, 101.54, 180210, 1409.9, 179217, 181203, 179068, 179116, 180212, 181372, 183332, 694839, 85125.6, 634863, 754815, 467064, 660305, 738386, 755070, 764013, 348553, 73970.2, 296437, 400669, 127662, 365239, 376578, 378088, 384476, 311680, 14585.4, 301404, 321956, 273593, 305429, 318899, 322537, 325349, 114273, 14374.3, 104146, 124400, 71437, 117298, 119628, 120467, 121619, 5.9084e+07, 190819, 5.89496e+07, 5.92184e+07, 58574751, 59009017, 5.9183e+07, 59218476, 59244217, 1.51015e+07, 146822, 1.49981e+07, 1.52049e+07, 14664168, 15131584, 15158825, 15163248, 15176689, 7.87142e+07, 40347.2, 7.86858e+07, 7.87426e+07, 78611559, 78701367, 7.87356e+07, 78742411, 78754589, 19701322, 13107, 1.96921e+07, 1.97106e+07, 19667570, 19700643, 19707333, 19710795, 19713937, 5.58059, 0.0154634, 5.5697, 5.59148, 5.53987, 5.57649, 5.58906, 5.59098, 5.59524, 1.4066, 0.00618412, 1.40224, 1.41096, 1.38938, 1.4055, 1.40937, 1.4108, 1.41124, 5.4534, 0.00184568, 5.4521, 5.4547, 5.44876, 5.45307, 5.45437, 5.4549, 5.45521, 1.36417, 0.000573362, 1.36377, 1.36457, 1.36275, 1.36395, 1.36447, 1.36462, 1.36479, 46.5269, 0.0745512, 46.4744, 46.5794, 46.3433, 46.4859, 46.5712, 46.5859, 46.5871, 11.8372, 0.0788661, 11.7816, 11.8928, 11.6283, 11.7999, 11.8814, 11.893, 11.8968, 8.42506e+07, 353480, 8.40016e+07, 8.44996e+07, 83306314, 84106509, 8.44323e+07, 84501690, 84541839, 2.17513e+07, 296689, 2.15423e+07, 2.19603e+07, 20865519, 21821009, 21862524, 21871347, 21895732
Mon Jan 16 00:24:04 EST 2017, 4, 10, 0.000, 2, 215.287, 4.91524, 211.824, 218.75, 209.21, 210.3, 217.74, 221.22, 221.52, 214620, 689.719, 214134, 215106, 214128, 214232, 214510, 214724, 216620, 3636414, 283383, 3.43675e+06, 3.83607e+06, 2963716, 3470019, 3.76729e+06, 3890645, 4010530, 1.80135e+06, 253834, 1.62251e+06, 1.98019e+06, 1318481, 1614013, 1919238, 2013914, 2148493, 1.16103e+06, 51035.8, 1.12507e+06, 1.19699e+06, 1028451, 1140107, 1.18542e+06, 1205934, 1206339, 419263, 30988.4, 397430, 441096, 347335, 402598, 434539, 441536, 456160, 1.05794e+08, 535615, 1.05417e+08, 1.06171e+08, 104545359, 105436910, 1.06017e+08, 106273735, 106543704, 2.81322e+07, 479507, 2.77944e+07, 2.847e+07, 27251307, 27756312, 2.83492e+07, 28536546, 28814062, 1.98258e+08, 157.709, 1.98258e+08, 1.98258e+08, 198258061, 198258102, 1.98258e+08, 198258480, 198258492, 4.95654e+07, 99.5013, 4.95653e+07, 4.95655e+07, 49565323, 49565346, 4.95654e+07, 49565594, 49565618, 4.17305, 0.0116659, 4.16483, 4.18127, 4.14632, 4.16619, 4.17882, 4.18205, 4.18911, 1.07372, 0.0093939, 1.0671, 1.08034, 1.05719, 1.06461, 1.0781, 1.08203, 1.08734, 7.92872, 0.00527035, 7.92501, 7.93243, 7.92233, 7.92486, 7.9297, 7.93206, 7.94131, 1.99797, 0.00191904, 1.99662, 1.99932, 1.9945, 1.99608, 1.9992, 1.9994, 1.99974, 54.7732, 0.103084, 54.7006, 54.8458, 54.5113, 54.7334, 54.8196, 54.8713, 54.873, 14.0408, 0.0900147, 13.9774, 14.1042, 13.8309, 14.0149, 14.0878, 14.1172, 14.1336, 1.47938e+08, 1.07686e+06, 1.47179e+08, 1.48697e+08, 145407498, 147256671, 1.48387e+08, 148890982, 149427454, 4.03786e+07, 950922, 3.97086e+07, 4.10486e+07, 38630826, 39623920, 40815060, 41176471, 41732388
Mon Jan 16 00:26:02 EST 2017, 4, 1, 0.250, 2, 94.793, 1.39698, 93.8088, 95.7772, 91.85, 94.66, 95.07, 96.05, 97.32, 165226, 799.18, 164663, 165789, 164080, 164328, 165662, 166172, 166216, 313440, 30134.3, 292209, 334671, 245756, 324634, 326146, 330685, 339320, 147517, 36719, 121646, 173388, 74224, 162624, 164838, 167277, 173931, 188131, 5145.01, 184506, 191756, 175240, 189450, 190442, 191216, 192115, 62674.9, 7712.86, 57240.8, 68109, 47074, 65778, 66364.5, 67081, 67448, 5.82552e+07, 70935.4, 5.82052e+07, 5.83052e+07, 58103914, 58281061, 58286736, 58295965, 58316548, 1.47039e+07, 76473.5, 1.465e+07, 1.47578e+07, 14551519, 14734462, 14740209, 14745220, 14760345, 7.85461e+07, 6108.04, 7.85418e+07, 7.85504e+07, 78533851, 78544805, 78548334, 78551778, 78554653, 1.96423e+07, 1963.44, 1.96409e+07, 1.96437e+07, 19638933, 19641486, 19642930, 19644148, 19645431, 5.30494, 0.00344436, 5.30251, 5.30737, 5.29765, 5.30586, 5.30656, 5.30698, 5.30816, 1.32942, 0.00112486, 1.32863, 1.33021, 1.32693, 1.32966, 1.32984, 1.33006, 1.33082, 5.45751, 9.27146e-05, 5.45744, 5.45758, 5.45731, 5.45745, 5.45756, 5.45761, 5.45761, 1.36498, 0.000213881, 1.36483, 1.36513, 1.36449, 1.365, 1.36506, 1.36515, 1.36516, 43.9869, 0.0301457, 43.9657, 44.0081, 43.9166, 43.9951, 43.9971, 44.0041, 44.025, 11.1044, 0.0553521, 11.0654, 11.1434, 10.9937, 11.1244, 11.1318, 11.1355, 11.1375, 85070698, 138935, 8.49728e+07, 8.51686e+07, 84767614, 85121081, 85131050, 85151300, 85190944, 2.15632e+07, 160654, 2.145e+07, 2.16764e+07, 21242412, 21627590, 2.16405e+07, 21649035, 21680138
Mon Jan 16 00:29:20 EST 2017, 4, 10, 0.250, 2, 167.451, 3.47475, 165.003, 169.899, 163.36, 164.72, 167.37, 171.56, 174.35, 194236, 2369.95, 192566, 195906, 190500, 192336, 194898, 196996, 198020, 1.72545e+06, 662214, 1.25888e+06, 2.19202e+06, 1102447, 1251626, 1.58623e+06, 2730884, 3210607, 883609, 581045, 474231, 1.29299e+06, 465062, 534560, 624545, 1897011, 2124366, 712902, 58389.9, 671763, 754041, 619566, 659504, 716677, 791437, 813201, 248400, 49129.5, 213786, 283014, 209557, 217772, 226548, 341145, 345506, 97377530, 1.37717e+06, 9.64072e+07, 9.83478e+07, 96144507, 96421257, 97037577, 99486177, 100486218, 2.52272e+07, 1.19795e+06, 2.43832e+07, 2.60712e+07, 24350195, 24507481, 2.46956e+07, 27339125, 27762855, 198258967, 526.999, 1.98259e+08, 1.98259e+08, 198258062, 198258398, 1.98259e+08, 198259642, 198259669, 49565939, 336.328, 4.95657e+07, 4.95662e+07, 49565479, 49565728, 4.9566e+07, 49566336, 49566677, 3.56924, 0.0302664, 3.54792, 3.59056, 3.54085, 3.54764, 3.56269, 3.61611, 3.63635, 0.907144, 0.0228603, 0.891038, 0.92325, 0.888316, 0.893621, 0.898068, 0.948113, 0.954236, 8.38048, 0.0115961, 8.37231, 8.38865, 8.35457, 8.37936, 8.3855, 8.39033, 8.3923, 2.10322, 0.00110751, 2.10244, 2.104, 2.10053, 2.10226, 2.10389, 2.1039, 2.10392, 46.4261, 0.26045, 46.2426, 46.6096, 46.1477, 46.2274, 46.4228, 46.6003, 47.1029, 11.8287, 0.20256, 11.686, 11.9714, 11.6661, 11.711, 11.7896, 11.9314, 12.3939, 1.46095e+08, 2.85539e+06, 1.44083e+08, 1.48107e+08, 143505239, 144116258, 145410589, 150454073, 152530585, 38392333, 2.49978e+06, 3.66311e+07, 4.01536e+07, 36560848, 36892579, 37288224, 42780721, 43702996
Mon Jan 16 00:34:23 EST 2017, 4, 1, 0.000, 5, 197.562, 27.3367, 178.302, 216.822, 169.22, 172.69, 192.85, 225.94, 255.79, 258268, 69605, 209227, 307309, 206304, 208596, 232756, 345432, 416004, 1.09481e+06, 288743, 891375, 1.29825e+06, 675589, 828235, 1.15831e+06, 1434515, 1615058, 445828, 118619, 362254, 529402, 266934, 355219, 489458, 570855, 624795, 6.8141e+06, 5.90244e+06, 2.6555e+06, 1.09727e+07, 1017471, 1727372, 5541338, 14962856, 16754288, 2.41768e+06, 2.08499e+06, 948689, 3.88667e+06, 318174, 653949, 1.99455e+06, 5676817, 5746683, 9.11578e+07, 555758, 9.07662e+07, 9.15494e+07, 90301654, 90641945, 91324288, 91809533, 92076920, 2.30219e+07, 208987, 2.28747e+07, 2.31691e+07, 22696473, 22863511, 2.31045e+07, 23251732, 23326945, 2.41908e+08, 4.36492e+07, 2.11155e+08, 2.72661e+08, 200311809, 205235707, 2.32744e+08, 304683833, 316268085, 6.26999e+07, 1.259e+07, 5.38295e+07, 7.15703e+07, 50375644, 51907127, 60211271, 81009802, 82242574, 18.097, 5.83076, 13.9889, 22.2051, 12.0989, 12.9581, 16.9644, 26.2008, 28.4986, 4.96193, 1.7345, 3.73988, 6.18398, 3.05438, 3.46059, 4.63925, 7.5345, 7.69952, 11.6931, 2.82565, 9.70227, 13.6839, 9.00539, 9.35904, 11.0193, 15.5182, 16.8589, 3.12581, 0.894137, 2.49584, 3.75578, 2.26735, 2.40062, 2.87601, 4.47004, 4.5403, 56.2443, 0.237605, 56.0769, 56.4117, 55.8527, 56.0099, 56.3287, 56.5274, 56.5683, 14.1915, 0.0998074, 14.1212, 14.2618, 14.0338, 14.1046, 14.2287, 14.3025, 14.3324, 1.02718e+08, 694392, 1.02229e+08, 1.03207e+08, 101730942, 102116220, 1.02875e+08, 103439596, 104106783, 2.61558e+07, 277217, 2.59605e+07, 2.63511e+07, 25725223, 25976304, 2.62622e+07, 26463385, 26561018
Mon Jan 16 00:42:38 EST 2017, 4, 10, 0.000, 5, 313.132, 41.0068, 284.24, 342.024, 254.86, 287.27, 317.735, 379.17, 383.42, 287758, 727.442, 287245, 288271, 286044, 287392, 288078, 288292, 288816, 6.41942e+06, 2.39439e+06, 4.73244e+06, 8.1064e+06, 2914459, 4821710, 7154535, 8431777, 11599520, 3.0503e+06, 1.32109e+06, 2.11952e+06, 3.98108e+06, 999423, 2094021, 3.45478e+06, 4219557, 5870786, 3758642, 488570, 3.41442e+06, 4.10287e+06, 3030272, 3620923, 3771845, 4081542, 4903418, 1.42323e+06, 268647, 1.23395e+06, 1.61251e+06, 999535, 1226163, 1.50063e+06, 1561026, 2018474, 1.10743e+08, 4.2916e+06, 1.07719e+08, 1.13767e+08, 104465444, 107936040, 1.12108e+08, 114242922, 120136806, 3.02135e+07, 2.37768e+06, 2.85383e+07, 3.18887e+07, 26525291, 28527973, 30940106, 32254800, 35411384, 4.9604e+08, 161752, 4.95926e+08, 4.96154e+08, 495864436, 495938603, 4.95998e+08, 496334355, 496336197, 1.24057e+08, 75743.4, 1.24004e+08, 1.2411e+08, 123986111, 124009329, 124033273, 124183233, 124217964, 5.64211, 0.134046, 5.54767, 5.73655, 5.43053, 5.5627, 5.69272, 5.76368, 5.90908, 1.46652, 0.0643568, 1.42118, 1.51186, 1.36066, 1.42721, 1.48789, 1.52927, 1.59378, 19.5154, 0.0835248, 19.4566, 19.5742, 19.3412, 19.4664, 19.5413, 19.5877, 19.661, 4.95535, 0.0085192, 4.94935, 4.96135, 4.94214, 4.94868, 4.95547, 4.96583, 4.96931, 57.1867, 0.431915, 56.8824, 57.491, 56.5165, 56.8933, 57.1737, 57.4974, 58.1927, 14.7177, 0.209469, 14.5701, 14.8653, 14.2837, 14.5995, 14.7642, 14.8909, 15.0912, 1.40257e+08, 7.78596e+06, 1.34771e+08, 1.45743e+08, 128890891, 135245361, 142762564, 146790159, 157116422, 3.95921e+07, 4.31472e+06, 3.65521e+07, 4.26321e+07, 32977222, 36482401, 4.0955e+07, 43386410, 48913935
Mon Jan 16 00:47:26 EST 2017, 4, 1, 0.250, 5, 170.669, 7.98213, 165.045, 176.293, 162.32, 164.34, 169.655, 183.14, 186.78, 216921, 16167.9, 205530, 228312, 206572, 208104, 210028, 232888, 259848, 1.01111e+06, 199381, 870635, 1.15158e+06, 822726, 854650, 1.00924e+06, 1288104, 1410224, 415792, 90442.3, 352070, 479514, 308869, 344251, 427556, 551157, 569311, 2021315, 1.77445e+06, 771117, 3.27151e+06, 869744, 964968, 1.37092e+06, 3459616, 6771301, 682983, 678153, 205187, 1.16078e+06, 272242, 295630, 436408, 1092689, 2566422, 9.09007e+07, 393888, 9.06232e+07, 9.11782e+07, 90506861, 90609747, 9.08972e+07, 91432309, 91701569, 2.29853e+07, 167980, 2.28669e+07, 2.31037e+07, 22777762, 22852357, 23001782, 23227707, 23282572, 207633237, 1.31766e+07, 1.9835e+08, 2.16917e+08, 199796277, 200469290, 2.0261e+08, 213924805, 245056976, 5.2759e+07, 4.48434e+06, 4.95995e+07, 5.59185e+07, 50210268, 50307925, 51102413, 54305999, 65671209, 13.6046, 2.72569, 11.6842, 15.525, 11.7286, 11.8505, 12.6337, 16.3472, 20.5403, 3.62115, 0.930618, 2.96548, 4.27682, 2.96735, 3.02607, 3.32972, 4.43944, 6.03531, 9.63449, 0.948944, 8.96591, 10.3031, 9.01633, 9.05926, 9.29983, 10.3549, 12.2002, 2.48129, 0.343997, 2.23893, 2.72365, 2.27012, 2.28618, 2.36604, 2.66, 3.44541, 54.1821, 0.186669, 54.0506, 54.3136, 53.9978, 54.0454, 54.1818, 54.4256, 54.5702, 13.6752, 0.0771694, 13.6208, 13.7296, 13.5793, 13.612, 13.6873, 13.7825, 13.8139, 1.04866e+08, 483846, 1.04525e+08, 1.05207e+08, 104397663, 104453779, 1.04885e+08, 105554396, 105790339, 2.67293e+07, 233466, 2.65648e+07, 2.68938e+07, 26437439, 26550856, 26755865, 27073478, 27117408
Mon Jan 16 00:53:35 EST 2017, 4, 10, 0.250, 5, 280.708, 27.254, 261.506, 299.91, 239.88, 244.39, 296.595, 308.94, 311.95, 275667, 15705.7, 264601, 286733, 249052, 255328, 285692, 285848, 287880, 5.33093e+06, 1.61828e+06, 4.19076e+06, 6.4711e+06, 2957166, 3682188, 6.49934e+06, 6924652, 7311023, 2.46446e+06, 613162, 2.03245e+06, 2.89647e+06, 1432552, 1912723, 2.87719e+06, 3173591, 3189579, 2.85132e+06, 394538, 2.57335e+06, 3.12929e+06, 2305021, 2474592, 3.09962e+06, 3301635, 3351094, 1.0546e+06, 100845, 983549, 1.12565e+06, 874656, 994008, 1.10003e+06, 1179967, 1182783, 1.08654e+08, 2.79982e+06, 1.06681e+08, 1.10627e+08, 104538920, 105804471, 1.10633e+08, 111422697, 112099161, 2.9101e+07, 1.04979e+06, 2.83614e+07, 2.98406e+07, 27408594, 28178443, 29848628, 30195367, 30391743, 4.9592e+08, 49487.6, 4.95885e+08, 4.95955e+08, 495811973, 495876117, 495950149, 495963346, 495973889, 1.24007e+08, 21219.7, 1.23992e+08, 1.24022e+08, 123968090, 123992879, 124011717, 124021331, 124051002, 5.06021, 0.0854816, 4.99998, 5.12044, 4.9316, 4.97113, 5.12336, 5.14269, 5.16068, 1.3093, 0.0270989, 1.29021, 1.32839, 1.27638, 1.27982, 1.32804, 1.34181, 1.34254, 19.6085, 0.0713027, 19.5583, 19.6587, 19.5256, 19.5365, 19.6204, 19.7175, 19.7184, 4.96459, 0.0043332, 4.96154, 4.96764, 4.95416, 4.96289, 4.96521, 4.96992, 4.97052, 51.5375, 0.669106, 51.0661, 52.0089, 50.5175, 51.0802, 51.9669, 52.2818, 52.3045, 13.365, 0.291481, 13.1596, 13.5704, 12.9552, 13.0166, 13.5122, 13.6905, 13.718, 140404313, 5.16615e+06, 1.36764e+08, 1.44044e+08, 132800156, 135104220, 144159953, 145477406, 146723799, 3.86523e+07, 1.91963e+06, 3.72998e+07, 4.00048e+07, 35597788, 36820961, 3.99585e+07, 40833659, 40982283
Mon Jan 16 00:59:18 EST 2017, 4, 1, 0.000, 10, 262.676, 13.1489, 253.412, 271.94, 249.14, 253.12, 264.535, 267.43, 297.15, 278076, 35340, 253177, 302975, 246392, 259260, 272300, 284004, 379860, 985753, 102668, 913418, 1.05809e+06, 850525, 928540, 984002, 1037830, 1255562, 402159, 34458.5, 377881, 426437, 372281, 378528, 397186, 432587, 491573, 7.42998e+06, 3.42985e+06, 5.01346e+06, 9.8465e+06, 4035407, 5435262, 7123872, 7800004, 17181035, 2.35489e+06, 1.14748e+06, 1.54643e+06, 3.16335e+06, 1304971, 1898255, 2.15506e+06, 2392001, 5679410, 1.00111e+08, 136490, 1.00015e+08, 1.00207e+08, 99937010, 100032330, 1.00111e+08, 100178793, 100471529, 2.52292e+07, 42920.8, 2.5199e+07, 2.52594e+07, 25194090, 25198563, 25224069, 25272035, 25337723, 450292291, 2.78443e+07, 4.30674e+08, 4.6991e+08, 417679081, 430406518, 4.54151e+08, 458305132, 523467723, 1.15199e+08, 8.13652e+06, 1.09466e+08, 1.20932e+08, 105313776, 109307553, 116004836, 118315188, 136412924, 20.6018, 1.92481, 19.2457, 21.9579, 18.6708, 19.3646, 20.5254, 20.9453, 26.0055, 5.25943, 0.540626, 4.87853, 5.64033, 4.74368, 4.95652, 5.21517, 5.34692, 6.79878, 18.8543, 1.57388, 17.7454, 19.9632, 17.1534, 17.8068, 18.9265, 19.1056, 23.1581, 4.83302, 0.482196, 4.49329, 5.17275, 4.34389, 4.56416, 4.81659, 4.88025, 6.19137, 58.7125, 0.0620124, 58.6688, 58.7562, 58.6201, 58.681, 58.7122, 58.7436, 58.8714, 14.7863, 0.024496, 14.769, 14.8036, 14.7621, 14.7668, 14.785, 14.8021, 14.8511, 1.03819e+08, 222790, 1.03662e+08, 1.03976e+08, 103551637, 103703337, 103796587, 103924343, 104422423, 2.63276e+07, 68414.4, 2.62794e+07, 2.63758e+07, 26269489, 26277973, 2.63176e+07, 26395597, 26500867
Mon Jan 16 01:08:58 EST 2017, 4, 10, 0.000, 10, 443.786, 51.7564, 407.321, 480.251, 369.68, 420.96, 434.195, 525.59, 528.51, 433474, 2864.38, 431456, 435492, 429268, 430832, 434578, 436060, 439392, 5.48144e+06, 1.82085e+06, 4.19855e+06, 6.76433e+06, 2267277, 4053138, 5851961, 7863279, 8375287, 2.55316e+06, 1.01868e+06, 1.83544e+06, 3.27088e+06, 980349, 1922637, 2601673, 4207924, 4248398, 7639440, 1.54003e+06, 6.5544e+06, 8.72448e+06, 5713958, 6098974, 7.87271e+06, 9571703, 10015382, 2.9916e+06, 812676, 2.41902e+06, 3.56418e+06, 2140043, 2344975, 2937726, 4128712, 4657840, 1.0929e+08, 3.3096e+06, 1.06958e+08, 1.11622e+08, 103421341, 106722402, 1.0982e+08, 113575988, 114589255, 2.95301e+07, 1.93922e+06, 2.81638e+07, 3.08964e+07, 26546096, 28372561, 2.95774e+07, 32722355, 32769986, 9.9478e+08, 1.73801e+06, 9.93555e+08, 9.96005e+08, 992576826, 993199167, 995001951, 997101345, 997639734, 2.49012e+08, 659498, 2.48547e+08, 2.49477e+08, 248238733, 248369642, 2.49159e+08, 249870006, 250055323, 6.14869, 0.139381, 6.05049, 6.24689, 5.88475, 6.05535, 6.18086, 6.31173, 6.36547, 1.59716, 0.064374, 1.5518, 1.64252, 1.48157, 1.56038, 1.60681, 1.68451, 1.6963, 39.3785, 0.0552529, 39.3396, 39.4174, 39.2814, 39.3574, 39.3916, 39.4236, 39.4888, 9.95561, 0.0249249, 9.93805, 9.97317, 9.9242, 9.93164, 9.9628, 9.98172, 9.99835, 57.1217, 0.505522, 56.7655, 57.4779, 56.4272, 56.6281, 57.2613, 57.8182, 57.8715, 14.742, 0.334007, 14.5067, 14.9773, 14.345, 14.4862, 14.749, 15.2451, 15.4018, 1.35733e+08, 5.70738e+06, 1.31712e+08, 1.39754e+08, 125395726, 131479415, 136609774, 143091926, 144883543, 3.76629e+07, 3.2942e+06, 3.5342e+07, 3.99838e+07, 32548204, 35611663, 3.7798e+07, 43018425, 43164394
