"procs","X..delay","X..selfEvents.","X..eventsPerAgent","para_runtime_mean","serial_runtime_mean","SpeedUp","Efficiency","TotOverhead"
1,1,0,2,11.014,11.014,1,1,0
2,1,0,2,85.812,11.014,0.128350347270778,0.064175173635389,160.61
4,1,0,2,43.729,11.014,0.251869468773583,0.0629673671933957,163.902
8,1,0,2,23.732,11.014,0.464099106691387,0.0580123883364234,178.842
16,1,0,2,11.598,11.014,0.949646490774271,0.059352905673392,174.554
32,1,0,2,9.858,11.014,1.11726516534794,0.0349145364171231,304.442
64,1,0,2,7.071,11.014,1.55762975533871,0.0243379649271673,441.53
1,1,0,5,19.238,19.238,1,1,0
2,1,0,5,151.248,19.238,0.127195070348038,0.0635975351740188,283.258
4,1,0,5,122.861,19.238,0.156583456100797,0.0391458640251992,472.206
8,1,0,5,150.225,19.238,0.128061241471127,0.0160076551838908,1182.562
16,1,0,5,119.789,19.238,0.160599053335448,0.0100374408334655,1897.386
32,1,0,5,161.447,19.238,0.119159848123533,0.0037237452538604,5147.066
64,1,0,5,258.86,19.238,0.0743181642586726,0.00116122131654176,16547.802
1,1,0,10,28.123,28.123,1,1,0
2,1,0,10,219.933,28.123,0.127870760640741,0.0639353803203703,411.743
4,1,0,10,165.371,28.123,0.170060046803853,0.0425150117009633,633.361
8,1,0,10,99.469,28.123,0.282731303220099,0.0353414129025123,767.629
16,1,0,10,119.164,28.123,0.236002483971669,0.0147501552482293,1878.501
32,1,0,10,406.81,28.123,0.0691305523463042,0.00216032976082201,12989.797
64,1,0,10,454.118,28.123,0.0619288378791415,0.000967638091861587,29035.429
1,1,0.25,2,10.544,10.544,1,1,0
2,1,0.25,2,81.184,10.544,0.12987780843516,0.0649389042175798,151.824
4,1,0.25,2,42.836,10.544,0.2461480997292,0.0615370249322999,160.8
8,1,0.25,2,16.763,10.544,0.629004354829088,0.078625544353636,123.56
16,1,0.25,2,9.159,10.544,1.15121738181024,0.0719510863631401,136
32,1,0.25,2,7.368,10.544,1.43105320304017,0.0447204125950054,225.232
64,1,0.25,2,5.73,10.544,1.84013961605585,0.0287521815008726,356.176
1,1,0.25,5,18.694,18.694,1,1,0
2,1,0.25,5,150.109,18.694,0.124536170382855,0.0622680851914276,281.524
4,1,0.25,5,79.165,18.694,0.236139708204383,0.0590349270510958,297.966
8,1,0.25,5,39.056,18.694,0.478646046702171,0.0598307558377714,293.754
16,1,0.25,5,48.267,18.694,0.387303955083183,0.0242064971926989,753.578
32,1,0.25,5,32.653,18.694,0.572504823446544,0.0178907757327045,1026.202
64,1,0.25,5,146.858,18.694,0.12729303136363,0.00198895361505672,9380.218
1,1,0.25,10,26.944,26.944,1,1,0
2,1,0.25,10,198.793,26.944,0.135537971658962,0.0677689858294809,370.642
4,1,0.25,10,132.779,26.944,0.202923655096062,0.0507309137740155,504.172
8,1,0.25,10,164.628,26.944,0.163665962047768,0.020458245255971,1290.08
16,1,0.25,10,66.081,26.944,0.407742013589383,0.0254838758493364,1030.352
32,1,0.25,10,114.441,26.944,0.235440095769873,0.00735750299280852,3635.168
64,1,0.25,10,164.498,26.944,0.163795304502182,0.0025593016328466,10500.928
1,10,0,2,18.972,18.972,1,1,0
2,10,0,2,154.683,18.972,0.122650840751731,0.0613254203758655,290.394
4,10,0,2,84.626,18.972,0.224186420249096,0.056046605062274,319.532
8,10,0,2,36.185,18.972,0.524305651513058,0.0655382064391322,270.508
16,10,0,2,24.141,18.972,0.785882937740773,0.0491176836087983,367.284
32,10,0,2,20.54,18.972,0.923661148977605,0.0288644109055501,638.308
64,10,0,2,17.126,18.972,1.10778932617073,0.0173092082214177,1077.092
1,10,0,5,28.406,28.406,1,1,0
2,10,0,5,216.316,28.406,0.131317147136596,0.0656585735682982,404.226
4,10,0,5,116.423,28.406,0.243989589685887,0.0609973974214717,437.286
8,10,0,5,71.293,28.406,0.398440239574713,0.0498050299468391,541.938
16,10,0,5,53.525,28.406,0.53070527790752,0.03316907986922,827.994
32,10,0,5,52.614,28.406,0.539894324704451,0.0168716976470141,1655.242
64,10,0,5,37.734,28.406,0.752795886998463,0.011762435734351,2386.57
1,10,0,10,40.75,40.75,1,1,0
2,10,0,10,303.298,40.75,0.134356309636067,0.0671781548180337,565.846
4,10,0,10,176.218,40.75,0.231247659149463,0.0578119147873657,664.122
8,10,0,10,136.438,40.75,0.298670458376699,0.0373338072970873,1050.754
16,10,0,10,107.499,40.75,0.379073293705058,0.0236920808565661,1679.234
32,10,0,10,97.438,40.75,0.418214659578399,0.013069208111825,3077.266
64,10,0,10,60.61,40.75,0.6723312984656,0.010505176538525,3838.29
1,10,0.25,2,18.375,18.375,1,1,0
2,10,0.25,2,147.631,18.375,0.124465728742608,0.0622328643713041,276.887
4,10,0.25,2,74.952,18.375,0.245156900416266,0.0612892251040666,281.433
8,10,0.25,2,30.189,18.375,0.608665407930041,0.0760831759912551,223.137
16,10,0.25,2,21.639,18.375,0.849161236656038,0.0530725772910024,327.849
32,10,0.25,2,16.753,18.375,1.09681848027219,0.0342755775085059,517.721
64,10,0.25,2,13.159,18.375,1.39638270385288,0.0218184797477012,823.801
1,10,0.25,5,28.054,28.054,1,1,0
2,10,0.25,5,217.11,28.054,0.129215604992861,0.0646078024964304,406.166
4,10,0.25,5,113.985,28.054,0.246120103522393,0.0615300258805983,427.886
