# Timestamp, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max, agentBkts_mean, agentBkts_sd, agentBkts_ci, agentBkts_ci, agentBkts_min, agentBkts_box_q1, agentBkts_median, agentBkts_box_q2, agentBkts_max, schedBktSz_mean, schedBktSz_sd, schedBktSz_ci, schedBktSz_ci, schedBktSz_min, schedBktSz_box_q1, schedBktSz_median, schedBktSz_box_q2, schedBktSz_max, fixHeapComp_mean, fixHeapComp_sd, fixHeapComp_ci, fixHeapComp_ci, fixHeapComp_min, fixHeapComp_box_q1, fixHeapComp_median, fixHeapComp_box_q2, fixHeapComp_max, fixHeapOps_mean, fixHeapOps_sd, fixHeapOps_ci, fixHeapOps_ci, fixHeapOps_min, fixHeapOps_box_q1, fixHeapOps_median, fixHeapOps_box_q2, fixHeapOps_max
Fri Dec 30 16:05:44 EST 2016, 0, 0.250, 2, 18.405, 0.969177, 17.7222, 19.0878, 16.67, 17.42, 18.99, 19.48, 19.51, 223702, 10.6132, 223695, 223709, 223696, 223696, 223696, 223712, 223728, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4723118, 0, 4723118, 4723118, 4723118, 4723118, 4723118, 4723118, 4723118, 9960000, 0, 9960000, 9960000, 9960000, 9960000, 9960000, 9960000, 9960000, 0.866275, 1.82501e-08, 0.866275, 0.866275, 0.866275, 0.866275, 0.866275, 0.866275, 0.866275, 2.11301, 4.21468e-08, 2.11301, 2.11301, 2.11301, 2.11301, 2.11301, 2.11301, 2.11301, 10.3007, 1.68587e-07, 10.3007, 10.3007, 10.3007, 10.3007, 10.3007, 10.3007, 10.3007, 6969873, 0, 6969873, 6969873, 6969873, 6969873, 6969873, 6969873, 6969873
Fri Dec 30 16:06:40 EST 2016, 1, 0.250, 2, 11.418, 1.38874, 10.4396, 12.3964, 10.03, 10.20, 11.185, 13.29, 13.94, 214645, 7.33212, 214640, 214650, 214640, 214640, 214640, 214656, 214656, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2878203, 0, 2878203, 2878203, 2878203, 2878203, 2878203, 2878203, 2878203, 3915208, 0, 3915208, 3915208, 3915208, 3915208, 3915208, 3915208, 3915208, 1.31534, 2.98023e-08, 1.31534, 1.31534, 1.31534, 1.31534, 1.31534, 1.31534, 1.31534, 1.36419, 2.10734e-08, 1.36419, 1.36419, 1.36419, 1.36419, 1.36419, 1.36419, 1.36419, 9.89854, 2.06477e-07, 9.89854, 9.89854, 9.89854, 9.89854, 9.89854, 9.89854, 9.89854, 4186370, 0, 4186370, 4186370, 4186370, 4186370, 4186370, 4186370, 4186370
Fri Dec 30 16:07:47 EST 2016, 2, 0.250, 2, 14.738, 0.704114, 14.2419, 15.2341, 13.89, 14.33, 14.735, 15.83, 16.17, 218230, 7.83837, 218224, 218236, 218224, 218224, 218232, 218240, 218240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3865420, 0, 3865420, 3865420, 3865420, 3865420, 3865420, 3865420, 3865420, 6296184, 0, 6296184, 6296184, 6296184, 6296184, 6296184, 6296184, 6296184, 1.14201, 2.10734e-08, 1.14201, 1.14201, 1.14201, 1.14201, 1.14201, 1.14201, 1.14201, 1.63253, 2.98023e-08, 1.63253, 1.63253, 1.63253, 1.63253, 1.63253, 1.63253, 1.63253, 10.0799, 1.68587e-07, 10.0799, 10.0799, 10.0799, 10.0799, 10.0799, 10.0799, 10.0799, 5637390, 0, 5637390, 5637390, 5637390, 5637390, 5637390, 5637390, 5637390
Fri Dec 30 16:08:53 EST 2016, 4, 0.250, 2, 18.13, 1.28818, 17.2224, 19.0376, 16.47, 16.92, 18.065, 19.78, 20.80, 221958, 7.83837, 221952, 221964, 221952, 221952, 221960, 221968, 221968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4475926, 0, 4475926, 4475926, 4475926, 4475926, 4475926, 4475926, 4475926, 8612556, 0, 8612556, 8612556, 8612556, 8612556, 8612556, 8612556, 8612556, 0.97027, 0, 0.97027, 0.97027, 0.97027, 0.97027, 0.97027, 0.97027, 0.97027, 1.92815, 2.10734e-08, 1.92815, 1.92815, 1.92815, 1.92815, 1.92815, 1.92815, 1.92815, 10.2014, 2.06477e-07, 10.2014, 10.2014, 10.2014, 10.2014, 10.2014, 10.2014, 10.2014, 6578172, 0, 6578172, 6578172, 6578172, 6578172, 6578172, 6578172, 6578172
Fri Dec 30 16:09:54 EST 2016, 8, 0.250, 2, 19.211, 1.19052, 18.3722, 20.0498, 16.28, 18.41, 19.86, 20.16, 20.31, 223894, 10.6132, 223887, 223901, 223888, 223888, 223888, 223904, 223920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4692800, 0, 4692800, 4692800, 4692800, 4692800, 4692800, 4692800, 4692800, 9777869, 0, 9777869, 9777869, 9777869, 9777869, 9777869, 9777869, 9777869, 0.880626, 1.49012e-08, 0.880626, 0.880626, 0.880626, 0.880626, 0.880626, 0.880626, 0.880626, 2.08778, 5.16191e-08, 2.08778, 2.08778, 2.08778, 2.08778, 2.08778, 2.08778, 2.08778, 10.2832, 2.06477e-07, 10.2832, 10.2832, 10.2832, 10.2832, 10.2832, 10.2832, 10.2832, 6923570, 0, 6923570, 6923570, 6923570, 6923570, 6923570, 6923570, 6923570
Fri Dec 30 16:10:55 EST 2016, 0, 0.500, 2, 17.3, 0.72226, 16.7911, 17.8089, 16.19, 16.88, 17.43, 17.51, 19.14, 218646, 7.83837, 218640, 218652, 218640, 218640, 218648, 218656, 218656, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4656005, 0, 4656005, 4656005, 4656005, 4656005, 4656005, 4656005, 4656005, 9960000, 0, 9960000, 9960000, 9960000, 9960000, 9960000, 9960000, 9960000, 0.75356, 1.05367e-08, 0.75356, 0.75356, 0.75356, 0.75356, 0.75356, 0.75356, 0.75356, 2.14347, 2.98023e-08, 2.14347, 2.14347, 2.14347, 2.14347, 2.14347, 2.14347, 2.14347, 8.9005, 1.68587e-07, 8.9005, 8.9005, 8.9005, 8.9005, 8.9005, 8.9005, 8.9005, 7525500, 0, 7525500, 7525500, 7525500, 7525500, 7525500, 7525500, 7525500
Fri Dec 30 16:11:52 EST 2016, 1, 0.500, 2, 10.405, 1.15639, 9.59026, 11.2197, 9.38, 9.83, 10.175, 10.48, 13.76, 211693, 13.9485, 211683, 211703, 211680, 211680, 211696, 211712, 211712, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2873983, 0, 2873983, 2873983, 2873983, 2873983, 2873983, 2873983, 2873983, 3914992, 0, 3914992, 3914992, 3914992, 3914992, 3914992, 3914992, 3914992, 1.25933, 1.49012e-08, 1.25933, 1.25933, 1.25933, 1.25933, 1.25933, 1.25933, 1.25933, 1.36617, 2.10734e-08, 1.36617, 1.36617, 1.36617, 1.36617, 1.36617, 1.36617, 1.36617, 9.43094, 2.06477e-07, 9.43094, 9.43094, 9.43094, 9.43094, 9.43094, 9.43094, 9.43094, 4304607, 0, 4304607, 4304607, 4304607, 4304607, 4304607, 4304607, 4304607
Fri Dec 30 16:12:58 EST 2016, 2, 0.500, 2, 14.521, 1.05602, 13.777, 15.265, 13.78, 14.21, 14.255, 14.47, 17.63, 214406, 7.83837, 214400, 214412, 214400, 214400, 214408, 214416, 214416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3846984, 0, 3846984, 3846984, 3846984, 3846984, 3846984, 3846984, 3846984, 6296175, 0, 6296175, 6296175, 6296175, 6296175, 6296175, 6296175, 6296175, 1.06123, 0, 1.06123, 1.06123, 1.06123, 1.06123, 1.06123, 1.06123, 1.06123, 1.6404, 0, 1.6404, 1.6404, 1.6404, 1.6404, 1.6404, 1.6404, 1.6404, 9.30223, 1.68587e-07, 9.30223, 9.30223, 9.30223, 9.30223, 9.30223, 9.30223, 9.30223, 5893852, 0, 5893852, 5893852, 5893852, 5893852, 5893852, 5893852, 5893852
Fri Dec 30 16:13:59 EST 2016, 4, 0.500, 2, 17.664, 0.714594, 17.1605, 18.1675, 16.99, 17.18, 17.42, 18.66, 19.27, 217048, 8, 217042, 217054, 217040, 217040, 217056, 217056, 217056, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4433455, 0, 4433455, 4433455, 4433455, 4433455, 4433455, 4433455, 4433455, 8612623, 0, 8612623, 8612623, 8612623, 8612623, 8612623, 8612623, 8612623, 0.869797, 1.05367e-08, 0.869797, 0.869797, 0.869797, 0.869797, 0.869797, 0.869797, 0.869797, 1.94666, 0, 1.94666, 1.94666, 1.94666, 1.94666, 1.94666, 1.94666, 1.94666, 9.07183, 1.19209e-07, 9.07183, 9.07183, 9.07183, 9.07183, 9.07183, 9.07183, 9.07183, 7007516, 0, 7007516, 7007516, 7007516, 7007516, 7007516, 7007516, 7007516
Fri Dec 30 16:15:01 EST 2016, 8, 0.500, 2, 18.084, 0.506679, 17.727, 18.441, 17.29, 17.93, 18.115, 18.22, 19.34, 218710, 7.83837, 218704, 218716, 218704, 218704, 218712, 218720, 218720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4629936, 0, 4629936, 4629936, 4629936, 4629936, 4629936, 4629936, 4629936, 9777793, 0, 9777793, 9777793, 9777793, 9777793, 9777793, 9777793, 9777793, 0.769774, 0, 0.769774, 0.769774, 0.769774, 0.769774, 0.769774, 0.769774, 0.769774, 2.11611, 2.98023e-08, 2.11611, 2.11611, 2.11611, 2.11611, 2.11611, 2.11611, 2.11611, 8.92589, 2.06477e-07, 8.92589, 8.92589, 8.92589, 8.92589, 8.92589, 8.92589, 8.92589, 7460319, 0, 7460319, 7460319, 7460319, 7460319, 7460319, 7460319, 7460319
Fri Dec 30 16:16:18 EST 2016, 0, 0.000, 4, 26.238, 2.17497, 24.7056, 27.7704, 23.51, 24.98, 26.16, 28.42, 31.48, 280602, 7.83837, 280596, 280608, 280592, 280592, 280608, 280608, 280608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4990000, 0, 4990000, 4990000, 4990000, 4990000, 4990000, 4990000, 4990000, 19920000, 0, 19920000, 19920000, 19920000, 19920000, 19920000, 19920000, 19920000, 1.24842, 2.58096e-08, 1.24842, 1.24842, 1.24842, 1.24842, 1.24842, 1.24842, 1.24842, 4, 0, 4, 4, 4, 4, 4, 4, 4, 12.4918, 0, 12.4918, 12.4918, 12.4918, 12.4918, 12.4918, 12.4918, 12.4918, 6060542, 0, 6060542, 6060542, 6060542, 6060542, 6060542, 6060542, 6060542
Fri Dec 30 16:17:09 EST 2016, 1, 0.000, 4, 18.537, 1.57624, 17.4265, 19.6475, 16.51, 17.32, 18.305, 20.23, 21.80, 238229, 7.33212, 238224, 238234, 238224, 238224, 238224, 238240, 238240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4129474, 0, 4129474, 4129474, 4129474, 4129474, 4129474, 4129474, 4129474, 7839058, 0, 7839058, 7839058, 7839058, 7839058, 7839058, 7839058, 7839058, 2.51408, 2.98023e-08, 2.51408, 2.51408, 2.51408, 2.51408, 2.51408, 2.51408, 2.51408, 1.90262, 2.98023e-08, 1.90262, 1.90262, 1.90262, 1.90262, 1.90262, 1.90262, 1.90262, 12.1316, 2.92002e-07, 12.1316, 12.1316, 12.1316, 12.1316, 12.1316, 12.1316, 12.1316, 4845170, 0, 4845170, 4845170, 4845170, 4845170, 4845170, 4845170, 4845170
Fri Dec 30 16:18:15 EST 2016, 2, 0.000, 4, 23.422, 1.77844, 22.169, 24.675, 21.66, 22.33, 22.94, 24.69, 28.25, 249880, 10.7331, 249872, 249888, 249872, 249872, 249880, 249888, 249904, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4780678, 0, 4780678, 4780678, 4780678, 4780678, 4780678, 4780678, 4780678, 12595353, 0, 12595353, 12595353, 12595353, 12595353, 12595353, 12595353, 12595353, 1.99163, 2.10734e-08, 1.99163, 1.99163, 1.99163, 1.99163, 1.99163, 1.99163, 1.99163, 2.64002, 0, 2.64002, 2.64002, 2.64002, 2.64002, 2.64002, 2.64002, 2.64002, 12.3734, 2.92002e-07, 12.3734, 12.3734, 12.3734, 12.3734, 12.3734, 12.3734, 12.3734, 5564637, 0, 5564637, 5564637, 5564637, 5564637, 5564637, 5564637, 5564637
Fri Dec 30 16:19:42 EST 2016, 4, 0.000, 4, 27.474, 2.06316, 26.0204, 28.9276, 25.94, 26.45, 27.155, 27.61, 33.48, 268613, 7.33212, 268608, 268618, 268608, 268608, 268608, 268624, 268624, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4972340, 0, 4972340, 4972340, 4972340, 4972340, 4972340, 4972340, 4972340, 17228401, 0, 17228401, 17228401, 17228401, 17228401, 17228401, 17228401, 17228401, 1.52272, 2.10734e-08, 1.52272, 1.52272, 1.52272, 1.52272, 1.52272, 1.52272, 1.52272, 3.47182, 0, 3.47182, 3.47182, 3.47182, 3.47182, 3.47182, 3.47182, 3.47182, 12.3862, 1.68587e-07, 12.3862, 12.3862, 12.3862, 12.3862, 12.3862, 12.3862, 12.3862, 5903225, 0, 5903225, 5903225, 5903225, 5903225, 5903225, 5903225, 5903225
Fri Dec 30 16:20:38 EST 2016, 8, 0.000, 4, 27.724, 1.00166, 27.0183, 28.4297, 25.65, 27.08, 28.165, 29.02, 29.07, 276859, 7.33212, 276854, 276864, 276848, 276848, 276864, 276864, 276864, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4989907, 0, 4989907, 4989907, 4989907, 4989907, 4989907, 4989907, 4989907, 19556603, 0, 19556603, 19556603, 19556603, 19556603, 19556603, 19556603, 19556603, 1.28586, 2.58096e-08, 1.28586, 1.28586, 1.28586, 1.28586, 1.28586, 1.28586, 1.28586, 3.92711, 4.21468e-08, 3.92711, 3.92711, 3.92711, 3.92711, 3.92711, 3.92711, 3.92711, 12.4147, 2.38419e-07, 12.4147, 12.4147, 12.4147, 12.4147, 12.4147, 12.4147, 12.4147, 6067585, 0, 6067585, 6067585, 6067585, 6067585, 6067585, 6067585, 6067585
Fri Dec 30 16:21:44 EST 2016, 0, 0.250, 4, 25.659, 3.12984, 23.4539, 27.8641, 22.43, 23.89, 25.04, 30.71, 32.48, 254827, 10.245, 254820, 254834, 254816, 254816, 254832, 254832, 254848, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4984619, 0, 4984619, 4984619, 4984619, 4984619, 4984619, 4984619, 4984619, 19920000, 0, 19920000, 19920000, 19920000, 19920000, 19920000, 19920000, 19920000, 1.12292, 1.49012e-08, 1.12292, 1.12292, 1.12292, 1.12292, 1.12292, 1.12292, 1.12292, 4.00432, 5.96046e-08, 4.00432, 4.00432, 4.00432, 4.00432, 4.00432, 4.00432, 4.00432, 11.0356, 0, 11.0356, 11.0356, 11.0356, 11.0356, 11.0356, 11.0356, 11.0356, 6360728, 0, 6360728, 6360728, 6360728, 6360728, 6360728, 6360728, 6360728
Fri Dec 30 16:22:36 EST 2016, 1, 0.250, 4, 18.017, 2.05899, 16.5663, 19.4677, 16.16, 16.82, 17.255, 21.48, 22.58, 231854, 11.2, 231846, 231862, 231840, 231840, 231856, 231872, 231872, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4120782, 0, 4120782, 4120782, 4120782, 4120782, 4120782, 4120782, 4120782, 7838739, 0, 7838739, 7838739, 7838739, 7838739, 7838739, 7838739, 7838739, 2.41877, 4.21468e-08, 2.41877, 2.41877, 2.41877, 2.41877, 2.41877, 2.41877, 2.41877, 1.9066, 5.16191e-08, 1.9066, 1.9066, 1.9066, 1.9066, 1.9066, 1.9066, 1.9066, 11.6027, 0, 11.6027, 11.6027, 11.6027, 11.6027, 11.6027, 11.6027, 11.6027, 4970714, 0, 4970714, 4970714, 4970714, 4970714, 4970714, 4970714, 4970714
Fri Dec 30 16:23:47 EST 2016, 2, 0.250, 4, 22.992, 2.48268, 21.2428, 24.7412, 20.86, 21.69, 21.89, 27.74, 28.00, 240491, 10.245, 240484, 240498, 240480, 240480, 240496, 240496, 240512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4763832, 0, 4763832, 4763832, 4763832, 4763832, 4763832, 4763832, 4763832, 12595008, 0, 12595008, 12595008, 12595008, 12595008, 12595008, 12595008, 12595008, 1.87787, 2.98023e-08, 1.87787, 1.87787, 1.87787, 1.87787, 1.87787, 1.87787, 1.87787, 2.64932, 2.98023e-08, 2.64932, 2.64932, 2.64932, 2.64932, 2.64932, 2.64932, 2.64932, 11.6371, 2.38419e-07, 11.6371, 11.6371, 11.6371, 11.6371, 11.6371, 11.6371, 11.6371, 5739158, 0, 5739158, 5739158, 5739158, 5739158, 5739158, 5739158, 5739158
Fri Dec 30 16:24:53 EST 2016, 4, 0.250, 4, 27.239, 2.61569, 25.3961, 29.0819, 25.13, 25.58, 25.965, 31.00, 32.69, 250933, 7.33212, 250928, 250938, 250928, 250928, 250928, 250944, 250944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4954124, 0, 4954124, 4954124, 4954124, 4954124, 4954124, 4954124, 4954124, 17228552, 0, 17228552, 17228552, 17228552, 17228552, 17228552, 17228552, 17228552, 1.40326, 2.98023e-08, 1.40326, 1.40326, 1.40326, 1.40326, 1.40326, 1.40326, 1.40326, 3.48461, 0, 3.48461, 3.48461, 3.48461, 3.48461, 3.48461, 3.48461, 3.48461, 11.3583, 1.68587e-07, 11.3583, 11.3583, 11.3583, 11.3583, 11.3583, 11.3583, 11.3583, 6115632, 0, 6115632, 6115632, 6115632, 6115632, 6115632, 6115632, 6115632
Fri Dec 30 16:25:50 EST 2016, 8, 0.250, 4, 27.133, 0.695501, 26.643, 27.623, 26.10, 26.59, 27.485, 27.76, 28.42, 254866, 27.2, 254847, 254885, 254848, 254848, 254864, 254864, 254944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4982391, 0, 4982391, 4982391, 4982391, 4982391, 4982391, 4982391, 4982391, 19556567, 0, 19556567, 19556567, 19556567, 19556567, 19556567, 19556567, 19556567, 1.16241, 2.10734e-08, 1.16241, 1.16241, 1.16241, 1.16241, 1.16241, 1.16241, 1.16241, 3.93301, 0, 3.93301, 3.93301, 3.93301, 3.93301, 3.93301, 3.93301, 3.93301, 11.0802, 2.06477e-07, 11.0802, 11.0802, 11.0802, 11.0802, 11.0802, 11.0802, 11.0802, 6328638, 0, 6328638, 6328638, 6328638, 6328638, 6328638, 6328638, 6328638
Fri Dec 30 16:26:56 EST 2016, 0, 0.500, 4, 24.198, 2.18877, 22.6559, 25.7401, 22.72, 23.26, 23.67, 24.24, 30.65, 244938, 10.6132, 244931, 244945, 244928, 244928, 244944, 244944, 244960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4976554, 0, 4976554, 4976554, 4976554, 4976554, 4976554, 4976554, 4976554, 19920000, 0, 19920000, 19920000, 19920000, 19920000, 19920000, 19920000, 19920000, 0.998205, 2.35608e-08, 0.998205, 0.998205, 0.998205, 0.998205, 0.998205, 0.998205, 0.998205, 4.01081, 5.96046e-08, 4.01081, 4.01081, 4.01081, 4.01081, 4.01081, 4.01081, 4.01081, 9.81047, 1.68587e-07, 9.81047, 9.81047, 9.81047, 9.81047, 9.81047, 9.81047, 9.81047, 6911078, 0, 6911078, 6911078, 6911078, 6911078, 6911078, 6911078, 6911078
Fri Dec 30 16:27:47 EST 2016, 1, 0.500, 4, 17.136, 1.27395, 16.2384, 18.0336, 14.68, 16.26, 17.41, 18.35, 19.60, 227778, 4.8, 227775, 227781, 227776, 227776, 227776, 227776, 227792, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4116143, 0, 4116143, 4116143, 4116143, 4116143, 4116143, 4116143, 4116143, 7838135, 0, 7838135, 7838135, 7838135, 7838135, 7838135, 7838135, 7838135, 2.32468, 5.16191e-08, 2.32468, 2.32468, 2.32468, 2.32468, 2.32468, 2.32468, 2.32468, 1.90861, 2.10734e-08, 1.90861, 1.90861, 1.90861, 1.90861, 1.90861, 1.90861, 1.90861, 11.0811, 2.06477e-07, 11.0811, 11.0811, 11.0811, 11.0811, 11.0811, 11.0811, 11.0811, 5120324, 0, 5120324, 5120324, 5120324, 5120324, 5120324, 5120324, 5120324
Fri Dec 30 16:28:54 EST 2016, 2, 0.500, 4, 22.416, 2.10679, 20.9316, 23.9004, 21.10, 21.23, 21.72, 24.21, 28.18, 235368, 10.7331, 235360, 235376, 235360, 235360, 235368, 235376, 235392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4752367, 0, 4752367, 4752367, 4752367, 4752367, 4752367, 4752367, 4752367, 12595295, 0, 12595295, 12595295, 12595295, 12595295, 12595295, 12595295, 12595295, 1.76435, 2.10734e-08, 1.76435, 1.76435, 1.76435, 1.76435, 1.76435, 1.76435, 1.76435, 2.65576, 5.96046e-08, 2.65576, 2.65576, 2.65576, 2.65576, 2.65576, 2.65576, 2.65576, 10.8891, 0, 10.8891, 10.8891, 10.8891, 10.8891, 10.8891, 10.8891, 10.8891, 5997777, 0, 5997777, 5997777, 5997777, 5997777, 5997777, 5997777, 5997777
Fri Dec 30 16:29:55 EST 2016, 4, 0.500, 4, 24.64, 0.688767, 24.1547, 25.1253, 23.44, 24.12, 24.935, 25.59, 25.71, 242602, 7.83837, 242596, 242608, 242592, 242592, 242608, 242608, 242608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4942850, 0, 4942850, 4942850, 4942850, 4942850, 4942850, 4942850, 4942850, 17228205, 0, 17228205, 17228205, 17228205, 17228205, 17228205, 17228205, 17228205, 1.28275, 2.10734e-08, 1.28275, 1.28275, 1.28275, 1.28275, 1.28275, 1.28275, 1.28275, 3.49248, 4.21468e-08, 3.49248, 3.49248, 3.49248, 3.49248, 3.49248, 3.49248, 3.49248, 10.3452, 1.68587e-07, 10.3452, 10.3452, 10.3452, 10.3452, 10.3452, 10.3452, 10.3452, 6527920, 0, 6527920, 6527920, 6527920, 6527920, 6527920, 6527920, 6527920
Fri Dec 30 16:31:01 EST 2016, 8, 0.500, 4, 27.638, 2.63985, 25.7781, 29.4979, 24.91, 25.41, 27.965, 30.78, 32.53, 244941, 11.9733, 244933, 244949, 244928, 244928, 244944, 244960, 244960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4973887, 0, 4973887, 4973887, 4973887, 4973887, 4973887, 4973887, 4973887, 19556528, 0, 19556528, 19556528, 19556528, 19556528, 19556528, 19556528, 19556528, 1.03852, 0, 1.03852, 1.03852, 1.03852, 1.03852, 1.03852, 1.03852, 1.03852, 3.93974, 5.96046e-08, 3.93974, 3.93974, 3.93974, 3.93974, 3.93974, 3.93974, 3.93974, 9.89822, 1.19209e-07, 9.89822, 9.89822, 9.89822, 9.89822, 9.89822, 9.89822, 9.89822, 6847984, 0, 6847984, 6847984, 6847984, 6847984, 6847984, 6847984, 6847984
Fri Dec 30 16:32:18 EST 2016, 0, 0.000, 6, 36.054, 4.69715, 32.7446, 39.3634, 30.80, 31.24, 37.55, 41.40, 44.88, 297990, 7.83837, 297984, 297996, 297984, 297984, 297992, 298000, 298000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4990000, 0, 4990000, 4990000, 4990000, 4990000, 4990000, 4990000, 4990000, 29880000, 0, 29880000, 29880000, 29880000, 29880000, 29880000, 29880000, 29880000, 1.33184, 0, 1.33184, 1.33184, 1.33184, 1.33184, 1.33184, 1.33184, 1.33184, 6, 0, 6, 6, 6, 6, 6, 6, 6, 12.5137, 1.68587e-07, 12.5137, 12.5137, 12.5137, 12.5137, 12.5137, 12.5137, 12.5137, 6009512, 0, 6009512, 6009512, 6009512, 6009512, 6009512, 6009512, 6009512
Fri Dec 30 16:33:04 EST 2016, 1, 0.000, 6, 25.791, 3.1707, 23.5571, 28.0249, 22.12, 22.82, 26.965, 29.67, 30.97, 250728, 8, 250722, 250734, 250720, 250720, 250736, 250736, 250736, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4640170, 0, 4640170, 4640170, 4640170, 4640170, 4640170, 4640170, 4640170, 11759719, 0, 11759719, 11759719, 11759719, 11759719, 11759719, 11759719, 11759719, 3.31131, 5.96046e-08, 3.31131, 3.31131, 3.31131, 3.31131, 3.31131, 3.31131, 3.31131, 2.53966, 5.96046e-08, 2.53966, 2.53966, 2.53966, 2.53966, 2.53966, 2.53966, 2.53966, 12.7877, 1.68587e-07, 12.7877, 12.7877, 12.7877, 12.7877, 12.7877, 12.7877, 12.7877, 5054963, 0, 5054963, 5054963, 5054963, 5054963, 5054963, 5054963, 5054963
Fri Dec 30 16:34:10 EST 2016, 2, 0.000, 6, 28.35, 2.01878, 26.9277, 29.7723, 26.96, 27.33, 28.09, 28.61, 34.19, 273637, 7.33212, 273632, 273642, 273632, 273632, 273632, 273648, 273648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4952432, 0, 4952432, 4952432, 4952432, 4952432, 4952432, 4952432, 4952432, 18897179, 0, 18897179, 18897179, 18897179, 18897179, 18897179, 18897179, 18897179, 2.42938, 2.98023e-08, 2.42938, 2.42938, 2.42938, 2.42938, 2.42938, 2.42938, 2.42938, 3.82342, 4.21468e-08, 3.82342, 3.82342, 3.82342, 3.82342, 3.82342, 3.82342, 3.82342, 12.8657, 0, 12.8657, 12.8657, 12.8657, 12.8657, 12.8657, 12.8657, 12.8657, 5359101, 0, 5359101, 5359101, 5359101, 5359101, 5359101, 5359101, 5359101
