# Timestamp, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, topCancl_mean, topCancl_sd, topCancl_ci, topCancl_ci, topCancl_min, topCancl_box_q1, topCancl_median, topCancl_box_q2, topCancl_max, ladCancl_mean, ladCancl_sd, ladCancl_ci, ladCancl_ci, ladCancl_min, ladCancl_box_q1, ladCancl_median, ladCancl_box_q2, ladCancl_max, botCancl_mean, botCancl_sd, botCancl_ci, botCancl_ci, botCancl_min, botCancl_box_q1, botCancl_median, botCancl_box_q2, botCancl_max, topScan_mean, topScan_sd, topScan_ci, topScan_ci, topScan_min, topScan_box_q1, topScan_median, topScan_box_q2, topScan_max, ladScan_mean, ladScan_sd, ladScan_ci, ladScan_ci, ladScan_min, ladScan_box_q1, ladScan_median, ladScan_box_q2, ladScan_max, botScan_mean, botScan_sd, botScan_ci, botScan_ci, botScan_min, botScan_box_q1, botScan_median, botScan_box_q2, botScan_max, topIns_mean, topIns_sd, topIns_ci, topIns_ci, topIns_min, topIns_box_q1, topIns_median, topIns_box_q2, topIns_max, ladIns_mean, ladIns_sd, ladIns_ci, ladIns_ci, ladIns_min, ladIns_box_q1, ladIns_median, ladIns_box_q2, ladIns_max, botIns_mean, botIns_sd, botIns_ci, botIns_ci, botIns_min, botIns_box_q1, botIns_median, botIns_box_q2, botIns_max, rungs_mean, rungs_sd, rungs_ci, rungs_ci, rungs_min, rungs_box_q1, rungs_median, rungs_box_q2, rungs_max, bktRung_mean, bktRung_sd, bktRung_ci, bktRung_ci, bktRung_min, bktRung_box_q1, bktRung_median, bktRung_box_q2, bktRung_max, botSize_mean, botSize_sd, botSize_ci, botSize_ci, botSize_min, botSize_box_q1, botSize_median, botSize_box_q2, botSize_max, bktSize_mean, bktSize_sd, bktSize_ci, bktSize_ci, bktSize_min, bktSize_box_q1, bktSize_median, bktSize_box_q2, bktSize_max
Fri Dec 30 15:16:20 EST 2016, 0, 0.500, 1, 9.043, 0.966075, 8.36235, 9.72365, 7.15, 8.77, 8.935, 10.09, 11.12, 178920, 10.7331, 178912, 178928, 178912, 178912, 178920, 178928, 178944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4990000, 0, 4990000, 4990000, 4990000, 4990000, 4990000, 4990000, 4990000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 10000, 0, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 1, 0, 1, 1, 1, 1, 1, 1, 1
Fri Dec 30 15:17:12 EST 2016, 1, 0.500, 1, 4.965, 0.358448, 4.71245, 5.21755, 4.26, 4.85, 5.03, 5.09, 5.79, 178344, 10.7331, 178336, 178352, 178336, 178336, 178344, 178352, 178368, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 259995, 0, 259995, 259995, 259995, 259995, 259995, 259995, 259995, 1704389, 0, 1704389, 1704389, 1704389, 1704389, 1704389, 1704389, 1704389, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 5, 5, 5, 5, 5, 5, 1.00966, -nan, nan, nan, 1.00966, 1.00966, 1.00966, 1.00966, 1.00966, 3936.64, -nan, nan, nan, 3936.64, 3936.64, 3936.64, 3936.64, 3936.64, 1.00002, 2.58096e-08, 1.00002, 1.00002, 1.00002, 1.00002, 1.00002, 1.00002, 1.00002
Fri Dec 30 15:18:19 EST 2016, 2, 0.500, 1, 7.218, 0.785058, 6.66488, 7.77112, 5.57, 7.05, 7.33, 7.44, 8.98, 180102, 10.6132, 180095, 180109, 180096, 180096, 180096, 180112, 180128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 509992, 0, 509992, 509992, 509992, 509992, 509992, 509992, 509992, 2644945, 0, 2644945, 2644945, 2644945, 2644945, 2644945, 2644945, 2644945, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 5, 5, 5, 5, 5, 5, 1.00502, -nan, nan, nan, 1.00502, 1.00502, 1.00502, 1.00502, 1.00502, 6322.52, -nan, nan, nan, 6322.52, 6322.52, 6322.52, 6322.52, 6322.52, 1.00002, 2.58096e-08, 1.00002, 1.00002, 1.00002, 1.00002, 1.00002, 1.00002, 1.00002
Fri Dec 30 15:19:20 EST 2016, 4, 0.500, 1, 9.186, 0.828797, 8.60207, 9.76993, 7.33, 9.01, 9.225, 9.95, 10.80, 180995, 6.4, 180990, 181000, 180992, 180992, 180992, 181008, 181008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 929999, 0, 929999, 929999, 929999, 929999, 929999, 929999, 929999, 3384610, 0, 3384610, 3384610, 3384610, 3384610, 3384610, 3384610, 3384610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 5, 5, 5, 5, 5, 5, 1.00212, 0, 1.00212, 1.00212, 1.00212, 1.00212, 1.00212, 1.00212, 1.00212, 8646.51, 0.00012207, 8646.51, 8646.51, 8646.51, 8646.51, 8646.51, 8646.51, 8646.51, 1.00002, 2.58096e-08, 1.00002, 1.00002, 1.00002, 1.00002, 1.00002, 1.00002, 1.00002
Fri Dec 30 15:20:27 EST 2016, 8, 0.500, 1, 9.909, 1.16687, 9.08688, 10.7311, 8.03, 9.54, 9.88, 9.99, 13.01, 181558, 10.6132, 181551, 181565, 181552, 181552, 181552, 181568, 181584, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1650000, 0, 1650000, 1650000, 1650000, 1650000, 1650000, 1650000, 1650000, 3248685, 0, 3248685, 3248685, 3248685, 3248685, 3248685, 3248685, 3248685, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 5, 5, 5, 5, 5, 5, 1.00195, -nan, nan, nan, 1.00195, 1.00195, 1.00195, 1.00195, 1.00195, 9817, 0, 9817, 9817, 9817, 9817, 9817, 9817, 9817, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:21:29 EST 2016, 0, 0.000, 2, 14.51, 0.835608, 13.9213, 15.0987, 13.02, 14.30, 14.475, 14.62, 16.65, 221398, 7.83837, 221392, 221404, 221392, 221392, 221400, 221408, 221408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9980000, 0, 9980000, 9980000, 9980000, 9980000, 9980000, 9980000, 9980000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 20000, 0, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 1, 0, 1, 1, 1, 1, 1, 1, 1
Fri Dec 30 15:22:26 EST 2016, 1, 0.000, 2, 8.598, 0.665715, 8.12897, 9.06703, 7.58, 8.35, 8.535, 8.68, 10.39, 202693, 7.33212, 202688, 202698, 202688, 202688, 202688, 202704, 202704, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 497256, 0, 497256, 497256, 497256, 497256, 497256, 497256, 497256, 3429235, 0, 3429235, 3429235, 3429235, 3429235, 3429235, 3429235, 3429235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 5, 5, 5, 5, 5, 5, 1.00148, -nan, nan, nan, 1.00148, 1.00148, 1.00148, 1.00148, 1.00148, 7868.72, 0.000149505, 7868.72, 7868.72, 7868.72, 7868.72, 7868.72, 7868.72, 7868.72, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:23:28 EST 2016, 2, 0.000, 2, 11.982, 0.458144, 11.6592, 12.3048, 10.92, 11.86, 11.975, 12.40, 12.78, 211859, 6.4, 211854, 211864, 211856, 211856, 211856, 211872, 211872, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 920000, 0, 920000, 920000, 920000, 920000, 920000, 920000, 920000, 5390497, 0, 5390497, 5390497, 5390497, 5390497, 5390497, 5390497, 5390497, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 5, 5, 5, 5, 5, 5, 1.00592, 0, 1.00592, 1.00592, 1.00592, 1.00592, 1.00592, 1.00592, 1.00592, 12646.3, -nan, nan, nan, 12646.3, 12646.3, 12646.3, 12646.3, 12646.3, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:24:35 EST 2016, 4, 0.000, 2, 15.59, 1.04031, 14.857, 16.323, 14.52, 15.05, 15.31, 16.79, 18.21, 219910, 7.83837, 219904, 219916, 219904, 219904, 219912, 219920, 219920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1779624, 0, 1779624, 1779624, 1779624, 1779624, 1779624, 1779624, 1779624, 6850713, 0, 6850713, 6850713, 6850713, 6850713, 6850713, 6850713, 6850713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1.00156, 2.10734e-08, 1.00156, 1.00156, 1.00156, 1.00156, 1.00156, 1.00156, 1.00156, 17295.3, 0.000422864, 17295.3, 17295.3, 17295.3, 17295.3, 17295.3, 17295.3, 17295.3, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:25:36 EST 2016, 8, 0.000, 2, 16.498, 1.14513, 15.6912, 17.3048, 15.77, 15.99, 16.23, 16.40, 19.89, 225110, 7.83837, 225104, 225116, 225104, 225104, 225112, 225120, 225120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3239999, 0, 3239999, 3239999, 3239999, 3239999, 3239999, 3239999, 3239999, 6557555, 0, 6557555, 6557555, 6557555, 6557555, 6557555, 6557555, 6557555, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1.00282, 0, 1.00282, 1.00282, 1.00282, 1.00282, 1.00282, 1.00282, 1.00282, 19634.4, 0.000422864, 19634.4, 19634.4, 19634.4, 19634.4, 19634.4, 19634.4, 19634.4, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:26:38 EST 2016, 0, 0.250, 2, 15.068, 1.20593, 14.2184, 15.9176, 13.52, 14.36, 15.095, 15.36, 18.31, 195923, 21.2264, 195908, 195938, 195904, 195920, 195920, 195920, 195984, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9980000, 0, 9980000, 9980000, 9980000, 9980000, 9980000, 9980000, 9980000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 20000, 0, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 1, 0, 1, 1, 1, 1, 1, 1, 1
Fri Dec 30 15:27:30 EST 2016, 1, 0.250, 2, 8.538, 0.729422, 8.02408, 9.05192, 6.99, 8.44, 8.67, 8.84, 10.06, 190200, 8, 190194, 190206, 190192, 190192, 190208, 190208, 190208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 495428, 0, 495428, 495428, 495428, 495428, 495428, 495428, 495428, 3430996, 0, 3430996, 3430996, 3430996, 3430996, 3430996, 3430996, 3430996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 5, 5, 5, 5, 5, 5, 1.00074, -nan, nan, nan, 1.00074, 1.00074, 1.00074, 1.00074, 1.00074, 7868.59, 0.000172633, 7868.59, 7868.59, 7868.59, 7868.59, 7868.59, 7868.59, 7868.59, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:28:37 EST 2016, 2, 0.250, 2, 12.588, 0.798834, 12.0252, 13.1508, 11.79, 12.04, 12.305, 13.74, 14.04, 194682, 10.6132, 194675, 194689, 194672, 194672, 194688, 194688, 194704, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 919998, 0, 919998, 919998, 919998, 919998, 919998, 919998, 919998, 5390406, 0, 5390406, 5390406, 5390406, 5390406, 5390406, 5390406, 5390406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 5, 5, 5, 5, 5, 5, 1.00676, 1.49012e-08, 1.00676, 1.00676, 1.00676, 1.00676, 1.00676, 1.00676, 1.00676, 12646.1, -nan, nan, nan, 12646.1, 12646.1, 12646.1, 12646.1, 12646.1, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:29:38 EST 2016, 4, 0.250, 2, 15.51, 0.789835, 14.9535, 16.0665, 14.44, 15.12, 15.305, 16.41, 17.31, 197637, 7.33212, 197632, 197642, 197632, 197632, 197632, 197648, 197648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1819612, 0, 1819612, 1819612, 1819612, 1819612, 1819612, 1819612, 1819612, 6810630, 0, 6810630, 6810630, 6810630, 6810630, 6810630, 6810630, 6810630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1.00157, -nan, nan, nan, 1.00157, 1.00157, 1.00157, 1.00157, 1.00157, 17295.1, -nan, nan, nan, 17295.1, 17295.1, 17295.1, 17295.1, 17295.1, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:30:45 EST 2016, 8, 0.250, 2, 16.83, 1.36013, 15.8717, 17.7883, 15.41, 16.05, 16.335, 18.09, 20.14, 199274, 10.6132, 199267, 199281, 199264, 199264, 199280, 199280, 199296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3199998, 0, 3199998, 3199998, 3199998, 3199998, 3199998, 3199998, 3199998, 6597540, 0, 6597540, 6597540, 6597540, 6597540, 6597540, 6597540, 6597540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1.00276, 0, 1.00276, 1.00276, 1.00276, 1.00276, 1.00276, 1.00276, 1.00276, 19634.3, 0.000244141, 19634.3, 19634.3, 19634.3, 19634.3, 19634.3, 19634.3, 19634.3, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:31:37 EST 2016, 0, 0.500, 2, 14.159, 0.548533, 13.7725, 14.5455, 13.00, 13.78, 14.265, 14.79, 14.79, 190683, 14.4, 190673, 190693, 190672, 190672, 190688, 190688, 190720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9980000, 0, 9980000, 9980000, 9980000, 9980000, 9980000, 9980000, 9980000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 20000, 0, 20000, 20000, 20000, 20000, 20000, 20000, 20000, 1, 0, 1, 1, 1, 1, 1, 1, 1
Fri Dec 30 15:32:34 EST 2016, 1, 0.500, 2, 8.536, 0.597063, 8.11534, 8.95666, 7.25, 8.29, 8.665, 9.10, 9.63, 187734, 7.83837, 187728, 187740, 187728, 187728, 187736, 187744, 187744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 479998, 0, 479998, 479998, 479998, 479998, 479998, 479998, 479998, 3446339, 0, 3446339, 3446339, 3446339, 3446339, 3446339, 3446339, 3446339, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 5, 5, 5, 5, 5, 5, 1.01178, -nan, nan, nan, 1.01178, 1.01178, 1.01178, 1.01178, 1.01178, 7868.41, -nan, nan, nan, 7868.41, 7868.41, 7868.41, 7868.41, 7868.41, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:33:41 EST 2016, 2, 0.500, 2, 12.24, 0.682774, 11.7589, 12.7211, 11.72, 11.89, 12.135, 12.49, 14.19, 192267, 10.245, 192260, 192274, 192256, 192256, 192272, 192272, 192288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 899998, 0, 899998, 899998, 899998, 899998, 899998, 899998, 899998, 5410591, 0, 5410591, 5410591, 5410591, 5410591, 5410591, 5410591, 5410591, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 5, 5, 5, 5, 5, 5, 1.00586, -nan, nan, nan, 1.00586, 1.00586, 1.00586, 1.00586, 1.00586, 12646.5, 0, 12646.5, 12646.5, 12646.5, 12646.5, 12646.5, 12646.5, 12646.5, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:34:42 EST 2016, 4, 0.500, 2, 14.76, 0.604533, 14.3341, 15.1859, 13.06, 14.71, 15, 15.20, 15.28, 193208, 8, 193202, 193214, 193200, 193200, 193216, 193216, 193216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1739994, 0, 1739994, 1739994, 1739994, 1739994, 1739994, 1739994, 1739994, 6890442, 0, 6890442, 6890442, 6890442, 6890442, 6890442, 6890442, 6890442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1.00306, 1.49012e-08, 1.00306, 1.00306, 1.00306, 1.00306, 1.00306, 1.00306, 1.00306, 17295.5, 0, 17295.5, 17295.5, 17295.5, 17295.5, 17295.5, 17295.5, 17295.5, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:35:44 EST 2016, 8, 0.500, 2, 16.036, 0.535373, 15.6588, 16.4132, 15.52, 15.58, 16.12, 16.45, 17.32, 193938, 4.8, 193935, 193941, 193936, 193936, 193936, 193936, 193952, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3180000, 0, 3180000, 3180000, 3180000, 3180000, 3180000, 3180000, 3180000, 6617467, 0, 6617467, 6617467, 6617467, 6617467, 6617467, 6617467, 6617467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1.00546, 2.10734e-08, 1.00546, 1.00546, 1.00546, 1.00546, 1.00546, 1.00546, 1.00546, 19634.2, -nan, nan, nan, 19634.2, 19634.2, 19634.2, 19634.2, 19634.2, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:36:56 EST 2016, 0, 0.000, 4, 24.487, 1.72323, 23.2729, 25.7011, 23.23, 23.60, 24.25, 24.58, 29.49, 239254, 7.83837, 239248, 239260, 239248, 239248, 239256, 239264, 239264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19960000, 0, 19960000, 19960000, 19960000, 19960000, 19960000, 19960000, 19960000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 40000, 0, 40000, 40000, 40000, 40000, 40000, 40000, 40000, 1, 0, 1, 1, 1, 1, 1, 1, 1
