# Timestamp, procs, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max
Sat Jan 21 05:11:56 EST 2017, 1, 1, 0.000, 1, 13.863, 0.543582, 13.48, 14.246, 12.74, 14.05, 14.13, 14.15, 14.24, 399216, 2.79999, 399214, 399218, 399212, 399216, 399216, 399220, 399220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3433872, 0, 3433872, 3433872, 3433872, 3433872, 3433872, 3433872, 3433872, 3826030, 0, 3826030, 3826030, 3826030, 3826030, 3826030, 3826030, 3826030
Sat Jan 21 05:13:03 EST 2017, 1, 2, 0.000, 1, 18.821, 0.357364, 18.5692, 19.0728, 18.44, 18.51, 18.925, 19.27, 19.32, 415198, 2.68328, 415196, 415200, 415196, 415196, 415198, 415200, 415204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5154144, 0, 5154144, 5154144, 5154144, 5154144, 5154144, 5154144, 5154144, 6175150, 0, 6175150, 6175150, 6175150, 6175150, 6175150, 6175150, 6175150
Sat Jan 21 05:14:09 EST 2017, 1, 5, 0.000, 1, 24.772, 1.24147, 23.8973, 25.6467, 22.24, 25.23, 25.395, 25.43, 25.58, 484462, 3.2, 484460, 484464, 484460, 484460, 484462, 484468, 484468, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7130511, 0, 7130511, 7130511, 7130511, 7130511, 7130511, 7130511, 7130511, 8992515, 0, 8992515, 8992515, 8992515, 8992515, 8992515, 8992515, 8992515
Sat Jan 21 05:15:10 EST 2017, 1, 10, 0.000, 1, 27.074, 0.950612, 26.4042, 27.7438, 25.14, 27.31, 27.495, 27.75, 27.86, 484891, 2.4, 484889, 484893, 484888, 484888, 484892, 484892, 484896, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8069297, 0, 8069297, 8069297, 8069297, 8069297, 8069297, 8069297, 8069297, 9733974, 0, 9733974, 9733974, 9733974, 9733974, 9733974, 9733974, 9733974
Sat Jan 21 05:15:57 EST 2017, 1, 1, 0.250, 1, 13.483, 0.606977, 13.0554, 13.9106, 12.22, 13.7, 13.77, 13.84, 13.89, 398825, 1.83303, 398824, 398826, 398824, 398824, 398824, 398828, 398828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3432436, 0, 3432436, 3432436, 3432436, 3432436, 3432436, 3432436, 3432436, 3825159, 0, 3825159, 3825159, 3825159, 3825159, 3825159, 3825159, 3825159
Sat Jan 21 05:17:03 EST 2017, 1, 2, 0.250, 1, 18.34, 0.618595, 17.9042, 18.7758, 17.08, 18.58, 18.63, 18.66, 18.83, 412566, 1.9596, 412565, 412567, 412564, 412564, 412566, 412568, 412568, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5111432, 0, 5111432, 5111432, 5111432, 5111432, 5111432, 5111432, 5111432, 6175887, 0, 6175887, 6175887, 6175887, 6175887, 6175887, 6175887, 6175887
Sat Jan 21 05:18:09 EST 2017, 1, 5, 0.250, 1, 23.809, 0.837979, 23.2186, 24.3994, 22.13, 24.08, 24.21, 24.33, 24.41, 421992, 3.32266, 421990, 421994, 421988, 421988, 421992, 421996, 421996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6839383, 0, 6839383, 6839383, 6839383, 6839383, 6839383, 6839383, 6839383, 8992148, 0, 8992148, 8992148, 8992148, 8992148, 8992148, 8992148, 8992148
Sat Jan 21 05:19:16 EST 2017, 1, 10, 0.250, 1, 25.243, 0.908813, 24.6027, 25.8833, 23.38, 25.47, 25.66, 25.92, 25.99, 423649, 1.6, 423648, 423650, 423648, 423648, 423648, 423652, 423652, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7266062, 0, 7266062, 7266062, 7266062, 7266062, 7266062, 7266062, 7266062, 9733887, 0, 9733887, 9733887, 9733887, 9733887, 9733887, 9733887, 9733887
Sat Jan 21 05:20:12 EST 2017, 1, 1, 0.000, 2, 21.784, 1.11954, 20.9952, 22.5728, 19.53, 22.17, 22.365, 22.46, 22.51, 461993, 2.56124, 461991, 461995, 461992, 461992, 461992, 461996, 462000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5726667, 0, 5726667, 5726667, 5726667, 5726667, 5726667, 5726667, 5726667, 7680975, 0, 7680975, 7680975, 7680975, 7680975, 7680975, 7680975, 7680975
Sat Jan 21 05:21:20 EST 2017, 1, 2, 0.000, 2, 29.794, 1.12828, 28.9991, 30.5889, 27.51, 30.15, 30.32, 30.52, 30.67, 481617, 1.83303, 481616, 481618, 481616, 481616, 481616, 481620, 481620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7731257, 0, 7731257, 7731257, 7731257, 7731257, 7731257, 7731257, 7731257, 12373647, 0, 12373647, 12373647, 12373647, 12373647, 12373647, 12373647, 12373647
