# Timestamp, procs, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max
Fri Jan 13 21:36:40 EST 2017, 1, 1, 0.000, 1, 20.577, 0.541647, 20.1954, 20.9586, 19.28, 20.1, 20.865, 20.96, 21.01, 423112, 2.8, 423110, 423114, 423108, 423108, 423112, 423116, 423116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3433872, 0, 3433872, 3433872, 3433872, 3433872, 3433872, 3433872, 3433872, 3826030, 0, 3826030, 3826030, 3826030, 3826030, 3826030, 3826030, 3826030
Fri Jan 13 21:40:52 EST 2017, 1, 2, 0.000, 1, 30.016, 1.00119, 29.3106, 30.7214, 27.68, 29.6, 30.395, 31.03, 31.06, 439815, 2.56126, 439813, 439817, 439812, 439812, 439816, 439816, 439820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5154144, 0, 5154144, 5154144, 5154144, 5154144, 5154144, 5154144, 5154144, 6175150, 0, 6175150, 6175150, 6175150, 6175150, 6175150, 6175150, 6175150
Fri Jan 13 21:45:09 EST 2017, 1, 5, 0.000, 1, 39.674, 0.436468, 39.3665, 39.9815, 39.11, 39.36, 39.72, 40.33, 40.48, 511690, 2, 511689, 511691, 511688, 511688, 511692, 511692, 511692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7130511, 0, 7130511, 7130511, 7130511, 7130511, 7130511, 7130511, 7130511, 8992515, 0, 8992515, 8992515, 8992515, 8992515, 8992515, 8992515, 8992515
Fri Jan 13 21:49:21 EST 2017, 1, 10, 0.000, 1, 44.149, 1.37112, 43.183, 45.115, 42.11, 42.77, 44.74, 45.76, 45.83, 514306, 1.9596, 514305, 514307, 514304, 514304, 514306, 514308, 514308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8069297, 0, 8069297, 8069297, 8069297, 8069297, 8069297, 8069297, 8069297, 9733974, 0, 9733974, 9733974, 9733974, 9733974, 9733974, 9733974, 9733974
Fri Jan 13 21:52:58 EST 2017, 1, 1, 0.250, 1, 19.682, 0.422038, 19.3847, 19.9793, 19.32, 19.33, 19.75, 20.22, 20.26, 422516, 2.15407, 422514, 422518, 422512, 422516, 422516, 422516, 422520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3432436, 0, 3432436, 3432436, 3432436, 3432436, 3432436, 3432436, 3432436, 3825159, 0, 3825159, 3825159, 3825159, 3825159, 3825159, 3825159, 3825159
Fri Jan 13 21:57:15 EST 2017, 1, 2, 0.250, 1, 28.763, 0.652519, 28.3033, 29.2227, 27.41, 28.39, 29.01, 29.48, 29.55, 436908, 3.32265, 436906, 436910, 436904, 436904, 436908, 436912, 436912, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5111432, 0, 5111432, 5111432, 5111432, 5111432, 5111432, 5111432, 5111432, 6175887, 0, 6175887, 6175887, 6175887, 6175887, 6175887, 6175887, 6175887
Fri Jan 13 22:00:47 EST 2017, 1, 5, 0.250, 1, 37.804, 0.731658, 37.2885, 38.3195, 36.5, 37.34, 38.06, 38.64, 38.73, 451616, 3.32265, 451614, 451618, 451612, 451612, 451616, 451620, 451620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6839383, 0, 6839383, 6839383, 6839383, 6839383, 6839383, 6839383, 6839383, 8992148, 0, 8992148, 8992148, 8992148, 8992148, 8992148, 8992148, 8992148
Fri Jan 13 22:02:53 EST 2017, 1, 10, 0.250, 1, 40.205, 1.5964, 39.0802, 41.3298, 36.97, 40.87, 41.01, 41.06, 41.11, 452746, 2, 452745, 452747, 452744, 452744, 452748, 452748, 452748, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7266062, 0, 7266062, 7266062, 7266062, 7266062, 7266062, 7266062, 7266062, 9733887, 0, 9733887, 9733887, 9733887, 9733887, 9733887, 9733887, 9733887
Fri Jan 13 22:04:50 EST 2017, 1, 1, 0.000, 2, 34.486, 0.57658, 34.0798, 34.8922, 33.57, 33.74, 34.795, 35.08, 35.11, 487558, 2, 487557, 487559, 487556, 487556, 487560, 487560, 487560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5726667, 0, 5726667, 5726667, 5726667, 5726667, 5726667, 5726667, 5726667, 7680975, 0, 7680975, 7680975, 7680975, 7680975, 7680975, 7680975, 7680975
Fri Jan 13 22:07:06 EST 2017, 1, 2, 0.000, 2, 46.797, 1.14518, 45.9902, 47.6038, 45.47, 45.78, 47.17, 48.19, 48.27, 508626, 1.95958, 508625, 508627, 508624, 508624, 508628, 508628, 508628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7731257, 0, 7731257, 7731257, 7731257, 7731257, 7731257, 7731257, 7731257, 12373647, 0, 12373647, 12373647, 12373647, 12373647, 12373647, 12373647, 12373647
