# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, heap_timing_secs
Mon Jan  9 14:00:48 EST 2017, 8984, 0.570, 8, 0.720, 529, 68, 1, 25, 74, 15.123, 12.857
Mon Jan  9 14:01:08 EST 2017, 6509, 0.320, 5, 0.470, 454, 45, 6, 13, 52, 16.587, 16.757
Mon Jan  9 14:02:52 EST 2017, 1559, 0.820, 1, 0.970, 304, 90, 15, 38, 97, 95.943, 95.150
Mon Jan  9 14:03:38 EST 2017, 2178, 0.130, 7, 0.660, 361, 96, 14, 16, 24, 34.867, 41.067
Mon Jan  9 14:04:16 EST 2017, 7128, 0.630, 2, 0.160, 511, 51, 5, 41, 69, 34.843, 34.687
Mon Jan  9 14:04:50 EST 2017, 9603, 0.380, 5, 0.910, 586, 73, 9, 3, 46, 30.603, 31.230
Mon Jan  9 14:06:39 EST 2017, 4653, 0.880, 9, 0.410, 436, 28, 19, 28, 91, 105.140, 98.963
Mon Jan  9 14:06:46 EST 2017, 3416, 0.260, 1, 0.530, 548, 17, 12, 47, 13, 4.520, 4.413
Mon Jan  9 14:06:59 EST 2017, 8366, 0.760, 6, 0.030, 398, 62, 2, 22, 58, 11.370, 11.940
Mon Jan  9 14:07:16 EST 2017, 5891, 0.010, 8, 0.780, 323, 39, 7, 35, 35, 15.253, 15.217
Mon Jan  9 14:09:39 EST 2017, 941, 0.510, 4, 0.280, 473, 84, 16, 10, 80, 129.857, 132.923
Mon Jan  9 14:10:29 EST 2017, 1250, 0.040, 3, 0.440, 576, 65, 4, 24, 83, 42.517, 46.443
Mon Jan  9 14:10:57 EST 2017, 6200, 0.540, 7, 0.940, 426, 20, 13, 49, 38, 25.380, 27.523
Mon Jan  9 14:13:00 EST 2017, 8675, 0.290, 9, 0.190, 351, 87, 18, 11, 60, 107.017, 111.643
Mon Jan  9 14:13:16 EST 2017, 3725, 0.790, 5, 0.690, 501, 42, 9, 36, 15, 14.953, 14.840
Mon Jan  9 14:13:40 EST 2017, 4962, 0.410, 6, 0.310, 314, 54, 2, 42, 94, 21.547, 20.863
Mon Jan  9 14:14:52 EST 2017, 9912, 0.910, 2, 0.810, 464, 99, 11, 17, 49, 56.903, 66.863
Mon Jan  9 14:16:25 EST 2017, 7437, 0.160, 4, 0.060, 539, 31, 16, 30, 72, 84.487, 87.820
Mon Jan  9 14:16:36 EST 2017, 2487, 0.660, 8, 0.560, 389, 76, 6, 5, 27, 11.057, 9.423
Mon Jan  9 14:17:47 EST 2017, 1869, 0.350, 4, 0.750, 445, 70, 5, 27, 89, 56.870, 64.290
Mon Jan  9 14:18:04 EST 2017, 6819, 0.850, 9, 0.250, 595, 25, 15, 2, 44, 15.470, 16.170
Mon Jan  9 14:25:03 EST 2017, 9294, 0.100, 7, 0.500, 520, 93, 19, 39, 66, 347.520, 392.640
Mon Jan  9 14:25:13 EST 2017, 4344, 0.600, 2, 0.000, 370, 48, 10, 14, 21, 8.140, 7.657
Mon Jan  9 14:25:27 EST 2017, 3106, 0.230, 8, 0.880, 483, 37, 3, 8, 77, 10.807, 11.843
Mon Jan  9 14:26:18 EST 2017, 8056, 0.730, 3, 0.380, 333, 82, 12, 33, 32, 47.793, 48.527
Mon Jan  9 14:26:27 EST 2017, 5581, 0.480, 1, 0.630, 408, 14, 17, 21, 55, 8.513, 8.687
Mon Jan  9 14:26:46 EST 2017, 631, 0.980, 6, 0.130, 558, 59, 8, 46, 10, 16.200, 17.773
Mon Jan  9 14:27:13 EST 2017, 477, 0.210, 5, 0.550, 319, 44, 17, 3, 59, 24.550, 25.623
Mon Jan  9 14:27:37 EST 2017, 5427, 0.710, 9, 0.050, 469, 89, 8, 28, 14, 20.910, 20.143
Mon Jan  9 14:27:48 EST 2017, 7902, 0.460, 7, 0.800, 544, 21, 3, 15, 81, 9.553, 10.363
Mon Jan  9 14:28:52 EST 2017, 2952, 0.960, 3, 0.300, 394, 66, 13, 40, 36, 57.763, 58.407
Mon Jan  9 14:32:21 EST 2017, 4189, 0.340, 8, 0.670, 581, 55, 15, 34, 70, 175.640, 185.713
Mon Jan  9 14:32:22 EST 2017, 9139, 0.840, 4, 0.170, 431, 10, 5, 9, 25, 1.177, 1.053
Mon Jan  9 14:32:37 EST 2017, 6664, 0.090, 1, 0.920, 356, 77, 1, 46, 93, 10.393, 11.510
Mon Jan  9 14:33:11 EST 2017, 1714, 0.590, 6, 0.420, 506, 32, 10, 21, 48, 29.657, 28.957
Mon Jan  9 14:35:19 EST 2017, 2333, 0.400, 2, 0.240, 450, 38, 19, 49, 76, 120.103, 119.973
Mon Jan  9 14:35:49 EST 2017, 7283, 0.900, 7, 0.740, 300, 83, 9, 24, 31, 27.377, 27.917
Mon Jan  9 14:36:04 EST 2017, 9758, 0.150, 9, 0.490, 375, 16, 4, 37, 98, 13.627, 14.097
Mon Jan  9 14:37:09 EST 2017, 4808, 0.650, 4, 0.990, 525, 61, 14, 12, 53, 62.877, 63.817
Mon Jan  9 14:39:21 EST 2017, 3570, 0.020, 5, 0.110, 412, 72, 16, 18, 65, 106.537, 119.277
Mon Jan  9 14:39:27 EST 2017, 8520, 0.520, 1, 0.610, 562, 27, 7, 43, 20, 5.780, 5.687
Mon Jan  9 14:39:49 EST 2017, 6045, 0.270, 3, 0.360, 487, 94, 2, 6, 87, 19.257, 19.747
Mon Jan  9 14:40:27 EST 2017, 1095, 0.770, 8, 0.860, 337, 49, 11, 31, 42, 32.947, 35.393
Mon Jan  9 14:40:47 EST 2017, 786, 0.300, 6, 0.890, 403, 30, 8, 42, 34, 18.643, 17.373
Mon Jan  9 14:43:37 EST 2017, 5736, 0.800, 2, 0.390, 553, 75, 18, 17, 79, 143.840, 164.990
Mon Jan  9 14:43:54 EST 2017, 8211, 0.050, 4, 0.640, 478, 52, 13, 29, 11, 13.330, 15.570
Mon Jan  9 14:44:11 EST 2017, 3261, 0.550, 9, 0.140, 328, 97, 4, 4, 56, 13.323, 16.493
Mon Jan  9 14:44:37 EST 2017, 4498, 0.180, 1, 0.770, 515, 86, 6, 23, 45, 21.140, 23.920
Mon Jan  9 14:47:11 EST 2017, 9448, 0.680, 5, 0.270, 365, 41, 16, 48, 90, 136.057, 152.503
Mon Jan  9 14:47:29 EST 2017, 6973, 0.430, 7, 0.520, 440, 63, 11, 10, 22, 14.657, 15.723
Mon Jan  9 14:47:33 EST 2017, 2023, 0.930, 3, 0.020, 590, 18, 1, 35, 67, 3.417, 3.687
Mon Jan  9 14:47:42 EST 2017, 1405, 0.120, 9, 0.330, 534, 13, 10, 7, 51, 6.830, 8.057
Mon Jan  9 14:51:28 EST 2017, 6355, 0.620, 5, 0.830, 384, 58, 19, 32, 96, 212.620, 197.330
Mon Jan  9 14:51:39 EST 2017, 8830, 0.370, 2, 0.080, 309, 35, 14, 20, 28, 9.647, 9.050
Mon Jan  9 14:53:14 EST 2017, 3880, 0.870, 7, 0.580, 459, 80, 5, 45, 73, 84.587, 91.440
Mon Jan  9 14:53:50 EST 2017, 2642, 0.490, 3, 0.450, 347, 92, 7, 26, 39, 34.560, 33.397
Mon Jan  9 14:55:00 EST 2017, 7592, 0.990, 8, 0.950, 497, 47, 17, 1, 84, 54.050, 66.947
Mon Jan  9 14:55:51 EST 2017, 5117, 0.240, 6, 0.200, 572, 69, 12, 39, 17, 43.007, 50.910
Mon Jan  9 14:55:54 EST 2017, 167, 0.740, 1, 0.700, 422, 24, 2, 14, 62, 1.923, 2.147
Mon Jan  9 14:56:26 EST 2017, 148, 0.240, 9, 0.430, 357, 58, 5, 10, 89, 23.817, 29.453
Mon Jan  9 14:56:47 EST 2017, 5098, 0.740, 5, 0.930, 507, 13, 15, 35, 44, 19.087, 18.403
Mon Jan  9 14:58:50 EST 2017, 7573, 0.490, 3, 0.180, 582, 80, 10, 23, 66, 99.663, 115.730
Mon Jan  9 14:58:53 EST 2017, 2623, 0.990, 7, 0.680, 432, 35, 1, 48, 21, 2.530, 2.177
Mon Jan  9 15:00:08 EST 2017, 3860, 0.370, 4, 0.300, 544, 47, 8, 29, 77, 69.597, 66.773
Mon Jan  9 15:00:54 EST 2017, 8810, 0.870, 8, 0.800, 394, 92, 17, 4, 32, 38.530, 44.170
Mon Jan  9 15:01:26 EST 2017, 6335, 0.120, 6, 0.050, 319, 24, 12, 42, 55, 28.913, 29.523
Mon Jan  9 15:01:28 EST 2017, 1385, 0.620, 1, 0.550, 469, 69, 3, 17, 10, 1.297, 1.200
Mon Jan  9 15:03:26 EST 2017, 2004, 0.430, 7, 0.860, 488, 75, 6, 38, 83, 108.277, 108.530
Mon Jan  9 15:03:40 EST 2017, 6954, 0.930, 2, 0.360, 338, 30, 16, 13, 38, 12.963, 12.283
Mon Jan  9 15:05:44 EST 2017, 9429, 0.180, 4, 0.610, 413, 97, 11, 26, 61, 113.740, 111.900
Mon Jan  9 15:05:46 EST 2017, 4479, 0.680, 9, 0.110, 563, 52, 2, 1, 16, 1.853, 1.693
Mon Jan  9 15:06:11 EST 2017, 3242, 0.060, 1, 0.990, 375, 41, 9, 20, 94, 21.813, 22.727
Mon Jan  9 15:10:50 EST 2017, 8192, 0.560, 5, 0.490, 525, 86, 18, 45, 49, 260.677, 260.100
Mon Jan  9 15:11:08 EST 2017, 5717, 0.310, 8, 0.740, 450, 19, 14, 7, 72, 15.727, 17.463
Mon Jan  9 15:11:17 EST 2017, 767, 0.810, 3, 0.240, 300, 64, 4, 32, 27, 8.063, 8.120
Mon Jan  9 15:12:19 EST 2017, 1076, 0.280, 2, 0.020, 441, 83, 15, 46, 24, 54.133, 57.480
Mon Jan  9 15:13:01 EST 2017, 6026, 0.780, 6, 0.520, 591, 38, 6, 21, 69, 38.820, 39.003
Mon Jan  9 15:13:12 EST 2017, 8501, 0.030, 8, 0.270, 516, 61, 1, 34, 47, 10.190, 9.630
Mon Jan  9 15:13:28 EST 2017, 3551, 0.530, 4, 0.770, 366, 16, 11, 9, 92, 13.530, 13.627
Mon Jan  9 15:13:38 EST 2017, 4788, 0.150, 5, 0.140, 479, 27, 18, 15, 13, 9.700, 8.047
Mon Jan  9 15:14:10 EST 2017, 9738, 0.650, 1, 0.640, 329, 72, 8, 40, 58, 29.600, 28.970
Mon Jan  9 15:14:14 EST 2017, 7263, 0.400, 3, 0.390, 404, 49, 3, 2, 35, 2.990, 3.513
Mon Jan  9 15:19:13 EST 2017, 2313, 0.900, 7, 0.890, 554, 94, 13, 27, 80, 272.403, 265.230
Mon Jan  9 15:19:44 EST 2017, 1695, 0.090, 5, 0.710, 572, 89, 17, 6, 18, 30.177, 29.010
Mon Jan  9 15:20:33 EST 2017, 6645, 0.590, 9, 0.210, 422, 44, 7, 31, 63, 35.857, 45.190
Mon Jan  9 15:20:42 EST 2017, 9120, 0.340, 7, 0.960, 347, 66, 2, 18, 41, 7.710, 7.093
Mon Jan  9 15:21:36 EST 2017, 4170, 0.840, 2, 0.460, 497, 21, 12, 43, 86, 47.060, 49.480
Mon Jan  9 15:21:47 EST 2017, 2932, 0.460, 8, 0.580, 310, 10, 19, 37, 30, 9.980, 9.480
Mon Jan  9 15:22:37 EST 2017, 7882, 0.960, 3, 0.080, 460, 55, 9, 12, 75, 47.580, 49.107
Mon Jan  9 15:22:53 EST 2017, 5407, 0.210, 1, 0.830, 535, 33, 5, 49, 52, 13.943, 14.543
Mon Jan  9 15:25:57 EST 2017, 457, 0.710, 6, 0.330, 385, 78, 14, 24, 97, 161.417, 177.300
Mon Jan  9 15:26:03 EST 2017, 612, 0.480, 4, 0.970, 455, 26, 1, 30, 51, 3.637, 5.440
Mon Jan  9 15:27:00 EST 2017, 5562, 0.980, 9, 0.470, 305, 71, 10, 5, 96, 49.667, 51.457
Mon Jan  9 15:27:52 EST 2017, 8037, 0.230, 6, 0.720, 380, 48, 15, 42, 28, 47.130, 45.647
Mon Jan  9 15:28:47 EST 2017, 3087, 0.730, 2, 0.220, 530, 93, 6, 17, 73, 47.800, 50.157
Mon Jan  9 15:29:01 EST 2017, 4324, 0.100, 8, 0.850, 418, 82, 3, 11, 39, 11.523, 12.533
Mon Jan  9 15:30:53 EST 2017, 9274, 0.600, 3, 0.350, 568, 37, 13, 36, 84, 101.257, 106.203
Mon Jan  9 15:31:10 EST 2017, 6799, 0.350, 1, 0.600, 493, 59, 17, 24, 17, 15.443, 14.367
Mon Jan  9 15:31:27 EST 2017, 1849, 0.850, 5, 0.100, 343, 14, 8, 49, 62, 16.007, 15.927
Mon Jan  9 15:31:29 EST 2017, 2468, 0.170, 2, 0.290, 324, 20, 2, 20, 34, 1.433, 1.253
Mon Jan  9 15:34:59 EST 2017, 7418, 0.670, 7, 0.790, 474, 65, 12, 45, 79, 185.917, 195.230
Mon Jan  9 15:35:09 EST 2017, 9893, 0.420, 9, 0.040, 549, 42, 16, 8, 11, 9.293, 9.333
Mon Jan  9 15:36:24 EST 2017, 4943, 0.920, 5, 0.540, 399, 87, 7, 33, 56, 60.123, 70.770
Mon Jan  9 15:37:32 EST 2017, 3706, 0.290, 6, 0.410, 586, 99, 4, 39, 45, 60.100, 60.853
Mon Jan  9 15:38:17 EST 2017, 8656, 0.790, 1, 0.910, 436, 54, 14, 14, 90, 40.223, 40.493
Mon Jan  9 15:39:05 EST 2017, 6181, 0.040, 4, 0.160, 361, 76, 19, 27, 23, 41.810, 44.907
Mon Jan  9 15:39:24 EST 2017, 1231, 0.540, 8, 0.660, 511, 31, 9, 2, 68, 15.357, 18.513
Mon Jan  9 15:40:46 EST 2017, 921, 0.010, 7, 0.570, 539, 51, 11, 13, 76, 71.507, 67.213
Mon Jan  9 15:40:53 EST 2017, 5871, 0.510, 3, 0.070, 389, 96, 1, 38, 31, 7.217, 6.420
Mon Jan  9 15:41:02 EST 2017, 8346, 0.260, 5, 0.820, 314, 28, 6, 0, 99, 6.843, 7.513
Mon Jan  9 15:43:30 EST 2017, 3396, 0.760, 9, 0.320, 464, 73, 16, 25, 54, 137.503, 134.767
Mon Jan  9 15:45:00 EST 2017, 4634, 0.380, 2, 0.690, 352, 62, 13, 44, 65, 88.157, 81.437
Mon Jan  9 15:45:03 EST 2017, 9584, 0.880, 6, 0.190, 502, 17, 4, 19, 20, 2.413, 2.393
Mon Jan  9 15:48:39 EST 2017, 7109, 0.130, 8, 0.940, 577, 85, 9, 31, 87, 203.343, 202.160
Mon Jan  9 15:49:06 EST 2017, 2159, 0.630, 4, 0.440, 427, 40, 18, 6, 42, 23.500, 24.677
Mon Jan  9 15:50:16 EST 2017, 1540, 0.320, 9, 0.130, 408, 34, 12, 35, 59, 55.150, 61.993
Mon Jan  9 15:50:23 EST 2017, 6490, 0.820, 4, 0.630, 558, 79, 3, 10, 14, 6.263, 4.540
Mon Jan  9 15:50:45 EST 2017, 8965, 0.070, 2, 0.380, 483, 12, 7, 47, 82, 13.643, 19.417
Mon Jan  9 15:51:33 EST 2017, 4015, 0.570, 7, 0.880, 333, 57, 17, 22, 37, 43.010, 46.387
Mon Jan  9 15:52:47 EST 2017, 2778, 0.200, 3, 0.000, 521, 68, 14, 3, 70, 67.647, 66.513
Mon Jan  9 15:52:53 EST 2017, 7728, 0.700, 8, 0.500, 371, 23, 5, 28, 25, 4.887, 4.777
Mon Jan  9 15:55:16 EST 2017, 5253, 0.450, 6, 0.250, 446, 90, 10, 16, 93, 121.423, 139.870
Mon Jan  9 15:56:26 EST 2017, 303, 0.950, 1, 0.750, 596, 45, 19, 41, 48, 62.753, 64.027
Mon Jan  9 15:56:43 EST 2017, 380, 0.350, 5, 0.620, 307, 40, 3, 26, 88, 12.990, 16.753
Mon Jan  9 15:57:00 EST 2017, 5330, 0.850, 1, 0.120, 457, 85, 13, 1, 43, 14.887, 16.703
Mon Jan  9 15:57:53 EST 2017, 7805, 0.100, 3, 0.870, 532, 18, 18, 38, 65, 43.990, 51.340
Mon Jan  9 15:58:04 EST 2017, 2855, 0.600, 8, 0.370, 382, 63, 8, 13, 20, 10.063, 10.383
Mon Jan  9 15:58:15 EST 2017, 4092, 0.220, 2, 0.500, 570, 74, 1, 7, 99, 9.167, 10.713
Mon Jan  9 15:58:52 EST 2017, 9042, 0.720, 6, 0.000, 420, 29, 10, 32, 54, 31.063, 34.960
Mon Jan  9 16:02:10 EST 2017, 6567, 0.470, 9, 0.750, 345, 97, 15, 19, 77, 157.877, 176.890
Mon Jan  9 16:02:40 EST 2017, 1617, 0.970, 4, 0.250, 495, 52, 6, 44, 32, 25.887, 27.667
Mon Jan  9 16:03:27 EST 2017, 2236, 0.030, 8, 0.060, 476, 46, 5, 22, 94, 42.327, 43.347
Mon Jan  9 16:05:50 EST 2017, 7186, 0.530, 4, 0.560, 326, 91, 14, 47, 49, 130.990, 126.977
Mon Jan  9 16:06:05 EST 2017, 9661, 0.280, 1, 0.310, 401, 23, 19, 10, 71, 11.917, 14.063
Mon Jan  9 16:06:52 EST 2017, 4711, 0.780, 6, 0.810, 551, 68, 9, 35, 26, 37.303, 43.027
Mon Jan  9 16:07:21 EST 2017, 3474, 0.410, 5, 0.180, 439, 57, 2, 41, 82, 26.530, 25.400
Mon Jan  9 16:07:32 EST 2017, 8424, 0.910, 9, 0.680, 589, 12, 12, 16, 37, 9.557, 9.403
Mon Jan  9 16:11:02 EST 2017, 5949, 0.160, 7, 0.430, 514, 80, 16, 29, 60, 189.427, 190.070
Mon Jan  9 16:11:04 EST 2017, 999, 0.660, 3, 0.930, 364, 35, 7, 4, 15, 2.003, 1.710
Mon Jan  9 16:11:08 EST 2017, 1308, 0.130, 3, 0.780, 392, 15, 13, 18, 18, 3.897, 3.427
Mon Jan  9 16:12:08 EST 2017, 6258, 0.630, 8, 0.280, 542, 60, 4, 43, 63, 56.333, 52.013
Mon Jan  9 16:12:22 EST 2017, 8733, 0.380, 6, 0.530, 467, 38, 9, 5, 40, 12.453, 12.047
Mon Jan  9 16:14:26 EST 2017, 3783, 0.880, 1, 0.030, 317, 83, 18, 30, 85, 86.790, 109.620
Mon Jan  9 16:16:26 EST 2017, 5020, 0.250, 9, 0.900, 504, 94, 11, 49, 29, 111.817, 106.390
Mon Jan  9 16:16:38 EST 2017, 9970, 0.750, 4, 0.400, 354, 49, 2, 24, 74, 10.917, 10.860
Mon Jan  9 16:17:18 EST 2017, 7495, 0.000, 2, 0.650, 429, 71, 6, 36, 51, 38.980, 32.627
Mon Jan  9 16:18:52 EST 2017, 2545, 0.500, 7, 0.150, 579, 26, 16, 11, 96, 77.780, 78.210
Mon Jan  9 16:19:07 EST 2017, 1927, 0.440, 1, 0.460, 561, 32, 15, 33, 23, 12.920, 13.313
Mon Jan  9 16:19:37 EST 2017, 6877, 0.940, 5, 0.960, 411, 77, 5, 8, 68, 26.840, 26.253
Mon Jan  9 16:20:53 EST 2017, 9352, 0.190, 7, 0.210, 336, 54, 10, 46, 46, 53.033, 65.943
Mon Jan  9 16:25:44 EST 2017, 4402, 0.690, 3, 0.710, 486, 99, 19, 21, 91, 275.847, 271.140
Mon Jan  9 16:25:54 EST 2017, 3164, 0.060, 6, 0.340, 373, 88, 12, 2, 12, 6.823, 9.360
Mon Jan  9 16:26:08 EST 2017, 8114, 0.560, 2, 0.840, 523, 43, 3, 27, 57, 14.457, 11.570
Mon Jan  9 16:26:42 EST 2017, 5639, 0.310, 4, 0.090, 598, 66, 7, 15, 35, 32.660, 26.593
Mon Jan  9 16:28:13 EST 2017, 689, 0.810, 8, 0.590, 448, 21, 17, 40, 80, 83.707, 70.343
Mon Jan  9 16:28:31 EST 2017, 535, 0.110, 1, 0.200, 509, 95, 8, 8, 36, 15.563, 16.680
Mon Jan  9 16:31:41 EST 2017, 5485, 0.610, 6, 0.700, 359, 50, 17, 33, 81, 125.107, 163.213
Mon Jan  9 16:32:03 EST 2017, 7960, 0.360, 8, 0.450, 434, 73, 13, 20, 13, 21.787, 17.853
Mon Jan  9 16:32:26 EST 2017, 3010, 0.860, 3, 0.950, 584, 28, 3, 45, 58, 19.897, 17.507
Mon Jan  9 16:32:34 EST 2017, 4247, 0.490, 7, 0.070, 396, 16, 5, 26, 47, 6.597, 6.950
Mon Jan  9 16:33:46 EST 2017, 9197, 0.990, 2, 0.570, 546, 61, 15, 1, 92, 58.723, 69.057
Mon Jan  9 16:34:23 EST 2017, 6722, 0.240, 5, 0.320, 471, 39, 10, 39, 25, 25.457, 34.307
Mon Jan  9 16:34:34 EST 2017, 1772, 0.740, 9, 0.820, 321, 84, 1, 14, 70, 7.507, 8.023
Mon Jan  9 16:35:36 EST 2017, 2391, 0.300, 3, 0.510, 340, 78, 9, 42, 53, 60.633, 59.287
Mon Jan  9 16:37:27 EST 2017, 7341, 0.800, 7, 0.010, 490, 33, 18, 17, 98, 104.887, 99.707
Mon Jan  9 16:38:34 EST 2017, 9816, 0.050, 5, 0.760, 565, 56, 14, 29, 30, 60.940, 59.060
Mon Jan  9 16:38:36 EST 2017, 4866, 0.550, 1, 0.260, 415, 11, 4, 4, 75, 1.300, 1.247
Mon Jan  9 16:38:50 EST 2017, 3628, 0.170, 9, 0.640, 528, 22, 7, 23, 42, 12.837, 13.140
Mon Jan  9 16:42:48 EST 2017, 8578, 0.670, 4, 0.140, 378, 67, 16, 48, 87, 211.687, 215.137
Mon Jan  9 16:42:55 EST 2017, 6103, 0.420, 2, 0.890, 303, 45, 11, 11, 19, 4.393, 5.957
Mon Jan  9 16:43:40 EST 2017, 1153, 0.920, 6, 0.390, 453, 90, 2, 36, 64, 30.130, 39.360
Mon Jan  9 16:48:52 EST 2017, 844, 0.390, 8, 0.360, 593, 70, 18, 47, 56, 299.503, 270.217
Mon Jan  9 16:48:56 EST 2017, 5794, 0.890, 3, 0.860, 443, 25, 8, 22, 11, 3.097, 3.423
Mon Jan  9 16:49:31 EST 2017, 8269, 0.140, 1, 0.110, 368, 92, 4, 34, 78, 32.670, 26.907
Mon Jan  9 16:49:56 EST 2017, 3319, 0.640, 5, 0.610, 518, 47, 13, 9, 33, 21.507, 23.917
Mon Jan  9 16:50:31 EST 2017, 4556, 0.020, 4, 0.480, 331, 36, 16, 15, 67, 30.220, 33.620
Mon Jan  9 16:51:04 EST 2017, 9506, 0.520, 9, 0.980, 481, 81, 6, 40, 22, 31.960, 27.277
Mon Jan  9 16:51:06 EST 2017, 7031, 0.270, 7, 0.230, 556, 14, 1, 3, 89, 1.997, 1.507
Mon Jan  9 16:51:55 EST 2017, 2081, 0.770, 2, 0.730, 406, 59, 11, 28, 44, 40.343, 39.663
Mon Jan  9 16:53:06 EST 2017, 1463, 0.200, 6, 0.920, 425, 64, 19, 0, 73, 66.150, 63.163
Mon Jan  9 16:53:16 EST 2017, 6413, 0.700, 2, 0.420, 575, 19, 10, 25, 28, 8.123, 8.873
Mon Jan  9 16:54:23 EST 2017, 8888, 0.450, 4, 0.670, 500, 87, 5, 12, 95, 59.820, 65.527
Mon Jan  9 16:55:22 EST 2017, 3938, 0.950, 8, 0.170, 350, 42, 14, 37, 50, 55.443, 54.673
Mon Jan  9 16:57:17 EST 2017, 2700, 0.330, 3, 0.790, 462, 53, 17, 31, 61, 107.800, 97.503
Mon Jan  9 16:57:28 EST 2017, 7650, 0.830, 7, 0.290, 312, 98, 7, 6, 16, 6.647, 9.620
Mon Jan  9 16:57:48 EST 2017, 5175, 0.080, 9, 0.540, 387, 31, 2, 43, 84, 14.487, 15.023
Mon Jan  9 16:59:01 EST 2017, 225, 0.580, 5, 0.040, 537, 76, 12, 18, 39, 68.393, 62.593
Mon Jan  9 16:59:19 EST 2017, 187, 0.410, 2, 0.620, 384, 89, 5, 14, 41, 14.430, 17.500
Mon Jan  9 17:03:08 EST 2017, 5137, 0.910, 7, 0.120, 534, 44, 14, 39, 86, 167.320, 197.933
Mon Jan  9 17:03:28 EST 2017, 7612, 0.160, 9, 0.870, 459, 67, 19, 2, 19, 16.943, 17.537
Mon Jan  9 17:03:50 EST 2017, 2662, 0.660, 5, 0.370, 309, 22, 9, 27, 64, 20.763, 16.917
Mon Jan  9 17:03:54 EST 2017, 3899, 0.040, 6, 0.740, 496, 10, 2, 45, 52, 3.610, 3.203
Mon Jan  9 17:04:36 EST 2017, 8849, 0.540, 1, 0.240, 346, 55, 12, 20, 97, 40.193, 38.163
Mon Jan  9 17:05:02 EST 2017, 6374, 0.290, 3, 0.990, 421, 33, 16, 33, 30, 24.310, 24.147
Mon Jan  9 17:06:07 EST 2017, 1424, 0.790, 8, 0.490, 571, 78, 7, 8, 75, 56.290, 64.180
Mon Jan  9 17:06:47 EST 2017, 2043, 0.220, 4, 0.180, 552, 84, 3, 36, 47, 34.420, 35.643
Mon Jan  9 17:07:49 EST 2017, 6993, 0.720, 8, 0.680, 402, 39, 13, 11, 92, 54.230, 57.153
Mon Jan  9 17:08:50 EST 2017, 9468, 0.470, 6, 0.430, 327, 61, 18, 48, 24, 49.953, 56.270
Mon Jan  9 17:09:03 EST 2017, 4518, 0.970, 2, 0.930, 477, 16, 8, 23, 69, 11.150, 11.440
Mon Jan  9 17:09:04 EST 2017, 3280, 0.350, 7, 0.050, 365, 27, 1, 5, 36, 0.847, 1.023
Mon Jan  9 17:11:36 EST 2017, 8230, 0.850, 3, 0.550, 515, 72, 11, 30, 81, 127.973, 144.557
Mon Jan  9 17:11:46 EST 2017, 5755, 0.100, 1, 0.300, 590, 50, 15, 17, 13, 8.557, 9.310
Mon Jan  9 17:13:47 EST 2017, 805, 0.600, 5, 0.800, 440, 95, 6, 42, 58, 84.033, 107.640
Mon Jan  9 17:15:35 EST 2017, 1115, 0.070, 9, 0.960, 318, 75, 15, 28, 61, 90.887, 102.343
Mon Jan  9 17:15:38 EST 2017, 6065, 0.570, 4, 0.460, 468, 30, 5, 3, 16, 1.783, 1.810
Mon Jan  9 17:19:07 EST 2017, 8540, 0.320, 2, 0.710, 543, 98, 10, 41, 83, 188.167, 185.647
Mon Jan  9 17:20:00 EST 2017, 3590, 0.820, 6, 0.210, 393, 53, 19, 16, 38, 45.990, 50.867
Mon Jan  9 17:20:43 EST 2017, 4827, 0.440, 3, 0.840, 580, 41, 12, 9, 72, 38.110, 40.397
Mon Jan  9 17:21:02 EST 2017, 9777, 0.940, 8, 0.340, 430, 86, 3, 34, 27, 16.110, 17.990
Mon Jan  9 17:21:24 EST 2017, 7302, 0.190, 5, 0.590, 355, 19, 8, 22, 95, 17.713, 21.123
Mon Jan  9 17:23:07 EST 2017, 2352, 0.690, 1, 0.090, 505, 64, 17, 47, 50, 79.683, 90.513
Mon Jan  9 17:25:28 EST 2017, 1733, 0.260, 7, 0.270, 487, 58, 14, 19, 67, 108.577, 127.187
Mon Jan  9 17:25:31 EST 2017, 6683, 0.760, 3, 0.770, 337, 13, 4, 44, 22, 2.143, 1.980
Mon Jan  9 17:26:46 EST 2017, 9158, 0.010, 5, 0.020, 412, 81, 9, 6, 89, 61.637, 71.207
Mon Jan  9 17:28:14 EST 2017, 4208, 0.510, 9, 0.520, 562, 36, 18, 31, 44, 77.340, 79.847
Mon Jan  9 17:28:45 EST 2017, 2971, 0.130, 1, 0.400, 449, 47, 11, 37, 55, 28.093, 29.640
Mon Jan  9 17:28:49 EST 2017, 7921, 0.630, 6, 0.900, 599, 92, 2, 12, 10, 3.273, 3.180
Mon Jan  9 17:29:19 EST 2017, 5446, 0.380, 8, 0.150, 524, 25, 6, 25, 78, 28.310, 25.550
Mon Jan  9 17:29:41 EST 2017, 496, 0.880, 4, 0.650, 374, 70, 16, 0, 33, 20.130, 17.930
Mon Jan  9 17:31:23 EST 2017, 651, 0.180, 7, 0.040, 585, 34, 9, 44, 82, 93.477, 91.537
