# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--recvr-range 1 10000', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', heap_timing_secs, binomHeap_timing_secs
Sun Apr 30 09:26:50 EDT 2017, 6935, 0.560, 5498, 1, 0.950, 525, 23, 3, 8, 30, 1.167, 1.470
Sun Apr 30 09:28:06 EDT 2017, 9410, 0.310, 7998, 8, 0.700, 300, 46, 17, 46, 52, 69.130, 75.373
Sun Apr 30 09:30:04 EDT 2017, 4460, 0.810, 2998, 4, 0.200, 450, 91, 7, 21, 97, 96.923, 115.540
Sun Apr 30 09:30:31 EDT 2017, 3222, 0.430, 6748, 7, 0.580, 487, 57, 5, 27, 41, 21.050, 26.087
Sun Apr 30 09:30:40 EDT 2017, 8172, 0.930, 1748, 2, 0.080, 337, 12, 15, 2, 86, 5.280, 8.430
Sun Apr 30 09:31:57 EDT 2017, 5697, 0.180, 4248, 9, 0.330, 562, 35, 10, 40, 64, 63.387, 76.247
Sun Apr 30 09:32:32 EDT 2017, 747, 0.680, 9248, 5, 0.830, 412, 80, 19, 15, 19, 29.343, 34.287
Sun Apr 30 09:33:08 EDT 2017, 1057, 0.210, 5186, 3, 0.670, 347, 32, 14, 16, 78, 27.173, 35.300
Sun Apr 30 09:33:39 EDT 2017, 6007, 0.710, 186, 8, 0.170, 497, 77, 4, 41, 33, 25.923, 30.550
Sun Apr 30 09:33:48 EDT 2017, 8482, 0.460, 2686, 1, 0.420, 422, 99, 19, 4, 10, 5.540, 8.800
Sun Apr 30 09:34:53 EDT 2017, 3532, 0.960, 7685, 6, 0.920, 572, 54, 9, 29, 55, 58.850, 64.480
Sun Apr 30 09:34:56 EDT 2017, 4769, 0.340, 1436, 4, 0.300, 534, 21, 2, 22, 22, 1.987, 2.843
Sun Apr 30 09:37:06 EDT 2017, 9719, 0.840, 6435, 9, 0.800, 384, 66, 12, 47, 67, 122.383, 129.153
Sun Apr 30 09:38:08 EDT 2017, 7244, 0.090, 8935, 2, 0.550, 459, 88, 7, 10, 89, 46.210, 60.407
Sun Apr 30 09:39:00 EDT 2017, 2294, 0.590, 3936, 7, 0.050, 309, 43, 16, 35, 44, 43.263, 51.853
Sun Apr 30 09:39:17 EDT 2017, 1675, 0.400, 8310, 9, 0.230, 328, 26, 6, 19, 83, 13.207, 17.197
Sun Apr 30 09:41:09 EDT 2017, 6625, 0.900, 3311, 5, 0.730, 478, 71, 15, 44, 38, 98.270, 110.810
Sun Apr 30 09:41:11 EDT 2017, 9100, 0.150, 811, 7, 0.980, 403, 94, 1, 7, 16, 1.337, 1.670
Sun Apr 30 09:42:20 EDT 2017, 4150, 0.650, 5810, 3, 0.480, 553, 49, 10, 32, 61, 56.930, 69.563
Sun Apr 30 09:42:31 EDT 2017, 2913, 0.030, 4561, 8, 0.860, 590, 15, 17, 13, 27, 8.560, 10.610
Sun Apr 30 09:43:53 EDT 2017, 7863, 0.530, 9560, 4, 0.360, 440, 60, 8, 38, 72, 68.927, 80.030
Sun Apr 30 09:46:34 EDT 2017, 5388, 0.280, 7060, 6, 0.110, 515, 83, 13, 1, 95, 118.323, 156.323
Sun Apr 30 09:46:41 EDT 2017, 438, 0.780, 2061, 2, 0.610, 365, 38, 3, 26, 50, 5.357, 6.533
Sun Apr 30 09:49:17 EDT 2017, 593, 0.010, 7529, 7, 0.310, 548, 95, 15, 1, 68, 97.583, 149.933
Sun Apr 30 09:49:24 EDT 2017, 5543, 0.510, 2530, 2, 0.810, 398, 50, 5, 26, 23, 5.470, 6.593
Sun Apr 30 09:49:43 EDT 2017, 8018, 0.260, 30, 9, 0.560, 473, 28, 10, 14, 45, 14.350, 18.487
Sun Apr 30 09:49:56 EDT 2017, 3068, 0.760, 5029, 5, 0.060, 323, 73, 1, 39, 90, 11.847, 13.437
Sun Apr 30 09:50:19 EDT 2017, 4305, 0.390, 3779, 6, 0.690, 361, 84, 8, 8, 34, 17.407, 22.020
Sun Apr 30 09:51:23 EDT 2017, 9255, 0.890, 8779, 1, 0.190, 511, 39, 17, 33, 79, 52.977, 63.957
Sun Apr 30 09:51:28 EDT 2017, 6780, 0.140, 6279, 8, 0.440, 436, 16, 3, 20, 57, 3.687, 4.623
Sun Apr 30 09:51:52 EDT 2017, 1830, 0.640, 1280, 3, 0.940, 586, 61, 12, 45, 12, 21.037, 23.067
Sun Apr 30 09:52:15 EDT 2017, 2449, 0.320, 5654, 1, 0.750, 567, 90, 4, 11, 74, 18.737, 23.443
Sun Apr 30 09:52:55 EDT 2017, 7399, 0.820, 655, 5, 0.250, 417, 45, 14, 36, 29, 32.233, 39.037
Sun Apr 30 09:53:12 EDT 2017, 9874, 0.070, 3154, 3, 0.000, 492, 22, 9, 23, 51, 13.350, 17.033
Sun Apr 30 09:57:50 EDT 2017, 4924, 0.570, 8154, 7, 0.500, 342, 67, 18, 48, 96, 245.287, 272.500
Sun Apr 30 09:58:11 EDT 2017, 3686, 0.200, 1905, 2, 0.120, 304, 78, 11, 5, 40, 13.677, 20.607
Sun Apr 30 09:58:24 EDT 2017, 8636, 0.700, 6904, 6, 0.620, 454, 33, 2, 30, 85, 10.543, 12.427
Sun Apr 30 09:58:35 EDT 2017, 6161, 0.450, 9404, 4, 0.870, 379, 11, 16, 17, 62, 9.007, 11.123
Sun Apr 30 09:58:52 EDT 2017, 1211, 0.950, 4404, 8, 0.370, 529, 56, 6, 42, 17, 14.893, 17.397
Sun Apr 30 09:59:17 EDT 2017, 902, 0.480, 967, 8, 0.090, 464, 53, 2, 37, 82, 21.047, 24.163
Sun Apr 30 10:00:00 EDT 2017, 5852, 0.980, 5967, 4, 0.590, 314, 98, 12, 12, 37, 32.170, 40.960
Sun Apr 30 10:00:16 EDT 2017, 8327, 0.230, 8466, 6, 0.840, 539, 76, 7, 25, 15, 14.180, 16.487
Sun Apr 30 10:00:29 EDT 2017, 3377, 0.730, 3467, 1, 0.340, 389, 31, 17, 0, 60, 7.490, 12.777
Sun Apr 30 10:01:04 EDT 2017, 4614, 0.110, 7217, 9, 0.970, 426, 42, 14, 44, 26, 33.397, 34.687
Sun Apr 30 10:02:15 EDT 2017, 9564, 0.610, 2217, 5, 0.470, 576, 87, 5, 19, 71, 55.950, 69.640
Sun Apr 30 10:06:03 EDT 2017, 7089, 0.360, 4717, 7, 0.220, 351, 64, 19, 31, 93, 192.270, 224.690
Sun Apr 30 10:06:11 EDT 2017, 2139, 0.860, 9716, 3, 0.720, 501, 19, 9, 6, 48, 5.490, 7.577
Sun Apr 30 10:09:58 EDT 2017, 1521, 0.170, 2842, 4, 0.530, 520, 47, 18, 47, 88, 202.413, 225.730
Sun Apr 30 10:10:54 EDT 2017, 6471, 0.670, 7842, 9, 0.030, 370, 92, 8, 22, 43, 44.630, 55.117
Sun Apr 30 10:11:32 EDT 2017, 8946, 0.420, 5342, 2, 0.280, 595, 70, 13, 34, 20, 31.303, 38.283
Sun Apr 30 10:11:40 EDT 2017, 3996, 0.920, 342, 7, 0.780, 445, 25, 4, 9, 65, 5.867, 7.490
Sun Apr 30 10:11:53 EDT 2017, 2758, 0.290, 9091, 3, 0.410, 408, 36, 6, 40, 31, 10.850, 12.647
Sun Apr 30 10:14:40 EDT 2017, 7708, 0.790, 4092, 8, 0.910, 558, 81, 15, 15, 76, 159.100, 166.580
Sun Apr 30 10:14:45 EDT 2017, 5233, 0.040, 1592, 1, 0.660, 333, 59, 1, 28, 99, 3.923, 4.873
Sun Apr 30 10:14:54 EDT 2017, 283, 0.540, 6592, 5, 0.160, 483, 14, 11, 3, 54, 5.300, 8.293
Sun Apr 30 10:20:28 EDT 2017, 361, 0.140, 1826, 9, 0.820, 504, 83, 17, 31, 95, 301.447, 332.367
Sun Apr 30 10:20:41 EDT 2017, 5311, 0.640, 6826, 4, 0.320, 354, 38, 8, 6, 50, 8.953, 13.353
Sun Apr 30 10:21:00 EDT 2017, 7786, 0.390, 9326, 6, 0.070, 579, 16, 12, 44, 28, 15.813, 18.413
Sun Apr 30 10:21:17 EDT 2017, 2836, 0.890, 4326, 2, 0.570, 429, 61, 3, 19, 73, 13.320, 16.517
Sun Apr 30 10:21:45 EDT 2017, 4073, 0.270, 5576, 8, 0.200, 391, 94, 10, 25, 17, 22.473, 27.680
Sun Apr 30 10:22:42 EDT 2017, 9023, 0.770, 577, 3, 0.700, 541, 49, 19, 0, 62, 38.250, 55.130
Sun Apr 30 10:22:59 EDT 2017, 6548, 0.020, 3076, 5, 0.950, 316, 27, 5, 38, 84, 15.973, 17.337
Sun Apr 30 10:23:31 EDT 2017, 1598, 0.520, 8076, 1, 0.450, 466, 72, 15, 13, 39, 22.743, 30.553
Sun Apr 30 10:24:36 EDT 2017, 2217, 0.460, 4951, 4, 0.260, 485, 78, 4, 28, 90, 52.923, 63.870
Sun Apr 30 10:24:50 EDT 2017, 7167, 0.960, 9951, 8, 0.760, 335, 33, 13, 3, 45, 10.043, 13.957
Sun Apr 30 10:24:53 EDT 2017, 9642, 0.210, 7451, 1, 0.510, 560, 10, 9, 41, 22, 2.347, 2.600
Sun Apr 30 10:26:45 EDT 2017, 4692, 0.710, 2451, 6, 0.010, 410, 55, 18, 16, 67, 85.320, 111.797
Sun Apr 30 10:27:09 EDT 2017, 3454, 0.080, 8701, 5, 0.630, 447, 89, 11, 35, 11, 19.570, 23.090
Sun Apr 30 10:27:20 EDT 2017, 8404, 0.580, 3701, 9, 0.130, 597, 44, 2, 10, 56, 7.573, 10.540
Sun Apr 30 10:28:02 EDT 2017, 5929, 0.330, 1202, 2, 0.380, 372, 21, 16, 47, 78, 35.620, 41.747
Sun Apr 30 10:28:27 EDT 2017, 979, 0.830, 6201, 7, 0.880, 522, 66, 6, 22, 33, 22.093, 24.830
Sun Apr 30 10:28:34 EDT 2017, 1289, 0.360, 9638, 5, 0.600, 588, 41, 1, 21, 64, 5.277, 6.500
Sun Apr 30 10:28:56 EDT 2017, 6239, 0.860, 4639, 1, 0.100, 438, 86, 11, 46, 19, 19.310, 21.873
Sun Apr 30 10:29:22 EDT 2017, 8714, 0.110, 2139, 7, 0.350, 513, 64, 6, 8, 42, 17.953, 25.197
Sun Apr 30 10:29:58 EDT 2017, 3764, 0.610, 7138, 3, 0.850, 363, 19, 15, 33, 87, 30.577, 35.250
Sun Apr 30 10:30:39 EDT 2017, 5001, 0.240, 3389, 6, 0.480, 326, 52, 13, 14, 53, 31.790, 39.897
Sun Apr 30 10:31:34 EDT 2017, 9951, 0.740, 8388, 2, 0.980, 476, 97, 3, 39, 98, 46.723, 54.090
Sun Apr 30 10:33:16 EDT 2017, 7476, 0.490, 5889, 8, 0.730, 401, 75, 18, 2, 76, 82.420, 98.197
Sun Apr 30 10:33:33 EDT 2017, 2526, 0.990, 889, 4, 0.230, 551, 30, 8, 27, 31, 13.160, 16.393
Sun Apr 30 10:34:29 EDT 2017, 1907, 0.050, 6514, 2, 0.040, 532, 35, 19, 17, 59, 41.083, 55.400
Sun Apr 30 10:34:52 EDT 2017, 6857, 0.550, 1514, 7, 0.540, 382, 80, 9, 42, 14, 19.093, 22.117
Sun Apr 30 10:35:20 EDT 2017, 9332, 0.300, 4014, 4, 0.790, 457, 58, 14, 5, 36, 21.003, 27.397
Sun Apr 30 10:35:28 EDT 2017, 4382, 0.800, 9013, 9, 0.290, 307, 13, 5, 30, 81, 6.543, 8.050
Sun Apr 30 10:35:38 EDT 2017, 3145, 0.430, 264, 1, 0.910, 344, 47, 7, 24, 48, 7.740, 9.750
Sun Apr 30 10:43:50 EDT 2017, 8095, 0.930, 5264, 6, 0.410, 494, 92, 16, 49, 93, 434.520, 481.093
Sun Apr 30 10:44:03 EDT 2017, 5620, 0.180, 7763, 3, 0.160, 419, 69, 2, 11, 70, 9.037, 12.493
Sun Apr 30 10:44:23 EDT 2017, 670, 0.680, 2764, 8, 0.660, 569, 24, 12, 36, 25, 17.737, 20.280
Sun Apr 30 10:45:25 EDT 2017, 515, 0.380, 6982, 5, 0.400, 312, 62, 9, 10, 97, 41.510, 58.720
Sun Apr 30 10:46:02 EDT 2017, 5465, 0.880, 1983, 9, 0.900, 462, 17, 19, 35, 52, 33.310, 36.383
Sun Apr 30 10:46:08 EDT 2017, 7940, 0.130, 4482, 3, 0.650, 387, 40, 4, 23, 29, 4.923, 5.980
Sun Apr 30 10:51:54 EDT 2017, 2990, 0.630, 9482, 7, 0.150, 537, 85, 14, 48, 74, 296.730, 342.943
Sun Apr 30 10:52:20 EDT 2017, 4228, 0.000, 733, 4, 0.520, 574, 73, 16, 4, 18, 16.713, 25.417
Sun Apr 30 10:52:45 EDT 2017, 9178, 0.500, 5732, 8, 0.020, 424, 28, 7, 29, 63, 21.087, 25.460
Sun Apr 30 10:53:53 EDT 2017, 6703, 0.250, 8232, 2, 0.270, 499, 51, 11, 17, 86, 52.943, 66.740
Sun Apr 30 10:54:10 EDT 2017, 1753, 0.750, 3233, 6, 0.770, 349, 96, 2, 42, 41, 14.773, 16.533
Sun Apr 30 10:54:45 EDT 2017, 2371, 0.190, 8857, 8, 0.960, 368, 57, 10, 1, 91, 30.157, 33.910
Sun Apr 30 10:54:46 EDT 2017, 7321, 0.690, 3858, 3, 0.460, 518, 12, 1, 26, 46, 1.027, 1.253
Sun Apr 30 10:55:03 EDT 2017, 9796, 0.440, 1358, 5, 0.210, 443, 34, 15, 14, 24, 12.327, 16.847
Sun Apr 30 10:55:47 EDT 2017, 4846, 0.940, 6357, 1, 0.710, 593, 79, 5, 39, 69, 35.863, 42.003
Sun Apr 30 10:55:51 EDT 2017, 3609, 0.320, 2608, 9, 0.090, 555, 68, 3, 7, 12, 2.440, 3.630
Sun Apr 30 10:56:22 EDT 2017, 8559, 0.820, 7607, 4, 0.590, 405, 23, 13, 32, 57, 25.457, 30.613
Sun Apr 30 10:57:12 EDT 2017, 6084, 0.070, 5107, 7, 0.840, 480, 45, 8, 20, 80, 44.613, 49.657
Sun Apr 30 10:58:26 EDT 2017, 1134, 0.570, 108, 2, 0.340, 330, 90, 17, 45, 35, 63.977, 73.093
Sun Apr 30 10:58:44 EDT 2017, 825, 0.100, 4170, 1, 0.180, 396, 20, 13, 49, 60, 14.720, 17.107
Sun Apr 30 10:58:52 EDT 2017, 5775, 0.600, 9170, 6, 0.680, 546, 65, 4, 24, 15, 6.950, 8.330
Sun Apr 30 11:00:13 EDT 2017, 8250, 0.350, 6670, 3, 0.930, 321, 87, 18, 37, 38, 74.200, 79.897
Sun Apr 30 11:00:58 EDT 2017, 3300, 0.850, 1670, 8, 0.430, 471, 42, 8, 12, 83, 33.493, 44.313
Sun Apr 30 11:01:01 EDT 2017, 4537, 0.470, 7920, 2, 0.800, 508, 31, 1, 43, 49, 2.917, 3.343
Sun Apr 30 11:03:09 EDT 2017, 9487, 0.970, 2920, 7, 0.300, 358, 76, 11, 18, 94, 98.383, 124.843
Sun Apr 30 11:05:17 EDT 2017, 7012, 0.220, 420, 5, 0.050, 583, 99, 6, 31, 71, 111.010, 127.217
Sun Apr 30 11:05:42 EDT 2017, 2062, 0.720, 5420, 9, 0.550, 433, 54, 16, 6, 26, 17.853, 24.633
Sun Apr 30 11:05:55 EDT 2017, 1443, 0.290, 2295, 6, 0.740, 415, 14, 7, 40, 55, 10.650, 12.030
Sun Apr 30 11:06:08 EDT 2017, 6393, 0.790, 7295, 2, 0.240, 565, 59, 17, 15, 10, 10.127, 13.297
Sun Apr 30 11:06:17 EDT 2017, 8868, 0.040, 9794, 9, 0.490, 340, 82, 2, 28, 32, 7.323, 8.733
Sun Apr 30 11:06:44 EDT 2017, 3918, 0.540, 4795, 4, 0.990, 490, 37, 12, 3, 77, 21.857, 26.287
Sun Apr 30 11:07:42 EDT 2017, 2681, 0.160, 6045, 5, 0.370, 452, 26, 19, 46, 43, 49.007, 57.677
Sun Apr 30 11:08:17 EDT 2017, 7631, 0.660, 1045, 1, 0.870, 302, 71, 10, 21, 88, 28.447, 33.913
Sun Apr 30 11:12:32 EDT 2017, 5156, 0.410, 3545, 7, 0.620, 527, 93, 14, 34, 66, 214.440, 247.997
Sun Apr 30 11:12:36 EDT 2017, 206, 0.910, 8545, 3, 0.120, 377, 48, 5, 9, 21, 3.187, 4.420
Sun Apr 30 11:12:41 EDT 2017, 245, 0.080, 5850, 8, 0.570, 331, 77, 2, 7, 30, 3.123, 4.277
Sun Apr 30 11:13:40 EDT 2017, 5195, 0.580, 850, 4, 0.070, 481, 32, 11, 32, 75, 48.233, 59.363
Sun Apr 30 11:13:51 EDT 2017, 7670, 0.330, 3350, 6, 0.320, 406, 10, 7, 20, 97, 8.060, 10.407
Sun Apr 30 11:14:58 EDT 2017, 2720, 0.830, 8349, 1, 0.820, 556, 55, 16, 45, 52, 59.153, 66.557
Sun Apr 30 11:18:06 EDT 2017, 3957, 0.450, 2100, 9, 0.440, 594, 89, 14, 1, 86, 130.133, 180.130
Sun Apr 30 11:18:18 EDT 2017, 8907, 0.950, 7099, 5, 0.940, 444, 44, 4, 26, 41, 10.853, 12.177
Sun Apr 30 11:18:28 EDT 2017, 6432, 0.200, 9599, 7, 0.690, 519, 21, 18, 13, 18, 7.387, 9.567
Sun Apr 30 11:19:25 EDT 2017, 1482, 0.700, 4600, 2, 0.190, 369, 66, 9, 38, 63, 46.253, 55.900
Sun Apr 30 11:19:57 EDT 2017, 2101, 0.270, 7724, 4, 0.000, 350, 83, 17, 4, 24, 21.663, 31.017
Sun Apr 30 11:20:49 EDT 2017, 7051, 0.770, 2725, 9, 0.500, 500, 38, 8, 29, 69, 42.803, 51.687
Sun Apr 30 11:21:07 EDT 2017, 9526, 0.020, 225, 2, 0.750, 425, 15, 13, 16, 92, 13.733, 17.597
Sun Apr 30 11:21:36 EDT 2017, 4576, 0.520, 5225, 6, 0.250, 575, 60, 3, 41, 47, 24.573, 28.697
Sun Apr 30 11:22:28 EDT 2017, 3338, 0.140, 3975, 3, 0.880, 538, 94, 5, 10, 80, 39.790, 49.747
Sun Apr 30 11:23:23 EDT 2017, 8288, 0.640, 8974, 8, 0.380, 388, 49, 15, 35, 35, 46.110, 55.177
Sun Apr 30 11:23:24 EDT 2017, 5813, 0.390, 6474, 1, 0.130, 463, 27, 1, 23, 13, 0.397, 0.470
Sun Apr 30 11:24:45 EDT 2017, 863, 0.890, 1475, 5, 0.630, 313, 72, 10, 48, 58, 71.087, 79.920
Sun Apr 30 11:25:29 EDT 2017, 1173, 0.420, 3037, 7, 0.850, 378, 35, 15, 46, 38, 39.913, 43.733
Sun Apr 30 11:26:49 EDT 2017, 6123, 0.920, 8037, 3, 0.350, 528, 80, 6, 21, 83, 62.817, 78.527
Sun Apr 30 11:27:58 EDT 2017, 8598, 0.170, 5537, 9, 0.100, 303, 58, 11, 34, 61, 57.130, 68.593
Sun Apr 30 11:27:58 EDT 2017, 3648, 0.670, 538, 5, 0.600, 453, 13, 1, 9, 16, 0.370, 0.463
Sun Apr 30 11:29:16 EDT 2017, 4885, 0.050, 9287, 6, 0.220, 491, 46, 8, 40, 72, 65.163, 76.630
Sun Apr 30 11:29:53 EDT 2017, 9835, 0.550, 4287, 2, 0.720, 341, 91, 18, 15, 27, 27.860, 35.560
Sun Apr 30 11:30:24 EDT 2017, 7360, 0.300, 1787, 8, 0.970, 566, 69, 4, 27, 49, 29.163, 31.377
Sun Apr 30 11:30:51 EDT 2017, 2410, 0.800, 6787, 4, 0.470, 416, 24, 13, 2, 94, 18.437, 26.143
Sun Apr 30 11:30:58 EDT 2017, 1791, 0.230, 1162, 1, 0.290, 435, 41, 5, 43, 32, 6.153, 7.190
Sun Apr 30 11:34:27 EDT 2017, 6741, 0.730, 6162, 6, 0.790, 585, 86, 14, 18, 77, 183.107, 207.450
Sun Apr 30 11:35:20 EDT 2017, 9216, 0.480, 8662, 3, 0.540, 360, 63, 10, 31, 55, 44.157, 52.570
Sun Apr 30 11:35:25 EDT 2017, 4266, 0.980, 3662, 8, 0.040, 510, 18, 19, 6, 10, 2.663, 4.093
Sun Apr 30 11:36:50 EDT 2017, 3029, 0.360, 7412, 2, 0.660, 472, 52, 12, 49, 66, 75.433, 85.457
Sun Apr 30 11:36:57 EDT 2017, 7979, 0.860, 2412, 7, 0.160, 322, 97, 2, 24, 21, 5.107, 6.247
Sun Apr 30 11:39:34 EDT 2017, 5504, 0.110, 4912, 4, 0.410, 547, 74, 17, 37, 44, 132.643, 156.757
Sun Apr 30 11:39:57 EDT 2017, 554, 0.610, 9912, 9, 0.910, 397, 29, 7, 12, 89, 16.707, 21.707
Sun Apr 30 11:40:49 EDT 2017, 709, 0.310, 381, 3, 0.140, 524, 56, 15, 34, 28, 42.910, 51.850
Sun Apr 30 11:40:53 EDT 2017, 5659, 0.810, 5381, 7, 0.640, 374, 11, 5, 9, 73, 3.000, 4.297
Sun Apr 30 11:42:33 EDT 2017, 8134, 0.060, 7881, 1, 0.890, 599, 34, 19, 47, 96, 88.107, 99.263
Sun Apr 30 11:43:50 EDT 2017, 3184, 0.560, 2881, 5, 0.390, 449, 79, 10, 22, 51, 59.890, 76.173
Sun Apr 30 11:44:21 EDT 2017, 4421, 0.190, 6631, 4, 0.770, 411, 67, 3, 28, 84, 25.763, 30.180
Sun Apr 30 11:44:35 EDT 2017, 9371, 0.690, 1631, 9, 0.270, 561, 22, 12, 3, 39, 8.330, 13.513
Sun Apr 30 11:44:42 EDT 2017, 6896, 0.440, 4131, 2, 0.020, 336, 45, 7, 41, 17, 5.953, 7.047
Sun Apr 30 11:47:42 EDT 2017, 1946, 0.940, 9130, 6, 0.520, 486, 90, 17, 16, 62, 142.497, 175.690
Sun Apr 30 11:47:59 EDT 2017, 2565, 0.000, 3506, 9, 0.710, 467, 62, 6, 25, 23, 13.970, 16.747
Sun Apr 30 11:48:11 EDT 2017, 7515, 0.500, 8506, 5, 0.210, 317, 17, 16, 0, 68, 6.820, 11.663
Sun Apr 30 11:48:33 EDT 2017, 9990, 0.250, 6006, 7, 0.460, 542, 39, 2, 38, 90, 18.993, 22.033
Sun Apr 30 11:49:07 EDT 2017, 5040, 0.750, 1006, 2, 0.960, 392, 84, 11, 13, 45, 27.313, 33.273
Sun Apr 30 11:53:26 EDT 2017, 3802, 0.370, 9755, 8, 0.330, 430, 73, 18, 31, 79, 215.443, 256.270
Sun Apr 30 11:53:35 EDT 2017, 8752, 0.870, 4756, 3, 0.830, 580, 28, 9, 6, 34, 6.413, 9.003
Sun Apr 30 11:53:50 EDT 2017, 6277, 0.120, 2256, 6, 0.580, 355, 51, 13, 44, 11, 12.800, 14.770
Sun Apr 30 11:54:12 EDT 2017, 1327, 0.620, 7256, 1, 0.080, 505, 96, 4, 19, 56, 17.320, 21.580
Sun Apr 30 11:54:19 EDT 2017, 1018, 0.160, 8193, 2, 0.430, 570, 14, 8, 23, 42, 5.643, 7.183
Sun Apr 30 11:58:18 EDT 2017, 5968, 0.660, 3194, 7, 0.930, 420, 59, 18, 48, 87, 234.130, 233.247
Sun Apr 30 11:58:42 EDT 2017, 8443, 0.410, 694, 4, 0.680, 495, 81, 3, 11, 65, 17.997, 23.460
Sun Apr 30 11:59:00 EDT 2017, 3493, 0.910, 5693, 9, 0.180, 345, 36, 13, 36, 20, 14.407, 17.497
Sun Apr 30 11:59:14 EDT 2017, 4730, 0.280, 4443, 1, 0.550, 308, 25, 15, 17, 76, 11.087, 14.357
Sun Apr 30 11:59:49 EDT 2017, 9680, 0.780, 9443, 5, 0.050, 458, 70, 6, 42, 31, 29.313, 34.200
Sun Apr 30 12:00:39 EDT 2017, 7205, 0.030, 6943, 3, 0.300, 383, 93, 10, 5, 54, 33.803, 49.087
Sun Apr 30 12:00:53 EDT 2017, 2255, 0.530, 1944, 8, 0.800, 533, 48, 1, 30, 99, 12.063, 13.650
Sun Apr 30 12:01:05 EDT 2017, 1637, 0.470, 5068, 6, 0.990, 552, 20, 12, 14, 37, 10.707, 11.883
Sun Apr 30 12:01:17 EDT 2017, 6587, 0.970, 69, 1, 0.490, 402, 65, 2, 39, 82, 9.543, 11.257
Sun Apr 30 12:03:13 EDT 2017, 9062, 0.220, 2569, 8, 0.240, 477, 87, 16, 2, 59, 75.373, 114.137
Sun Apr 30 12:03:18 EDT 2017, 4112, 0.720, 7568, 4, 0.740, 327, 42, 7, 27, 14, 4.370, 5.133
Sun Apr 30 12:03:32 EDT 2017, 2874, 0.090, 1319, 7, 0.110, 364, 31, 4, 20, 70, 10.620, 13.037
Sun Apr 30 12:04:40 EDT 2017, 7824, 0.590, 6318, 3, 0.610, 514, 76, 14, 45, 25, 59.260, 67.450
