# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--recvr-range 1 10000', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', heap_timing_secs, binomHeap_timing_secs
Sun Apr 30 11:57:03 EDT 2017, 1932, 0.810, 4048, 2, 0.990, 402, 56, 8, 25, 84, 37.197, 40.997
Sun Apr 30 11:58:43 EDT 2017, 2550, 0.130, 8423, 5, 0.810, 384, 96, 19, 15, 45, 88.617, 100.130
Sun Apr 30 12:01:02 EDT 2017, 7500, 0.630, 3423, 9, 0.310, 534, 51, 9, 40, 90, 117.000, 138.227
Sun Apr 30 12:01:17 EDT 2017, 9975, 0.380, 923, 2, 0.060, 309, 28, 14, 3, 67, 8.967, 14.247
Sun Apr 30 12:01:31 EDT 2017, 5025, 0.880, 5923, 7, 0.560, 459, 73, 4, 28, 22, 11.210, 13.390
Sun Apr 30 12:02:35 EDT 2017, 3788, 0.250, 4673, 3, 0.180, 496, 84, 7, 22, 56, 48.763, 62.137
Sun Apr 30 12:02:50 EDT 2017, 8738, 0.750, 9672, 8, 0.680, 346, 39, 16, 47, 11, 12.603, 14.200
Sun Apr 30 12:02:51 EDT 2017, 6263, 0.000, 7173, 1, 0.930, 571, 17, 2, 9, 34, 0.800, 1.027
Sun Apr 30 12:05:02 EDT 2017, 1313, 0.500, 2173, 6, 0.430, 421, 62, 12, 34, 79, 113.373, 129.527
Sun Apr 30 12:05:31 EDT 2017, 1003, 0.030, 3735, 6, 0.090, 356, 48, 17, 32, 20, 23.720, 28.873
Sun Apr 30 12:06:22 EDT 2017, 5953, 0.530, 8735, 2, 0.590, 506, 93, 7, 7, 65, 35.843, 49.267
Sun Apr 30 12:09:37 EDT 2017, 8428, 0.280, 6235, 9, 0.840, 431, 70, 12, 45, 87, 183.590, 193.427
Sun Apr 30 12:09:43 EDT 2017, 3478, 0.780, 1236, 4, 0.340, 581, 25, 3, 20, 42, 5.013, 6.337
Sun Apr 30 12:10:55 EDT 2017, 4716, 0.410, 9985, 5, 0.960, 543, 36, 10, 26, 98, 67.287, 71.147
Sun Apr 30 12:11:36 EDT 2017, 9666, 0.910, 4985, 1, 0.460, 393, 81, 19, 1, 53, 27.180, 40.220
Sun Apr 30 12:12:01 EDT 2017, 7191, 0.160, 2486, 8, 0.210, 468, 59, 5, 39, 31, 20.793, 24.927
Sun Apr 30 12:12:14 EDT 2017, 2241, 0.660, 7485, 3, 0.710, 318, 14, 15, 14, 76, 10.043, 12.680
Sun Apr 30 12:12:16 EDT 2017, 1622, 0.340, 611, 1, 0.520, 337, 53, 4, 29, 14, 1.723, 2.047
Sun Apr 30 12:14:17 EDT 2017, 6572, 0.840, 5610, 6, 0.020, 487, 98, 13, 4, 59, 82.350, 118.353
Sun Apr 30 12:16:35 EDT 2017, 9047, 0.090, 8110, 4, 0.270, 412, 76, 9, 42, 82, 116.233, 134.433
Sun Apr 30 12:17:14 EDT 2017, 4097, 0.590, 3111, 8, 0.770, 562, 31, 18, 17, 37, 31.507, 37.927
Sun Apr 30 12:19:15 EDT 2017, 2860, 0.220, 6860, 3, 0.400, 599, 42, 11, 36, 93, 98.523, 119.063
Sun Apr 30 12:19:22 EDT 2017, 7810, 0.720, 1861, 7, 0.900, 449, 87, 1, 11, 48, 4.937, 6.257
Sun Apr 30 12:20:43 EDT 2017, 5335, 0.470, 4360, 5, 0.650, 524, 65, 16, 48, 25, 72.360, 80.653
Sun Apr 30 12:20:57 EDT 2017, 385, 0.970, 9360, 9, 0.150, 374, 20, 6, 23, 70, 11.090, 13.680
Sun Apr 30 12:21:07 EDT 2017, 307, 0.320, 4126, 6, 0.860, 316, 79, 3, 39, 23, 8.067, 9.470
Sun Apr 30 12:21:27 EDT 2017, 5257, 0.820, 9126, 1, 0.360, 466, 34, 12, 14, 68, 14.533, 19.770
Sun Apr 30 12:21:41 EDT 2017, 7732, 0.070, 6626, 8, 0.110, 391, 12, 7, 27, 91, 10.920, 13.670
Sun Apr 30 12:22:34 EDT 2017, 2782, 0.570, 1626, 4, 0.610, 541, 57, 17, 2, 46, 34.590, 52.447
Sun Apr 30 12:29:29 EDT 2017, 4020, 0.200, 7876, 7, 0.240, 578, 91, 14, 45, 79, 350.907, 402.663
Sun Apr 30 12:29:37 EDT 2017, 8970, 0.700, 2876, 2, 0.740, 428, 46, 5, 20, 34, 7.027, 8.637
Sun Apr 30 12:29:49 EDT 2017, 6495, 0.450, 376, 9, 0.990, 503, 23, 19, 33, 12, 10.057, 10.967
Sun Apr 30 12:30:30 EDT 2017, 1545, 0.950, 5376, 5, 0.490, 353, 68, 10, 8, 57, 30.923, 40.137
Sun Apr 30 12:31:44 EDT 2017, 2164, 0.010, 2251, 2, 0.300, 372, 85, 18, 48, 29, 63.923, 74.073
Sun Apr 30 12:32:32 EDT 2017, 7114, 0.510, 7251, 6, 0.800, 522, 40, 8, 23, 74, 41.413, 48.167
Sun Apr 30 12:33:18 EDT 2017, 9589, 0.260, 9751, 4, 0.550, 447, 17, 13, 36, 96, 38.737, 45.253
Sun Apr 30 12:33:45 EDT 2017, 4639, 0.760, 4751, 9, 0.050, 597, 62, 4, 11, 51, 19.363, 26.597
Sun Apr 30 12:35:01 EDT 2017, 3401, 0.380, 6001, 1, 0.670, 560, 96, 6, 42, 85, 64.250, 75.503
Sun Apr 30 12:35:51 EDT 2017, 8351, 0.880, 1001, 5, 0.170, 410, 51, 16, 17, 40, 38.183, 49.500
Sun Apr 30 12:35:53 EDT 2017, 5876, 0.130, 3501, 3, 0.420, 485, 29, 1, 30, 18, 0.963, 1.240
Sun Apr 30 12:36:31 EDT 2017, 926, 0.630, 8501, 8, 0.920, 335, 74, 11, 5, 63, 32.460, 37.347
Sun Apr 30 12:36:48 EDT 2017, 1235, 0.160, 6938, 9, 0.580, 400, 37, 15, 0, 37, 10.017, 16.473
Sun Apr 30 12:38:27 EDT 2017, 6185, 0.660, 1939, 4, 0.080, 550, 82, 6, 25, 82, 79.290, 99.020
Sun Apr 30 12:39:11 EDT 2017, 8660, 0.410, 4439, 7, 0.330, 325, 60, 10, 13, 60, 32.450, 42.910
Sun Apr 30 12:39:11 EDT 2017, 3710, 0.910, 9438, 2, 0.830, 475, 15, 1, 38, 15, 0.427, 0.530
Sun Apr 30 12:39:50 EDT 2017, 4948, 0.290, 689, 8, 0.450, 513, 48, 8, 6, 71, 26.910, 38.057
Sun Apr 30 12:40:46 EDT 2017, 9898, 0.790, 5688, 3, 0.950, 363, 93, 17, 31, 26, 49.960, 54.920
Sun Apr 30 12:41:09 EDT 2017, 7423, 0.040, 8188, 6, 0.700, 588, 71, 3, 19, 48, 18.460, 22.630
Sun Apr 30 12:41:47 EDT 2017, 2473, 0.540, 3189, 1, 0.200, 438, 26, 13, 44, 93, 31.650, 37.430
Sun Apr 30 12:41:55 EDT 2017, 1854, 0.480, 8813, 3, 0.020, 419, 43, 4, 9, 43, 5.637, 7.810
Sun Apr 30 12:47:40 EDT 2017, 6804, 0.980, 3814, 7, 0.520, 569, 88, 14, 34, 88, 304.603, 340.523
Sun Apr 30 12:48:05 EDT 2017, 9279, 0.230, 1314, 1, 0.770, 344, 65, 9, 22, 65, 19.593, 24.073
Sun Apr 30 12:48:27 EDT 2017, 4329, 0.730, 6313, 5, 0.270, 494, 20, 19, 47, 20, 19.010, 21.940
Sun Apr 30 12:49:08 EDT 2017, 3092, 0.100, 2564, 4, 0.890, 456, 54, 11, 3, 77, 32.013, 40.993
Sun Apr 30 12:49:19 EDT 2017, 8042, 0.600, 7563, 8, 0.390, 306, 99, 2, 28, 32, 8.120, 9.967
Sun Apr 30 12:51:01 EDT 2017, 5567, 0.350, 5063, 2, 0.140, 531, 77, 16, 16, 54, 81.847, 101.467
Sun Apr 30 12:51:48 EDT 2017, 617, 0.850, 64, 6, 0.640, 381, 32, 7, 41, 99, 41.143, 46.557
Sun Apr 30 12:52:04 EDT 2017, 462, 0.090, 9594, 1, 0.410, 499, 55, 14, 18, 25, 11.810, 15.573
Sun Apr 30 12:52:11 EDT 2017, 5412, 0.590, 4595, 5, 0.910, 349, 10, 5, 43, 70, 5.940, 6.453
Sun Apr 30 12:53:26 EDT 2017, 7887, 0.340, 2095, 3, 0.660, 574, 33, 19, 6, 92, 56.890, 73.843
Sun Apr 30 12:54:43 EDT 2017, 2937, 0.840, 7095, 8, 0.160, 424, 78, 9, 31, 47, 63.187, 75.650
Sun Apr 30 12:54:57 EDT 2017, 4175, 0.460, 3345, 2, 0.530, 386, 67, 2, 24, 81, 11.650, 13.893
Sun Apr 30 12:55:30 EDT 2017, 9125, 0.960, 8344, 7, 0.030, 536, 22, 12, 49, 36, 28.603, 33.010
Sun Apr 30 12:55:34 EDT 2017, 6650, 0.210, 5845, 4, 0.280, 311, 44, 7, 12, 13, 2.560, 3.430
Sun Apr 30 12:58:57 EDT 2017, 1700, 0.710, 845, 9, 0.780, 461, 89, 16, 37, 58, 188.840, 201.253
Sun Apr 30 12:59:15 EDT 2017, 2318, 0.270, 6470, 7, 0.970, 480, 61, 6, 21, 30, 16.057, 18.010
Sun Apr 30 12:59:45 EDT 2017, 7268, 0.770, 1470, 3, 0.470, 330, 16, 15, 46, 75, 25.897, 29.853
Sun Apr 30 12:59:53 EDT 2017, 9743, 0.020, 3970, 9, 0.220, 555, 39, 1, 9, 98, 5.410, 7.477
Sun Apr 30 13:01:32 EDT 2017, 4793, 0.520, 8969, 5, 0.720, 405, 84, 11, 34, 53, 88.040, 98.403
Sun Apr 30 13:04:39 EDT 2017, 3556, 0.150, 220, 6, 0.100, 442, 72, 18, 15, 86, 149.687, 185.430
Sun Apr 30 13:04:59 EDT 2017, 8506, 0.650, 5220, 2, 0.600, 592, 27, 8, 40, 41, 16.720, 19.423
Sun Apr 30 13:05:07 EDT 2017, 6031, 0.400, 7719, 8, 0.850, 367, 50, 13, 2, 19, 5.337, 7.880
Sun Apr 30 13:05:50 EDT 2017, 1081, 0.900, 2720, 4, 0.350, 517, 95, 3, 27, 64, 34.603, 42.773
Sun Apr 30 13:06:00 EDT 2017, 771, 0.430, 1783, 4, 0.130, 583, 13, 9, 29, 33, 7.817, 9.437
Sun Apr 30 13:07:38 EDT 2017, 5721, 0.930, 6782, 9, 0.630, 433, 58, 18, 4, 78, 71.233, 95.063
Sun Apr 30 13:08:14 EDT 2017, 8196, 0.180, 9282, 2, 0.880, 508, 81, 4, 41, 56, 32.127, 35.853
Sun Apr 30 13:08:22 EDT 2017, 3246, 0.680, 4282, 6, 0.380, 358, 36, 14, 16, 11, 5.130, 6.820
Sun Apr 30 13:08:56 EDT 2017, 4484, 0.060, 5532, 3, 0.750, 320, 24, 16, 35, 67, 29.120, 33.747
Sun Apr 30 13:09:09 EDT 2017, 9434, 0.560, 533, 7, 0.250, 470, 69, 6, 10, 22, 9.030, 12.650
Sun Apr 30 13:10:00 EDT 2017, 6959, 0.310, 3032, 1, 0.000, 395, 92, 11, 48, 44, 43.493, 51.550
Sun Apr 30 13:10:22 EDT 2017, 2009, 0.810, 8032, 5, 0.500, 545, 47, 2, 23, 89, 15.957, 20.560
Sun Apr 30 13:10:43 EDT 2017, 1390, 0.240, 4907, 8, 0.690, 527, 19, 12, 32, 39, 18.370, 21.597
Sun Apr 30 13:11:01 EDT 2017, 6340, 0.740, 9907, 3, 0.190, 377, 64, 3, 7, 84, 11.673, 16.843
Sun Apr 30 13:15:32 EDT 2017, 8815, 0.490, 7407, 6, 0.440, 452, 86, 17, 45, 61, 234.067, 267.810
Sun Apr 30 13:15:35 EDT 2017, 3865, 0.990, 2407, 1, 0.940, 302, 41, 8, 20, 16, 2.073, 2.463
Sun Apr 30 13:15:52 EDT 2017, 2628, 0.370, 8657, 9, 0.310, 339, 30, 5, 26, 72, 13.840, 17.027
Sun Apr 30 13:16:20 EDT 2017, 7578, 0.870, 3657, 5, 0.810, 489, 75, 15, 1, 27, 20.270, 27.040
Sun Apr 30 13:18:17 EDT 2017, 5103, 0.120, 1158, 7, 0.560, 414, 98, 10, 38, 50, 100.123, 116.780
Sun Apr 30 13:20:52 EDT 2017, 153, 0.620, 6157, 2, 0.060, 564, 53, 19, 13, 95, 104.700, 146.347
Sun Apr 30 13:21:13 EDT 2017, 172, 0.120, 4575, 9, 0.280, 376, 21, 11, 10, 77, 14.483, 20.660
Sun Apr 30 13:21:24 EDT 2017, 5122, 0.620, 9575, 4, 0.780, 526, 66, 2, 35, 32, 9.120, 10.627
Sun Apr 30 13:21:41 EDT 2017, 7597, 0.370, 7075, 7, 0.530, 301, 88, 16, 22, 10, 13.310, 16.357
Sun Apr 30 13:22:10 EDT 2017, 2647, 0.870, 2075, 2, 0.030, 451, 43, 6, 47, 55, 24.140, 28.287
Sun Apr 30 13:22:11 EDT 2017, 3885, 0.490, 8325, 8, 0.660, 489, 10, 4, 3, 21, 0.730, 0.970
Sun Apr 30 13:23:25 EDT 2017, 8835, 0.990, 3325, 3, 0.160, 339, 55, 14, 28, 66, 61.017, 73.187
Sun Apr 30 13:25:40 EDT 2017, 6360, 0.240, 826, 6, 0.410, 564, 77, 9, 16, 89, 109.077, 133.760
Sun Apr 30 13:26:06 EDT 2017, 1410, 0.740, 5825, 1, 0.910, 414, 32, 18, 41, 44, 22.113, 25.787
Sun Apr 30 13:26:22 EDT 2017, 2028, 0.310, 1451, 4, 0.840, 432, 26, 10, 0, 83, 10.217, 15.563
Sun Apr 30 13:28:46 EDT 2017, 6978, 0.810, 6450, 8, 0.340, 582, 71, 19, 25, 38, 116.893, 143.160
Sun Apr 30 13:28:52 EDT 2017, 9453, 0.060, 8950, 2, 0.090, 357, 94, 5, 13, 16, 4.703, 6.103
Sun Apr 30 13:31:01 EDT 2017, 4503, 0.560, 3950, 6, 0.590, 507, 49, 15, 38, 61, 112.347, 127.357
Sun Apr 30 13:31:08 EDT 2017, 3266, 0.180, 5200, 5, 0.220, 470, 15, 17, 6, 27, 4.830, 7.463
Sun Apr 30 13:32:02 EDT 2017, 8216, 0.680, 201, 9, 0.720, 320, 60, 8, 31, 72, 46.870, 52.700
Sun Apr 30 13:34:27 EDT 2017, 5741, 0.430, 2700, 3, 0.970, 545, 83, 12, 19, 94, 135.953, 142.720
Sun Apr 30 13:34:41 EDT 2017, 791, 0.930, 7700, 7, 0.470, 395, 38, 3, 44, 49, 11.853, 13.677
Sun Apr 30 13:35:56 EDT 2017, 1100, 0.400, 6763, 5, 0.000, 329, 69, 7, 49, 69, 62.437, 73.223
Sun Apr 30 13:36:04 EDT 2017, 6050, 0.900, 1763, 1, 0.500, 479, 24, 17, 24, 24, 6.460, 8.180
Sun Apr 30 13:36:13 EDT 2017, 8525, 0.150, 4263, 8, 0.750, 404, 46, 2, 36, 47, 8.263, 9.403
Sun Apr 30 13:39:10 EDT 2017, 3575, 0.650, 9262, 3, 0.250, 554, 91, 12, 11, 92, 131.043, 171.520
Sun Apr 30 13:41:11 EDT 2017, 4813, 0.030, 513, 6, 0.870, 592, 57, 19, 42, 35, 110.667, 118.720
Sun Apr 30 13:41:21 EDT 2017, 9763, 0.530, 5513, 2, 0.370, 442, 12, 9, 17, 80, 6.817, 9.280
Sun Apr 30 13:42:37 EDT 2017, 7288, 0.280, 8012, 9, 0.120, 517, 35, 14, 30, 58, 61.487, 76.510
Sun Apr 30 13:42:42 EDT 2017, 2338, 0.780, 3013, 4, 0.620, 367, 80, 5, 5, 13, 2.797, 4.057
Sun Apr 30 13:44:24 EDT 2017, 1719, 0.210, 9887, 2, 0.560, 348, 74, 13, 39, 75, 85.680, 100.263
Sun Apr 30 13:44:29 EDT 2017, 6669, 0.710, 4888, 7, 0.060, 498, 29, 3, 14, 30, 3.487, 4.707
Sun Apr 30 13:46:04 EDT 2017, 9144, 0.460, 2388, 5, 0.310, 423, 52, 18, 27, 52, 79.430, 94.240
Sun Apr 30 13:47:48 EDT 2017, 4194, 0.960, 7387, 9, 0.810, 573, 97, 8, 2, 97, 79.877, 101.300
Sun Apr 30 13:47:52 EDT 2017, 2956, 0.340, 3638, 1, 0.440, 535, 63, 1, 45, 41, 3.483, 4.000
Sun Apr 30 13:48:14 EDT 2017, 7906, 0.840, 8637, 6, 0.940, 385, 18, 11, 20, 86, 18.457, 21.220
Sun Apr 30 13:48:45 EDT 2017, 5431, 0.090, 6138, 4, 0.690, 460, 40, 6, 33, 63, 26.713, 31.120
Sun Apr 30 13:49:06 EDT 2017, 481, 0.590, 1138, 8, 0.190, 310, 85, 15, 8, 18, 14.183, 20.597
Sun Apr 30 13:49:36 EDT 2017, 636, 0.350, 9106, 5, 0.980, 568, 45, 3, 32, 82, 25.747, 29.007
Sun Apr 30 13:50:32 EDT 2017, 5586, 0.850, 4107, 9, 0.480, 418, 90, 13, 7, 37, 41.813, 54.247
Sun Apr 30 13:50:51 EDT 2017, 8061, 0.100, 1607, 3, 0.230, 493, 67, 8, 45, 14, 16.020, 18.327
Sun Apr 30 13:51:18 EDT 2017, 3111, 0.600, 6606, 7, 0.730, 343, 22, 17, 20, 59, 22.863, 26.870
Sun Apr 30 13:51:28 EDT 2017, 4349, 0.230, 2857, 4, 0.110, 306, 33, 10, 26, 25, 8.047, 10.020
Sun Apr 30 13:51:35 EDT 2017, 9299, 0.730, 7856, 8, 0.610, 456, 78, 1, 1, 70, 4.983, 6.563
Sun Apr 30 13:52:48 EDT 2017, 6824, 0.480, 5356, 1, 0.860, 381, 56, 15, 38, 93, 62.027, 72.540
Sun Apr 30 13:52:54 EDT 2017, 1874, 0.980, 357, 6, 0.360, 531, 11, 6, 13, 48, 3.803, 5.160
Sun Apr 30 13:56:17 EDT 2017, 2492, 0.040, 7231, 8, 0.420, 550, 50, 16, 29, 87, 169.253, 200.970
Sun Apr 30 13:56:38 EDT 2017, 7442, 0.540, 2232, 3, 0.920, 400, 95, 7, 4, 42, 15.690, 20.880
Sun Apr 30 13:57:20 EDT 2017, 9917, 0.290, 4731, 5, 0.670, 475, 73, 11, 42, 20, 36.273, 41.250
Sun Apr 30 13:57:22 EDT 2017, 4967, 0.790, 9731, 1, 0.170, 325, 28, 2, 17, 65, 1.797, 2.170
Sun Apr 30 13:57:43 EDT 2017, 3730, 0.420, 982, 9, 0.550, 362, 39, 9, 35, 31, 17.393, 20.553
Sun Apr 30 14:01:24 EDT 2017, 8680, 0.920, 5981, 4, 0.050, 512, 84, 19, 10, 76, 169.590, 219.370
Sun Apr 30 14:02:40 EDT 2017, 6205, 0.170, 8481, 7, 0.300, 437, 62, 4, 48, 99, 64.980, 75.367
Sun Apr 30 14:02:59 EDT 2017, 1255, 0.670, 3482, 2, 0.800, 587, 17, 14, 23, 54, 15.750, 18.950
Sun Apr 30 14:04:56 EDT 2017, 945, 0.140, 1919, 1, 0.700, 521, 93, 19, 21, 68, 95.253, 114.390
Sun Apr 30 14:05:22 EDT 2017, 5895, 0.640, 6919, 6, 0.200, 371, 48, 10, 46, 23, 21.643, 25.487
Sun Apr 30 14:05:44 EDT 2017, 8370, 0.390, 9419, 3, 0.450, 596, 25, 14, 9, 45, 15.103, 21.780
Sun Apr 30 14:06:54 EDT 2017, 3420, 0.890, 4419, 8, 0.950, 446, 70, 5, 34, 90, 64.347, 68.943
Sun Apr 30 14:07:14 EDT 2017, 4658, 0.260, 5669, 2, 0.330, 409, 81, 7, 15, 34, 14.657, 19.560
Sun Apr 30 14:09:39 EDT 2017, 9608, 0.760, 669, 7, 0.830, 559, 36, 17, 40, 79, 133.837, 144.817
Sun Apr 30 14:09:41 EDT 2017, 7133, 0.010, 3169, 5, 0.580, 334, 14, 3, 3, 56, 1.290, 1.883
Sun Apr 30 14:09:59 EDT 2017, 2183, 0.510, 8169, 9, 0.080, 484, 59, 12, 28, 11, 14.107, 17.220
Sun Apr 30 14:10:14 EDT 2017, 1564, 0.450, 3794, 6, 0.140, 465, 98, 1, 18, 73, 12.000, 15.113
Sun Apr 30 14:10:35 EDT 2017, 6514, 0.950, 8794, 2, 0.640, 315, 53, 11, 43, 28, 17.710, 20.417
Sun Apr 30 14:10:47 EDT 2017, 8989, 0.200, 6294, 8, 0.890, 540, 31, 6, 6, 51, 8.613, 11.363
Sun Apr 30 14:14:31 EDT 2017, 4039, 0.700, 1294, 4, 0.390, 390, 76, 16, 31, 96, 199.083, 223.083
Sun Apr 30 14:15:48 EDT 2017, 2802, 0.070, 7544, 5, 0.770, 428, 87, 13, 24, 40, 67.010, 76.063
Sun Apr 30 14:16:12 EDT 2017, 7752, 0.570, 2544, 1, 0.270, 578, 42, 4, 49, 85, 21.157, 24.277
Sun Apr 30 14:16:36 EDT 2017, 5277, 0.320, 44, 7, 0.020, 353, 19, 18, 12, 62, 16.707, 22.937
Sun Apr 30 14:16:58 EDT 2017, 327, 0.820, 5044, 3, 0.520, 503, 64, 9, 37, 17, 17.770, 21.157
Sun Apr 30 14:17:07 EDT 2017, 404, 0.470, 279, 2, 0.490, 486, 34, 5, 2, 66, 5.420, 8.463
Sun Apr 30 14:17:38 EDT 2017, 5354, 0.970, 5278, 6, 0.990, 336, 79, 15, 27, 21, 28.933, 31.453
Sun Apr 30 14:18:20 EDT 2017, 7829, 0.220, 7778, 4, 0.740, 561, 57, 10, 15, 43, 32.583, 41.677
Sun Apr 30 14:19:09 EDT 2017, 2879, 0.720, 2779, 8, 0.240, 411, 12, 19, 40, 88, 40.483, 48.033
Sun Apr 30 14:19:26 EDT 2017, 4117, 0.100, 6528, 1, 0.620, 449, 45, 12, 8, 54, 11.760, 16.873
Sun Apr 30 14:20:53 EDT 2017, 9067, 0.600, 1529, 5, 0.120, 599, 90, 3, 33, 99, 71.910, 85.493
Sun Apr 30 14:23:00 EDT 2017, 6592, 0.350, 4028, 3, 0.370, 374, 68, 17, 21, 77, 104.913, 124.403
Sun Apr 30 14:23:15 EDT 2017, 1642, 0.850, 9028, 7, 0.870, 524, 23, 7, 46, 32, 14.060, 15.397
Sun Apr 30 14:24:05 EDT 2017, 2260, 0.160, 3403, 6, 0.930, 505, 40, 16, 11, 60, 42.477, 48.537
Sun Apr 30 14:24:11 EDT 2017, 7210, 0.660, 8403, 1, 0.430, 355, 85, 6, 36, 15, 5.360, 6.263
Sun Apr 30 14:25:20 EDT 2017, 9685, 0.410, 5903, 8, 0.180, 580, 62, 11, 24, 37, 54.197, 67.333
Sun Apr 30 14:25:27 EDT 2017, 4735, 0.910, 904, 3, 0.680, 430, 17, 2, 49, 82, 5.637, 6.373
Sun Apr 30 14:25:52 EDT 2017, 3498, 0.280, 9653, 7, 0.050, 393, 51, 9, 5, 49, 16.437, 25.223
Sun Apr 30 14:31:18 EDT 2017, 8448, 0.780, 4653, 2, 0.550, 543, 96, 18, 30, 94, 270.533, 315.190
Sun Apr 30 14:31:43 EDT 2017, 5973, 0.030, 2154, 9, 0.800, 318, 74, 4, 18, 71, 21.260, 24.730
Sun Apr 30 14:32:07 EDT 2017, 1023, 0.530, 7153, 4, 0.300, 468, 29, 13, 43, 26, 20.610, 23.917
Sun Apr 30 14:38:52 EDT 2017, 1332, 0.000, 8715, 3, 0.210, 533, 82, 18, 38, 96, 321.760, 389.693
Sun Apr 30 14:39:10 EDT 2017, 6282, 0.500, 3716, 8, 0.710, 383, 37, 8, 13, 51, 14.173, 17.867
Sun Apr 30 14:39:14 EDT 2017, 8757, 0.250, 1216, 1, 0.960, 458, 14, 13, 26, 29, 3.437, 4.093
Sun Apr 30 14:39:25 EDT 2017, 3807, 0.750, 6216, 5, 0.460, 308, 59, 3, 1, 74, 7.333, 10.123
Sun Apr 30 14:39:43 EDT 2017, 5045, 0.380, 4966, 4, 0.840, 346, 93, 6, 44, 18, 16.160, 18.237
Sun Apr 30 14:41:20 EDT 2017, 9995, 0.880, 9965, 9, 0.340, 496, 48, 15, 19, 63, 77.417, 95.820
Sun Apr 30 14:41:23 EDT 2017, 7520, 0.130, 7466, 2, 0.090, 421, 26, 1, 32, 85, 3.003, 3.523
Sun Apr 30 14:42:09 EDT 2017, 2570, 0.630, 2466, 6, 0.590, 571, 71, 10, 7, 40, 33.807, 44.220
Sun Apr 30 14:43:17 EDT 2017, 1951, 0.310, 5591, 9, 0.650, 589, 88, 2, 47, 91, 57.667, 66.497
Sun Apr 30 14:44:00 EDT 2017, 6901, 0.810, 591, 5, 0.150, 439, 43, 12, 22, 46, 33.070, 42.000
Sun Apr 30 14:44:08 EDT 2017, 9376, 0.060, 3091, 7, 0.400, 514, 20, 7, 35, 23, 7.077, 8.200
Sun Apr 30 14:45:08 EDT 2017, 4426, 0.560, 8091, 3, 0.900, 364, 65, 16, 10, 68, 50.680, 59.490
Sun Apr 30 14:45:41 EDT 2017, 3188, 0.190, 1841, 8, 0.270, 327, 99, 14, 41, 12, 27.523, 32.317
Sun Apr 30 14:45:59 EDT 2017, 8138, 0.690, 6841, 4, 0.770, 477, 54, 4, 16, 57, 14.693, 17.720
Sun Apr 30 14:47:30 EDT 2017, 5663, 0.440, 9340, 6, 0.520, 402, 31, 19, 29, 80, 75.907, 90.293
Sun Apr 30 14:47:48 EDT 2017, 713, 0.940, 4341, 1, 0.020, 552, 76, 9, 4, 35, 10.653, 16.170
Sun Apr 30 14:47:59 EDT 2017, 559, 0.240, 6059, 7, 0.790, 369, 10, 11, 29, 61, 9.167, 10.747
Sun Apr 30 14:48:00 EDT 2017, 5509, 0.740, 1060, 2, 0.290, 519, 55, 2, 4, 16, 1.023, 1.450
Sun Apr 30 14:50:24 EDT 2017, 7984, 0.490, 3560, 9, 0.040, 444, 78, 16, 42, 39, 125.133, 141.840
Sun Apr 30 14:51:06 EDT 2017, 3034, 0.990, 8559, 5, 0.540, 594, 33, 7, 17, 84, 33.577, 41.413
Sun Apr 30 14:51:18 EDT 2017, 4271, 0.360, 2310, 6, 0.160, 557, 21, 4, 36, 50, 10.230, 12.040
Sun Apr 30 14:52:17 EDT 2017, 9221, 0.860, 7309, 1, 0.660, 407, 66, 14, 11, 95, 41.300, 56.927
Sun Apr 30 14:55:16 EDT 2017, 6746, 0.110, 9809, 8, 0.910, 482, 89, 9, 48, 73, 168.163, 178.047
Sun Apr 30 14:55:41 EDT 2017, 1796, 0.610, 4810, 3, 0.410, 332, 44, 18, 23, 28, 19.923, 25.193
Sun Apr 30 14:55:46 EDT 2017, 2415, 0.420, 7934, 1, 0.350, 313, 16, 8, 33, 56, 4.157, 4.950
Sun Apr 30 14:55:59 EDT 2017, 7365, 0.920, 2935, 5, 0.850, 463, 61, 17, 8, 11, 8.693, 11.787
Sun Apr 30 14:56:15 EDT 2017, 9840, 0.170, 435, 3, 0.600, 388, 83, 3, 45, 33, 14.270, 16.317
Sun Apr 30 14:57:47 EDT 2017, 4890, 0.670, 5435, 7, 0.100, 538, 38, 13, 20, 78, 70.700, 90.703
Sun Apr 30 14:58:16 EDT 2017, 3652, 0.050, 4185, 2, 0.730, 575, 27, 15, 26, 44, 24.173, 29.130
Sun Apr 30 14:58:54 EDT 2017, 8602, 0.550, 9184, 6, 0.230, 425, 72, 5, 1, 89, 25.587, 36.370
Sun Apr 30 15:01:51 EDT 2017, 6127, 0.300, 6684, 4, 0.480, 500, 95, 10, 39, 67, 154.573, 175.870
Sun Apr 30 15:01:53 EDT 2017, 1177, 0.800, 1685, 9, 0.980, 350, 50, 1, 14, 22, 1.097, 1.370
Sun Apr 30 15:02:46 EDT 2017, 868, 0.270, 2622, 8, 0.510, 416, 58, 6, 15, 98, 41.200, 52.177
Sun Apr 30 15:03:16 EDT 2017, 5818, 0.770, 7622, 4, 0.010, 566, 13, 15, 40, 53, 25.420, 30.013
Sun Apr 30 15:03:18 EDT 2017, 8293, 0.020, 5122, 6, 0.260, 341, 36, 1, 3, 30, 0.847, 1.143
