# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 0 12', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, 3tHeap_timing_secs
Tue Jan 10 15:47:58 EST 2017, 6751, 0.390, 11, 0.950, 473, 11, 13, 14, 95, 5.500, 4.827
Tue Jan 10 15:49:04 EST 2017, 1801, 0.890, 5, 0.450, 323, 56, 3, 39, 50, 4.740, 7.293
Tue Jan 10 15:53:10 EST 2017, 2420, 0.070, 9, 0.140, 342, 62, 7, 17, 67, 8.080, 8.323
Tue Jan 10 15:57:12 EST 2017, 7370, 0.570, 3, 0.640, 492, 17, 16, 42, 22, 6.117, 5.773
Tue Jan 10 16:00:38 EST 2017, 9845, 0.320, 0, 0.390, 567, 84, 11, 5, 90, 30.163, 27.130
Tue Jan 10 16:04:19 EST 2017, 4895, 0.820, 6, 0.890, 417, 39, 2, 30, 45, 2.880, 2.847
Tue Jan 10 16:06:09 EST 2017, 3657, 0.450, 5, 0.010, 529, 50, 9, 49, 56, 47.697, 36.270
Tue Jan 10 16:10:40 EST 2017, 8607, 0.950, 11, 0.510, 379, 95, 19, 24, 11, 0.107, 13.170
Tue Jan 10 16:14:46 EST 2017, 6132, 0.200, 8, 0.260, 304, 28, 14, 36, 78, 14.200, 14.027
Tue Jan 10 16:18:37 EST 2017, 1182, 0.700, 2, 0.760, 454, 73, 4, 11, 33, 3.013, 3.237
Tue Jan 10 16:21:08 EST 2017, 873, 0.230, 3, 0.980, 595, 98, 16, 22, 42, 30.517, 26.883
Tue Jan 10 16:25:19 EST 2017, 5823, 0.730, 9, 0.480, 445, 53, 6, 47, 87, 32.580, 33.080
Tue Jan 10 16:28:50 EST 2017, 8298, 0.480, 6, 0.730, 370, 76, 1, 10, 19, 0.627, 0.660
Tue Jan 10 16:30:40 EST 2017, 3348, 0.980, 0, 0.230, 520, 31, 11, 35, 64, 0.110, 29.740
Tue Jan 10 16:34:26 EST 2017, 4585, 0.350, 10, 0.850, 332, 19, 18, 41, 53, 10.137, 9.743
Tue Jan 10 16:38:07 EST 2017, 9535, 0.850, 4, 0.350, 482, 64, 9, 16, 98, 47.360, 47.023
Tue Jan 10 16:38:27 EST 2017, 7060, 0.100, 1, 0.600, 557, 42, 4, 28, 31, 1.590, 1.643
Tue Jan 10 16:40:58 EST 2017, 2110, 0.600, 7, 0.100, 407, 87, 13, 3, 76, 31.127, 25.700
Tue Jan 10 16:43:59 EST 2017, 1492, 0.420, 0, 0.290, 426, 81, 17, 25, 47, 36.153, 35.203
Tue Jan 10 16:47:39 EST 2017, 6442, 0.920, 6, 0.790, 576, 36, 7, 0, 92, 9.767, 8.753
Tue Jan 10 16:51:35 EST 2017, 8917, 0.170, 9, 0.040, 501, 59, 3, 38, 25, 3.640, 3.940
Tue Jan 10 16:53:41 EST 2017, 3967, 0.670, 3, 0.540, 351, 14, 12, 13, 70, 5.117, 4.857
Tue Jan 10 16:55:42 EST 2017, 2729, 0.040, 8, 0.420, 464, 25, 19, 7, 36, 4.110, 3.743
Tue Jan 10 16:58:02 EST 2017, 7679, 0.540, 2, 0.920, 314, 70, 10, 32, 81, 19.203, 17.757
Tue Jan 10 16:58:43 EST 2017, 5204, 0.290, 5, 0.170, 389, 47, 5, 19, 14, 1.573, 1.707
Tue Jan 10 17:01:28 EST 2017, 254, 0.790, 11, 0.670, 539, 92, 14, 44, 59, 100.583, 98.230
Tue Jan 10 17:02:59 EST 2017, 332, 0.390, 5, 0.800, 363, 88, 8, 34, 31, 11.520, 11.060
Tue Jan 10 17:05:25 EST 2017, 5282, 0.890, 11, 0.300, 513, 43, 18, 9, 76, 38.580, 35.340
Tue Jan 10 17:06:35 EST 2017, 7757, 0.140, 8, 0.550, 588, 65, 13, 47, 54, 43.850, 42.627
Tue Jan 10 17:07:56 EST 2017, 2807, 0.640, 2, 0.050, 438, 20, 3, 22, 99, 3.643, 4.093
Tue Jan 10 17:09:56 EST 2017, 4044, 0.020, 9, 0.920, 550, 31, 6, 3, 20, 0.877, 0.777
Tue Jan 10 17:12:47 EST 2017, 8994, 0.520, 3, 0.420, 400, 76, 15, 28, 65, 49.680, 43.307
Tue Jan 10 17:14:03 EST 2017, 6519, 0.270, 0, 0.670, 325, 54, 10, 16, 43, 6.537, 6.260
Tue Jan 10 17:16:14 EST 2017, 1569, 0.770, 6, 0.170, 475, 99, 1, 41, 88, 11.773, 13.243
Tue Jan 10 17:18:04 EST 2017, 2188, 0.210, 1, 0.490, 494, 93, 9, 12, 14, 1.977, 2.123
Tue Jan 10 17:20:40 EST 2017, 7138, 0.710, 7, 0.990, 344, 48, 19, 37, 59, 35.030, 32.187
Tue Jan 10 17:24:16 EST 2017, 9613, 0.460, 10, 0.240, 419, 71, 14, 0, 37, 7.607, 7.267
Tue Jan 10 17:26:21 EST 2017, 4663, 0.960, 4, 0.740, 569, 26, 5, 25, 82, 11.167, 10.827
Tue Jan 10 17:28:12 EST 2017, 3425, 0.330, 6, 0.360, 382, 14, 7, 44, 26, 2.150, 2.243
Tue Jan 10 17:30:58 EST 2017, 8375, 0.830, 0, 0.860, 532, 59, 16, 19, 71, 49.983, 42.290
Tue Jan 10 17:31:23 EST 2017, 5900, 0.080, 3, 0.110, 457, 37, 12, 31, 48, 9.487, 9.410
Tue Jan 10 17:33:24 EST 2017, 950, 0.580, 9, 0.610, 307, 82, 2, 6, 93, 4.940, 5.260
Tue Jan 10 17:35:54 EST 2017, 1260, 0.110, 7, 0.640, 447, 57, 18, 20, 96, 38.593, 35.497
Tue Jan 10 17:39:25 EST 2017, 6210, 0.610, 1, 0.140, 597, 12, 9, 45, 51, 6.560, 6.790
Tue Jan 10 17:41:31 EST 2017, 8685, 0.360, 4, 0.890, 522, 79, 4, 8, 73, 7.960, 7.433
Tue Jan 10 17:44:37 EST 2017, 3735, 0.860, 10, 0.390, 372, 34, 13, 33, 28, 0.327, 10.530
Tue Jan 10 17:46:27 EST 2017, 4972, 0.490, 0, 0.520, 485, 45, 16, 39, 85, 56.450, 53.120
Tue Jan 10 17:47:48 EST 2017, 9922, 0.990, 6, 0.020, 335, 90, 6, 14, 40, 0.097, 13.000
Tue Jan 10 17:49:38 EST 2017, 7447, 0.240, 9, 0.770, 410, 23, 2, 26, 62, 1.637, 1.603
Tue Jan 10 17:51:49 EST 2017, 2497, 0.740, 3, 0.270, 560, 68, 11, 1, 17, 9.427, 6.673
Tue Jan 10 17:55:10 EST 2017, 1878, 0.300, 11, 0.080, 578, 73, 19, 30, 79, 90.097, 85.493
Tue Jan 10 17:57:51 EST 2017, 6828, 0.800, 5, 0.580, 428, 28, 10, 5, 34, 3.907, 3.693
Tue Jan 10 18:01:02 EST 2017, 9303, 0.050, 2, 0.330, 353, 96, 5, 42, 57, 9.150, 9.337
Tue Jan 10 18:04:58 EST 2017, 4353, 0.550, 8, 0.830, 503, 51, 15, 17, 12, 4.920, 4.473
Tue Jan 10 18:09:14 EST 2017, 3116, 0.170, 4, 0.210, 316, 40, 17, 11, 90, 12.777, 12.943
Tue Jan 10 18:13:26 EST 2017, 8066, 0.670, 10, 0.710, 466, 85, 7, 36, 45, 24.880, 23.610
Tue Jan 10 18:17:13 EST 2017, 5591, 0.420, 7, 0.460, 541, 17, 3, 23, 68, 3.000, 3.157
Tue Jan 10 18:21:25 EST 2017, 641, 0.920, 1, 0.960, 391, 62, 12, 48, 23, 7.767, 7.620
Tue Jan 10 18:22:21 EST 2017, 486, 0.130, 11, 0.350, 452, 52, 3, 5, 69, 3.093, 3.657
Tue Jan 10 18:23:32 EST 2017, 5436, 0.630, 5, 0.850, 302, 97, 13, 30, 24, 13.917, 12.783
Tue Jan 10 18:25:39 EST 2017, 7911, 0.380, 2, 0.100, 377, 30, 17, 18, 92, 26.717, 18.723
Tue Jan 10 18:30:07 EST 2017, 2961, 0.880, 8, 0.600, 527, 75, 8, 43, 47, 37.930, 37.317
Tue Jan 10 18:31:33 EST 2017, 4199, 0.250, 3, 0.470, 414, 64, 1, 37, 58, 2.177, 2.437
Tue Jan 10 18:33:36 EST 2017, 9149, 0.750, 9, 0.970, 564, 19, 10, 12, 13, 1.467, 1.220
Tue Jan 10 18:36:18 EST 2017, 6674, 0.000, 6, 0.220, 489, 86, 15, 49, 81, 81.473, 68.657
Tue Jan 10 18:37:49 EST 2017, 1724, 0.500, 0, 0.720, 339, 41, 5, 24, 36, 3.513, 3.460
Tue Jan 10 18:39:55 EST 2017, 2342, 0.440, 8, 0.910, 321, 36, 4, 46, 64, 5.827, 5.893
Tue Jan 10 18:42:41 EST 2017, 7292, 0.940, 2, 0.410, 471, 81, 14, 21, 19, 21.600, 18.857
Tue Jan 10 18:46:13 EST 2017, 9767, 0.190, 5, 0.660, 546, 13, 18, 33, 86, 14.497, 13.883
Tue Jan 10 18:48:14 EST 2017, 4817, 0.690, 11, 0.160, 396, 58, 9, 8, 41, 8.663, 9.043
Tue Jan 10 18:52:10 EST 2017, 3580, 0.070, 1, 0.780, 583, 69, 2, 15, 75, 2.057, 2.497
Tue Jan 10 18:54:21 EST 2017, 8530, 0.570, 7, 0.280, 433, 24, 11, 40, 30, 8.233, 7.910
Tue Jan 10 18:55:46 EST 2017, 6055, 0.320, 10, 0.530, 358, 92, 16, 2, 97, 30.567, 22.447
Tue Jan 10 18:56:52 EST 2017, 1105, 0.820, 4, 0.030, 508, 47, 7, 27, 52, 34.580, 26.263
Tue Jan 10 18:58:32 EST 2017, 796, 0.350, 2, 0.190, 536, 21, 13, 38, 44, 13.867, 11.017
Tue Jan 10 19:00:23 EST 2017, 5746, 0.850, 8, 0.690, 386, 66, 4, 13, 89, 12.247, 11.860
Tue Jan 10 19:04:14 EST 2017, 8221, 0.100, 11, 0.440, 311, 44, 8, 26, 21, 2.607, 2.530
Tue Jan 10 19:06:45 EST 2017, 3271, 0.600, 5, 0.940, 461, 89, 18, 1, 66, 29.277, 14.953
Tue Jan 10 19:09:31 EST 2017, 4508, 0.220, 7, 0.070, 349, 78, 11, 19, 33, 10.163, 9.743
Tue Jan 10 19:10:26 EST 2017, 9458, 0.720, 1, 0.570, 499, 33, 1, 44, 78, 1.647, 1.757
Tue Jan 10 19:12:27 EST 2017, 6983, 0.470, 4, 0.320, 574, 55, 6, 7, 10, 1.483, 1.733
Tue Jan 10 19:13:38 EST 2017, 2033, 0.970, 10, 0.820, 424, 10, 15, 32, 55, 2.260, 7.667
Tue Jan 10 19:14:33 EST 2017, 1414, 0.030, 4, 0.500, 405, 16, 14, 10, 38, 2.070, 1.987
Tue Jan 10 19:17:04 EST 2017, 6364, 0.530, 10, 0.000, 555, 61, 5, 35, 83, 28.163, 30.820
Tue Jan 10 20:21:00 EST 2017, 8839, 0.280, 7, 0.750, 480, 38, 10, 23, 16, 3.270, 3.140
Tue Jan 10 20:23:56 EST 2017, 3889, 0.780, 1, 0.250, 330, 83, 19, 48, 61, 54.077, 49.770
Tue Jan 10 20:27:53 EST 2017, 2652, 0.410, 9, 0.630, 517, 95, 12, 29, 50, 42.560, 40.480
Tue Jan 10 20:30:18 EST 2017, 7602, 0.910, 3, 0.130, 367, 50, 2, 4, 95, 0.110, 5.223
Tue Jan 10 20:34:25 EST 2017, 5127, 0.160, 0, 0.880, 442, 72, 7, 41, 27, 8.527, 7.947
Tue Jan 10 20:36:56 EST 2017, 177, 0.660, 6, 0.380, 592, 27, 17, 16, 72, 32.647, 28.100
Tue Jan 10 20:40:37 EST 2017, 216, 0.330, 9, 0.940, 439, 47, 9, 24, 75, 15.463, 14.423
Tue Jan 10 20:47:24 EST 2017, 5166, 0.830, 3, 0.440, 589, 92, 19, 49, 30, 174.560, 104.470
Tue Jan 10 20:50:40 EST 2017, 7641, 0.080, 0, 0.690, 514, 25, 14, 11, 98, 10.953, 9.553
Tue Jan 10 20:54:51 EST 2017, 2691, 0.580, 6, 0.190, 364, 70, 5, 36, 53, 13.510, 14.223
Tue Jan 10 20:58:58 EST 2017, 3928, 0.200, 4, 0.810, 476, 58, 7, 43, 64, 17.027, 16.213
Tue Jan 10 21:01:44 EST 2017, 8878, 0.700, 10, 0.310, 326, 13, 16, 18, 19, 0.237, 2.347
Tue Jan 10 21:03:34 EST 2017, 6403, 0.450, 7, 0.560, 401, 81, 12, 30, 86, 52.150, 49.647
Tue Jan 10 21:06:46 EST 2017, 1453, 0.950, 1, 0.060, 551, 36, 2, 5, 41, 0.087, 1.550
Tue Jan 10 21:09:02 EST 2017, 2072, 0.010, 7, 0.250, 570, 41, 8, 27, 58, 10.863, 10.520
Tue Jan 10 21:09:52 EST 2017, 7022, 0.510, 1, 0.750, 420, 86, 18, 2, 13, 1.997, 1.850
Tue Jan 10 21:11:08 EST 2017, 9497, 0.260, 4, 0.000, 345, 19, 13, 40, 81, 13.697, 12.187
Tue Jan 10 21:12:59 EST 2017, 4547, 0.760, 10, 0.500, 495, 64, 3, 15, 36, 4.703, 4.817
Tue Jan 10 21:15:06 EST 2017, 3309, 0.390, 2, 0.370, 308, 75, 6, 8, 70, 5.630, 6.407
Tue Jan 10 21:17:14 EST 2017, 8259, 0.890, 8, 0.870, 458, 30, 15, 33, 25, 10.833, 11.017
Tue Jan 10 21:20:00 EST 2017, 5784, 0.140, 11, 0.120, 533, 98, 11, 21, 92, 53.533, 51.520
Tue Jan 10 21:23:11 EST 2017, 834, 0.640, 5, 0.620, 383, 53, 1, 46, 47, 2.580, 2.673
Tue Jan 10 21:25:22 EST 2017, 1144, 0.170, 0, 0.590, 373, 27, 19, 32, 50, 12.033, 11.580
Tue Jan 10 21:28:03 EST 2017, 6094, 0.670, 6, 0.090, 523, 72, 10, 7, 95, 46.503, 41.010
Tue Jan 10 21:30:29 EST 2017, 8569, 0.420, 9, 0.840, 598, 50, 5, 44, 27, 7.910, 7.660
Tue Jan 10 21:34:30 EST 2017, 3619, 0.920, 3, 0.340, 448, 95, 15, 19, 72, 129.687, 86.447
Tue Jan 10 21:36:36 EST 2017, 4856, 0.300, 8, 0.720, 561, 84, 17, 0, 39, 12.060, 9.057
Tue Jan 10 21:39:57 EST 2017, 9806, 0.800, 2, 0.220, 411, 39, 8, 25, 84, 22.943, 25.413
Tue Jan 10 22:45:39 EST 2017, 7331, 0.050, 5, 0.970, 336, 61, 3, 13, 16, 0.817, 0.760
Tue Jan 10 22:47:55 EST 2017, 2381, 0.550, 11, 0.470, 486, 16, 12, 38, 61, 12.163, 12.137
Tue Jan 10 22:49:50 EST 2017, 1762, 0.480, 3, 0.160, 505, 11, 18, 16, 33, 7.040, 4.713
Tue Jan 10 22:52:26 EST 2017, 6712, 0.980, 9, 0.660, 355, 56, 9, 41, 78, 0.110, 38.333
Tue Jan 10 22:53:47 EST 2017, 9187, 0.230, 6, 0.410, 430, 33, 4, 4, 11, 0.573, 0.587
Tue Jan 10 22:56:48 EST 2017, 4237, 0.730, 0, 0.910, 580, 78, 13, 29, 56, 55.507, 49.267
Tue Jan 10 23:00:34 EST 2017, 3000, 0.110, 10, 0.030, 392, 89, 16, 47, 44, 39.613, 38.613
Tue Jan 10 23:01:14 EST 2017, 7950, 0.610, 4, 0.530, 542, 44, 6, 22, 89, 17.567, 17.560
Tue Jan 10 23:03:00 EST 2017, 5475, 0.360, 1, 0.280, 467, 67, 2, 35, 22, 1.207, 1.300
Tue Jan 10 23:05:00 EST 2017, 525, 0.860, 7, 0.780, 317, 22, 11, 10, 67, 5.853, 5.467
Tue Jan 10 23:06:06 EST 2017, 680, 0.060, 3, 0.390, 528, 82, 4, 40, 26, 5.007, 5.047
Tue Jan 10 23:08:16 EST 2017, 5630, 0.560, 9, 0.890, 378, 37, 14, 15, 71, 14.833, 11.967
Tue Jan 10 23:12:28 EST 2017, 8105, 0.310, 6, 0.140, 303, 60, 19, 28, 49, 23.060, 21.203
Tue Jan 10 23:16:19 EST 2017, 3155, 0.810, 0, 0.640, 453, 15, 9, 3, 94, 5.163, 5.450
Tue Jan 10 23:18:14 EST 2017, 4392, 0.440, 11, 0.260, 341, 26, 2, 22, 15, 0.630, 0.623
Tue Jan 10 23:21:20 EST 2017, 9342, 0.940, 5, 0.760, 491, 71, 11, 47, 60, 63.167, 60.670
Tue Jan 10 23:23:31 EST 2017, 6867, 0.190, 2, 0.010, 566, 49, 16, 9, 37, 8.423, 9.787
Tue Jan 10 23:27:08 EST 2017, 1917, 0.690, 8, 0.510, 416, 94, 7, 34, 82, 44.887, 43.913
Tue Jan 10 23:30:09 EST 2017, 2536, 0.250, 0, 0.830, 397, 99, 3, 6, 20, 1.350, 1.337
Tue Jan 10 23:32:25 EST 2017, 7486, 0.750, 6, 0.330, 547, 54, 13, 31, 65, 60.070, 53.910
Tue Jan 10 23:35:46 EST 2017, 9961, 0.000, 9, 0.580, 472, 77, 17, 18, 43, 19.240, 16.767
Tue Jan 10 23:39:58 EST 2017, 5011, 0.500, 3, 0.080, 322, 32, 8, 43, 88, 20.233, 17.780
Tue Jan 10 23:43:39 EST 2017, 3773, 0.120, 7, 0.950, 509, 20, 1, 25, 32, 0.540, 0.543
Tue Jan 10 23:44:49 EST 2017, 8723, 0.620, 1, 0.450, 359, 65, 10, 0, 77, 5.663, 6.603
Tue Jan 10 23:49:10 EST 2017, 6248, 0.370, 4, 0.700, 434, 43, 15, 37, 54, 22.807, 21.923
Tue Jan 10 23:53:32 EST 2017, 1298, 0.870, 10, 0.200, 584, 88, 5, 12, 99, 36.557, 39.773
Tue Jan 10 23:57:23 EST 2017, 989, 0.410, 6, 0.050, 462, 63, 14, 1, 91, 27.220, 22.733
Wed Jan 11 00:00:15 EST 2017, 5939, 0.910, 0, 0.550, 312, 18, 5, 26, 46, 0.093, 3.040
Wed Jan 11 00:02:16 EST 2017, 8414, 0.160, 3, 0.300, 387, 85, 10, 14, 68, 14.350, 15.643
Wed Jan 11 00:05:22 EST 2017, 3464, 0.660, 9, 0.800, 537, 40, 19, 39, 23, 19.067, 18.203
Wed Jan 11 00:07:13 EST 2017, 4701, 0.030, 2, 0.170, 425, 51, 12, 33, 79, 15.877, 15.403
Wed Jan 11 00:11:09 EST 2017, 9651, 0.530, 8, 0.670, 575, 96, 3, 8, 34, 5.093, 5.087
Wed Jan 11 00:12:20 EST 2017, 7176, 0.280, 11, 0.420, 500, 29, 7, 45, 57, 11.130, 11.097
Wed Jan 11 00:15:16 EST 2017, 2226, 0.780, 5, 0.920, 350, 74, 17, 20, 12, 6.257, 5.647
Wed Jan 11 00:19:57 EST 2017, 1608, 0.220, 10, 0.730, 331, 68, 13, 48, 85, 42.773, 42.227
Wed Jan 11 00:22:23 EST 2017, 6558, 0.720, 4, 0.230, 481, 23, 4, 23, 40, 3.247, 3.513
Wed Jan 11 00:23:38 EST 2017, 9033, 0.470, 1, 0.980, 556, 91, 8, 36, 63, 18.303, 17.687
Wed Jan 11 00:25:34 EST 2017, 4083, 0.970, 7, 0.480, 406, 46, 18, 11, 18, 0.107, 8.083
Wed Jan 11 00:28:50 EST 2017, 2845, 0.340, 5, 0.610, 594, 34, 11, 17, 96, 21.517, 20.297
Wed Jan 11 00:30:41 EST 2017, 7795, 0.840, 11, 0.110, 444, 79, 1, 42, 51, 5.383, 5.877
Wed Jan 11 00:32:42 EST 2017, 5320, 0.090, 8, 0.860, 369, 12, 6, 4, 74, 1.087, 1.013
Wed Jan 11 00:35:12 EST 2017, 370, 0.590, 2, 0.360, 519, 57, 16, 29, 29, 30.627, 23.723
Wed Jan 11 00:38:49 EST 2017, 293, 0.190, 8, 0.240, 376, 73, 2, 40, 56, 5.490, 5.907
Wed Jan 11 00:40:50 EST 2017, 5243, 0.690, 2, 0.740, 526, 28, 11, 15, 11, 1.590, 1.540
Wed Jan 11 00:44:16 EST 2017, 7718, 0.440, 5, 0.490, 451, 96, 16, 27, 79, 86.717, 73.400
Wed Jan 11 00:46:57 EST 2017, 2768, 0.940, 11, 0.990, 301, 51, 7, 2, 34, 2.187, 1.733
Wed Jan 11 00:49:02 EST 2017, 4005, 0.320, 1, 0.120, 488, 39, 4, 21, 68, 3.210, 3.570
Wed Jan 11 00:50:23 EST 2017, 8955, 0.820, 7, 0.620, 338, 84, 14, 46, 23, 23.350, 22.243
Wed Jan 11 00:54:04 EST 2017, 6480, 0.070, 10, 0.370, 413, 17, 18, 9, 90, 7.763, 7.027
Wed Jan 11 00:57:25 EST 2017, 1530, 0.570, 4, 0.870, 563, 62, 9, 34, 45, 21.070, 19.767
Wed Jan 11 01:00:16 EST 2017, 2149, 0.380, 11, 0.550, 544, 56, 1, 12, 73, 2.900, 3.253
Wed Jan 11 01:02:17 EST 2017, 7099, 0.880, 5, 0.050, 394, 11, 10, 37, 28, 0.083, 4.720
Wed Jan 11 01:06:38 EST 2017, 9574, 0.130, 2, 0.800, 319, 79, 15, 24, 96, 22.843, 20.877
Wed Jan 11 01:08:33 EST 2017, 4624, 0.630, 8, 0.300, 469, 34, 5, 49, 51, 11.720, 11.333
Wed Jan 11 01:12:29 EST 2017, 3387, 0.010, 3, 0.680, 357, 45, 3, 31, 62, 2.747, 2.810
Wed Jan 11 01:16:36 EST 2017, 8337, 0.510, 9, 0.180, 507, 90, 12, 6, 17, 6.990, 6.837
Wed Jan 11 01:21:07 EST 2017, 5862, 0.260, 6, 0.930, 582, 23, 17, 43, 84, 29.473, 27.287
Wed Jan 11 01:24:53 EST 2017, 912, 0.760, 0, 0.430, 432, 68, 8, 18, 39, 12.637, 12.807
Wed Jan 11 01:28:55 EST 2017, 1221, 0.290, 4, 0.330, 310, 93, 12, 4, 37, 6.723, 6.983
Wed Jan 11 01:31:50 EST 2017, 6171, 0.790, 10, 0.830, 460, 48, 2, 29, 82, 7.247, 7.450
Wed Jan 11 01:34:51 EST 2017, 8646, 0.040, 7, 0.080, 535, 70, 7, 16, 14, 2.780, 2.837
Wed Jan 11 01:38:02 EST 2017, 3696, 0.540, 1, 0.580, 385, 25, 17, 41, 59, 9.490, 9.190
Wed Jan 11 01:40:03 EST 2017, 4933, 0.160, 9, 0.460, 573, 14, 14, 35, 48, 7.930, 7.707
Wed Jan 11 01:41:09 EST 2017, 9883, 0.660, 3, 0.960, 423, 59, 5, 10, 93, 9.037, 8.217
Wed Jan 11 01:45:10 EST 2017, 7408, 0.410, 0, 0.210, 348, 37, 9, 48, 25, 6.420, 6.567
Wed Jan 11 01:49:26 EST 2017, 2458, 0.910, 6, 0.710, 498, 82, 19, 23, 70, 102.060, 82.843
Wed Jan 11 01:53:32 EST 2017, 1840, 0.100, 2, 0.900, 479, 87, 11, 45, 53, 23.613, 22.397
Wed Jan 11 01:54:13 EST 2017, 6790, 0.600, 8, 0.400, 329, 42, 1, 20, 98, 2.430, 2.777
