# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 0 12', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, 3tHeap_timing_secs
Wed Jan 11 02:00:11 EST 2017, 4730, 0.280, 5, 0.040, 466, 12, 4, 38, 41, 2.207, 2.213
Wed Jan 11 02:02:37 EST 2017, 9680, 0.780, 11, 0.540, 316, 57, 13, 13, 86, 24.263, 22.337
Wed Jan 11 02:04:17 EST 2017, 7205, 0.030, 8, 0.290, 391, 35, 18, 26, 19, 4.717, 4.377
Wed Jan 11 02:05:28 EST 2017, 2255, 0.530, 2, 0.790, 541, 80, 9, 1, 64, 9.293, 8.703
Wed Jan 11 02:06:29 EST 2017, 1637, 0.470, 6, 0.600, 597, 85, 3, 29, 36, 8.710, 8.777
Wed Jan 11 02:08:40 EST 2017, 6587, 0.970, 0, 0.100, 447, 40, 12, 4, 81, 0.083, 21.117
Wed Jan 11 02:10:25 EST 2017, 9062, 0.220, 3, 0.850, 372, 63, 17, 41, 13, 6.237, 6.047
Wed Jan 11 02:11:26 EST 2017, 4112, 0.720, 9, 0.350, 522, 18, 7, 16, 58, 6.257, 6.487
Wed Jan 11 02:13:22 EST 2017, 2874, 0.090, 1, 0.730, 335, 29, 5, 10, 47, 0.843, 0.890
Wed Jan 11 02:17:20 EST 2017, 7824, 0.590, 7, 0.230, 485, 74, 15, 35, 92, 108.777, 99.353
Wed Jan 11 02:19:46 EST 2017, 5349, 0.340, 10, 0.980, 560, 51, 19, 22, 25, 13.530, 12.163
Wed Jan 11 02:23:12 EST 2017, 399, 0.840, 4, 0.480, 410, 96, 10, 47, 70, 83.083, 75.280
Wed Jan 11 02:23:53 EST 2017, 322, 0.450, 10, 0.100, 492, 79, 13, 31, 18, 14.707, 14.903
Wed Jan 11 02:27:40 EST 2017, 5272, 0.950, 4, 0.600, 342, 34, 3, 6, 63, 0.073, 2.660
Wed Jan 11 02:29:49 EST 2017, 7747, 0.200, 1, 0.350, 417, 56, 8, 44, 41, 5.620, 5.727
Wed Jan 11 02:30:59 EST 2017, 2797, 0.700, 7, 0.850, 567, 11, 18, 19, 86, 13.260, 12.037
Wed Jan 11 02:32:40 EST 2017, 4034, 0.070, 3, 0.220, 379, 23, 11, 0, 29, 1.070, 1.127
