# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, 3tHeap_timing_secs
Tue May 16 15:05:41 EDT 2017, 0.830, 2, 3, 0.300, 3, 8, 53, 385, 68, 5, 27, 11, 3.327, 2.670
Tue May 16 15:05:52 EDT 2017, 0.330, 6, 8, 0.800, 8, 4, 98, 535, 23, 14, 2, 56, 10.573, 8.203
Tue May 16 15:06:06 EDT 2017, 0.460, 1, 2, 0.170, 4, 5, 64, 498, 79, 2, 33, 44, 13.213, 12.167
Tue May 16 15:06:22 EDT 2017, 0.960, 5, 7, 0.670, 9, 9, 19, 348, 34, 12, 8, 89, 15.753, 12.700
Tue May 16 15:06:58 EDT 2017, 0.710, 3, 9, 0.420, 7, 2, 41, 573, 57, 16, 46, 67, 35.437, 28.353
Tue May 16 15:07:00 EDT 2017, 0.210, 8, 4, 0.920, 2, 7, 86, 423, 12, 7, 21, 22, 1.703, 1.177
Tue May 16 15:07:15 EDT 2017, 0.150, 3, 8, 0.730, 1, 6, 70, 591, 85, 18, 24, 16, 15.173, 10.580
Tue May 16 15:07:32 EDT 2017, 0.650, 7, 4, 0.230, 6, 2, 25, 441, 40, 8, 49, 61, 16.710, 12.327
Tue May 16 15:08:02 EDT 2017, 0.900, 5, 2, 0.980, 8, 9, 47, 516, 63, 3, 11, 84, 29.873, 25.100
Tue May 16 15:08:07 EDT 2017, 0.400, 9, 6, 0.480, 4, 4, 92, 366, 18, 13, 36, 39, 4.507, 3.150
Tue May 16 15:08:16 EDT 2017, 0.270, 4, 5, 0.610, 9, 3, 58, 404, 96, 1, 5, 72, 7.410, 8.200
Tue May 16 15:08:24 EDT 2017, 0.770, 8, 9, 0.110, 5, 7, 13, 554, 51, 11, 30, 27, 8.587, 7.477
Tue May 16 15:08:47 EDT 2017, 0.520, 1, 7, 0.860, 3, 1, 36, 329, 74, 15, 18, 50, 22.137, 15.553
Tue May 16 15:09:06 EDT 2017, 0.020, 6, 3, 0.360, 7, 5, 81, 479, 29, 6, 43, 95, 19.010, 14.720
Tue May 16 15:09:48 EDT 2017, 0.010, 2, 7, 0.240, 3, 7, 15, 542, 56, 16, 12, 70, 41.367, 29.060
Tue May 16 15:09:50 EDT 2017, 0.510, 7, 3, 0.740, 7, 2, 60, 392, 11, 6, 37, 25, 1.683, 1.307
Tue May 16 15:09:55 EDT 2017, 0.760, 5, 5, 0.490, 5, 9, 83, 467, 79, 1, 24, 48, 4.543, 5.010
Tue May 16 15:10:07 EDT 2017, 0.260, 9, 9, 0.990, 1, 5, 38, 317, 34, 11, 49, 93, 11.807, 10.000
Tue May 16 15:10:14 EDT 2017, 0.390, 3, 1, 0.120, 6, 3, 27, 430, 68, 4, 18, 14, 7.133, 4.640
Tue May 16 15:10:29 EDT 2017, 0.890, 8, 6, 0.620, 2, 8, 72, 580, 23, 13, 43, 59, 13.820, 10.217
Tue May 16 15:11:23 EDT 2017, 0.640, 1, 8, 0.370, 4, 1, 94, 355, 90, 18, 6, 82, 53.843, 36.490
Tue May 16 15:11:37 EDT 2017, 0.140, 6, 4, 0.870, 8, 6, 49, 505, 45, 9, 31, 37, 13.977, 10.167
Tue May 16 15:12:03 EDT 2017, 0.200, 4, 9, 0.550, 8, 5, 10, 373, 73, 17, 27, 53, 24.510, 18.650
Tue May 16 15:12:23 EDT 2017, 0.700, 8, 4, 0.050, 3, 1, 55, 523, 28, 7, 2, 98, 20.010, 15.280
Tue May 16 15:13:00 EDT 2017, 0.950, 2, 2, 0.800, 1, 7, 77, 448, 96, 3, 40, 76, 36.600, 29.433
Tue May 16 15:13:14 EDT 2017, 0.450, 6, 7, 0.300, 6, 3, 32, 598, 51, 12, 15, 31, 13.630, 10.550
Tue May 16 15:13:46 EDT 2017, 0.330, 1, 3, 0.680, 2, 4, 21, 486, 62, 5, 46, 87, 31.260, 26.147
Tue May 16 15:13:50 EDT 2017, 0.830, 5, 8, 0.180, 7, 9, 66, 336, 17, 15, 21, 42, 3.847, 2.850
Tue May 16 15:14:16 EDT 2017, 0.580, 3, 5, 0.930, 9, 2, 89, 561, 84, 19, 34, 20, 25.620, 15.933
Tue May 16 15:14:58 EDT 2017, 0.080, 7, 1, 0.430, 4, 6, 44, 411, 39, 10, 9, 65, 41.667, 21.857
Tue May 16 15:15:13 EDT 2017, 0.110, 3, 4, 0.330, 1, 9, 63, 326, 37, 13, 16, 51, 14.867, 9.473
Tue May 16 15:15:32 EDT 2017, 0.610, 8, 8, 0.830, 5, 4, 18, 476, 82, 3, 41, 96, 17.063, 18.297
Tue May 16 15:15:36 EDT 2017, 0.860, 1, 6, 0.080, 8, 7, 41, 401, 14, 8, 4, 73, 4.477, 3.683
Tue May 16 15:16:21 EDT 2017, 0.360, 5, 2, 0.580, 3, 2, 86, 551, 59, 17, 29, 28, 43.910, 21.730
Tue May 16 15:16:38 EDT 2017, 0.480, 2, 7, 0.460, 9, 1, 75, 514, 48, 6, 10, 84, 17.033, 16.583
Tue May 16 15:17:22 EDT 2017, 0.980, 7, 3, 0.960, 4, 5, 30, 364, 93, 15, 35, 39, 43.163, 25.520
Tue May 16 15:17:32 EDT 2017, 0.730, 4, 1, 0.210, 2, 3, 52, 589, 25, 10, 23, 17, 9.353, 4.687
Tue May 16 15:17:38 EDT 2017, 0.230, 9, 5, 0.710, 6, 8, 97, 439, 70, 1, 48, 62, 4.983, 5.603
Tue May 16 15:19:02 EDT 2017, 0.170, 1, 2, 0.900, 6, 8, 58, 570, 53, 14, 45, 68, 84.120, 41.507
Tue May 16 15:19:08 EDT 2017, 0.670, 6, 7, 0.400, 1, 4, 13, 420, 98, 4, 20, 23, 5.640, 5.830
Tue May 16 15:19:15 EDT 2017, 0.920, 4, 9, 0.650, 4, 6, 35, 495, 31, 9, 32, 45, 6.513, 5.823
Tue May 16 15:20:30 EDT 2017, 0.420, 8, 5, 0.150, 8, 2, 80, 345, 76, 19, 7, 90, 73.357, 43.067
Tue May 16 15:20:32 EDT 2017, 0.300, 5, 6, 0.770, 5, 3, 69, 383, 42, 7, 26, 11, 1.867, 1.557
Tue May 16 15:28:05 EDT 2017, 0.800, 9, 1, 0.270, 9, 7, 24, 533, 87, 16, 1, 56, 328.107, 449.270
Tue May 16 15:28:19 EDT 2017, 0.550, 3, 3, 0.520, 7, 5, 46, 308, 20, 12, 38, 79, 12.887, 8.377
Tue May 16 15:28:22 EDT 2017, 0.050, 7, 8, 0.020, 3, 9, 91, 458, 65, 2, 13, 34, 3.150, 3.523
Tue May 16 15:28:37 EDT 2017, 0.030, 5, 2, 0.660, 9, 1, 39, 416, 15, 15, 2, 58, 14.687, 7.570
Tue May 16 15:28:41 EDT 2017, 0.530, 9, 6, 0.160, 5, 6, 84, 566, 60, 5, 27, 13, 3.387, 3.030
Tue May 16 15:28:42 EDT 2017, 0.780, 2, 9, 0.910, 2, 3, 62, 341, 38, 1, 14, 35, 0.867, 0.900
Tue May 16 15:29:50 EDT 2017, 0.280, 7, 4, 0.410, 7, 8, 17, 491, 83, 10, 39, 80, 66.113, 45.300
Tue May 16 15:29:52 EDT 2017, 0.410, 1, 5, 0.540, 1, 9, 51, 528, 27, 3, 20, 24, 2.077, 1.993
Tue May 16 15:31:21 EDT 2017, 0.910, 6, 1, 0.040, 6, 4, 96, 378, 72, 12, 45, 69, 88.603, 45.887
Tue May 16 15:32:36 EDT 2017, 0.660, 4, 3, 0.790, 8, 7, 73, 453, 49, 17, 8, 91, 74.277, 41.980
Tue May 16 15:32:50 EDT 2017, 0.160, 8, 7, 0.290, 3, 2, 28, 303, 94, 8, 33, 46, 14.183, 12.717
Tue May 16 15:33:00 EDT 2017, 0.220, 2, 5, 0.100, 4, 2, 34, 472, 21, 16, 36, 41, 9.107, 5.783
Tue May 16 15:33:15 EDT 2017, 0.720, 6, 9, 0.600, 9, 6, 79, 322, 66, 7, 11, 86, 15.243, 14.610
Tue May 16 15:33:21 EDT 2017, 0.970, 4, 7, 0.350, 6, 4, 56, 547, 44, 2, 49, 63, 4.900, 5.440
Tue May 16 15:33:43 EDT 2017, 0.470, 9, 2, 0.850, 2, 8, 11, 397, 89, 11, 24, 18, 21.603, 11.687
Tue May 16 15:33:45 EDT 2017, 0.340, 3, 8, 0.230, 5, 7, 45, 359, 10, 4, 42, 97, 1.900, 1.853
Tue May 16 15:34:23 EDT 2017, 0.840, 7, 4, 0.730, 1, 3, 90, 509, 55, 14, 17, 52, 37.117, 22.780
Tue May 16 15:34:51 EDT 2017, 0.590, 1, 1, 0.480, 3, 5, 68, 434, 32, 18, 30, 30, 27.433, 12.157
Tue May 16 15:35:37 EDT 2017, 0.090, 5, 6, 0.980, 7, 1, 23, 584, 77, 9, 5, 75, 45.490, 37.497
Tue May 16 15:36:01 EDT 2017, 0.060, 1, 9, 0.760, 7, 3, 87, 519, 86, 13, 19, 38, 23.323, 19.257
Tue May 16 15:36:11 EDT 2017, 0.560, 6, 5, 0.260, 3, 8, 42, 369, 41, 4, 44, 83, 9.707, 9.217
Tue May 16 15:36:52 EDT 2017, 0.810, 3, 3, 0.510, 5, 1, 20, 594, 63, 8, 6, 60, 40.633, 28.393
Tue May 16 15:36:54 EDT 2017, 0.310, 8, 7, 0.010, 9, 5, 65, 444, 18, 18, 31, 15, 2.557, 1.820
Tue May 16 15:37:35 EDT 2017, 0.440, 4, 4, 0.880, 4, 6, 98, 331, 97, 6, 0, 94, 39.247, 31.473
Tue May 16 15:37:56 EDT 2017, 0.940, 9, 8, 0.380, 8, 2, 53, 481, 52, 15, 25, 49, 20.247, 15.707
Tue May 16 15:38:08 EDT 2017, 0.690, 2, 6, 0.630, 6, 9, 31, 406, 75, 11, 13, 27, 12.473, 9.590
Tue May 16 15:38:14 EDT 2017, 0.190, 7, 2, 0.130, 2, 4, 76, 556, 30, 1, 38, 72, 5.393, 5.403
Tue May 16 15:38:48 EDT 2017, 0.120, 4, 7, 0.440, 2, 5, 82, 387, 91, 14, 41, 55, 33.993, 24.650
Tue May 16 15:38:52 EDT 2017, 0.620, 8, 2, 0.940, 7, 9, 37, 537, 46, 5, 16, 10, 3.933, 2.613
Tue May 16 15:39:04 EDT 2017, 0.870, 2, 4, 0.190, 9, 3, 14, 312, 69, 9, 28, 32, 11.350, 8.107
Tue May 16 15:39:20 EDT 2017, 0.370, 6, 9, 0.690, 4, 7, 59, 462, 24, 19, 3, 77, 15.437, 11.253
Tue May 16 15:39:47 EDT 2017, 0.250, 3, 1, 0.320, 8, 6, 93, 575, 80, 7, 34, 21, 27.173, 15.110
Tue May 16 15:40:10 EDT 2017, 0.750, 7, 6, 0.820, 3, 1, 48, 425, 35, 17, 9, 66, 22.240, 14.917
Tue May 16 15:40:48 EDT 2017, 0.500, 5, 8, 0.070, 1, 8, 25, 500, 58, 12, 47, 89, 37.637, 29.887
Tue May 16 15:40:50 EDT 2017, 0.000, 9, 3, 0.570, 5, 4, 70, 350, 13, 2, 22, 44, 1.347, 1.283
Tue May 16 15:40:52 EDT 2017, 0.000, 5, 6, 0.280, 8, 9, 97, 407, 53, 4, 37, 17, 2.230, 2.133
Tue May 16 15:44:20 EDT 2017, 0.500, 9, 2, 0.780, 4, 5, 52, 557, 98, 13, 12, 62, 205.657, 158.720
Tue May 16 15:44:49 EDT 2017, 0.750, 3, 4, 0.030, 1, 7, 29, 332, 31, 18, 49, 85, 29.220, 16.910
Tue May 16 15:45:03 EDT 2017, 0.250, 7, 9, 0.530, 6, 3, 74, 482, 76, 8, 24, 40, 13.327, 12.083
Tue May 16 15:47:16 EDT 2017, 0.380, 2, 1, 0.400, 2, 1, 85, 594, 42, 16, 43, 73, 132.647, 79.683
Tue May 16 15:47:30 EDT 2017, 0.880, 6, 5, 0.900, 7, 6, 40, 444, 87, 6, 18, 28, 12.860, 11.267
Tue May 16 15:47:31 EDT 2017, 0.630, 4, 8, 0.150, 9, 4, 18, 519, 20, 1, 30, 51, 1.160, 1.197
Tue May 16 15:48:31 EDT 2017, 0.130, 8, 3, 0.650, 5, 8, 63, 369, 65, 11, 5, 96, 58.850, 37.490
Tue May 16 15:48:40 EDT 2017, 0.190, 2, 9, 0.970, 3, 8, 91, 500, 36, 5, 2, 79, 8.377, 8.883
Tue May 16 15:49:02 EDT 2017, 0.690, 7, 5, 0.470, 7, 3, 46, 350, 81, 14, 27, 34, 21.017, 14.157
Tue May 16 15:49:06 EDT 2017, 0.940, 4, 2, 0.720, 5, 5, 23, 575, 14, 19, 15, 11, 4.260, 2.180
Tue May 16 15:49:25 EDT 2017, 0.440, 9, 7, 0.220, 1, 1, 68, 425, 59, 10, 40, 56, 18.000, 14.263
Tue May 16 15:49:45 EDT 2017, 0.310, 3, 4, 0.840, 6, 2, 80, 313, 48, 17, 21, 45, 20.213, 11.820
Tue May 16 15:50:22 EDT 2017, 0.810, 8, 8, 0.340, 2, 6, 35, 463, 93, 7, 46, 90, 35.540, 32.430
Tue May 16 15:50:25 EDT 2017, 0.560, 1, 6, 0.590, 4, 4, 12, 388, 25, 2, 9, 68, 2.400, 2.517
Tue May 16 15:51:06 EDT 2017, 0.060, 6, 1, 0.090, 9, 9, 57, 538, 70, 12, 34, 23, 40.447, 20.990
Tue May 16 15:51:31 EDT 2017, 0.090, 1, 5, 0.120, 6, 6, 54, 454, 73, 5, 41, 82, 24.403, 22.823
Tue May 16 15:51:36 EDT 2017, 0.590, 5, 9, 0.620, 2, 2, 99, 304, 28, 15, 16, 37, 4.703, 3.503
Tue May 16 15:51:45 EDT 2017, 0.840, 3, 7, 0.370, 4, 8, 77, 529, 95, 10, 29, 14, 8.750, 7.037
Tue May 16 15:51:49 EDT 2017, 0.340, 8, 3, 0.870, 8, 4, 32, 379, 50, 1, 4, 59, 3.933, 4.247
Tue May 16 15:52:04 EDT 2017, 0.470, 4, 8, 0.000, 5, 3, 43, 341, 62, 13, 35, 48, 14.663, 11.780
Tue May 16 15:52:10 EDT 2017, 0.970, 9, 4, 0.500, 9, 7, 88, 491, 17, 3, 10, 93, 5.377, 5.033
Tue May 16 15:53:13 EDT 2017, 0.720, 2, 2, 0.250, 7, 1, 66, 416, 84, 8, 48, 70, 61.737, 36.597
Tue May 16 15:53:25 EDT 2017, 0.220, 6, 6, 0.750, 3, 5, 21, 566, 39, 17, 23, 25, 12.180, 8.330
Tue May 16 15:53:36 EDT 2017, 0.160, 4, 2, 0.560, 1, 6, 49, 435, 56, 7, 20, 20, 10.457, 6.407
Tue May 16 15:53:43 EDT 2017, 0.660, 8, 7, 0.060, 5, 1, 94, 585, 11, 16, 45, 65, 7.563, 5.223
Tue May 16 15:54:14 EDT 2017, 0.910, 1, 9, 0.810, 8, 8, 71, 360, 79, 11, 7, 87, 29.500, 25.003
Tue May 16 15:54:17 EDT 2017, 0.410, 6, 4, 0.310, 3, 3, 26, 510, 34, 2, 32, 42, 3.417, 3.420
Tue May 16 15:55:13 EDT 2017, 0.280, 2, 6, 0.680, 9, 4, 37, 547, 67, 14, 1, 76, 54.947, 38.950
Tue May 16 15:55:18 EDT 2017, 0.780, 7, 1, 0.180, 4, 9, 82, 397, 22, 4, 26, 31, 4.897, 3.210
Tue May 16 15:56:06 EDT 2017, 0.530, 5, 3, 0.930, 2, 2, 60, 472, 90, 9, 13, 54, 47.287, 31.073
Tue May 16 15:56:36 EDT 2017, 0.030, 9, 8, 0.430, 7, 7, 15, 322, 45, 18, 38, 99, 29.433, 21.377
Tue May 16 15:56:48 EDT 2017, 0.050, 3, 3, 0.860, 4, 4, 73, 590, 91, 3, 27, 27, 11.447, 11.083
Tue May 16 15:57:12 EDT 2017, 0.550, 7, 7, 0.360, 8, 8, 28, 440, 46, 13, 2, 72, 23.830, 18.330
Tue May 16 15:58:15 EDT 2017, 0.800, 5, 9, 0.610, 6, 2, 50, 515, 69, 18, 39, 94, 61.860, 45.830
Tue May 16 15:58:21 EDT 2017, 0.300, 9, 5, 0.110, 2, 6, 95, 365, 24, 8, 14, 49, 6.027, 4.700
Tue May 16 15:59:04 EDT 2017, 0.420, 4, 6, 0.980, 5, 7, 61, 402, 80, 15, 45, 61, 42.173, 29.717
Tue May 16 15:59:12 EDT 2017, 0.920, 8, 1, 0.480, 1, 3, 16, 552, 35, 6, 20, 16, 7.310, 4.087
Tue May 16 15:59:14 EDT 2017, 0.670, 1, 4, 0.730, 3, 9, 39, 327, 57, 1, 33, 38, 1.947, 2.050
Tue May 16 15:59:19 EDT 2017, 0.170, 6, 8, 0.230, 7, 5, 84, 477, 12, 10, 8, 83, 5.313, 4.543
Tue May 16 15:59:46 EDT 2017, 0.240, 4, 4, 0.420, 9, 4, 67, 308, 86, 5, 11, 89, 25.987, 22.230
Tue May 16 15:59:58 EDT 2017, 0.740, 9, 9, 0.920, 4, 9, 22, 458, 41, 14, 36, 44, 11.850, 9.820
Tue May 16 16:00:09 EDT 2017, 0.990, 2, 7, 0.170, 2, 2, 44, 383, 63, 19, 23, 21, 10.790, 7.313
Tue May 16 16:00:26 EDT 2017, 0.490, 7, 2, 0.670, 7, 7, 89, 533, 18, 9, 48, 66, 16.667, 9.880
Tue May 16 16:00:54 EDT 2017, 0.360, 1, 8, 0.290, 1, 5, 56, 496, 97, 16, 17, 33, 27.417, 20.733
Tue May 16 16:01:17 EDT 2017, 0.860, 5, 3, 0.790, 6, 1, 11, 346, 52, 7, 42, 78, 22.900, 17.067
Tue May 16 16:01:41 EDT 2017, 0.610, 3, 1, 0.040, 8, 8, 33, 571, 74, 2, 5, 55, 23.233, 20.703
Tue May 16 16:01:43 EDT 2017, 0.110, 8, 5, 0.540, 3, 3, 78, 421, 29, 12, 30, 10, 2.380, 1.710
Tue May 16 16:01:48 EDT 2017, 0.080, 3, 8, 0.700, 2, 1, 30, 355, 21, 6, 44, 92, 4.917, 4.690
Tue May 16 16:02:36 EDT 2017, 0.580, 7, 4, 0.200, 6, 5, 75, 505, 66, 16, 19, 47, 46.353, 28.987
Tue May 16 16:02:49 EDT 2017, 0.830, 1, 2, 0.950, 9, 3, 98, 430, 43, 11, 31, 24, 13.573, 7.230
Tue May 16 16:03:05 EDT 2017, 0.330, 5, 6, 0.450, 4, 7, 53, 580, 88, 2, 6, 69, 13.527, 14.923
Tue May 16 16:03:09 EDT 2017, 0.450, 2, 3, 0.580, 8, 9, 19, 468, 10, 13, 25, 35, 4.390, 2.600
Tue May 16 16:03:18 EDT 2017, 0.950, 6, 7, 0.080, 3, 4, 64, 318, 55, 4, 0, 80, 8.580, 8.760
Tue May 16 16:03:33 EDT 2017, 0.700, 4, 5, 0.830, 1, 6, 87, 543, 32, 9, 37, 58, 14.570, 11.433
Tue May 16 16:04:00 EDT 2017, 0.200, 8, 1, 0.330, 5, 2, 42, 393, 77, 18, 12, 13, 26.520, 12.483
Tue May 16 16:04:02 EDT 2017, 0.140, 1, 7, 0.010, 7, 2, 25, 561, 15, 8, 16, 30, 2.593, 2.140
Tue May 16 16:05:40 EDT 2017, 0.640, 6, 2, 0.510, 3, 7, 70, 411, 60, 17, 41, 75, 96.773, 46.977
Tue May 16 16:06:14 EDT 2017, 0.890, 3, 5, 0.260, 5, 5, 92, 486, 38, 12, 3, 97, 34.117, 25.503
Tue May 16 16:06:22 EDT 2017, 0.390, 8, 9, 0.760, 9, 9, 47, 336, 83, 3, 28, 52, 6.027, 6.820
Tue May 16 16:07:06 EDT 2017, 0.270, 5, 1, 0.140, 4, 8, 14, 449, 27, 15, 9, 63, 43.850, 21.260
Tue May 16 16:07:12 EDT 2017, 0.770, 9, 6, 0.640, 8, 4, 59, 599, 72, 5, 34, 18, 5.957, 5.477
Tue May 16 16:07:21 EDT 2017, 0.520, 2, 8, 0.390, 6, 6, 81, 374, 49, 10, 22, 41, 8.570, 7.463
Tue May 16 16:12:11 EDT 2017, 0.020, 7, 3, 0.890, 1, 1, 36, 524, 94, 19, 47, 86, 281.460, 252.357
Tue May 16 16:12:23 EDT 2017, 0.020, 1, 8, 0.520, 8, 2, 61, 573, 33, 9, 3, 57, 11.430, 10.293
Tue May 16 16:12:36 EDT 2017, 0.520, 6, 4, 0.020, 4, 6, 16, 423, 78, 19, 28, 12, 12.813, 7.393
Tue May 16 16:12:45 EDT 2017, 0.770, 4, 1, 0.770, 2, 4, 38, 498, 10, 14, 15, 35, 8.803, 4.123
Tue May 16 16:12:56 EDT 2017, 0.270, 8, 6, 0.270, 6, 9, 83, 348, 55, 4, 40, 80, 10.573, 10.797
Tue May 16 16:13:04 EDT 2017, 0.400, 5, 5, 0.650, 1, 8, 72, 386, 44, 12, 21, 23, 7.230, 5.140
Tue May 16 16:13:15 EDT 2017, 0.900, 9, 9, 0.150, 5, 3, 27, 536, 89, 2, 46, 68, 9.447, 11.013
Tue May 16 16:13:22 EDT 2017, 0.650, 3, 7, 0.900, 7, 5, 49, 311, 22, 7, 9, 91, 6.343, 5.707
Tue May 16 16:14:31 EDT 2017, 0.150, 7, 2, 0.400, 3, 1, 94, 461, 67, 16, 34, 46, 67.673, 32.923
Tue May 16 16:14:40 EDT 2017, 0.210, 3, 5, 0.210, 5, 1, 55, 329, 50, 8, 31, 40, 8.770, 6.740
Tue May 16 16:28:03 EDT 2017, 0.710, 8, 1, 0.710, 9, 6, 10, 479, 95, 17, 6, 85, 596.993, 799.110
Tue May 16 16:28:23 EDT 2017, 0.960, 1, 3, 0.460, 7, 4, 33, 404, 27, 13, 43, 63, 18.877, 11.920
Tue May 16 16:28:26 EDT 2017, 0.460, 5, 7, 0.960, 2, 8, 78, 554, 72, 3, 18, 18, 3.160, 3.333
Tue May 16 16:29:25 EDT 2017, 0.340, 2, 2, 0.080, 6, 9, 66, 517, 39, 10, 37, 97, 58.420, 33.387
Tue May 16 16:29:29 EDT 2017, 0.840, 6, 6, 0.580, 1, 5, 21, 367, 84, 1, 12, 52, 3.727, 4.277
Tue May 16 16:29:31 EDT 2017, 0.590, 4, 9, 0.330, 3, 7, 44, 592, 16, 6, 25, 29, 1.833, 1.647
Tue May 16 16:30:30 EDT 2017, 0.090, 9, 4, 0.830, 8, 2, 89, 442, 61, 15, 0, 74, 57.243, 35.643
Tue May 16 16:30:43 EDT 2017, 0.120, 4, 1, 0.930, 7, 5, 18, 358, 58, 3, 23, 43, 12.573, 9.650
Tue May 16 16:30:54 EDT 2017, 0.620, 8, 5, 0.430, 2, 9, 63, 508, 13, 12, 48, 88, 10.883, 7.593
Tue May 16 16:31:39 EDT 2017, 0.870, 2, 8, 0.680, 4, 3, 86, 433, 81, 17, 11, 66, 43.937, 31.217
Tue May 16 16:31:46 EDT 2017, 0.370, 6, 3, 0.180, 9, 7, 41, 583, 36, 7, 36, 21, 6.863, 4.973
Tue May 16 16:33:02 EDT 2017, 0.490, 1, 7, 0.800, 3, 6, 30, 470, 69, 19, 4, 99, 76.120, 49.717
Tue May 16 16:33:15 EDT 2017, 0.990, 5, 2, 0.300, 8, 2, 75, 320, 24, 10, 29, 54, 11.940, 6.887
Tue May 16 16:33:31 EDT 2017, 0.740, 3, 4, 0.550, 5, 8, 97, 545, 92, 5, 17, 32, 16.660, 14.850
Tue May 16 16:33:53 EDT 2017, 0.240, 7, 9, 0.050, 1, 4, 52, 395, 47, 14, 42, 77, 20.687, 16.637
Tue May 16 16:34:00 EDT 2017, 0.180, 2, 4, 0.360, 3, 3, 13, 526, 75, 1, 39, 60, 6.937, 7.463
Tue May 16 16:34:03 EDT 2017, 0.680, 7, 8, 0.860, 7, 8, 58, 376, 30, 11, 14, 15, 2.180, 1.673
Tue May 16 16:34:39 EDT 2017, 0.930, 4, 6, 0.110, 9, 1, 80, 451, 98, 16, 26, 37, 36.280, 24.300
Tue May 16 16:35:06 EDT 2017, 0.430, 9, 2, 0.610, 5, 6, 35, 301, 53, 6, 1, 82, 25.743, 16.850
Tue May 16 16:35:18 EDT 2017, 0.310, 3, 9, 0.490, 8, 7, 24, 414, 64, 18, 32, 26, 11.823, 9.077
Tue May 16 16:35:29 EDT 2017, 0.810, 8, 5, 0.990, 4, 2, 69, 564, 19, 9, 7, 71, 10.873, 8.377
Tue May 16 16:36:00 EDT 2017, 0.560, 1, 3, 0.240, 1, 9, 92, 339, 86, 4, 45, 94, 29.487, 25.153
Tue May 16 16:36:16 EDT 2017, 0.060, 6, 7, 0.740, 6, 4, 47, 489, 41, 13, 20, 49, 15.690, 11.990
Tue May 16 16:37:02 EDT 2017, 0.040, 4, 3, 0.070, 4, 5, 85, 381, 85, 9, 7, 67, 44.713, 30.293
Tue May 16 16:37:11 EDT 2017, 0.540, 8, 8, 0.570, 8, 1, 40, 531, 40, 19, 32, 22, 8.973, 6.313
Tue May 16 16:37:29 EDT 2017, 0.790, 2, 5, 0.320, 6, 7, 17, 306, 62, 14, 19, 44, 17.977, 12.303
Tue May 16 16:37:44 EDT 2017, 0.290, 6, 1, 0.820, 1, 3, 62, 456, 17, 5, 44, 89, 14.280, 8.890
Tue May 16 16:37:51 EDT 2017, 0.410, 3, 9, 0.190, 7, 4, 96, 568, 96, 12, 13, 11, 6.913, 5.667
Tue May 16 16:37:58 EDT 2017, 0.910, 7, 4, 0.690, 2, 8, 51, 418, 51, 2, 38, 56, 6.037, 6.513
Tue May 16 16:39:03 EDT 2017, 0.660, 5, 2, 0.440, 5, 2, 28, 493, 74, 7, 0, 78, 64.537, 39.577
Tue May 16 16:39:11 EDT 2017, 0.160, 9, 6, 0.940, 9, 6, 73, 343, 29, 17, 25, 33, 7.577, 4.947
Tue May 16 16:40:25 EDT 2017, 0.230, 1, 1, 0.630, 8, 7, 79, 512, 91, 8, 29, 50, 73.660, 41.497
Tue May 16 16:41:06 EDT 2017, 0.730, 5, 6, 0.130, 3, 2, 34, 362, 46, 18, 4, 95, 40.093, 24.943
Tue May 16 16:41:50 EDT 2017, 0.980, 3, 8, 0.880, 1, 9, 11, 587, 68, 13, 41, 73, 44.247, 35.757
Tue May 16 16:41:53 EDT 2017, 0.480, 8, 4, 0.380, 5, 5, 56, 437, 23, 4, 16, 28, 2.373, 2.067
Tue May 16 16:42:25 EDT 2017, 0.350, 4, 7, 0.500, 2, 3, 90, 325, 79, 11, 47, 84, 31.170, 24.577
Tue May 16 16:42:27 EDT 2017, 0.850, 9, 3, 0.000, 6, 8, 45, 475, 34, 1, 22, 39, 2.040, 2.120
Tue May 16 16:42:31 EDT 2017, 0.600, 2, 5, 0.750, 9, 1, 23, 400, 57, 6, 35, 16, 3.680, 2.940
Tue May 16 16:42:37 EDT 2017, 0.100, 7, 9, 0.250, 4, 6, 68, 550, 12, 15, 10, 61, 5.617, 4.333
Tue May 16 16:42:39 EDT 2017, 0.070, 2, 6, 0.470, 2, 8, 42, 484, 20, 2, 14, 53, 1.890, 1.963
Tue May 16 16:44:16 EDT 2017, 0.570, 6, 1, 0.970, 6, 4, 87, 334, 65, 11, 39, 98, 96.573, 50.977
Tue May 16 16:45:19 EDT 2017, 0.820, 4, 3, 0.220, 8, 6, 65, 559, 43, 16, 2, 75, 61.417, 35.870
Tue May 16 16:45:27 EDT 2017, 0.320, 9, 8, 0.720, 4, 1, 20, 409, 88, 6, 27, 30, 8.203, 7.883
Tue May 16 16:46:19 EDT 2017, 0.450, 3, 2, 0.350, 9, 3, 54, 372, 31, 18, 8, 87, 50.747, 25.660
Tue May 16 16:46:40 EDT 2017, 0.950, 7, 7, 0.850, 5, 7, 99, 522, 76, 9, 33, 42, 20.307, 17.293
Tue May 16 16:46:42 EDT 2017, 0.700, 1, 9, 0.100, 3, 5, 76, 447, 54, 4, 21, 19, 2.380, 2.350
