# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 120 140', '--callIntervalMean 20 30', '--callDurationMean 2 10', '--maxChannels 8 30', '--simEndTime 300 500', '--portables 1 20', '--rows 10 50', '--granularity 0 30', '--cols 10 50', 2tLadderQ_timing_secs, 3tHeap_timing_secs
Sat Jul  1 07:11:19 EDT 2017, 0.100, 121, 22, 6, 22, 471, 2, 48, 26, 42, 6.070, 1.977
Sat Jul  1 07:11:29 EDT 2017, 0.600, 131, 27, 2, 11, 371, 11, 28, 11, 22, 10.687, 1.470
Sat Jul  1 07:11:43 EDT 2017, 0.850, 126, 25, 8, 16, 421, 16, 38, 19, 12, 13.237, 1.770
Sat Jul  1 07:11:46 EDT 2017, 0.350, 136, 20, 4, 27, 321, 6, 18, 4, 32, 3.220, 1.107
Sat Jul  1 07:11:47 EDT 2017, 0.480, 129, 29, 7, 13, 346, 4, 23, 22, 17, 0.737, 0.540
Sat Jul  1 07:13:54 EDT 2017, 0.980, 139, 24, 3, 24, 446, 13, 43, 7, 37, 126.007, 5.563
Sat Jul  1 07:14:25 EDT 2017, 0.730, 124, 21, 9, 19, 396, 18, 13, 15, 47, 31.417, 2.457
Sat Jul  1 07:14:44 EDT 2017, 0.230, 134, 26, 5, 8, 496, 9, 33, 0, 27, 18.830, 2.413
Sat Jul  1 07:14:45 EDT 2017, 0.170, 125, 21, 3, 12, 484, 3, 10, 24, 44, 0.987, 0.610
Sat Jul  1 07:15:01 EDT 2017, 0.670, 135, 26, 7, 23, 384, 12, 30, 9, 24, 15.710, 2.007
Sat Jul  1 07:15:08 EDT 2017, 0.920, 120, 28, 5, 29, 434, 17, 20, 17, 14, 6.003, 1.210
Sat Jul  1 07:15:31 EDT 2017, 0.420, 130, 23, 9, 18, 334, 8, 40, 2, 34, 23.613, 2.253
Sat Jul  1 07:15:34 EDT 2017, 0.290, 122, 27, 2, 26, 309, 5, 35, 28, 19, 2.573, 0.900
Sat Jul  1 07:15:55 EDT 2017, 0.790, 132, 22, 6, 15, 409, 15, 15, 13, 39, 20.933, 2.017
Sat Jul  1 07:23:41 EDT 2017, 0.540, 127, 24, 4, 9, 359, 19, 45, 21, 49, 463.790, 8.620
Sat Jul  1 07:23:53 EDT 2017, 0.040, 137, 29, 8, 20, 459, 10, 25, 6, 29, 12.003, 1.997
Sat Jul  1 07:24:59 EDT 2017, 0.030, 123, 20, 5, 15, 325, 15, 30, 22, 36, 65.883, 3.317
Sat Jul  1 07:25:00 EDT 2017, 0.530, 133, 25, 9, 26, 425, 5, 10, 7, 16, 0.260, 0.323
Sat Jul  1 07:25:00 EDT 2017, 0.780, 128, 28, 3, 21, 375, 1, 40, 29, 26, 0.623, 0.613
Sat Jul  1 07:25:24 EDT 2017, 0.280, 138, 23, 7, 10, 475, 10, 20, 14, 46, 23.203, 2.580
Sat Jul  1 07:25:32 EDT 2017, 0.400, 125, 26, 4, 23, 450, 17, 15, 18, 21, 8.257, 1.463
Sat Jul  1 07:26:01 EDT 2017, 0.900, 135, 21, 8, 12, 350, 8, 35, 3, 41, 28.953, 2.737
Sat Jul  1 07:26:04 EDT 2017, 0.650, 120, 24, 2, 18, 400, 3, 25, 26, 31, 2.087, 1.057
