# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 120 140', '--callIntervalMean 20 30', '--callDurationMean 2 10', '--maxChannels 8 30', '--simEndTime 300 500', '--portables 1 20', '--rows 10 50', '--granularity 0 30', '--cols 10 50', 2tLadderQ_timing_secs, 3tHeap_timing_secs
Sat Jul  1 07:11:16 EDT 2017, 0.210, 121, 25, 5, 15, 431, 1, 35, 22, 22, 2.650, 2.703
Sat Jul  1 07:11:24 EDT 2017, 0.710, 131, 20, 9, 26, 331, 10, 15, 7, 42, 8.327, 1.513
Sat Jul  1 07:14:16 EDT 2017, 0.960, 126, 22, 3, 20, 481, 15, 45, 15, 32, 171.650, 6.623
Sat Jul  1 07:14:18 EDT 2017, 0.460, 136, 27, 7, 9, 381, 6, 25, 0, 12, 1.000, 0.620
Sat Jul  1 07:14:18 EDT 2017, 0.340, 129, 21, 4, 23, 356, 3, 10, 26, 37, 0.530, 0.417
Sat Jul  1 07:14:29 EDT 2017, 0.840, 139, 26, 8, 12, 456, 13, 30, 11, 17, 10.220, 1.697
Sat Jul  1 07:14:47 EDT 2017, 0.590, 124, 29, 2, 18, 306, 18, 20, 18, 27, 17.880, 1.583
Sat Jul  1 07:15:44 EDT 2017, 0.090, 134, 24, 6, 29, 406, 8, 40, 3, 47, 56.783, 4.460
Sat Jul  1 07:15:55 EDT 2017, 0.060, 123, 20, 7, 20, 450, 12, 31, 6, 16, 11.390, 1.807
Sat Jul  1 07:15:56 EDT 2017, 0.560, 133, 25, 3, 9, 350, 3, 11, 21, 36, 0.440, 0.353
Sat Jul  1 07:16:35 EDT 2017, 0.810, 128, 27, 9, 14, 400, 7, 41, 14, 46, 38.467, 3.423
Sat Jul  1 07:16:51 EDT 2017, 0.310, 138, 22, 5, 25, 300, 17, 21, 29, 26, 15.840, 1.660
Sat Jul  1 07:17:09 EDT 2017, 0.430, 126, 26, 6, 17, 325, 15, 16, 2, 41, 18.340, 2.300
Sat Jul  1 07:17:14 EDT 2017, 0.930, 136, 21, 2, 28, 425, 5, 36, 17, 21, 4.990, 1.387
Sat Jul  1 07:17:17 EDT 2017, 0.680, 121, 23, 8, 22, 375, 10, 26, 10, 11, 2.140, 0.770
Sat Jul  1 07:20:44 EDT 2017, 0.180, 131, 28, 4, 11, 475, 19, 46, 25, 31, 206.460, 6.747
Sat Jul  1 07:20:58 EDT 2017, 0.120, 127, 23, 2, 10, 488, 11, 29, 0, 19, 13.200, 2.010
Sat Jul  1 07:20:59 EDT 2017, 0.620, 137, 28, 6, 21, 388, 1, 49, 15, 39, 1.300, 0.993
Sat Jul  1 07:21:09 EDT 2017, 0.870, 122, 25, 4, 27, 438, 6, 19, 8, 49, 9.487, 1.693
Sat Jul  1 07:22:23 EDT 2017, 0.370, 132, 20, 8, 16, 338, 16, 39, 23, 29, 74.090, 3.647
Sat Jul  1 07:24:33 EDT 2017, 0.250, 120, 29, 3, 29, 313, 13, 44, 4, 44, 129.267, 4.637
Sat Jul  1 07:24:35 EDT 2017, 0.750, 130, 24, 7, 18, 413, 4, 24, 19, 24, 1.763, 1.000
Sat Jul  1 07:24:40 EDT 2017, 0.500, 125, 22, 5, 13, 363, 9, 34, 12, 14, 4.777, 1.113
Sat Jul  1 07:24:57 EDT 2017, 0.000, 135, 27, 9, 24, 463, 18, 14, 27, 34, 16.787, 2.223
Sat Jul  1 07:30:02 EDT 2017, 0.000, 127, 28, 7, 21, 444, 17, 43, 9, 46, 304.557, 8.313
Sat Jul  1 07:30:06 EDT 2017, 0.500, 137, 23, 3, 10, 344, 7, 23, 24, 26, 4.293, 1.293
Sat Jul  1 07:30:07 EDT 2017, 0.750, 122, 20, 9, 15, 494, 2, 33, 1, 16, 0.687, 0.637
