# Timestamp, procs, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max
Thu Jan 12 21:54:37 EST 2017, 1, 5, 0.000, 2, 9.33333, 0.020548, 9.29558, 9.37108, 9.31, 9.31, 9.33, 9.36, 9.36, 10168, 0, 10168, 10168, 10168, 10168, 10168, 10168, 10168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4729967, 0, 4729967, 4729967, 4729967, 4729967, 4729967, 4729967, 4729967, 9177160, 0, 9177160, 9177160, 9177160, 9177160, 9177160, 9177160, 9177160
Thu Jan 12 21:56:43 EST 2017, 1, 10, 0.000, 2, 9.83333, 0.0834, 9.68011, 9.98655, 9.76, 9.76, 9.79, 9.95, 9.95, 10278.7, 1.88562, 10275.2, 10282.2, 10276, 10276, 10280, 10280, 10280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4963402, 0, 4963402, 4963402, 4963402, 4963402, 4963402, 4963402, 4963402, 9929356, 0, 9929356, 9929356, 9929356, 9929356, 9929356, 9929356, 9929356
Thu Jan 12 21:58:39 EST 2017, 1, 1, 0.250, 2, 4.75667, 0.0942809, 4.58346, 4.92988, 4.69, 4.69, 4.69, 4.89, 4.89, 9376, 3.26599, 9370, 9382, 9372, 9372, 9376, 9380, 9380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2884197, 0, 2884197, 2884197, 2884197, 2884197, 2884197, 2884197, 2884197, 3935528, 0, 3935528, 3935528, 3935528, 3935528, 3935528, 3935528, 3935528
Thu Jan 12 22:00:14 EST 2017, 1, 2, 0.250, 2, 6.95667, 0.0793025, 6.81098, 7.10236, 6.85, 6.85, 6.98, 7.04, 7.04, 9513.33, 1.88562, 9509.87, 9516.79, 9512, 9512, 9512, 9516, 9516, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3871029, 0, 3871029, 3871029, 3871029, 3871029, 3871029, 3871029, 3871029, 6321081, 0, 6321081, 6321081, 6321081, 6321081, 6321081, 6321081, 6321081
Thu Jan 12 22:02:20 EST 2017, 1, 5, 0.250, 2, 9.24333, 0.0262467, 9.19511, 9.29155, 9.22, 9.22, 9.23, 9.28, 9.28, 9637.33, 1.88562, 9633.87, 9640.79, 9636, 9636, 9636, 9640, 9640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4587803, 0, 4587803, 4587803, 4587803, 4587803, 4587803, 4587803, 4587803, 9177148, 0, 9177148, 9177148, 9177148, 9177148, 9177148, 9177148, 9177148
Thu Jan 12 22:04:26 EST 2017, 1, 10, 0.250, 2, 9.79, 0.189912, 9.44111, 10.1389, 9.58, 9.58, 9.75, 10.04, 10.04, 9640, 3.26599, 9634, 9646, 9636, 9636, 9640, 9644, 9644, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4719916, 0, 4719916, 4719916, 4719916, 4719916, 4719916, 4719916, 4719916, 9929348, 0, 9929348, 9929348, 9929348, 9929348, 9929348, 9929348, 9929348
Thu Jan 12 22:06:27 EST 2017, 1, 1, 0.000, 5, 9.77, 0.0424264, 9.69206, 9.84794, 9.71, 9.71, 9.8, 9.8, 9.8, 10530.7, 1.88562, 10527.2, 10534.2, 10528, 10528, 10532, 10532, 10532, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4449600, 0, 4449600, 4449600, 4449600, 4449600, 4449600, 4449600, 4449600, 9836169, 0, 9836169, 9836169, 9836169, 9836169, 9836169, 9836169, 9836169
Thu Jan 12 22:08:33 EST 2017, 1, 2, 0.000, 5, 15.4067, 0.790879, 13.9538, 16.8596, 14.29, 14.29, 15.91, 16.02, 16.02, 11093.3, 1.88562, 11089.8, 11096.8, 11092, 11092, 11092, 11096, 11096, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4908956, 0, 4908956, 4908956, 4908956, 4908956, 4908956, 4908956, 4908956, 15795975, 0, 15795975, 15795975, 15795975, 15795975, 15795975, 15795975, 15795975
Thu Jan 12 22:10:44 EST 2017, 1, 5, 0.000, 5, 21.58, 0.235089, 21.1481, 22.0119, 21.25, 21.25, 21.71, 21.78, 21.78, 14892, 3.26599, 14886, 14898, 14888, 14888, 14892, 14896, 14896, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4998430, 0, 4998430, 4998430, 4998430, 4998430, 4998430, 4998430, 4998430, 22938306, 0, 22938306, 22938306, 22938306, 22938306, 22938306, 22938306, 22938306
Thu Jan 12 22:12:49 EST 2017, 1, 10, 0.000, 5, 24.41, 1.10384, 22.3821, 26.4379, 22.94, 22.94, 24.69, 25.6, 25.6, 37360, 3.26599, 37354, 37366, 37356, 37356, 37360, 37364, 37364, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 24821774, 0, 24821774, 24821774, 24821774, 24821774, 24821774, 24821774, 24821774
