# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 120 160', '--callIntervalMean 20 30', '--callDurationMean 2 10', '--maxChannels 8 30', '--simEndTime 300 600', '--portables 1 20', '--rows 10 50', '--granularity 0 30', '--cols 10 50', 2tLadderQ_timing_secs, 2tHeap_timing_secs
Sun Jul  2 09:12:13 EDT 2017, 0.300, 135, 28, 3, 12, 445, 11, 41, 12, 33, 58.163, 3.907
Sun Jul  2 09:12:13 EDT 2017, 0.800, 155, 23, 7, 23, 595, 1, 21, 27, 13, 0.190, 0.220
Sun Jul  2 09:12:18 EDT 2017, 0.550, 125, 21, 5, 28, 370, 6, 31, 5, 23, 5.183, 1.280
Sun Jul  2 09:12:31 EDT 2017, 0.050, 145, 26, 9, 17, 520, 15, 11, 20, 43, 12.237, 1.917
Sun Jul  2 09:12:35 EDT 2017, 0.030, 136, 23, 4, 24, 394, 9, 47, 4, 10, 4.727, 1.343
Sun Jul  2 09:13:31 EDT 2017, 0.530, 156, 28, 8, 13, 544, 19, 27, 19, 30, 55.587, 3.770
Sun Jul  2 09:15:10 EDT 2017, 0.780, 126, 25, 2, 18, 319, 14, 37, 11, 40, 97.837, 4.023
Sun Jul  2 09:15:11 EDT 2017, 0.280, 146, 20, 6, 29, 469, 4, 17, 26, 20, 1.007, 0.773
Sun Jul  2 09:15:27 EDT 2017, 0.400, 121, 29, 5, 15, 506, 7, 22, 0, 45, 15.247, 2.333
Sun Jul  2 09:16:21 EDT 2017, 0.900, 141, 24, 9, 26, 356, 16, 42, 15, 25, 53.717, 3.067
Sun Jul  2 09:16:23 EDT 2017, 0.650, 131, 21, 3, 21, 581, 12, 12, 7, 15, 2.230, 0.990
Sun Jul  2 09:16:25 EDT 2017, 0.150, 151, 26, 7, 10, 431, 2, 32, 22, 35, 1.400, 1.013
Sun Jul  2 09:16:26 EDT 2017, 0.220, 128, 20, 9, 11, 412, 8, 14, 2, 12, 0.743, 0.513
Sun Jul  2 09:18:25 EDT 2017, 0.720, 148, 25, 5, 22, 562, 18, 34, 17, 32, 119.247, 5.660
Sun Jul  2 09:18:56 EDT 2017, 0.970, 138, 27, 7, 28, 337, 13, 24, 9, 42, 30.670, 2.437
Sun Jul  2 09:18:59 EDT 2017, 0.470, 158, 22, 3, 17, 487, 3, 44, 24, 22, 2.843, 1.350
Sun Jul  2 09:19:30 EDT 2017, 0.340, 133, 26, 8, 25, 450, 6, 39, 5, 47, 30.710, 3.287
Sun Jul  2 09:19:41 EDT 2017, 0.840, 153, 21, 4, 14, 300, 15, 19, 20, 27, 10.697, 1.623
Sun Jul  2 09:20:06 EDT 2017, 0.590, 123, 23, 6, 9, 525, 10, 49, 13, 17, 24.927, 2.720
Sun Jul  2 09:20:07 EDT 2017, 0.090, 143, 28, 2, 20, 375, 1, 29, 28, 37, 0.650, 0.667
Sun Jul  2 09:20:24 EDT 2017, 0.060, 122, 25, 3, 28, 309, 19, 18, 27, 26, 16.613, 1.593
Sun Jul  2 09:21:55 EDT 2017, 0.560, 142, 20, 7, 17, 459, 10, 38, 12, 46, 90.597, 5.080
Sun Jul  2 09:22:01 EDT 2017, 0.810, 132, 22, 5, 12, 384, 5, 28, 19, 36, 6.693, 1.610
Sun Jul  2 09:22:33 EDT 2017, 0.310, 152, 27, 9, 23, 534, 15, 48, 4, 16, 31.160, 2.957
Sun Jul  2 09:24:43 EDT 2017, 0.440, 137, 21, 2, 9, 572, 17, 33, 23, 31, 129.537, 5.777
