# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 120 160', '--callIntervalMean 20 30', '--callDurationMean 2 10', '--maxChannels 8 30', '--simEndTime 300 600', '--portables 1 20', '--rows 10 50', '--granularity 0 30', '--cols 10 50', 2tLadderQ_timing_secs, 2tHeap_timing_secs
Sun Jul  2 09:11:15 EDT 2017, 0.430, 122, 29, 7, 19, 394, 1, 20, 15, 25, 0.340, 0.387
Sun Jul  2 09:13:33 EDT 2017, 0.930, 142, 24, 3, 8, 544, 11, 40, 0, 45, 137.707, 6.767
Sun Jul  2 09:13:39 EDT 2017, 0.680, 132, 22, 9, 14, 319, 16, 10, 23, 35, 5.960, 1.213
Sun Jul  2 09:13:41 EDT 2017, 0.180, 152, 27, 5, 25, 469, 6, 30, 8, 15, 1.877, 0.867
Sun Jul  2 09:13:43 EDT 2017, 0.120, 125, 20, 3, 29, 450, 5, 12, 17, 33, 1.677, 0.850
Sun Jul  2 09:13:48 EDT 2017, 0.620, 145, 25, 7, 18, 300, 14, 32, 2, 13, 5.387, 1.063
Sun Jul  2 09:14:15 EDT 2017, 0.870, 135, 27, 5, 12, 525, 19, 22, 25, 23, 26.420, 2.533
Sun Jul  2 09:15:18 EDT 2017, 0.370, 155, 22, 9, 23, 375, 10, 42, 10, 43, 62.577, 3.980
Sun Jul  2 09:15:20 EDT 2017, 0.250, 130, 26, 2, 10, 413, 2, 37, 21, 28, 1.633, 1.033
Sun Jul  2 09:15:52 EDT 2017, 0.750, 150, 21, 6, 21, 563, 12, 17, 6, 48, 31.787, 3.293
Sun Jul  2 09:19:52 EDT 2017, 0.500, 120, 24, 4, 26, 338, 17, 47, 28, 38, 238.823, 6.007
Sun Jul  2 09:19:55 EDT 2017, 0.000, 140, 29, 8, 15, 488, 7, 27, 13, 18, 3.230, 1.307
Sun Jul  2 09:20:48 EDT 2017, 0.000, 130, 23, 3, 27, 431, 14, 26, 18, 36, 52.500, 3.333
Sun Jul  2 09:20:52 EDT 2017, 0.500, 150, 28, 7, 16, 581, 5, 46, 3, 16, 3.833, 1.437
Sun Jul  2 09:20:56 EDT 2017, 0.750, 120, 26, 5, 11, 356, 9, 16, 25, 26, 3.520, 1.047
Sun Jul  2 09:25:58 EDT 2017, 0.250, 140, 21, 9, 22, 506, 19, 36, 10, 46, 301.690, 8.383
Sun Jul  2 09:26:30 EDT 2017, 0.370, 125, 29, 2, 8, 469, 12, 41, 22, 21, 31.257, 2.803
Sun Jul  2 09:26:31 EDT 2017, 0.870, 145, 24, 6, 19, 319, 2, 21, 7, 41, 0.917, 0.703
Sun Jul  2 09:26:48 EDT 2017, 0.620, 135, 22, 4, 24, 544, 7, 31, 29, 31, 16.657, 2.510
Sun Jul  2 09:26:49 EDT 2017, 0.120, 155, 27, 8, 13, 394, 17, 11, 14, 11, 1.060, 0.650
Sun Jul  2 09:28:15 EDT 2017, 0.190, 122, 20, 6, 18, 375, 13, 34, 20, 39, 85.457, 3.983
Sun Jul  2 09:28:16 EDT 2017, 0.690, 142, 25, 2, 29, 525, 3, 14, 5, 19, 0.577, 0.627
Sun Jul  2 17:55:30 EDT 2017, 0.430, 122, 29, 7, 19, 394, 1, 20, 15, 25, 0.310, 0.360
Sun Jul  2 17:57:49 EDT 2017, 0.930, 142, 24, 3, 8, 544, 11, 40, 0, 45, 137.397, 6.577
Sun Jul  2 17:57:55 EDT 2017, 0.680, 132, 22, 9, 14, 319, 16, 10, 23, 35, 6.013, 1.167
Sun Jul  2 17:57:57 EDT 2017, 0.180, 152, 27, 5, 25, 469, 6, 30, 8, 15, 2.010, 0.967
Sun Jul  2 17:57:59 EDT 2017, 0.120, 125, 20, 3, 29, 450, 5, 12, 17, 33, 1.723, 0.790
Sun Jul  2 17:58:04 EDT 2017, 0.620, 145, 25, 7, 18, 300, 14, 32, 2, 13, 5.307, 1.070
Sun Jul  2 17:58:31 EDT 2017, 0.870, 135, 27, 5, 12, 525, 19, 22, 25, 23, 26.483, 2.600
Sun Jul  2 17:59:34 EDT 2017, 0.370, 155, 22, 9, 23, 375, 10, 42, 10, 43, 62.543, 4.223
Sun Jul  2 17:59:36 EDT 2017, 0.250, 130, 26, 2, 10, 413, 2, 37, 21, 28, 1.703, 1.003
Sun Jul  2 18:00:07 EDT 2017, 0.750, 150, 21, 6, 21, 563, 12, 17, 6, 48, 31.380, 3.247
Sun Jul  2 18:04:07 EDT 2017, 0.500, 120, 24, 4, 26, 338, 17, 47, 28, 38, 239.207, 6.170
Sun Jul  2 18:04:11 EDT 2017, 0.000, 140, 29, 8, 15, 488, 7, 27, 13, 18, 2.983, 1.123
Sun Jul  2 18:05:03 EDT 2017, 0.000, 130, 23, 3, 27, 431, 14, 26, 18, 36, 52.163, 3.330
Sun Jul  2 18:05:07 EDT 2017, 0.500, 150, 28, 7, 16, 581, 5, 46, 3, 16, 4.170, 1.677
Sun Jul  2 18:05:11 EDT 2017, 0.750, 120, 26, 5, 11, 356, 9, 16, 25, 26, 3.337, 0.887
Sun Jul  2 18:10:17 EDT 2017, 0.250, 140, 21, 9, 22, 506, 19, 36, 10, 46, 303.417, 8.607
Sun Jul  2 18:10:49 EDT 2017, 0.370, 125, 29, 2, 8, 469, 12, 41, 22, 21, 31.547, 2.870
Sun Jul  2 18:10:50 EDT 2017, 0.870, 145, 24, 6, 19, 319, 2, 21, 7, 41, 0.820, 0.597
Sun Jul  2 18:11:07 EDT 2017, 0.620, 135, 22, 4, 24, 544, 7, 31, 29, 31, 16.703, 2.543
Sun Jul  2 18:11:08 EDT 2017, 0.120, 155, 27, 8, 13, 394, 17, 11, 14, 11, 0.820, 0.373
Sun Jul  2 18:12:34 EDT 2017, 0.190, 122, 20, 6, 18, 375, 13, 34, 20, 39, 85.557, 4.090
Sun Jul  2 18:12:34 EDT 2017, 0.690, 142, 25, 2, 29, 525, 3, 14, 5, 19, 0.470, 0.510
Sun Jul  2 18:12:52 EDT 2017, 0.940, 132, 27, 8, 23, 300, 8, 44, 27, 29, 17.063, 2.007
Sun Jul  2 18:14:51 EDT 2017, 0.440, 152, 22, 4, 12, 450, 18, 24, 12, 49, 118.797, 5.060
Sun Jul  2 18:14:58 EDT 2017, 0.310, 137, 26, 7, 20, 487, 11, 19, 16, 24, 6.547, 1.563
Sun Jul  2 18:14:59 EDT 2017, 0.810, 157, 21, 3, 9, 337, 1, 39, 1, 44, 1.023, 0.837
Sun Jul  2 18:15:12 EDT 2017, 0.560, 127, 24, 9, 15, 562, 6, 29, 24, 34, 12.093, 2.150
Sun Jul  2 18:15:33 EDT 2017, 0.060, 147, 29, 5, 26, 412, 15, 49, 9, 14, 21.247, 2.153
Sun Jul  2 18:15:46 EDT 2017, 0.090, 128, 25, 4, 22, 347, 5, 38, 10, 40, 13.277, 2.027
Sun Jul  2 18:15:55 EDT 2017, 0.590, 148, 20, 8, 11, 497, 15, 18, 25, 20, 8.133, 1.490
Sun Jul  2 18:16:19 EDT 2017, 0.840, 138, 22, 2, 17, 422, 19, 48, 2, 10, 23.857, 2.333
Sun Jul  2 18:16:38 EDT 2017, 0.340, 158, 27, 6, 28, 572, 10, 28, 17, 30, 18.540, 2.670
Sun Jul  2 18:16:38 EDT 2017, 0.470, 133, 21, 5, 14, 534, 3, 13, 13, 15, 0.497, 0.370
Sun Jul  2 18:17:13 EDT 2017, 0.970, 153, 26, 9, 25, 384, 12, 33, 28, 35, 34.107, 2.863
Sun Jul  2 18:18:46 EDT 2017, 0.720, 123, 28, 3, 20, 459, 17, 23, 6, 45, 91.887, 4.233
Sun Jul  2 18:18:58 EDT 2017, 0.220, 143, 23, 7, 9, 309, 8, 43, 21, 25, 12.597, 1.683
Sun Jul  2 18:19:01 EDT 2017, 0.150, 136, 28, 9, 13, 328, 4, 20, 11, 42, 2.173, 0.850
Sun Jul  2 18:19:40 EDT 2017, 0.650, 156, 23, 5, 24, 478, 14, 40, 26, 22, 38.583, 3.107
Sun Jul  2 18:19:41 EDT 2017, 0.900, 126, 20, 7, 29, 403, 18, 10, 4, 12, 1.427, 0.633
Sun Jul  2 18:20:05 EDT 2017, 0.400, 146, 25, 3, 18, 553, 9, 30, 19, 32, 24.023, 2.900
Sun Jul  2 18:20:07 EDT 2017, 0.280, 121, 24, 8, 27, 590, 2, 45, 8, 17, 1.410, 1.087
Sun Jul  2 18:20:31 EDT 2017, 0.780, 141, 29, 4, 16, 440, 11, 25, 23, 37, 23.717, 2.403
Sun Jul  2 18:24:04 EDT 2017, 0.530, 131, 27, 6, 10, 515, 16, 35, 0, 47, 212.523, 7.050
Sun Jul  2 18:24:06 EDT 2017, 0.030, 151, 22, 2, 21, 365, 6, 15, 15, 27, 1.840, 0.837
Sun Jul  2 18:28:18 EDT 2017, 0.040, 120, 27, 7, 14, 548, 19, 40, 1, 35, 250.527, 7.177
Sun Jul  2 18:28:20 EDT 2017, 0.540, 140, 22, 3, 25, 398, 9, 20, 16, 15, 2.417, 0.940
Sun Jul  2 18:28:23 EDT 2017, 0.790, 130, 20, 9, 20, 473, 4, 30, 8, 25, 3.097, 1.190
Sun Jul  2 18:28:30 EDT 2017, 0.290, 150, 25, 5, 9, 323, 14, 10, 23, 45, 6.770, 1.220
Sun Jul  2 18:28:44 EDT 2017, 0.420, 135, 23, 6, 23, 361, 16, 25, 4, 20, 13.957, 1.760
Sun Jul  2 18:29:27 EDT 2017, 0.920, 155, 28, 2, 12, 511, 7, 45, 19, 40, 42.023, 4.373
Sun Jul  2 18:29:27 EDT 2017, 0.670, 125, 26, 8, 17, 436, 2, 15, 12, 30, 0.443, 0.543
Sun Jul  2 18:29:33 EDT 2017, 0.170, 145, 21, 4, 28, 586, 11, 35, 27, 10, 5.680, 1.600
Sun Jul  2 18:30:17 EDT 2017, 0.230, 133, 25, 2, 24, 567, 17, 17, 6, 38, 43.960, 3.330
Sun Jul  2 18:30:25 EDT 2017, 0.730, 153, 20, 6, 13, 417, 8, 37, 21, 18, 7.113, 1.587
Sun Jul  2 18:30:27 EDT 2017, 0.980, 123, 23, 4, 8, 492, 3, 27, 14, 28, 2.177, 1.157
Sun Jul  2 18:32:56 EDT 2017, 0.480, 143, 28, 8, 19, 342, 13, 47, 29, 48, 148.613, 5.343
Sun Jul  2 18:33:24 EDT 2017, 0.360, 128, 21, 3, 10, 304, 15, 32, 3, 23, 27.673, 2.173
Sun Jul  2 18:33:27 EDT 2017, 0.860, 148, 26, 7, 21, 454, 6, 12, 18, 43, 2.637, 1.110
Sun Jul  2 18:33:28 EDT 2017, 0.610, 138, 29, 5, 27, 379, 1, 42, 10, 33, 0.807, 0.910
Sun Jul  2 18:33:31 EDT 2017, 0.110, 158, 24, 9, 16, 529, 10, 22, 25, 13, 2.173, 0.937
Sun Jul  2 18:33:39 EDT 2017, 0.080, 139, 20, 8, 10, 464, 10, 13, 22, 42, 8.500, 1.603
Sun Jul  2 18:34:10 EDT 2017, 0.580, 159, 25, 4, 21, 314, 19, 33, 7, 22, 30.333, 2.117
Sun Jul  2 18:34:15 EDT 2017, 0.830, 129, 28, 6, 26, 539, 14, 23, 15, 12, 4.523, 1.257
Sun Jul  2 18:34:27 EDT 2017, 0.330, 149, 23, 2, 15, 389, 5, 43, 0, 32, 12.057, 2.193
Sun Jul  2 18:34:33 EDT 2017, 0.450, 124, 27, 9, 29, 426, 7, 38, 26, 17, 5.347, 1.453
Sun Jul  2 18:35:18 EDT 2017, 0.950, 144, 22, 5, 18, 576, 17, 18, 11, 37, 44.700, 3.433
Sun Jul  2 18:37:57 EDT 2017, 0.700, 134, 24, 7, 12, 351, 12, 48, 18, 47, 157.940, 5.777
Sun Jul  2 18:37:59 EDT 2017, 0.200, 154, 29, 3, 23, 501, 3, 28, 3, 27, 1.760, 0.980
Sun Jul  2 18:39:40 EDT 2017, 0.140, 126, 22, 5, 19, 520, 8, 46, 28, 44, 100.933, 5.730
Sun Jul  2 18:40:02 EDT 2017, 0.640, 146, 27, 9, 8, 370, 18, 26, 13, 24, 20.993, 2.027
Sun Jul  2 18:40:17 EDT 2017, 0.890, 136, 25, 3, 14, 595, 13, 36, 20, 14, 15.590, 2.203
Sun Jul  2 18:40:19 EDT 2017, 0.390, 156, 20, 7, 25, 445, 4, 16, 5, 34, 1.527, 0.827
Sun Jul  2 18:40:21 EDT 2017, 0.260, 131, 29, 4, 17, 408, 6, 21, 24, 19, 1.527, 0.813
Sun Jul  2 18:43:33 EDT 2017, 0.760, 151, 24, 8, 28, 558, 16, 41, 9, 39, 191.153, 7.337
Sun Jul  2 18:43:43 EDT 2017, 0.510, 121, 21, 2, 22, 333, 11, 11, 17, 49, 9.803, 1.540
Sun Jul  2 18:43:44 EDT 2017, 0.010, 141, 26, 6, 11, 483, 1, 31, 2, 29, 0.533, 0.567
Sun Jul  2 18:50:24 EDT 2017, 0.020, 125, 21, 9, 26, 504, 16, 44, 19, 48, 398.407, 9.600
Sun Jul  2 18:50:29 EDT 2017, 0.520, 145, 26, 5, 15, 354, 7, 24, 4, 28, 4.360, 1.190
Sun Jul  2 18:50:30 EDT 2017, 0.770, 135, 29, 7, 9, 579, 2, 34, 26, 18, 0.820, 0.777
Sun Jul  2 18:50:38 EDT 2017, 0.270, 155, 24, 3, 20, 429, 11, 14, 11, 38, 8.513, 1.543
Sun Jul  2 18:50:49 EDT 2017, 0.400, 130, 25, 8, 12, 391, 18, 29, 15, 13, 10.067, 1.540
Sun Jul  2 18:52:07 EDT 2017, 0.900, 150, 20, 4, 23, 541, 9, 49, 0, 33, 77.923, 5.837
Sun Jul  2 18:52:10 EDT 2017, 0.650, 120, 23, 6, 28, 316, 4, 19, 22, 43, 2.620, 0.960
Sun Jul  2 18:52:53 EDT 2017, 0.150, 140, 28, 2, 17, 466, 14, 39, 7, 23, 42.587, 3.023
