# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--recvr-range 1 10000', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, 3tHeap_timing_secs
Wed Apr 19 11:27:38 EDT 2017, 8772, 0.120, 5791, 4, 0.860, 507, 37, 5, 14, 97, 9.727, 9.457
Wed Apr 19 11:28:02 EDT 2017, 3822, 0.620, 791, 8, 0.360, 357, 82, 14, 39, 52, 22.410, 23.030
Wed Apr 19 11:28:32 EDT 2017, 2584, 0.000, 9541, 3, 0.990, 319, 70, 17, 7, 86, 28.253, 19.877
Wed Apr 19 11:28:35 EDT 2017, 7534, 0.500, 4541, 7, 0.490, 469, 25, 7, 32, 41, 3.467, 3.487
Wed Apr 19 11:28:39 EDT 2017, 5059, 0.250, 2041, 5, 0.240, 394, 48, 12, 20, 19, 3.907, 3.690
Wed Apr 19 11:28:52 EDT 2017, 109, 0.750, 7041, 9, 0.740, 544, 93, 3, 45, 64, 11.480, 12.580
Wed Apr 19 11:29:40 EDT 2017, 114, 0.370, 8227, 6, 0.610, 516, 85, 16, 15, 92, 47.780, 46.127
Wed Apr 19 11:29:53 EDT 2017, 5064, 0.870, 3228, 2, 0.110, 366, 40, 7, 40, 47, 12.517, 12.280
Wed Apr 19 11:29:54 EDT 2017, 7539, 0.120, 728, 9, 0.360, 591, 18, 12, 3, 25, 1.067, 0.963
Wed Apr 19 11:30:01 EDT 2017, 2589, 0.620, 5727, 4, 0.860, 441, 63, 2, 28, 70, 6.040, 6.627
Wed Apr 19 11:30:06 EDT 2017, 3827, 0.000, 4478, 5, 0.480, 404, 97, 9, 21, 14, 4.990, 4.973
Wed Apr 19 11:32:08 EDT 2017, 8777, 0.500, 9477, 1, 0.980, 554, 52, 19, 46, 59, 120.763, 106.153
Wed Apr 19 11:32:10 EDT 2017, 6302, 0.250, 6977, 8, 0.730, 329, 29, 4, 9, 81, 1.713, 2.030
Wed Apr 19 11:32:43 EDT 2017, 1352, 0.750, 1978, 3, 0.230, 479, 74, 14, 34, 36, 32.887, 31.497
Wed Apr 19 11:33:15 EDT 2017, 1970, 0.180, 5103, 1, 0.040, 460, 80, 3, 24, 98, 29.607, 31.163
Wed Apr 19 11:33:27 EDT 2017, 6920, 0.680, 103, 6, 0.540, 310, 35, 13, 49, 53, 11.193, 11.243
Wed Apr 19 11:33:28 EDT 2017, 9395, 0.430, 2603, 4, 0.790, 535, 12, 8, 12, 31, 1.440, 1.373
Wed Apr 19 11:33:57 EDT 2017, 4445, 0.930, 7602, 8, 0.290, 385, 57, 17, 37, 76, 28.980, 28.803
Wed Apr 19 11:34:08 EDT 2017, 3208, 0.310, 1353, 2, 0.920, 422, 91, 10, 18, 19, 10.330, 9.350
Wed Apr 19 11:34:11 EDT 2017, 8158, 0.810, 6352, 7, 0.420, 572, 46, 1, 43, 64, 2.263, 2.510
Wed Apr 19 11:34:17 EDT 2017, 5683, 0.060, 8852, 5, 0.170, 347, 23, 15, 6, 87, 5.930, 5.483
Wed Apr 19 11:34:25 EDT 2017, 733, 0.560, 3853, 9, 0.670, 497, 68, 6, 31, 42, 7.323, 7.883
Wed Apr 19 11:34:27 EDT 2017, 1042, 0.090, 415, 8, 0.830, 563, 43, 1, 26, 56, 1.440, 1.560
Wed Apr 19 11:34:29 EDT 2017, 5992, 0.590, 5415, 3, 0.330, 413, 88, 11, 1, 11, 2.293, 1.850
Wed Apr 19 11:34:38 EDT 2017, 8467, 0.340, 7915, 6, 0.080, 488, 66, 6, 39, 33, 8.540, 8.993
Wed Apr 19 11:34:54 EDT 2017, 3517, 0.840, 2915, 1, 0.580, 338, 21, 16, 14, 78, 15.180, 12.380
Wed Apr 19 11:35:03 EDT 2017, 4755, 0.470, 6665, 9, 0.200, 301, 54, 13, 32, 45, 8.207, 8.450
Wed Apr 19 11:35:18 EDT 2017, 9705, 0.970, 1665, 4, 0.700, 451, 99, 4, 7, 90, 13.523, 14.747
Wed Apr 19 11:36:03 EDT 2017, 7230, 0.220, 4165, 7, 0.950, 376, 77, 18, 45, 67, 45.210, 42.457
Wed Apr 19 11:36:09 EDT 2017, 2280, 0.720, 9165, 2, 0.450, 526, 32, 9, 20, 22, 5.073, 4.723
Wed Apr 19 11:36:40 EDT 2017, 1661, 0.280, 3540, 5, 0.260, 544, 37, 19, 35, 61, 30.167, 29.940
Wed Apr 19 11:36:42 EDT 2017, 6611, 0.780, 8540, 9, 0.760, 394, 82, 10, 10, 16, 2.410, 2.480
Wed Apr 19 11:37:18 EDT 2017, 9086, 0.030, 6040, 3, 0.510, 469, 60, 14, 48, 39, 35.877, 33.823
Wed Apr 19 11:37:20 EDT 2017, 4136, 0.530, 1040, 7, 0.010, 319, 15, 5, 23, 84, 1.733, 1.753
Wed Apr 19 11:37:29 EDT 2017, 2898, 0.150, 9790, 4, 0.640, 357, 49, 7, 29, 50, 8.667, 8.710
Wed Apr 19 11:38:05 EDT 2017, 7848, 0.650, 4790, 8, 0.140, 507, 94, 17, 4, 95, 35.463, 33.603
Wed Apr 19 11:38:26 EDT 2017, 5373, 0.400, 2290, 2, 0.390, 432, 71, 3, 42, 73, 19.053, 20.150
Wed Apr 19 11:38:29 EDT 2017, 423, 0.900, 7290, 6, 0.890, 582, 26, 12, 17, 28, 3.373, 3.373
Wed Apr 19 11:39:16 EDT 2017, 578, 0.140, 3071, 2, 0.150, 333, 61, 9, 42, 91, 45.113, 44.387
Wed Apr 19 11:39:20 EDT 2017, 5528, 0.640, 8071, 7, 0.650, 483, 16, 19, 17, 46, 4.347, 4.043
Wed Apr 19 11:39:23 EDT 2017, 8003, 0.390, 5571, 5, 0.900, 408, 39, 5, 30, 24, 2.513, 2.520
Wed Apr 19 11:39:43 EDT 2017, 3053, 0.890, 572, 9, 0.400, 558, 84, 14, 5, 69, 17.877, 18.800
Wed Apr 19 11:40:22 EDT 2017, 4291, 0.260, 9321, 1, 0.780, 596, 73, 17, 49, 12, 33.483, 33.820
Wed Apr 19 11:40:27 EDT 2017, 9241, 0.760, 4321, 6, 0.280, 446, 28, 7, 24, 57, 4.827, 5.070
Wed Apr 19 11:41:16 EDT 2017, 6766, 0.010, 1822, 3, 0.030, 521, 50, 12, 36, 80, 48.390, 46.730
Wed Apr 19 11:41:18 EDT 2017, 1816, 0.510, 6821, 8, 0.530, 371, 95, 2, 11, 35, 1.713, 1.997
Wed Apr 19 11:41:53 EDT 2017, 2434, 0.450, 1197, 5, 0.720, 352, 56, 11, 46, 97, 34.923, 34.240
Wed Apr 19 11:41:54 EDT 2017, 7384, 0.950, 6196, 1, 0.220, 502, 11, 1, 21, 52, 0.900, 0.943
Wed Apr 19 11:42:00 EDT 2017, 9859, 0.200, 8696, 7, 0.470, 427, 33, 15, 33, 29, 6.157, 6.007
Wed Apr 19 11:42:19 EDT 2017, 4909, 0.700, 3696, 3, 0.970, 577, 78, 6, 8, 74, 18.267, 17.623
Wed Apr 19 11:42:22 EDT 2017, 3672, 0.070, 7446, 6, 0.340, 540, 67, 3, 39, 18, 2.613, 2.663
Wed Apr 19 11:42:31 EDT 2017, 8622, 0.570, 2447, 2, 0.840, 390, 22, 13, 14, 63, 8.550, 7.433
Wed Apr 19 11:42:42 EDT 2017, 6147, 0.320, 4946, 9, 0.590, 465, 45, 8, 27, 85, 11.147, 11.677
Wed Apr 19 11:42:54 EDT 2017, 1197, 0.820, 9946, 4, 0.090, 315, 90, 18, 2, 40, 11.597, 10.013
Wed Apr 19 11:42:57 EDT 2017, 887, 0.360, 5884, 4, 0.370, 380, 19, 12, 3, 60, 2.777, 2.577
Wed Apr 19 11:42:59 EDT 2017, 5837, 0.860, 884, 8, 0.870, 530, 64, 3, 28, 15, 1.437, 1.467
Wed Apr 19 11:43:32 EDT 2017, 8312, 0.110, 3384, 1, 0.620, 305, 87, 17, 16, 38, 31.997, 27.003
Wed Apr 19 11:43:50 EDT 2017, 3362, 0.610, 8383, 6, 0.120, 455, 42, 8, 41, 83, 17.420, 18.120
Wed Apr 19 11:43:51 EDT 2017, 4600, 0.230, 2134, 5, 0.500, 493, 30, 1, 10, 49, 0.753, 0.820
Wed Apr 19 11:44:15 EDT 2017, 9550, 0.730, 7134, 9, 0.000, 343, 75, 10, 35, 94, 22.657, 23.787
Wed Apr 19 11:44:48 EDT 2017, 7075, 0.480, 9633, 3, 0.250, 568, 98, 5, 22, 71, 30.977, 32.107
Wed Apr 19 11:44:59 EDT 2017, 2125, 0.980, 4634, 7, 0.750, 418, 53, 15, 47, 26, 10.960, 10.820
Wed Apr 19 11:45:00 EDT 2017, 1506, 0.040, 7759, 9, 0.930, 436, 14, 6, 7, 66, 1.090, 1.160
Wed Apr 19 11:45:17 EDT 2017, 6456, 0.540, 2759, 4, 0.430, 586, 59, 16, 32, 21, 16.493, 15.390
Wed Apr 19 11:45:20 EDT 2017, 8931, 0.290, 259, 7, 0.180, 361, 81, 2, 19, 43, 2.290, 2.480
Wed Apr 19 11:46:09 EDT 2017, 3981, 0.790, 5259, 2, 0.680, 511, 36, 11, 44, 88, 48.603, 45.640
Wed Apr 19 11:46:12 EDT 2017, 2744, 0.420, 4009, 8, 0.060, 474, 25, 18, 0, 54, 2.983, 2.890
Wed Apr 19 11:46:45 EDT 2017, 7694, 0.920, 9008, 3, 0.560, 324, 70, 9, 25, 99, 31.967, 30.587
Wed Apr 19 11:47:30 EDT 2017, 5219, 0.170, 6509, 5, 0.810, 549, 92, 14, 13, 77, 43.963, 39.610
Wed Apr 19 11:47:38 EDT 2017, 269, 0.670, 1509, 1, 0.310, 399, 47, 4, 38, 32, 7.880, 7.870
Wed Apr 19 11:48:01 EDT 2017, 346, 0.020, 6274, 4, 0.660, 420, 72, 8, 22, 73, 21.743, 21.040
Wed Apr 19 11:48:10 EDT 2017, 5296, 0.520, 1275, 9, 0.160, 570, 27, 18, 47, 28, 8.147, 8.023
Wed Apr 19 11:48:13 EDT 2017, 7771, 0.270, 3775, 2, 0.410, 345, 49, 3, 9, 51, 3.350, 3.453
Wed Apr 19 11:49:23 EDT 2017, 2821, 0.770, 8774, 6, 0.910, 495, 94, 13, 34, 96, 68.007, 66.690
Wed Apr 19 11:49:41 EDT 2017, 4059, 0.390, 25, 3, 0.290, 458, 61, 15, 15, 40, 18.090, 16.627
Wed Apr 19 11:49:44 EDT 2017, 9009, 0.890, 5024, 8, 0.790, 308, 16, 6, 40, 85, 2.733, 2.827
Wed Apr 19 11:49:58 EDT 2017, 6534, 0.140, 7524, 1, 0.540, 533, 38, 10, 3, 62, 13.000, 9.833
Wed Apr 19 11:49:59 EDT 2017, 1584, 0.640, 2525, 5, 0.040, 383, 83, 1, 28, 17, 1.000, 1.040
Wed Apr 19 11:50:12 EDT 2017, 2202, 0.330, 9399, 8, 0.220, 401, 66, 12, 12, 68, 12.297, 12.727
Wed Apr 19 11:50:13 EDT 2017, 7152, 0.830, 4399, 4, 0.720, 551, 21, 2, 37, 23, 1.140, 1.163
Wed Apr 19 11:50:16 EDT 2017, 9627, 0.080, 1900, 6, 0.970, 326, 44, 16, 0, 45, 3.083, 2.607
Wed Apr 19 11:51:31 EDT 2017, 4677, 0.580, 6899, 1, 0.470, 476, 89, 7, 25, 90, 72.377, 66.710
Wed Apr 19 11:51:34 EDT 2017, 3440, 0.210, 3150, 9, 0.850, 514, 55, 5, 19, 34, 3.250, 3.353
Wed Apr 19 11:51:40 EDT 2017, 8390, 0.710, 8149, 5, 0.350, 364, 10, 14, 44, 79, 6.140, 6.067
Wed Apr 19 11:51:46 EDT 2017, 5915, 0.460, 5649, 7, 0.100, 589, 33, 9, 6, 57, 4.700, 4.777
Wed Apr 19 11:51:59 EDT 2017, 965, 0.960, 650, 3, 0.600, 439, 78, 19, 31, 12, 12.803, 11.867
Wed Apr 19 11:52:44 EDT 2017, 1274, 0.490, 4712, 1, 0.880, 373, 30, 15, 36, 88, 45.010, 40.713
Wed Apr 19 11:52:52 EDT 2017, 6224, 0.990, 9711, 5, 0.380, 523, 75, 5, 11, 43, 6.910, 7.637
Wed Apr 19 11:53:31 EDT 2017, 8699, 0.240, 7212, 3, 0.130, 448, 97, 19, 48, 20, 38.757, 36.660
Wed Apr 19 11:53:50 EDT 2017, 3749, 0.740, 2212, 7, 0.630, 598, 52, 10, 23, 65, 17.463, 17.600
Wed Apr 19 11:53:52 EDT 2017, 4987, 0.110, 8462, 2, 0.010, 561, 19, 3, 30, 31, 2.103, 2.173
Wed Apr 19 11:54:05 EDT 2017, 9937, 0.610, 3462, 6, 0.510, 411, 64, 12, 5, 76, 12.560, 12.483
Wed Apr 19 11:55:07 EDT 2017, 7462, 0.360, 962, 4, 0.760, 486, 86, 8, 42, 99, 61.797, 60.387
Wed Apr 19 11:55:17 EDT 2017, 2512, 0.860, 5962, 8, 0.260, 336, 41, 17, 17, 54, 8.410, 8.153
Wed Apr 19 11:55:20 EDT 2017, 1893, 0.180, 1587, 7, 0.440, 317, 24, 6, 26, 82, 3.510, 3.663
Wed Apr 19 11:55:34 EDT 2017, 6843, 0.680, 6587, 2, 0.940, 467, 69, 16, 1, 37, 13.187, 8.330
Wed Apr 19 11:55:35 EDT 2017, 9318, 0.430, 9087, 9, 0.690, 392, 92, 2, 39, 14, 1.180, 1.240
Wed Apr 19 11:55:52 EDT 2017, 4368, 0.930, 4087, 4, 0.190, 542, 47, 11, 14, 59, 15.283, 15.293
Wed Apr 19 11:55:56 EDT 2017, 3130, 0.300, 5337, 6, 0.570, 579, 13, 18, 33, 26, 3.873, 3.740
Wed Apr 19 11:56:21 EDT 2017, 8080, 0.800, 337, 1, 0.070, 429, 58, 9, 8, 71, 23.963, 20.197
Wed Apr 19 11:57:21 EDT 2017, 5605, 0.050, 2837, 8, 0.320, 504, 80, 13, 45, 93, 58.037, 59.433
Wed Apr 19 11:57:24 EDT 2017, 655, 0.550, 7837, 3, 0.820, 354, 35, 4, 20, 48, 3.323, 3.437
Wed Apr 19 11:58:31 EDT 2017, 501, 0.250, 2368, 9, 0.110, 528, 96, 16, 44, 75, 64.070, 66.577
Wed Apr 19 11:58:35 EDT 2017, 5451, 0.750, 7368, 5, 0.610, 378, 51, 6, 19, 30, 3.180, 3.640
Wed Apr 19 11:58:42 EDT 2017, 7926, 0.000, 9868, 7, 0.860, 453, 28, 11, 32, 52, 7.173, 7.010
Wed Apr 19 11:58:46 EDT 2017, 2976, 0.500, 4868, 3, 0.360, 303, 73, 1, 7, 97, 2.807, 3.527
Wed Apr 19 11:58:57 EDT 2017, 4213, 0.130, 6118, 8, 0.990, 340, 85, 8, 38, 41, 10.300, 10.050
Wed Apr 19 11:59:24 EDT 2017, 9163, 0.630, 1119, 4, 0.490, 490, 40, 18, 13, 86, 26.333, 24.153
Wed Apr 19 11:59:26 EDT 2017, 6688, 0.380, 3618, 6, 0.240, 415, 17, 4, 26, 64, 1.790, 1.917
Wed Apr 19 11:59:32 EDT 2017, 1738, 0.880, 8618, 2, 0.740, 565, 62, 13, 1, 19, 5.357, 4.007
Wed Apr 19 12:00:13 EDT 2017, 2357, 0.070, 4243, 3, 0.550, 584, 90, 5, 41, 69, 40.260, 40.860
Wed Apr 19 12:00:17 EDT 2017, 7307, 0.570, 9243, 8, 0.050, 434, 45, 14, 16, 24, 3.940, 3.857
Wed Apr 19 12:00:32 EDT 2017, 9782, 0.320, 6743, 1, 0.300, 509, 23, 10, 29, 47, 14.107, 13.270
Wed Apr 19 12:00:57 EDT 2017, 4832, 0.820, 1743, 5, 0.800, 359, 68, 19, 4, 92, 24.810, 18.017
Wed Apr 19 12:01:19 EDT 2017, 3594, 0.440, 7993, 4, 0.430, 322, 79, 12, 48, 35, 21.413, 20.910
Wed Apr 19 12:01:21 EDT 2017, 8544, 0.940, 2993, 9, 0.930, 472, 34, 2, 23, 80, 2.120, 2.290
Wed Apr 19 12:01:30 EDT 2017, 6069, 0.190, 494, 2, 0.680, 397, 11, 17, 35, 58, 9.170, 9.130
Wed Apr 19 12:01:32 EDT 2017, 1119, 0.690, 5493, 7, 0.180, 547, 56, 7, 10, 13, 1.503, 1.570
Wed Apr 19 12:01:36 EDT 2017, 810, 0.220, 8930, 6, 0.330, 481, 54, 2, 8, 83, 3.723, 4.170
Wed Apr 19 12:02:17 EDT 2017, 5760, 0.720, 3931, 1, 0.830, 331, 99, 11, 33, 38, 39.990, 35.833
Wed Apr 19 12:02:21 EDT 2017, 8235, 0.470, 1431, 8, 0.580, 556, 76, 7, 21, 16, 3.430, 3.530
Wed Apr 19 12:02:45 EDT 2017, 3285, 0.970, 6431, 4, 0.080, 406, 31, 16, 46, 61, 23.163, 22.543
Wed Apr 19 12:02:47 EDT 2017, 4523, 0.350, 2681, 7, 0.710, 443, 42, 14, 2, 27, 2.260, 2.127
Wed Apr 19 12:03:24 EDT 2017, 9473, 0.850, 7680, 2, 0.210, 593, 87, 4, 27, 72, 32.980, 32.603
Wed Apr 19 12:03:48 EDT 2017, 6998, 0.100, 5181, 9, 0.460, 368, 65, 18, 15, 95, 22.963, 23.070
Wed Apr 19 12:03:55 EDT 2017, 2048, 0.600, 181, 5, 0.960, 518, 20, 9, 40, 50, 6.693, 6.813
Wed Apr 19 12:04:25 EDT 2017, 1429, 0.410, 7055, 2, 0.770, 500, 48, 17, 5, 78, 29.190, 21.317
Wed Apr 19 12:04:36 EDT 2017, 6379, 0.910, 2056, 6, 0.270, 350, 93, 8, 30, 33, 9.880, 10.707
Wed Apr 19 12:04:42 EDT 2017, 8854, 0.160, 4556, 4, 0.020, 575, 71, 13, 18, 10, 5.253, 4.930
Wed Apr 19 12:04:44 EDT 2017, 3904, 0.660, 9555, 9, 0.520, 425, 26, 3, 43, 55, 2.117, 2.220
Wed Apr 19 12:04:47 EDT 2017, 2666, 0.040, 806, 1, 0.150, 387, 37, 5, 12, 21, 2.483, 2.393
Wed Apr 19 12:05:49 EDT 2017, 7616, 0.540, 5806, 5, 0.650, 537, 82, 15, 37, 66, 61.820, 59.067
Wed Apr 19 12:05:53 EDT 2017, 5141, 0.290, 8305, 3, 0.900, 312, 59, 1, 24, 89, 2.937, 3.360
Wed Apr 19 12:05:56 EDT 2017, 191, 0.790, 3306, 7, 0.400, 462, 14, 10, 49, 44, 3.817, 3.773
Wed Apr 19 12:06:43 EDT 2017, 230, 0.200, 1079, 4, 0.920, 548, 66, 13, 47, 52, 46.213, 44.567
Wed Apr 19 12:06:46 EDT 2017, 5180, 0.700, 6079, 8, 0.420, 398, 21, 4, 22, 97, 2.453, 2.723
Wed Apr 19 12:08:13 EDT 2017, 7655, 0.450, 8579, 1, 0.170, 473, 43, 18, 35, 74, 86.377, 77.030
Wed Apr 19 12:08:18 EDT 2017, 2705, 0.950, 3579, 6, 0.670, 323, 88, 8, 10, 29, 4.480, 4.510
Wed Apr 19 12:08:21 EDT 2017, 3943, 0.330, 7329, 5, 0.040, 360, 55, 1, 41, 63, 2.317, 2.530
Wed Apr 19 12:08:22 EDT 2017, 8893, 0.830, 2329, 9, 0.540, 510, 10, 11, 16, 18, 0.810, 0.740
Wed Apr 19 12:08:29 EDT 2017, 6418, 0.080, 4829, 2, 0.790, 435, 32, 6, 29, 41, 6.853, 6.543
Wed Apr 19 12:08:57 EDT 2017, 1468, 0.580, 9829, 7, 0.290, 585, 77, 15, 4, 86, 27.030, 26.257
Wed Apr 19 12:09:11 EDT 2017, 2086, 0.390, 2954, 9, 0.480, 567, 72, 7, 38, 46, 12.803, 13.747
Wed Apr 19 12:09:26 EDT 2017, 7036, 0.890, 7954, 4, 0.980, 417, 27, 17, 13, 91, 14.100, 12.753
Wed Apr 19 12:09:30 EDT 2017, 9511, 0.140, 5454, 6, 0.730, 492, 49, 2, 25, 69, 3.887, 4.267
Wed Apr 19 12:09:36 EDT 2017, 4561, 0.640, 455, 2, 0.230, 342, 94, 12, 0, 24, 6.067, 5.003
Wed Apr 19 12:10:02 EDT 2017, 3324, 0.020, 9204, 7, 0.600, 304, 60, 19, 44, 58, 24.770, 24.307
Wed Apr 19 12:10:03 EDT 2017, 8274, 0.520, 4204, 3, 0.100, 454, 15, 10, 19, 13, 1.397, 1.323
Wed Apr 19 12:10:14 EDT 2017, 5799, 0.270, 1704, 5, 0.350, 379, 38, 14, 32, 35, 9.510, 8.590
Wed Apr 19 12:10:40 EDT 2017, 849, 0.770, 6704, 1, 0.850, 529, 83, 5, 7, 80, 25.593, 22.330
Wed Apr 19 12:10:42 EDT 2017, 1158, 0.300, 7641, 3, 0.630, 463, 24, 9, 11, 15, 1.347, 1.223
Wed Apr 19 12:11:08 EDT 2017, 6108, 0.800, 2642, 7, 0.130, 313, 69, 18, 36, 60, 25.927, 25.947
Wed Apr 19 12:11:29 EDT 2017, 8583, 0.050, 142, 5, 0.380, 538, 91, 4, 24, 83, 18.910, 20.820
Wed Apr 19 12:11:40 EDT 2017, 3633, 0.550, 5142, 9, 0.880, 388, 46, 14, 49, 38, 10.470, 10.433
Wed Apr 19 12:11:48 EDT 2017, 4871, 0.170, 3892, 2, 0.260, 426, 13, 16, 5, 94, 7.327, 6.087
Wed Apr 19 12:12:01 EDT 2017, 9821, 0.670, 8891, 6, 0.760, 576, 58, 7, 30, 49, 12.680, 12.890
Wed Apr 19 12:12:10 EDT 2017, 7346, 0.420, 6391, 4, 0.510, 351, 80, 11, 18, 27, 8.687, 8.300
Wed Apr 19 12:12:13 EDT 2017, 2396, 0.920, 1392, 8, 0.010, 501, 35, 2, 43, 72, 3.163, 3.427
Wed Apr 19 12:12:14 EDT 2017, 1777, 0.110, 5767, 6, 0.200, 520, 29, 10, 2, 10, 0.567, 0.513
Wed Apr 19 12:12:19 EDT 2017, 6727, 0.610, 767, 1, 0.700, 370, 74, 1, 27, 55, 4.500, 4.913
Wed Apr 19 12:13:00 EDT 2017, 9202, 0.360, 3267, 8, 0.950, 595, 97, 15, 15, 77, 40.737, 38.503
Wed Apr 19 12:13:09 EDT 2017, 4252, 0.860, 8266, 3, 0.450, 445, 52, 5, 40, 32, 8.450, 8.647
Wed Apr 19 12:13:11 EDT 2017, 3014, 0.480, 2017, 7, 0.820, 407, 18, 3, 8, 89, 1.170, 1.297
Wed Apr 19 12:13:52 EDT 2017, 7964, 0.980, 7016, 2, 0.320, 557, 63, 12, 33, 44, 41.673, 39.053
Wed Apr 19 12:13:56 EDT 2017, 5489, 0.230, 9516, 9, 0.070, 332, 86, 8, 21, 21, 3.130, 3.357
Wed Apr 19 12:14:39 EDT 2017, 539, 0.730, 4517, 4, 0.570, 482, 41, 17, 46, 66, 42.400, 40.160
Wed Apr 19 12:14:42 EDT 2017, 694, 0.440, 5298, 7, 0.370, 440, 90, 1, 18, 51, 2.203, 2.647
Wed Apr 19 12:15:38 EDT 2017, 5644, 0.940, 298, 3, 0.870, 590, 45, 10, 43, 96, 55.620, 52.620
Wed Apr 19 12:15:40 EDT 2017, 8119, 0.190, 2798, 5, 0.620, 365, 22, 6, 6, 73, 2.133, 2.343
Wed Apr 19 12:16:22 EDT 2017, 3169, 0.690, 7798, 1, 0.120, 515, 67, 15, 31, 28, 41.253, 37.060
Wed Apr 19 12:16:39 EDT 2017, 4407, 0.060, 1548, 8, 0.740, 477, 79, 13, 12, 62, 16.380, 16.463
Wed Apr 19 12:16:40 EDT 2017, 9357, 0.560, 6548, 4, 0.240, 327, 34, 3, 37, 17, 1.103, 1.003
Wed Apr 19 12:16:41 EDT 2017, 6882, 0.310, 9047, 6, 0.490, 552, 11, 18, 0, 39, 1.300, 1.057
Wed Apr 19 12:17:10 EDT 2017, 1932, 0.810, 4048, 2, 0.990, 402, 56, 8, 25, 84, 28.187, 25.917
Wed Apr 19 12:17:36 EDT 2017, 2550, 0.130, 8423, 5, 0.810, 384, 96, 19, 15, 45, 25.727, 22.427
Wed Apr 19 12:17:59 EDT 2017, 7500, 0.630, 3423, 9, 0.310, 534, 51, 9, 40, 90, 22.320, 23.133
Wed Apr 19 12:18:06 EDT 2017, 9975, 0.380, 923, 2, 0.060, 309, 28, 14, 3, 67, 6.473, 5.220
Wed Apr 19 12:18:09 EDT 2017, 5025, 0.880, 5923, 7, 0.560, 459, 73, 4, 28, 22, 2.967, 3.133
Wed Apr 19 12:18:34 EDT 2017, 3788, 0.250, 4673, 3, 0.180, 496, 84, 7, 22, 56, 24.497, 24.400
Wed Apr 19 12:18:37 EDT 2017, 8738, 0.750, 9672, 8, 0.680, 346, 39, 16, 47, 11, 2.810, 2.757
Wed Apr 19 12:18:39 EDT 2017, 6263, 0.000, 7173, 1, 0.930, 571, 17, 2, 9, 34, 1.407, 1.280
Wed Apr 19 12:19:09 EDT 2017, 1313, 0.500, 2173, 6, 0.430, 421, 62, 12, 34, 79, 29.493, 29.767
Wed Apr 19 12:19:16 EDT 2017, 1003, 0.030, 3735, 6, 0.090, 356, 48, 17, 32, 20, 6.407, 6.300
