# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--recvr-range 1 10000', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, 3tHeap_timing_secs
Wed Apr 19 12:17:24 EDT 2017, 8955, 0.820, 6055, 6, 0.120, 549, 72, 18, 7, 70, 28.323, 26.053
Wed Apr 19 12:17:50 EDT 2017, 6480, 0.070, 8554, 4, 0.370, 324, 94, 4, 44, 93, 23.513, 25.097
Wed Apr 19 12:18:00 EDT 2017, 1530, 0.570, 3555, 8, 0.870, 474, 49, 13, 19, 48, 9.463, 9.257
Wed Apr 19 12:18:03 EDT 2017, 2149, 0.380, 9179, 6, 0.810, 455, 10, 5, 35, 87, 2.520, 2.667
Wed Apr 19 12:18:18 EDT 2017, 7099, 0.880, 4180, 1, 0.310, 305, 55, 15, 10, 42, 15.750, 13.080
Wed Apr 19 12:18:29 EDT 2017, 9574, 0.130, 1680, 8, 0.060, 530, 77, 10, 47, 20, 9.770, 9.830
Wed Apr 19 12:18:49 EDT 2017, 4624, 0.630, 6680, 3, 0.560, 380, 32, 19, 22, 65, 20.060, 17.873
Wed Apr 19 12:18:52 EDT 2017, 3387, 0.010, 2930, 7, 0.190, 418, 21, 12, 29, 31, 3.030, 2.970
Wed Apr 19 12:19:02 EDT 2017, 8337, 0.510, 7929, 2, 0.690, 568, 66, 3, 4, 76, 8.623, 9.267
Wed Apr 19 12:19:52 EDT 2017, 5862, 0.260, 5430, 9, 0.940, 343, 89, 17, 41, 98, 49.803, 48.573
Wed Apr 19 12:20:01 EDT 2017, 912, 0.760, 430, 4, 0.440, 493, 44, 8, 16, 53, 9.083, 9.197
Wed Apr 19 12:20:09 EDT 2017, 1221, 0.290, 3867, 4, 0.030, 577, 63, 2, 15, 68, 6.113, 7.213
Wed Apr 19 12:20:11 EDT 2017, 6171, 0.790, 8867, 8, 0.530, 427, 18, 12, 40, 23, 2.183, 2.240
Wed Apr 19 12:20:18 EDT 2017, 8646, 0.040, 6367, 1, 0.780, 502, 41, 7, 2, 45, 6.327, 4.820
Wed Apr 19 12:21:03 EDT 2017, 3696, 0.540, 1368, 6, 0.280, 352, 86, 16, 27, 90, 45.113, 44.310
Wed Apr 19 12:21:14 EDT 2017, 4933, 0.160, 7617, 5, 0.910, 315, 75, 14, 21, 34, 10.827, 9.987
Wed Apr 19 12:21:21 EDT 2017, 9883, 0.660, 2617, 9, 0.410, 465, 30, 5, 46, 79, 6.157, 6.453
Wed Apr 19 12:21:43 EDT 2017, 7408, 0.410, 118, 2, 0.160, 390, 52, 19, 8, 56, 22.060, 17.897
Wed Apr 19 12:21:49 EDT 2017, 2458, 0.910, 5117, 7, 0.660, 540, 97, 9, 33, 11, 5.203, 5.263
Wed Apr 19 12:22:21 EDT 2017, 1840, 0.100, 1992, 9, 0.590, 558, 58, 18, 24, 73, 29.160, 29.830
Wed Apr 19 12:22:23 EDT 2017, 6790, 0.600, 6992, 4, 0.090, 408, 13, 8, 49, 28, 2.630, 2.587
Wed Apr 19 12:22:30 EDT 2017, 9265, 0.350, 9492, 6, 0.340, 483, 35, 13, 11, 51, 6.640, 6.500
Wed Apr 19 12:22:51 EDT 2017, 4315, 0.850, 4492, 2, 0.840, 333, 80, 3, 36, 96, 19.623, 20.293
Wed Apr 19 12:22:56 EDT 2017, 3077, 0.480, 5742, 7, 0.470, 371, 69, 6, 18, 39, 4.523, 4.797
Wed Apr 19 12:23:30 EDT 2017, 8027, 0.980, 743, 3, 0.970, 521, 24, 15, 43, 84, 33.580, 31.133
Wed Apr 19 12:23:31 EDT 2017, 5552, 0.230, 3242, 5, 0.720, 446, 46, 1, 5, 62, 1.120, 1.240
Wed Apr 19 12:23:58 EDT 2017, 602, 0.730, 8242, 1, 0.220, 596, 91, 11, 30, 17, 27.013, 25.240
Wed Apr 19 12:24:02 EDT 2017, 448, 0.460, 1524, 7, 0.950, 319, 39, 8, 3, 77, 3.160, 3.440
Wed Apr 19 12:24:45 EDT 2017, 5398, 0.960, 6523, 2, 0.450, 469, 84, 17, 28, 32, 41.713, 40.333
Wed Apr 19 12:24:45 EDT 2017, 7873, 0.210, 9023, 9, 0.200, 394, 62, 3, 15, 10, 0.527, 0.600
Wed Apr 19 12:24:57 EDT 2017, 2923, 0.710, 4024, 4, 0.700, 544, 17, 13, 40, 55, 11.150, 10.517
Wed Apr 19 12:25:03 EDT 2017, 4160, 0.080, 5273, 5, 0.080, 582, 51, 15, 9, 21, 5.840, 5.290
Wed Apr 19 12:25:46 EDT 2017, 9110, 0.580, 274, 1, 0.580, 432, 96, 5, 34, 66, 42.550, 41.233
Wed Apr 19 12:26:12 EDT 2017, 6635, 0.330, 2774, 8, 0.830, 507, 73, 10, 22, 89, 24.300, 25.420
Wed Apr 19 12:26:14 EDT 2017, 1685, 0.830, 7773, 3, 0.330, 357, 28, 1, 47, 44, 1.337, 1.323
Wed Apr 19 12:26:27 EDT 2017, 2304, 0.150, 4648, 1, 0.390, 338, 34, 11, 6, 83, 13.150, 10.740
Wed Apr 19 12:26:31 EDT 2017, 7254, 0.650, 9648, 6, 0.890, 488, 79, 2, 31, 38, 3.490, 3.740
Wed Apr 19 12:26:37 EDT 2017, 9729, 0.400, 7148, 4, 0.640, 413, 56, 16, 18, 15, 5.473, 4.793
Wed Apr 19 12:26:40 EDT 2017, 4779, 0.900, 2149, 8, 0.140, 563, 11, 7, 43, 60, 2.927, 2.950
Wed Apr 19 12:26:41 EDT 2017, 3541, 0.270, 8398, 3, 0.510, 526, 45, 4, 0, 27, 1.350, 1.363
Wed Apr 19 12:27:13 EDT 2017, 8491, 0.770, 3399, 7, 0.010, 376, 90, 14, 25, 72, 29.553, 31.190
Wed Apr 19 12:27:35 EDT 2017, 6016, 0.020, 899, 5, 0.260, 451, 68, 9, 12, 94, 20.907, 21.507
Wed Apr 19 12:27:40 EDT 2017, 1066, 0.520, 5898, 9, 0.760, 301, 23, 19, 37, 49, 5.723, 5.690
Wed Apr 19 12:28:21 EDT 2017, 757, 0.050, 9960, 7, 0.730, 385, 87, 14, 42, 69, 39.860, 38.550
Wed Apr 19 12:28:24 EDT 2017, 5707, 0.550, 4961, 3, 0.230, 535, 42, 5, 17, 24, 3.137, 3.320
Wed Apr 19 12:28:31 EDT 2017, 8182, 0.300, 2461, 5, 0.480, 310, 20, 19, 29, 46, 6.263, 5.737
Wed Apr 19 12:29:05 EDT 2017, 3232, 0.800, 7461, 1, 0.980, 460, 65, 10, 4, 91, 32.883, 21.170
Wed Apr 19 12:29:13 EDT 2017, 4469, 0.430, 3711, 8, 0.360, 498, 98, 3, 48, 35, 6.737, 7.390
Wed Apr 19 12:29:34 EDT 2017, 9419, 0.930, 8711, 4, 0.860, 348, 53, 12, 23, 80, 20.877, 19.270
Wed Apr 19 12:29:44 EDT 2017, 6944, 0.180, 6211, 6, 0.610, 573, 31, 7, 36, 58, 8.880, 9.107
Wed Apr 19 12:29:52 EDT 2017, 1994, 0.680, 1211, 2, 0.110, 423, 76, 17, 11, 13, 7.997, 7.003
Wed Apr 19 12:30:21 EDT 2017, 1376, 0.370, 6836, 5, 0.170, 441, 82, 6, 45, 75, 28.283, 28.970
Wed Apr 19 12:30:28 EDT 2017, 6326, 0.870, 1836, 9, 0.670, 591, 37, 16, 20, 30, 6.287, 6.017
Wed Apr 19 12:30:29 EDT 2017, 8801, 0.120, 4336, 2, 0.920, 366, 14, 1, 33, 52, 0.897, 0.900
Wed Apr 19 12:30:48 EDT 2017, 3851, 0.620, 9336, 7, 0.420, 516, 59, 11, 8, 97, 18.400, 17.913
Wed Apr 19 12:31:53 EDT 2017, 2613, 0.240, 586, 3, 0.800, 479, 93, 18, 39, 41, 64.083, 59.777
Wed Apr 19 12:32:01 EDT 2017, 7563, 0.740, 5586, 8, 0.300, 329, 48, 8, 14, 86, 6.587, 7.273
Wed Apr 19 12:32:29 EDT 2017, 5088, 0.490, 8086, 1, 0.050, 554, 25, 13, 26, 63, 27.500, 25.673
Wed Apr 19 12:32:30 EDT 2017, 138, 0.990, 3086, 6, 0.550, 404, 70, 4, 1, 18, 0.957, 1.017
Wed Apr 19 12:32:44 EDT 2017, 158, 0.490, 6543, 3, 0.830, 592, 97, 7, 24, 24, 13.853, 13.587
Wed Apr 19 12:33:19 EDT 2017, 5108, 0.990, 1543, 8, 0.330, 442, 52, 17, 49, 69, 33.550, 33.287
Wed Apr 19 12:33:27 EDT 2017, 7583, 0.240, 4043, 1, 0.080, 517, 29, 3, 11, 92, 7.593, 7.490
Wed Apr 19 12:33:49 EDT 2017, 2633, 0.740, 9043, 5, 0.580, 367, 74, 12, 36, 47, 21.010, 20.930
Wed Apr 19 12:34:35 EDT 2017, 3870, 0.120, 293, 4, 0.200, 329, 85, 19, 18, 81, 44.907, 41.763
Wed Apr 19 12:34:42 EDT 2017, 8820, 0.620, 5293, 9, 0.700, 479, 40, 10, 43, 36, 7.137, 7.073
Wed Apr 19 12:34:43 EDT 2017, 6345, 0.370, 7793, 2, 0.950, 404, 18, 14, 5, 13, 0.957, 0.790
Wed Apr 19 12:34:56 EDT 2017, 1395, 0.870, 2793, 6, 0.450, 554, 63, 5, 30, 58, 11.567, 12.470
Wed Apr 19 12:35:07 EDT 2017, 2014, 0.180, 9668, 9, 0.270, 536, 91, 13, 14, 30, 10.233, 10.400
Wed Apr 19 12:35:16 EDT 2017, 6964, 0.680, 4668, 5, 0.770, 386, 46, 4, 39, 75, 8.383, 8.583
Wed Apr 19 12:35:22 EDT 2017, 9439, 0.430, 2168, 7, 0.520, 461, 23, 18, 2, 98, 6.490, 5.830
Wed Apr 19 12:35:42 EDT 2017, 4489, 0.930, 7168, 2, 0.020, 311, 68, 8, 27, 53, 18.277, 18.040
Wed Apr 19 12:35:45 EDT 2017, 3251, 0.310, 3418, 8, 0.640, 348, 80, 1, 21, 86, 2.997, 3.023
Wed Apr 19 12:36:00 EDT 2017, 8201, 0.810, 8418, 4, 0.140, 498, 35, 11, 46, 41, 15.237, 14.813
Wed Apr 19 12:36:01 EDT 2017, 5726, 0.060, 5918, 6, 0.390, 423, 12, 6, 8, 19, 0.420, 0.500
Wed Apr 19 12:37:39 EDT 2017, 776, 0.560, 918, 1, 0.890, 573, 57, 16, 33, 64, 97.370, 84.870
Wed Apr 19 12:37:59 EDT 2017, 1086, 0.020, 4980, 2, 0.610, 489, 54, 10, 35, 33, 19.623, 18.637
Wed Apr 19 12:38:02 EDT 2017, 6036, 0.520, 9980, 6, 0.110, 339, 99, 1, 10, 78, 2.410, 3.347
Wed Apr 19 12:39:15 EDT 2017, 8511, 0.270, 7480, 4, 0.360, 564, 77, 15, 47, 55, 71.090, 68.750
Wed Apr 19 12:39:16 EDT 2017, 3561, 0.770, 2481, 8, 0.860, 414, 32, 6, 22, 10, 0.777, 0.783
Wed Apr 19 12:39:26 EDT 2017, 4798, 0.400, 8730, 1, 0.490, 376, 43, 3, 29, 67, 9.137, 9.197
Wed Apr 19 12:39:32 EDT 2017, 9748, 0.900, 3731, 5, 0.990, 526, 88, 13, 4, 22, 6.513, 5.517
Wed Apr 19 12:39:47 EDT 2017, 7273, 0.150, 1231, 3, 0.740, 301, 66, 8, 41, 44, 14.573, 14.117
Wed Apr 19 12:39:57 EDT 2017, 2323, 0.650, 6230, 7, 0.240, 451, 21, 17, 16, 89, 9.363, 8.970
Wed Apr 19 12:40:06 EDT 2017, 1704, 0.340, 1856, 6, 0.050, 470, 49, 9, 25, 39, 8.087, 8.393
Wed Apr 19 12:41:03 EDT 2017, 6654, 0.840, 6855, 1, 0.550, 320, 94, 19, 0, 84, 54.323, 28.453
Wed Apr 19 12:41:15 EDT 2017, 9129, 0.090, 9355, 8, 0.800, 545, 71, 4, 38, 61, 10.600, 11.437
Wed Apr 19 12:41:18 EDT 2017, 4179, 0.590, 4356, 3, 0.300, 395, 26, 14, 13, 16, 2.277, 2.117
Wed Apr 19 12:41:36 EDT 2017, 2942, 0.210, 5605, 7, 0.920, 433, 37, 16, 32, 72, 17.893, 17.077
Wed Apr 19 12:41:45 EDT 2017, 7892, 0.710, 606, 2, 0.420, 583, 82, 7, 7, 27, 8.970, 8.363
Wed Apr 19 12:41:58 EDT 2017, 5417, 0.460, 3106, 9, 0.170, 358, 60, 11, 44, 50, 12.490, 12.873
Wed Apr 19 12:42:00 EDT 2017, 467, 0.960, 8105, 4, 0.670, 508, 15, 2, 19, 95, 1.970, 2.040
Wed Apr 19 12:42:15 EDT 2017, 622, 0.230, 2324, 8, 0.380, 409, 73, 19, 45, 23, 14.773, 14.360
Wed Apr 19 12:42:26 EDT 2017, 5572, 0.730, 7324, 4, 0.880, 559, 28, 9, 20, 68, 10.233, 9.813
Wed Apr 19 12:42:50 EDT 2017, 8047, 0.480, 9824, 6, 0.630, 334, 50, 14, 32, 91, 23.777, 22.940
Wed Apr 19 12:43:02 EDT 2017, 3097, 0.980, 4824, 2, 0.130, 484, 95, 5, 7, 46, 11.787, 12.447
Wed Apr 19 12:43:23 EDT 2017, 4334, 0.350, 6074, 9, 0.500, 522, 61, 7, 39, 79, 17.933, 18.730
Wed Apr 19 12:43:25 EDT 2017, 9284, 0.850, 1075, 5, 0.000, 372, 16, 16, 14, 34, 2.470, 2.293
Wed Apr 19 12:43:26 EDT 2017, 6809, 0.100, 3574, 7, 0.250, 597, 39, 2, 26, 12, 0.690, 0.650
Wed Apr 19 12:43:42 EDT 2017, 1859, 0.600, 8574, 3, 0.750, 447, 84, 12, 1, 57, 15.853, 12.480
Wed Apr 19 12:43:44 EDT 2017, 2478, 0.410, 4199, 4, 0.940, 428, 67, 1, 42, 29, 1.667, 1.840
Wed Apr 19 12:43:51 EDT 2017, 7428, 0.910, 9199, 9, 0.440, 578, 22, 11, 17, 74, 6.030, 6.090
Wed Apr 19 12:44:10 EDT 2017, 9903, 0.160, 6699, 2, 0.190, 353, 44, 6, 29, 96, 19.023, 18.783
Wed Apr 19 12:44:25 EDT 2017, 4953, 0.660, 1700, 7, 0.690, 503, 89, 15, 4, 51, 14.167, 13.310
Wed Apr 19 12:45:35 EDT 2017, 3715, 0.040, 7949, 3, 0.060, 465, 56, 13, 48, 85, 68.550, 67.043
Wed Apr 19 12:45:35 EDT 2017, 8665, 0.540, 2949, 8, 0.560, 315, 11, 3, 23, 40, 0.413, 0.493
Wed Apr 19 12:45:51 EDT 2017, 6190, 0.290, 450, 1, 0.810, 540, 33, 18, 36, 17, 15.597, 14.573
Wed Apr 19 12:46:04 EDT 2017, 1240, 0.790, 5449, 5, 0.310, 390, 78, 8, 11, 62, 11.613, 12.087
Wed Apr 19 12:46:05 EDT 2017, 931, 0.260, 8886, 7, 0.160, 306, 30, 4, 6, 37, 0.860, 0.917
Wed Apr 19 12:47:36 EDT 2017, 5881, 0.760, 3887, 2, 0.660, 456, 75, 14, 31, 82, 85.767, 78.687
Wed Apr 19 12:47:49 EDT 2017, 8356, 0.010, 1387, 9, 0.910, 381, 98, 9, 18, 60, 12.320, 12.743
Wed Apr 19 12:48:01 EDT 2017, 3406, 0.510, 6387, 5, 0.410, 531, 53, 18, 43, 15, 11.457, 10.933
Wed Apr 19 12:48:04 EDT 2017, 4643, 0.130, 2637, 6, 0.780, 568, 19, 11, 0, 71, 2.777, 2.633
Wed Apr 19 12:48:07 EDT 2017, 9593, 0.630, 7636, 1, 0.280, 418, 64, 2, 25, 26, 3.530, 3.703
Wed Apr 19 12:48:26 EDT 2017, 7118, 0.380, 5137, 8, 0.030, 493, 87, 16, 12, 48, 17.780, 17.987
Wed Apr 19 12:48:42 EDT 2017, 2168, 0.880, 137, 3, 0.530, 343, 42, 6, 37, 93, 16.053, 16.167
Wed Apr 19 12:48:48 EDT 2017, 1550, 0.070, 7012, 1, 0.720, 362, 25, 17, 3, 43, 5.980, 4.260
Wed Apr 19 12:49:21 EDT 2017, 6500, 0.570, 2012, 5, 0.220, 512, 70, 8, 28, 88, 30.870, 32.200
Wed Apr 19 12:49:59 EDT 2017, 8975, 0.320, 4512, 3, 0.470, 437, 92, 12, 15, 65, 37.757, 33.783
Wed Apr 19 12:50:02 EDT 2017, 4025, 0.820, 9511, 7, 0.970, 587, 47, 3, 40, 20, 2.130, 2.183
Wed Apr 19 12:50:07 EDT 2017, 2787, 0.450, 762, 2, 0.340, 550, 14, 10, 9, 76, 5.813, 5.110
Wed Apr 19 12:50:23 EDT 2017, 7737, 0.950, 5762, 6, 0.840, 400, 59, 19, 34, 31, 15.623, 15.270
Wed Apr 19 12:50:37 EDT 2017, 5262, 0.200, 8261, 4, 0.590, 475, 81, 5, 21, 54, 13.177, 13.143
Wed Apr 19 12:50:57 EDT 2017, 312, 0.700, 3262, 9, 0.090, 325, 36, 15, 46, 99, 18.823, 19.260
Wed Apr 19 12:51:11 EDT 2017, 390, 0.090, 8340, 5, 0.880, 346, 61, 18, 12, 50, 13.467, 11.980
Wed Apr 19 12:51:30 EDT 2017, 5340, 0.590, 3340, 1, 0.380, 496, 16, 8, 37, 95, 19.047, 18.060
Wed Apr 19 12:51:36 EDT 2017, 7815, 0.340, 840, 7, 0.130, 421, 38, 13, 0, 73, 4.973, 5.320
Wed Apr 19 12:51:45 EDT 2017, 2865, 0.840, 5840, 3, 0.630, 571, 83, 4, 25, 28, 8.353, 8.487
Wed Apr 19 12:51:59 EDT 2017, 4102, 0.470, 4590, 6, 0.010, 533, 72, 6, 19, 62, 12.793, 13.817
Wed Apr 19 12:52:06 EDT 2017, 9052, 0.970, 9589, 2, 0.510, 383, 27, 15, 44, 17, 6.963, 6.637
Wed Apr 19 12:52:07 EDT 2017, 6577, 0.220, 7090, 9, 0.760, 458, 49, 1, 6, 39, 0.487, 0.527
Wed Apr 19 12:52:47 EDT 2017, 1627, 0.720, 2090, 4, 0.260, 308, 94, 11, 31, 84, 40.050, 39.890
Wed Apr 19 12:52:51 EDT 2017, 2246, 0.280, 5215, 2, 0.450, 327, 55, 2, 22, 45, 3.203, 3.473
Wed Apr 19 12:52:57 EDT 2017, 7196, 0.780, 215, 7, 0.950, 477, 10, 12, 47, 90, 6.547, 6.513
Wed Apr 19 12:53:02 EDT 2017, 9671, 0.030, 2715, 5, 0.700, 402, 33, 7, 9, 67, 4.160, 4.230
Wed Apr 19 12:53:16 EDT 2017, 4721, 0.530, 7715, 9, 0.200, 552, 78, 17, 34, 22, 13.593, 13.753
Wed Apr 19 12:54:19 EDT 2017, 3483, 0.160, 1465, 1, 0.570, 590, 66, 14, 16, 56, 59.600, 50.050
Wed Apr 19 12:54:20 EDT 2017, 8433, 0.660, 6465, 6, 0.070, 440, 21, 5, 41, 11, 0.880, 1.090
Wed Apr 19 12:54:28 EDT 2017, 5958, 0.410, 8964, 4, 0.320, 515, 44, 19, 3, 34, 8.033, 6.797
Wed Apr 19 12:54:52 EDT 2017, 1008, 0.910, 3965, 8, 0.820, 365, 89, 10, 28, 79, 22.610, 23.313
Wed Apr 19 12:54:53 EDT 2017, 1318, 0.380, 528, 9, 0.660, 449, 18, 4, 27, 20, 0.657, 0.667
Wed Apr 19 12:55:16 EDT 2017, 6268, 0.880, 5527, 4, 0.160, 599, 63, 14, 2, 65, 21.250, 18.537
Wed Apr 19 12:55:48 EDT 2017, 8743, 0.130, 8027, 7, 0.410, 374, 86, 9, 39, 87, 30.187, 31.010
Wed Apr 19 12:56:08 EDT 2017, 3793, 0.630, 3028, 2, 0.910, 524, 41, 18, 14, 42, 20.307, 17.150
Wed Apr 19 12:56:24 EDT 2017, 5030, 0.000, 6777, 8, 0.290, 486, 30, 11, 33, 98, 14.550, 15.053
Wed Apr 19 12:56:27 EDT 2017, 9980, 0.500, 1778, 3, 0.790, 336, 75, 2, 8, 53, 2.730, 3.067
Wed Apr 19 12:57:06 EDT 2017, 7505, 0.250, 4277, 6, 0.540, 561, 97, 16, 45, 31, 38.673, 37.917
Wed Apr 19 12:57:32 EDT 2017, 2555, 0.750, 9277, 1, 0.040, 411, 52, 7, 20, 76, 25.313, 24.103
Wed Apr 19 12:57:34 EDT 2017, 1936, 0.190, 3652, 4, 0.230, 393, 13, 15, 36, 14, 1.900, 1.757
Wed Apr 19 12:57:40 EDT 2017, 6886, 0.690, 8652, 8, 0.730, 543, 58, 5, 11, 59, 5.113, 5.670
Wed Apr 19 12:58:40 EDT 2017, 9361, 0.440, 6152, 2, 0.980, 318, 80, 10, 48, 81, 59.670, 57.090
Wed Apr 19 12:58:41 EDT 2017, 4411, 0.940, 1153, 6, 0.480, 468, 35, 1, 23, 36, 0.707, 0.827
Wed Apr 19 12:58:52 EDT 2017, 3174, 0.310, 9902, 5, 0.850, 505, 24, 8, 30, 93, 10.820, 10.867
Wed Apr 19 12:58:59 EDT 2017, 8124, 0.810, 4902, 9, 0.350, 355, 69, 17, 5, 48, 7.267, 7.217
Wed Apr 19 12:59:09 EDT 2017, 5649, 0.060, 2403, 3, 0.100, 580, 92, 3, 42, 25, 9.130, 9.390
Wed Apr 19 12:59:22 EDT 2017, 699, 0.560, 7402, 7, 0.600, 430, 47, 12, 17, 70, 11.677, 12.290
Wed Apr 19 13:00:06 EDT 2017, 544, 0.360, 2871, 1, 0.340, 454, 85, 6, 41, 52, 43.030, 41.593
Wed Apr 19 13:00:20 EDT 2017, 5494, 0.860, 7871, 6, 0.840, 304, 40, 15, 16, 97, 13.647, 12.577
Wed Apr 19 13:00:21 EDT 2017, 7969, 0.110, 5371, 3, 0.590, 529, 17, 1, 29, 74, 1.340, 1.457
Wed Apr 19 13:00:25 EDT 2017, 3019, 0.610, 372, 8, 0.090, 379, 62, 10, 4, 29, 2.633, 2.927
Wed Apr 19 13:02:43 EDT 2017, 4257, 0.240, 9121, 2, 0.710, 416, 96, 18, 48, 63, 135.490, 123.710
Wed Apr 19 13:02:47 EDT 2017, 9207, 0.740, 4121, 7, 0.210, 566, 51, 8, 23, 18, 3.403, 3.457
Wed Apr 19 13:02:54 EDT 2017, 6732, 0.490, 1621, 5, 0.460, 341, 28, 13, 35, 41, 6.793, 6.530
Wed Apr 19 13:03:00 EDT 2017, 1782, 0.990, 6621, 9, 0.960, 491, 73, 3, 10, 86, 5.267, 6.197
Wed Apr 19 13:03:37 EDT 2017, 2400, 0.050, 996, 6, 0.770, 510, 79, 14, 45, 46, 36.413, 35.663
Wed Apr 19 13:03:45 EDT 2017, 7350, 0.550, 5996, 2, 0.270, 360, 34, 4, 20, 91, 7.840, 7.957
Wed Apr 19 13:03:52 EDT 2017, 9825, 0.300, 8496, 8, 0.020, 585, 11, 19, 32, 69, 7.440, 7.190
Wed Apr 19 13:03:56 EDT 2017, 4875, 0.800, 3496, 4, 0.520, 435, 56, 9, 7, 24, 3.587, 3.203
Wed Apr 19 13:04:04 EDT 2017, 3638, 0.420, 7246, 5, 0.150, 397, 90, 2, 38, 57, 6.700, 7.523
Wed Apr 19 13:04:10 EDT 2017, 8588, 0.920, 2246, 1, 0.650, 547, 45, 12, 13, 12, 5.273, 4.603
Wed Apr 19 13:04:11 EDT 2017, 6113, 0.170, 4746, 7, 0.900, 322, 23, 7, 26, 35, 1.727, 1.760
Wed Apr 19 13:04:42 EDT 2017, 1163, 0.670, 9746, 3, 0.400, 472, 68, 16, 1, 80, 29.093, 20.603
Wed Apr 19 13:04:44 EDT 2017, 854, 0.140, 5684, 5, 0.120, 557, 42, 12, 5, 15, 1.923, 1.853
Wed Apr 19 13:04:51 EDT 2017, 5804, 0.640, 684, 9, 0.620, 407, 87, 3, 30, 60, 5.670, 6.330
Wed Apr 19 13:05:46 EDT 2017, 8279, 0.390, 3184, 3, 0.870, 482, 65, 17, 18, 83, 53.583, 45.677
Wed Apr 19 13:05:49 EDT 2017, 3329, 0.890, 8183, 7, 0.370, 332, 20, 7, 43, 38, 2.453, 2.523
Wed Apr 19 13:05:59 EDT 2017, 4566, 0.270, 1934, 4, 0.990, 369, 54, 5, 12, 94, 8.847, 9.300
Wed Apr 19 13:06:39 EDT 2017, 9516, 0.770, 6933, 8, 0.490, 519, 99, 15, 37, 49, 38.440, 38.767
Wed Apr 19 13:07:01 EDT 2017, 7041, 0.020, 9433, 1, 0.240, 444, 76, 10, 24, 27, 21.563, 19.450
Wed Apr 19 13:07:39 EDT 2017, 2091, 0.520, 4434, 6, 0.740, 594, 31, 19, 49, 72, 37.193, 35.987
Wed Apr 19 13:07:40 EDT 2017, 1472, 0.450, 7558, 8, 0.560, 575, 37, 9, 9, 10, 0.833, 0.903
Wed Apr 19 13:08:47 EDT 2017, 6422, 0.950, 2559, 3, 0.060, 425, 82, 18, 34, 55, 64.793, 61.270
Wed Apr 19 13:08:58 EDT 2017, 8897, 0.200, 59, 5, 0.310, 500, 59, 4, 21, 77, 9.750, 10.803
Wed Apr 19 13:09:06 EDT 2017, 3947, 0.700, 5059, 1, 0.810, 350, 14, 13, 46, 32, 7.223, 6.790
Wed Apr 19 13:09:14 EDT 2017, 2710, 0.080, 3809, 9, 0.430, 313, 48, 16, 2, 88, 7.377, 7.167
Wed Apr 19 13:09:29 EDT 2017, 7660, 0.580, 8808, 4, 0.930, 463, 93, 6, 27, 43, 14.780, 14.830
Wed Apr 19 13:09:33 EDT 2017, 5185, 0.330, 6308, 6, 0.680, 388, 70, 11, 15, 21, 4.480, 4.447
Wed Apr 19 13:09:39 EDT 2017, 235, 0.830, 1309, 2, 0.180, 538, 25, 2, 40, 66, 4.777, 5.127
Wed Apr 19 13:09:47 EDT 2017, 196, 0.160, 4316, 7, 0.630, 471, 55, 3, 38, 75, 7.490, 8.110
Wed Apr 19 13:09:49 EDT 2017, 5146, 0.660, 9316, 3, 0.130, 321, 10, 13, 13, 30, 1.473, 1.340
Wed Apr 19 13:09:55 EDT 2017, 7621, 0.410, 6816, 9, 0.380, 546, 32, 8, 26, 52, 5.377, 5.687
Wed Apr 19 13:10:23 EDT 2017, 2671, 0.910, 1817, 5, 0.880, 396, 77, 18, 1, 97, 27.257, 17.820
Wed Apr 19 13:10:41 EDT 2017, 3909, 0.290, 8066, 6, 0.250, 434, 66, 10, 45, 41, 17.340, 17.020
Wed Apr 19 13:10:44 EDT 2017, 8859, 0.790, 3067, 1, 0.750, 584, 21, 1, 20, 86, 2.387, 2.497
Wed Apr 19 13:10:57 EDT 2017, 6384, 0.040, 567, 8, 0.500, 359, 43, 15, 32, 63, 13.217, 12.943
Wed Apr 19 13:11:02 EDT 2017, 1434, 0.540, 5566, 4, 0.000, 509, 88, 6, 7, 18, 3.560, 4.113
Wed Apr 19 13:13:12 EDT 2017, 2052, 0.470, 2442, 1, 0.190, 490, 60, 16, 48, 69, 128.510, 118.587
Wed Apr 19 13:13:13 EDT 2017, 7002, 0.970, 7441, 5, 0.690, 340, 15, 7, 23, 24, 1.160, 1.147
Wed Apr 19 13:13:35 EDT 2017, 9477, 0.220, 9941, 3, 0.940, 565, 38, 12, 35, 47, 21.783, 20.357
Wed Apr 19 13:13:40 EDT 2017, 4527, 0.720, 4941, 8, 0.440, 415, 83, 2, 10, 92, 4.207, 5.200
Wed Apr 19 13:14:03 EDT 2017, 3290, 0.100, 6191, 2, 0.820, 377, 72, 9, 42, 35, 22.090, 21.190
Wed Apr 19 13:14:19 EDT 2017, 8240, 0.600, 1192, 6, 0.320, 527, 27, 19, 17, 80, 15.600, 15.070
Wed Apr 19 13:14:26 EDT 2017, 5765, 0.350, 3692, 4, 0.070, 302, 49, 5, 29, 58, 6.387, 6.503
Wed Apr 19 13:14:29 EDT 2017, 815, 0.850, 8691, 9, 0.570, 452, 94, 14, 4, 13, 2.460, 2.450
Wed Apr 19 13:14:32 EDT 2017, 1124, 0.320, 7129, 8, 0.910, 537, 12, 19, 3, 83, 3.037, 2.910
