# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, 2tHeap_timing_secs
Thu May 18 00:51:46 EDT 2017, 0.850, 3, 3, 0.740, 7, 9, 63, 310, 45, 9, 35, 48, 13.147, 10.020
Thu May 18 00:53:12 EDT 2017, 0.350, 7, 8, 0.240, 2, 4, 18, 460, 90, 19, 10, 93, 84.800, 61.490
Thu May 18 00:53:14 EDT 2017, 0.480, 2, 2, 0.860, 5, 3, 52, 573, 12, 7, 29, 15, 2.253, 1.620
Thu May 18 00:53:47 EDT 2017, 0.980, 6, 6, 0.360, 1, 8, 97, 423, 57, 16, 4, 60, 31.947, 23.363
Thu May 18 00:54:03 EDT 2017, 0.730, 4, 9, 0.610, 3, 1, 74, 498, 34, 11, 41, 82, 15.460, 14.210
Thu May 18 00:54:08 EDT 2017, 0.230, 8, 4, 0.110, 8, 5, 29, 348, 79, 2, 16, 37, 5.180, 5.680
Thu May 18 00:54:15 EDT 2017, 0.160, 2, 8, 0.300, 9, 6, 35, 516, 17, 13, 13, 54, 6.333, 5.137
Thu May 18 00:54:32 EDT 2017, 0.660, 7, 4, 0.800, 5, 1, 80, 366, 62, 3, 38, 99, 15.863, 16.487
Thu May 18 00:55:31 EDT 2017, 0.910, 4, 1, 0.050, 3, 8, 58, 591, 40, 8, 1, 76, 58.123, 38.217
Thu May 18 00:55:57 EDT 2017, 0.410, 9, 6, 0.550, 7, 4, 13, 441, 85, 17, 26, 31, 26.660, 20.020
Thu May 18 00:56:06 EDT 2017, 0.290, 3, 5, 0.430, 2, 5, 46, 329, 28, 6, 7, 88, 8.313, 7.647
Thu May 18 00:56:29 EDT 2017, 0.790, 8, 9, 0.930, 6, 9, 91, 479, 73, 15, 32, 43, 22.777, 19.397
Thu May 18 00:56:34 EDT 2017, 0.540, 1, 7, 0.180, 8, 2, 69, 404, 51, 10, 20, 20, 4.827, 4.117
Thu May 18 00:56:52 EDT 2017, 0.040, 5, 2, 0.680, 4, 7, 24, 554, 96, 1, 45, 65, 15.387, 17.810
Thu May 18 00:57:05 EDT 2017, 0.050, 3, 8, 0.000, 6, 4, 62, 371, 52, 16, 33, 38, 12.260, 9.957
Thu May 18 00:58:07 EDT 2017, 0.550, 7, 3, 0.500, 1, 8, 17, 521, 97, 6, 8, 83, 61.653, 51.700
Thu May 18 00:58:15 EDT 2017, 0.800, 1, 1, 0.250, 3, 1, 39, 446, 30, 2, 45, 61, 7.773, 7.183
Thu May 18 00:58:27 EDT 2017, 0.300, 5, 5, 0.750, 8, 6, 84, 596, 75, 11, 20, 16, 11.770, 9.420
Thu May 18 00:58:43 EDT 2017, 0.430, 2, 4, 0.130, 4, 7, 73, 484, 41, 4, 39, 95, 16.030, 15.637
Thu May 18 00:59:04 EDT 2017, 0.930, 6, 9, 0.630, 9, 3, 28, 334, 86, 14, 14, 50, 20.447, 17.820
Thu May 18 00:59:10 EDT 2017, 0.680, 4, 7, 0.380, 7, 9, 51, 559, 19, 18, 27, 27, 5.597, 4.173
Thu May 18 01:00:05 EDT 2017, 0.180, 8, 2, 0.880, 2, 5, 96, 409, 64, 9, 2, 72, 54.653, 33.703
Thu May 18 01:00:25 EDT 2017, 0.240, 1, 6, 0.690, 1, 4, 56, 540, 35, 15, 5, 55, 20.060, 15.303
Thu May 18 01:00:32 EDT 2017, 0.740, 6, 1, 0.190, 5, 9, 11, 390, 80, 5, 30, 10, 6.600, 4.663
Thu May 18 01:00:33 EDT 2017, 0.990, 3, 4, 0.940, 7, 2, 34, 465, 13, 1, 17, 33, 0.687, 0.773
Thu May 18 01:00:50 EDT 2017, 0.490, 8, 8, 0.440, 3, 7, 79, 315, 58, 10, 42, 78, 16.917, 15.190
Thu May 18 01:00:53 EDT 2017, 0.370, 4, 3, 0.570, 8, 5, 67, 427, 47, 3, 23, 22, 3.347, 3.207
Thu May 18 01:01:48 EDT 2017, 0.870, 9, 7, 0.070, 4, 1, 22, 577, 92, 12, 48, 67, 54.547, 44.943
Thu May 18 01:02:01 EDT 2017, 0.620, 2, 9, 0.820, 2, 8, 45, 352, 24, 17, 11, 89, 12.320, 10.203
Thu May 18 01:02:21 EDT 2017, 0.120, 7, 5, 0.320, 6, 3, 90, 502, 69, 8, 36, 44, 19.983, 17.483
Thu May 18 01:05:14 EDT 2017, 0.090, 3, 1, 0.410, 8, 1, 20, 568, 72, 14, 38, 58, 170.157, 124.027
Thu May 18 01:05:16 EDT 2017, 0.590, 7, 6, 0.910, 4, 5, 65, 418, 27, 5, 13, 13, 1.333, 1.247
Thu May 18 01:05:34 EDT 2017, 0.840, 5, 8, 0.160, 1, 3, 87, 493, 95, 9, 25, 36, 17.743, 16.407
Thu May 18 01:06:33 EDT 2017, 0.340, 9, 3, 0.660, 6, 7, 42, 343, 50, 19, 0, 81, 58.453, 38.013
Thu May 18 01:06:38 EDT 2017, 0.460, 4, 7, 0.290, 2, 8, 31, 380, 61, 7, 31, 24, 5.227, 4.903
Thu May 18 01:07:06 EDT 2017, 0.960, 8, 2, 0.790, 7, 4, 76, 530, 16, 17, 6, 69, 27.433, 16.533
Thu May 18 01:07:52 EDT 2017, 0.710, 1, 5, 0.040, 9, 6, 98, 305, 83, 12, 44, 92, 45.297, 34.670
Thu May 18 01:07:55 EDT 2017, 0.210, 6, 9, 0.540, 5, 2, 53, 455, 38, 2, 19, 47, 2.297, 2.603
Thu May 18 01:08:15 EDT 2017, 0.150, 4, 3, 0.850, 3, 2, 14, 324, 55, 13, 22, 41, 19.623, 13.953
Thu May 18 01:08:17 EDT 2017, 0.650, 9, 7, 0.350, 8, 7, 59, 474, 10, 3, 47, 86, 1.980, 2.070
Thu May 18 01:08:43 EDT 2017, 0.900, 2, 5, 0.600, 5, 5, 82, 399, 78, 8, 9, 64, 26.280, 22.593
Thu May 18 01:09:07 EDT 2017, 0.400, 6, 1, 0.100, 1, 9, 37, 549, 33, 18, 34, 19, 22.907, 13.537
Thu May 18 01:09:31 EDT 2017, 0.270, 1, 9, 0.970, 6, 8, 25, 512, 66, 6, 3, 98, 22.693, 24.187
Thu May 18 01:09:42 EDT 2017, 0.770, 5, 4, 0.470, 2, 3, 70, 362, 21, 15, 28, 53, 10.270, 7.323
Thu May 18 01:10:34 EDT 2017, 0.520, 3, 2, 0.720, 4, 6, 93, 587, 89, 11, 16, 30, 51.670, 31.820
Thu May 18 01:10:38 EDT 2017, 0.020, 8, 6, 0.220, 9, 1, 48, 437, 44, 1, 41, 75, 3.290, 3.830
Thu May 18 01:12:02 EDT 2017, 0.020, 4, 2, 0.340, 1, 2, 74, 341, 84, 10, 9, 90, 83.870, 48.200
Thu May 18 01:12:04 EDT 2017, 0.520, 8, 6, 0.840, 6, 6, 29, 491, 39, 1, 34, 45, 1.837, 2.100
Thu May 18 01:12:08 EDT 2017, 0.770, 2, 8, 0.090, 8, 4, 51, 416, 61, 5, 22, 22, 3.460, 3.553
Thu May 18 01:12:24 EDT 2017, 0.270, 6, 4, 0.590, 3, 8, 96, 566, 16, 15, 47, 67, 15.663, 11.130
Thu May 18 01:12:43 EDT 2017, 0.390, 1, 5, 0.460, 9, 7, 63, 453, 95, 8, 15, 34, 18.700, 16.343
Thu May 18 01:14:01 EDT 2017, 0.890, 5, 1, 0.960, 5, 3, 18, 303, 50, 17, 40, 79, 77.347, 45.753
Thu May 18 01:15:01 EDT 2017, 0.640, 3, 3, 0.210, 2, 5, 40, 528, 73, 13, 3, 56, 60.037, 42.043
Thu May 18 01:15:02 EDT 2017, 0.140, 7, 7, 0.710, 7, 1, 85, 378, 28, 3, 28, 11, 0.730, 0.717
Thu May 18 01:15:25 EDT 2017, 0.200, 2, 5, 0.900, 5, 1, 68, 547, 90, 11, 25, 28, 22.643, 18.587
Thu May 18 01:15:30 EDT 2017, 0.700, 7, 9, 0.400, 1, 6, 23, 397, 45, 2, 0, 73, 3.840, 4.470
Thu May 18 01:15:58 EDT 2017, 0.950, 5, 7, 0.650, 3, 3, 46, 472, 67, 7, 37, 95, 28.620, 27.660
Thu May 18 01:16:15 EDT 2017, 0.450, 9, 2, 0.150, 7, 8, 91, 322, 22, 16, 12, 50, 16.017, 9.993
Thu May 18 01:16:38 EDT 2017, 0.330, 3, 8, 0.780, 4, 9, 57, 434, 78, 9, 43, 62, 22.460, 21.003
Thu May 18 01:16:50 EDT 2017, 0.830, 8, 3, 0.280, 8, 4, 12, 584, 33, 18, 18, 17, 11.603, 7.647
Thu May 18 01:17:31 EDT 2017, 0.580, 1, 1, 0.530, 6, 7, 34, 359, 56, 14, 31, 39, 40.800, 24.063
Thu May 18 01:17:34 EDT 2017, 0.080, 6, 6, 0.030, 2, 2, 79, 509, 11, 4, 6, 84, 2.957, 2.910
Thu May 18 01:17:39 EDT 2017, 0.110, 1, 9, 0.180, 4, 5, 32, 594, 19, 18, 17, 31, 5.353, 4.147
Thu May 18 01:18:09 EDT 2017, 0.610, 6, 5, 0.680, 8, 9, 77, 444, 64, 8, 42, 76, 29.523, 25.220
Thu May 18 01:18:31 EDT 2017, 0.860, 4, 3, 0.430, 6, 3, 99, 519, 42, 4, 4, 98, 21.360, 20.667
Thu May 18 01:18:59 EDT 2017, 0.360, 8, 7, 0.930, 1, 7, 54, 369, 87, 13, 29, 53, 28.167, 22.350
Thu May 18 01:19:02 EDT 2017, 0.480, 5, 4, 0.060, 7, 6, 20, 406, 31, 1, 11, 64, 2.230, 2.547
Thu May 18 01:19:12 EDT 2017, 0.980, 9, 8, 0.560, 3, 1, 65, 556, 76, 11, 36, 19, 9.490, 8.350
Thu May 18 01:19:27 EDT 2017, 0.730, 3, 6, 0.310, 5, 8, 88, 331, 53, 16, 23, 42, 15.443, 11.853
Thu May 18 01:22:03 EDT 2017, 0.230, 7, 1, 0.810, 9, 4, 43, 481, 98, 6, 48, 87, 147.913, 122.903
Thu May 18 01:22:22 EDT 2017, 0.170, 3, 6, 0.500, 8, 3, 26, 312, 25, 19, 45, 93, 17.897, 13.153
Thu May 18 01:23:11 EDT 2017, 0.670, 8, 2, 0.000, 3, 8, 71, 462, 70, 10, 20, 48, 49.310, 30.277
Thu May 18 01:23:16 EDT 2017, 0.920, 1, 4, 0.750, 1, 1, 93, 387, 47, 5, 32, 25, 4.427, 4.017
Thu May 18 01:24:06 EDT 2017, 0.420, 5, 9, 0.250, 5, 5, 48, 537, 92, 14, 7, 70, 49.990, 43.077
Thu May 18 01:24:09 EDT 2017, 0.300, 2, 1, 0.620, 2, 6, 15, 500, 14, 2, 26, 36, 2.377, 2.140
Thu May 18 01:24:42 EDT 2017, 0.800, 7, 5, 0.120, 6, 2, 60, 350, 59, 12, 1, 81, 32.363, 24.917
Thu May 18 01:25:04 EDT 2017, 0.550, 4, 8, 0.870, 9, 9, 82, 575, 36, 17, 39, 59, 21.650, 17.603
Thu May 18 01:25:11 EDT 2017, 0.050, 9, 3, 0.370, 4, 4, 37, 425, 81, 7, 14, 14, 7.640, 6.017
Thu May 18 01:25:29 EDT 2017, 0.030, 2, 7, 0.790, 6, 5, 95, 467, 35, 11, 0, 77, 16.970, 14.287
Thu May 18 01:25:34 EDT 2017, 0.530, 6, 3, 0.290, 2, 1, 50, 317, 80, 2, 25, 32, 4.653, 5.083
Thu May 18 01:25:35 EDT 2017, 0.780, 4, 5, 0.540, 4, 7, 27, 542, 12, 6, 13, 10, 0.893, 0.803
Thu May 18 01:25:55 EDT 2017, 0.280, 9, 9, 0.040, 9, 3, 72, 392, 57, 16, 38, 55, 19.543, 16.400
Thu May 18 01:26:15 EDT 2017, 0.410, 3, 2, 0.920, 3, 4, 84, 355, 46, 9, 19, 43, 19.057, 12.300
Thu May 18 01:28:13 EDT 2017, 0.910, 8, 6, 0.420, 7, 9, 39, 505, 91, 18, 44, 88, 115.437, 82.623
Thu May 18 01:28:22 EDT 2017, 0.660, 1, 8, 0.670, 5, 2, 16, 430, 23, 13, 7, 66, 8.907, 7.567
Thu May 18 01:28:29 EDT 2017, 0.160, 5, 4, 0.170, 1, 6, 61, 580, 68, 4, 32, 21, 7.023, 6.657
Thu May 18 01:28:33 EDT 2017, 0.220, 5, 9, 0.480, 2, 7, 89, 448, 52, 12, 35, 15, 4.060, 3.523
Thu May 18 01:28:59 EDT 2017, 0.720, 9, 4, 0.980, 7, 2, 44, 598, 97, 3, 10, 60, 24.790, 25.643
Thu May 18 01:29:18 EDT 2017, 0.970, 2, 2, 0.230, 9, 9, 22, 373, 29, 7, 47, 83, 18.733, 13.110
Thu May 18 01:29:49 EDT 2017, 0.470, 7, 7, 0.730, 5, 5, 67, 523, 74, 17, 22, 38, 30.467, 22.893
Thu May 18 01:30:24 EDT 2017, 0.340, 1, 3, 0.360, 8, 3, 78, 561, 40, 10, 41, 72, 34.003, 25.637
Thu May 18 01:30:43 EDT 2017, 0.840, 6, 8, 0.860, 4, 8, 33, 411, 85, 19, 16, 27, 19.017, 14.847
Thu May 18 01:30:51 EDT 2017, 0.590, 4, 6, 0.110, 1, 1, 10, 486, 18, 15, 29, 49, 8.063, 6.033
Thu May 18 01:31:35 EDT 2017, 0.090, 8, 1, 0.610, 6, 6, 55, 336, 63, 5, 4, 94, 43.250, 31.500
Thu May 18 01:31:48 EDT 2017, 0.060, 4, 4, 0.640, 9, 8, 53, 402, 60, 18, 21, 18, 13.250, 9.140
Thu May 18 01:31:52 EDT 2017, 0.560, 8, 9, 0.140, 4, 4, 98, 552, 15, 8, 46, 63, 4.223, 4.057
Thu May 18 01:32:08 EDT 2017, 0.810, 2, 6, 0.890, 2, 6, 75, 327, 83, 3, 8, 86, 12.463, 14.330
Thu May 18 01:32:36 EDT 2017, 0.310, 6, 2, 0.390, 7, 2, 30, 477, 38, 13, 33, 41, 27.357, 16.957
Thu May 18 01:32:43 EDT 2017, 0.440, 3, 7, 0.510, 1, 3, 41, 589, 71, 1, 2, 74, 6.263, 7.650
Thu May 18 01:32:51 EDT 2017, 0.940, 7, 3, 0.010, 6, 7, 86, 439, 26, 10, 27, 29, 6.980, 5.010
Thu May 18 01:36:14 EDT 2017, 0.690, 5, 1, 0.760, 8, 5, 64, 514, 94, 15, 15, 52, 200.987, 148.547
Thu May 18 01:36:33 EDT 2017, 0.190, 9, 5, 0.260, 3, 9, 19, 364, 49, 6, 40, 97, 18.713, 17.427
Thu May 18 01:40:27 EDT 2017, 0.120, 1, 2, 0.070, 5, 9, 47, 495, 77, 19, 43, 80, 229.180, 154.720
Thu May 18 01:40:32 EDT 2017, 0.620, 6, 7, 0.570, 9, 4, 92, 345, 32, 9, 18, 35, 4.467, 3.963
Thu May 18 01:40:36 EDT 2017, 0.870, 3, 9, 0.320, 7, 7, 70, 570, 99, 5, 30, 12, 3.603, 3.723
Thu May 18 01:41:04 EDT 2017, 0.370, 8, 5, 0.820, 3, 2, 25, 420, 54, 14, 5, 57, 27.693, 20.630
Thu May 18 01:41:08 EDT 2017, 0.250, 4, 6, 0.200, 6, 1, 36, 308, 66, 2, 36, 46, 3.547, 4.000
Thu May 18 01:41:48 EDT 2017, 0.750, 9, 1, 0.700, 2, 5, 81, 458, 21, 12, 11, 91, 40.030, 24.520
Thu May 18 01:43:00 EDT 2017, 0.500, 2, 4, 0.450, 4, 3, 58, 383, 88, 16, 49, 69, 69.683, 46.030
Thu May 18 01:43:04 EDT 2017, 0.000, 7, 8, 0.950, 8, 8, 13, 533, 43, 7, 24, 24, 4.477, 4.217
Thu May 18 01:43:13 EDT 2017, 0.000, 2, 3, 0.180, 5, 4, 38, 515, 24, 8, 34, 42, 8.630, 6.540
Thu May 18 01:44:04 EDT 2017, 0.500, 7, 7, 0.680, 1, 9, 83, 365, 69, 18, 9, 87, 50.177, 36.010
Thu May 18 01:44:28 EDT 2017, 0.750, 4, 9, 0.430, 3, 2, 60, 590, 47, 13, 47, 65, 23.077, 20.473
Thu May 18 01:44:33 EDT 2017, 0.250, 9, 5, 0.930, 7, 7, 15, 440, 92, 3, 22, 20, 4.760, 4.923
Thu May 18 01:44:39 EDT 2017, 0.380, 3, 6, 0.060, 4, 5, 49, 327, 13, 10, 40, 98, 5.633, 4.703
Thu May 18 01:44:46 EDT 2017, 0.880, 8, 2, 0.560, 9, 1, 94, 477, 58, 1, 15, 53, 6.553, 7.273
Thu May 18 01:44:51 EDT 2017, 0.630, 1, 4, 0.310, 6, 8, 71, 402, 36, 6, 28, 31, 5.130, 4.390
Thu May 18 01:45:50 EDT 2017, 0.130, 6, 8, 0.810, 2, 3, 26, 552, 81, 15, 3, 76, 57.907, 45.957
Thu May 18 01:45:57 EDT 2017, 0.190, 5, 4, 0.620, 1, 4, 32, 383, 19, 9, 0, 59, 7.083, 5.477
Thu May 18 01:46:06 EDT 2017, 0.690, 9, 9, 0.120, 6, 8, 77, 533, 64, 19, 25, 14, 8.427, 6.797
Thu May 18 01:46:14 EDT 2017, 0.940, 3, 7, 0.870, 8, 2, 55, 308, 41, 14, 12, 37, 7.623, 6.307
Thu May 18 01:47:00 EDT 2017, 0.440, 7, 2, 0.370, 4, 6, 10, 458, 86, 4, 37, 82, 45.590, 37.743
Thu May 18 01:47:06 EDT 2017, 0.310, 2, 8, 0.740, 9, 7, 43, 571, 30, 12, 19, 25, 5.263, 4.460
Thu May 18 01:47:20 EDT 2017, 0.810, 6, 3, 0.240, 5, 3, 88, 421, 75, 2, 44, 70, 13.167, 14.393
Thu May 18 01:48:31 EDT 2017, 0.560, 4, 1, 0.990, 2, 9, 66, 496, 53, 7, 6, 93, 70.637, 47.253
Thu May 18 01:49:09 EDT 2017, 0.060, 8, 6, 0.490, 7, 5, 21, 346, 98, 16, 31, 48, 37.210, 27.110
Thu May 18 01:49:17 EDT 2017, 0.100, 4, 9, 0.280, 8, 2, 86, 430, 89, 2, 42, 56, 6.153, 7.480
Thu May 18 01:49:22 EDT 2017, 0.600, 8, 4, 0.780, 3, 7, 41, 580, 44, 11, 17, 11, 5.407, 3.947
Thu May 18 01:50:00 EDT 2017, 0.850, 1, 2, 0.030, 1, 5, 18, 355, 67, 16, 29, 34, 37.173, 21.573
Thu May 18 01:50:08 EDT 2017, 0.350, 6, 6, 0.530, 5, 9, 63, 505, 22, 6, 4, 79, 8.093, 7.917
Thu May 18 01:50:42 EDT 2017, 0.470, 2, 3, 0.400, 2, 8, 97, 543, 78, 18, 36, 22, 33.753, 22.700
Thu May 18 01:50:53 EDT 2017, 0.970, 7, 7, 0.900, 7, 4, 52, 393, 33, 9, 11, 67, 10.497, 9.577
Thu May 18 01:51:11 EDT 2017, 0.720, 5, 5, 0.150, 9, 6, 29, 468, 55, 4, 48, 90, 17.487, 17.903
Thu May 18 01:51:18 EDT 2017, 0.220, 9, 1, 0.650, 4, 1, 74, 318, 10, 13, 23, 45, 7.000, 4.227
Thu May 18 01:51:26 EDT 2017, 0.160, 1, 7, 0.960, 4, 1, 80, 486, 83, 3, 20, 39, 7.110, 7.903
Thu May 18 01:52:05 EDT 2017, 0.660, 5, 2, 0.460, 8, 5, 35, 336, 38, 12, 45, 84, 38.320, 23.983
Thu May 18 01:53:00 EDT 2017, 0.910, 3, 5, 0.710, 6, 3, 12, 561, 61, 17, 8, 62, 54.363, 40.320
Thu May 18 01:53:01 EDT 2017, 0.410, 8, 9, 0.210, 2, 7, 57, 411, 16, 7, 33, 17, 1.107, 1.057
Thu May 18 01:59:52 EDT 2017, 0.280, 4, 1, 0.840, 7, 9, 91, 374, 95, 19, 1, 96, 402.870, 316.250
Thu May 18 02:00:11 EDT 2017, 0.780, 9, 6, 0.340, 3, 4, 46, 524, 50, 10, 26, 51, 18.980, 15.973
Thu May 18 02:00:18 EDT 2017, 0.530, 2, 8, 0.590, 5, 6, 24, 449, 72, 5, 14, 28, 5.957, 6.203
Thu May 18 02:00:50 EDT 2017, 0.030, 6, 4, 0.090, 9, 2, 69, 599, 27, 15, 39, 73, 31.253, 21.983
Thu May 18 02:01:06 EDT 2017, 0.050, 4, 6, 0.730, 2, 8, 17, 332, 76, 8, 26, 52, 15.777, 13.880
Thu May 18 02:02:23 EDT 2017, 0.550, 9, 2, 0.230, 7, 3, 62, 482, 31, 18, 1, 97, 76.477, 45.270
Thu May 18 02:03:40 EDT 2017, 0.800, 2, 4, 0.980, 9, 5, 84, 407, 99, 13, 38, 75, 76.440, 52.297
Thu May 18 02:03:45 EDT 2017, 0.300, 7, 8, 0.480, 5, 1, 39, 557, 54, 4, 13, 30, 4.657, 4.950
Thu May 18 02:06:53 EDT 2017, 0.420, 1, 1, 0.600, 8, 2, 28, 519, 65, 11, 44, 86, 179.450, 142.397
Thu May 18 02:06:54 EDT 2017, 0.920, 5, 5, 0.100, 3, 6, 73, 369, 20, 1, 19, 41, 0.940, 1.027
Thu May 18 02:07:02 EDT 2017, 0.670, 3, 7, 0.850, 1, 4, 95, 594, 88, 6, 32, 18, 7.480, 7.170
Thu May 18 02:07:41 EDT 2017, 0.170, 8, 3, 0.350, 6, 9, 50, 444, 43, 15, 7, 63, 38.740, 26.897
Thu May 18 02:08:06 EDT 2017, 0.240, 3, 9, 0.040, 6, 9, 11, 576, 60, 10, 10, 69, 24.940, 23.733
Thu May 18 02:08:10 EDT 2017, 0.740, 7, 5, 0.540, 2, 5, 56, 426, 15, 19, 35, 24, 4.113, 2.847
Thu May 18 02:09:31 EDT 2017, 0.990, 5, 2, 0.290, 4, 7, 79, 501, 82, 14, 22, 46, 80.103, 47.100
Thu May 18 02:09:41 EDT 2017, 0.490, 9, 7, 0.790, 8, 3, 34, 351, 37, 5, 47, 91, 8.687, 9.230
Thu May 18 02:09:50 EDT 2017, 0.360, 4, 3, 0.170, 3, 1, 22, 388, 71, 12, 16, 13, 8.603, 6.123
Thu May 18 02:09:53 EDT 2017, 0.860, 8, 8, 0.670, 7, 6, 67, 538, 26, 2, 41, 58, 2.447, 2.760
Thu May 18 02:10:18 EDT 2017, 0.610, 1, 6, 0.420, 5, 4, 90, 313, 93, 7, 4, 80, 25.457, 22.713
Thu May 18 02:11:09 EDT 2017, 0.110, 6, 1, 0.920, 1, 8, 45, 463, 48, 17, 29, 35, 50.333, 29.457
Thu May 18 02:11:14 EDT 2017, 0.080, 1, 5, 0.820, 5, 6, 64, 529, 51, 1, 46, 66, 4.250, 5.150
Thu May 18 02:11:22 EDT 2017, 0.580, 6, 9, 0.320, 9, 1, 19, 379, 96, 10, 21, 21, 7.960, 7.317
Thu May 18 02:11:33 EDT 2017, 0.830, 3, 7, 0.570, 7, 8, 42, 454, 29, 15, 33, 44, 9.977, 7.923
Thu May 18 02:11:58 EDT 2017, 0.330, 8, 3, 0.070, 3, 3, 87, 304, 74, 5, 8, 89, 24.817, 21.973
Thu May 18 02:12:01 EDT 2017, 0.450, 5, 8, 0.950, 6, 4, 76, 416, 40, 17, 27, 10, 2.887, 2.213
Thu May 18 02:12:44 EDT 2017, 0.950, 9, 4, 0.450, 1, 9, 31, 566, 85, 8, 2, 55, 42.943, 34.983
Thu May 18 02:12:50 EDT 2017, 0.700, 2, 1, 0.700, 4, 2, 53, 341, 17, 3, 40, 77, 5.900, 4.647
Thu May 18 02:13:08 EDT 2017, 0.200, 7, 6, 0.200, 8, 7, 98, 491, 62, 13, 15, 32, 17.277, 13.727
Thu May 18 02:13:12 EDT 2017, 0.140, 3, 2, 0.380, 9, 6, 59, 360, 34, 2, 18, 49, 4.540, 4.340
Thu May 18 02:14:08 EDT 2017, 0.640, 7, 7, 0.880, 4, 2, 14, 510, 79, 11, 43, 94, 54.450, 45.813
Thu May 18 02:14:13 EDT 2017, 0.890, 1, 9, 0.130, 2, 8, 36, 435, 12, 16, 5, 72, 5.613, 4.597
Thu May 18 02:14:26 EDT 2017, 0.390, 5, 4, 0.630, 6, 4, 81, 585, 57, 7, 30, 27, 12.030, 9.920
Thu May 18 02:15:15 EDT 2017, 0.270, 2, 5, 0.260, 1, 3, 70, 472, 45, 18, 11, 83, 47.737, 33.350
Thu May 18 02:15:56 EDT 2017, 0.770, 6, 1, 0.760, 5, 7, 25, 322, 90, 9, 36, 38, 40.370, 26.957
Thu May 18 02:15:58 EDT 2017, 0.520, 4, 3, 0.010, 8, 1, 48, 547, 23, 4, 24, 15, 1.993, 1.793
Thu May 18 02:16:24 EDT 2017, 0.020, 9, 8, 0.510, 3, 5, 93, 397, 68, 14, 49, 60, 25.567, 21.063
Thu May 18 02:16:29 EDT 2017, 0.030, 3, 3, 0.880, 7, 7, 29, 306, 17, 5, 6, 82, 5.187, 4.570
Thu May 18 02:16:45 EDT 2017, 0.530, 8, 8, 0.380, 2, 2, 74, 456, 62, 14, 31, 37, 15.733, 13.017
Thu May 18 02:16:51 EDT 2017, 0.780, 1, 5, 0.630, 4, 9, 96, 381, 39, 19, 18, 15, 5.767, 3.997
Thu May 18 02:19:06 EDT 2017, 0.280, 5, 1, 0.130, 9, 5, 51, 531, 84, 10, 43, 60, 129.603, 93.057
Thu May 18 02:19:17 EDT 2017, 0.400, 2, 9, 0.750, 3, 3, 17, 494, 28, 17, 24, 49, 10.703, 8.837
Thu May 18 02:19:51 EDT 2017, 0.900, 6, 4, 0.250, 8, 8, 62, 344, 73, 7, 49, 94, 34.033, 28.750
Thu May 18 02:20:13 EDT 2017, 0.650, 4, 2, 0.500, 6, 1, 85, 569, 50, 3, 12, 71, 21.483, 19.003
Thu May 18 02:20:28 EDT 2017, 0.150, 9, 7, 0.000, 1, 6, 40, 419, 95, 12, 37, 26, 15.357, 12.797
Thu May 18 02:20:32 EDT 2017, 0.210, 1, 2, 0.310, 2, 5, 23, 587, 22, 4, 34, 20, 3.060, 2.483
Thu May 18 02:21:07 EDT 2017, 0.710, 6, 6, 0.810, 6, 1, 68, 437, 67, 13, 9, 65, 34.987, 27.587
Thu May 18 02:21:47 EDT 2017, 0.960, 4, 8, 0.060, 8, 7, 90, 512, 45, 18, 46, 88, 39.250, 31.283
Thu May 18 02:22:09 EDT 2017, 0.460, 8, 4, 0.560, 4, 3, 45, 362, 90, 8, 21, 43, 22.050, 18.050
Thu May 18 02:22:16 EDT 2017, 0.340, 5, 7, 0.440, 7, 4, 12, 400, 11, 16, 40, 77, 6.060, 4.750
Thu May 18 02:22:30 EDT 2017, 0.840, 9, 3, 0.940, 3, 9, 57, 550, 56, 6, 15, 32, 13.947, 11.683
Thu May 18 02:22:32 EDT 2017, 0.590, 3, 5, 0.190, 1, 2, 79, 325, 34, 1, 27, 54, 1.340, 1.610
Thu May 18 02:23:17 EDT 2017, 0.090, 7, 9, 0.690, 5, 6, 34, 475, 79, 11, 2, 99, 44.593, 40.833
Thu May 18 02:23:26 EDT 2017, 0.120, 2, 6, 0.530, 9, 9, 76, 559, 87, 7, 23, 18, 8.860, 8.180
Thu May 18 02:24:32 EDT 2017, 0.620, 7, 1, 0.030, 5, 4, 31, 409, 42, 16, 48, 63, 65.867, 39.810
Thu May 18 02:25:37 EDT 2017, 0.870, 5, 3, 0.780, 2, 7, 54, 484, 64, 11, 10, 85, 64.977, 47.020
Thu May 18 02:25:39 EDT 2017, 0.370, 9, 8, 0.280, 7, 2, 99, 334, 19, 2, 35, 40, 0.887, 0.953
Thu May 18 02:28:53 EDT 2017, 0.490, 3, 2, 0.660, 1, 1, 65, 447, 98, 14, 4, 74, 190.697, 132.200
Thu May 18 02:28:59 EDT 2017, 0.990, 8, 7, 0.160, 6, 5, 20, 597, 53, 4, 29, 29, 5.320, 5.513
Thu May 18 02:29:13 EDT 2017, 0.740, 1, 9, 0.910, 8, 3, 43, 372, 76, 9, 17, 51, 13.623, 13.050
