# Timestamp, procs, --portables, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, rollbacksMax_mean, rollbacksMax_sd, rollbacksMax_ci, rollbacksMax_ci, rollbacksMax_min, rollbacksMax_box_q1, rollbacksMax_median, rollbacksMax_box_q2, rollbacksMax_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, mpiMsgsMax_mean, mpiMsgsMax_sd, mpiMsgsMax_ci, mpiMsgsMax_ci, mpiMsgsMax_min, mpiMsgsMax_box_q1, mpiMsgsMax_median, mpiMsgsMax_box_q2, mpiMsgsMax_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, schedulesMax_mean, schedulesMax_sd, schedulesMax_ci, schedulesMax_ci, schedulesMax_min, schedulesMax_box_q1, schedulesMax_median, schedulesMax_box_q2, schedulesMax_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max, commEvtsMax_mean, commEvtsMax_sd, commEvtsMax_ci, commEvtsMax_ci, commEvtsMax_min, commEvtsMax_box_q1, commEvtsMax_median, commEvtsMax_box_q2, commEvtsMax_max
Thu Aug 10 14:28:22 EDT 2017, 2, 1, 13.931, 0.361426, 13.6764, 14.1856, 13.33, 13.61, 14.215, 14.25, 14.28, 120632, 2425.79, 118923, 122341, 116200, 120312, 121496, 122376, 124404, 3531.8, 1825.15, 2245.88, 4817.72, 170, 3566, 4171, 4875, 6123, 3528.3, 1831.53, 2237.89, 4818.71, 149, 3566, 4171, 4875, 6123, 2095.7, 161.996, 1981.56, 2209.84, 1821, 2063, 2138.5, 2223, 2380, 1187.1, 160.073, 1074.32, 1299.88, 914, 1158, 1227.5, 1309, 1468, 1.99627e+06, 19494.1, 1.98254e+06, 2.01e+06, 1961839, 1994333, 2.00292e+06, 2011091, 2027454, 1.01549e+06, 19475, 1.00177e+06, 1.02921e+06, 981873, 1012072, 1022377, 1029664, 1046791, 2.02163e+06, 815.504, 2.02106e+06, 2.0222e+06, 2020637, 2021112, 2021607, 2022843, 2023175, 1.01148e+06, 599.17, 1.01106e+06, 1.0119e+06, 1010859, 1011050, 1.01138e+06, 1012323, 1012812
Thu Aug 10 14:29:33 EDT 2017, 2, 2, 26.324, 0.649572, 25.8663, 26.7817, 25.32, 25.63, 26.705, 26.84, 27.44, 226656, 4531.53, 223463, 229849, 221112, 221592, 228508, 232072, 233068, 5070.8, 3286.24, 2755.46, 7386.14, 970, 1150, 6602, 8847, 9629, 4995.4, 3372.59, 2619.22, 7371.58, 667, 1008, 6602, 8847, 9629, 4271.2, 483.157, 3930.79, 4611.61, 3678, 3717, 4481, 4851, 4937, 2445.1, 486.023, 2102.67, 2787.53, 1846, 1882, 2660, 3024, 3113, 3.81795e+06, 37647, 3.79143e+06, 3.84447e+06, 3773299, 3775457, 3.83276e+06, 3864103, 3871237, 1.9316e+06, 37406.4, 1.90525e+06, 1.95795e+06, 1887245, 1890583, 1.94536e+06, 1976588, 1985981, 4.04459e+06, 1323.06, 4.04366e+06, 4.04552e+06, 4042092, 4043829, 4044899, 4045558, 4047248, 2.02322e+06, 521.885, 2.02285e+06, 2.02359e+06, 2022395, 2022796, 2023259, 2023963, 2024209
Thu Aug 10 14:31:31 EDT 2017, 2, 5, 84.913, 1.83567, 83.6197, 86.2063, 81.46, 84.45, 85.82, 86.56, 87.15, 541981, 4595.88, 538743, 545219, 536100, 537572, 544328, 546228, 550208, 8095.3, 3330.8, 5748.57, 10442, 3530, 5093, 9848, 11356, 13687, 7761.3, 3712.14, 5145.89, 10376.7, 2460, 4536, 9845, 11353, 13684, 10240.9, 691.037, 9754.03, 10727.8, 9356, 9632, 10548, 10948, 11510, 5660.4, 707.301, 5162.07, 6158.73, 4737, 5050, 5985.5, 6377, 6930, 8.42116e+06, 35830.6, 8.39592e+06, 8.4464e+06, 8374668, 8385715, 8437848, 8454131, 8488031, 4.23719e+06, 35741.1, 4.21201e+06, 4.26237e+06, 4191653, 4203527, 4.25484e+06, 4271248, 4302813, 1.01132e+07, 3321.13, 1.01109e+07, 1.01155e+07, 10108411, 10110411, 1.0114e+07, 10116619, 10119127, 5.05765e+06, 1921.95, 5.0563e+06, 5.059e+06, 5054433, 5056429, 5.05889e+06, 5060011, 5060146
Thu Aug 10 14:36:48 EDT 2017, 2, 10, 265.321, 10.2557, 258.095, 272.547, 249.31, 260.13, 269.28, 275.44, 281.74, 1.06291e+06, 2809.6, 1.06093e+06, 1.06489e+06, 1060052, 1060424, 1063234, 1067756, 1067780, 10623.7, 1584.64, 9507.23, 11740.2, 8513, 9273, 10872.5, 12863, 13331, 8554.2, 2266.45, 6957.36, 10151, 5802, 6590, 8701.5, 11944, 12006, 19483.7, 372.006, 19221.6, 19745.8, 19026, 19173, 19547, 20019, 20154, 10186.8, 410.935, 9897.27, 10476.3, 9661, 9897, 10150, 10839, 10909, 1.39103e+07, 16270.8, 1.38988e+07, 1.39218e+07, 13892284, 13894963, 1.39119e+07, 13936503, 13939580, 6.97156e+06, 16693.5, 6.9598e+06, 6.98332e+06, 6953370, 6958585, 6971525, 6999842, 7002729, 20222149, 3123.94, 2.02199e+07, 2.02243e+07, 20218654, 20219402, 20222373, 20225040, 20228782, 1.01133e+07, 2340.06, 1.01117e+07, 1.01149e+07, 10109903, 10111728, 10113468, 10115436, 10118736
Thu Aug 10 14:46:56 EDT 2017, 2, 15, 536.134, 24.5923, 518.807, 553.461, 505.12, 512.65, 541.475, 570.38, 581.76, 1.59276e+06, 33760.9, 1.56897e+06, 1.61655e+06, 1508768, 1586016, 1594800, 1628116, 1642908, 22761.6, 9550.29, 16032.9, 29490.3, 14608, 15916, 19414, 38657, 41742, 18684.3, 10119.3, 11554.7, 25813.9, 7399, 11814, 16232.5, 33003, 38433, 30920.4, 2148.83, 29406.4, 32434.4, 28915, 29281, 30367, 34063, 35208, 16774.6, 2190.75, 15231.1, 18318.1, 14513, 15221, 16375, 19026, 21519, 1.76947e+07, 116277, 1.76128e+07, 1.77766e+07, 17605471, 17618145, 17655551, 17846847, 17970241, 8901623, 111459, 8.82309e+06, 8.98015e+06, 8803958, 8827142, 8.86526e+06, 9064739, 9147518, 3.03252e+07, 3326.63, 3.03229e+07, 3.03275e+07, 30318549, 30322640, 30326942, 30328739, 30329404, 15166556, 1652.18, 1.51654e+07, 1.51677e+07, 15164118, 15165213, 1.51666e+07, 15168237, 15169776
Thu Aug 10 14:51:33 EDT 2017, 4, 1, 6.516, 0.121178, 6.43062, 6.60138, 6.42, 6.45, 6.47, 6.73, 6.78, 65894, 1610.6, 64759.2, 67028.8, 63064, 64916, 66582, 67868, 67964, 11620.6, 2821.33, 9632.82, 13608.4, 7084, 8129, 13178, 14692, 14723, 4400.3, 812.092, 3828.14, 4972.46, 2832, 3700, 4800.5, 5170, 5373, 4645.7, 276.853, 4450.64, 4840.76, 4226, 4298, 4780, 4926, 4982, 1325.8, 100.293, 1255.14, 1396.46, 1166, 1252, 1360.5, 1462, 1463, 2.09035e+06, 40497, 2.06182e+06, 2.11888e+06, 2026714, 2041525, 2.11313e+06, 2132386, 2137352, 539574, 13331.7, 530181, 548967, 518860, 525855, 546766, 554155, 557096, 2.02239e+06, 964.131, 2.02171e+06, 2.02307e+06, 2020417, 2021669, 2.02289e+06, 2023386, 2023667, 507458, 728.751, 506945, 507971, 506419, 506938, 507548, 508432, 508578
Thu Aug 10 14:52:39 EDT 2017, 4, 2, 10.996, 0.253622, 10.8173, 11.1747, 10.34, 10.94, 11.025, 11.24, 11.28, 120668, 2048.31, 119225, 122111, 117468, 119008, 121296, 123164, 124664, 19330.1, 4370.87, 16250.6, 22409.6, 13199, 15257, 20389, 24978, 27066, 7585.6, 1309.65, 6662.88, 8508.32, 6138, 6397, 7954.5, 9678, 9810, 9740.9, 586.205, 9327.89, 10153.9, 9018, 9236, 9870, 10479, 10808, 2799.9, 190.193, 2665.9, 2933.9, 2580, 2592, 2875, 3073, 3108, 3.97651e+06, 59210.5, 3.93479e+06, 4.01823e+06, 3899366, 3919572, 3987987, 4052110, 4085676, 1.02603e+06, 17749.5, 1.01352e+06, 1.03854e+06, 998055, 1012431, 1.03155e+06, 1046649, 1061220, 4.04457e+06, 687.036, 4.04409e+06, 4.04505e+06, 4042957, 4044355, 4044700, 4045208, 4045731, 1.01341e+06, 960.475, 1.01273e+06, 1.01409e+06, 1011637, 1012692, 1.01358e+06, 1014470, 1014914
Thu Aug 10 14:54:01 EDT 2017, 4, 5, 30.59, 0.741134, 30.0678, 31.1122, 29.26, 30.45, 30.775, 31.39, 31.95, 281084, 6442.33, 276545, 285623, 273440, 275276, 281966, 289472, 292676, 29659.5, 11303.7, 21695.4, 37623.6, 17706, 20217, 30122, 44971, 46424, 12511.2, 3390.75, 10122.2, 14900.2, 8566, 8799, 13848.5, 16459, 17885, 23130.9, 2191.96, 21586.5, 24675.3, 20779, 21301, 23264.5, 26135, 26407, 6622.6, 648, 6166.05, 7079.15, 5876, 5927, 6854.5, 7419, 7674, 8.64493e+06, 146744, 8.54154e+06, 8.74832e+06, 8490032, 8524919, 8649245, 8846010, 8866430, 2.21322e+06, 50899.3, 2.17736e+06, 2.24908e+06, 2152315, 2168125, 2.21988e+06, 2280189, 2303554, 1.01129e+07, 1996.38, 1.01115e+07, 1.01143e+07, 10110449, 10111595, 10113609, 10114260, 10117536, 2.53022e+06, 679.541, 2.52974e+06, 2.5307e+06, 2528839, 2529771, 2530583, 2530800, 2531235
Thu Aug 10 14:55:53 EDT 2017, 4, 10, 81.212, 1.76887, 79.9657, 82.4583, 78.79, 79.39, 82.545, 82.75, 83.33, 544746, 5868.08, 540612, 548880, 532988, 543096, 545226, 551072, 554200, 41275.3, 8078.22, 35583.7, 46966.9, 23779, 38199, 42969.5, 48693, 55861, 17649.5, 3006, 15531.6, 19767.4, 11439, 15189, 18901.5, 20918, 21780, 43820.8, 1979.99, 42425.8, 45215.8, 39448, 43109, 44262.5, 45594, 47251, 12313.6, 751.73, 11784, 12843.2, 10735, 11952, 12526.5, 13065, 13436, 1.41665e+07, 91974.3, 1.41017e+07, 1.42313e+07, 13972776, 14124602, 14184613, 14251398, 14338055, 3.60421e+06, 38933, 3.57678e+06, 3.63164e+06, 3527133, 3592244, 3607669, 3645497, 3667834, 2.02206e+07, 1574.83, 2.02195e+07, 2.02217e+07, 20217796, 20220187, 20220750, 20222019, 20223580, 5.06014e+06, 1645.02, 5.05898e+06, 5.0613e+06, 5056478, 5059193, 5061165, 5061969, 5062088
Thu Aug 10 14:59:15 EDT 2017, 4, 15, 154.871, 3.72224, 152.248, 157.494, 149.05, 149.69, 156.89, 158.36, 158.40, 802880, 8932.9, 796586, 809174, 793524, 796008, 802788, 814668, 822652, 46206.5, 10713.4, 38658.3, 53754.7, 36676, 38291, 43886.5, 57103, 73318, 19414.8, 4822.94, 16016.8, 22812.8, 13454, 15024, 20186.5, 25908, 27971, 62526.1, 2826.76, 60534.5, 64517.7, 60115, 60442, 61939.5, 65388, 69696, 17112.2, 1212.91, 16257.6, 17966.8, 15695, 16161, 17258.5, 18770, 19569, 1.7813e+07, 107703, 1.77371e+07, 1.78889e+07, 17719892, 17737531, 1.77868e+07, 17916136, 18090672, 4.50537e+06, 49772.2, 4.4703e+06, 4.54044e+06, 4452259, 4464065, 4506690, 4567356, 4615964, 30326067, 3475.73, 3.03236e+07, 3.03285e+07, 30320885, 30322331, 30328229, 30328780, 30331568, 7.58689e+06, 2387.41, 7.58521e+06, 7.58857e+06, 7583297, 7584334, 7588116, 7589306, 7589975
