# Timestamp, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max
Fri Dec 30 19:42:02 EST 2016, 0, 0.000, 1, 0.94, 0.187083, 0.80819, 1.07181, 0.64, 0.87, 0.995, 1.12, 1.31, 38699.2, 10.245, 38692, 38706.4, 38688, 38688, 38704, 38704, 38720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 426636, 0, 426636, 426636, 426636, 426636, 426636, 426636, 426636, 498000, 0, 498000, 498000, 498000, 498000, 498000, 498000, 498000
Fri Dec 30 19:43:03 EST 2016, 1, 0.000, 1, 0.633, 0.197841, 0.49361, 0.77239, 0.38, 0.52, 0.595, 0.98, 0.98, 37161.6, 7.83837, 37156.1, 37167.1, 37152, 37152, 37168, 37168, 37168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173144, 0, 173144, 173144, 173144, 173144, 173144, 173144, 173144, 196207, 0, 196207, 196207, 196207, 196207, 196207, 196207, 196207
Fri Dec 30 19:44:03 EST 2016, 2, 0.000, 1, 0.605, 0.0892468, 0.542121, 0.667879, 0.46, 0.56, 0.655, 0.68, 0.76, 37777.6, 4.8, 37774.2, 37781, 37776, 37776, 37776, 37776, 37792, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 259149, 0, 259149, 259149, 259149, 259149, 259149, 259149, 259149, 315254, 0, 315254, 315254, 315254, 315254, 315254, 315254, 315254
Fri Dec 30 19:45:04 EST 2016, 4, 0.000, 1, 0.735, 0.087892, 0.673075, 0.796925, 0.61, 0.68, 0.76, 0.76, 0.95, 38326.4, 7.83837, 38320.9, 38331.9, 38320, 38320, 38328, 38336, 38336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 338125, 0, 338125, 338125, 338125, 338125, 338125, 338125, 338125, 430732, 0, 430732, 430732, 430732, 430732, 430732, 430732, 430732
Fri Dec 30 19:46:05 EST 2016, 8, 0.000, 1, 0.92, 0.216102, 0.767744, 1.07226, 0.69, 0.72, 1.015, 1.23, 1.28, 38568, 8, 38562.4, 38573.6, 38560, 38560, 38576, 38576, 38576, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 383727, 0, 383727, 383727, 383727, 383727, 383727, 383727, 383727, 489001, 0, 489001, 489001, 489001, 489001, 489001, 489001, 489001
Fri Dec 30 19:47:06 EST 2016, 0, 0.250, 1, 0.82, 0.212038, 0.670607, 0.969393, 0.58, 0.59, 0.98, 1.03, 1.14, 35764.8, 7.33212, 35759.6, 35770, 35760, 35760, 35760, 35776, 35776, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 366596, 0, 366596, 366596, 366596, 366596, 366596, 366596, 366596, 498000, 0, 498000, 498000, 498000, 498000, 498000, 498000, 498000
Fri Dec 30 19:48:08 EST 2016, 1, 0.250, 1, 0.449, 0.106344, 0.374075, 0.523925, 0.33, 0.35, 0.465, 0.48, 0.72, 35491.2, 23.5151, 35474.6, 35507.8, 35456, 35472, 35504, 35520, 35520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172647, 0, 172647, 172647, 172647, 172647, 172647, 172647, 172647, 196089, 0, 196089, 196089, 196089, 196089, 196089, 196089, 196089
Fri Dec 30 19:49:13 EST 2016, 2, 0.250, 1, 0.594, 0.0537029, 0.556163, 0.631837, 0.50, 0.52, 0.62, 0.64, 0.64, 35624, 10.7331, 35616.4, 35631.6, 35616, 35616, 35624, 35632, 35648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 257317, 0, 257317, 257317, 257317, 257317, 257317, 257317, 257317, 315202, 0, 315202, 315202, 315202, 315202, 315202, 315202, 315202
Fri Dec 30 19:50:14 EST 2016, 4, 0.250, 1, 0.776, 0.130092, 0.684343, 0.867657, 0.60, 0.62, 0.865, 0.91, 0.94, 35865.6, 7.83837, 35860.1, 35871.1, 35856, 35856, 35872, 35872, 35872, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 328526, 0, 328526, 328526, 328526, 328526, 328526, 328526, 328526, 430749, 0, 430749, 430749, 430749, 430749, 430749, 430749, 430749
Fri Dec 30 19:51:16 EST 2016, 8, 0.250, 1, 0.843, 0.130081, 0.751351, 0.934649, 0.65, 0.72, 0.905, 0.92, 1.09, 35958.4, 10.6132, 35950.9, 35965.9, 35952, 35952, 35952, 35968, 35984, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 361375, 0, 361375, 361375, 361375, 361375, 361375, 361375, 361375, 489012, 0, 489012, 489012, 489012, 489012, 489012, 489012, 489012
Fri Dec 30 19:52:17 EST 2016, 0, 0.500, 1, 0.823, 0.142902, 0.722318, 0.923682, 0.61, 0.75, 0.835, 0.98, 1.09, 35459.2, 6.4, 35454.7, 35463.7, 35456, 35456, 35456, 35472, 35472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 358154, 0, 358154, 358154, 358154, 358154, 358154, 358154, 358154, 498000, 0, 498000, 498000, 498000, 498000, 498000, 498000, 498000
Fri Dec 30 19:53:23 EST 2016, 1, 0.500, 1, 0.491, 0.0896047, 0.427869, 0.554131, 0.34, 0.40, 0.53, 0.60, 0.61, 35323.2, 10.245, 35316, 35330.4, 35312, 35312, 35328, 35328, 35344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172270, 0, 172270, 172270, 172270, 172270, 172270, 172270, 172270, 196090, 0, 196090, 196090, 196090, 196090, 196090, 196090, 196090
Fri Dec 30 19:54:24 EST 2016, 2, 0.500, 1, 0.508, 0.0289137, 0.487629, 0.528371, 0.46, 0.49, 0.515, 0.55, 0.55, 35467.2, 10.245, 35460, 35474.4, 35456, 35456, 35472, 35472, 35488, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255249, 0, 255249, 255249, 255249, 255249, 255249, 255249, 255249, 315212, 0, 315212, 315212, 315212, 315212, 315212, 315212, 315212
Fri Dec 30 19:55:25 EST 2016, 4, 0.500, 1, 0.736, 0.124916, 0.64799, 0.82401, 0.59, 0.64, 0.7, 0.92, 0.97, 35603.2, 6.4, 35598.7, 35607.7, 35600, 35600, 35600, 35616, 35616, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 323302, 0, 323302, 323302, 323302, 323302, 323302, 323302, 323302, 430799, 0, 430799, 430799, 430799, 430799, 430799, 430799, 430799
Fri Dec 30 19:56:26 EST 2016, 8, 0.500, 1, 0.784, 0.137419, 0.687181, 0.880819, 0.68, 0.69, 0.715, 0.94, 1.09, 35668.8, 10.245, 35661.6, 35676, 35664, 35664, 35664, 35680, 35696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 353772, 0, 353772, 353772, 353772, 353772, 353772, 353772, 353772, 488986, 0, 488986, 488986, 488986, 488986, 488986, 488986, 488986
Fri Dec 30 19:57:27 EST 2016, 0, 0.000, 2, 1.203, 0.17573, 1.07919, 1.32681, 0.99, 1.12, 1.17, 1.39, 1.61, 39641.6, 7.83837, 39636.1, 39647.1, 39632, 39632, 39648, 39648, 39648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498610, 0, 498610, 498610, 498610, 498610, 498610, 498610, 498610, 996000, 0, 996000, 996000, 996000, 996000, 996000, 996000, 996000
Fri Dec 30 19:58:33 EST 2016, 1, 0.000, 2, 0.737, 0.10412, 0.663642, 0.810358, 0.59, 0.63, 0.795, 0.85, 0.90, 37702.4, 7.83837, 37696.9, 37707.9, 37696, 37696, 37704, 37712, 37712, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 288735, 0, 288735, 288735, 288735, 288735, 288735, 288735, 288735, 392186, 0, 392186, 392186, 392186, 392186, 392186, 392186, 392186
Fri Dec 30 19:59:34 EST 2016, 2, 0.000, 2, 0.858, 0.0814616, 0.800606, 0.915394, 0.78, 0.82, 0.855, 0.89, 1.08, 38537.6, 10.6132, 38530.1, 38545.1, 38528, 38528, 38544, 38544, 38560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 389772, 0, 389772, 389772, 389772, 389772, 389772, 389772, 389772, 630841, 0, 630841, 630841, 630841, 630841, 630841, 630841, 630841
Fri Dec 30 20:00:35 EST 2016, 4, 0.000, 2, 1.073, 0.0902275, 1.00943, 1.13657, 0.96, 1.03, 1.065, 1.10, 1.32, 39444.8, 7.33212, 39439.6, 39450, 39440, 39440, 39440, 39456, 39456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 458303, 0, 458303, 458303, 458303, 458303, 458303, 458303, 458303, 861962, 0, 861962, 861962, 861962, 861962, 861962, 861962, 861962
Fri Dec 30 20:01:37 EST 2016, 8, 0.000, 2, 1.359, 0.160901, 1.24564, 1.47236, 1.15, 1.19, 1.43, 1.55, 1.63, 39828.8, 7.33212, 39823.6, 39834, 39824, 39824, 39824, 39840, 39840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 491113, 0, 491113, 491113, 491113, 491113, 491113, 491113, 491113, 978018, 0, 978018, 978018, 978018, 978018, 978018, 978018, 978018
Fri Dec 30 20:02:38 EST 2016, 0, 0.250, 2, 1.235, 0.286156, 1.03339, 1.43661, 0.98, 1.00, 1.225, 1.48, 1.92, 37291.2, 10.245, 37284, 37298.4, 37280, 37280, 37296, 37296, 37312, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 472222, 0, 472222, 472222, 472222, 472222, 472222, 472222, 472222, 996000, 0, 996000, 996000, 996000, 996000, 996000, 996000, 996000
Fri Dec 30 20:03:39 EST 2016, 1, 0.250, 2, 0.701, 0.103388, 0.628157, 0.773843, 0.60, 0.60, 0.71, 0.86, 0.91, 36299.2, 12.4964, 36290.4, 36308, 36288, 36288, 36304, 36320, 36320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 288361, 0, 288361, 288361, 288361, 288361, 288361, 288361, 288361, 392383, 0, 392383, 392383, 392383, 392383, 392383, 392383, 392383
