# Timestamp, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max
Fri Dec 30 16:30:01 EST 2016, 0, 0.000, 4, 26.115, 1.88787, 24.7849, 27.4451, 24.87, 24.98, 25.85, 26.32, 31.58, 241496, 8, 241490, 241502, 241488, 241488, 241504, 241504, 241504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4990000, 0, 4990000, 4990000, 4990000, 4990000, 4990000, 4990000, 4990000, 19920000, 0, 19920000, 19920000, 19920000, 19920000, 19920000, 19920000, 19920000
Fri Dec 30 16:30:49 EST 2016, 1, 0.000, 4, 16.562, 1.28738, 15.655, 17.469, 15.60, 15.65, 16.425, 16.77, 20.25, 212901, 7.33212, 212896, 212906, 212896, 212896, 212896, 212912, 212912, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4129474, 0, 4129474, 4129474, 4129474, 4129474, 4129474, 4129474, 4129474, 7839058, 0, 7839058, 7839058, 7839058, 7839058, 7839058, 7839058, 7839058
Fri Dec 30 16:32:00 EST 2016, 2, 0.000, 4, 22.209, 2.20642, 20.6545, 23.7635, 20.24, 21.36, 21.61, 22.78, 28.58, 225946, 10.6132, 225939, 225953, 225936, 225936, 225952, 225952, 225968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4780678, 0, 4780678, 4780678, 4780678, 4780678, 4780678, 4780678, 4780678, 12595353, 0, 12595353, 12595353, 12595353, 12595353, 12595353, 12595353, 12595353
Fri Dec 30 16:33:06 EST 2016, 4, 0.000, 4, 25.645, 2.01624, 24.2244, 27.0656, 24.33, 24.65, 25.305, 25.55, 31.58, 238539, 7.33212, 238534, 238544, 238528, 238528, 238544, 238544, 238544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4972340, 0, 4972340, 4972340, 4972340, 4972340, 4972340, 4972340, 4972340, 17228401, 0, 17228401, 17228401, 17228401, 17228401, 17228401, 17228401, 17228401
Fri Dec 30 16:34:12 EST 2016, 8, 0.000, 4, 29.303, 2.54312, 27.5112, 31.0948, 26.24, 27.27, 30.285, 32.93, 33.31, 245110, 7.83837, 245104, 245116, 245104, 245104, 245112, 245120, 245120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4989907, 0, 4989907, 4989907, 4989907, 4989907, 4989907, 4989907, 4989907, 19556603, 0, 19556603, 19556603, 19556603, 19556603, 19556603, 19556603, 19556603
Fri Dec 30 16:35:08 EST 2016, 0, 0.250, 4, 25.784, 2.56272, 23.9784, 27.5896, 23.52, 23.85, 24.55, 29.70, 30.45, 226115, 6.4, 226110, 226120, 226112, 226112, 226112, 226128, 226128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4984619, 0, 4984619, 4984619, 4984619, 4984619, 4984619, 4984619, 4984619, 19920000, 0, 19920000, 19920000, 19920000, 19920000, 19920000, 19920000, 19920000
Fri Dec 30 16:36:04 EST 2016, 1, 0.250, 4, 16.58, 1.98934, 15.1784, 17.9816, 15.19, 15.33, 15.85, 19.83, 21.11, 202310, 7.83837, 202304, 202316, 202304, 202304, 202312, 202320, 202320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4120782, 0, 4120782, 4120782, 4120782, 4120782, 4120782, 4120782, 4120782, 7838739, 0, 7838739, 7838739, 7838739, 7838739, 7838739, 7838739, 7838739
Fri Dec 30 16:37:05 EST 2016, 2, 0.250, 4, 20.893, 0.235417, 20.7271, 21.0589, 20.34, 20.76, 20.995, 21.09, 21.16, 211752, 8, 211746, 211758, 211744, 211744, 211760, 211760, 211760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4763832, 0, 4763832, 4763832, 4763832, 4763832, 4763832, 4763832, 4763832, 12595008, 0, 12595008, 12595008, 12595008, 12595008, 12595008, 12595008, 12595008
Fri Dec 30 16:38:11 EST 2016, 4, 0.250, 4, 24.271, 1.92978, 22.9114, 25.6306, 22.48, 22.92, 24.08, 25.81, 29.04, 221842, 35.3814, 221817, 221867, 221808, 221808, 221840, 221872, 221920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4954124, 0, 4954124, 4954124, 4954124, 4954124, 4954124, 4954124, 4954124, 17228552, 0, 17228552, 17228552, 17228552, 17228552, 17228552, 17228552, 17228552
Fri Dec 30 16:39:12 EST 2016, 8, 0.250, 4, 26.387, 0.355332, 26.1366, 26.6374, 25.82, 25.98, 26.545, 26.82, 26.83, 226309, 7.33212, 226304, 226314, 226304, 226304, 226304, 226320, 226320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4982391, 0, 4982391, 4982391, 4982391, 4982391, 4982391, 4982391, 4982391, 19556567, 0, 19556567, 19556567, 19556567, 19556567, 19556567, 19556567, 19556567
