# Timestamp, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max
Fri Dec 30 15:59:24 EST 2016, 0, 0.000, 1, 10.129, 1.16303, 9.30958, 10.9484, 8.80, 9.32, 10.22, 10.57, 13.21, 211864, 8, 211858, 211870, 211856, 211856, 211872, 211872, 211872, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4224817, 0, 4224817, 4224817, 4224817, 4224817, 4224817, 4224817, 4224817, 4980000, 0, 4980000, 4980000, 4980000, 4980000, 4980000, 4980000, 4980000
Fri Dec 30 16:00:20 EST 2016, 1, 0.000, 1, 5.611, 0.521334, 5.24369, 5.97831, 4.95, 5.11, 5.715, 5.93, 6.85, 191926, 7.83837, 191920, 191932, 191920, 191920, 191928, 191936, 191936, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1726031, 0, 1726031, 1726031, 1726031, 1726031, 1726031, 1726031, 1726031, 1957178, 0, 1957178, 1957178, 1957178, 1957178, 1957178, 1957178, 1957178
Fri Dec 30 16:01:22 EST 2016, 2, 0.000, 1, 7.124, 0.235423, 6.95813, 7.28987, 6.82, 6.97, 7.12, 7.25, 7.72, 197658, 7.83837, 197652, 197664, 197648, 197648, 197664, 197664, 197664, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2588942, 0, 2588942, 2588942, 2588942, 2588942, 2588942, 2588942, 2588942, 3147054, 0, 3147054, 3147054, 3147054, 3147054, 3147054, 3147054, 3147054
Fri Dec 30 16:02:28 EST 2016, 4, 0.000, 1, 9.011, 0.545829, 8.62643, 9.39557, 7.58, 9.01, 9.135, 9.33, 9.83, 204330, 7.83837, 204324, 204336, 204320, 204320, 204336, 204336, 204336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3376635, 0, 3376635, 3376635, 3376635, 3376635, 3376635, 3376635, 3376635, 4305275, 0, 4305275, 4305275, 4305275, 4305275, 4305275, 4305275, 4305275
Fri Dec 30 16:03:29 EST 2016, 8, 0.000, 1, 9.998, 0.591807, 9.58104, 10.415, 8.74, 9.81, 10.16, 10.18, 11.29, 207416, 10.7331, 207408, 207424, 207408, 207408, 207416, 207424, 207440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3859477, 0, 3859477, 3859477, 3859477, 3859477, 3859477, 3859477, 3859477, 4888717, 0, 4888717, 4888717, 4888717, 4888717, 4888717, 4888717, 4888717
Fri Dec 30 16:04:35 EST 2016, 0, 0.250, 1, 9.856, 1.08917, 9.08862, 10.6234, 8.99, 9.09, 9.52, 11.83, 12.01, 181187, 6.4, 181182, 181192, 181184, 181184, 181184, 181200, 181200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3667387, 0, 3667387, 3667387, 3667387, 3667387, 3667387, 3667387, 3667387, 4980000, 0, 4980000, 4980000, 4980000, 4980000, 4980000, 4980000, 4980000
Fri Dec 30 16:05:31 EST 2016, 1, 0.250, 1, 5.38, 0.112428, 5.30079, 5.45921, 5.26, 5.31, 5.34, 5.55, 5.57, 176235, 10.245, 176228, 176242, 176224, 176224, 176240, 176240, 176256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1722846, 0, 1722846, 1722846, 1722846, 1722846, 1722846, 1722846, 1722846, 1957561, 0, 1957561, 1957561, 1957561, 1957561, 1957561, 1957561, 1957561
Fri Dec 30 16:06:32 EST 2016, 2, 0.250, 1, 7.211, 0.690615, 6.72442, 7.69758, 6.01, 6.95, 7.205, 7.35, 8.98, 178162, 4.8, 178159, 178165, 178160, 178160, 178160, 178160, 178176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2567155, 0, 2567155, 2567155, 2567155, 2567155, 2567155, 2567155, 2567155, 3146921, 0, 3146921, 3146921, 3146921, 3146921, 3146921, 3146921, 3146921
Fri Dec 30 16:07:38 EST 2016, 4, 0.250, 1, 8.976, 0.88371, 8.35338, 9.59862, 7.40, 8.72, 8.945, 9.13, 11.24, 180072, 10.7331, 180064, 180080, 180064, 180064, 180072, 180080, 180096, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3281561, 0, 3281561, 3281561, 3281561, 3281561, 3281561, 3281561, 3281561, 4305214, 0, 4305214, 4305214, 4305214, 4305214, 4305214, 4305214, 4305214
Fri Dec 30 16:08:39 EST 2016, 8, 0.250, 1, 9.784, 0.507783, 9.42624, 10.1418, 8.45, 9.57, 10.05, 10.26, 10.29, 181205, 7.33212, 181200, 181210, 181200, 181200, 181200, 181216, 181216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3615725, 0, 3615725, 3615725, 3615725, 3615725, 3615725, 3615725, 3615725, 4888739, 0, 4888739, 4888739, 4888739, 4888739, 4888739, 4888739, 4888739
