# Timestamp, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max, agentBkts_mean, agentBkts_sd, agentBkts_ci, agentBkts_ci, agentBkts_min, agentBkts_box_q1, agentBkts_median, agentBkts_box_q2, agentBkts_max, schedBktSz_mean, schedBktSz_sd, schedBktSz_ci, schedBktSz_ci, schedBktSz_min, schedBktSz_box_q1, schedBktSz_median, schedBktSz_box_q2, schedBktSz_max, fixHeapComp_mean, fixHeapComp_sd, fixHeapComp_ci, fixHeapComp_ci, fixHeapComp_min, fixHeapComp_box_q1, fixHeapComp_median, fixHeapComp_box_q2, fixHeapComp_max, fixHeapOps_mean, fixHeapOps_sd, fixHeapOps_ci, fixHeapOps_ci, fixHeapOps_min, fixHeapOps_box_q1, fixHeapOps_median, fixHeapOps_box_q2, fixHeapOps_max
Fri Dec 30 20:09:52 EST 2016, 1, 0.500, 2, 0.725, 0.0867468, 0.663882, 0.786118, 0.64, 0.65, 0.75, 0.84, 0.84, 38630.4, 7.83837, 38624.9, 38635.9, 38624, 38624, 38632, 38640, 38640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 287539, 0, 287539, 287539, 287539, 287539, 287539, 287539, 287539, 392219, 0, 392219, 392219, 392219, 392219, 392219, 392219, 392219, 1.25621, 2.58096e-08, 1.25621, 1.25621, 1.25621, 1.25621, 1.25621, 1.25621, 1.25621, 1.36794, 1.49012e-08, 1.36794, 1.36794, 1.36794, 1.36794, 1.36794, 1.36794, 1.36794, 7.05256, 0, 7.05256, 7.05256, 7.05256, 7.05256, 7.05256, 7.05256, 7.05256, 431087, 0, 431087, 431087, 431087, 431087, 431087, 431087, 431087
Fri Dec 30 20:10:53 EST 2016, 2, 0.500, 2, 1.052, 0.100578, 0.981137, 1.12286, 0.92, 0.95, 1.075, 1.19, 1.23, 38918.4, 7.83837, 38912.9, 38923.9, 38912, 38912, 38920, 38928, 38928, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 385314, 0, 385314, 385314, 385314, 385314, 385314, 385314, 385314, 630940, 0, 630940, 630940, 630940, 630940, 630940, 630940, 630940, 1.05923, 1.49012e-08, 1.05923, 1.05923, 1.05923, 1.05923, 1.05923, 1.05923, 1.05923, 1.64118, 2.98023e-08, 1.64118, 1.64118, 1.64118, 1.64118, 1.64118, 1.64118, 1.64118, 6.95228, 8.42937e-08, 6.95228, 6.95228, 6.95228, 6.95228, 6.95228, 6.95228, 6.95228, 590591, 0, 590591, 590591, 590591, 590591, 590591, 590591, 590591
Fri Dec 30 20:11:55 EST 2016, 4, 0.500, 2, 1.204, 0.145753, 1.10131, 1.30669, 0.93, 1.09, 1.31, 1.37, 1.37, 39134.4, 20.8, 39119.7, 39149.1, 39088, 39136, 39144, 39152, 39152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 443537, 0, 443537, 443537, 443537, 443537, 443537, 443537, 443537, 862014, 0, 862014, 862014, 862014, 862014, 862014, 862014, 862014, 0.867316, 1.05367e-08, 0.867316, 0.867316, 0.867316, 0.867316, 0.867316, 0.867316, 0.867316, 1.94747, 3.65002e-08, 1.94747, 1.94747, 1.94747, 1.94747, 1.94747, 1.94747, 1.94747, 6.7606, 1.46001e-07, 6.7606, 6.7606, 6.7606, 6.7606, 6.7606, 6.7606, 6.7606, 702451, 0, 702451, 702451, 702451, 702451, 702451, 702451, 702451
Fri Dec 30 20:12:56 EST 2016, 8, 0.500, 2, 1.062, 0.0765245, 1.00808, 1.11592, 0.96, 0.99, 1.105, 1.12, 1.21, 39227.2, 7.33212, 39222, 39232.4, 39216, 39216, 39232, 39232, 39232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 463010, 0, 463010, 463010, 463010, 463010, 463010, 463010, 463010, 978021, 0, 978021, 978021, 978021, 978021, 978021, 978021, 978021, 0.768876, 1.05367e-08, 0.768876, 0.768876, 0.768876, 0.768876, 0.768876, 0.768876, 0.768876, 2.11657, 2.98023e-08, 2.11657, 2.11657, 2.11657, 2.11657, 2.11657, 2.11657, 2.11657, 6.65581, 1.19209e-07, 6.65581, 6.65581, 6.65581, 6.65581, 6.65581, 6.65581, 6.65581, 747932, 0, 747932, 747932, 747932, 747932, 747932, 747932, 747932
Fri Dec 30 20:14:02 EST 2016, 0, 0.000, 4, 1.509, 0.117936, 1.42591, 1.59209, 1.36, 1.44, 1.465, 1.69, 1.70, 44926.4, 11.2, 44918.5, 44934.3, 44912, 44912, 44928, 44944, 44944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 499000, 0, 499000, 499000, 499000, 499000, 499000, 499000, 499000, 1992000, 0, 1992000, 1992000, 1992000, 1992000, 1992000, 1992000, 1992000, 1.24842, 2.58096e-08, 1.24842, 1.24842, 1.24842, 1.24842, 1.24842, 1.24842, 1.24842, 4, 0, 4, 4, 4, 4, 4, 4, 4, 9.2396, 1.19209e-07, 9.2396, 9.2396, 9.2396, 9.2396, 9.2396, 9.2396, 9.2396, 623373, 0, 623373, 623373, 623373, 623373, 623373, 623373, 623373
Fri Dec 30 20:15:04 EST 2016, 1, 0.000, 4, 1.276, 0.150213, 1.17017, 1.38183, 1.13, 1.15, 1.255, 1.54, 1.58, 41384, 10.7331, 41376.4, 41391.6, 41376, 41376, 41384, 41392, 41408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 413569, 0, 413569, 413569, 413569, 413569, 413569, 413569, 413569, 786497, 0, 786497, 786497, 786497, 786497, 786497, 786497, 786497, 2.51287, 2.98023e-08, 2.51287, 2.51287, 2.51287, 2.51287, 2.51287, 2.51287, 2.51287, 1.9061, 2.98023e-08, 1.9061, 1.9061, 1.9061, 1.9061, 1.9061, 1.9061, 1.9061, 9.03109, 2.06477e-07, 9.03109, 9.03109, 9.03109, 9.03109, 9.03109, 9.03109, 9.03109, 486201, 0, 486201, 486201, 486201, 486201, 486201, 486201, 486201
Fri Dec 30 20:16:05 EST 2016, 2, 0.000, 4, 1.637, 0.187513, 1.50489, 1.76911, 1.44, 1.51, 1.62, 1.83, 2.09, 42440, 10.7331, 42432.4, 42447.6, 42432, 42432, 42440, 42448, 42464, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 478222, 0, 478222, 478222, 478222, 478222, 478222, 478222, 478222, 1261482, 0, 1261482, 1261482, 1261482, 1261482, 1261482, 1261482, 1261482, 1.98967, 3.65002e-08, 1.98967, 1.98967, 1.98967, 1.98967, 1.98967, 1.98967, 1.98967, 2.64326, 5.16191e-08, 2.64326, 2.64326, 2.64326, 2.64326, 2.64326, 2.64326, 2.64326, 9.18979, 1.19209e-07, 9.18979, 9.18979, 9.18979, 9.18979, 9.18979, 9.18979, 9.18979, 558719, 0, 558719, 558719, 558719, 558719, 558719, 558719, 558719
Fri Dec 30 20:17:07 EST 2016, 4, 0.000, 4, 2.006, 0.0847585, 1.94628, 2.06572, 1.83, 2.02, 2.05, 2.07, 2.07, 43940.8, 7.33212, 43935.6, 43946, 43936, 43936, 43936, 43952, 43952, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 497252, 0, 497252, 497252, 497252, 497252, 497252, 497252, 497252, 1724273, 0, 1724273, 1724273, 1724273, 1724273, 1724273, 1724273, 1724273, 1.52072, 2.98023e-08, 1.52072, 1.52072, 1.52072, 1.52072, 1.52072, 1.52072, 1.52072, 3.47473, 0, 3.47473, 3.47473, 3.47473, 3.47473, 3.47473, 3.47473, 3.47473, 9.16073, 1.19209e-07, 9.16073, 9.16073, 9.16073, 9.16073, 9.16073, 9.16073, 9.16073, 596184, 0, 596184, 596184, 596184, 596184, 596184, 596184, 596184
Fri Dec 30 20:18:08 EST 2016, 8, 0.000, 4, 1.775, 0.13306, 1.68125, 1.86875, 1.51, 1.72, 1.865, 1.88, 1.88, 44648, 10.7331, 44640.4, 44655.6, 44640, 44640, 44648, 44656, 44672, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498990, 0, 498990, 498990, 498990, 498990, 498990, 498990, 498990, 1956135, 0, 1956135, 1956135, 1956135, 1956135, 1956135, 1956135, 1956135, 1.28533, 1.49012e-08, 1.28533, 1.28533, 1.28533, 1.28533, 1.28533, 1.28533, 1.28533, 3.92806, 5.96046e-08, 3.92806, 3.92806, 3.92806, 3.92806, 3.92806, 3.92806, 3.92806, 9.1712, 0, 9.1712, 9.1712, 9.1712, 9.1712, 9.1712, 9.1712, 9.1712, 621908, 0, 621908, 621908, 621908, 621908, 621908, 621908, 621908
Fri Dec 30 20:19:09 EST 2016, 0, 0.250, 4, 1.394, 0.068, 1.34609, 1.44191, 1.32, 1.34, 1.395, 1.43, 1.57, 42792, 8, 42786.4, 42797.6, 42784, 42784, 42800, 42800, 42800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498478, 0, 498478, 498478, 498478, 498478, 498478, 498478, 498478, 1992000, 0, 1992000, 1992000, 1992000, 1992000, 1992000, 1992000, 1992000, 1.12285, 0, 1.12285, 1.12285, 1.12285, 1.12285, 1.12285, 1.12285, 1.12285, 4.00419, 5.96046e-08, 4.00419, 4.00419, 4.00419, 4.00419, 4.00419, 4.00419, 4.00419, 8.14791, 1.68587e-07, 8.14791, 8.14791, 8.14791, 8.14791, 8.14791, 8.14791, 8.14791, 644370, 0, 644370, 644370, 644370, 644370, 644370, 644370, 644370
Fri Dec 30 20:20:11 EST 2016, 1, 0.250, 4, 0.938, 0.0479166, 0.90424, 0.97176, 0.89, 0.90, 0.935, 0.95, 1.07, 40585.6, 7.83837, 40580.1, 40591.1, 40576, 40576, 40592, 40592, 40592, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 412834, 0, 412834, 412834, 412834, 412834, 412834, 412834, 412834, 786198, 0, 786198, 786198, 786198, 786198, 786198, 786198, 786198, 2.41832, 5.16191e-08, 2.41832, 2.41832, 2.41832, 2.41832, 2.41832, 2.41832, 2.41832, 1.90876, 3.65002e-08, 1.90876, 1.90876, 1.90876, 1.90876, 1.90876, 1.90876, 1.90876, 8.65679, 1.19209e-07, 8.65679, 8.65679, 8.65679, 8.65679, 8.65679, 8.65679, 8.65679, 497927, 0, 497927, 497927, 497927, 497927, 497927, 497927, 497927
Fri Dec 30 20:21:12 EST 2016, 2, 0.250, 4, 1.287, 0.0791265, 1.23125, 1.34275, 1.18, 1.21, 1.345, 1.36, 1.40, 41377.6, 4.8, 41374.2, 41381, 41376, 41376, 41376, 41376, 41392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 476407, 0, 476407, 476407, 476407, 476407, 476407, 476407, 476407, 1261486, 0, 1261486, 1261486, 1261486, 1261486, 1261486, 1261486, 1261486, 1.87527, 2.10734e-08, 1.87527, 1.87527, 1.87527, 1.87527, 1.87527, 1.87527, 1.87527, 2.6533, 5.96046e-08, 2.6533, 2.6533, 2.6533, 2.6533, 2.6533, 2.6533, 2.6533, 8.66194, 1.19209e-07, 8.66194, 8.66194, 8.66194, 8.66194, 8.66194, 8.66194, 8.66194, 575302, 0, 575302, 575302, 575302, 575302, 575302, 575302, 575302
Fri Dec 30 20:22:19 EST 2016, 4, 0.250, 4, 1.535, 0.0767138, 1.48095, 1.58905, 1.44, 1.44, 1.59, 1.61, 1.62, 42457.6, 10.6132, 42450.1, 42465.1, 42448, 42448, 42464, 42464, 42480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 495459, 0, 495459, 495459, 495459, 495459, 495459, 495459, 495459, 1724246, 0, 1724246, 1724246, 1724246, 1724246, 1724246, 1724246, 1724246, 1.40203, 2.10734e-08, 1.40203, 1.40203, 1.40203, 1.40203, 1.40203, 1.40203, 1.40203, 3.48708, 4.21468e-08, 3.48708, 3.48708, 3.48708, 3.48708, 3.48708, 3.48708, 3.48708, 8.40603, 0, 8.40603, 8.40603, 8.40603, 8.40603, 8.40603, 8.40603, 8.40603, 617609, 0, 617609, 617609, 617609, 617609, 617609, 617609, 617609
Fri Dec 30 20:23:21 EST 2016, 8, 0.250, 4, 1.93, 0.174929, 1.80675, 2.05325, 1.65, 1.86, 1.985, 2.01, 2.29, 42811.2, 18.9989, 42797.8, 42824.6, 42768, 42816, 42816, 42832, 42832, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498276, 0, 498276, 498276, 498276, 498276, 498276, 498276, 498276, 1956141, 0, 1956141, 1956141, 1956141, 1956141, 1956141, 1956141, 1956141, 1.16177, 1.49012e-08, 1.16177, 1.16177, 1.16177, 1.16177, 1.16177, 1.16177, 1.16177, 3.93371, 4.21468e-08, 3.93371, 3.93371, 3.93371, 3.93371, 3.93371, 3.93371, 3.93371, 8.16964, 1.19209e-07, 8.16964, 8.16964, 8.16964, 8.16964, 8.16964, 8.16964, 8.16964, 642263, 0, 642263, 642263, 642263, 642263, 642263, 642263, 642263
Fri Dec 30 20:24:22 EST 2016, 0, 0.500, 4, 1.711, 0.2661, 1.52352, 1.89848, 1.28, 1.53, 1.735, 2.03, 2.17, 41772.8, 54.8686, 41734.1, 41811.5, 41664, 41792, 41800, 41808, 41808, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 497644, 0, 497644, 497644, 497644, 497644, 497644, 497644, 497644, 1992000, 0, 1992000, 1992000, 1992000, 1992000, 1992000, 1992000, 1992000, 0.997812, 1.05367e-08, 0.997812, 0.997812, 0.997812, 0.997812, 0.997812, 0.997812, 0.997812, 4.0109, 0, 4.0109, 4.0109, 4.0109, 4.0109, 4.0109, 4.0109, 4.0109, 7.26911, 1.19209e-07, 7.26911, 7.26911, 7.26911, 7.26911, 7.26911, 7.26911, 7.26911, 696647, 0, 696647, 696647, 696647, 696647, 696647, 696647, 696647
Fri Dec 30 20:25:23 EST 2016, 1, 0.500, 4, 1.274, 0.121589, 1.18833, 1.35967, 1.12, 1.15, 1.28, 1.46, 1.47, 40217.6, 21.7035, 40202.3, 40232.9, 40176, 40224, 40224, 40240, 40240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 412014, 0, 412014, 412014, 412014, 412014, 412014, 412014, 412014, 786052, 0, 786052, 786052, 786052, 786052, 786052, 786052, 786052, 2.32174, 5.16191e-08, 2.32174, 2.32174, 2.32174, 2.32174, 2.32174, 2.32174, 2.32174, 1.91221, 3.65002e-08, 1.91221, 1.91221, 1.91221, 1.91221, 1.91221, 1.91221, 1.91221, 8.27237, 1.19209e-07, 8.27237, 8.27237, 8.27237, 8.27237, 8.27237, 8.27237, 8.27237, 512420, 0, 512420, 512420, 512420, 512420, 512420, 512420, 512420
Fri Dec 30 20:26:24 EST 2016, 2, 0.500, 4, 1.576, 0.127373, 1.48626, 1.66574, 1.41, 1.49, 1.62, 1.74, 1.74, 40958.4, 31.5569, 40936.2, 40980.6, 40896, 40960, 40976, 40976, 40976, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 475189, 0, 475189, 475189, 475189, 475189, 475189, 475189, 475189, 1261531, 0, 1261531, 1261531, 1261531, 1261531, 1261531, 1261531, 1261531, 1.76169, 2.98023e-08, 1.76169, 1.76169, 1.76169, 1.76169, 1.76169, 1.76169, 1.76169, 2.66022, 5.16191e-08, 2.66022, 2.66022, 2.66022, 2.66022, 2.66022, 2.66022, 2.66022, 8.11389, 1.19209e-07, 8.11389, 8.11389, 8.11389, 8.11389, 8.11389, 8.11389, 8.11389, 600500, 0, 600500, 600500, 600500, 600500, 600500, 600500, 600500
Fri Dec 30 20:27:26 EST 2016, 4, 0.500, 4, 1.924, 0.121012, 1.83874, 2.00926, 1.69, 1.90, 1.995, 2.02, 2.06, 41636.8, 36.5207, 41611.1, 41662.5, 41552, 41648, 41648, 41664, 41680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 494342, 0, 494342, 494342, 494342, 494342, 494342, 494342, 494342, 1724180, 0, 1724180, 1724180, 1724180, 1724180, 1724180, 1724180, 1724180, 1.28091, 2.58096e-08, 1.28091, 1.28091, 1.28091, 1.28091, 1.28091, 1.28091, 1.28091, 3.49476, 7.30005e-08, 3.49476, 3.49476, 3.49476, 3.49476, 3.49476, 3.49476, 3.49476, 7.69115, 1.68587e-07, 7.69115, 7.69115, 7.69115, 7.69115, 7.69115, 7.69115, 7.69115, 655418, 0, 655418, 655418, 655418, 655418, 655418, 655418, 655418
Fri Dec 30 20:28:27 EST 2016, 8, 0.500, 4, 1.579, 0.0690579, 1.53034, 1.62766, 1.51, 1.51, 1.615, 1.65, 1.70, 41828.8, 10.245, 41821.6, 41836, 41824, 41824, 41824, 41840, 41856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 497338, 0, 497338, 497338, 497338, 497338, 497338, 497338, 497338, 1956163, 0, 1956163, 1956163, 1956163, 1956163, 1956163, 1956163, 1956163, 1.03755, 1.49012e-08, 1.03755, 1.03755, 1.03755, 1.03755, 1.03755, 1.03755, 1.03755, 3.94114, 5.96046e-08, 3.94114, 3.94114, 3.94114, 3.94114, 3.94114, 3.94114, 3.94114, 7.3303, 1.19209e-07, 7.3303, 7.3303, 7.3303, 7.3303, 7.3303, 7.3303, 7.3303, 690449, 0, 690449, 690449, 690449, 690449, 690449, 690449, 690449
Fri Dec 30 20:29:33 EST 2016, 0, 0.000, 6, 1.794, 0.0628013, 1.74975, 1.83825, 1.65, 1.75, 1.81, 1.86, 1.87, 46728, 8, 46722.4, 46733.6, 46720, 46720, 46736, 46736, 46736, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 499000, 0, 499000, 499000, 499000, 499000, 499000, 499000, 499000, 2988000, 0, 2988000, 2988000, 2988000, 2988000, 2988000, 2988000, 2988000, 1.3318, 2.58096e-08, 1.3318, 1.3318, 1.3318, 1.3318, 1.3318, 1.3318, 1.3318, 6, 0, 6, 6, 6, 6, 6, 6, 6, 9.24537, 1.68587e-07, 9.24537, 9.24537, 9.24537, 9.24537, 9.24537, 9.24537, 9.24537, 619705, 0, 619705, 619705, 619705, 619705, 619705, 619705, 619705
Fri Dec 30 20:30:36 EST 2016, 1, 0.000, 6, 1.577, 0.191105, 1.44236, 1.71164, 1.27, 1.34, 1.64, 1.75, 1.90, 42508.8, 9.6, 42502, 42515.6, 42496, 42496, 42512, 42512, 42528, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 464213, 0, 464213, 464213, 464213, 464213, 464213, 464213, 464213, 1178256, 0, 1178256, 1178256, 1178256, 1178256, 1178256, 1178256, 1178256, 3.30538, 7.30005e-08, 3.30538, 3.30538, 3.30538, 3.30538, 3.30538, 3.30538, 3.30538, 2.54345, 0, 2.54345, 2.54345, 2.54345, 2.54345, 2.54345, 2.54345, 2.54345, 9.52477, 2.06477e-07, 9.52477, 9.52477, 9.52477, 9.52477, 9.52477, 9.52477, 9.52477, 506753, 0, 506753, 506753, 506753, 506753, 506753, 506753, 506753
Fri Dec 30 20:31:37 EST 2016, 2, 0.000, 6, 1.974, 0.11342, 1.89409, 2.05391, 1.74, 1.94, 2.03, 2.09, 2.09, 44708.8, 7.33212, 44703.6, 44714, 44704, 44704, 44704, 44720, 44720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 495231, 0, 495231, 495231, 495231, 495231, 495231, 495231, 495231, 1892414, 0, 1892414, 1892414, 1892414, 1892414, 1892414, 1892414, 1892414, 2.42506, 5.16191e-08, 2.42506, 2.42506, 2.42506, 2.42506, 2.42506, 2.42506, 2.42506, 3.82906, 5.96046e-08, 3.82906, 3.82906, 3.82906, 3.82906, 3.82906, 3.82906, 3.82906, 9.57237, 2.06477e-07, 9.57237, 9.57237, 9.57237, 9.57237, 9.57237, 9.57237, 9.57237, 537970, 0, 537970, 537970, 537970, 537970, 537970, 537970, 537970
Fri Dec 30 20:32:39 EST 2016, 4, 0.000, 6, 2.473, 0.0682715, 2.4249, 2.5211, 2.40, 2.41, 2.48, 2.56, 2.59, 45553.6, 4.8, 45550.2, 45557, 45552, 45552, 45552, 45552, 45568, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498935, 0, 498935, 498935, 498935, 498935, 498935, 498935, 498935, 2585804, 0, 2585804, 2585804, 2585804, 2585804, 2585804, 2585804, 2585804, 1.73475, 0, 1.73475, 1.73475, 1.73475, 1.73475, 1.73475, 1.73475, 1.73475, 5.19307, 0, 5.19307, 5.19307, 5.19307, 5.19307, 5.19307, 5.19307, 5.19307, 9.37735, 1.19209e-07, 9.37735, 9.37735, 9.37735, 9.37735, 9.37735, 9.37735, 9.37735, 568239, 0, 568239, 568239, 568239, 568239, 568239, 568239, 568239
Fri Dec 30 20:34:00 EST 2016, 8, 0.000, 6, 2.627, 0.149134, 2.52193, 2.73207, 2.33, 2.56, 2.64, 2.84, 2.86, 46740.8, 10.245, 46733.6, 46748, 46736, 46736, 46736, 46752, 46768, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 499000, 0, 499000, 499000, 499000, 499000, 499000, 499000, 499000, 2933486, 0, 2933486, 2933486, 2933486, 2933486, 2933486, 2933486, 2933486, 1.38952, 2.98023e-08, 1.38952, 1.38952, 1.38952, 1.38952, 1.38952, 1.38952, 1.38952, 5.89055, 0, 5.89055, 5.89055, 5.89055, 5.89055, 5.89055, 5.89055, 5.89055, 9.24742, 1.19209e-07, 9.24742, 9.24742, 9.24742, 9.24742, 9.24742, 9.24742, 9.24742, 608016, 0, 608016, 608016, 608016, 608016, 608016, 608016, 608016
Fri Dec 30 20:35:01 EST 2016, 0, 0.250, 6, 2.217, 0.332086, 1.98303, 2.45097, 1.57, 2.22, 2.295, 2.50, 2.67, 45300.8, 10.245, 45293.6, 45308, 45296, 45296, 45296, 45312, 45328, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498998, 0, 498998, 498998, 498998, 498998, 498998, 498998, 498998, 2988000, 0, 2988000, 2988000, 2988000, 2988000, 2988000, 2988000, 2988000, 1.20711, 1.49012e-08, 1.20711, 1.20711, 1.20711, 1.20711, 1.20711, 1.20711, 1.20711, 6.00002, 8.42937e-08, 6.00002, 6.00002, 6.00002, 6.00002, 6.00002, 6.00002, 6.00002, 8.27623, 1.19209e-07, 8.27623, 8.27623, 8.27623, 8.27623, 8.27623, 8.27623, 8.27623, 617676, 0, 617676, 617676, 617676, 617676, 617676, 617676, 617676
Fri Dec 30 20:36:03 EST 2016, 1, 0.250, 6, 1.539, 0.130954, 1.44674, 1.63126, 1.32, 1.48, 1.575, 1.64, 1.79, 42233.6, 7.83837, 42228.1, 42239.1, 42224, 42224, 42240, 42240, 42240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 463762, 0, 463762, 463762, 463762, 463762, 463762, 463762, 463762, 1178226, 0, 1178226, 1178226, 1178226, 1178226, 1178226, 1178226, 1178226, 3.19387, 4.21468e-08, 3.19387, 3.19387, 3.19387, 3.19387, 3.19387, 3.19387, 3.19387, 2.546, 2.98023e-08, 2.546, 2.546, 2.546, 2.546, 2.546, 2.546, 2.546, 9.24772, 0, 9.24772, 9.24772, 9.24772, 9.24772, 9.24772, 9.24772, 9.24772, 515075, 0, 515075, 515075, 515075, 515075, 515075, 515075, 515075
Fri Dec 30 20:37:04 EST 2016, 2, 0.250, 6, 2.059, 0.16059, 1.94586, 2.17214, 1.78, 1.89, 2.15, 2.20, 2.23, 43969.6, 4.8, 43966.2, 43973, 43968, 43968, 43968, 43968, 43984, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 494635, 0, 494635, 494635, 494635, 494635, 494635, 494635, 494635, 1892416, 0, 1892416, 1892416, 1892416, 1892416, 1892416, 1892416, 1892416, 2.30533, 5.16191e-08, 2.30533, 2.30533, 2.30533, 2.30533, 2.30533, 2.30533, 2.30533, 3.83344, 4.21468e-08, 3.83344, 3.83344, 3.83344, 3.83344, 3.83344, 3.83344, 3.83344, 9.24285, 1.68587e-07, 9.24285, 9.24285, 9.24285, 9.24285, 9.24285, 9.24285, 9.24285, 546116, 0, 546116, 546116, 546116, 546116, 546116, 546116, 546116
Fri Dec 30 20:38:06 EST 2016, 4, 0.250, 6, 2.684, 0.397447, 2.40398, 2.96402, 2.15, 2.32, 2.895, 3.05, 3.41, 44902.4, 7.83837, 44896.9, 44907.9, 44896, 44896, 44904, 44912, 44912, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498830, 0, 498830, 498830, 498830, 498830, 498830, 498830, 498830, 2585815, 0, 2585815, 2585815, 2585815, 2585815, 2585815, 2585815, 2585815, 1.61417, 2.10734e-08, 1.61417, 1.61417, 1.61417, 1.61417, 1.61417, 1.61417, 1.61417, 5.19415, 5.96046e-08, 5.19415, 5.19415, 5.19415, 5.19415, 5.19415, 5.19415, 5.19415, 8.86136, 1.19209e-07, 8.86136, 8.86136, 8.86136, 8.86136, 8.86136, 8.86136, 8.86136, 573518, 0, 573518, 573518, 573518, 573518, 573518, 573518, 573518
