# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 0 12', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', ladderQ_timing_secs, heap2tQ_timing_secs
Thu Dec 29 18:01:14 EST 2016, 3317, .20000000000000000000, 7, .02000000000000000000, 399, 26, 17, 37, 99, 33.107, 27.417
Thu Dec 29 18:02:55 EST 2016, 8267, .70000000000000000000, 1, .52000000000000000000, 549, 71, 8, 12, 54, 12.277, 11.240
Thu Dec 29 18:04:01 EST 2016, 5792, .45000000000000000000, 4, .27000000000000000000, 474, 49, 3, 25, 76, 10.883, 8.413
Thu Dec 29 18:04:46 EST 2016, 842, .95000000000000000000, 10, .77000000000000000000, 324, 94, 12, --cols, , 0.047, 0.053
Thu Dec 29 18:05:52 EST 2016, 1151, .48000000000000000000, 6, .99000000000000000000, 427, 68, 7, 14, 23, 4.097, 3.730
Thu Dec 29 18:06:47 EST 2016, 6101, .98000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.043, 0.040
Thu Dec 29 18:07:58 EST 2016, 8576, .23000000000000000000, 3, .74000000000000000000, 502, 91, 12, 1, 45, 10.190, 7.367
Thu Dec 29 18:08:59 EST 2016, 3626, .73000000000000000000, 9, .24000000000000000000, 352, 46, 2, 26, 90, 7.647, 6.947
Thu Dec 29 18:09:54 EST 2016, 4863, .11000000000000000000, 1, .86000000000000000000, 464, 35, 9, 45, 12, 1.260, 1.183
Thu Dec 29 18:16:31 EST 2016, 9813, .61000000000000000000, 7, .36000000000000000000, 314, 80, 19, 20, 57, 300.000, 37.823
Thu Dec 29 18:17:06 EST 2016, 7338, .36000000000000000000, 10, .61000000000000000000, 389, 12, 14, 33, 34, 5.057, 5.333
Thu Dec 29 18:23:43 EST 2016, 2388, .86000000000000000000, 4, .11000000000000000000, 539, 57, 5, 8, 79, 300.000, 21.540
Thu Dec 29 18:24:14 EST 2016, 1770, .17000000000000000000, 10, .30000000000000000000, 595, 63, 6, 36, 17, 8.160, 7.743
Thu Dec 29 18:25:19 EST 2016, 6720, .67000000000000000000, 4, .80000000000000000000, 445, 18, 15, 11, 62, 11.330, 6.560
Thu Dec 29 18:26:25 EST 2016, 9195, .42000000000000000000, 1, .05000000000000000000, 370, 85, 11, 48, 40, 18.113, 17.093
Thu Dec 29 18:27:11 EST 2016, 4245, .92000000000000000000, 7, .55000000000000000000, 520, 40, 1, 23, 85, 4.150, 4.427
Thu Dec 29 18:28:11 EST 2016, 3007, .30000000000000000000, 5, .43000000000000000000, 333, 51, 8, 4, 28, 2.800, 2.530
Thu Dec 29 18:32:02 EST 2016, 7957, .80000000000000000000, 11, .93000000000000000000, 483, 96, 18, 29, 73, 162.447, 94.407
Thu Dec 29 18:34:48 EST 2016, 5482, .05000000000000000000, 8, .18000000000000000000, 558, 29, 13, 17, 51, 74.087, 9.320
Thu Dec 29 18:35:44 EST 2016, 532, .55000000000000000000, 2, .68000000000000000000, 408, 74, 4, 42, 96, 22.323, 19.793
Thu Dec 29 18:36:19 EST 2016, 687, .25000000000000000000, 9, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.047, 0.047
Thu Dec 29 18:37:30 EST 2016, 5637, .75000000000000000000, 3, .50000000000000000000, 319, 87, 2, 36, 97, 11.923, 11.107
Thu Dec 29 18:38:21 EST 2016, 8112, --delay, .25000000000000000000, 394, 19, 7, 24, 30, 0.040, 0.043
Thu Dec 29 18:41:22 EST 2016, 3162, .50000000000000000000, 6, .75000000000000000000, 544, 64, 16, 49, 75, 114.913, 85.743
Thu Dec 29 18:42:47 EST 2016, 4399, .13000000000000000000, 5, .13000000000000000000, 431, 75, 14, 30, 41, 21.390, 20.947
Thu Dec 29 18:44:33 EST 2016, 9349, .63000000000000000000, 11, .63000000000000000000, 581, 30, 4, 5, 86, 8.707, 7.293
Thu Dec 29 18:45:44 EST 2016, 6874, .38000000000000000000, 8, .38000000000000000000, 506, 98, 9, 43, 19, 17.897, 16.713
Thu Dec 29 18:51:55 EST 2016, 1924, .88000000000000000000, 2, .88000000000000000000, 356, 53, 19, 18, 64, 146.473, 21.903
Thu Dec 29 18:52:41 EST 2016, 2543, .06000000000000000000, 7, .69000000000000000000, 300, 47, 10, 40, 35, 6.393, 6.430
Thu Dec 29 18:53:37 EST 2016, 7493, .56000000000000000000, 1, .19000000000000000000, 450, 92, 1, 15, 80, 2.343, 2.827
Thu Dec 29 18:54:37 EST 2016, 9968, .31000000000000000000, 4, .94000000000000000000, 525, 25, 6, 27, 13, 1.210, 1.413
Thu Dec 29 19:01:19 EST 2016, 5018, .81000000000000000000, 10, .44000000000000000000, 375, 70, 15, 2, 58, 300.000, 15.710
Thu Dec 29 19:02:20 EST 2016, 3781, .44000000000000000000, 2, .57000000000000000000, 563, 58, 13, 21, 47, 30.017, 22.513
Thu Dec 29 19:02:55 EST 2016, 8731, .94000000000000000000, 8, .07000000000000000000, 413, 13, 3, 46, 92, 7.313, 9.147
Thu Dec 29 19:03:50 EST 2016, 6256, .19000000000000000000, 11, .82000000000000000000, 338, 81, 8, 8, 24, 4.497, 3.807
Thu Dec 29 19:06:16 EST 2016, 1306, .69000000000000000000, 5, .32000000000000000000, 488, 36, 17, 33, 69, 87.387, 49.607
Thu Dec 29 19:07:47 EST 2016, 996, .22000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.047, 0.050
Thu Dec 29 19:09:03 EST 2016, 5946, .72000000000000000000, 6, .91000000000000000000, 403, 56, 12, 19, 27, 9.440, 8.060
Thu Dec 29 19:15:29 EST 2016, 8421, .47000000000000000000, 9, .16000000000000000000, 328, 33, 17, 32, 95, 300.000, 38.960
Thu Dec 29 19:20:06 EST 2016, 3471, .97000000000000000000, 3, .66000000000000000000, 478, 78, 7, 7, 50, 94.580, 15.137
Thu Dec 29 19:21:17 EST 2016, 4709, .34000000000000000000, 8, .29000000000000000000, 366, 89, 5, 13, 61, 12.427, 10.263
Thu Dec 29 19:22:12 EST 2016, 9659, .84000000000000000000, 2, .79000000000000000000, 516, 44, 15, 38, 16, 8.863, 8.100
Thu Dec 29 19:23:08 EST 2016, 7184, .09000000000000000000, 5, .04000000000000000000, 591, 67, 19, --cols, , 0.053, 0.047
Thu Dec 29 19:24:13 EST 2016, 2234, .59000000000000000000, 11, .54000000000000000000, 441, 22, 10, 25, 38, 7.877, 6.160
Thu Dec 29 19:25:09 EST 2016, 1615, .41000000000000000000, 3, .85000000000000000000, 385, 27, 1, 4, 55, 0.620, 0.597
Thu Dec 29 19:26:19 EST 2016, 6565, .91000000000000000000, 9, .35000000000000000000, 535, 72, 11, 29, 10, 10.570, 9.143
Thu Dec 29 19:32:51 EST 2016, 9040, .16000000000000000000, 6, .60000000000000000000, 460, 50, 16, 16, 78, 300.000, 22.630
Thu Dec 29 19:34:17 EST 2016, 4090, .66000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.043
Thu Dec 29 19:35:33 EST 2016, 2852, .03000000000000000000, 10, .97000000000000000000, 497, 84, 4, 35, 66, 13.343, 12.887
Thu Dec 29 19:36:23 EST 2016, 7802, .53000000000000000000, 4, .47000000000000000000, 347, 39, 13, 10, 21, 4.807, 3.663
Thu Dec 29 19:38:19 EST 2016, 5327, .28000000000000000000, 1, .72000000000000000000, 422, 61, 18, 47, 89, 45.287, 32.653
Thu Dec 29 19:39:35 EST 2016, 377, .78000000000000000000, 7, .22000000000000000000, 572, 16, 9, 22, 44, 11.227, 9.243
Thu Dec 29 19:40:30 EST 2016, 300, .38000000000000000000, 1, .34000000000000000000, 321, 21, 14, 6, 84, 4.830, 4.697
Thu Dec 29 19:41:46 EST 2016, 5250, .88000000000000000000, 7, .84000000000000000000, 471, 66, 5, 31, 39, 15.627, 15.757
Thu Dec 29 19:46:02 EST 2016, 7725, .13000000000000000000, 10, .09000000000000000000, 546, 44, 9, 19, 61, 167.250, 13.580
Thu Dec 29 19:47:07 EST 2016, 2775, .63000000000000000000, 4, .59000000000000000000, 396, 89, 19, 44, 16, 33.690, 29.150
Thu Dec 29 19:54:19 EST 2016, 4013, .01000000000000000000, 6, .46000000000000000000, 584, 77, 12, 25, 95, 300.000, 43.620
Thu Dec 29 19:55:40 EST 2016, 8963, .51000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, 50, 0.070, 0.053
Thu Dec 29 19:56:56 EST 2016, 6488, .26000000000000000000, 3, .21000000000000000000, 359, 55, 7, 38, 73, 16.540, 15.167
Thu Dec 29 19:58:47 EST 2016, 1538, .76000000000000000000, 9, .71000000000000000000, 509, 10, 16, 13, 28, 4.207, 3.263
Thu Dec 29 19:59:57 EST 2016, 2156, .20000000000000000000, 5, .90000000000000000000, 453, 16, 13, 41, 90, 12.540, 11.543
Thu Dec 29 20:00:48 EST 2016, 7106, .70000000000000000000, 11, .40000000000000000000, 303, 61, 3, 16, 45, 4.467, 3.850
Thu Dec 29 20:02:08 EST 2016, 9581, .45000000000000000000, 8, .65000000000000000000, 378, 38, 8, 28, 67, 18.773, 14.797
Thu Dec 29 20:08:30 EST 2016, 4631, .95000000000000000000, 2, .15000000000000000000, 528, 83, 18, 3, 22, 300.000, 40.977
Thu Dec 29 20:09:46 EST 2016, 3394, .32000000000000000000, 9, .78000000000000000000, 415, 94, 11, 22, 78, 47.627, 41.027
Thu Dec 29 20:09:56 EST 2016, 8344, .82000000000000000000, 3, .28000000000000000000, 565, 49, 1, 47, 33, 2.923, 2.620
Thu Dec 29 20:10:57 EST 2016, 5869, .07000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.050
Thu Dec 29 20:11:57 EST 2016, 919, .57000000000000000000, 6, .03000000000000000000, 340, 27, 15, 34, 11, 4.197, 3.567
Thu Dec 29 20:12:58 EST 2016, 1228, .10000000000000000000, 11, .18000000000000000000, 406, 52, 5, 49, 19, 3.660, 3.760
Thu Dec 29 20:19:35 EST 2016, 6178, .60000000000000000000, 5, .68000000000000000000, 556, 97, 15, 24, 64, 240.107, 69.260
Thu Dec 29 20:20:26 EST 2016, 8653, .35000000000000000000, 2, .43000000000000000000, 481, 30, 19, 36, 42, 19.993, 20.203
Thu Dec 29 20:21:41 EST 2016, 3703, .85000000000000000000, 8, .93000000000000000000, 331, 75, 10, 11, 87, 34.833, 19.570
Thu Dec 29 20:23:12 EST 2016, 4941, .48000000000000000000, 4, .06000000000000000000, 518, 63, 3, 17, 31, 4.490, 4.150
Thu Dec 29 20:24:33 EST 2016, 9891, .98000000000000000000, 10, .56000000000000000000, 368, 18, 12, 42, 76, 23.757, 18.843
Thu Dec 29 20:31:50 EST 2016, 7416, .23000000000000000000, 7, .31000000000000000000, 443, 86, 17, 5, 53, 300.000, 19.343
Thu Dec 29 20:32:35 EST 2016, 2466, .73000000000000000000, 1, .81000000000000000000, 593, 41, 8, 30, 98, 18.393, 15.843
Thu Dec 29 20:33:16 EST 2016, 1847, .29000000000000000000, 7, .50000000000000000000, 537, 35, 4, 2, 25, 1.327, 1.383
Thu Dec 29 20:34:16 EST 2016, 6797, .79000000000000000000, 1, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.047, 0.060
Thu Dec 29 20:35:22 EST 2016, 9272, .04000000000000000000, 4, .75000000000000000000, 312, 13, 18, 14, 47, 2.353, 2.267
Thu Dec 29 20:41:59 EST 2016, 4322, .54000000000000000000, 10, .25000000000000000000, 462, 58, 9, 39, 92, 300.000, 48.427
Thu Dec 29 20:42:29 EST 2016, 3084, .16000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.067, 0.067
Thu Dec 29 20:49:11 EST 2016, 8034, .66000000000000000000, 6, .12000000000000000000, 499, 24, 11, 8, 59, 300.000, 11.737
Thu Dec 29 20:50:37 EST 2016, 5559, .41000000000000000000, 9, .87000000000000000000, 574, 91, 16, 45, 36, 62.997, 56.953
Thu Dec 29 20:57:19 EST 2016, 609, .91000000000000000000, 3, .37000000000000000000, 424, 46, 6, 20, 81, 300.000, 17.950
Thu Dec 29 20:58:04 EST 2016, 455, .15000000000000000000, 8, .79000000000000000000, 495, 56, 19, 27, 35, 21.010, 18.353
Thu Dec 29 20:58:50 EST 2016, 5405, .65000000000000000000, 2, .29000000000000000000, 345, 11, 9, 2, 80, 7.363, 3.237
Thu Dec 29 20:59:46 EST 2016, 7880, .40000000000000000000, 5, .54000000000000000000, 420, 79, 4, 40, 12, 3.303, 2.847
Thu Dec 29 21:06:18 EST 2016, 2930, .90000000000000000000, 11, .04000000000000000000, 570, 34, 14, 15, 57, 300.000, 31.487
Thu Dec 29 21:06:58 EST 2016, 4167, .27000000000000000000, 1, .92000000000000000000, 382, 45, 16, 9, 46, 3.840, 3.943
Thu Dec 29 21:09:44 EST 2016, 9117, .77000000000000000000, 7, .42000000000000000000, 532, 90, 7, 34, 91, 108.843, 66.013
Thu Dec 29 21:09:54 EST 2016, 6642, .02000000000000000000, 10, .67000000000000000000, 457, 23, 2, 21, 23, 0.660, 0.740
Thu Dec 29 21:11:45 EST 2016, 1692, .52000000000000000000, 4, .17000000000000000000, 307, 68, 11, 46, 68, 49.650, 37.573
Thu Dec 29 21:17:37 EST 2016, 2311, .46000000000000000000, 11, .48000000000000000000, 363, 73, 17, 24, 52, 300.000, 29.890
Thu Dec 29 21:18:33 EST 2016, 7261, .96000000000000000000, 5, .98000000000000000000, 513, 28, 8, 49, 97, 30.107, 27.063
Thu Dec 29 21:19:08 EST 2016, 9736, .21000000000000000000, 2, .23000000000000000000, 588, 96, 3, 12, 29, 3.220, 3.437
Thu Dec 29 21:21:19 EST 2016, 4786, .71000000000000000000, 8, .73000000000000000000, 438, 51, 13, 37, 74, 71.167, 43.600
Thu Dec 29 21:22:24 EST 2016, 3549, .09000000000000000000, 3, .36000000000000000000, 551, 39, 15, 43, 40, 17.653, 15.903
Thu Dec 29 21:23:30 EST 2016, 8499, .59000000000000000000, 9, .86000000000000000000, 401, 84, 5, 18, 85, 20.907, 17.897
Thu Dec 29 21:24:10 EST 2016, 6024, .34000000000000000000, 6, .11000000000000000000, 326, 17, 1, 31, 18, 0.283, 0.267
Thu Dec 29 21:25:11 EST 2016, 1074, .84000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.043
Thu Dec 29 21:26:47 EST 2016, 764, .37000000000000000000, 4, .64000000000000000000, 579, 87, 10, 17, 60, 36.147, 28.797
Thu Dec 29 21:27:27 EST 2016, 5714, .87000000000000000000, 10, .14000000000000000000, 429, 42, 19, 42, 15, 16.333, 14.643
Thu Dec 29 21:28:28 EST 2016, 8189, .12000000000000000000, 7, .89000000000000000000, 354, 65, 14, 4, 83, 12.067, 9.117
Thu Dec 29 21:29:18 EST 2016, 3239, .62000000000000000000, 1, .39000000000000000000, 504, 20, 5, 29, 38, 2.080, 1.930
Thu Dec 29 21:30:29 EST 2016, 4477, .24000000000000000000, 9, .51000000000000000000, 317, 31, 7, 48, 71, 11.010, 11.317
Thu Dec 29 21:33:10 EST 2016, 9427, .74000000000000000000, 3, .01000000000000000000, 467, 76, 17, 23, 26, 82.110, 51.723
Thu Dec 29 21:33:20 EST 2016, 6952, .49000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.057, 0.053
Thu Dec 29 21:34:26 EST 2016, 2002, .99000000000000000000, 6, .26000000000000000000, 392, 99, 2, 10, 49, 6.963, 7.223
Thu Dec 29 21:35:41 EST 2016, 1383, .05000000000000000000, 2, .07000000000000000000, 448, 93, 8, 32, 77, 21.900, 21.877
Thu Dec 29 21:40:18 EST 2016, 6333, .55000000000000000000, 8, .57000000000000000000, 598, 48, 18, 7, 32, 179.667, 12.387
Thu Dec 29 21:45:59 EST 2016, 8808, .30000000000000000000, 11, .32000000000000000000, 523, 70, 13, 45, 99, 300.000, 91.007
Thu Dec 29 21:46:34 EST 2016, 3858, .80000000000000000000, 5, .82000000000000000000, 373, 25, 4, 20, 54, 3.487, 3.067
Thu Dec 29 21:47:34 EST 2016, 2620, .43000000000000000000, 7, .20000000000000000000, 485, 14, 6, 1, 66, 3.717, 3.213
Thu Dec 29 21:48:45 EST 2016, 7570, .93000000000000000000, 1, .70000000000000000000, 335, 59, 16, 26, 21, 7.947, 5.603
Thu Dec 29 21:54:46 EST 2016, 5095, .18000000000000000000, 4, .45000000000000000000, 410, 37, 11, 13, 88, 226.410, 12.187
Thu Dec 29 21:55:47 EST 2016, 145, .68000000000000000000, 10, .95000000000000000000, 560, 82, 1, 38, 43, 4.870, 5.540
Thu Dec 29 21:56:47 EST 2016, 165, .18000000000000000000, 2, .18000000000000000000, 457, 48, 6, 35, 24, 3.630, 3.540
Thu Dec 29 22:03:04 EST 2016, 5115, .68000000000000000000, 8, .68000000000000000000, 307, 93, 16, 10, 69, 300.000, 27.303
Thu Dec 29 22:04:04 EST 2016, 7590, .43000000000000000000, 11, .43000000000000000000, 382, 26, 11, 48, 47, 14.960, 11.843
Thu Dec 29 22:05:05 EST 2016, 2640, .93000000000000000000, 5, .93000000000000000000, 532, 71, 2, 23, 92, 14.997, 13.287
Thu Dec 29 22:05:55 EST 2016, 3877, .31000000000000000000, 7, .06000000000000000000, 419, 59, 9, 4, 13, 2.480, 2.230
Thu Dec 29 22:07:11 EST 2016, 8827, .81000000000000000000, 1, .56000000000000000000, 569, 14, 18, 29, 58, 18.577, 10.750
Thu Dec 29 22:08:17 EST 2016, 6352, .06000000000000000000, 4, .31000000000000000000, 494, 82, 14, 17, 36, 16.120, 17.673
Thu Dec 29 22:09:07 EST 2016, 1402, .56000000000000000000, 10, .81000000000000000000, 344, 37, 4, 42, 81, 9.713, 8.767
Thu Dec 29 22:09:58 EST 2016, 2021, .49000000000000000000, 5, .62000000000000000000, 325, 42, 5, 13, 19, 1.437, 1.323
Thu Dec 29 22:16:20 EST 2016, 6971, .99000000000000000000, 11, .12000000000000000000, 475, 87, 15, 38, 64, 300.000, 110.300
Thu Dec 29 22:17:05 EST 2016, 9446, .24000000000000000000, 8, .87000000000000000000, 550, 20, 10, 1, 41, 2.080, 1.657
Thu Dec 29 22:18:11 EST 2016, 4496, .74000000000000000000, 2, .37000000000000000000, 400, 65, 1, 26, 86, 3.593, 3.850
Thu Dec 29 22:19:26 EST 2016, 3259, .12000000000000000000, 9, .74000000000000000000, 588, 76, 8, 45, 30, 16.937, 15.667
Thu Dec 29 22:25:33 EST 2016, 8209, .62000000000000000000, 3, .24000000000000000000, 438, 31, 17, 20, 75, 274.463, 33.393
Thu Dec 29 22:26:14 EST 2016, 5734, .37000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.043, 0.043
Thu Dec 29 22:27:40 EST 2016, 784, .87000000000000000000, 6, .49000000000000000000, 513, 54, 3, 7, 98, 26.017, 12.210
Thu Dec 29 22:33:56 EST 2016, 1093, .34000000000000000000, 10, .28000000000000000000, 541, 28, 17, 21, 89, 268.970, 29.487
Thu Dec 29 22:34:47 EST 2016, 6043, .84000000000000000000, 4, .78000000000000000000, 391, 73, 7, 46, 44, 24.200, 20.000
Thu Dec 29 22:35:22 EST 2016, 8518, .09000000000000000000, 1, .03000000000000000000, 316, 51, 2, 9, 67, 0.970, 1.017
Thu Dec 29 22:36:53 EST 2016, 3568, .59000000000000000000, 7, .53000000000000000000, 466, 96, 12, 34, 22, 27.147, 21.147
Thu Dec 29 22:42:59 EST 2016, 4805, .21000000000000000000, 3, .40000000000000000000, 353, 85, 19, 40, 78, 176.023, 59.143
Thu Dec 29 22:43:40 EST 2016, 9755, .71000000000000000000, 9, .90000000000000000000, 503, 40, 9, 15, 33, 7.410, 6.033
Thu Dec 29 22:44:55 EST 2016, 7280, .46000000000000000000, 6, .15000000000000000000, 578, 62, 5, 28, 55, 21.283, 17.307
Thu Dec 29 22:45:31 EST 2016, 2330, .96000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.043
Thu Dec 29 22:46:41 EST 2016, 1712, .03000000000000000000, 8, .96000000000000000000, 410, 11, 15, 31, 83, 6.080, 5.863
Thu Dec 29 22:47:42 EST 2016, 6662, .53000000000000000000, 2, .46000000000000000000, 560, 56, 6, 6, 38, 5.353, 4.853
Thu Dec 29 22:48:37 EST 2016, 9137, .28000000000000000000, 5, .71000000000000000000, 485, 34, 1, 43, 61, 1.920, 1.940
Thu Dec 29 22:49:48 EST 2016, 4187, .78000000000000000000, 11, .21000000000000000000, 335, 79, 11, 18, 16, 8.730, 7.523
Thu Dec 29 22:51:18 EST 2016, 2949, .40000000000000000000, 1, .84000000000000000000, 522, 90, 18, 12, 95, 39.607, 26.947
Thu Dec 29 22:52:09 EST 2016, 7899, .90000000000000000000, 7, .34000000000000000000, 372, 45, 8, 37, 50, 30.427, 19.213
Thu Dec 29 22:52:54 EST 2016, 5424, .15000000000000000000, 10, .59000000000000000000, 447, 68, 3, 24, 72, 12.033, 13.017
Thu Dec 29 22:54:29 EST 2016, 474, .65000000000000000000, 4, .09000000000000000000, 597, 23, 13, 49, 27, 46.940, 20.687
Thu Dec 29 22:54:45 EST 2016, 629, .42000000000000000000, 7, .73000000000000000000, 358, 80, 2, 5, 76, 4.020, 3.910
Thu Dec 29 22:56:00 EST 2016, 5579, .92000000000000000000, 1, .23000000000000000000, 508, 35, 12, 30, 31, 18.297, 15.943
Thu Dec 29 22:57:26 EST 2016, 8054, .17000000000000000000, 4, .98000000000000000000, 583, 58, 16, 17, 99, 40.600, 32.017
Thu Dec 29 22:57:51 EST 2016, 3104, .67000000000000000000, 10, .48000000000000000000, 433, 13, 7, 42, 54, 6.860, 5.937
Thu Dec 29 22:58:46 EST 2016, 4341, .04000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.050
Thu Dec 29 22:59:57 EST 2016, 9291, .54000000000000000000, 6, .10000000000000000000, 396, 69, 14, 11, 20, 10.610, 8.660
Thu Dec 29 23:01:47 EST 2016, 6816, .29000000000000000000, 9, .85000000000000000000, 321, 47, 19, 49, 88, 56.537, 43.087
Thu Dec 29 23:03:33 EST 2016, 1866, .79000000000000000000, 3, .35000000000000000000, 471, 92, 9, 24, 43, 40.207, 34.420
Thu Dec 29 23:03:58 EST 2016, 2485, .23000000000000000000, 11, .04000000000000000000, 489, 97, 1, 46, 60, 6.400, 7.013
Thu Dec 29 23:04:59 EST 2016, 7435, .73000000000000000000, 5, .54000000000000000000, 339, 52, 10, 21, 15, 4.503, 4.170
Thu Dec 29 23:11:30 EST 2016, 9910, .48000000000000000000, 2, .29000000000000000000, 414, 75, 15, 33, 82, 300.000, 59.377
Thu Dec 29 23:12:05 EST 2016, 4960, .98000000000000000000, 8, .79000000000000000000, 564, 30, 6, 8, 37, 5.083, 4.067
Thu Dec 29 23:13:06 EST 2016, 3723, .35000000000000000000, 3, .17000000000000000000, 377, 19, 3, 14, 71, 2.133, 1.960
Thu Dec 29 23:14:41 EST 2016, 8673, .85000000000000000000, 9, .67000000000000000000, 527, 64, 13, 39, 26, 36.667, 25.657
Thu Dec 29 23:20:28 EST 2016, 6198, .10000000000000000000, 6, .42000000000000000000, 452, 41, 17, 2, 93, 300.000, 11.920
Thu Dec 29 23:21:09 EST 2016, 1248, .60000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.050
Thu Dec 29 23:22:34 EST 2016, 938, .07000000000000000000, 5, .82000000000000000000, 443, 61, 12, 38, 51, 20.097, 18.680
Thu Dec 29 23:23:20 EST 2016, 5888, .57000000000000000000, 11, .32000000000000000000, 593, 16, 3, 13, 96, 5.560, 4.643
Thu Dec 29 23:24:25 EST 2016, 8363, .32000000000000000000, 8, .57000000000000000000, 518, 83, 7, 25, 29, 12.143, 10.563
Thu Dec 29 23:25:16 EST 2016, 3413, .82000000000000000000, 2, .07000000000000000000, 368, 38, 17, --cols, , 0.050, 0.047
Thu Dec 29 23:26:31 EST 2016, 4651, .45000000000000000000, 10, .95000000000000000000, 480, 49, 14, 19, 40, 14.927, 12.440
Thu Dec 29 23:32:37 EST 2016, 9601, .95000000000000000000, 4, .45000000000000000000, 330, 94, 5, 44, 85, 300.000, 37.907
Thu Dec 29 23:33:28 EST 2016, 7126, .20000000000000000000, 1, .70000000000000000000, 405, 27, 10, 6, 17, 0.710, 0.577
Thu Dec 29 23:40:09 EST 2016, 2176, .70000000000000000000, 7, .20000000000000000000, 555, 72, 19, 31, 62, 300.000, 94.670
Thu Dec 29 23:40:45 EST 2016, 1557, .26000000000000000000, 2, .38000000000000000000, 574, 66, 11, 10, 34, 9.563, 10.400
Thu Dec 29 23:41:35 EST 2016, 6507, .76000000000000000000, 8, .88000000000000000000, 424, 21, 1, 35, 79, 1.653, 1.723
Thu Dec 29 23:42:35 EST 2016, 8982, .01000000000000000000, 11, .13000000000000000000, 349, 89, 6, 22, 12, 1.937, 2.263
Thu Dec 29 23:44:36 EST 2016, 4032, .51000000000000000000, 5, .63000000000000000000, 499, 44, 16, 47, 57, 58.973, 42.593
Thu Dec 29 23:45:47 EST 2016, 2794, .13000000000000000000, 6, .26000000000000000000, 311, 33, 13, 28, 45, 7.530, 7.230
Thu Dec 29 23:46:37 EST 2016, 7744, .63000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.047, 0.053
Thu Dec 29 23:47:42 EST 2016, 5269, .38000000000000000000, 3, .01000000000000000000, 536, 10, 9, 41, 23, 3.917, 2.840
Thu Dec 29 23:54:14 EST 2016, 319, .88000000000000000000, 9, .51000000000000000000, 386, 55, 18, 16, 68, 300.000, 38.510
Thu Dec 29 23:54:49 EST 2016, 397, .28000000000000000000, 3, .88000000000000000000, 506, 73, 5, 1, 17, 1.087, 0.977
Fri Dec 30 00:01:20 EST 2016, 5347, .78000000000000000000, 9, .38000000000000000000, 356, 28, 14, 26, 62, 181.067, 16.557
Fri Dec 30 00:07:37 EST 2016, 7822, .03000000000000000000, 6, .63000000000000000000, 431, 95, 19, 13, 39, 243.543, 15.850
Fri Dec 30 00:07:58 EST 2016, 2872, .53000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.043, 0.047
Fri Dec 30 00:09:03 EST 2016, 4109, .16000000000000000000, 11, .75000000000000000000, 393, 39, 2, 32, 28, 1.320, 1.307
Fri Dec 30 00:15:36 EST 2016, 9059, .66000000000000000000, 5, .25000000000000000000, 543, 84, 12, 7, 73, 300.000, 45.500
Fri Dec 30 00:16:21 EST 2016, 6584, .41000000000000000000, 2, .50000000000000000000, 468, 16, 16, 44, 50, 12.800, 9.600
Fri Dec 30 00:17:12 EST 2016, 1634, .91000000000000000000, 8, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.053
Fri Dec 30 00:18:12 EST 2016, 2253, .10000000000000000000, 1, .31000000000000000000, 337, 56, 3, 47, 22, 1.123, 1.283
Fri Dec 30 00:19:18 EST 2016, 7203, .60000000000000000000, 7, .81000000000000000000, 487, 11, 13, 22, 67, 8.087, 6.740
Fri Dec 30 00:21:39 EST 2016, 9678, .35000000000000000000, 10, .06000000000000000000, 562, 78, 18, 35, 45, 82.870, 58.253
Fri Dec 30 00:27:51 EST 2016, 4728, .85000000000000000000, 4, .56000000000000000000, 412, 33, 8, 10, 90, 300.000, 12.380
Fri Dec 30 00:28:21 EST 2016, 3491, .47000000000000000000, 8, .44000000000000000000, 525, 45, 1, 16, 11, 0.570, 0.580
