# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 0 12', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', ladderQ_timing_secs, heap2tQ_timing_secs
Fri Dec 30 00:30:02 EST 2016, 8441, .97000000000000000000, 2, .94000000000000000000, 375, 90, 10, 41, 56, 38.657, 29.790
Fri Dec 30 00:30:27 EST 2016, 5966, .22000000000000000000, 5, .19000000000000000000, 300, 22, 15, 4, 34, 3.593, 3.370
Fri Dec 30 00:32:03 EST 2016, 1016, .72000000000000000000, 11, .69000000000000000000, 450, 67, 6, 29, 79, 36.487, 26.820
Fri Dec 30 00:38:05 EST 2016, 1325, .19000000000000000000, 6, .53000000000000000000, 590, 92, 15, 43, 87, 246.750, 111.740
Fri Dec 30 00:38:35 EST 2016, 6275, .69000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.063, 0.060
Fri Dec 30 00:39:56 EST 2016, 8750, .44000000000000000000, 3, .78000000000000000000, 365, 70, 10, 30, 64, 23.513, 19.090
Fri Dec 30 00:40:46 EST 2016, 3800, .94000000000000000000, 9, .28000000000000000000, 515, 25, 19, 5, 19, 7.917, 8.623
Fri Dec 30 00:41:42 EST 2016, 5037, .31000000000000000000, 2, .66000000000000000000, 328, 14, 12, 24, 98, 6.453, 4.800
Fri Dec 30 00:42:58 EST 2016, 9987, .81000000000000000000, 8, .16000000000000000000, 478, 59, 3, 49, 53, 16.730, 14.413
Fri Dec 30 00:43:48 EST 2016, 7512, .06000000000000000000, 11, .91000000000000000000, 553, 36, 7, 12, 76, 6.557, 5.877
Fri Dec 30 00:45:24 EST 2016, 2562, .56000000000000000000, 5, .41000000000000000000, 403, 81, 17, 37, 31, 41.727, 33.453
Fri Dec 30 00:51:06 EST 2016, 1944, .38000000000000000000, 9, .22000000000000000000, 421, 87, 13, 8, 93, 300.000, 36.270
Fri Dec 30 00:51:56 EST 2016, 6894, .88000000000000000000, 3, .72000000000000000000, 571, 42, 4, 33, 48, 10.053, 8.907
Fri Dec 30 00:52:47 EST 2016, 9369, .13000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.043, 0.047
Fri Dec 30 00:53:57 EST 2016, 4419, .63000000000000000000, 6, .97000000000000000000, 346, 19, 18, 46, 25, 6.273, 5.873
Fri Dec 30 00:54:53 EST 2016, 3181, --delay, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.053
Fri Dec 30 00:55:53 EST 2016, 8131, .50000000000000000000, 10, .60000000000000000000, 309, 75, 2, 2, 36, 1.450, 1.480
Fri Dec 30 00:57:09 EST 2016, 5656, .25000000000000000000, 7, .35000000000000000000, 384, 53, 6, 40, 59, 13.803, 12.450
Fri Dec 30 00:58:00 EST 2016, 706, .75000000000000000000, 1, .85000000000000000000, 534, 98, 16, 15, 14, 5.953, 5.390
Fri Dec 30 00:59:00 EST 2016, 551, .05000000000000000000, 9, .46000000000000000000, 304, 18, 9, 33, 55, 3.753, 3.583
Fri Dec 30 01:00:01 EST 2016, 5501, .55000000000000000000, 3, .96000000000000000000, 454, 63, 18, 8, 10, 3.020, 2.427
Fri Dec 30 01:00:56 EST 2016, 7976, .30000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.047
Fri Dec 30 01:02:02 EST 2016, 3026, .80000000000000000000, 6, .71000000000000000000, 379, 85, 4, 20, 32, 6.807, 5.700
Fri Dec 30 01:08:34 EST 2016, 4264, .42000000000000000000, 5, .33000000000000000000, 567, 97, 7, 1, 66, 300.000, 16.350
Fri Dec 30 01:09:25 EST 2016, 9214, .92000000000000000000, 11, .83000000000000000000, 417, 52, 16, 26, 21, 19.937, 12.573
Fri Dec 30 01:15:36 EST 2016, 6739, .17000000000000000000, 8, .08000000000000000000, 342, 74, 11, 14, 88, 300.000, 21.177
Fri Dec 30 01:16:12 EST 2016, 1789, .67000000000000000000, 2, .58000000000000000000, 492, 29, 2, 39, 43, 2.037, 2.100
Fri Dec 30 01:17:23 EST 2016, 2408, .36000000000000000000, 6, .77000000000000000000, 473, 23, 8, 17, 71, 7.037, 6.313
Fri Dec 30 01:18:13 EST 2016, 7358, .86000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.040, 0.053
Fri Dec 30 01:24:35 EST 2016, 9833, .11000000000000000000, 3, .52000000000000000000, 398, 46, 13, 4, 94, 300.000, 9.060
Fri Dec 30 01:25:41 EST 2016, 4883, .61000000000000000000, 9, .02000000000000000000, 548, 91, 3, 29, 49, 18.293, 16.217
Fri Dec 30 01:26:36 EST 2016, 3645, .24000000000000000000, 1, .89000000000000000000, 436, 80, 5, 48, 60, 7.973, 9.657
Fri Dec 30 01:27:37 EST 2016, 8595, .74000000000000000000, 7, .39000000000000000000, 586, 35, 15, 23, 15, 10.433, 7.980
Fri Dec 30 01:29:28 EST 2016, 6120, .49000000000000000000, 10, .64000000000000000000, 511, 57, 10, 36, 83, 60.723, 43.153
Fri Dec 30 01:30:29 EST 2016, 1170, .99000000000000000000, 4, .14000000000000000000, 361, 12, 1, 11, 38, 0.600, 0.590
Fri Dec 30 01:31:29 EST 2016, 861, .46000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.047
Fri Dec 30 01:38:01 EST 2016, 5811, .96000000000000000000, 6, .61000000000000000000, 539, 83, 10, 47, 80, 300.000, 105.867
Fri Dec 30 01:38:37 EST 2016, 8286, .21000000000000000000, 9, .36000000000000000000, 464, 15, 5, 9, 12, 0.873, 0.890
Fri Dec 30 01:40:02 EST 2016, 3336, .71000000000000000000, 3, .86000000000000000000, 314, 60, 14, 34, 57, 27.483, 20.683
Fri Dec 30 01:41:18 EST 2016, 4573, .08000000000000000000, 7, .24000000000000000000, 501, 71, 17, 40, 46, 41.343, 38.250
Fri Dec 30 01:42:44 EST 2016, 9523, .58000000000000000000, 1, .74000000000000000000, 351, 26, 7, 15, 91, 4.260, 3.773
Fri Dec 30 01:43:44 EST 2016, 7048, .33000000000000000000, 4, .49000000000000000000, 426, 94, 2, 28, 24, 2.683, 2.687
Fri Dec 30 01:45:00 EST 2016, 2098, .83000000000000000000, 10, .99000000000000000000, 576, 49, 12, 3, 69, 16.987, 11.923
Fri Dec 30 01:46:16 EST 2016, 1480, .14000000000000000000, 4, .67000000000000000000, 557, 54, 18, 25, 52, 28.620, 25.137
Fri Dec 30 01:46:46 EST 2016, 6430, .64000000000000000000, 10, .17000000000000000000, 407, 99, 8, --cols, , 0.047, 0.050
Fri Dec 30 01:47:52 EST 2016, 8905, .39000000000000000000, 7, .92000000000000000000, 332, 32, 4, 37, 29, 2.087, 2.110
Fri Dec 30 01:54:34 EST 2016, 3955, .89000000000000000000, 1, .42000000000000000000, 482, 77, 13, 12, 74, 300.000, 35.493
Fri Dec 30 02:01:36 EST 2016, 2717, .27000000000000000000, 11, .55000000000000000000, 370, 66, 16, 6, 41, 300.000, 8.930
Fri Dec 30 02:02:27 EST 2016, 7667, .77000000000000000000, 5, .05000000000000000000, 520, 21, 6, 31, 86, 24.270, 16.780
Fri Dec 30 02:03:07 EST 2016, 5192, .02000000000000000000, 2, .80000000000000000000, 595, 88, 1, 19, 18, 0.797, 0.790
Fri Dec 30 02:04:48 EST 2016, 242, .52000000000000000000, 8, .30000000000000000000, 445, 43, 11, 44, 63, 40.900, 31.617
Fri Dec 30 02:05:08 EST 2016, 203, .47000000000000000000, 11, .87000000000000000000, 582, 12, 3, 39, 61, 2.583, 2.593
Fri Dec 30 02:06:19 EST 2016, 5153, .97000000000000000000, 5, .37000000000000000000, 432, 57, 13, 14, 16, 12.293, 9.573
Fri Dec 30 02:07:25 EST 2016, 7628, .22000000000000000000, 2, .62000000000000000000, 357, 34, 18, 27, 83, 16.887, 14.613
Fri Dec 30 02:13:36 EST 2016, 2678, .72000000000000000000, 8, .12000000000000000000, 507, 79, 8, 2, 38, 300.000, 11.077
Fri Dec 30 02:15:17 EST 2016, 3916, .10000000000000000000, 4, .99000000000000000000, 319, 91, 1, 20, 72, 2.253, 2.353
Fri Dec 30 02:16:33 EST 2016, 8866, .60000000000000000000, 10, .49000000000000000000, 469, 46, 11, 45, 27, 17.637, 14.597
Fri Dec 30 02:22:40 EST 2016, 6391, .35000000000000000000, 7, .74000000000000000000, 544, 68, 15, 8, 94, 300.000, 33.470
Fri Dec 30 02:23:30 EST 2016, 1441, .85000000000000000000, 1, .24000000000000000000, 394, 23, 6, 33, 49, 4.780, 4.470
Fri Dec 30 02:24:31 EST 2016, 2060, .16000000000000000000, 7, .43000000000000000000, 413, 29, 5, 11, 66, 3.787, 3.383
Fri Dec 30 02:25:36 EST 2016, 7010, .66000000000000000000, 1, .93000000000000000000, 563, 74, 14, 36, 21, 9.793, 9.140
Fri Dec 30 02:32:03 EST 2016, 9485, .41000000000000000000, 4, .18000000000000000000, 488, 51, 19, 23, 89, 300.000, 63.183
Fri Dec 30 02:33:34 EST 2016, 4535, .91000000000000000000, 10, .68000000000000000000, 338, 96, 9, 48, 44, 61.107, 36.087
Fri Dec 30 02:34:34 EST 2016, 3297, .29000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.053
Fri Dec 30 02:35:35 EST 2016, 8247, .79000000000000000000, 6, .80000000000000000000, 301, 40, 12, 5, 10, 1.343, 1.103
Fri Dec 30 02:41:47 EST 2016, 5772, .04000000000000000000, 9, .05000000000000000000, 376, 62, 16, 42, 77, 130.597, 39.950
Fri Dec 30 02:42:48 EST 2016, 822, .54000000000000000000, 3, .55000000000000000000, 526, 17, 7, 17, 32, 2.697, 2.600
Fri Dec 30 02:43:48 EST 2016, 1132, .01000000000000000000, 2, .71000000000000000000, 516, 43, 14, 3, 41, 3.043, 2.750
Fri Dec 30 02:45:09 EST 2016, 6082, .51000000000000000000, 8, .21000000000000000000, 366, 88, 4, 28, 86, 25.053, 20.533
Fri Dec 30 02:45:49 EST 2016, 8557, .26000000000000000000, 11, .96000000000000000000, 441, 20, 9, 16, 18, 1.323, 1.227
Fri Dec 30 02:49:56 EST 2016, 3607, .76000000000000000000, 5, .46000000000000000000, 591, 65, 18, 41, 63, 181.050, 115.513
Fri Dec 30 02:51:27 EST 2016, 4844, .38000000000000000000, 6, .58000000000000000000, 404, 77, 11, 34, 52, 35.660, 27.557
Fri Dec 30 02:51:52 EST 2016, 9794, .88000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.060, 0.053
Fri Dec 30 02:53:03 EST 2016, 7319, .13000000000000000000, 3, .83000000000000000000, 479, 99, 6, 47, 30, 10.670, 10.263
Fri Dec 30 02:59:35 EST 2016, 2369, .63000000000000000000, 9, .33000000000000000000, 329, 54, 16, 22, 75, 300.000, 30.860
Fri Dec 30 03:00:30 EST 2016, 1750, .32000000000000000000, 5, .02000000000000000000, 348, 48, 15, 44, 47, 30.717, 24.530
Fri Dec 30 03:02:11 EST 2016, 6700, .82000000000000000000, 11, .52000000000000000000, 498, 93, 5, 19, 92, 67.657, 34.120
Fri Dec 30 03:03:12 EST 2016, 9175, .07000000000000000000, 8, .27000000000000000000, 573, 26, 10, 31, 24, 4.557, 4.957
Fri Dec 30 03:09:44 EST 2016, 4225, .57000000000000000000, 2, .77000000000000000000, 423, 71, 19, 6, 69, 300.000, 16.923
Fri Dec 30 03:10:24 EST 2016, 2988, .19000000000000000000, 10, .15000000000000000000, 535, 60, 12, 13, 35, 12.193, 11.117
Fri Dec 30 03:11:20 EST 2016, 7938, .69000000000000000000, 4, .65000000000000000000, 385, 15, 3, 38, 80, 3.813, 3.233
Fri Dec 30 03:12:15 EST 2016, 5463, .44000000000000000000, 1, .40000000000000000000, 310, 82, 8, --cols, , 0.047, 0.050
Fri Dec 30 03:14:01 EST 2016, 513, .94000000000000000000, 7, .90000000000000000000, 460, 37, 17, 25, 58, 44.453, 27.323
Fri Dec 30 03:14:22 EST 2016, 667, .24000000000000000000, 5, .29000000000000000000, 380, 67, 8, 20, 11, 2.580, 2.527
Fri Dec 30 03:15:57 EST 2016, 5617, .74000000000000000000, 11, .79000000000000000000, 530, 22, 17, 45, 56, 37.133, 25.823
Fri Dec 30 03:21:59 EST 2016, 8092, .49000000000000000000, 8, .04000000000000000000, 455, 89, 13, 7, 34, 300.000, 15.720
Fri Dec 30 03:22:40 EST 2016, 3142, .99000000000000000000, 2, .54000000000000000000, 305, 44, 3, 32, 79, 7.350, 7.397
Fri Dec 30 03:23:35 EST 2016, 4380, .37000000000000000000, 9, .41000000000000000000, 493, 33, 5, 38, 23, 3.970, 3.757
Fri Dec 30 03:25:16 EST 2016, 9330, .87000000000000000000, 3, .91000000000000000000, 343, 78, 15, 13, 68, 46.407, 23.987
Fri Dec 30 03:25:31 EST 2016, 6855, .12000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.053
Fri Dec 30 03:26:37 EST 2016, 1905, .62000000000000000000, 6, .66000000000000000000, 568, 55, 1, 1, 90, 2.870, 3.407
Fri Dec 30 03:27:42 EST 2016, 2524, .43000000000000000000, 2, .97000000000000000000, 549, 61, 9, 29, 28, 7.193, 7.123
Fri Dec 30 03:34:19 EST 2016, 7474, .93000000000000000000, 8, .47000000000000000000, 399, 16, 19, 4, 73, 173.027, 12.787
Fri Dec 30 03:35:15 EST 2016, 9949, .18000000000000000000, 11, .72000000000000000000, 324, 84, 14, 41, 51, 32.077, 28.307
Fri Dec 30 03:36:10 EST 2016, 4999, .68000000000000000000, 5, .22000000000000000000, 474, 39, 4, 16, 96, 21.863, 14.997
Fri Dec 30 03:36:46 EST 2016, 3761, .05000000000000000000, 7, .85000000000000000000, 362, 50, 7, 10, 17, 1.467, 1.330
Fri Dec 30 03:38:52 EST 2016, 8711, .55000000000000000000, 1, .35000000000000000000, 512, 95, 16, 35, 62, 61.040, 53.670
Fri Dec 30 03:39:57 EST 2016, 6236, .30000000000000000000, 4, .60000000000000000000, 587, 27, 11, 23, 39, 9.073, 7.573
Fri Dec 30 03:41:13 EST 2016, 1286, .80000000000000000000, 10, .10000000000000000000, 437, 72, 2, 48, 84, 21.423, 19.087
Fri Dec 30 03:47:05 EST 2016, 977, .27000000000000000000, 8, .13000000000000000000, 315, 98, 18, 37, 82, 239.803, 71.887
Fri Dec 30 03:48:05 EST 2016, 5927, .77000000000000000000, 2, .63000000000000000000, 465, 53, 8, 12, 37, 8.210, 6.187
Fri Dec 30 03:49:11 EST 2016, 8402, .02000000000000000000, 5, .38000000000000000000, 540, 75, 4, 49, 59, 13.917, 14.043
Fri Dec 30 03:50:02 EST 2016, 3452, .52000000000000000000, 11, .88000000000000000000, 390, 30, 13, 24, 14, 2.977, 2.763
Fri Dec 30 03:50:57 EST 2016, 4689, .15000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.047, 0.057
Fri Dec 30 03:52:18 EST 2016, 9639, .65000000000000000000, 6, .51000000000000000000, 427, 64, 6, 30, 48, 17.987, 14.377
Fri Dec 30 03:53:03 EST 2016, 7164, .40000000000000000000, 9, .26000000000000000000, 352, 41, 1, 18, 70, 2.057, 1.847
Fri Dec 30 03:54:34 EST 2016, 2214, .90000000000000000000, 3, .76000000000000000000, 502, 86, 11, 43, 25, 29.950, 23.840
Fri Dec 30 04:00:16 EST 2016, 1596, .08000000000000000000, 10, .57000000000000000000, 484, 81, 19, 15, 99, 300.000, 53.477
Fri Dec 30 04:01:36 EST 2016, 6546, .58000000000000000000, 4, .07000000000000000000, 334, 36, 10, 40, 54, 26.450, 17.677
Fri Dec 30 04:02:12 EST 2016, 9021, .33000000000000000000, 1, .82000000000000000000, 409, 58, 5, 2, 76, 2.570, 2.850
Fri Dec 30 04:03:22 EST 2016, 4071, .83000000000000000000, 7, .32000000000000000000, 559, 13, 14, 27, 31, 11.103, 8.573
Fri Dec 30 04:04:53 EST 2016, 2833, .46000000000000000000, 3, .69000000000000000000, 446, 25, 17, 46, 87, 39.610, 29.623
Fri Dec 30 04:10:35 EST 2016, 7783, .96000000000000000000, 9, .19000000000000000000, 596, 70, 7, 21, 42, 216.643, 29.267
Fri Dec 30 04:11:25 EST 2016, 5308, .21000000000000000000, 6, .94000000000000000000, 521, 47, 3, 34, 65, 6.633, 6.563
Fri Dec 30 04:12:21 EST 2016, 358, .71000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.053
Fri Dec 30 04:13:41 EST 2016, 281, .11000000000000000000, 6, .06000000000000000000, 533, 86, 5, 23, 71, 18.477, 19.307
Fri Dec 30 04:14:22 EST 2016, 5231, .61000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.047, 0.050
Fri Dec 30 04:20:49 EST 2016, 7706, .36000000000000000000, 3, .31000000000000000000, 308, 63, 10, 11, 94, 300.000, 15.913
Fri Dec 30 04:21:29 EST 2016, 2756, .86000000000000000000, 9, .81000000000000000000, 458, 18, 1, 36, 49, 1.330, 1.263
Fri Dec 30 04:22:40 EST 2016, 3993, .48000000000000000000, 1, .19000000000000000000, 345, 29, 8, 42, 60, 6.580, 5.553
Fri Dec 30 04:23:56 EST 2016, 8943, .98000000000000000000, 7, .69000000000000000000, 495, 74, 17, 17, 15, 20.210, 13.937
Fri Dec 30 04:30:07 EST 2016, 6468, .23000000000000000000, 10, .44000000000000000000, 570, 52, 12, 29, 82, 222.690, 37.343
Fri Dec 30 04:30:43 EST 2016, 1518, .73000000000000000000, 4, .94000000000000000000, 420, 97, 3, 4, 37, 3.350, 3.287
Fri Dec 30 04:32:08 EST 2016, 2137, .30000000000000000000, 10, .62000000000000000000, 402, 91, 7, 26, 66, 24.767, 21.173
Fri Dec 30 04:38:15 EST 2016, 7087, .80000000000000000000, 4, .12000000000000000000, 552, 46, 16, 1, 21, 208.280, 9.247
Fri Dec 30 04:39:06 EST 2016, 9562, .05000000000000000000, 1, .87000000000000000000, 477, 69, 11, 39, 88, 17.663, 16.740
Fri Dec 30 04:39:51 EST 2016, 4612, .55000000000000000000, 7, .37000000000000000000, 327, 24, 2, 14, 43, 1.410, 1.373
Fri Dec 30 04:40:57 EST 2016, 3375, .17000000000000000000, 5, .50000000000000000000, 514, 13, 9, 7, 77, 3.500, 3.637
Fri Dec 30 04:41:52 EST 2016, 8325, .67000000000000000000, 11, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.050
Fri Dec 30 04:44:48 EST 2016, 5850, .42000000000000000000, 8, .75000000000000000000, 439, 35, 14, 20, 99, 94.607, 24.597
Fri Dec 30 04:45:34 EST 2016, 900, .92000000000000000000, 2, .25000000000000000000, 589, 80, 4, 45, 54, 38.113, 29.897
Fri Dec 30 04:46:50 EST 2016, 1209, .39000000000000000000, 4, .47000000000000000000, 467, 55, 15, 31, 46, 39.330, 26.607
Fri Dec 30 04:47:00 EST 2016, 6159, .89000000000000000000, 10, .97000000000000000000, 317, 10, 6, 6, 91, 1.540, 1.327
Fri Dec 30 04:48:01 EST 2016, 8634, .14000000000000000000, 7, .22000000000000000000, 392, 77, 1, 43, 23, 1.450, 1.487
Fri Dec 30 04:49:11 EST 2016, 3684, .64000000000000000000, 1, .72000000000000000000, 542, 32, 11, 18, 68, 9.103, 7.857
Fri Dec 30 04:50:02 EST 2016, 4921, .01000000000000000000, 11, .34000000000000000000, 430, 43, 18, --cols, , 0.057, 0.053
Fri Dec 30 04:51:52 EST 2016, 9871, .51000000000000000000, 5, .84000000000000000000, 580, 88, 8, 25, 80, 50.287, 39.573
Fri Dec 30 04:52:08 EST 2016, 7396, .26000000000000000000, 2, .09000000000000000000, 505, 21, 4, 12, 12, 0.770, 0.843
Fri Dec 30 04:54:04 EST 2016, 2446, .76000000000000000000, 8, .59000000000000000000, 355, 66, 13, 37, 57, 53.357, 36.417
Fri Dec 30 04:55:09 EST 2016, 1828, .20000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.057, 0.053
Fri Dec 30 04:56:40 EST 2016, 6778, .70000000000000000000, 6, .28000000000000000000, 486, 27, 7, 40, 85, 31.210, 20.747
Fri Dec 30 04:57:10 EST 2016, 9253, .45000000000000000000, 9, .53000000000000000000, 561, 94, 2, 3, 18, 1.580, 1.513
Fri Dec 30 05:03:32 EST 2016, 4303, .95000000000000000000, 3, .03000000000000000000, 411, 49, 12, 28, 63, 300.000, 58.350
Fri Dec 30 05:04:58 EST 2016, 3065, .33000000000000000000, 8, .90000000000000000000, 598, 38, 19, 46, 51, 43.850, 37.687
Fri Dec 30 05:10:40 EST 2016, 8015, .83000000000000000000, 2, .40000000000000000000, 448, 83, 10, 21, 96, 300.000, 65.613
Fri Dec 30 05:11:25 EST 2016, 5540, .08000000000000000000, 5, .65000000000000000000, 373, 15, 5, 34, 29, 1.203, 1.243
Fri Dec 30 05:18:07 EST 2016, 590, .58000000000000000000, 11, .15000000000000000000, 523, 60, 14, 9, 74, 300.000, 32.937
Fri Dec 30 05:18:33 EST 2016, 435, .34000000000000000000, 1, .51000000000000000000, 434, 53, 1, 41, 30, 0.900, 0.840
Fri Dec 30 05:25:15 EST 2016, 5385, .84000000000000000000, 7, .01000000000000000000, 584, 98, 10, 16, 75, 300.000, 73.030
Fri Dec 30 05:25:50 EST 2016, 7860, .09000000000000000000, 10, .76000000000000000000, 509, 31, 15, 29, 53, 14.200, 13.023
Fri Dec 30 05:32:22 EST 2016, 2910, .59000000000000000000, 4, .26000000000000000000, 359, 76, 6, 4, 98, 300.000, 16.587
Fri Dec 30 05:32:48 EST 2016, 4148, .22000000000000000000, 8, .64000000000000000000, 472, 65, 3, 22, 19, 1.907, 1.940
Fri Dec 30 05:34:13 EST 2016, 9098, .72000000000000000000, 2, .14000000000000000000, 322, 20, 13, 47, 64, 28.570, 18.120
Fri Dec 30 05:35:09 EST 2016, 6623, .47000000000000000000, 5, .89000000000000000000, 397, 87, 18, 10, 42, 23.860, 15.920
Fri Dec 30 05:41:01 EST 2016, 1673, .97000000000000000000, 11, .39000000000000000000, 547, 42, 8, 35, 87, 181.243, 45.473
Fri Dec 30 05:41:56 EST 2016, 2292, .03000000000000000000, 3, .20000000000000000000, 566, 36, 2, 7, 13, 0.417, 0.517
Fri Dec 30 05:43:47 EST 2016, 7242, .53000000000000000000, 9, .70000000000000000000, 416, 81, 12, 32, 58, 49.197, 37.480
Fri Dec 30 05:44:02 EST 2016, 9717, .28000000000000000000, 6, .45000000000000000000, 341, 14, 16, 19, 36, 4.307, 3.363
Fri Dec 30 05:44:58 EST 2016, 4767, .78000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.047, 0.053
Fri Dec 30 05:46:04 EST 2016, 3529, .40000000000000000000, 10, .08000000000000000000, 303, 70, 4, 25, 25, 3.510, 3.407
Fri Dec 30 05:46:59 EST 2016, 8479, .90000000000000000000, 4, .58000000000000000000, 453, 25, 14, --cols, , 0.053, 0.050
Fri Dec 30 05:48:30 EST 2016, 6004, .15000000000000000000, 1, .33000000000000000000, 528, 93, 19, 38, 47, 27.327, 28.197
Fri Dec 30 05:49:25 EST 2016, 1054, .65000000000000000000, 7, .83000000000000000000, 378, 48, 9, 13, 92, 21.733, 14.567
Fri Dec 30 05:50:06 EST 2016, 745, .12000000000000000000, 9, .92000000000000000000, 369, 22, 11, 2, 95, 3.323, 2.550
Fri Dec 30 05:51:07 EST 2016, 5695, .62000000000000000000, 3, .42000000000000000000, 519, 67, 1, 27, 50, 2.890, 3.060
Fri Dec 30 05:52:02 EST 2016, 8170, .37000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.047, 0.053
Fri Dec 30 05:54:33 EST 2016, 3220, .87000000000000000000, 6, .17000000000000000000, 444, 90, 16, 39, 28, 83.650, 46.603
Fri Dec 30 05:56:19 EST 2016, 4457, .25000000000000000000, 4, .80000000000000000000, 556, 79, 13, 33, 84, 68.890, 55.460
Fri Dec 30 05:57:14 EST 2016, 9407, .75000000000000000000, 10, .30000000000000000000, 406, 34, 4, 8, 39, 3.793, 2.990
Fri Dec 30 05:58:10 EST 2016, 6932, --delay, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.040, 0.053
Fri Dec 30 05:59:15 EST 2016, 1982, .50000000000000000000, 1, .05000000000000000000, 481, 11, 18, 21, 16, 2.163, 1.863
Fri Dec 30 06:00:36 EST 2016, 1364, .44000000000000000000, 6, .36000000000000000000, 500, 17, 12, 49, 78, 26.143, 19.327
Fri Dec 30 06:01:17 EST 2016, 6314, .94000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.057, 0.057
Fri Dec 30 06:02:27 EST 2016, 8789, .19000000000000000000, 3, .11000000000000000000, 425, 39, 7, 36, 56, 10.037, 9.660
Fri Dec 30 06:03:28 EST 2016, 3839, .69000000000000000000, 9, .61000000000000000000, 575, 84, 17, 11, 11, 10.893, 8.110
Fri Dec 30 06:10:00 EST 2016, 2601, .06000000000000000000, 2, .48000000000000000000, 387, 96, 15, 18, 89, 300.000, 30.080
Fri Dec 30 06:10:36 EST 2016, 7551, .56000000000000000000, 8, .98000000000000000000, 537, 51, 5, 43, 44, 12.343, 11.553
Fri Dec 30 06:17:03 EST 2016, 5076, .31000000000000000000, 11, .23000000000000000000, 462, 73, 10, 5, 67, 300.000, 15.673
Fri Dec 30 06:17:38 EST 2016, 126, .81000000000000000000, 5, .73000000000000000000, 312, 28, 19, 30, 22, 8.183, 6.507
Fri Dec 30 06:18:44 EST 2016, 136, .06000000000000000000, 9, .25000000000000000000, 514, 90, 2, 25, 81, 8.613, 9.517
Fri Dec 30 06:19:34 EST 2016, 5086, .56000000000000000000, 3, .75000000000000000000, 364, 45, 11, --cols, , 0.040, 0.050
Fri Dec 30 06:20:35 EST 2016, 7561, .31000000000000000000, --selfEvents, 439, 67, 16, 37, 58, 0.047, 0.040
Fri Dec 30 06:21:35 EST 2016, 2611, .81000000000000000000, 6, .50000000000000000000, 589, 22, 6, 12, 13, 1.837, 1.673
Fri Dec 30 06:22:36 EST 2016, 3848, .43000000000000000000, 4, .38000000000000000000, 401, 11, 4, 6, 92, 2.303, 2.047
Fri Dec 30 06:24:57 EST 2016, 8798, .93000000000000000000, 10, .88000000000000000000, 551, 56, 14, 31, 47, 77.003, 38.510
Fri Dec 30 06:31:19 EST 2016, 6323, .18000000000000000000, 7, .13000000000000000000, 476, 34, 18, 18, 70, 276.020, 20.787
Fri Dec 30 06:31:54 EST 2016, 1373, .68000000000000000000, 1, .63000000000000000000, 326, 79, 9, 43, 25, 7.380, 5.863
Fri Dec 30 06:32:50 EST 2016, 1992, .25000000000000000000, 7, .94000000000000000000, 345, 84, 1, 22, 98, 3.907, 3.983
Fri Dec 30 06:34:06 EST 2016, 6942, .75000000000000000000, 1, .44000000000000000000, 495, 39, 10, 47, 53, 19.333, 16.857
Fri Dec 30 06:34:46 EST 2016, 9417, --delay, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.047, 0.043
Fri Dec 30 06:35:52 EST 2016, 4467, .50000000000000000000, 10, .19000000000000000000, 420, 17, 5, 34, 30, 2.897, 2.660
Fri Dec 30 06:36:52 EST 2016, 3230, .12000000000000000000, 2, .81000000000000000000, 532, 28, 3, 40, 87, 3.897, 3.910
