# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, 3tHeap_timing_secs
Mon Jan  9 09:33:49 EST 2017, 5978, 0.960, 4, 0.900, 534, 85, 1, 17, 35, 4.737, 5.117
Mon Jan  9 09:33:53 EST 2017, 8453, 0.210, 1, 0.150, 459, 18, 6, 29, 57, 4.737, 4.720
Mon Jan  9 09:33:58 EST 2017, 3503, 0.710, 6, 0.650, 309, 63, 15, 4, 12, 4.473, 3.400
Mon Jan  9 09:36:24 EST 2017, 4740, 0.090, 5, 0.280, 496, 74, 13, 23, 91, 143.943, 120.693
Mon Jan  9 09:36:32 EST 2017, 9690, 0.590, 9, 0.780, 346, 29, 3, 48, 46, 7.847, 7.800
Mon Jan  9 09:37:26 EST 2017, 7215, 0.340, 7, 0.030, 421, 97, 8, 10, 69, 53.147, 42.750
Mon Jan  9 09:38:02 EST 2017, 2265, 0.840, 2, 0.530, 571, 52, 18, 35, 24, 35.040, 33.017
Mon Jan  9 09:38:55 EST 2017, 1646, 0.150, 5, 0.840, 553, 46, 12, 7, 97, 49.903, 39.490
Mon Jan  9 09:39:03 EST 2017, 6596, 0.650, 1, 0.340, 403, 91, 2, 32, 52, 7.567, 8.353
Mon Jan  9 09:39:13 EST 2017, 9071, 0.400, 3, 0.590, 328, 24, 7, 20, 74, 9.790, 9.160
Mon Jan  9 09:40:39 EST 2017, 4121, 0.900, 8, 0.090, 478, 69, 17, 45, 29, 85.700, 78.437
Mon Jan  9 09:41:38 EST 2017, 2884, 0.280, 2, 0.960, 365, 57, 14, 26, 85, 56.943, 51.020
Mon Jan  9 09:41:39 EST 2017, 7834, 0.780, 6, 0.460, 515, 12, 5, 1, 40, 1.467, 1.340
Mon Jan  9 09:43:50 EST 2017, 5359, 0.030, 9, 0.710, 590, 80, 9, 39, 63, 127.793, 119.367
Mon Jan  9 09:44:00 EST 2017, 409, 0.530, 4, 0.210, 440, 35, 19, 14, 18, 10.387, 9.017
Mon Jan  9 09:44:52 EST 2017, 564, 0.260, 6, 0.570, 510, 67, 6, 33, 62, 50.710, 49.790
Mon Jan  9 09:44:54 EST 2017, 5514, 0.760, 1, 0.070, 360, 22, 15, 8, 17, 1.787, 1.450
Mon Jan  9 09:47:38 EST 2017, 7989, 0.010, 4, 0.820, 435, 90, 10, 46, 84, 162.823, 146.237
Mon Jan  9 09:47:42 EST 2017, 3039, 0.510, 8, 0.320, 585, 45, 1, 21, 39, 3.813, 4.083
Mon Jan  9 09:47:53 EST 2017, 4276, 0.140, 3, 0.700, 398, 33, 8, 2, 73, 9.790, 8.323
Mon Jan  9 09:49:06 EST 2017, 9226, 0.640, 7, 0.200, 548, 78, 17, 27, 28, 72.960, 63.843
Mon Jan  9 09:49:21 EST 2017, 6751, 0.390, 9, 0.950, 473, 11, 13, 14, 95, 14.143, 12.320
Mon Jan  9 09:49:34 EST 2017, 1801, 0.890, 5, 0.450, 323, 56, 3, 39, 50, 12.963, 13.207
Mon Jan  9 09:50:02 EST 2017, 2420, 0.070, 8, 0.140, 342, 62, 7, 17, 67, 26.970, 25.877
Mon Jan  9 09:50:13 EST 2017, 7370, 0.570, 3, 0.640, 492, 17, 16, 42, 22, 11.153, 10.553
Mon Jan  9 09:50:53 EST 2017, 9845, 0.320, 1, 0.390, 567, 84, 11, 5, 90, 39.517, 33.917
Mon Jan  9 09:50:59 EST 2017, 4895, 0.820, 5, 0.890, 417, 39, 2, 30, 45, 5.860, 5.900
Mon Jan  9 09:52:09 EST 2017, 3657, 0.450, 4, 0.010, 529, 50, 9, 49, 56, 67.250, 63.610
Mon Jan  9 09:52:34 EST 2017, 8607, 0.950, 9, 0.510, 379, 95, 19, 24, 11, 24.257, 21.597
Mon Jan  9 09:53:15 EST 2017, 6132, 0.200, 7, 0.260, 304, 28, 14, 36, 78, 40.800, 37.110
Mon Jan  9 09:53:22 EST 2017, 1182, 0.700, 2, 0.760, 454, 73, 4, 11, 33, 6.767, 6.713
Mon Jan  9 09:55:00 EST 2017, 873, 0.230, 3, 0.980, 595, 98, 16, 22, 42, 96.187, 84.350
Mon Jan  9 09:56:09 EST 2017, 5823, 0.730, 7, 0.480, 445, 53, 6, 47, 87, 67.923, 65.330
Mon Jan  9 09:56:10 EST 2017, 8298, 0.480, 5, 0.730, 370, 76, 1, 10, 19, 1.267, 1.437
Mon Jan  9 09:56:31 EST 2017, 3348, 0.980, 1, 0.230, 520, 31, 11, 35, 64, 20.633, 20.157
Mon Jan  9 09:57:00 EST 2017, 4585, 0.350, 9, 0.850, 332, 19, 18, 41, 53, 28.580, 26.687
Mon Jan  9 09:58:10 EST 2017, 9535, 0.850, 4, 0.350, 482, 64, 9, 16, 98, 69.880, 58.990
Mon Jan  9 09:58:18 EST 2017, 7060, 0.100, 2, 0.600, 557, 42, 4, 28, 31, 7.337, 7.310
Mon Jan  9 09:59:19 EST 2017, 2110, 0.600, 6, 0.100, 407, 87, 13, 3, 76, 58.110, 37.033
Mon Jan  9 09:59:59 EST 2017, 1492, 0.420, 1, 0.290, 426, 81, 17, 25, 47, 39.893, 37.597
Mon Jan  9 10:00:17 EST 2017, 6442, 0.920, 6, 0.790, 576, 36, 7, 0, 92, 16.467, 11.867
Mon Jan  9 10:00:28 EST 2017, 8917, 0.170, 8, 0.040, 501, 59, 3, 38, 25, 10.587, 10.620
Mon Jan  9 10:00:35 EST 2017, 3967, 0.670, 3, 0.540, 351, 14, 12, 13, 70, 7.450, 6.560
Mon Jan  9 10:00:48 EST 2017, 2729, 0.040, 7, 0.420, 464, 25, 19, 7, 36, 12.627, 10.130
Mon Jan  9 10:01:37 EST 2017, 7679, 0.540, 2, 0.920, 314, 70, 10, 32, 81, 48.857, 44.380
Mon Jan  9 10:01:41 EST 2017, 5204, 0.290, 5, 0.170, 389, 47, 5, 19, 14, 3.543, 3.350
Mon Jan  9 10:05:10 EST 2017, 254, 0.790, 9, 0.670, 539, 92, 14, 44, 59, 207.817, 195.700
Mon Jan  9 10:05:42 EST 2017, 332, 0.390, 5, 0.800, 363, 88, 8, 34, 31, 31.203, 29.500
Mon Jan  9 10:06:47 EST 2017, 5282, 0.890, 9, 0.300, 513, 43, 18, 9, 76, 63.623, 46.477
Mon Jan  9 10:09:15 EST 2017, 7757, 0.140, 7, 0.550, 588, 65, 13, 47, 54, 147.317, 135.770
Mon Jan  9 10:09:22 EST 2017, 2807, 0.640, 2, 0.050, 438, 20, 3, 22, 99, 5.933, 6.230
Mon Jan  9 10:09:25 EST 2017, 4044, 0.020, 8, 0.920, 550, 31, 6, 3, 20, 2.597, 2.080
Mon Jan  9 10:10:58 EST 2017, 8994, 0.520, 3, 0.420, 400, 76, 15, 28, 65, 92.417, 80.493
Mon Jan  9 10:11:06 EST 2017, 6519, 0.270, 1, 0.670, 325, 54, 10, 16, 43, 8.640, 8.193
Mon Jan  9 10:11:33 EST 2017, 1569, 0.770, 6, 0.170, 475, 99, 1, 41, 88, 23.160, 26.343
Mon Jan  9 10:11:42 EST 2017, 2188, 0.210, 2, 0.490, 494, 93, 9, 12, 14, 8.470, 7.533
Mon Jan  9 10:13:02 EST 2017, 7138, 0.710, 6, 0.990, 344, 48, 19, 37, 59, 78.960, 71.073
Mon Jan  9 10:13:22 EST 2017, 9613, 0.460, 8, 0.240, 419, 71, 14, 0, 37, 19.003, 11.193
Mon Jan  9 10:13:41 EST 2017, 4663, 0.960, 4, 0.740, 569, 26, 5, 25, 82, 18.427, 17.750
Mon Jan  9 10:13:46 EST 2017, 3425, 0.330, 5, 0.360, 382, 14, 7, 44, 26, 4.630, 4.577
Mon Jan  9 10:14:29 EST 2017, 8375, 0.830, 1, 0.860, 532, 59, 16, 19, 71, 43.120, 38.780
Mon Jan  9 10:15:00 EST 2017, 5900, 0.080, 3, 0.110, 457, 37, 12, 31, 48, 31.003, 28.253
Mon Jan  9 10:15:13 EST 2017, 950, 0.580, 7, 0.610, 307, 82, 2, 6, 93, 9.993, 11.490
Mon Jan  9 10:17:25 EST 2017, 1260, 0.110, 6, 0.640, 447, 57, 18, 20, 96, 126.717, 109.563
Mon Jan  9 10:17:36 EST 2017, 6210, 0.610, 2, 0.140, 597, 12, 9, 45, 51, 11.180, 10.753
Mon Jan  9 10:17:59 EST 2017, 8685, 0.360, 4, 0.890, 522, 79, 4, 8, 73, 21.997, 20.340
Mon Jan  9 10:18:18 EST 2017, 3735, 0.860, 9, 0.390, 372, 34, 13, 33, 28, 18.670, 17.413
Mon Jan  9 10:19:17 EST 2017, 4972, 0.490, 1, 0.520, 485, 45, 16, 39, 85, 58.267, 55.320
Mon Jan  9 10:19:34 EST 2017, 9922, 0.990, 5, 0.020, 335, 90, 6, 14, 40, 17.120, 15.977
Mon Jan  9 10:19:39 EST 2017, 7447, 0.240, 8, 0.770, 410, 23, 2, 26, 62, 4.433, 4.420
Mon Jan  9 10:19:45 EST 2017, 2497, 0.740, 3, 0.270, 560, 68, 11, 1, 17, 6.633, 5.110
Mon Jan  9 10:24:16 EST 2017, 1878, 0.300, 9, 0.080, 578, 73, 19, 30, 79, 258.710, 221.333
Mon Jan  9 10:24:22 EST 2017, 6828, 0.800, 5, 0.580, 428, 28, 10, 5, 34, 5.730, 4.580
Mon Jan  9 10:25:02 EST 2017, 9303, 0.050, 3, 0.330, 353, 96, 5, 42, 57, 39.550, 39.347
Mon Jan  9 10:25:14 EST 2017, 4353, 0.550, 7, 0.830, 503, 51, 15, 17, 12, 11.163, 10.033
Mon Jan  9 10:25:54 EST 2017, 3116, 0.170, 4, 0.210, 316, 40, 17, 11, 90, 39.613, 29.883
Mon Jan  9 10:26:50 EST 2017, 8066, 0.670, 8, 0.710, 466, 85, 7, 36, 45, 55.703, 52.127
Mon Jan  9 10:26:57 EST 2017, 5591, 0.420, 6, 0.460, 541, 17, 3, 23, 68, 6.137, 6.000
Mon Jan  9 10:27:12 EST 2017, 641, 0.920, 1, 0.960, 391, 62, 12, 48, 23, 14.993, 14.710
Mon Jan  9 10:27:21 EST 2017, 486, 0.130, 9, 0.350, 452, 52, 3, 5, 69, 8.523, 9.220
Mon Jan  9 10:27:52 EST 2017, 5436, 0.630, 4, 0.850, 302, 97, 13, 30, 24, 30.440, 27.937
Mon Jan  9 10:28:26 EST 2017, 7911, 0.380, 2, 0.100, 377, 30, 17, 18, 92, 32.440, 28.660
Mon Jan  9 10:29:41 EST 2017, 2961, 0.880, 7, 0.600, 527, 75, 8, 43, 47, 74.263, 71.480
Mon Jan  9 10:29:49 EST 2017, 4199, 0.250, 3, 0.470, 414, 64, 1, 37, 58, 6.480, 7.137
Mon Jan  9 10:29:51 EST 2017, 9149, 0.750, 8, 0.970, 564, 19, 10, 12, 13, 2.720, 2.380
Mon Jan  9 10:34:43 EST 2017, 6674, 0.000, 5, 0.220, 489, 86, 15, 49, 81, 283.497, 253.227
Mon Jan  9 10:34:47 EST 2017, 1724, 0.500, 1, 0.720, 339, 41, 5, 24, 36, 3.693, 3.753
Mon Jan  9 10:35:03 EST 2017, 2342, 0.440, 7, 0.910, 321, 36, 4, 46, 64, 15.820, 15.387
Mon Jan  9 10:35:27 EST 2017, 7292, 0.940, 3, 0.410, 471, 81, 14, 21, 19, 24.083, 21.843
Mon Jan  9 10:36:09 EST 2017, 9767, 0.190, 5, 0.660, 546, 13, 18, 33, 86, 41.123, 38.040
Mon Jan  9 10:36:26 EST 2017, 4817, 0.690, 9, 0.160, 396, 58, 9, 8, 41, 16.280, 13.880
Mon Jan  9 10:36:39 EST 2017, 3580, 0.070, 2, 0.780, 583, 69, 2, 15, 75, 12.223, 13.250
Mon Jan  9 10:36:55 EST 2017, 8530, 0.570, 6, 0.280, 433, 24, 11, 40, 30, 15.580, 14.700
Mon Jan  9 10:38:26 EST 2017, 6055, 0.320, 8, 0.530, 358, 92, 16, 2, 97, 86.797, 48.687
Mon Jan  9 10:38:54 EST 2017, 1105, 0.820, 4, 0.030, 508, 47, 7, 27, 52, 27.737, 26.540
Mon Jan  9 10:39:13 EST 2017, 796, 0.350, 2, 0.190, 536, 21, 13, 38, 44, 18.960, 17.867
Mon Jan  9 10:39:37 EST 2017, 5746, 0.850, 7, 0.690, 386, 66, 4, 13, 89, 22.823, 22.390
Mon Jan  9 10:39:45 EST 2017, 8221, 0.100, 9, 0.440, 311, 44, 8, 26, 21, 7.930, 7.550
Mon Jan  9 10:41:01 EST 2017, 3271, 0.600, 5, 0.940, 461, 89, 18, 1, 66, 65.840, 34.553
Mon Jan  9 10:41:28 EST 2017, 4508, 0.220, 6, 0.070, 349, 78, 11, 19, 33, 27.193, 24.900
Mon Jan  9 10:41:32 EST 2017, 9458, 0.720, 1, 0.570, 499, 33, 1, 44, 78, 3.150, 3.470
Mon Jan  9 10:41:35 EST 2017, 6983, 0.470, 4, 0.320, 574, 55, 6, 7, 10, 2.807, 2.537
Mon Jan  9 10:41:49 EST 2017, 2033, 0.970, 8, 0.820, 424, 10, 15, 32, 55, 13.527, 12.520
Mon Jan  9 10:41:55 EST 2017, 1414, 0.030, 4, 0.500, 405, 16, 14, 10, 38, 5.947, 5.103
Mon Jan  9 10:42:59 EST 2017, 6364, 0.530, 9, 0.000, 555, 61, 5, 35, 83, 63.853, 62.620
Mon Jan  9 10:43:08 EST 2017, 8839, 0.280, 6, 0.750, 480, 38, 10, 23, 16, 8.620, 8.073
Mon Jan  9 10:45:07 EST 2017, 3889, 0.780, 2, 0.250, 330, 83, 19, 48, 61, 118.003, 107.750
Mon Jan  9 10:47:01 EST 2017, 2652, 0.410, 7, 0.630, 517, 95, 12, 29, 50, 113.480, 100.973
Mon Jan  9 10:47:08 EST 2017, 7602, 0.910, 3, 0.130, 367, 50, 2, 4, 95, 5.570, 6.627
Mon Jan  9 10:47:20 EST 2017, 5127, 0.160, 1, 0.880, 442, 72, 7, 41, 27, 12.340, 12.200
Mon Jan  9 10:48:07 EST 2017, 177, 0.660, 5, 0.380, 592, 27, 17, 16, 72, 46.363, 40.320
Mon Jan  9 10:48:52 EST 2017, 216, 0.330, 8, 0.940, 439, 47, 9, 24, 75, 43.960, 41.253
Mon Jan  9 10:51:13 EST 2017, 5166, 0.830, 3, 0.440, 589, 92, 19, 49, 30, 136.900, 128.357
Mon Jan  9 10:51:30 EST 2017, 7641, 0.080, 1, 0.690, 514, 25, 14, 11, 98, 15.957, 14.493
Mon Jan  9 10:52:00 EST 2017, 2691, 0.580, 5, 0.190, 364, 70, 5, 36, 53, 28.920, 28.360
Mon Jan  9 10:52:57 EST 2017, 3928, 0.200, 4, 0.810, 476, 58, 7, 43, 64, 56.227, 53.707
Mon Jan  9 10:53:00 EST 2017, 8878, 0.700, 9, 0.310, 326, 13, 16, 18, 19, 3.430, 3.187
Mon Jan  9 10:55:15 EST 2017, 6403, 0.450, 6, 0.560, 401, 81, 12, 30, 86, 132.977, 116.360
Mon Jan  9 10:55:18 EST 2017, 1453, 0.950, 2, 0.060, 551, 36, 2, 5, 41, 2.037, 2.327
Mon Jan  9 10:55:56 EST 2017, 2072, 0.010, 6, 0.250, 570, 41, 8, 27, 58, 37.993, 35.367
Mon Jan  9 10:56:01 EST 2017, 7022, 0.510, 1, 0.750, 420, 86, 18, 2, 13, 4.643, 3.827
Mon Jan  9 10:56:30 EST 2017, 9497, 0.260, 4, 0.000, 345, 19, 13, 40, 81, 29.060, 27.063
Mon Jan  9 10:56:40 EST 2017, 4547, 0.760, 8, 0.500, 495, 64, 3, 15, 36, 9.253, 9.460
Mon Jan  9 10:56:56 EST 2017, 3309, 0.390, 3, 0.370, 308, 75, 6, 8, 70, 16.347, 14.737
Mon Jan  9 10:57:16 EST 2017, 8259, 0.890, 7, 0.870, 458, 30, 15, 33, 25, 19.647, 18.607
Mon Jan  9 11:00:15 EST 2017, 5784, 0.140, 9, 0.120, 533, 98, 11, 21, 92, 173.330, 148.880
Mon Jan  9 11:00:21 EST 2017, 834, 0.640, 5, 0.620, 383, 53, 1, 46, 47, 5.433, 5.850
Mon Jan  9 11:00:37 EST 2017, 1144, 0.170, 1, 0.590, 373, 27, 19, 32, 50, 15.743, 14.850
Mon Jan  9 11:01:50 EST 2017, 6094, 0.670, 6, 0.090, 523, 72, 10, 7, 95, 71.817, 53.377
Mon Jan  9 11:02:11 EST 2017, 8569, 0.420, 8, 0.840, 598, 50, 5, 44, 27, 20.967, 19.870
Mon Jan  9 11:04:09 EST 2017, 3619, 0.920, 3, 0.340, 448, 95, 15, 19, 72, 115.680, 95.000
Mon Jan  9 11:04:50 EST 2017, 4856, 0.300, 7, 0.720, 561, 84, 17, 0, 39, 38.617, 20.560
Mon Jan  9 11:05:16 EST 2017, 9806, 0.800, 2, 0.220, 411, 39, 8, 25, 84, 24.913, 25.543
Mon Jan  9 11:05:18 EST 2017, 7331, 0.050, 4, 0.970, 336, 61, 3, 13, 16, 2.167, 1.990
Mon Jan  9 11:05:44 EST 2017, 2381, 0.550, 9, 0.470, 486, 16, 12, 38, 61, 25.530, 23.813
Mon Jan  9 11:05:51 EST 2017, 1762, 0.480, 3, 0.160, 505, 11, 18, 16, 33, 6.350, 5.620
Mon Jan  9 11:06:59 EST 2017, 6712, 0.980, 7, 0.660, 355, 56, 9, 41, 78, 67.443, 63.957
Mon Jan  9 11:07:01 EST 2017, 9187, 0.230, 5, 0.410, 430, 33, 4, 4, 11, 0.940, 0.837
Mon Jan  9 11:07:54 EST 2017, 4237, 0.730, 1, 0.910, 580, 78, 13, 29, 56, 52.403, 49.030
Mon Jan  9 11:10:13 EST 2017, 3000, 0.110, 8, 0.030, 392, 89, 16, 47, 44, 135.060, 123.743
Mon Jan  9 11:10:51 EST 2017, 7950, 0.610, 4, 0.530, 542, 44, 6, 22, 89, 37.453, 34.553
Mon Jan  9 11:10:55 EST 2017, 5475, 0.360, 2, 0.280, 467, 67, 2, 35, 22, 4.373, 4.493
Mon Jan  9 11:11:05 EST 2017, 525, 0.860, 6, 0.780, 317, 22, 11, 10, 67, 9.730, 8.310
Mon Jan  9 11:11:23 EST 2017, 680, 0.060, 3, 0.390, 528, 82, 4, 40, 26, 17.523, 17.600
Mon Jan  9 11:11:57 EST 2017, 5630, 0.560, 8, 0.890, 378, 37, 14, 15, 71, 33.763, 28.023
Mon Jan  9 11:13:00 EST 2017, 8105, 0.310, 6, 0.140, 303, 60, 19, 28, 49, 61.740, 53.717
Mon Jan  9 11:13:03 EST 2017, 3155, 0.810, 1, 0.640, 453, 15, 9, 3, 94, 3.717, 3.477
Mon Jan  9 11:13:05 EST 2017, 4392, 0.440, 9, 0.260, 341, 26, 2, 22, 15, 1.037, 1.053
Mon Jan  9 11:15:05 EST 2017, 9342, 0.940, 5, 0.760, 491, 71, 11, 47, 60, 118.990, 110.820
Mon Jan  9 11:15:26 EST 2017, 6867, 0.190, 2, 0.010, 566, 49, 16, 9, 37, 21.303, 17.547
Mon Jan  9 11:17:05 EST 2017, 1917, 0.690, 7, 0.510, 416, 94, 7, 34, 82, 98.253, 92.233
Mon Jan  9 11:17:08 EST 2017, 2536, 0.250, 1, 0.830, 397, 99, 3, 6, 20, 2.117, 2.420
Mon Jan  9 11:18:44 EST 2017, 7486, 0.750, 5, 0.330, 547, 54, 13, 31, 65, 95.963, 85.203
Mon Jan  9 11:19:54 EST 2017, 9961, 0.000, 7, 0.580, 472, 77, 17, 18, 43, 69.460, 64.017
Mon Jan  9 11:20:24 EST 2017, 5011, 0.500, 3, 0.080, 322, 32, 8, 43, 88, 29.890, 28.477
Mon Jan  9 11:20:26 EST 2017, 3773, 0.120, 6, 0.950, 509, 20, 1, 25, 32, 1.290, 1.330
Mon Jan  9 11:20:43 EST 2017, 8723, 0.620, 2, 0.450, 359, 65, 10, 0, 77, 16.633, 11.730
Mon Jan  9 11:21:44 EST 2017, 6248, 0.370, 4, 0.700, 434, 43, 15, 37, 54, 60.600, 54.430
Mon Jan  9 11:22:48 EST 2017, 1298, 0.870, 9, 0.200, 584, 88, 5, 12, 99, 62.310, 59.103
Mon Jan  9 11:23:39 EST 2017, 989, 0.410, 5, 0.050, 462, 63, 14, 1, 91, 47.617, 33.870
Mon Jan  9 11:23:41 EST 2017, 5939, 0.910, 1, 0.550, 312, 18, 5, 26, 46, 2.183, 2.177
Mon Jan  9 11:24:29 EST 2017, 8414, 0.160, 3, 0.300, 387, 85, 10, 14, 68, 46.407, 40.047
Mon Jan  9 11:25:11 EST 2017, 3464, 0.660, 8, 0.800, 537, 40, 19, 39, 23, 42.153, 39.480
Mon Jan  9 11:26:09 EST 2017, 4701, 0.030, 2, 0.170, 425, 51, 12, 33, 79, 56.617, 54.093
Mon Jan  9 11:26:21 EST 2017, 9651, 0.530, 7, 0.670, 575, 96, 3, 8, 34, 11.307, 11.527
Mon Jan  9 11:26:52 EST 2017, 7176, 0.280, 9, 0.420, 500, 29, 7, 45, 57, 30.477, 29.517
Mon Jan  9 11:27:05 EST 2017, 2226, 0.780, 4, 0.920, 350, 74, 17, 20, 12, 12.720, 11.553
Mon Jan  9 11:29:23 EST 2017, 1608, 0.220, 8, 0.730, 331, 68, 13, 48, 85, 136.393, 128.573
Mon Jan  9 11:29:29 EST 2017, 6558, 0.720, 4, 0.230, 481, 23, 4, 23, 40, 5.217, 4.993
Mon Jan  9 11:30:47 EST 2017, 9033, 0.470, 2, 0.980, 556, 91, 8, 36, 63, 77.067, 70.647
Mon Jan  9 11:30:59 EST 2017, 4083, 0.970, 6, 0.480, 406, 46, 18, 11, 18, 11.810, 9.833
Mon Jan  9 11:31:55 EST 2017, 2845, 0.340, 5, 0.610, 594, 34, 11, 17, 96, 54.977, 47.400
Mon Jan  9 11:32:07 EST 2017, 7795, 0.840, 9, 0.110, 444, 79, 1, 42, 51, 10.383, 11.320
Mon Jan  9 11:32:09 EST 2017, 5320, 0.090, 7, 0.860, 369, 12, 6, 4, 74, 2.570, 2.387
Mon Jan  9 11:32:50 EST 2017, 370, 0.590, 3, 0.360, 519, 57, 16, 29, 29, 40.510, 37.343
Mon Jan  9 11:33:07 EST 2017, 293, 0.190, 7, 0.240, 376, 73, 2, 40, 56, 15.820, 16.667
Mon Jan  9 11:33:10 EST 2017, 5243, 0.690, 3, 0.740, 526, 28, 11, 15, 11, 3.397, 3.153
Mon Jan  9 11:36:35 EST 2017, 7718, 0.440, 5, 0.490, 451, 96, 16, 27, 79, 203.470, 170.627
Mon Jan  9 11:36:39 EST 2017, 2768, 0.940, 9, 0.990, 301, 51, 7, 2, 34, 4.640, 3.500
Mon Jan  9 11:36:47 EST 2017, 4005, 0.320, 1, 0.120, 488, 39, 4, 21, 68, 7.287, 7.623
Mon Jan  9 11:37:34 EST 2017, 8955, 0.820, 6, 0.620, 338, 84, 14, 46, 23, 46.713, 43.630
Mon Jan  9 11:37:56 EST 2017, 6480, 0.070, 8, 0.370, 413, 17, 18, 9, 90, 21.740, 17.180
Mon Jan  9 11:38:49 EST 2017, 1530, 0.570, 4, 0.870, 563, 62, 9, 34, 45, 52.013, 49.013
Mon Jan  9 11:38:58 EST 2017, 2149, 0.380, 9, 0.550, 544, 56, 1, 12, 73, 6.523, 7.993
Mon Jan  9 11:39:03 EST 2017, 7099, 0.880, 4, 0.050, 394, 11, 10, 37, 28, 4.660, 4.713
Mon Jan  9 11:40:29 EST 2017, 9574, 0.130, 2, 0.800, 319, 79, 15, 24, 96, 85.480, 71.353
Mon Jan  9 11:40:52 EST 2017, 4624, 0.630, 7, 0.300, 469, 34, 5, 49, 51, 22.707, 21.960
Mon Jan  9 11:41:02 EST 2017, 3387, 0.010, 3, 0.680, 357, 45, 3, 31, 62, 10.170, 10.263
Mon Jan  9 11:41:18 EST 2017, 8337, 0.510, 8, 0.180, 507, 90, 12, 6, 17, 15.437, 11.817
Mon Jan  9 11:42:46 EST 2017, 5862, 0.260, 5, 0.930, 582, 23, 17, 43, 84, 88.083, 81.623
Mon Jan  9 11:42:58 EST 2017, 912, 0.760, 1, 0.430, 432, 68, 8, 18, 39, 11.310, 11.277
Mon Jan  9 11:43:17 EST 2017, 1221, 0.290, 4, 0.330, 310, 93, 12, 4, 37, 18.570, 13.267
Mon Jan  9 11:43:33 EST 2017, 6171, 0.790, 8, 0.830, 460, 48, 2, 29, 82, 15.117, 14.947
Mon Jan  9 11:43:42 EST 2017, 8646, 0.040, 6, 0.080, 535, 70, 7, 16, 14, 9.057, 8.210
Mon Jan  9 11:44:12 EST 2017, 3696, 0.540, 2, 0.580, 385, 25, 17, 41, 59, 30.207, 28.370
Mon Jan  9 11:44:35 EST 2017, 4933, 0.160, 7, 0.460, 573, 14, 14, 35, 48, 22.247, 20.723
Mon Jan  9 11:44:56 EST 2017, 9883, 0.660, 3, 0.960, 423, 59, 5, 10, 93, 20.977, 18.673
Mon Jan  9 11:45:03 EST 2017, 7408, 0.410, 1, 0.210, 348, 37, 9, 48, 25, 6.703, 6.487
Mon Jan  9 11:48:06 EST 2017, 2458, 0.910, 5, 0.710, 498, 82, 19, 23, 70, 176.920, 144.650
Mon Jan  9 11:49:31 EST 2017, 1840, 0.100, 2, 0.900, 479, 87, 11, 45, 53, 82.870, 78.833
Mon Jan  9 11:49:37 EST 2017, 6790, 0.600, 7, 0.400, 329, 42, 1, 20, 98, 5.100, 5.643
