# Timestamp, procs, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max, agentBkts_mean, agentBkts_sd, agentBkts_ci, agentBkts_ci, agentBkts_min, agentBkts_box_q1, agentBkts_median, agentBkts_box_q2, agentBkts_max, schedBktSz_mean, schedBktSz_sd, schedBktSz_ci, schedBktSz_ci, schedBktSz_min, schedBktSz_box_q1, schedBktSz_median, schedBktSz_box_q2, schedBktSz_max, fixHeapComp_mean, fixHeapComp_sd, fixHeapComp_ci, fixHeapComp_ci, fixHeapComp_min, fixHeapComp_box_q1, fixHeapComp_median, fixHeapComp_box_q2, fixHeapComp_max, fixHeapOps_mean, fixHeapOps_sd, fixHeapOps_ci, fixHeapOps_ci, fixHeapOps_min, fixHeapOps_box_q1, fixHeapOps_median, fixHeapOps_box_q2, fixHeapOps_max
Sat Jan 14 10:04:34 EST 2017, 1, 5, 0.000, 2, 18.534, 0.989436, 17.8369, 19.2311, 15.65, 18.87, 18.915, 19.03, 19.06, 63129.6, 1.95959, 63128.2, 63131, 63128, 63128, 63130, 63132, 63132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4721260, 0, 4721260, 4721260, 4721260, 4721260, 4721260, 4721260, 4721260, 9143025, 0, 9143025, 9143025, 9143025, 9143025, 9143025, 9143025, 9143025, 1.04112, 2.10734e-08, 1.04112, 1.04112, 1.04112, 1.04112, 1.04112, 1.04112, 1.04112, 1.94048, 2.98023e-08, 1.94048, 1.94048, 1.94048, 1.94048, 1.94048, 1.94048, 1.94048, 11.6867, 0, 11.6867, 11.6867, 11.6867, 11.6867, 11.6867, 11.6867, 11.6867, 6474746, 0, 6474746, 6474746, 6474746, 6474746, 6474746, 6474746, 6474746
Sat Jan 14 10:08:42 EST 2017, 1, 10, 0.000, 2, 18.972, 0.664617, 18.5037, 19.4403, 17.99, 18.64, 19.175, 19.8, 19.82, 64031.6, 2.8, 64029.6, 64033.6, 64028, 64028, 64032, 64036, 64036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4955901, 0, 4955901, 4955901, 4955901, 4955901, 4955901, 4955901, 4955901, 9892913, 0, 9892913, 9892913, 9892913, 9892913, 9892913, 9892913, 9892913, 0.999889, 2.10734e-08, 0.999889, 0.999889, 0.999889, 0.999889, 0.999889, 0.999889, 0.999889, 2.00019, 2.98023e-08, 2.00019, 2.00019, 2.00019, 2.00019, 2.00019, 2.00019, 2.00019, 12.0303, 0, 12.0303, 12.0303, 12.0303, 12.0303, 12.0303, 12.0303, 12.0303, 6692588, 0, 6692588, 6692588, 6692588, 6692588, 6692588, 6692588, 6692588
Sat Jan 14 10:12:39 EST 2017, 1, 1, 0.250, 2, 10.544, 0.275471, 10.3499, 10.7381, 10.27, 10.28, 10.6, 10.88, 10.93, 54638.4, 1.95959, 54637, 54639.8, 54636, 54636, 54640, 54640, 54640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2878203, 0, 2878203, 2878203, 2878203, 2878203, 2878203, 2878203, 2878203, 3915208, 0, 3915208, 3915208, 3915208, 3915208, 3915208, 3915208, 3915208, 1.31534, 2.98023e-08, 1.31534, 1.31534, 1.31534, 1.31534, 1.31534, 1.31534, 1.31534, 1.36419, 2.10734e-08, 1.36419, 1.36419, 1.36419, 1.36419, 1.36419, 1.36419, 1.36419, 9.89854, 2.06477e-07, 9.89854, 9.89854, 9.89854, 9.89854, 9.89854, 9.89854, 9.89854, 4186370, 0, 4186370, 4186370, 4186370, 4186370, 4186370, 4186370, 4186370
Sat Jan 14 10:16:52 EST 2017, 1, 2, 0.250, 2, 14.606, 0.120266, 14.5213, 14.6907, 14.37, 14.57, 14.65, 14.72, 14.79, 55627.2, 2.4, 55625.5, 55628.9, 55624, 55624, 55628, 55628, 55632, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3865420, 0, 3865420, 3865420, 3865420, 3865420, 3865420, 3865420, 3865420, 6296184, 0, 6296184, 6296184, 6296184, 6296184, 6296184, 6296184, 6296184, 1.14201, 2.10734e-08, 1.14201, 1.14201, 1.14201, 1.14201, 1.14201, 1.14201, 1.14201, 1.63253, 2.98023e-08, 1.63253, 1.63253, 1.63253, 1.63253, 1.63253, 1.63253, 1.63253, 10.0799, 1.68587e-07, 10.0799, 10.0799, 10.0799, 10.0799, 10.0799, 10.0799, 10.0799, 5637390, 0, 5637390, 5637390, 5637390, 5637390, 5637390, 5637390, 5637390
Sat Jan 14 10:21:04 EST 2017, 1, 5, 0.250, 2, 17.5, 0.394867, 17.2218, 17.7782, 17.13, 17.13, 17.63, 17.96, 18.07, 56638, 2.68328, 56636.1, 56639.9, 56636, 56636, 56638, 56640, 56644, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4581304, 0, 4581304, 4581304, 4581304, 4581304, 4581304, 4581304, 4581304, 9142926, 0, 9142926, 9142926, 9142926, 9142926, 9142926, 9142926, 9142926, 0.929936, 1.49012e-08, 0.929936, 0.929936, 0.929936, 0.929936, 0.929936, 0.929936, 0.929936, 1.99977, 4.21468e-08, 1.99977, 1.99977, 1.99977, 1.99977, 1.99977, 1.99977, 1.99977, 10.2331, 1.68587e-07, 10.2331, 10.2331, 10.2331, 10.2331, 10.2331, 10.2331, 10.2331, 6748000, 0, 6748000, 6748000, 6748000, 6748000, 6748000, 6748000, 6748000
Sat Jan 14 10:25:06 EST 2017, 1, 10, 0.250, 2, 18.375, 0.658153, 17.9113, 18.8387, 17.05, 18.59, 18.715, 18.79, 18.87, 56942, 2, 56940.6, 56943.4, 56940, 56940, 56944, 56944, 56944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4712398, 0, 4712398, 4712398, 4712398, 4712398, 4712398, 4712398, 4712398, 9892887, 0, 9892887, 9892887, 9892887, 9892887, 9892887, 9892887, 9892887, 0.871469, 1.05367e-08, 0.871469, 0.871469, 0.871469, 0.871469, 0.871469, 0.871469, 0.871469, 2.10355, 2.98023e-08, 2.10355, 2.10355, 2.10355, 2.10355, 2.10355, 2.10355, 2.10355, 10.2943, 1.68587e-07, 10.2943, 10.2943, 10.2943, 10.2943, 10.2943, 10.2943, 10.2943, 6954112, 0, 6954112, 6954112, 6954112, 6954112, 6954112, 6954112, 6954112
Sat Jan 14 10:29:19 EST 2017, 1, 1, 0.000, 5, 19.238, 0.455803, 18.9169, 19.5591, 18.63, 18.68, 19.505, 19.73, 19.8, 64216.4, 2.8, 64214.4, 64218.4, 64212, 64216, 64216, 64220, 64220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4440991, 0, 4440991, 4440991, 4440991, 4440991, 4440991, 4440991, 4440991, 9799092, 0, 9799092, 9799092, 9799092, 9799092, 9799092, 9799092, 9799092, 2.94655, 5.96046e-08, 2.94655, 2.94655, 2.94655, 2.94655, 2.94655, 2.94655, 2.94655, 2.21132, 2.98023e-08, 2.21132, 2.21132, 2.21132, 2.21132, 2.21132, 2.21132, 2.21132, 12.536, 0, 12.536, 12.536, 12.536, 12.536, 12.536, 12.536, 12.536, 4984243, 0, 4984243, 4984243, 4984243, 4984243, 4984243, 4984243, 4984243
Sat Jan 14 11:30:33 EST 2017, 1, 2, 0.000, 5, 23.398, 1.99465, 21.9927, 24.8033, 19.38, 23.91, 24.47, 24.6, 24.65, 66481.6, 1.95959, 66480.2, 66483, 66480, 66480, 66482, 66484, 66484, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4900626, 0, 4900626, 4900626, 4900626, 4900626, 4900626, 4900626, 4900626, 15748136, 0, 15748136, 15748136, 15748136, 15748136, 15748136, 15748136, 15748136, 2.23505, 2.98023e-08, 2.23505, 2.23505, 2.23505, 2.23505, 2.23505, 2.23505, 2.23505, 3.22001, 4.21468e-08, 3.22001, 3.22001, 3.22001, 3.22001, 3.22001, 3.22001, 3.22001, 12.6707, 2.38419e-07, 12.6707, 12.6707, 12.6707, 12.6707, 12.6707, 12.6707, 12.6707, 5464010, 0, 5464010, 5464010, 5464010, 5464010, 5464010, 5464010, 5464010
Sat Jan 14 11:32:41 EST 2017, 1, 5, 0.000, 5, 27.572, 0.897984, 26.9393, 28.2047, 25.76, 27.14, 27.805, 28.62, 28.69, 69290.4, 2.6533, 69288.5, 69292.3, 69288, 69288, 69292, 69292, 69296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4989402, 0, 4989402, 4989402, 4989402, 4989402, 4989402, 4989402, 4989402, 22860247, 0, 22860247, 22860247, 22860247, 22860247, 22860247, 22860247, 22860247, 1.50993, 0, 1.50993, 1.50993, 1.50993, 1.50993, 1.50993, 1.50993, 1.50993, 4.59096, 1.03238e-07, 4.59096, 4.59096, 4.59096, 4.59096, 4.59096, 4.59096, 4.59096, 12.5009, 1.68587e-07, 12.5009, 12.5009, 12.5009, 12.5009, 12.5009, 12.5009, 12.5009, 5834533, 0, 5834533, 5834533, 5834533, 5834533, 5834533, 5834533, 5834533
Sat Jan 14 11:34:48 EST 2017, 1, 10, 0.000, 5, 28.406, 0.499484, 28.0541, 28.7579, 27.68, 27.83, 28.65, 28.95, 29.01, 69332.8, 2.4, 69331.1, 69334.5, 69328, 69332, 69332, 69336, 69336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4990000, 0, 4990000, 4990000, 4990000, 4990000, 4990000, 4990000, 4990000, 24733238, 0, 24733238, 24733238, 24733238, 24733238, 24733238, 24733238, 24733238, 1.31623, 2.98023e-08, 1.31623, 1.31623, 1.31623, 1.31623, 1.31623, 1.31623, 1.31623, 4.96651, 0, 4.96651, 4.96651, 4.96651, 4.96651, 4.96651, 4.96651, 4.96651, 12.5032, 0, 12.5032, 12.5032, 12.5032, 12.5032, 12.5032, 12.5032, 12.5032, 6006520, 0, 6006520, 6006520, 6006520, 6006520, 6006520, 6006520, 6006520
Sat Jan 14 11:36:39 EST 2017, 1, 1, 0.250, 5, 18.694, 0.379268, 18.4268, 18.9612, 18.13, 18.13, 18.94, 19.04, 19.09, 61542.4, 2.6533, 61540.5, 61544.3, 61540, 61540, 61544, 61544, 61548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4434430, 0, 4434430, 4434430, 4434430, 4434430, 4434430, 4434430, 4434430, 9799042, 0, 9799042, 9799042, 9799042, 9799042, 9799042, 9799042, 9799042, 2.84208, 4.21468e-08, 2.84208, 2.84208, 2.84208, 2.84208, 2.84208, 2.84208, 2.84208, 2.21457, 2.98023e-08, 2.21457, 2.21457, 2.21457, 2.21457, 2.21457, 2.21457, 2.21457, 12.0765, 2.92002e-07, 12.0765, 12.0765, 12.0765, 12.0765, 12.0765, 12.0765, 12.0765, 5090756, 0, 5090756, 5090756, 5090756, 5090756, 5090756, 5090756, 5090756
Sat Jan 14 11:38:46 EST 2017, 1, 2, 0.250, 5, 23.425, 0.510123, 23.0656, 23.7844, 22.64, 22.67, 23.73, 23.83, 23.87, 63782.4, 2.6533, 63780.5, 63784.3, 63780, 63780, 63784, 63784, 63788, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4890168, 0, 4890168, 4890168, 4890168, 4890168, 4890168, 4890168, 4890168, 15748169, 0, 15748169, 15748169, 15748169, 15748169, 15748169, 15748169, 15748169, 2.1175, 0, 2.1175, 2.1175, 2.1175, 2.1175, 2.1175, 2.1175, 2.1175, 3.22689, 4.21468e-08, 3.22689, 3.22689, 3.22689, 3.22689, 3.22689, 3.22689, 3.22689, 12.0874, 0, 12.0874, 12.0874, 12.0874, 12.0874, 12.0874, 12.0874, 12.0874, 5588285, 0, 5588285, 5588285, 5588285, 5588285, 5588285, 5588285, 5588285
Sat Jan 14 11:40:53 EST 2017, 1, 5, 0.250, 5, 27.059, 0.692769, 26.5709, 27.5471, 26.41, 26.49, 27.18, 27.96, 27.98, 65590.4, 2.6533, 65588.5, 65592.3, 65588, 65588, 65592, 65592, 65596, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4986515, 0, 4986515, 4986515, 4986515, 4986515, 4986515, 4986515, 4986515, 22860080, 0, 22860080, 22860080, 22860080, 22860080, 22860080, 22860080, 22860080, 1.38953, 2.58096e-08, 1.38953, 1.38953, 1.38953, 1.38953, 1.38953, 1.38953, 1.38953, 4.59358, 1.03238e-07, 4.59358, 4.59358, 4.59358, 4.59358, 4.59358, 4.59358, 4.59358, 11.5428, 1.68587e-07, 11.5428, 11.5428, 11.5428, 11.5428, 11.5428, 11.5428, 11.5428, 5959186, 0, 5959186, 5959186, 5959186, 5959186, 5959186, 5959186, 5959186
Sat Jan 14 11:43:01 EST 2017, 1, 10, 0.250, 5, 28.054, 0.621051, 27.6164, 28.4916, 27.19, 27.33, 28.495, 28.58, 28.79, 66245.2, 1.83303, 66243.9, 66246.5, 66244, 66244, 66244, 66248, 66248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4989322, 0, 4989322, 4989322, 4989322, 4989322, 4989322, 4989322, 4989322, 24733129, 0, 24733129, 24733129, 24733129, 24733129, 24733129, 24733129, 24733129, 1.19195, 1.49012e-08, 1.19195, 1.19195, 1.19195, 1.19195, 1.19195, 1.19195, 1.19195, 4.96716, 0, 4.96716, 4.96716, 4.96716, 4.96716, 4.96716, 4.96716, 4.96716, 11.2193, 2.38419e-07, 11.2193, 11.2193, 11.2193, 11.2193, 11.2193, 11.2193, 11.2193, 6155981, 0, 6155981, 6155981, 6155981, 6155981, 6155981, 6155981, 6155981
Sat Jan 14 11:45:03 EST 2017, 1, 1, 0.000, 10, 28.123, 0.617253, 27.6881, 28.5579, 27.32, 27.35, 28.515, 28.78, 28.83, 75034.4, 2.6533, 75032.5, 75036.3, 75032, 75032, 75036, 75036, 75040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4932898, 0, 4932898, 4932898, 4932898, 4932898, 4932898, 4932898, 4932898, 19607610, 0, 19607610, 19607610, 19607610, 19607610, 19607610, 19607610, 19607610, 4.35429, 5.96046e-08, 4.35429, 4.35429, 4.35429, 4.35429, 4.35429, 4.35429, 4.35429, 3.98291, 7.30005e-08, 3.98291, 3.98291, 3.98291, 3.98291, 3.98291, 3.98291, 3.98291, 13.1842, 1.68587e-07, 13.1842, 13.1842, 13.1842, 13.1842, 13.1842, 13.1842, 13.1842, 5084827, 0, 5084827, 5084827, 5084827, 5084827, 5084827, 5084827, 5084827
