# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, ladderQ_timing_secs
Fri Jun 23 07:21:32 EDT 2017, 0.080, 7, 3, 0.120, 5, 1, 51, 481, 31, 14, 32, 24, 3.277, 2.353
Fri Jun 23 07:26:34 EDT 2017, 0.110, 3, 2, 0.150, 1, 3, 60, 546, 22, 9, 42, 78, 2.717, 2.947
Fri Jun 23 07:32:11 EDT 2017, 0.610, 7, 6, 0.650, 5, 8, 15, 396, 67, 19, 17, 33, 3.627, 4.023
Fri Jun 23 07:36:22 EDT 2017, 0.860, 5, 9, 0.400, 8, 1, 37, 471, 45, 14, 30, 10, 1.943, 2.917
Fri Jun 23 07:41:19 EDT 2017, 0.360, 9, 4, 0.900, 3, 6, 82, 321, 90, 5, 5, 55, 2.757, 2.857
Fri Jun 23 07:46:26 EDT 2017, 0.490, 4, 5, 0.020, 9, 7, 71, 434, 11, 12, 36, 44, 1.843, 1.857
Fri Jun 23 07:52:33 EDT 2017, 0.990, 8, 1, 0.520, 4, 2, 26, 584, 56, 2, 11, 89, 5.437, 5.673
Fri Jun 23 07:57:35 EDT 2017, 0.740, 2, 3, 0.270, 2, 9, 48, 359, 33, 7, 49, 66, 2.763, 2.767
Fri Jun 23 08:01:21 EDT 2017, 0.240, 6, 7, 0.770, 6, 4, 93, 509, 78, 17, 24, 21, 2.727, 2.750
Fri Jun 23 08:06:23 EDT 2017, 0.180, 4, 5, 0.590, 6, 5, 65, 340, 17, 8, 21, 16, 1.280, 1.250
Fri Jun 23 08:12:25 EDT 2017, 0.680, 9, 9, 0.090, 1, 9, 20, 490, 62, 18, 46, 61, 4.747, 5.233
Fri Jun 23 08:16:31 EDT 2017, 0.930, 2, 7, 0.840, 4, 3, 43, 415, 39, 13, 8, 83, 5.037, 7.250
Fri Jun 23 08:20:58 EDT 2017, 0.430, 7, 2, 0.340, 8, 7, 88, 565, 84, 3, 33, 38, 3.013, 3.310
Fri Jun 23 08:26:05 EDT 2017, 0.300, 1, 8, 0.710, 5, 6, 76, 453, 28, 11, 2, 72, 2.117, 2.340
Fri Jun 23 08:31:06 EDT 2017, 0.800, 5, 3, 0.210, 9, 2, 31, 303, 73, 1, 27, 27, 1.510, 1.487
Fri Jun 23 09:05:15 EDT 2017, 0.550, 3, 1, 0.960, 7, 8, 54, 528, 50, 6, 14, 50, 4.210, 4.583
Fri Jun 23 09:14:43 EDT 2017, 0.050, 8, 6, 0.460, 2, 4, 99, 378, 95, 15, 39, 95, 114.173, 6.757
Fri Jun 23 09:19:25 EDT 2017, 0.040, 1, 4, 0.850, 9, 7, 33, 495, 52, 2, 25, 31, 1.537, 1.730
Fri Jun 23 09:24:37 EDT 2017, 0.540, 5, 8, 0.350, 5, 2, 78, 345, 97, 11, 0, 76, 4.757, 5.143
Fri Jun 23 09:29:48 EDT 2017, 0.790, 3, 6, 0.600, 3, 9, 55, 570, 29, 16, 37, 99, 7.033, 11.073
Fri Jun 23 09:34:15 EDT 2017, 0.290, 7, 2, 0.100, 7, 5, 10, 420, 74, 7, 12, 54, 4.133, 4.560
Fri Jun 23 09:39:17 EDT 2017, 0.410, 4, 7, 0.980, 1, 3, 44, 307, 40, 19, 43, 65, 2.803, 3.157
Fri Jun 23 09:44:24 EDT 2017, 0.910, 8, 3, 0.480, 6, 8, 89, 457, 85, 9, 18, 20, 3.460, 3.753
Fri Jun 23 09:51:32 EDT 2017, 0.660, 2, 1, 0.730, 8, 1, 67, 382, 18, 4, 31, 43, 2.030, 3.033
Fri Jun 23 09:56:39 EDT 2017, 0.160, 6, 5, 0.230, 4, 6, 22, 532, 63, 14, 6, 88, 6.257, 6.647
Fri Jun 23 10:02:11 EDT 2017, 0.220, 3, 2, 0.410, 4, 5, 38, 401, 35, 1, 9, 93, 1.773, 1.850
Fri Jun 23 10:07:23 EDT 2017, 0.720, 8, 7, 0.910, 9, 1, 83, 551, 80, 10, 34, 48, 4.633, 6.127
Fri Jun 23 10:42:44 EDT 2017, 0.970, 1, 9, 0.160, 7, 7, 61, 326, 12, 15, 21, 26, 1800.000, 1800.000
Fri Jun 23 10:47:10 EDT 2017, 0.470, 6, 4, 0.660, 2, 3, 16, 476, 57, 6, 46, 71, 3.630, 3.650
Fri Jun 23 10:52:02 EDT 2017, 0.350, 2, 6, 0.290, 5, 4, 50, 589, 46, 17, 15, 37, 3.020, 3.410
Fri Jun 23 10:57:24 EDT 2017, 0.850, 7, 1, 0.790, 1, 8, 95, 439, 91, 8, 40, 82, 14.447, 16.830
Fri Jun 23 11:02:11 EDT 2017, 0.600, 5, 3, 0.040, 3, 2, 72, 514, 24, 3, 3, 59, 1.817, 2.050
Fri Jun 23 11:07:12 EDT 2017, 0.100, 9, 8, 0.540, 8, 6, 27, 364, 69, 13, 28, 14, 1.627, 1.610
Fri Jun 23 11:11:29 EDT 2017, 0.070, 5, 7, 0.700, 7, 9, 81, 448, 71, 10, 45, 90, 4.143, 4.243
Fri Jun 23 11:16:26 EDT 2017, 0.570, 9, 2, 0.200, 2, 4, 36, 598, 26, 19, 20, 45, 5.237, 6.010
Fri Jun 23 11:21:28 EDT 2017, 0.820, 3, 5, 0.950, 5, 6, 13, 373, 94, 14, 32, 23, 3.443, 3.737
Fri Jun 23 11:26:34 EDT 2017, 0.320, 7, 9, 0.450, 9, 2, 58, 523, 49, 5, 7, 68, 2.223, 2.467
Fri Jun 23 11:31:11 EDT 2017, 0.440, 1, 1, 0.570, 3, 1, 92, 560, 60, 12, 26, 34, 6.310, 6.623
Fri Jun 23 11:36:23 EDT 2017, 0.940, 6, 6, 0.070, 8, 5, 47, 410, 15, 3, 1, 79, 1.540, 1.523
Fri Jun 23 11:41:30 EDT 2017, 0.690, 4, 8, 0.820, 6, 3, 24, 485, 83, 7, 39, 57, 3.727, 3.943
Fri Jun 23 11:46:21 EDT 2017, 0.190, 8, 4, 0.320, 1, 8, 69, 335, 38, 17, 14, 12, 1.540, 1.503
Fri Jun 23 11:51:33 EDT 2017, 0.130, 2, 9, 0.010, 2, 8, 86, 467, 55, 8, 17, 29, 1.813, 1.853
Fri Jun 23 11:56:35 EDT 2017, 0.630, 6, 4, 0.510, 6, 4, 41, 317, 10, 18, 42, 74, 2.527, 3.023
Fri Jun 23 12:11:10 EDT 2017, 0.880, 4, 2, 0.260, 9, 6, 19, 542, 77, 13, 4, 96, 0.000, 322.103
Fri Jun 23 12:14:21 EDT 2017, 0.380, 9, 6, 0.760, 4, 1, 64, 392, 32, 4, 29, 51, 1.503, 1.617
Fri Jun 23 12:19:28 EDT 2017, 0.260, 3, 3, 0.130, 7, 3, 98, 354, 66, 11, 10, 62, 4.043, 4.223
Fri Jun 23 12:24:30 EDT 2017, 0.760, 8, 8, 0.630, 3, 7, 53, 504, 21, 1, 35, 17, 1.227, 1.157
Fri Jun 23 12:58:35 EDT 2017, 0.510, 1, 5, 0.380, 1, 5, 30, 429, 88, 6, 23, 40, 2.797, 2.877
Fri Jun 23 13:05:57 EDT 2017, 0.010, 5, 1, 0.880, 5, 9, 75, 579, 43, 16, 48, 85, 10.537, 107.567
Fri Jun 23 13:10:29 EDT 2017, 0.010, 5, 3, 0.430, 1, 6, 18, 531, 46, 16, 27, 74, 5.740, 8.537
Fri Jun 23 13:16:26 EDT 2017, 0.510, 9, 8, 0.930, 6, 2, 63, 381, 91, 7, 2, 29, 2.130, 2.110
Fri Jun 23 13:21:28 EDT 2017, 0.760, 2, 5, 0.180, 8, 9, 85, 456, 24, 2, 39, 51, 1.350, 1.337
Fri Jun 23 13:26:40 EDT 2017, 0.260, 7, 1, 0.680, 3, 4, 40, 306, 69, 11, 14, 96, 8.460, 8.923
Fri Jun 23 13:31:06 EDT 2017, 0.380, 1, 9, 0.310, 9, 3, 29, 419, 35, 4, 45, 18, 1.203, 1.187
Fri Jun 23 13:36:28 EDT 2017, 0.880, 6, 4, 0.810, 4, 7, 74, 569, 80, 14, 20, 63, 12.027, 14.937
Fri Jun 23 13:41:25 EDT 2017, 0.630, 3, 2, 0.060, 2, 1, 96, 344, 13, 19, 33, 85, 4.033, 5.340
Fri Jun 23 13:46:26 EDT 2017, 0.130, 8, 6, 0.560, 7, 5, 51, 494, 58, 9, 8, 40, 2.440, 2.430
Fri Jun 23 13:51:33 EDT 2017, 0.200, 2, 1, 0.750, 6, 6, 12, 362, 41, 15, 11, 46, 3.823, 4.523
Fri Jun 23 13:56:35 EDT 2017, 0.700, 6, 6, 0.250, 2, 1, 57, 512, 86, 5, 36, 91, 5.137, 5.330
Fri Jun 23 14:01:06 EDT 2017, 0.950, 4, 8, 0.500, 4, 8, 80, 437, 18, 1, 24, 68, 1.193, 1.193
Fri Jun 23 14:06:13 EDT 2017, 0.450, 9, 4, 0.000, 8, 3, 35, 587, 63, 10, 49, 23, 2.850, 3.253
Fri Jun 23 14:11:21 EDT 2017, 0.320, 3, 7, 0.870, 5, 5, 23, 475, 52, 3, 17, 80, 2.127, 2.137
Fri Jun 23 14:16:27 EDT 2017, 0.820, 7, 2, 0.370, 9, 9, 68, 325, 97, 13, 42, 35, 6.640, 7.250
Fri Jun 23 14:21:29 EDT 2017, 0.570, 1, 5, 0.620, 7, 2, 91, 550, 30, 17, 5, 12, 2.093, 2.130
Fri Jun 23 14:26:36 EDT 2017, 0.070, 5, 9, 0.120, 3, 7, 46, 400, 75, 8, 30, 57, 2.470, 2.637
Fri Jun 23 14:31:13 EDT 2017, 0.100, 1, 6, 0.090, 3, 9, 66, 334, 66, 14, 44, 49, 2.763, 2.750
Fri Jun 23 14:36:14 EDT 2017, 0.600, 5, 2, 0.590, 7, 5, 21, 484, 21, 5, 19, 94, 2.780, 2.960
Fri Jun 23 14:42:28 EDT 2017, 0.850, 3, 4, 0.340, 5, 7, 43, 409, 89, 10, 31, 71, 7.943, 9.560
Fri Jun 23 14:47:37 EDT 2017, 0.350, 8, 8, 0.840, 1, 3, 88, 559, 44, 19, 6, 26, 2.450, 2.443
Fri Jun 23 14:51:32 EDT 2017, 0.480, 4, 3, 0.220, 6, 1, 77, 522, 55, 7, 25, 82, 5.140, 5.653
Fri Jun 23 15:27:08 EDT 2017, 0.980, 9, 7, 0.720, 2, 6, 32, 372, 10, 17, 0, 37, 1800.000, 1800.000
Fri Jun 23 15:31:14 EDT 2017, 0.730, 2, 9, 0.470, 4, 4, 54, 597, 77, 12, 38, 15, 2.217, 2.723
Fri Jun 23 15:36:16 EDT 2017, 0.230, 7, 5, 0.970, 9, 8, 99, 447, 32, 2, 13, 60, 1.570, 1.557
Fri Jun 23 15:41:22 EDT 2017, 0.170, 4, 8, 0.650, 8, 8, 60, 578, 61, 13, 16, 77, 4.353, 4.663
