# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, 2tHeap_timing_secs
Mon Jan  9 10:45:17 EST 2017, 3072, 0.390, 9, 0.150, 356, 53, 11, 39, 48, 65.767, 59.043
Mon Jan  9 10:45:37 EST 2017, 8022, 0.890, 4, 0.650, 506, 98, 1, 14, 93, 17.100, 16.847
Mon Jan  9 10:45:49 EST 2017, 5547, 0.140, 2, 0.400, 581, 31, 6, 26, 26, 10.463, 9.790
Mon Jan  9 10:46:56 EST 2017, 597, 0.640, 6, 0.900, 431, 76, 15, 1, 71, 60.637, 36.947
Mon Jan  9 10:47:25 EST 2017, 443, 0.400, 3, 0.260, 520, 38, 9, 46, 22, 26.120, 23.467
Mon Jan  9 10:50:18 EST 2017, 5393, 0.900, 8, 0.760, 370, 83, 19, 21, 67, 158.523, 141.880
Mon Jan  9 10:50:38 EST 2017, 7868, 0.150, 6, 0.010, 445, 15, 14, 33, 44, 17.887, 17.733
Mon Jan  9 10:51:00 EST 2017, 2918, 0.650, 1, 0.510, 595, 60, 4, 8, 89, 18.233, 18.783
Mon Jan  9 10:51:11 EST 2017, 4155, 0.030, 9, 0.390, 407, 72, 7, 15, 10, 9.030, 7.337
Mon Jan  9 10:52:29 EST 2017, 9105, 0.530, 5, 0.890, 557, 27, 16, 40, 55, 76.997, 68.700
Mon Jan  9 10:53:02 EST 2017, 6630, 0.280, 2, 0.140, 482, 94, 12, 2, 33, 23.800, 23.087
Mon Jan  9 10:53:17 EST 2017, 1680, 0.780, 7, 0.640, 332, 49, 2, 27, 78, 12.630, 12.910
Mon Jan  9 10:53:19 EST 2017, 2299, 0.220, 1, 0.950, 351, 43, 8, 5, 16, 1.903, 1.497
Mon Jan  9 10:57:26 EST 2017, 7249, 0.720, 5, 0.450, 501, 88, 18, 30, 61, 222.330, 195.397
Mon Jan  9 10:57:47 EST 2017, 9724, 0.470, 7, 0.700, 576, 21, 13, 18, 38, 18.857, 18.030
Mon Jan  9 10:58:29 EST 2017, 4774, 0.970, 3, 0.200, 426, 66, 3, 43, 83, 36.957, 38.263
Mon Jan  9 10:58:58 EST 2017, 3536, 0.340, 6, 0.820, 539, 55, 6, 36, 27, 26.083, 24.200
Mon Jan  9 10:59:06 EST 2017, 8486, 0.840, 2, 0.320, 389, 10, 15, 11, 72, 7.213, 6.370
Mon Jan  9 11:00:31 EST 2017, 6011, 0.090, 4, 0.570, 314, 77, 10, 49, 50, 76.897, 68.637
