# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, 2tHeap_timing_secs
Mon Jan  9 10:44:10 EST 2017, 100, 0.000, 1, 0.000, 300, 10, 1, 0, 10, 1.210, 1.210
Mon Jan  9 10:44:55 EST 2017, 5050, 0.500, 5, 0.500, 450, 55, 10, 25, 55, 44.403, 41.833
Mon Jan  9 10:45:12 EST 2017, 7525, 0.250, 7, 0.250, 525, 32, 15, 12, 32, 16.927, 15.127
Mon Jan  9 10:45:57 EST 2017, 2575, 0.750, 3, 0.750, 375, 77, 5, 37, 77, 42.000, 42.093
Mon Jan  9 10:46:10 EST 2017, 3812, 0.370, 6, 0.120, 562, 88, 3, 31, 21, 12.650, 12.580
Mon Jan  9 10:46:27 EST 2017, 8762, 0.870, 2, 0.620, 412, 43, 12, 6, 66, 16.473, 13.847
Mon Jan  9 10:47:41 EST 2017, 6287, 0.120, 4, 0.370, 337, 66, 17, 43, 43, 73.453, 68.720
Mon Jan  9 10:48:00 EST 2017, 1337, 0.620, 8, 0.870, 487, 21, 8, 18, 88, 19.367, 17.810
Mon Jan  9 10:48:03 EST 2017, 1956, 0.310, 3, 0.680, 468, 26, 2, 46, 26, 2.880, 2.893
Mon Jan  9 10:49:00 EST 2017, 6906, 0.810, 8, 0.180, 318, 71, 11, 21, 71, 56.097, 50.517
Mon Jan  9 10:50:13 EST 2017, 9381, 0.060, 6, 0.930, 393, 49, 16, 34, 49, 64.697, 55.873
Mon Jan  9 10:50:45 EST 2017, 4431, 0.560, 1, 0.430, 543, 94, 6, 9, 94, 29.517, 29.030
Mon Jan  9 10:50:51 EST 2017, 3193, 0.180, 9, 0.560, 431, 83, 4, 15, 15, 5.703, 5.540
Mon Jan  9 10:52:10 EST 2017, 8143, 0.680, 4, 0.060, 581, 38, 14, 40, 60, 77.703, 74.393
Mon Jan  9 10:52:30 EST 2017, 5668, 0.430, 2, 0.810, 506, 60, 18, 3, 38, 19.567, 14.753
Mon Jan  9 10:52:45 EST 2017, 718, 0.930, 7, 0.310, 356, 15, 9, 28, 83, 14.753, 14.053
Mon Jan  9 10:53:52 EST 2017, 1028, 0.460, 8, 0.400, 384, 40, 11, 42, 80, 65.673, 64.120
Mon Jan  9 10:53:57 EST 2017, 5978, 0.960, 4, 0.900, 534, 85, 1, 17, 35, 4.890, 4.890
Mon Jan  9 10:54:02 EST 2017, 8453, 0.210, 1, 0.150, 459, 18, 6, 29, 57, 4.583, 4.637
Mon Jan  9 10:54:06 EST 2017, 3503, 0.710, 6, 0.650, 309, 63, 15, 4, 12, 4.523, 3.737
Mon Jan  9 10:56:31 EST 2017, 4740, 0.090, 5, 0.280, 496, 74, 13, 23, 91, 143.310, 121.737
Mon Jan  9 10:56:39 EST 2017, 9690, 0.590, 9, 0.780, 346, 29, 3, 48, 46, 7.953, 7.813
Mon Jan  9 10:57:33 EST 2017, 7215, 0.340, 7, 0.030, 421, 97, 8, 10, 69, 53.150, 44.327
Mon Jan  9 10:58:08 EST 2017, 2265, 0.840, 2, 0.530, 571, 52, 18, 35, 24, 34.863, 33.900
Mon Jan  9 10:59:02 EST 2017, 1646, 0.150, 5, 0.840, 553, 46, 12, 7, 97, 50.890, 43.087
Mon Jan  9 10:59:10 EST 2017, 6596, 0.650, 1, 0.340, 403, 91, 2, 32, 52, 7.503, 8.277
Mon Jan  9 10:59:21 EST 2017, 9071, 0.400, 3, 0.590, 328, 24, 7, 20, 74, 10.100, 9.350
Mon Jan  9 11:00:48 EST 2017, 4121, 0.900, 8, 0.090, 478, 69, 17, 45, 29, 85.167, 80.990
Mon Jan  9 11:01:47 EST 2017, 2884, 0.280, 2, 0.960, 365, 57, 14, 26, 85, 57.583, 52.033
