# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, 3tHeap_timing_secs
Mon Jan  9 09:24:18 EST 2017, 4450, 0.060, 9, 0.660, 459, 38, 1, 12, 56, 4.013, 4.373
Mon Jan  9 09:24:31 EST 2017, 9400, 0.560, 5, 0.160, 309, 83, 11, 37, 11, 12.923, 12.253
Mon Jan  9 09:24:37 EST 2017, 6925, 0.310, 2, 0.910, 384, 15, 16, 0, 79, 5.000, 3.267
Mon Jan  9 09:24:59 EST 2017, 1975, 0.810, 7, 0.410, 534, 60, 6, 25, 34, 22.337, 21.190
Mon Jan  9 09:25:08 EST 2017, 1356, 0.120, 1, 0.230, 591, 55, 5, 3, 62, 7.973, 8.693
Mon Jan  9 09:25:12 EST 2017, 6306, 0.620, 5, 0.730, 441, 10, 14, 28, 17, 3.603, 3.430
Mon Jan  9 09:27:25 EST 2017, 8781, 0.370, 8, 0.480, 366, 77, 19, 15, 85, 128.943, 96.027
Mon Jan  9 09:27:50 EST 2017, 3831, 0.870, 3, 0.980, 516, 32, 10, 40, 40, 25.040, 23.200
Mon Jan  9 09:28:00 EST 2017, 2594, 0.250, 6, 0.100, 328, 43, 2, 34, 73, 9.443, 9.977
Mon Jan  9 09:28:19 EST 2017, 7544, 0.750, 2, 0.600, 478, 88, 12, 9, 28, 18.617, 15.767
Mon Jan  9 09:29:50 EST 2017, 5069, 0.000, 4, 0.350, 553, 21, 17, 46, 96, 88.870, 83.163
Mon Jan  9 09:30:18 EST 2017, 119, 0.500, 9, 0.850, 403, 66, 7, 21, 51, 28.100, 27.273
Mon Jan  9 09:31:26 EST 2017, 129, 0.250, 4, 0.150, 568, 49, 14, 21, 65, 66.000, 59.853
Mon Jan  9 09:31:47 EST 2017, 5079, 0.750, 8, 0.650, 418, 94, 5, 46, 20, 21.027, 20.393
Mon Jan  9 09:32:00 EST 2017, 7554, 0.000, 6, 0.400, 343, 26, 9, 8, 87, 12.720, 10.897
Mon Jan  9 09:33:16 EST 2017, 2604, 0.500, 2, 0.900, 493, 71, 19, 33, 42, 75.717, 67.087
Mon Jan  9 09:34:38 EST 2017, 3841, 0.120, 9, 0.020, 306, 60, 12, 39, 76, 79.820, 73.953
Mon Jan  9 09:34:39 EST 2017, 8791, 0.620, 5, 0.520, 456, 15, 2, 14, 31, 1.130, 1.093
Mon Jan  9 09:36:16 EST 2017, 6316, 0.370, 3, 0.270, 531, 83, 7, 27, 99, 96.720, 89.160
Mon Jan  9 09:36:34 EST 2017, 1366, 0.870, 7, 0.770, 381, 38, 17, 2, 54, 17.403, 11.373
Mon Jan  9 09:36:57 EST 2017, 1985, 0.060, 1, 0.580, 437, 32, 13, 30, 71, 21.790, 21.370
Mon Jan  9 09:37:03 EST 2017, 6935, 0.560, 5, 0.080, 587, 77, 3, 5, 26, 5.943, 5.953
Mon Jan  9 09:37:22 EST 2017, 9410, 0.310, 8, 0.830, 512, 10, 8, 43, 93, 18.853, 17.950
Mon Jan  9 09:38:01 EST 2017, 4460, 0.810, 3, 0.330, 362, 55, 18, 18, 48, 38.680, 32.900
Mon Jan  9 09:38:46 EST 2017, 3222, 0.430, 7, 0.710, 474, 66, 11, 11, 59, 44.507, 35.753
Mon Jan  9 09:38:47 EST 2017, 8172, 0.930, 2, 0.210, 324, 21, 1, 36, 14, 0.410, 0.460
Mon Jan  9 09:39:43 EST 2017, 5697, 0.180, 4, 0.960, 399, 88, 6, 24, 82, 55.027, 48.317
Mon Jan  9 09:40:56 EST 2017, 747, 0.680, 9, 0.460, 549, 43, 15, 49, 37, 73.370, 68.697
Mon Jan  9 09:41:06 EST 2017, 1057, 0.210, 5, 0.300, 503, 24, 5, 35, 40, 9.740, 9.427
Mon Jan  9 09:41:37 EST 2017, 6007, 0.710, 1, 0.800, 353, 69, 15, 10, 85, 29.943, 24.973
Mon Jan  9 09:42:04 EST 2017, 8482, 0.460, 3, 0.050, 428, 46, 19, 47, 17, 26.747, 25.443
Mon Jan  9 09:43:52 EST 2017, 3532, 0.960, 7, 0.550, 578, 91, 10, 22, 62, 106.877, 93.310
Mon Jan  9 09:43:59 EST 2017, 4769, 0.340, 2, 0.430, 390, 80, 3, 4, 51, 6.127, 6.660
Mon Jan  9 09:45:19 EST 2017, 9719, 0.840, 6, 0.930, 540, 35, 12, 29, 96, 79.453, 70.380
Mon Jan  9 09:45:52 EST 2017, 7244, 0.090, 9, 0.180, 465, 57, 17, 16, 28, 32.760, 27.463
Mon Jan  9 09:46:02 EST 2017, 2294, 0.590, 4, 0.680, 315, 12, 8, 41, 73, 9.523, 9.027
Mon Jan  9 09:46:05 EST 2017, 1675, 0.400, 8, 0.990, 371, 18, 4, 13, 45, 2.777, 2.537
Mon Jan  9 09:48:47 EST 2017, 6625, 0.900, 3, 0.490, 521, 63, 14, 38, 90, 160.607, 145.473
Mon Jan  9 09:48:51 EST 2017, 9100, 0.150, 1, 0.740, 596, 41, 18, 0, 23, 4.573, 3.673
Mon Jan  9 09:50:14 EST 2017, 4150, 0.650, 6, 0.240, 446, 86, 9, 25, 68, 80.487, 73.950
Mon Jan  9 09:50:33 EST 2017, 2913, 0.030, 5, 0.870, 559, 97, 2, 44, 34, 19.353, 19.387
Mon Jan  9 09:51:30 EST 2017, 7863, 0.530, 9, 0.370, 409, 52, 11, 19, 79, 56.087, 47.653
Mon Jan  9 09:51:49 EST 2017, 5388, 0.280, 7, 0.620, 334, 74, 16, 32, 12, 18.800, 17.433
Mon Jan  9 09:51:55 EST 2017, 438, 0.780, 2, 0.120, 484, 29, 6, 7, 57, 5.600, 5.547
Mon Jan  9 09:52:30 EST 2017, 593, 0.010, 7, 0.690, 395, 84, 19, 37, 13, 34.830, 32.460
Mon Jan  9 09:52:51 EST 2017, 5543, 0.510, 3, 0.190, 545, 39, 9, 12, 58, 20.427, 18.123
Mon Jan  9 09:52:58 EST 2017, 8018, 0.260, 1, 0.940, 470, 62, 4, 25, 35, 6.260, 6.493
Mon Jan  9 09:53:05 EST 2017, 3068, 0.760, 5, 0.440, 320, 17, 14, 0, 80, 6.327, 4.107
Mon Jan  9 09:53:18 EST 2017, 4305, 0.390, 4, 0.570, 507, 28, 16, 18, 24, 12.953, 11.370
Mon Jan  9 09:54:24 EST 2017, 9255, 0.890, 8, 0.070, 357, 73, 7, 43, 69, 65.467, 62.440
Mon Jan  9 09:54:28 EST 2017, 6780, 0.140, 6, 0.820, 432, 50, 2, 6, 47, 3.880, 4.073
Mon Jan  9 09:57:05 EST 2017, 1830, 0.640, 2, 0.320, 582, 95, 11, 31, 92, 156.320, 141.910
Mon Jan  9 09:57:54 EST 2017, 2449, 0.320, 6, 0.010, 526, 90, 17, 9, 30, 48.063, 35.967
Mon Jan  9 09:58:13 EST 2017, 7399, 0.820, 1, 0.510, 376, 45, 8, 34, 75, 18.920, 18.293
Mon Jan  9 09:58:22 EST 2017, 9874, 0.070, 3, 0.260, 301, 67, 3, 22, 52, 8.910, 9.083
Mon Jan  9 09:59:30 EST 2017, 4924, 0.570, 8, 0.760, 451, 22, 13, 47, 97, 67.137, 62.960
Mon Jan  9 09:59:32 EST 2017, 3686, 0.200, 2, 0.130, 338, 11, 15, 28, 19, 2.440, 2.290
Mon Jan  9 09:59:49 EST 2017, 8636, 0.700, 7, 0.630, 488, 56, 6, 3, 64, 16.537, 13.650
Mon Jan  9 09:59:55 EST 2017, 6161, 0.450, 9, 0.380, 563, 33, 1, 40, 41, 3.967, 4.470
Mon Jan  9 10:01:01 EST 2017, 1211, 0.950, 4, 0.880, 413, 78, 10, 15, 86, 65.567, 53.220
Mon Jan  9 10:01:12 EST 2017, 902, 0.480, 1, 0.850, 329, 59, 10, 4, 78, 10.780, 9.677
Mon Jan  9 10:01:27 EST 2017, 5852, 0.980, 6, 0.350, 479, 14, 19, 29, 33, 14.457, 13.560
Mon Jan  9 10:03:04 EST 2017, 8327, 0.230, 8, 0.600, 554, 81, 14, 17, 55, 94.213, 79.590
Mon Jan  9 10:03:08 EST 2017, 3377, 0.730, 4, 0.100, 404, 36, 5, 42, 10, 3.380, 3.337
Mon Jan  9 10:04:26 EST 2017, 4614, 0.110, 7, 0.970, 592, 48, 7, 36, 89, 77.760, 71.897
Mon Jan  9 10:05:14 EST 2017, 9564, 0.610, 2, 0.470, 442, 93, 17, 11, 44, 46.807, 37.743
Mon Jan  9 10:05:52 EST 2017, 7089, 0.360, 5, 0.720, 367, 25, 12, 48, 66, 37.333, 34.753
Mon Jan  9 10:05:59 EST 2017, 2139, 0.860, 9, 0.220, 517, 70, 3, 23, 21, 7.817, 7.753
Mon Jan  9 10:07:54 EST 2017, 1521, 0.170, 3, 0.410, 460, 76, 8, 45, 94, 111.110, 108.560
Mon Jan  9 10:08:18 EST 2017, 6471, 0.670, 8, 0.910, 310, 31, 18, 20, 49, 23.597, 20.760
Mon Jan  9 10:11:12 EST 2017, 8946, 0.420, 5, 0.160, 385, 98, 13, 32, 72, 154.360, 125.753
Mon Jan  9 10:11:15 EST 2017, 3996, 0.920, 1, 0.660, 535, 53, 4, 7, 27, 2.610, 2.730
