# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, heap_timing_secs
Mon Jan  9 11:17:23 EST 2017, 8796, 0.000, 1, 0.850, 492, 52, 4, 25, 64, 10.663, 11.180
Mon Jan  9 11:17:35 EST 2017, 3846, 0.500, 6, 0.350, 342, 97, 13, 0, 19, 10.033, 9.913
Mon Jan  9 11:21:41 EST 2017, 2608, 0.120, 5, 0.730, 454, 86, 16, 19, 98, 214.053, 229.030
Mon Jan  9 11:22:06 EST 2017, 7558, 0.620, 9, 0.230, 304, 41, 6, 44, 53, 22.977, 24.813
Mon Jan  9 11:22:12 EST 2017, 5083, 0.370, 7, 0.980, 379, 63, 1, 7, 75, 6.097, 5.477
Mon Jan  9 11:22:30 EST 2017, 133, 0.870, 3, 0.480, 529, 18, 11, 32, 30, 13.270, 13.497
Mon Jan  9 11:24:56 EST 2017, 124, 0.120, 6, 0.500, 442, 80, 8, 36, 83, 122.150, 140.620
Mon Jan  9 11:25:18 EST 2017, 5074, 0.620, 1, 0.000, 592, 35, 17, 11, 38, 17.980, 16.910
Mon Jan  9 11:28:06 EST 2017, 7549, 0.370, 3, 0.750, 517, 58, 12, 48, 61, 129.690, 144.983
Mon Jan  9 11:28:07 EST 2017, 2599, 0.870, 8, 0.250, 367, 13, 3, 23, 16, 0.993, 0.927
Mon Jan  9 11:28:16 EST 2017, 3836, 0.250, 2, 0.630, 480, 24, 5, 4, 95, 7.890, 7.507
Mon Jan  9 11:29:50 EST 2017, 8786, 0.750, 7, 0.130, 330, 69, 15, 29, 50, 78.427, 92.527
Mon Jan  9 11:30:38 EST 2017, 6311, 0.000, 9, 0.880, 405, 46, 10, 17, 72, 44.833, 43.333
Mon Jan  9 11:30:46 EST 2017, 1361, 0.500, 4, 0.380, 555, 91, 1, 42, 27, 7.287, 7.143
Mon Jan  9 11:34:00 EST 2017, 1980, 0.430, 8, 0.190, 574, 97, 9, 14, 89, 150.580, 176.693
Mon Jan  9 11:36:06 EST 2017, 6930, 0.930, 4, 0.690, 424, 52, 18, 39, 44, 105.580, 106.843
Mon Jan  9 11:36:38 EST 2017, 9405, 0.180, 2, 0.440, 349, 74, 14, 1, 66, 26.837, 29.740
Mon Jan  9 11:36:45 EST 2017, 4455, 0.680, 6, 0.940, 499, 29, 4, 26, 21, 4.027, 6.290
Mon Jan  9 11:37:10 EST 2017, 3217, 0.060, 5, 0.060, 311, 18, 6, 45, 78, 20.817, 19.083
Mon Jan  9 11:38:13 EST 2017, 8167, 0.560, 9, 0.560, 461, 63, 16, 20, 33, 56.083, 59.443
Mon Jan  9 11:39:30 EST 2017, 5692, 0.310, 7, 0.310, 536, 41, 11, 32, 55, 61.673, 74.217
Mon Jan  9 11:39:34 EST 2017, 742, 0.810, 3, 0.810, 386, 86, 2, 7, 10, 1.923, 2.057
Mon Jan  9 11:40:03 EST 2017, 1052, 0.340, 4, 0.910, 358, 60, 18, 18, 19, 22.200, 25.200
Mon Jan  9 11:40:38 EST 2017, 6002, 0.840, 8, 0.410, 508, 15, 8, 43, 64, 22.550, 29.830
Mon Jan  9 11:40:54 EST 2017, 8477, 0.090, 6, 0.660, 583, 83, 3, 6, 41, 12.990, 15.790
Mon Jan  9 11:41:47 EST 2017, 3527, 0.590, 1, 0.160, 433, 38, 13, 31, 86, 36.910, 49.457
Mon Jan  9 11:43:25 EST 2017, 4764, 0.210, 9, 0.780, 545, 49, 15, 37, 30, 75.143, 75.287
Mon Jan  9 11:44:25 EST 2017, 9714, 0.710, 5, 0.280, 395, 94, 6, 12, 75, 47.770, 56.070
Mon Jan  9 11:44:27 EST 2017, 7239, 0.460, 2, 0.530, 320, 27, 1, 25, 52, 1.400, 1.603
Mon Jan  9 11:45:59 EST 2017, 2289, 0.960, 7, 0.030, 470, 72, 11, 0, 97, 85.350, 73.200
Mon Jan  9 11:46:32 EST 2017, 1671, 0.030, 1, 0.340, 489, 66, 19, 28, 24, 27.257, 30.513
Mon Jan  9 11:46:41 EST 2017, 6621, 0.530, 5, 0.840, 339, 21, 9, 3, 69, 7.133, 7.607
Mon Jan  9 11:47:40 EST 2017, 9096, 0.280, 7, 0.090, 414, 88, 5, 40, 47, 51.253, 55.963
Mon Jan  9 11:49:47 EST 2017, 4146, 0.780, 3, 0.590, 564, 43, 14, 15, 92, 84.087, 107.527
Mon Jan  9 11:49:54 EST 2017, 2908, 0.400, 6, 0.470, 377, 32, 17, 9, 13, 5.827, 4.403
Mon Jan  9 11:50:58 EST 2017, 7858, 0.900, 2, 0.970, 527, 77, 7, 34, 58, 60.600, 54.487
Mon Jan  9 11:51:00 EST 2017, 5383, 0.150, 4, 0.220, 452, 10, 2, 21, 36, 1.230, 1.210
Mon Jan  9 11:52:59 EST 2017, 433, 0.650, 9, 0.720, 302, 55, 12, 46, 81, 98.337, 117.323
Mon Jan  9 11:53:03 EST 2017, 588, 0.390, 1, 0.080, 541, 48, 3, 4, 34, 3.510, 2.263
Mon Jan  9 11:56:38 EST 2017, 5538, 0.890, 6, 0.580, 391, 93, 13, 29, 79, 204.903, 184.107
Mon Jan  9 11:56:44 EST 2017, 8013, 0.140, 8, 0.330, 316, 25, 17, 16, 12, 4.820, 4.923
Mon Jan  9 11:58:04 EST 2017, 3063, 0.640, 3, 0.830, 466, 70, 8, 41, 57, 70.860, 75.947
Mon Jan  9 11:58:14 EST 2017, 4300, 0.010, 7, 0.200, 353, 59, 1, 35, 45, 7.647, 7.743
Mon Jan  9 11:58:26 EST 2017, 9250, 0.510, 2, 0.700, 503, 14, 10, 10, 90, 11.233, 10.450
Mon Jan  9 12:00:19 EST 2017, 6775, 0.260, 5, 0.450, 578, 81, 15, 47, 23, 98.377, 109.427
Mon Jan  9 12:00:55 EST 2017, 1825, 0.760, 9, 0.950, 428, 36, 6, 22, 68, 27.913, 31.253
Mon Jan  9 12:01:22 EST 2017, 2444, 0.200, 3, 0.640, 410, 42, 4, 44, 51, 20.703, 21.123
Mon Jan  9 12:05:59 EST 2017, 7394, 0.700, 7, 0.140, 560, 87, 14, 19, 96, 260.880, 260.430
Mon Jan  9 12:06:34 EST 2017, 9869, 0.450, 5, 0.890, 485, 20, 19, 32, 29, 23.927, 28.863
Mon Jan  9 12:06:58 EST 2017, 4919, 0.950, 1, 0.390, 335, 65, 9, 7, 74, 18.460, 21.143
Mon Jan  9 12:07:09 EST 2017, 3681, 0.320, 8, 0.520, 522, 76, 2, 13, 40, 8.817, 9.637
Mon Jan  9 12:08:42 EST 2017, 8631, 0.820, 4, 0.020, 372, 31, 12, 38, 85, 61.440, 84.677
Mon Jan  9 12:08:54 EST 2017, 6156, 0.070, 2, 0.770, 447, 98, 16, 0, 17, 10.033, 9.717
Mon Jan  9 12:09:56 EST 2017, 1206, 0.570, 6, 0.270, 597, 53, 7, 25, 62, 57.723, 56.590
Mon Jan  9 12:11:10 EST 2017, 897, 0.100, 8, 0.480, 456, 28, 13, 39, 59, 60.397, 68.660
Mon Jan  9 12:11:15 EST 2017, 5847, 0.600, 3, 0.980, 306, 73, 4, 14, 14, 3.790, 3.787
Mon Jan  9 12:11:47 EST 2017, 8322, 0.350, 1, 0.230, 381, 51, 9, 27, 82, 28.053, 27.803
Mon Jan  9 12:13:16 EST 2017, 3372, 0.850, 5, 0.730, 531, 96, 18, 2, 37, 57.403, 79.193
Mon Jan  9 12:15:14 EST 2017, 4610, 0.480, 4, 0.360, 419, 84, 11, 21, 71, 105.713, 104.507
Mon Jan  9 12:15:20 EST 2017, 9560, 0.980, 9, 0.860, 569, 39, 1, 46, 26, 4.767, 5.287
Mon Jan  9 12:16:14 EST 2017, 7085, 0.230, 6, 0.110, 494, 62, 6, 8, 93, 47.217, 52.097
Mon Jan  9 12:16:35 EST 2017, 2135, 0.730, 2, 0.610, 344, 17, 16, 33, 48, 19.153, 15.287
Mon Jan  9 12:16:49 EST 2017, 1516, 0.290, 6, 0.800, 325, 11, 14, 11, 76, 9.347, 11.900
Mon Jan  9 12:17:04 EST 2017, 6466, 0.790, 1, 0.300, 475, 56, 5, 36, 31, 11.417, 10.727
Mon Jan  9 12:18:48 EST 2017, 8941, 0.040, 4, 0.550, 550, 34, 10, 24, 99, 66.967, 96.157
Mon Jan  9 12:23:14 EST 2017, 3991, 0.540, 8, 0.050, 400, 79, 19, 49, 54, 228.473, 252.927
Mon Jan  9 12:26:12 EST 2017, 2753, 0.170, 3, 0.920, 588, 90, 12, 30, 65, 156.460, 171.400
Mon Jan  9 12:26:15 EST 2017, 7703, 0.670, 7, 0.420, 438, 45, 3, 5, 20, 1.903, 2.093
Mon Jan  9 12:28:19 EST 2017, 5228, 0.420, 9, 0.670, 363, 67, 7, 43, 88, 106.197, 105.830
Mon Jan  9 12:28:57 EST 2017, 278, 0.920, 5, 0.170, 513, 22, 17, 18, 43, 33.663, 23.693
Mon Jan  9 12:28:59 EST 2017, 356, 0.270, 9, 0.310, 393, 17, 1, 2, 93, 1.497, 1.723
Mon Jan  9 12:30:38 EST 2017, 5306, 0.770, 5, 0.810, 543, 62, 10, 27, 48, 90.533, 65.257
Mon Jan  9 12:31:44 EST 2017, 7781, 0.020, 3, 0.060, 468, 40, 15, 14, 70, 51.657, 54.593
Mon Jan  9 12:32:23 EST 2017, 2831, 0.520, 7, 0.560, 318, 85, 6, 39, 25, 31.973, 34.097
Mon Jan  9 12:33:30 EST 2017, 4068, 0.140, 4, 0.430, 506, 96, 3, 33, 81, 57.800, 64.150
Mon Jan  9 12:33:52 EST 2017, 9018, 0.640, 8, 0.930, 356, 51, 13, 8, 36, 20.680, 18.573
Mon Jan  9 12:38:15 EST 2017, 6543, 0.390, 6, 0.180, 431, 74, 18, 45, 59, 225.263, 244.607
Mon Jan  9 12:38:20 EST 2017, 1593, 0.890, 1, 0.680, 581, 29, 8, 20, 14, 3.077, 4.460
Mon Jan  9 12:38:39 EST 2017, 2212, 0.080, 7, 0.990, 562, 23, 2, 48, 87, 16.903, 16.947
Mon Jan  9 12:39:42 EST 2017, 7162, 0.580, 2, 0.490, 412, 68, 12, 23, 42, 56.847, 48.557
Mon Jan  9 12:41:34 EST 2017, 9637, 0.330, 4, 0.740, 337, 46, 16, 36, 64, 85.893, 91.103
Mon Jan  9 12:41:53 EST 2017, 4687, 0.830, 9, 0.240, 487, 91, 7, 11, 19, 14.523, 17.833
Mon Jan  9 12:42:21 EST 2017, 3449, 0.460, 1, 0.870, 374, 79, 5, 17, 98, 24.277, 27.093
Mon Jan  9 12:44:13 EST 2017, 8399, 0.960, 5, 0.370, 524, 34, 14, 42, 53, 83.037, 96.963
Mon Jan  9 12:46:40 EST 2017, 5924, 0.210, 8, 0.620, 599, 57, 19, 5, 76, 118.910, 121.257
Mon Jan  9 12:46:46 EST 2017, 974, 0.710, 3, 0.120, 449, 12, 9, 30, 31, 5.063, 6.330
Mon Jan  9 12:47:01 EST 2017, 1284, 0.240, 2, 0.150, 309, 37, 11, 41, 22, 9.213, 12.423
Mon Jan  9 12:47:22 EST 2017, 6234, 0.740, 6, 0.650, 459, 82, 2, 16, 67, 18.000, 20.370
Mon Jan  9 12:47:32 EST 2017, 8709, 0.490, 9, 0.400, 534, 15, 6, 28, 45, 9.170, 8.443
Mon Jan  9 12:49:00 EST 2017, 3759, 0.990, 4, 0.900, 384, 60, 16, 3, 90, 73.207, 67.457
Mon Jan  9 12:49:24 EST 2017, 4996, 0.360, 5, 0.020, 571, 71, 13, 22, 11, 19.633, 23.520
Mon Jan  9 12:49:37 EST 2017, 9946, 0.860, 1, 0.520, 421, 26, 4, 47, 56, 10.080, 10.000
Mon Jan  9 12:50:02 EST 2017, 7471, 0.110, 3, 0.270, 346, 93, 9, 9, 33, 20.823, 23.200
Mon Jan  9 12:53:40 EST 2017, 2521, 0.610, 7, 0.770, 496, 48, 18, 34, 78, 183.450, 198.230
Mon Jan  9 12:53:51 EST 2017, 1903, 0.430, 5, 0.590, 477, 54, 12, 6, 17, 9.637, 10.253
Mon Jan  9 12:54:31 EST 2017, 6853, 0.930, 9, 0.090, 327, 99, 3, 31, 62, 35.753, 32.927
Mon Jan  9 12:54:51 EST 2017, 9328, 0.180, 7, 0.840, 402, 32, 8, 19, 39, 13.123, 17.547
Mon Jan  9 13:00:32 EST 2017, 4378, 0.680, 2, 0.340, 552, 77, 17, 44, 84, 282.973, 295.347
Mon Jan  9 13:01:26 EST 2017, 3140, 0.050, 8, 0.710, 440, 65, 15, 25, 28, 49.430, 50.393
Mon Jan  9 13:01:35 EST 2017, 8090, 0.550, 3, 0.210, 590, 20, 5, 0, 73, 7.270, 5.770
Mon Jan  9 13:02:38 EST 2017, 5615, 0.300, 1, 0.960, 515, 88, 10, 38, 50, 57.550, 55.813
Mon Jan  9 13:04:15 EST 2017, 665, 0.800, 6, 0.460, 365, 43, 19, 13, 95, 83.053, 90.533
Mon Jan  9 13:05:13 EST 2017, 510, 0.000, 4, 0.850, 595, 72, 5, 32, 52, 53.083, 49.467
Mon Jan  9 13:06:14 EST 2017, 5460, 0.500, 8, 0.350, 445, 27, 15, 7, 97, 44.397, 53.237
Mon Jan  9 13:07:43 EST 2017, 7935, 0.250, 6, 0.600, 370, 95, 10, 45, 29, 76.487, 69.537
Mon Jan  9 13:07:51 EST 2017, 2985, 0.750, 2, 0.100, 520, 50, 1, 20, 74, 6.250, 6.197
Mon Jan  9 13:07:57 EST 2017, 4223, 0.380, 7, 0.980, 332, 39, 8, 1, 40, 5.863, 5.770
Mon Jan  9 13:12:04 EST 2017, 9173, 0.880, 3, 0.480, 482, 84, 17, 26, 85, 215.580, 239.197
Mon Jan  9 13:12:07 EST 2017, 6698, 0.130, 1, 0.730, 557, 16, 13, 13, 18, 2.200, 2.233
Mon Jan  9 13:12:46 EST 2017, 1748, 0.630, 5, 0.230, 407, 61, 3, 38, 63, 27.080, 29.120
Mon Jan  9 13:13:09 EST 2017, 2367, 0.320, 2, 0.410, 426, 55, 7, 16, 35, 14.260, 20.857
Mon Jan  9 13:14:05 EST 2017, 7317, 0.820, 7, 0.910, 576, 10, 16, 41, 80, 47.220, 42.187
Mon Jan  9 13:14:15 EST 2017, 9792, 0.070, 9, 0.160, 501, 78, 11, 4, 12, 9.753, 8.477
Mon Jan  9 13:14:23 EST 2017, 4842, 0.570, 4, 0.660, 351, 33, 2, 29, 57, 6.367, 6.680
Mon Jan  9 13:15:37 EST 2017, 3604, 0.190, 6, 0.290, 463, 44, 9, 48, 46, 54.950, 67.533
Mon Jan  9 13:17:15 EST 2017, 8554, 0.690, 1, 0.790, 313, 89, 18, 23, 91, 84.200, 96.330
Mon Jan  9 13:17:29 EST 2017, 6079, 0.440, 3, 0.040, 388, 22, 14, 35, 24, 12.667, 11.763
Mon Jan  9 13:18:01 EST 2017, 1129, 0.940, 8, 0.540, 538, 67, 4, 10, 69, 28.333, 27.700
Mon Jan  9 13:22:41 EST 2017, 820, 0.470, 7, 0.700, 510, 92, 16, 24, 71, 225.937, 246.910
Mon Jan  9 13:22:55 EST 2017, 5770, 0.970, 2, 0.200, 360, 47, 6, 49, 26, 11.637, 13.670
Mon Jan  9 13:23:11 EST 2017, 8245, 0.220, 5, 0.950, 435, 69, 1, 12, 94, 9.983, 12.710
Mon Jan  9 13:24:02 EST 2017, 3295, 0.720, 9, 0.450, 585, 24, 11, 37, 49, 38.700, 47.200
Mon Jan  9 13:24:17 EST 2017, 4532, 0.100, 1, 0.570, 398, 13, 18, 43, 60, 13.447, 13.640
Mon Jan  9 13:24:39 EST 2017, 9482, 0.600, 6, 0.070, 548, 58, 8, 18, 15, 18.117, 17.620
Mon Jan  9 13:25:19 EST 2017, 7007, 0.350, 8, 0.820, 473, 36, 4, 30, 83, 36.120, 29.007
Mon Jan  9 13:25:56 EST 2017, 2057, 0.850, 4, 0.320, 323, 81, 13, 5, 38, 30.257, 30.217
Mon Jan  9 13:28:27 EST 2017, 1439, 0.160, 9, 0.010, 342, 86, 17, 27, 55, 130.313, 132.917
Mon Jan  9 13:28:30 EST 2017, 6389, 0.660, 4, 0.510, 492, 41, 7, 2, 10, 1.980, 2.017
Mon Jan  9 13:29:06 EST 2017, 8864, 0.410, 2, 0.260, 567, 64, 2, 40, 77, 27.873, 30.890
Mon Jan  9 13:29:19 EST 2017, 3914, 0.910, 6, 0.760, 417, 19, 12, 15, 32, 7.653, 11.413
Mon Jan  9 13:30:06 EST 2017, 2676, 0.280, 3, 0.130, 529, 30, 19, 9, 66, 42.257, 43.330
Mon Jan  9 13:30:49 EST 2017, 7626, 0.780, 8, 0.630, 379, 75, 10, 34, 21, 34.423, 35.233
Mon Jan  9 13:31:21 EST 2017, 5151, 0.030, 5, 0.380, 304, 53, 5, 21, 88, 26.147, 28.320
Mon Jan  9 13:32:45 EST 2017, 201, 0.530, 1, 0.880, 454, 98, 14, 46, 43, 71.017, 79.723
Mon Jan  9 13:32:57 EST 2017, 240, 0.450, 3, 0.430, 317, 67, 2, 38, 46, 8.970, 11.353
Mon Jan  9 13:33:43 EST 2017, 5190, 0.950, 8, 0.930, 467, 22, 12, 13, 91, 35.030, 40.190
Mon Jan  9 13:35:06 EST 2017, 7665, 0.200, 5, 0.180, 542, 90, 16, 26, 24, 75.410, 77.293
Mon Jan  9 13:35:14 EST 2017, 2715, 0.700, 1, 0.680, 392, 45, 7, 1, 69, 6.540, 6.867
Mon Jan  9 13:35:32 EST 2017, 3952, 0.080, 9, 0.310, 579, 33, 5, 19, 35, 13.943, 15.437
Mon Jan  9 13:39:29 EST 2017, 8902, 0.580, 4, 0.810, 429, 78, 14, 44, 80, 230.223, 216.973
Mon Jan  9 13:39:31 EST 2017, 6427, 0.330, 2, 0.060, 354, 11, 19, 7, 13, 1.387, 1.533
Mon Jan  9 13:41:29 EST 2017, 1477, 0.830, 6, 0.560, 504, 56, 9, 32, 58, 88.350, 102.823
Mon Jan  9 13:41:33 EST 2017, 2096, 0.140, 1, 0.750, 486, 61, 1, 10, 41, 2.223, 2.440
Mon Jan  9 13:42:00 EST 2017, 7046, 0.640, 6, 0.250, 336, 16, 11, 35, 86, 22.790, 24.450
Mon Jan  9 13:42:53 EST 2017, 9521, 0.390, 8, 0.500, 411, 84, 15, 22, 18, 43.370, 41.293
Mon Jan  9 13:44:04 EST 2017, 4571, 0.890, 4, 0.000, 561, 39, 6, 47, 63, 64.010, 45.677
Mon Jan  9 13:44:27 EST 2017, 3333, 0.270, 7, 0.870, 448, 50, 3, 29, 52, 20.817, 18.117
Mon Jan  9 13:46:39 EST 2017, 8283, 0.770, 2, 0.370, 598, 95, 13, 4, 97, 110.053, 126.007
Mon Jan  9 13:47:42 EST 2017, 5808, 0.020, 5, 0.620, 523, 28, 18, 41, 30, 39.853, 55.757
Mon Jan  9 13:48:52 EST 2017, 858, 0.520, 9, 0.120, 373, 73, 8, 16, 75, 64.577, 55.657
Mon Jan  9 13:50:05 EST 2017, 1168, 0.050, 6, 0.090, 383, 98, 12, 5, 66, 68.170, 65.703
Mon Jan  9 13:50:10 EST 2017, 6118, 0.550, 2, 0.590, 533, 53, 3, 30, 21, 5.250, 5.230
Mon Jan  9 13:52:10 EST 2017, 8593, 0.300, 4, 0.340, 458, 75, 8, 18, 89, 84.510, 106.270
Mon Jan  9 13:52:58 EST 2017, 3643, 0.800, 8, 0.840, 308, 30, 17, 43, 44, 42.620, 41.717
Mon Jan  9 13:53:54 EST 2017, 4880, 0.420, 3, 0.220, 495, 19, 15, 37, 55, 41.357, 46.677
Mon Jan  9 13:53:58 EST 2017, 9830, 0.920, 7, 0.720, 345, 64, 5, 12, 10, 2.703, 3.967
Mon Jan  9 13:56:19 EST 2017, 7355, 0.170, 9, 0.470, 420, 42, 10, 49, 77, 104.510, 104.913
Mon Jan  9 13:58:38 EST 2017, 2405, 0.670, 5, 0.970, 570, 87, 19, 24, 32, 119.983, 124.847
Mon Jan  9 14:03:00 EST 2017, 1787, 0.360, 8, 0.650, 551, 81, 11, 46, 61, 188.493, 236.040
Mon Jan  9 14:03:04 EST 2017, 6737, 0.860, 3, 0.150, 401, 36, 2, 21, 16, 2.170, 2.213
Mon Jan  9 14:03:27 EST 2017, 9212, 0.110, 1, 0.900, 326, 59, 6, 33, 83, 19.183, 22.513
Mon Jan  9 14:03:38 EST 2017, 4262, 0.610, 6, 0.400, 476, 14, 16, 8, 38, 6.687, 10.733
Mon Jan  9 14:04:13 EST 2017, 3024, 0.230, 4, 0.530, 364, 25, 14, 15, 72, 27.557, 30.753
Mon Jan  9 14:04:47 EST 2017, 7974, 0.730, 9, 0.030, 514, 70, 4, 40, 27, 29.147, 26.553
Mon Jan  9 14:05:52 EST 2017, 5499, 0.480, 7, 0.780, 589, 47, 9, 2, 94, 51.750, 52.000
Mon Jan  9 14:08:32 EST 2017, 549, 0.980, 2, 0.280, 439, 92, 18, 27, 49, 137.173, 128.357
Mon Jan  9 14:08:53 EST 2017, 704, 0.190, 8, 0.890, 518, 12, 7, 20, 98, 19.400, 14.427
Mon Jan  9 14:11:22 EST 2017, 5654, 0.690, 4, 0.390, 368, 57, 16, 45, 53, 94.223, 135.743
Mon Jan  9 14:11:38 EST 2017, 8129, 0.440, 1, 0.640, 443, 35, 11, 8, 76, 12.847, 15.720
Mon Jan  9 14:12:04 EST 2017, 3179, 0.940, 6, 0.140, 593, 80, 2, 33, 31, 15.473, 22.457
Mon Jan  9 14:16:01 EST 2017, 4416, 0.310, 5, 0.760, 406, 91, 9, 39, 87, 164.853, 211.223
Mon Jan  9 14:17:31 EST 2017, 9366, 0.810, 9, 0.260, 556, 46, 19, 14, 42, 82.747, 68.127
Mon Jan  9 14:19:51 EST 2017, 6891, 0.060, 7, 0.510, 481, 68, 14, 26, 65, 134.513, 128.397
Mon Jan  9 14:19:52 EST 2017, 1941, 0.560, 3, 0.010, 331, 23, 4, 1, 20, 0.717, 0.787
Mon Jan  9 14:20:33 EST 2017, 2560, 0.370, 5, 0.320, 350, 29, 6, 30, 82, 32.560, 33.817
Mon Jan  9 14:21:02 EST 2017, 7510, 0.870, 1, 0.820, 500, 74, 15, 5, 37, 18.767, 24.660
Mon Jan  9 14:22:44 EST 2017, 9985, 0.120, 3, 0.070, 575, 52, 10, 42, 59, 100.453, 87.807
Mon Jan  9 14:22:47 EST 2017, 5035, 0.620, 8, 0.570, 425, 97, 1, 17, 14, 2.563, 2.823
Mon Jan  9 14:24:10 EST 2017, 3797, 0.000, 2, 0.450, 537, 85, 8, 11, 93, 73.497, 75.467
Mon Jan  9 14:25:10 EST 2017, 8747, 0.500, 7, 0.950, 387, 40, 17, 36, 48, 54.270, 57.367
Mon Jan  9 14:26:54 EST 2017, 6272, 0.250, 9, 0.200, 312, 63, 13, 23, 70, 81.940, 89.520
Mon Jan  9 14:26:59 EST 2017, 1322, 0.750, 4, 0.700, 462, 18, 3, 48, 25, 3.843, 3.950
Mon Jan  9 14:27:25 EST 2017, 1013, 0.280, 1, 0.540, 584, 43, 17, 34, 28, 25.810, 25.117
Mon Jan  9 14:28:22 EST 2017, 5963, 0.780, 5, 0.040, 434, 88, 7, 9, 73, 51.270, 49.523
Mon Jan  9 14:28:31 EST 2017, 8438, 0.030, 7, 0.790, 359, 21, 3, 47, 51, 7.867, 8.187
Mon Jan  9 14:31:36 EST 2017, 3488, 0.530, 3, 0.290, 509, 66, 12, 22, 96, 169.830, 127.107
Mon Jan  9 14:31:59 EST 2017, 4726, 0.160, 6, 0.670, 322, 77, 19, 3, 17, 16.657, 18.470
Mon Jan  9 14:32:32 EST 2017, 9676, 0.660, 2, 0.170, 472, 32, 10, 28, 62, 31.217, 28.003
