# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 120 160', '--callIntervalMean 20 30', '--callDurationMean 2 10', '--maxChannels 8 30', '--simEndTime 300 600', '--portables 1 20', '--rows 10 50', '--granularity 0 30', '--cols 10 50', 2tLadderQ_timing_secs, heap_timing_secs
Mon Jul  3 11:49:32 EDT 2017, 0.810, 137, 21, 7, 18, 383, 11, 16, 22, 14, 1.833, 0.720
Mon Jul  3 11:49:34 EDT 2017, 0.310, 157, 26, 3, 29, 533, 2, 36, 7, 34, 2.160, 1.070
Mon Jul  3 11:49:50 EDT 2017, 0.430, 132, 24, 8, 15, 571, 9, 41, 25, 19, 16.023, 1.897
Mon Jul  3 11:50:39 EDT 2017, 0.930, 152, 29, 4, 26, 421, 19, 21, 10, 39, 48.813, 2.750
Mon Jul  3 11:53:04 EDT 2017, 0.680, 122, 27, 6, 21, 496, 14, 31, 18, 49, 143.890, 5.170
Mon Jul  3 11:53:05 EDT 2017, 0.180, 142, 22, 2, 10, 346, 4, 11, 3, 29, 0.830, 0.530
Mon Jul  3 11:53:22 EDT 2017, 0.240, 135, 25, 4, 11, 365, 6, 34, 24, 42, 17.050, 2.020
Mon Jul  3 11:53:28 EDT 2017, 0.740, 155, 20, 8, 22, 515, 15, 14, 9, 22, 6.063, 1.283
Mon Jul  3 11:53:38 EDT 2017, 0.990, 125, 22, 2, 28, 440, 10, 44, 16, 12, 9.477, 1.367
Mon Jul  3 11:53:39 EDT 2017, 0.490, 145, 27, 6, 17, 590, 1, 24, 1, 32, 0.477, 0.507
Mon Jul  3 11:53:42 EDT 2017, 0.370, 120, 21, 5, 25, 552, 8, 19, 27, 17, 2.993, 0.980
Mon Jul  3 11:55:52 EDT 2017, 0.870, 140, 26, 9, 14, 402, 17, 39, 12, 37, 129.033, 4.340
Mon Jul  3 11:57:22 EDT 2017, 0.620, 130, 29, 3, 8, 477, 13, 29, 20, 47, 89.687, 3.973
Mon Jul  3 11:57:25 EDT 2017, 0.120, 150, 24, 7, 19, 327, 3, 49, 5, 27, 3.157, 1.027
Mon Jul  3 12:00:14 EDT 2017, 0.090, 131, 20, 6, 28, 412, 17, 37, 6, 38, 168.597, 4.870
Mon Jul  3 12:00:16 EDT 2017, 0.590, 151, 25, 2, 17, 562, 7, 17, 21, 18, 1.963, 0.967
Mon Jul  3 12:00:19 EDT 2017, 0.840, 121, 27, 8, 12, 337, 3, 47, 13, 28, 3.253, 0.827
Mon Jul  3 12:01:37 EDT 2017, 0.340, 141, 22, 4, 23, 487, 12, 27, 28, 48, 77.053, 4.347
Mon Jul  3 12:01:45 EDT 2017, 0.460, 126, 26, 7, 9, 524, 19, 12, 2, 23, 8.133, 1.317
Mon Jul  3 12:02:33 EDT 2017, 0.960, 146, 21, 3, 20, 374, 10, 32, 17, 43, 48.063, 2.870
Mon Jul  3 12:02:38 EDT 2017, 0.710, 136, 23, 9, 26, 599, 5, 22, 9, 33, 4.830, 1.400
Mon Jul  3 12:02:51 EDT 2017, 0.210, 156, 28, 5, 15, 449, 14, 42, 24, 13, 12.107, 1.743
Mon Jul  3 12:03:33 EDT 2017, 0.150, 123, 23, 3, 16, 430, 16, 20, 0, 36, 41.997, 2.600
Mon Jul  3 12:03:38 EDT 2017, 0.650, 143, 28, 7, 27, 580, 6, 40, 15, 16, 4.513, 1.333
Mon Jul  3 12:03:38 EDT 2017, 0.900, 133, 25, 5, 21, 355, 1, 10, 8, 26, 0.210, 0.210
Mon Jul  3 12:04:43 EDT 2017, 0.400, 153, 20, 9, 10, 505, 11, 30, 23, 46, 64.427, 3.693
Mon Jul  3 12:06:00 EDT 2017, 0.270, 138, 29, 2, 19, 468, 18, 45, 4, 21, 76.897, 3.540
Mon Jul  3 12:06:11 EDT 2017, 0.770, 158, 24, 6, 8, 318, 8, 25, 19, 41, 10.927, 1.513
Mon Jul  3 12:06:19 EDT 2017, 0.520, 128, 22, 4, 13, 543, 4, 35, 11, 31, 7.903, 1.560
Mon Jul  3 12:06:20 EDT 2017, 0.020, 148, 27, 8, 24, 393, 13, 15, 26, 11, 1.193, 0.530
Mon Jul  3 12:06:39 EDT 2017, 0.020, 122, 22, 7, 12, 447, 9, 28, 10, 31, 18.607, 1.870
Mon Jul  3 12:07:08 EDT 2017, 0.520, 142, 27, 3, 23, 597, 18, 48, 25, 11, 29.207, 2.557
Mon Jul  3 12:07:14 EDT 2017, 0.770, 132, 29, 9, 29, 372, 14, 18, 2, 21, 5.183, 0.987
Mon Jul  3 12:07:25 EDT 2017, 0.270, 152, 24, 5, 18, 522, 4, 38, 17, 41, 11.467, 1.973
Mon Jul  3 12:07:42 EDT 2017, 0.390, 137, 25, 6, 26, 484, 7, 43, 13, 26, 16.963, 1.897
Mon Jul  3 12:08:47 EDT 2017, 0.890, 157, 20, 2, 15, 334, 16, 23, 28, 46, 63.917, 3.000
Mon Jul  3 12:09:48 EDT 2017, 0.640, 127, 23, 8, 10, 559, 11, 33, 6, 36, 60.573, 3.493
Mon Jul  3 12:09:48 EDT 2017, 0.140, 147, 28, 4, 21, 409, 2, 13, 21, 16, 0.257, 0.247
Mon Jul  3 12:10:08 EDT 2017, 0.200, 130, 23, 2, 22, 390, 8, 31, 12, 34, 20.220, 2.017
Mon Jul  3 12:10:11 EDT 2017, 0.700, 150, 28, 6, 11, 540, 17, 11, 27, 14, 1.890, 0.670
Mon Jul  3 12:10:40 EDT 2017, 0.950, 120, 26, 4, 17, 315, 12, 41, 4, 24, 29.667, 1.930
Mon Jul  3 12:10:43 EDT 2017, 0.450, 140, 21, 8, 28, 465, 3, 21, 19, 44, 2.643, 1.103
Mon Jul  3 12:10:45 EDT 2017, 0.330, 125, 27, 3, 14, 503, 5, 16, 8, 29, 2.073, 0.800
Mon Jul  3 12:13:17 EDT 2017, 0.830, 145, 22, 7, 25, 353, 15, 36, 23, 49, 150.987, 4.480
Mon Jul  3 12:13:59 EDT 2017, 0.580, 135, 20, 5, 19, 578, 10, 26, 0, 39, 41.767, 3.187
Mon Jul  3 12:13:59 EDT 2017, 0.080, 155, 25, 9, 8, 428, 1, 46, 15, 19, 0.487, 0.470
Mon Jul  3 12:16:58 EDT 2017, 0.110, 136, 29, 8, 17, 344, 19, 37, 18, 45, 177.530, 4.560
Mon Jul  3 12:17:03 EDT 2017, 0.610, 156, 24, 4, 28, 494, 10, 17, 3, 25, 5.120, 1.347
Mon Jul  3 12:17:07 EDT 2017, 0.860, 126, 21, 6, 23, 419, 5, 47, 26, 15, 3.993, 0.990
Mon Jul  3 12:18:05 EDT 2017, 0.360, 146, 26, 2, 12, 569, 14, 27, 11, 35, 57.000, 3.510
Mon Jul  3 12:18:07 EDT 2017, 0.490, 121, 23, 9, 20, 531, 17, 12, 22, 10, 1.713, 0.847
Mon Jul  3 12:18:16 EDT 2017, 0.990, 141, 28, 5, 9, 381, 7, 32, 7, 30, 9.257, 1.403
Mon Jul  3 12:18:17 EDT 2017, 0.740, 131, 25, 7, 14, 456, 2, 22, 29, 40, 1.370, 0.853
Mon Jul  3 12:18:38 EDT 2017, 0.240, 151, 20, 3, 25, 306, 12, 42, 14, 20, 20.450, 1.923
Mon Jul  3 12:20:02 EDT 2017, 0.170, 129, 27, 5, 27, 325, 18, 24, 20, 48, 83.217, 3.087
Mon Jul  3 12:20:27 EDT 2017, 0.670, 149, 22, 9, 16, 475, 8, 44, 5, 28, 24.763, 2.513
Mon Jul  3 12:20:27 EDT 2017, 0.920, 139, 24, 3, 10, 400, 4, 14, 28, 18, 0.553, 0.450
Mon Jul  3 12:21:34 EDT 2017, 0.420, 159, 29, 7, 21, 550, 13, 34, 13, 38, 66.273, 3.797
Mon Jul  3 12:22:11 EDT 2017, 0.300, 134, 21, 4, 8, 587, 15, 49, 16, 13, 37.503, 2.893
Mon Jul  3 12:22:19 EDT 2017, 0.800, 154, 26, 8, 19, 437, 6, 29, 1, 33, 7.337, 1.357
Mon Jul  3 12:22:21 EDT 2017, 0.550, 124, 28, 2, 24, 512, 1, 39, 24, 43, 1.670, 1.123
Mon Jul  3 12:22:26 EDT 2017, 0.050, 144, 23, 6, 13, 362, 11, 19, 9, 23, 5.107, 0.967
Mon Jul  3 12:22:36 EDT 2017, 0.030, 133, 26, 3, 20, 555, 4, 44, 22, 30, 10.187, 1.920
Mon Jul  3 12:22:39 EDT 2017, 0.530, 153, 21, 7, 9, 405, 14, 24, 7, 10, 2.710, 0.897
Mon Jul  3 12:23:33 EDT 2017, 0.780, 123, 24, 5, 14, 480, 19, 34, 15, 20, 53.390, 2.823
Mon Jul  3 12:23:37 EDT 2017, 0.280, 143, 29, 9, 25, 330, 9, 14, 0, 40, 4.020, 0.863
Mon Jul  3 12:23:39 EDT 2017, 0.410, 128, 20, 2, 17, 367, 2, 29, 26, 25, 1.297, 0.780
Mon Jul  3 12:27:00 EDT 2017, 0.910, 148, 25, 6, 28, 517, 12, 49, 11, 45, 200.363, 6.453
Mon Jul  3 12:27:28 EDT 2017, 0.660, 138, 27, 4, 22, 442, 16, 19, 19, 35, 27.827, 2.190
Mon Jul  3 12:27:33 EDT 2017, 0.160, 158, 22, 8, 11, 592, 7, 39, 4, 15, 5.173, 1.383
Mon Jul  3 12:27:35 EDT 2017, 0.220, 121, 29, 6, 10, 573, 3, 16, 28, 32, 1.103, 0.700
Mon Jul  3 12:27:43 EDT 2017, 0.720, 141, 24, 2, 21, 423, 13, 36, 13, 12, 8.463, 1.263
Mon Jul  3 12:28:15 EDT 2017, 0.970, 131, 22, 8, 26, 498, 18, 26, 20, 22, 31.433, 2.277
Mon Jul  3 12:29:00 EDT 2017, 0.470, 151, 27, 4, 15, 348, 8, 46, 5, 42, 44.840, 2.793
Mon Jul  3 12:29:00 EDT 2017, 0.350, 136, 23, 7, 29, 311, 1, 31, 24, 27, 0.460, 0.427
Mon Jul  3 12:29:07 EDT 2017, 0.850, 156, 28, 3, 18, 461, 10, 11, 9, 47, 6.327, 1.383
Mon Jul  3 12:31:11 EDT 2017, 0.600, 126, 25, 9, 13, 386, 15, 41, 17, 37, 123.330, 3.880
Mon Jul  3 12:31:13 EDT 2017, 0.100, 146, 20, 5, 24, 536, 6, 21, 2, 17, 1.910, 0.903
Mon Jul  3 12:31:28 EDT 2017, 0.060, 127, 24, 4, 24, 451, 15, 10, 1, 46, 14.330, 1.523
Mon Jul  3 12:31:30 EDT 2017, 0.560, 147, 29, 8, 13, 301, 5, 30, 16, 26, 2.353, 0.717
Mon Jul  3 12:31:34 EDT 2017, 0.810, 137, 26, 2, 8, 526, 10, 20, 8, 16, 3.377, 1.007
Mon Jul  3 12:34:19 EDT 2017, 0.310, 157, 21, 6, 19, 376, 19, 40, 23, 36, 165.297, 4.817
Mon Jul  3 12:34:25 EDT 2017, 0.440, 132, 28, 5, 11, 414, 12, 35, 5, 11, 5.223, 1.183
Mon Jul  3 12:34:26 EDT 2017, 0.940, 152, 23, 9, 22, 564, 3, 15, 20, 31, 0.850, 0.580
Mon Jul  3 12:35:15 EDT 2017, 0.690, 122, 20, 3, 27, 339, 7, 45, 12, 41, 48.283, 2.873
Mon Jul  3 12:35:35 EDT 2017, 0.190, 142, 25, 7, 16, 489, 17, 25, 27, 21, 20.440, 1.977
Mon Jul  3 12:40:19 EDT 2017, 0.130, 139, 21, 9, 15, 508, 13, 48, 6, 48, 282.687, 7.603
Mon Jul  3 12:40:21 EDT 2017, 0.630, 159, 26, 5, 26, 358, 4, 28, 21, 28, 2.197, 0.897
Mon Jul  3 12:40:34 EDT 2017, 0.880, 129, 28, 7, 20, 583, 9, 38, 14, 18, 12.470, 1.827
Mon Jul  3 12:41:14 EDT 2017, 0.380, 149, 23, 3, 9, 433, 18, 18, 29, 38, 40.043, 2.477
Mon Jul  3 12:41:17 EDT 2017, 0.250, 124, 25, 8, 23, 395, 11, 23, 3, 13, 2.827, 0.857
Mon Jul  3 12:41:19 EDT 2017, 0.750, 144, 20, 4, 12, 545, 1, 43, 18, 33, 1.280, 0.917
Mon Jul  3 12:41:21 EDT 2017, 0.500, 134, 22, 6, 18, 320, 6, 13, 10, 43, 2.483, 0.790
Mon Jul  3 12:41:58 EDT 2017, 0.000, 154, 27, 2, 29, 470, 16, 33, 25, 23, 36.343, 2.747
Mon Jul  3 12:42:42 EDT 2017, 0.000, 134, 21, 8, 22, 357, 12, 45, 20, 26, 43.470, 2.583
Mon Jul  3 12:42:44 EDT 2017, 0.500, 154, 26, 4, 11, 507, 2, 25, 5, 46, 2.080, 1.050
Mon Jul  3 12:43:04 EDT 2017, 0.750, 124, 29, 6, 17, 432, 7, 35, 27, 36, 19.923, 2.047
Mon Jul  3 12:43:10 EDT 2017, 0.250, 144, 24, 2, 28, 582, 17, 15, 12, 16, 6.197, 1.360
Mon Jul  3 12:43:33 EDT 2017, 0.370, 129, 25, 9, 14, 545, 14, 20, 16, 31, 22.643, 2.200
Mon Jul  3 12:43:35 EDT 2017, 0.870, 149, 20, 5, 25, 395, 5, 40, 1, 11, 1.547, 0.723
Mon Jul  3 12:43:36 EDT 2017, 0.620, 139, 22, 7, 20, 470, 9, 10, 24, 21, 1.190, 0.513
Mon Jul  3 12:45:03 EDT 2017, 0.120, 159, 27, 3, 9, 320, 19, 30, 9, 41, 86.383, 3.263
Mon Jul  3 12:45:07 EDT 2017, 0.190, 122, 24, 5, 13, 301, 11, 12, 18, 29, 3.180, 0.843
Mon Jul  3 12:45:08 EDT 2017, 0.690, 142, 29, 9, 24, 451, 1, 32, 3, 49, 1.067, 0.763
Mon Jul  3 12:45:14 EDT 2017, 0.940, 132, 27, 3, 29, 376, 6, 22, 26, 39, 6.303, 1.190
Mon Jul  3 12:45:54 EDT 2017, 0.440, 152, 22, 7, 18, 526, 15, 42, 11, 19, 40.097, 2.803
Mon Jul  3 12:47:21 EDT 2017, 0.310, 137, 28, 4, 26, 563, 13, 37, 22, 34, 86.013, 4.067
Mon Jul  3 12:47:22 EDT 2017, 0.810, 157, 23, 8, 15, 413, 3, 17, 7, 14, 0.470, 0.427
Mon Jul  3 12:47:55 EDT 2017, 0.560, 127, 21, 2, 10, 488, 8, 47, 29, 24, 32.690, 2.737
Mon Jul  3 12:49:15 EDT 2017, 0.060, 147, 26, 6, 21, 338, 18, 27, 14, 44, 79.710, 3.400
Mon Jul  3 12:49:15 EDT 2017, 0.090, 126, 29, 7, 27, 423, 3, 19, 12, 10, 0.363, 0.350
Mon Jul  3 12:50:24 EDT 2017, 0.590, 146, 24, 3, 16, 573, 12, 39, 27, 30, 68.940, 4.037
Mon Jul  3 12:51:48 EDT 2017, 0.840, 136, 21, 9, 11, 348, 17, 29, 4, 40, 83.387, 3.240
Mon Jul  3 12:52:04 EDT 2017, 0.340, 156, 26, 5, 22, 498, 8, 49, 19, 20, 15.770, 2.103
Mon Jul  3 12:52:22 EDT 2017, 0.470, 131, 23, 6, 8, 460, 5, 34, 8, 45, 17.660, 2.053
Mon Jul  3 12:52:27 EDT 2017, 0.970, 151, 28, 2, 19, 310, 15, 14, 23, 25, 4.447, 0.910
Mon Jul  3 12:53:17 EDT 2017, 0.720, 121, 25, 8, 24, 535, 19, 44, 0, 15, 49.943, 2.767
Mon Jul  3 12:53:36 EDT 2017, 0.220, 141, 20, 4, 13, 385, 10, 24, 15, 35, 19.230, 1.983
Mon Jul  3 12:53:37 EDT 2017, 0.160, 138, 26, 2, 18, 404, 2, 41, 10, 12, 0.507, 0.397
Mon Jul  3 12:53:54 EDT 2017, 0.660, 158, 21, 6, 29, 554, 11, 21, 25, 32, 16.483, 2.173
Mon Jul  3 12:55:37 EDT 2017, 0.910, 128, 23, 4, 23, 329, 16, 31, 2, 42, 102.507, 3.430
Mon Jul  3 12:55:38 EDT 2017, 0.410, 148, 28, 8, 12, 479, 6, 11, 17, 22, 0.813, 0.510
Mon Jul  3 12:55:49 EDT 2017, 0.280, 123, 20, 3, 20, 516, 4, 26, 13, 47, 10.733, 1.927
Mon Jul  3 12:56:49 EDT 2017, 0.780, 143, 25, 7, 9, 366, 14, 46, 28, 27, 60.343, 2.873
Mon Jul  3 12:56:57 EDT 2017, 0.530, 133, 27, 5, 15, 591, 18, 16, 6, 17, 7.700, 1.343
Mon Jul  3 12:57:30 EDT 2017, 0.030, 153, 22, 9, 26, 441, 9, 36, 21, 37, 32.343, 2.503
Mon Jul  3 12:57:54 EDT 2017, 0.050, 124, 27, 4, 10, 474, 16, 22, 6, 26, 24.407, 1.940
Mon Jul  3 12:58:29 EDT 2017, 0.550, 144, 22, 8, 21, 324, 7, 42, 21, 46, 34.590, 2.403
Mon Jul  3 12:58:30 EDT 2017, 0.800, 134, 24, 2, 26, 549, 2, 12, 14, 36, 0.577, 0.503
Mon Jul  3 12:58:36 EDT 2017, 0.300, 154, 29, 6, 15, 399, 11, 32, 29, 16, 5.727, 1.147
Mon Jul  3 13:02:31 EDT 2017, 0.420, 139, 20, 5, 29, 437, 19, 47, 3, 31, 234.597, 6.057
Mon Jul  3 13:02:34 EDT 2017, 0.920, 159, 25, 9, 18, 587, 9, 27, 18, 11, 2.160, 0.910
Mon Jul  3 13:02:36 EDT 2017, 0.670, 129, 28, 3, 12, 362, 4, 37, 10, 21, 2.590, 0.967
Mon Jul  3 13:03:03 EDT 2017, 0.170, 149, 23, 7, 23, 512, 14, 17, 25, 41, 26.247, 2.230
Mon Jul  3 13:04:11 EDT 2017, 0.230, 131, 28, 9, 19, 493, 15, 39, 1, 28, 68.417, 3.253
Mon Jul  3 13:04:18 EDT 2017, 0.730, 151, 23, 5, 8, 343, 6, 19, 16, 48, 6.070, 1.203
Mon Jul  3 13:04:20 EDT 2017, 0.980, 121, 21, 7, 14, 568, 1, 49, 8, 38, 2.207, 1.223
Mon Jul  3 13:04:27 EDT 2017, 0.480, 141, 26, 3, 25, 418, 10, 29, 23, 18, 6.757, 1.327
Mon Jul  3 13:04:42 EDT 2017, 0.360, 126, 22, 8, 16, 381, 17, 14, 4, 33, 14.770, 1.577
Mon Jul  3 13:04:46 EDT 2017, 0.860, 146, 27, 4, 27, 531, 8, 34, 19, 13, 3.853, 1.173
Mon Jul  3 13:04:47 EDT 2017, 0.610, 136, 25, 6, 22, 306, 3, 24, 12, 23, 0.850, 0.467
Mon Jul  3 13:08:04 EDT 2017, 0.110, 156, 20, 2, 11, 456, 13, 44, 27, 43, 196.683, 6.423
Mon Jul  3 13:08:08 EDT 2017, 0.080, 135, 24, 3, 14, 540, 7, 33, 28, 12, 3.003, 1.007
Mon Jul  3 13:08:16 EDT 2017, 0.580, 155, 29, 7, 25, 390, 17, 13, 13, 32, 8.250, 1.183
Mon Jul  3 13:10:40 EDT 2017, 0.830, 125, 26, 5, 20, 465, 12, 43, 20, 42, 143.650, 5.270
Mon Jul  3 13:10:42 EDT 2017, 0.330, 145, 21, 9, 9, 315, 3, 23, 5, 22, 0.877, 0.643
Mon Jul  3 13:10:59 EDT 2017, 0.450, 120, 28, 2, 23, 352, 10, 18, 24, 47, 17.277, 1.693
Mon Jul  3 13:12:54 EDT 2017, 0.950, 140, 23, 6, 12, 502, 19, 38, 9, 27, 113.737, 4.463
Mon Jul  3 13:13:08 EDT 2017, 0.700, 130, 20, 4, 17, 427, 14, 28, 17, 17, 14.053, 1.660
Mon Jul  3 13:13:31 EDT 2017, 0.200, 150, 25, 8, 28, 577, 5, 48, 2, 37, 23.133, 2.567
Mon Jul  3 13:13:34 EDT 2017, 0.140, 128, 22, 6, 24, 596, 6, 26, 22, 14, 2.157, 0.883
Mon Jul  3 13:16:09 EDT 2017, 0.640, 148, 27, 2, 13, 446, 16, 46, 7, 34, 155.107, 5.163
Mon Jul  3 13:16:24 EDT 2017, 0.890, 138, 29, 8, 8, 521, 11, 16, 15, 44, 15.243, 1.780
Mon Jul  3 13:16:25 EDT 2017, 0.390, 158, 24, 4, 19, 371, 1, 36, 0, 24, 0.550, 0.457
Mon Jul  3 13:17:29 EDT 2017, 0.270, 133, 26, 7, 10, 334, 9, 41, 26, 49, 63.863, 3.083
Mon Jul  3 13:18:05 EDT 2017, 0.770, 153, 21, 3, 21, 484, 18, 21, 11, 29, 35.910, 2.717
Mon Jul  3 13:18:21 EDT 2017, 0.520, 123, 23, 9, 27, 409, 13, 31, 19, 19, 15.130, 1.563
Mon Jul  3 13:18:22 EDT 2017, 0.020, 143, 28, 5, 16, 559, 4, 11, 4, 39, 1.123, 0.713
Mon Jul  3 13:18:43 EDT 2017, 0.020, 129, 23, 2, 21, 580, 18, 22, 16, 18, 20.577, 2.100
Mon Jul  3 13:19:26 EDT 2017, 0.520, 149, 28, 6, 10, 430, 9, 42, 1, 38, 43.473, 3.170
Mon Jul  3 13:19:29 EDT 2017, 0.770, 139, 26, 4, 15, 505, 4, 12, 24, 48, 1.870, 0.853
Mon Jul  3 13:19:58 EDT 2017, 0.270, 159, 21, 8, 26, 355, 14, 32, 9, 28, 29.193, 2.167
Mon Jul  3 13:23:14 EDT 2017, 0.400, 134, 29, 3, 18, 317, 16, 47, 20, 43, 195.007, 4.863
Mon Jul  3 13:23:19 EDT 2017, 0.900, 154, 24, 7, 29, 467, 7, 27, 5, 23, 4.830, 1.190
Mon Jul  3 13:23:19 EDT 2017, 0.650, 124, 22, 5, 24, 392, 2, 37, 28, 13, 0.553, 0.397
Mon Jul  3 13:23:29 EDT 2017, 0.150, 144, 27, 9, 13, 542, 11, 17, 13, 33, 9.877, 1.650
Mon Jul  3 13:23:58 EDT 2017, 0.210, 136, 20, 7, 8, 561, 17, 35, 18, 15, 28.470, 2.320
Mon Jul  3 13:24:03 EDT 2017, 0.710, 156, 25, 3, 19, 411, 8, 15, 3, 35, 4.537, 1.213
Mon Jul  3 13:24:13 EDT 2017, 0.960, 126, 27, 9, 25, 486, 3, 45, 26, 45, 10.420, 1.657
Mon Jul  3 13:24:27 EDT 2017, 0.460, 146, 22, 5, 14, 336, 13, 25, 11, 25, 13.657, 1.590
Mon Jul  3 13:24:36 EDT 2017, 0.340, 121, 26, 6, 28, 373, 15, 10, 15, 40, 8.530, 1.517
Mon Jul  3 13:24:40 EDT 2017, 0.840, 141, 21, 2, 17, 523, 5, 30, 0, 20, 3.800, 1.220
Mon Jul  3 13:24:40 EDT 2017, 0.590, 131, 24, 8, 11, 448, 1, 20, 22, 10, 0.190, 0.200
Mon Jul  3 13:25:22 EDT 2017, 0.090, 151, 29, 4, 22, 598, 10, 40, 7, 30, 41.877, 3.337
Mon Jul  3 13:25:41 EDT 2017, 0.120, 130, 25, 5, 26, 514, 10, 31, 10, 24, 17.823, 1.763
Mon Jul  3 13:25:57 EDT 2017, 0.620, 150, 20, 9, 15, 364, 19, 11, 25, 44, 16.620, 1.530
Mon Jul  3 13:29:03 EDT 2017, 0.870, 120, 22, 3, 9, 589, 14, 41, 2, 34, 184.930, 6.020
Mon Jul  3 13:29:04 EDT 2017, 0.370, 140, 27, 7, 20, 439, 5, 21, 17, 14, 0.740, 0.433
Mon Jul  3 13:29:10 EDT 2017, 0.490, 125, 21, 4, 12, 402, 7, 16, 14, 39, 6.140, 1.123
Mon Jul  3 13:29:46 EDT 2017, 0.990, 145, 26, 8, 23, 552, 17, 36, 29, 19, 35.653, 2.607
Mon Jul  3 13:30:02 EDT 2017, 0.740, 135, 28, 2, 28, 327, 12, 26, 6, 29, 15.773, 1.477
Mon Jul  3 13:30:08 EDT 2017, 0.240, 155, 23, 6, 17, 477, 2, 46, 21, 49, 6.080, 1.867
Mon Jul  3 13:30:15 EDT 2017, 0.180, 122, 28, 8, 13, 458, 8, 28, 12, 22, 6.513, 1.190
Mon Jul  3 13:34:41 EDT 2017, 0.680, 142, 23, 4, 24, 308, 18, 48, 27, 42, 265.860, 5.883
Mon Jul  3 13:35:02 EDT 2017, 0.930, 132, 20, 6, 19, 533, 13, 18, 4, 32, 20.567, 2.120
Mon Jul  3 13:35:03 EDT 2017, 0.430, 152, 25, 2, 8, 383, 4, 38, 19, 12, 1.123, 0.623
Mon Jul  3 13:35:24 EDT 2017, 0.300, 137, 24, 9, 21, 420, 6, 43, 8, 37, 21.240, 2.283
Mon Jul  3 13:35:33 EDT 2017, 0.800, 157, 29, 5, 10, 570, 15, 23, 23, 17, 8.770, 1.490
Mon Jul  3 13:35:53 EDT 2017, 0.550, 127, 27, 7, 16, 345, 11, 33, 1, 27, 19.380, 1.520
Mon Jul  3 13:35:54 EDT 2017, 0.050, 147, 22, 3, 27, 495, 1, 13, 16, 47, 0.473, 0.440
Mon Jul  3 13:36:26 EDT 2017, 0.040, 139, 27, 6, 11, 388, 14, 49, 0, 18, 31.847, 2.203
Mon Jul  3 13:36:33 EDT 2017, 0.540, 159, 22, 2, 22, 538, 4, 29, 15, 38, 6.793, 1.647
Mon Jul  3 13:37:36 EDT 2017, 0.790, 129, 20, 8, 28, 313, 9, 39, 8, 48, 62.720, 2.883
Mon Jul  3 13:38:01 EDT 2017, 0.290, 149, 25, 4, 17, 463, 19, 19, 23, 28, 25.203, 2.157
Mon Jul  3 13:38:51 EDT 2017, 0.410, 124, 24, 7, 25, 500, 12, 24, 4, 43, 49.360, 2.833
Mon Jul  3 13:38:53 EDT 2017, 0.910, 144, 29, 3, 14, 350, 2, 44, 19, 23, 1.260, 0.600
Mon Jul  3 13:38:54 EDT 2017, 0.660, 134, 26, 9, 9, 575, 7, 14, 11, 13, 0.687, 0.430
Mon Jul  3 13:40:18 EDT 2017, 0.160, 154, 21, 5, 20, 425, 16, 34, 26, 33, 83.390, 4.687
Mon Jul  3 13:40:20 EDT 2017, 0.230, 127, 25, 3, 24, 444, 13, 12, 6, 16, 2.123, 0.707
Mon Jul  3 13:40:25 EDT 2017, 0.730, 147, 20, 7, 13, 594, 3, 32, 21, 36, 4.853, 1.550
Mon Jul  3 13:40:41 EDT 2017, 0.980, 137, 23, 5, 18, 369, 8, 22, 13, 46, 15.670, 1.703
Mon Jul  3 13:42:06 EDT 2017, 0.480, 157, 28, 9, 29, 519, 18, 42, 28, 26, 84.660, 3.820
Mon Jul  3 13:43:30 EDT 2017, 0.350, 132, 22, 2, 16, 481, 10, 37, 2, 41, 83.503, 4.103
Mon Jul  3 13:43:31 EDT 2017, 0.850, 152, 27, 6, 27, 331, 1, 17, 17, 21, 0.243, 0.240
Mon Jul  3 13:43:34 EDT 2017, 0.600, 122, 29, 4, 21, 556, 6, 47, 9, 11, 3.497, 0.960
Mon Jul  3 13:44:08 EDT 2017, 0.100, 142, 24, 8, 10, 406, 15, 27, 24, 31, 33.913, 2.263
Mon Jul  3 13:44:09 EDT 2017, 0.070, 120, 21, 9, 16, 322, 5, 15, 23, 22, 0.813, 0.390
Mon Jul  3 13:46:22 EDT 2017, 0.570, 140, 26, 5, 27, 472, 15, 35, 8, 42, 131.830, 4.590
Mon Jul  3 13:47:11 EDT 2017, 0.820, 130, 28, 7, 22, 397, 19, 25, 16, 32, 49.493, 2.600
Mon Jul  3 13:47:21 EDT 2017, 0.320, 150, 23, 3, 11, 547, 10, 45, 1, 12, 9.533, 1.620
Mon Jul  3 13:47:25 EDT 2017, 0.440, 135, 27, 8, 19, 584, 3, 30, 27, 37, 3.910, 1.250
Mon Jul  3 13:47:27 EDT 2017, 0.940, 155, 22, 4, 8, 434, 12, 10, 12, 17, 1.290, 0.577
Mon Jul  3 13:49:21 EDT 2017, 0.690, 125, 24, 6, 14, 509, 17, 40, 20, 27, 114.217, 4.627
Mon Jul  3 13:49:30 EDT 2017, 0.190, 145, 29, 2, 25, 359, 7, 20, 5, 47, 8.997, 1.393
Mon Jul  3 13:49:34 EDT 2017, 0.130, 133, 23, 4, 29, 341, 4, 43, 29, 20, 3.067, 0.910
Mon Jul  3 13:50:06 EDT 2017, 0.630, 153, 28, 8, 18, 491, 13, 23, 14, 40, 31.667, 2.540
