# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 120 160', '--callIntervalMean 20 30', '--callDurationMean 2 10', '--maxChannels 8 30', '--simEndTime 300 600', '--portables 1 20', '--rows 10 50', '--granularity 0 30', '--cols 10 50', 2tLadderQ_timing_secs, heap_timing_secs
Mon Jul  3 10:14:45 EDT 2017, 0.210, 138, 23, 8, 25, 318, 16, 27, 16, 39, 50.583, 2.467
Mon Jul  3 10:14:55 EDT 2017, 0.710, 158, 28, 4, 14, 468, 7, 47, 1, 19, 9.157, 1.610
Mon Jul  3 10:14:55 EDT 2017, 0.960, 128, 26, 6, 8, 393, 2, 17, 24, 29, 0.540, 0.443
Mon Jul  3 10:17:29 EDT 2017, 0.460, 148, 21, 2, 19, 543, 11, 37, 9, 49, 152.070, 6.180
Mon Jul  3 10:19:26 EDT 2017, 0.340, 123, 29, 9, 11, 581, 19, 42, 20, 24, 116.317, 5.043
Mon Jul  3 10:19:45 EDT 2017, 0.840, 143, 24, 5, 22, 431, 9, 22, 5, 44, 19.093, 1.980
Mon Jul  3 10:19:52 EDT 2017, 0.590, 133, 22, 7, 28, 506, 4, 32, 28, 34, 6.567, 1.590
Mon Jul  3 10:19:53 EDT 2017, 0.090, 153, 27, 3, 17, 356, 14, 12, 13, 14, 1.240, 0.543
Mon Jul  3 10:20:02 EDT 2017, 0.060, 132, 28, 2, 9, 440, 6, 23, 14, 40, 8.560, 1.477
Mon Jul  3 10:21:02 EDT 2017, 0.560, 152, 23, 6, 20, 590, 16, 43, 29, 20, 59.880, 3.697
Mon Jul  3 10:21:03 EDT 2017, 0.810, 122, 20, 4, 25, 365, 11, 13, 6, 10, 0.947, 0.483
Mon Jul  3 10:21:05 EDT 2017, 0.310, 142, 25, 8, 14, 515, 1, 33, 21, 30, 0.877, 0.857
Mon Jul  3 10:21:16 EDT 2017, 0.430, 127, 24, 3, 28, 478, 8, 48, 10, 15, 11.140, 1.607
Mon Jul  3 10:22:04 EDT 2017, 0.930, 147, 29, 7, 17, 328, 18, 28, 25, 35, 48.183, 2.423
Mon Jul  3 10:24:47 EDT 2017, 0.680, 137, 27, 5, 12, 553, 13, 38, 2, 45, 162.367, 5.630
Mon Jul  3 10:24:49 EDT 2017, 0.180, 157, 22, 9, 23, 403, 4, 18, 17, 25, 1.053, 0.607
Mon Jul  3 10:25:17 EDT 2017, 0.120, 120, 25, 7, 19, 384, 7, 36, 8, 42, 27.893, 2.057
Mon Jul  3 10:25:30 EDT 2017, 0.620, 140, 20, 3, 8, 534, 17, 16, 23, 22, 13.227, 1.710
Mon Jul  3 10:25:38 EDT 2017, 0.870, 130, 22, 9, 13, 309, 12, 46, 0, 12, 8.203, 1.117
Mon Jul  3 10:25:40 EDT 2017, 0.370, 150, 27, 5, 24, 459, 2, 26, 15, 32, 1.180, 0.780
Mon Jul  3 10:25:41 EDT 2017, 0.250, 135, 21, 6, 16, 497, 10, 11, 12, 17, 1.440, 0.713
Mon Jul  3 10:27:12 EDT 2017, 0.750, 155, 26, 2, 27, 347, 19, 31, 27, 37, 90.110, 3.530
Mon Jul  3 10:28:12 EDT 2017, 0.500, 125, 29, 8, 21, 572, 14, 21, 4, 47, 60.133, 3.477
Mon Jul  3 10:28:21 EDT 2017, 0.000, 145, 24, 4, 10, 422, 5, 41, 19, 27, 8.133, 1.603
Mon Jul  3 10:29:12 EDT 2017, 0.000, 132, 25, 5, 15, 473, 13, 46, 10, 22, 51.187, 2.923
Mon Jul  3 10:29:14 EDT 2017, 0.500, 152, 20, 9, 26, 323, 3, 26, 25, 42, 2.223, 0.763
Mon Jul  3 10:29:51 EDT 2017, 0.750, 122, 23, 3, 20, 548, 8, 36, 2, 32, 35.613, 2.810
Mon Jul  3 10:29:53 EDT 2017, 0.250, 142, 28, 7, 9, 398, 18, 16, 17, 12, 2.517, 0.857
Mon Jul  3 10:30:17 EDT 2017, 0.370, 127, 22, 4, 23, 436, 11, 21, 13, 37, 23.343, 1.957
Mon Jul  3 10:30:18 EDT 2017, 0.870, 147, 27, 8, 12, 586, 1, 41, 28, 17, 0.523, 0.500
Mon Jul  3 10:30:19 EDT 2017, 0.620, 137, 29, 2, 17, 361, 6, 11, 6, 27, 0.967, 0.570
Mon Jul  3 10:32:28 EDT 2017, 0.120, 157, 24, 6, 28, 511, 15, 31, 21, 47, 129.123, 5.073
Mon Jul  3 10:32:35 EDT 2017, 0.180, 120, 27, 8, 24, 492, 14, 14, 12, 24, 6.387, 1.203
Mon Jul  3 10:32:48 EDT 2017, 0.680, 140, 22, 4, 13, 342, 5, 34, 27, 44, 12.677, 1.627
Mon Jul  3 10:33:10 EDT 2017, 0.930, 130, 20, 6, 8, 567, 9, 24, 4, 34, 21.810, 2.180
Mon Jul  3 10:33:42 EDT 2017, 0.430, 150, 25, 2, 19, 417, 19, 44, 19, 14, 32.123, 2.327
Mon Jul  3 10:34:55 EDT 2017, 0.310, 135, 24, 9, 11, 379, 12, 39, 8, 39, 72.607, 3.347
Mon Jul  3 10:34:56 EDT 2017, 0.810, 155, 29, 5, 22, 529, 2, 19, 23, 19, 0.470, 0.470
Mon Jul  3 10:35:14 EDT 2017, 0.560, 125, 26, 7, 27, 304, 7, 49, 0, 29, 18.253, 1.750
Mon Jul  3 10:38:20 EDT 2017, 0.060, 145, 21, 3, 16, 454, 17, 29, 15, 49, 184.897, 5.617
Mon Jul  3 10:38:21 EDT 2017, 0.090, 126, 22, 2, 10, 539, 4, 18, 18, 16, 1.073, 0.703
Mon Jul  3 10:39:36 EDT 2017, 0.590, 146, 27, 6, 21, 389, 14, 38, 3, 36, 75.030, 3.797
Mon Jul  3 10:42:14 EDT 2017, 0.840, 136, 25, 4, 26, 464, 18, 28, 26, 46, 156.970, 4.883
Mon Jul  3 10:42:37 EDT 2017, 0.340, 156, 20, 8, 15, 314, 9, 48, 11, 26, 22.223, 2.030
Mon Jul  3 10:42:39 EDT 2017, 0.460, 131, 28, 3, 29, 351, 2, 33, 22, 41, 2.010, 0.943
Mon Jul  3 10:42:42 EDT 2017, 0.960, 151, 23, 7, 18, 501, 11, 13, 7, 21, 2.607, 0.863
Mon Jul  3 10:43:00 EDT 2017, 0.710, 121, 21, 5, 13, 426, 16, 43, 29, 11, 18.167, 1.843
Mon Jul  3 10:43:06 EDT 2017, 0.210, 141, 26, 9, 24, 576, 6, 23, 14, 31, 5.520, 1.390
Mon Jul  3 10:43:11 EDT 2017, 0.150, 138, 20, 7, 19, 595, 5, 40, 20, 18, 5.090, 1.403
Mon Jul  3 10:43:42 EDT 2017, 0.650, 158, 25, 3, 8, 445, 15, 20, 5, 38, 30.447, 2.380
Mon Jul  3 10:47:16 EDT 2017, 0.900, 128, 28, 9, 14, 520, 19, 30, 27, 48, 213.590, 5.800
Mon Jul  3 10:47:18 EDT 2017, 0.400, 148, 23, 5, 25, 370, 10, 10, 12, 28, 1.990, 0.680
Mon Jul  3 10:47:21 EDT 2017, 0.280, 123, 26, 6, 17, 333, 3, 25, 16, 43, 2.603, 0.897
Mon Jul  3 10:48:15 EDT 2017, 0.780, 143, 21, 2, 28, 483, 12, 45, 1, 23, 53.337, 3.400
Mon Jul  3 10:48:18 EDT 2017, 0.530, 133, 24, 8, 22, 408, 17, 15, 24, 13, 2.620, 0.810
Mon Jul  3 10:48:41 EDT 2017, 0.030, 153, 29, 4, 11, 558, 8, 35, 9, 33, 22.950, 2.450
Mon Jul  3 10:48:52 EDT 2017, 0.040, 123, 20, 9, 27, 356, 17, 20, 22, 20, 11.167, 1.287
Mon Jul  3 10:49:39 EDT 2017, 0.540, 143, 25, 5, 16, 506, 8, 40, 7, 40, 46.537, 3.143
Mon Jul  3 10:49:40 EDT 2017, 0.790, 133, 27, 7, 11, 431, 3, 10, 15, 30, 0.477, 0.443
Mon Jul  3 10:49:45 EDT 2017, 0.290, 153, 22, 3, 22, 581, 13, 30, 0, 10, 5.507, 1.363
Mon Jul  3 10:52:34 EDT 2017, 0.420, 138, 26, 8, 8, 543, 15, 45, 26, 35, 167.957, 5.547
Mon Jul  3 10:52:36 EDT 2017, 0.920, 158, 21, 4, 19, 393, 6, 25, 11, 15, 1.520, 0.770
Mon Jul  3 10:52:37 EDT 2017, 0.670, 128, 23, 6, 25, 468, 1, 35, 19, 25, 0.597, 0.530
Mon Jul  3 10:52:45 EDT 2017, 0.170, 148, 28, 2, 14, 318, 10, 15, 4, 45, 8.140, 1.313
Mon Jul  3 10:53:33 EDT 2017, 0.230, 130, 23, 4, 18, 300, 19, 37, 28, 22, 48.053, 2.243
Mon Jul  3 10:53:42 EDT 2017, 0.730, 150, 28, 8, 29, 450, 9, 17, 13, 42, 8.603, 1.323
Mon Jul  3 10:53:53 EDT 2017, 0.980, 120, 25, 2, 23, 375, 4, 47, 20, 32, 10.603, 1.540
Mon Jul  3 10:54:00 EDT 2017, 0.480, 140, 20, 6, 12, 525, 14, 27, 5, 12, 7.053, 1.347
Mon Jul  3 10:54:17 EDT 2017, 0.360, 125, 29, 5, 21, 562, 16, 12, 24, 37, 16.013, 1.730
Mon Jul  3 10:54:20 EDT 2017, 0.860, 145, 24, 9, 10, 412, 7, 32, 9, 17, 3.307, 0.953
Mon Jul  3 10:54:21 EDT 2017, 0.610, 135, 22, 3, 15, 487, 2, 22, 17, 27, 0.870, 0.583
Mon Jul  3 10:55:37 EDT 2017, 0.110, 155, 27, 7, 26, 337, 11, 42, 2, 47, 75.597, 3.293
Mon Jul  3 10:55:42 EDT 2017, 0.070, 136, 28, 6, 23, 422, 9, 33, 1, 16, 5.410, 1.210
Mon Jul  3 10:56:06 EDT 2017, 0.570, 156, 23, 2, 12, 572, 18, 13, 16, 36, 23.567, 2.223
Mon Jul  3 10:58:51 EDT 2017, 0.820, 126, 21, 8, 17, 347, 13, 43, 8, 46, 164.410, 4.637
Mon Jul  3 10:58:53 EDT 2017, 0.320, 146, 26, 4, 28, 497, 4, 23, 23, 26, 2.100, 1.013
Mon Jul  3 10:59:00 EDT 2017, 0.450, 121, 24, 7, 14, 459, 6, 18, 5, 41, 6.143, 1.223
Mon Jul  3 10:59:27 EDT 2017, 0.950, 141, 29, 3, 25, 309, 16, 38, 20, 21, 27.387, 1.823
Mon Jul  3 10:59:31 EDT 2017, 0.700, 131, 27, 9, 20, 534, 11, 28, 12, 11, 3.273, 1.073
Mon Jul  3 10:59:32 EDT 2017, 0.200, 151, 22, 5, 9, 384, 1, 48, 27, 31, 1.013, 0.750
Mon Jul  3 10:59:38 EDT 2017, 0.140, 129, 25, 3, 13, 403, 10, 26, 6, 19, 6.530, 1.217
Mon Jul  3 11:06:28 EDT 2017, 0.640, 149, 20, 7, 24, 553, 19, 46, 21, 39, 406.713, 9.280
Mon Jul  3 11:06:53 EDT 2017, 0.890, 139, 23, 5, 29, 328, 14, 16, 14, 49, 24.337, 1.830
Mon Jul  3 11:06:59 EDT 2017, 0.390, 159, 28, 9, 18, 478, 5, 36, 29, 29, 5.880, 1.453
Mon Jul  3 11:08:02 EDT 2017, 0.260, 134, 21, 2, 27, 515, 7, 41, 3, 44, 63.063, 4.023
Mon Jul  3 11:08:15 EDT 2017, 0.760, 154, 26, 6, 16, 365, 17, 21, 18, 24, 12.880, 1.353
Mon Jul  3 11:08:25 EDT 2017, 0.510, 124, 29, 4, 10, 590, 12, 31, 10, 14, 9.520, 1.550
Mon Jul  3 11:08:26 EDT 2017, 0.010, 144, 24, 8, 21, 440, 3, 11, 25, 34, 0.640, 0.503
Mon Jul  3 11:08:30 EDT 2017, 0.020, 128, 29, 7, 16, 386, 15, 24, 12, 12, 4.010, 0.983
Mon Jul  3 11:08:46 EDT 2017, 0.520, 148, 24, 3, 27, 536, 5, 44, 27, 32, 16.230, 2.257
Mon Jul  3 11:08:47 EDT 2017, 0.770, 138, 21, 9, 22, 311, 1, 14, 4, 42, 0.327, 0.267
Mon Jul  3 11:09:00 EDT 2017, 0.270, 158, 26, 5, 11, 461, 10, 34, 19, 22, 12.790, 1.650
Mon Jul  3 11:18:12 EDT 2017, 0.390, 133, 22, 6, 19, 499, 17, 49, 8, 47, 549.890, 9.577
Mon Jul  3 11:18:19 EDT 2017, 0.890, 153, 27, 2, 8, 349, 8, 29, 23, 27, 7.560, 1.217
Mon Jul  3 11:18:21 EDT 2017, 0.640, 123, 25, 8, 13, 574, 3, 39, 1, 17, 1.813, 0.833
Mon Jul  3 11:18:45 EDT 2017, 0.140, 143, 20, 4, 24, 424, 13, 19, 16, 37, 23.843, 2.057
Mon Jul  3 11:18:55 EDT 2017, 0.210, 135, 27, 2, 29, 443, 16, 37, 10, 10, 9.537, 1.453
Mon Jul  3 11:19:00 EDT 2017, 0.710, 155, 22, 6, 18, 593, 7, 17, 25, 30, 4.527, 1.147
Mon Jul  3 11:19:04 EDT 2017, 0.960, 125, 24, 4, 12, 368, 2, 47, 2, 40, 4.300, 1.357
Mon Jul  3 11:19:13 EDT 2017, 0.460, 145, 29, 8, 23, 518, 11, 27, 17, 20, 8.470, 1.460
Mon Jul  3 11:19:49 EDT 2017, 0.330, 120, 21, 3, 9, 480, 18, 12, 14, 45, 36.260, 2.497
Mon Jul  3 11:19:59 EDT 2017, 0.830, 140, 26, 7, 20, 330, 9, 32, 29, 25, 9.247, 1.267
Mon Jul  3 11:20:00 EDT 2017, 0.580, 130, 28, 5, 26, 555, 4, 22, 6, 15, 0.930, 0.527
Mon Jul  3 11:21:28 EDT 2017, 0.080, 150, 23, 9, 15, 405, 14, 42, 21, 35, 87.950, 3.773
Mon Jul  3 11:21:33 EDT 2017, 0.110, 132, 22, 8, 11, 321, 6, 30, 18, 28, 5.297, 1.070
Mon Jul  3 11:21:46 EDT 2017, 0.610, 152, 27, 4, 22, 471, 15, 10, 3, 48, 12.240, 1.603
Mon Jul  3 11:22:54 EDT 2017, 0.860, 122, 29, 6, 28, 396, 11, 40, 26, 38, 67.327, 3.133
Mon Jul  3 11:22:55 EDT 2017, 0.360, 142, 24, 2, 17, 546, 1, 20, 11, 18, 0.597, 0.597
Mon Jul  3 11:23:00 EDT 2017, 0.490, 127, 25, 9, 25, 583, 8, 15, 15, 33, 5.497, 1.367
Mon Jul  3 11:23:19 EDT 2017, 0.990, 147, 20, 5, 14, 433, 18, 35, 0, 13, 18.177, 1.833
Mon Jul  3 11:23:35 EDT 2017, 0.740, 137, 23, 7, 9, 508, 13, 25, 22, 23, 16.637, 1.963
Mon Jul  3 11:23:47 EDT 2017, 0.240, 157, 28, 3, 20, 358, 4, 45, 7, 43, 11.147, 1.633
Mon Jul  3 11:23:53 EDT 2017, 0.180, 124, 23, 5, 24, 340, 7, 28, 16, 26, 6.383, 1.160
Mon Jul  3 11:29:25 EDT 2017, 0.680, 144, 28, 9, 13, 490, 17, 48, 1, 46, 330.687, 7.530
Mon Jul  3 11:29:41 EDT 2017, 0.930, 134, 26, 3, 18, 415, 12, 18, 24, 36, 15.537, 1.977
Mon Jul  3 11:29:42 EDT 2017, 0.430, 154, 21, 7, 29, 565, 2, 38, 9, 16, 1.120, 0.777
Mon Jul  3 11:30:36 EDT 2017, 0.300, 139, 27, 4, 16, 527, 10, 43, 20, 31, 53.123, 3.233
Mon Jul  3 11:30:40 EDT 2017, 0.800, 159, 22, 8, 27, 377, 19, 23, 5, 11, 4.420, 1.013
Mon Jul  3 11:31:15 EDT 2017, 0.550, 129, 20, 2, 21, 452, 14, 33, 28, 21, 34.050, 2.433
Mon Jul  3 11:31:16 EDT 2017, 0.050, 149, 25, 6, 10, 302, 5, 13, 13, 41, 1.553, 0.670
Mon Jul  3 11:31:33 EDT 2017, 0.030, 137, 24, 3, 26, 579, 10, 47, 29, 14, 16.217, 2.013
Mon Jul  3 11:31:34 EDT 2017, 0.530, 157, 29, 7, 15, 429, 1, 27, 14, 34, 0.543, 0.527
Mon Jul  3 11:32:04 EDT 2017, 0.780, 127, 27, 5, 9, 504, 6, 37, 22, 44, 30.063, 2.637
Mon Jul  3 11:32:11 EDT 2017, 0.280, 147, 22, 9, 20, 354, 15, 17, 7, 24, 6.960, 1.227
Mon Jul  3 11:32:53 EDT 2017, 0.410, 122, 28, 2, 12, 316, 13, 22, 25, 49, 41.913, 2.157
Mon Jul  3 11:32:58 EDT 2017, 0.910, 142, 23, 6, 23, 466, 3, 42, 10, 29, 4.197, 1.353
Mon Jul  3 11:32:59 EDT 2017, 0.660, 132, 20, 4, 28, 391, 8, 12, 18, 19, 1.220, 0.590
Mon Jul  3 11:35:19 EDT 2017, 0.160, 152, 25, 8, 17, 541, 18, 32, 3, 39, 138.557, 5.007
Mon Jul  3 11:35:20 EDT 2017, 0.220, 125, 21, 6, 13, 560, 12, 10, 24, 12, 1.337, 0.777
Mon Jul  3 11:35:21 EDT 2017, 0.720, 145, 26, 2, 24, 410, 2, 30, 9, 32, 1.327, 0.763
Mon Jul  3 11:35:30 EDT 2017, 0.970, 135, 29, 8, 19, 485, 7, 20, 16, 42, 8.590, 1.353
Mon Jul  3 11:36:06 EDT 2017, 0.470, 155, 24, 4, 8, 335, 16, 40, 1, 22, 35.517, 2.277
Mon Jul  3 11:38:11 EDT 2017, 0.350, 130, 25, 7, 21, 372, 14, 35, 27, 47, 123.770, 4.150
Mon Jul  3 11:38:12 EDT 2017, 0.850, 150, 20, 3, 10, 522, 4, 15, 12, 27, 1.347, 0.790
Mon Jul  3 11:38:26 EDT 2017, 0.600, 120, 22, 9, 16, 447, 9, 45, 20, 17, 14.037, 1.603
Mon Jul  3 11:40:07 EDT 2017, 0.100, 140, 27, 5, 27, 597, 19, 25, 5, 37, 100.447, 4.443
Mon Jul  3 11:40:08 EDT 2017, 0.070, 121, 26, 4, 21, 513, 2, 16, 6, 28, 0.577, 0.520
Mon Jul  3 11:41:26 EDT 2017, 0.570, 141, 21, 8, 10, 363, 11, 36, 21, 48, 78.013, 3.567
Mon Jul  3 11:43:11 EDT 2017, 0.820, 131, 24, 2, 15, 588, 16, 26, 13, 38, 103.977, 4.517
Mon Jul  3 11:43:16 EDT 2017, 0.320, 151, 29, 6, 26, 438, 6, 46, 28, 18, 5.270, 1.260
Mon Jul  3 11:43:22 EDT 2017, 0.440, 136, 20, 5, 18, 401, 4, 31, 2, 33, 5.090, 1.220
Mon Jul  3 11:43:23 EDT 2017, 0.940, 156, 25, 9, 29, 551, 13, 11, 17, 13, 1.197, 0.613
Mon Jul  3 11:44:23 EDT 2017, 0.690, 126, 28, 3, 23, 326, 18, 41, 9, 23, 59.893, 2.577
Mon Jul  3 11:44:41 EDT 2017, 0.190, 146, 23, 7, 12, 476, 9, 21, 24, 43, 17.640, 2.117
Mon Jul  3 11:44:44 EDT 2017, 0.130, 134, 29, 9, 8, 457, 3, 44, 0, 25, 2.947, 1.000
Mon Jul  3 11:45:12 EDT 2017, 0.630, 154, 24, 5, 19, 307, 12, 24, 15, 45, 27.460, 2.090
Mon Jul  3 11:47:45 EDT 2017, 0.880, 124, 22, 7, 25, 532, 17, 34, 8, 35, 152.093, 5.120
Mon Jul  3 11:47:46 EDT 2017, 0.380, 144, 27, 3, 14, 382, 7, 14, 23, 15, 0.867, 0.537
Mon Jul  3 11:47:51 EDT 2017, 0.250, 129, 23, 8, 28, 419, 5, 29, 4, 30, 5.340, 1.300
Mon Jul  3 11:48:07 EDT 2017, 0.750, 149, 28, 4, 17, 569, 15, 49, 19, 10, 15.230, 1.990
Mon Jul  3 11:48:16 EDT 2017, 0.500, 139, 26, 6, 11, 344, 19, 19, 11, 20, 9.320, 1.150
Mon Jul  3 11:49:36 EDT 2017, 0.000, 159, 21, 2, 22, 494, 10, 39, 26, 40, 79.593, 4.257
Mon Jul  3 11:53:17 EDT 2017, 0.010, 120, 23, 6, 11, 599, 16, 32, 27, 44, 219.147, 6.450
Mon Jul  3 11:53:19 EDT 2017, 0.510, 140, 28, 2, 22, 449, 6, 12, 12, 24, 1.103, 0.617
Mon Jul  3 11:53:20 EDT 2017, 0.760, 130, 25, 8, 27, 524, 2, 42, 20, 14, 0.793, 0.620
Mon Jul  3 11:53:36 EDT 2017, 0.260, 150, 20, 4, 16, 374, 11, 22, 5, 34, 16.103, 1.740
Mon Jul  3 11:53:42 EDT 2017, 0.380, 135, 29, 7, 24, 336, 18, 17, 24, 19, 5.860, 0.990
Mon Jul  3 11:54:30 EDT 2017, 0.880, 155, 24, 3, 13, 486, 9, 37, 9, 39, 47.480, 3.223
Mon Jul  3 11:54:38 EDT 2017, 0.630, 125, 21, 9, 8, 411, 4, 27, 16, 49, 8.187, 1.583
Mon Jul  3 11:56:32 EDT 2017, 0.130, 145, 26, 5, 19, 561, 14, 47, 1, 29, 112.763, 4.730
Mon Jul  3 11:58:11 EDT 2017, 0.190, 133, 20, 3, 23, 542, 15, 25, 25, 41, 98.913, 4.467
Mon Jul  3 11:58:16 EDT 2017, 0.690, 153, 25, 7, 12, 392, 5, 45, 10, 21, 4.707, 1.160
Mon Jul  3 11:58:16 EDT 2017, 0.940, 123, 27, 5, 18, 467, 1, 15, 18, 11, 0.147, 0.163
Mon Jul  3 11:58:37 EDT 2017, 0.440, 143, 22, 9, 29, 317, 10, 35, 3, 31, 20.367, 1.767
Mon Jul  3 11:59:05 EDT 2017, 0.320, 128, 26, 2, 15, 355, 17, 40, 29, 16, 27.750, 1.893
Mon Jul  3 11:59:15 EDT 2017, 0.820, 148, 21, 6, 26, 505, 8, 20, 14, 36, 10.043, 1.637
Mon Jul  3 11:59:20 EDT 2017, 0.570, 138, 23, 4, 20, 430, 3, 30, 22, 46, 5.227, 1.317
Mon Jul  3 11:59:23 EDT 2017, 0.070, 158, 28, 8, 9, 580, 12, 10, 7, 26, 2.673, 1.037
Mon Jul  3 11:59:31 EDT 2017, 0.100, 139, 25, 9, 17, 495, 7, 21, 4, 38, 8.163, 1.433
Mon Jul  3 12:00:04 EDT 2017, 0.600, 159, 20, 5, 28, 345, 17, 41, 19, 18, 32.650, 2.177
Mon Jul  3 12:00:10 EDT 2017, 0.850, 129, 22, 7, 22, 570, 12, 11, 11, 28, 5.013, 1.207
Mon Jul  3 12:00:12 EDT 2017, 0.350, 149, 27, 3, 11, 420, 2, 31, 26, 48, 2.477, 1.053
Mon Jul  3 12:00:36 EDT 2017, 0.480, 124, 21, 8, 20, 383, 9, 46, 0, 23, 23.350, 1.940
Mon Jul  3 12:02:55 EDT 2017, 0.980, 144, 26, 4, 9, 533, 19, 26, 15, 43, 138.027, 4.920
Mon Jul  3 12:03:39 EDT 2017, 0.730, 134, 29, 6, 14, 308, 14, 36, 8, 33, 44.077, 2.300
Mon Jul  3 12:03:40 EDT 2017, 0.230, 154, 24, 2, 25, 458, 5, 16, 23, 13, 0.753, 0.950
Mon Jul  3 12:04:00 EDT 2017, 0.160, 127, 28, 4, 29, 477, 6, 38, 2, 35, 18.827, 2.097
Mon Jul  3 12:04:03 EDT 2017, 0.660, 147, 23, 8, 18, 327, 15, 18, 17, 15, 3.040, 0.817
Mon Jul  3 12:05:18 EDT 2017, 0.910, 137, 20, 2, 13, 552, 11, 48, 10, 25, 75.457, 4.157
Mon Jul  3 12:05:19 EDT 2017, 0.410, 157, 25, 6, 24, 402, 1, 28, 25, 45, 0.877, 0.757
Mon Jul  3 12:05:21 EDT 2017, 0.290, 132, 24, 5, 10, 439, 8, 13, 6, 20, 1.530, 0.710
Mon Jul  3 12:07:49 EDT 2017, 0.790, 152, 29, 9, 21, 589, 18, 33, 21, 40, 147.363, 5.260
Mon Jul  3 12:08:08 EDT 2017, 0.540, 122, 27, 3, 26, 364, 13, 23, 13, 30, 18.897, 1.650
Mon Jul  3 12:08:09 EDT 2017, 0.040, 142, 22, 7, 15, 514, 4, 43, 28, 10, 1.233, 0.723
Mon Jul  3 12:08:33 EDT 2017, 0.050, 130, 27, 2, 20, 406, 12, 19, 14, 42, 23.613, 1.923
Mon Jul  3 12:08:35 EDT 2017, 0.550, 150, 22, 6, 9, 556, 2, 39, 29, 22, 1.527, 0.960
Mon Jul  3 12:08:37 EDT 2017, 0.800, 120, 20, 4, 14, 331, 7, 29, 6, 12, 2.050, 0.637
Mon Jul  3 12:11:25 EDT 2017, 0.300, 140, 25, 8, 25, 481, 16, 49, 21, 32, 167.240, 5.283
Mon Jul  3 12:11:50 EDT 2017, 0.430, 125, 24, 3, 17, 519, 14, 34, 10, 17, 24.167, 2.293
Mon Jul  3 12:11:51 EDT 2017, 0.930, 145, 29, 7, 28, 369, 4, 14, 25, 37, 1.157, 0.627
