# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, heap_timing_secs
Mon Jun 26 21:18:06 EDT 2017, 0.680, 8, 1, 0.470, 2, 5, 43, 475, 51, 8, 36, 98, 84.073, 82.047
Mon Jun 26 21:18:22 EDT 2017, 0.930, 1, 3, 0.720, 4, 7, 20, 400, 73, 3, 23, 75, 16.123, 14.997
Mon Jun 26 21:18:28 EDT 2017, 0.430, 6, 8, 0.220, 9, 2, 65, 550, 28, 13, 48, 30, 5.500, 5.050
Mon Jun 26 21:18:44 EDT 2017, 0.310, 2, 2, 0.840, 3, 1, 99, 513, 85, 1, 17, 86, 15.487, 13.557
Mon Jun 26 21:18:52 EDT 2017, 0.810, 7, 7, 0.340, 8, 6, 54, 363, 40, 11, 42, 41, 7.353, 6.900
Mon Jun 26 21:19:01 EDT 2017, 0.560, 5, 9, 0.590, 5, 4, 31, 588, 62, 15, 4, 19, 8.513, 8.327
Mon Jun 26 21:19:06 EDT 2017, 0.060, 9, 4, 0.090, 1, 8, 76, 438, 17, 6, 29, 64, 5.063, 4.603
Mon Jun 26 21:19:23 EDT 2017, 0.040, 3, 6, 0.700, 8, 3, 10, 470, 63, 11, 41, 40, 16.320, 15.453
Mon Jun 26 21:19:28 EDT 2017, 0.540, 7, 1, 0.200, 3, 7, 55, 320, 18, 2, 16, 85, 4.527, 3.927
Mon Jun 26 21:20:06 EDT 2017, 0.790, 5, 4, 0.950, 1, 5, 78, 545, 86, 7, 28, 63, 37.933, 36.043
Mon Jun 26 21:20:10 EDT 2017, 0.290, 9, 8, 0.450, 5, 9, 33, 395, 41, 16, 3, 18, 4.403, 4.130
Mon Jun 26 21:20:59 EDT 2017, 0.420, 4, 3, 0.580, 2, 8, 21, 358, 75, 9, 35, 96, 48.440, 48.227
Mon Jun 26 21:21:15 EDT 2017, 0.920, 8, 7, 0.080, 7, 4, 66, 508, 30, 19, 10, 51, 15.070, 14.477
Mon Jun 26 21:21:30 EDT 2017, 0.670, 2, 9, 0.830, 9, 6, 89, 433, 97, 14, 47, 29, 14.863, 14.887
Mon Jun 26 21:21:46 EDT 2017, 0.170, 6, 5, 0.330, 4, 1, 44, 583, 52, 4, 22, 74, 14.827, 14.527
Mon Jun 26 21:22:03 EDT 2017, 0.230, 4, 8, 0.020, 4, 1, 16, 414, 69, 10, 19, 57, 16.723, 16.607
Mon Jun 26 21:22:04 EDT 2017, 0.730, 9, 3, 0.520, 8, 5, 61, 564, 24, 1, 44, 12, 0.653, 0.600
Mon Jun 26 21:22:27 EDT 2017, 0.980, 2, 1, 0.270, 6, 3, 83, 339, 92, 6, 7, 34, 22.900, 21.140
Mon Jun 26 21:23:06 EDT 2017, 0.480, 7, 5, 0.770, 1, 8, 38, 489, 47, 15, 32, 79, 38.713, 37.713
Mon Jun 26 21:23:16 EDT 2017, 0.350, 1, 4, 0.140, 7, 9, 27, 527, 58, 8, 0, 23, 9.130, 8.083
Mon Jun 26 21:23:20 EDT 2017, 0.850, 5, 9, 0.640, 3, 4, 72, 377, 13, 17, 25, 68, 4.600, 4.337
Mon Jun 26 21:24:12 EDT 2017, 0.600, 3, 7, 0.390, 5, 7, 95, 452, 80, 13, 13, 91, 50.320, 47.560
Mon Jun 26 21:24:17 EDT 2017, 0.100, 8, 2, 0.890, 9, 2, 50, 302, 35, 3, 38, 46, 4.857, 4.127
Mon Jun 26 21:24:47 EDT 2017, 0.070, 3, 3, 0.860, 5, 4, 58, 386, 38, 19, 36, 60, 30.440, 30.357
Mon Jun 26 21:24:55 EDT 2017, 0.570, 7, 7, 0.360, 1, 8, 13, 536, 83, 10, 11, 15, 7.317, 6.900
Mon Jun 26 21:24:56 EDT 2017, 0.820, 1, 5, 0.610, 3, 2, 36, 311, 16, 5, 49, 37, 1.363, 1.270
Mon Jun 26 21:27:46 EDT 2017, 0.320, 5, 1, 0.110, 7, 6, 81, 461, 61, 14, 24, 82, 163.600, 168.797
Mon Jun 26 21:27:49 EDT 2017, 0.450, 2, 8, 0.980, 4, 5, 69, 574, 49, 3, 43, 26, 2.763, 2.560
Mon Jun 26 21:28:49 EDT 2017, 0.950, 6, 4, 0.480, 8, 1, 24, 424, 94, 12, 18, 71, 59.707, 56.703
Mon Jun 26 21:29:45 EDT 2017, 0.700, 4, 2, 0.730, 6, 7, 47, 499, 27, 17, 30, 93, 54.297, 50.670
Mon Jun 26 21:29:57 EDT 2017, 0.200, 9, 6, 0.230, 2, 3, 92, 349, 72, 7, 5, 48, 11.853, 10.797
Mon Jun 26 21:30:55 EDT 2017, 0.140, 1, 1, 0.420, 1, 3, 64, 517, 44, 18, 2, 43, 57.597, 55.697
Mon Jun 26 21:31:28 EDT 2017, 0.640, 6, 6, 0.920, 6, 8, 19, 367, 89, 8, 27, 88, 32.433, 30.940
Mon Jun 26 21:31:32 EDT 2017, 0.890, 4, 8, 0.170, 8, 1, 41, 592, 21, 4, 14, 65, 3.737, 3.523
Mon Jun 26 21:31:46 EDT 2017, 0.390, 8, 3, 0.670, 3, 6, 86, 442, 66, 13, 39, 20, 14.053, 13.130
Mon Jun 26 21:31:49 EDT 2017, 0.260, 5, 7, 0.300, 9, 7, 75, 330, 32, 1, 21, 99, 2.000, 1.857
Mon Jun 26 21:32:51 EDT 2017, 0.760, 9, 2, 0.800, 5, 2, 30, 480, 77, 11, 46, 54, 62.160, 54.083
Mon Jun 26 21:32:54 EDT 2017, 0.510, 2, 5, 0.050, 2, 9, 52, 405, 10, 16, 8, 32, 2.737, 2.473
Mon Jun 26 21:33:10 EDT 2017, 0.010, 7, 9, 0.550, 7, 5, 97, 555, 55, 6, 33, 77, 14.720, 14.743
Mon Jun 26 21:33:34 EDT 2017, 0.010, 3, 7, 0.110, 3, 2, 40, 584, 57, 7, 43, 88, 24.320, 24.013
Mon Jun 26 21:33:41 EDT 2017, 0.510, 8, 3, 0.610, 7, 6, 85, 434, 12, 16, 18, 43, 6.427, 5.817
Mon Jun 26 21:33:54 EDT 2017, 0.760, 1, 5, 0.360, 9, 4, 63, 509, 80, 11, 31, 21, 12.373, 11.780
Mon Jun 26 21:33:56 EDT 2017, 0.260, 5, 9, 0.860, 5, 9, 18, 359, 35, 2, 6, 66, 2.303, 2.247
Mon Jun 26 21:35:25 EDT 2017, 0.380, 2, 1, 0.240, 8, 8, 51, 397, 69, 14, 37, 54, 86.870, 85.087
Mon Jun 26 21:35:33 EDT 2017, 0.880, 7, 6, 0.740, 4, 3, 96, 547, 24, 4, 12, 99, 7.567, 7.073
Mon Jun 26 21:35:57 EDT 2017, 0.630, 4, 8, 0.490, 2, 5, 74, 322, 91, 9, 49, 77, 22.610, 21.497
Mon Jun 26 21:36:16 EDT 2017, 0.130, 9, 4, 0.990, 6, 1, 29, 472, 46, 18, 24, 32, 19.510, 17.877
Mon Jun 26 21:36:18 EDT 2017, 0.190, 1, 9, 0.680, 7, 1, 35, 303, 74, 5, 21, 15, 1.687, 1.567
Mon Jun 26 21:36:38 EDT 2017, 0.690, 6, 4, 0.180, 2, 6, 80, 453, 29, 15, 46, 60, 18.857, 17.920
Mon Jun 26 21:38:31 EDT 2017, 0.940, 4, 2, 0.930, 4, 4, 57, 378, 97, 10, 9, 83, 106.060, 98.860
Mon Jun 26 21:38:33 EDT 2017, 0.440, 8, 7, 0.430, 9, 8, 12, 528, 52, 1, 34, 38, 1.890, 1.777
Mon Jun 26 21:39:31 EDT 2017, 0.320, 5, 3, 0.550, 3, 9, 46, 490, 63, 13, 3, 71, 56.140, 56.570
Mon Jun 26 21:39:32 EDT 2017, 0.820, 9, 8, 0.050, 8, 5, 91, 340, 18, 3, 28, 26, 0.830, 0.767
Mon Jun 26 21:40:01 EDT 2017, 0.570, 3, 5, 0.800, 5, 7, 68, 565, 86, 8, 15, 49, 28.577, 27.863
Mon Jun 26 21:42:12 EDT 2017, 0.070, 7, 1, 0.300, 1, 3, 23, 415, 41, 17, 40, 94, 125.753, 129.110
Mon Jun 26 21:42:14 EDT 2017, 0.100, 2, 4, 0.460, 5, 5, 88, 350, 32, 5, 35, 12, 1.450, 1.313
Mon Jun 26 21:42:44 EDT 2017, 0.600, 7, 9, 0.960, 9, 9, 43, 500, 77, 14, 10, 57, 28.867, 27.860
Mon Jun 26 21:42:51 EDT 2017, 0.850, 5, 6, 0.210, 7, 2, 20, 425, 10, 19, 48, 80, 7.073, 6.567
Mon Jun 26 21:43:22 EDT 2017, 0.350, 9, 2, 0.710, 2, 7, 65, 575, 55, 10, 23, 35, 30.533, 26.060
Mon Jun 26 21:43:47 EDT 2017, 0.470, 3, 7, 0.330, 6, 6, 99, 462, 43, 17, 42, 69, 24.307, 24.097
Mon Jun 26 21:43:56 EDT 2017, 0.970, 8, 3, 0.830, 1, 1, 54, 312, 88, 7, 17, 24, 9.153, 8.687
Mon Jun 26 21:44:01 EDT 2017, 0.720, 1, 1, 0.080, 4, 8, 32, 537, 21, 2, 29, 46, 4.267, 3.713
Mon Jun 26 21:44:44 EDT 2017, 0.220, 6, 5, 0.580, 8, 3, 77, 387, 66, 12, 4, 91, 41.443, 40.443
Mon Jun 26 21:45:13 EDT 2017, 0.160, 4, 2, 0.770, 9, 3, 82, 556, 49, 4, 1, 85, 28.773, 24.823
Mon Jun 26 21:45:36 EDT 2017, 0.660, 8, 7, 0.270, 4, 7, 37, 406, 94, 13, 26, 40, 22.110, 21.677
Mon Jun 26 21:45:39 EDT 2017, 0.910, 2, 9, 0.520, 2, 1, 15, 481, 27, 18, 13, 18, 3.203, 2.980
Mon Jun 26 21:45:58 EDT 2017, 0.410, 6, 5, 0.020, 6, 5, 60, 331, 72, 8, 38, 63, 18.533, 17.530
Mon Jun 26 21:46:15 EDT 2017, 0.290, 1, 6, 0.890, 1, 6, 94, 443, 38, 16, 20, 52, 16.140, 15.283
Mon Jun 26 21:48:55 EDT 2017, 0.790, 5, 1, 0.390, 5, 2, 49, 593, 83, 6, 45, 97, 152.377, 154.750
Mon Jun 26 21:48:56 EDT 2017, 0.540, 3, 3, 0.640, 7, 8, 26, 368, 15, 1, 7, 74, 1.350, 1.247
Mon Jun 26 21:49:07 EDT 2017, 0.040, 7, 8, 0.140, 3, 4, 71, 518, 60, 11, 32, 29, 10.013, 9.530
Mon Jun 26 21:49:22 EDT 2017, 0.050, 1, 2, 0.530, 5, 6, 16, 411, 19, 8, 45, 98, 15.457, 13.917
Mon Jun 26 21:50:01 EDT 2017, 0.550, 6, 6, 0.030, 1, 1, 61, 561, 64, 17, 20, 53, 38.350, 36.810
Mon Jun 26 21:50:07 EDT 2017, 0.800, 3, 8, 0.780, 3, 8, 84, 336, 42, 12, 33, 31, 5.310, 4.973
Mon Jun 26 21:50:29 EDT 2017, 0.300, 8, 4, 0.280, 8, 3, 39, 486, 87, 3, 8, 76, 21.823, 20.233
Mon Jun 26 21:50:44 EDT 2017, 0.430, 4, 5, 0.660, 4, 4, 27, 598, 31, 15, 27, 42, 14.870, 14.280
Mon Jun 26 21:51:44 EDT 2017, 0.930, 9, 1, 0.160, 9, 9, 72, 448, 76, 5, 2, 87, 58.737, 57.167
Mon Jun 26 21:52:19 EDT 2017, 0.680, 2, 3, 0.910, 6, 2, 95, 523, 53, 10, 39, 64, 34.353, 33.163
Mon Jun 26 21:52:33 EDT 2017, 0.180, 7, 7, 0.410, 2, 7, 50, 373, 98, 19, 14, 19, 13.557, 12.980
Mon Jun 26 21:52:36 EDT 2017, 0.240, 4, 4, 0.220, 1, 7, 11, 504, 25, 6, 17, 25, 3.240, 2.880
Mon Jun 26 21:53:02 EDT 2017, 0.740, 8, 9, 0.720, 6, 3, 56, 354, 70, 16, 42, 70, 25.113, 25.583
Mon Jun 26 21:53:34 EDT 2017, 0.990, 2, 7, 0.470, 8, 9, 78, 579, 48, 11, 5, 92, 31.273, 30.713
Mon Jun 26 21:53:48 EDT 2017, 0.490, 6, 2, 0.970, 4, 5, 33, 429, 93, 2, 30, 47, 13.553, 11.610
Mon Jun 26 21:53:51 EDT 2017, 0.370, 3, 8, 0.100, 9, 4, 22, 317, 14, 13, 11, 59, 3.117, 2.887
Mon Jun 26 21:53:55 EDT 2017, 0.870, 7, 3, 0.600, 5, 8, 67, 467, 59, 4, 36, 14, 3.400, 3.057
Mon Jun 26 21:54:10 EDT 2017, 0.620, 5, 1, 0.350, 3, 2, 89, 392, 36, 9, 24, 36, 15.567, 14.147
Mon Jun 26 21:55:52 EDT 2017, 0.120, 9, 6, 0.850, 7, 6, 44, 542, 81, 18, 49, 81, 95.697, 93.843
Mon Jun 26 21:55:57 EDT 2017, 0.080, 5, 9, 0.880, 7, 8, 64, 458, 84, 5, 25, 22, 4.623, 4.300
Mon Jun 26 21:56:13 EDT 2017, 0.580, 9, 5, 0.380, 3, 4, 19, 308, 39, 14, 0, 67, 15.570, 14.883
Mon Jun 26 21:59:52 EDT 2017, 0.830, 2, 2, 0.630, 1, 6, 42, 533, 62, 19, 38, 90, 218.653, 212.197
Mon Jun 26 21:59:56 EDT 2017, 0.330, 7, 7, 0.130, 5, 1, 87, 383, 17, 9, 13, 45, 3.067, 2.820
Mon Jun 26 22:00:45 EDT 2017, 0.460, 1, 4, 0.750, 2, 2, 75, 345, 95, 16, 44, 56, 48.553, 45.780
Mon Jun 26 22:00:47 EDT 2017, 0.960, 6, 8, 0.250, 6, 7, 30, 495, 50, 7, 19, 11, 2.010, 1.873
Mon Jun 26 22:00:51 EDT 2017, 0.710, 4, 6, 0.500, 8, 5, 53, 420, 73, 2, 31, 33, 3.433, 3.080
Mon Jun 26 22:01:44 EDT 2017, 0.210, 8, 1, 0.000, 4, 9, 98, 570, 28, 12, 6, 78, 52.593, 50.277
Mon Jun 26 22:02:04 EDT 2017, 0.150, 2, 6, 0.320, 3, 9, 58, 439, 90, 3, 10, 95, 18.760, 17.847
Mon Jun 26 22:02:49 EDT 2017, 0.650, 6, 2, 0.820, 8, 4, 13, 589, 45, 13, 35, 50, 44.757, 40.707
Mon Jun 26 22:03:09 EDT 2017, 0.900, 4, 4, 0.070, 6, 6, 36, 364, 67, 18, 22, 28, 19.337, 18.373
Mon Jun 26 22:03:15 EDT 2017, 0.400, 9, 9, 0.570, 1, 2, 81, 514, 22, 8, 47, 73, 6.173, 5.997
Mon Jun 26 22:05:14 EDT 2017, 0.270, 3, 1, 0.440, 7, 1, 70, 551, 79, 15, 16, 39, 116.627, 116.673
Mon Jun 26 22:05:25 EDT 2017, 0.770, 7, 5, 0.940, 2, 5, 25, 401, 34, 6, 41, 84, 10.850, 10.493
Mon Jun 26 22:05:28 EDT 2017, 0.520, 1, 8, 0.190, 5, 3, 47, 476, 56, 1, 3, 61, 2.657, 2.413
Mon Jun 26 22:05:29 EDT 2017, 0.020, 5, 3, 0.690, 9, 7, 92, 326, 11, 10, 28, 16, 1.227, 1.153
Mon Jun 26 22:05:31 EDT 2017, 0.010, 2, 8, 0.810, 1, 9, 27, 376, 74, 1, 22, 37, 1.703, 1.593
Mon Jun 26 22:05:58 EDT 2017, 0.510, 7, 3, 0.310, 5, 5, 72, 526, 29, 11, 47, 82, 26.357, 25.920
Mon Jun 26 22:08:21 EDT 2017, 0.760, 4, 1, 0.560, 8, 7, 94, 301, 96, 16, 9, 59, 139.283, 137.843
Mon Jun 26 22:08:24 EDT 2017, 0.260, 9, 5, 0.060, 3, 2, 49, 451, 51, 6, 34, 14, 2.960, 2.707
Mon Jun 26 22:10:33 EDT 2017, 0.390, 3, 4, 0.930, 9, 1, 16, 563, 62, 18, 3, 93, 124.017, 121.057
Mon Jun 26 22:10:36 EDT 2017, 0.890, 8, 9, 0.430, 4, 6, 61, 413, 17, 9, 28, 48, 2.907, 2.740
Mon Jun 26 22:10:42 EDT 2017, 0.640, 1, 7, 0.680, 2, 3, 83, 488, 85, 4, 15, 26, 5.463, 4.983
Mon Jun 26 22:11:16 EDT 2017, 0.140, 5, 2, 0.180, 6, 8, 38, 338, 40, 13, 40, 71, 33.097, 30.340
Mon Jun 26 22:11:25 EDT 2017, 0.200, 5, 6, 0.370, 6, 7, 21, 507, 57, 3, 37, 65, 9.317, 8.503
Mon Jun 26 22:11:28 EDT 2017, 0.700, 9, 2, 0.870, 1, 3, 66, 357, 12, 12, 12, 20, 2.590, 2.173
Mon Jun 26 22:12:24 EDT 2017, 0.950, 3, 4, 0.120, 4, 5, 89, 582, 79, 17, 25, 43, 54.780, 52.210
Mon Jun 26 22:12:34 EDT 2017, 0.450, 7, 8, 0.620, 8, 1, 44, 432, 34, 7, 0, 88, 10.203, 9.653
Mon Jun 26 22:12:57 EDT 2017, 0.330, 2, 3, 0.250, 5, 2, 10, 319, 68, 19, 31, 31, 22.727, 22.393
Mon Jun 26 22:13:07 EDT 2017, 0.830, 6, 7, 0.750, 9, 6, 55, 469, 23, 10, 6, 76, 9.027, 8.767
Mon Jun 26 22:13:26 EDT 2017, 0.580, 4, 9, 0.000, 7, 4, 77, 394, 90, 5, 44, 99, 19.393, 19.293
Mon Jun 26 22:13:53 EDT 2017, 0.080, 8, 5, 0.500, 2, 9, 32, 544, 45, 14, 19, 54, 26.227, 24.883
Mon Jun 26 22:14:40 EDT 2017, 0.110, 3, 1, 0.710, 3, 7, 75, 479, 54, 8, 4, 62, 46.420, 43.017
Mon Jun 26 22:14:52 EDT 2017, 0.610, 8, 6, 0.210, 7, 2, 30, 329, 99, 17, 29, 17, 11.123, 10.293
Mon Jun 26 22:15:00 EDT 2017, 0.860, 1, 8, 0.960, 5, 9, 52, 554, 31, 13, 17, 40, 8.193, 7.757
Mon Jun 26 22:15:18 EDT 2017, 0.360, 6, 4, 0.460, 1, 4, 97, 404, 76, 3, 42, 85, 17.063, 15.717
Mon Jun 26 22:15:23 EDT 2017, 0.480, 2, 7, 0.590, 6, 3, 63, 366, 43, 10, 23, 28, 4.673, 4.353
Mon Jun 26 22:15:37 EDT 2017, 0.980, 7, 2, 0.090, 2, 8, 18, 516, 88, 1, 48, 73, 14.040, 12.373
Mon Jun 26 22:15:45 EDT 2017, 0.730, 5, 5, 0.840, 4, 1, 41, 441, 20, 6, 11, 96, 7.900, 7.163
Mon Jun 26 22:16:13 EDT 2017, 0.230, 9, 9, 0.340, 8, 5, 86, 591, 65, 15, 36, 51, 27.010, 26.523
Mon Jun 26 22:16:23 EDT 2017, 0.170, 1, 3, 0.030, 8, 6, 69, 422, 37, 9, 33, 34, 8.927, 8.247
Mon Jun 26 22:17:43 EDT 2017, 0.670, 5, 7, 0.530, 3, 1, 24, 572, 82, 19, 8, 79, 78.973, 74.900
Mon Jun 26 22:17:48 EDT 2017, 0.920, 3, 5, 0.280, 1, 8, 46, 347, 15, 14, 45, 57, 5.470, 5.067
Mon Jun 26 22:17:54 EDT 2017, 0.420, 7, 1, 0.780, 6, 4, 91, 497, 60, 4, 20, 12, 5.337, 4.537
