# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, heap_timing_secs
Mon Jun 26 19:51:38 EDT 2017, 0.660, 6, 1, 0.050, 7, 3, 74, 301, 59, 10, 11, 33, 20.243, 18.993
Mon Jun 26 19:51:43 EDT 2017, 0.910, 4, 3, 0.800, 9, 9, 97, 526, 37, 15, 48, 10, 5.090, 4.477
Mon Jun 26 19:51:53 EDT 2017, 0.410, 8, 8, 0.300, 5, 5, 52, 376, 82, 5, 23, 55, 10.107, 9.810
Mon Jun 26 19:52:09 EDT 2017, 0.290, 5, 2, 0.680, 8, 4, 18, 339, 25, 17, 42, 44, 15.527, 13.597
Mon Jun 26 19:52:41 EDT 2017, 0.790, 9, 7, 0.180, 3, 8, 63, 489, 70, 8, 17, 89, 30.593, 29.570
Mon Jun 26 19:52:46 EDT 2017, 0.540, 3, 9, 0.930, 1, 1, 86, 414, 48, 3, 30, 67, 4.790, 4.513
Mon Jun 26 19:53:06 EDT 2017, 0.040, 7, 5, 0.430, 6, 6, 41, 564, 93, 12, 5, 22, 18.887, 18.560
Mon Jun 26 19:53:23 EDT 2017, 0.060, 4, 5, 0.760, 4, 5, 90, 306, 44, 9, 16, 93, 16.827, 15.987
Mon Jun 26 19:56:47 EDT 2017, 0.560, 9, 1, 0.260, 8, 9, 45, 456, 89, 19, 41, 48, 198.257, 202.610
Mon Jun 26 19:56:52 EDT 2017, 0.810, 2, 3, 0.510, 6, 2, 22, 381, 21, 14, 4, 26, 5.107, 4.590
Mon Jun 26 19:57:06 EDT 2017, 0.310, 7, 8, 0.010, 2, 7, 67, 531, 66, 4, 29, 71, 12.897, 11.843
Mon Jun 26 19:57:23 EDT 2017, 0.430, 1, 2, 0.880, 7, 6, 79, 493, 32, 12, 10, 37, 16.980, 14.547
Mon Jun 26 19:57:32 EDT 2017, 0.930, 6, 6, 0.380, 3, 1, 34, 343, 77, 2, 35, 82, 7.933, 7.297
Mon Jun 26 19:57:34 EDT 2017, 0.680, 3, 9, 0.630, 5, 8, 11, 568, 10, 7, 23, 60, 2.293, 2.127
Mon Jun 26 19:57:42 EDT 2017, 0.180, 8, 4, 0.130, 9, 4, 56, 418, 55, 16, 48, 15, 8.257, 7.457
Mon Jun 26 19:57:48 EDT 2017, 0.240, 2, 8, 0.440, 8, 3, 96, 587, 38, 8, 44, 31, 5.427, 4.990
Mon Jun 26 19:59:19 EDT 2017, 0.740, 6, 4, 0.940, 3, 8, 51, 437, 83, 17, 19, 76, 90.687, 89.410
Mon Jun 26 19:59:52 EDT 2017, 0.990, 4, 1, 0.190, 1, 1, 28, 512, 15, 13, 32, 99, 32.283, 30.323
Mon Jun 26 19:59:58 EDT 2017, 0.490, 8, 6, 0.690, 6, 5, 73, 362, 60, 3, 7, 54, 5.673, 5.463
Mon Jun 26 20:00:17 EDT 2017, 0.370, 3, 5, 0.320, 2, 6, 84, 400, 49, 10, 26, 65, 18.627, 17.267
Mon Jun 26 20:00:19 EDT 2017, 0.870, 7, 9, 0.820, 7, 2, 39, 550, 94, 1, 1, 20, 1.633, 1.563
Mon Jun 26 20:00:21 EDT 2017, 0.620, 1, 7, 0.070, 9, 9, 17, 325, 27, 6, 38, 43, 2.573, 2.397
Mon Jun 26 20:03:09 EDT 2017, 0.120, 5, 2, 0.570, 4, 4, 62, 475, 72, 15, 13, 88, 166.527, 160.840
Mon Jun 26 20:03:16 EDT 2017, 0.090, 1, 4, 0.660, 1, 2, 48, 559, 69, 3, 12, 29, 7.037, 7.130
Mon Jun 26 20:03:25 EDT 2017, 0.590, 5, 8, 0.160, 6, 7, 93, 409, 24, 12, 37, 74, 9.033, 8.387
Mon Jun 26 20:05:33 EDT 2017, 0.840, 3, 6, 0.910, 8, 4, 70, 484, 91, 17, 24, 96, 117.207, 114.023
Mon Jun 26 20:05:49 EDT 2017, 0.340, 8, 2, 0.410, 4, 9, 25, 334, 46, 7, 49, 51, 16.000, 13.533
Mon Jun 26 20:06:17 EDT 2017, 0.460, 4, 9, 0.540, 9, 8, 36, 446, 58, 19, 18, 62, 26.193, 27.233
Mon Jun 26 20:06:19 EDT 2017, 0.960, 9, 5, 0.040, 5, 3, 81, 596, 13, 10, 43, 17, 1.853, 1.637
Mon Jun 26 20:06:32 EDT 2017, 0.710, 2, 3, 0.790, 2, 6, 59, 371, 80, 5, 5, 40, 12.830, 12.017
Mon Jun 26 20:06:57 EDT 2017, 0.210, 6, 7, 0.290, 7, 1, 14, 521, 35, 15, 30, 85, 24.393, 24.347
Mon Jun 26 20:07:09 EDT 2017, 0.150, 4, 1, 0.100, 5, 2, 53, 353, 63, 1, 27, 90, 11.150, 10.530
Mon Jun 26 20:07:15 EDT 2017, 0.650, 8, 6, 0.600, 1, 6, 98, 503, 18, 11, 2, 45, 5.610, 5.297
Mon Jun 26 20:07:28 EDT 2017, 0.900, 1, 8, 0.350, 3, 4, 76, 428, 86, 16, 40, 23, 12.470, 11.900
Mon Jun 26 20:07:49 EDT 2017, 0.400, 6, 3, 0.850, 8, 8, 31, 578, 41, 6, 15, 68, 20.617, 19.133
Mon Jun 26 20:08:12 EDT 2017, 0.270, 3, 7, 0.220, 4, 9, 42, 465, 74, 18, 46, 34, 21.683, 21.247
Mon Jun 26 20:08:30 EDT 2017, 0.770, 7, 2, 0.720, 9, 5, 87, 315, 29, 9, 21, 79, 18.497, 15.533
Mon Jun 26 20:08:54 EDT 2017, 0.520, 5, 4, 0.470, 6, 7, 65, 540, 97, 4, 33, 57, 23.713, 22.387
Mon Jun 26 20:08:57 EDT 2017, 0.020, 9, 9, 0.970, 2, 3, 20, 390, 52, 13, 8, 12, 2.663, 2.470
Mon Jun 26 20:09:04 EDT 2017, 0.020, 3, 4, 0.590, 8, 1, 79, 332, 81, 3, 40, 41, 6.897, 6.423
Mon Jun 26 20:09:23 EDT 2017, 0.520, 8, 9, 0.090, 4, 5, 34, 482, 36, 13, 15, 86, 17.727, 17.260
Mon Jun 26 20:09:55 EDT 2017, 0.770, 1, 6, 0.840, 2, 3, 12, 407, 58, 18, 28, 63, 31.860, 30.277
Mon Jun 26 20:09:58 EDT 2017, 0.270, 6, 2, 0.340, 6, 8, 57, 557, 13, 8, 3, 18, 2.797, 2.307
Mon Jun 26 20:11:13 EDT 2017, 0.390, 2, 8, 0.720, 3, 9, 91, 519, 92, 15, 34, 97, 73.543, 72.410
Mon Jun 26 20:11:26 EDT 2017, 0.890, 7, 3, 0.220, 7, 4, 46, 369, 47, 6, 9, 52, 11.757, 10.650
Mon Jun 26 20:11:32 EDT 2017, 0.640, 5, 1, 0.970, 9, 7, 23, 594, 70, 1, 46, 29, 6.270, 5.503
Mon Jun 26 20:11:45 EDT 2017, 0.140, 9, 5, 0.470, 5, 2, 68, 444, 25, 11, 21, 74, 12.550, 11.780
Mon Jun 26 20:12:20 EDT 2017, 0.200, 1, 3, 0.150, 3, 3, 85, 575, 98, 5, 24, 57, 34.517, 33.210
Mon Jun 26 20:12:24 EDT 2017, 0.700, 5, 7, 0.650, 8, 7, 40, 425, 53, 14, 49, 12, 3.913, 3.580
Mon Jun 26 20:12:46 EDT 2017, 0.950, 3, 9, 0.400, 5, 5, 17, 500, 75, 19, 12, 35, 20.667, 20.767
Mon Jun 26 20:12:57 EDT 2017, 0.450, 7, 5, 0.900, 1, 9, 62, 350, 30, 9, 37, 80, 11.553, 10.533
Mon Jun 26 20:13:13 EDT 2017, 0.330, 4, 6, 0.030, 7, 8, 96, 388, 86, 16, 6, 24, 14.920, 14.420
Mon Jun 26 20:13:51 EDT 2017, 0.830, 8, 1, 0.530, 2, 4, 51, 538, 41, 7, 31, 69, 38.017, 35.663
Mon Jun 26 20:14:00 EDT 2017, 0.580, 2, 4, 0.280, 4, 6, 29, 313, 64, 2, 18, 91, 8.437, 8.073
Mon Jun 26 20:14:05 EDT 2017, 0.080, 6, 8, 0.780, 9, 2, 74, 463, 19, 12, 43, 46, 4.413, 4.307
Mon Jun 26 20:14:07 EDT 2017, 0.110, 2, 7, 0.930, 6, 4, 37, 528, 11, 6, 32, 55, 2.640, 2.383
Mon Jun 26 20:14:16 EDT 2017, 0.610, 7, 2, 0.430, 1, 8, 82, 378, 56, 16, 7, 10, 8.653, 7.063
Mon Jun 26 20:14:24 EDT 2017, 0.860, 4, 4, 0.680, 4, 1, 60, 453, 33, 11, 45, 32, 8.050, 7.273
Mon Jun 26 20:14:30 EDT 2017, 0.360, 9, 9, 0.180, 8, 6, 15, 303, 78, 2, 20, 77, 4.967, 5.000
Mon Jun 26 20:14:38 EDT 2017, 0.480, 3, 1, 0.810, 5, 7, 48, 416, 22, 13, 39, 21, 8.260, 7.197
Mon Jun 26 20:14:54 EDT 2017, 0.980, 8, 6, 0.310, 9, 2, 93, 566, 67, 4, 14, 66, 15.143, 14.917
Mon Jun 26 20:15:07 EDT 2017, 0.730, 1, 8, 0.560, 7, 9, 71, 341, 44, 9, 26, 88, 12.797, 12.120
Mon Jun 26 20:16:14 EDT 2017, 0.230, 5, 3, 0.060, 2, 5, 26, 491, 89, 18, 1, 43, 64.053, 65.053
Mon Jun 26 20:16:17 EDT 2017, 0.170, 5, 8, 0.250, 1, 4, 43, 360, 27, 8, 4, 38, 3.050, 2.900
Mon Jun 26 20:18:02 EDT 2017, 0.670, 9, 4, 0.750, 5, 9, 88, 510, 72, 17, 29, 83, 103.317, 99.727
Mon Jun 26 20:18:44 EDT 2017, 0.920, 3, 2, 0.000, 7, 2, 65, 435, 50, 12, 17, 60, 41.097, 36.977
Mon Jun 26 20:18:48 EDT 2017, 0.420, 7, 6, 0.500, 3, 6, 20, 585, 95, 3, 42, 15, 3.710, 3.443
Mon Jun 26 20:19:07 EDT 2017, 0.300, 1, 3, 0.370, 9, 5, 54, 472, 16, 15, 23, 94, 18.643, 17.803
Mon Jun 26 20:19:13 EDT 2017, 0.800, 6, 7, 0.870, 4, 1, 99, 322, 61, 5, 48, 49, 6.427, 5.977
Mon Jun 26 20:19:22 EDT 2017, 0.550, 4, 5, 0.120, 2, 7, 77, 547, 39, 10, 10, 27, 7.813, 7.137
Mon Jun 26 20:23:50 EDT 2017, 0.050, 8, 1, 0.620, 6, 3, 32, 397, 84, 19, 35, 72, 257.503, 266.327
Mon Jun 26 20:23:55 EDT 2017, 0.030, 1, 9, 0.040, 4, 6, 55, 514, 43, 4, 49, 53, 5.013, 5.027
Mon Jun 26 20:24:57 EDT 2017, 0.530, 6, 5, 0.540, 9, 2, 10, 364, 88, 13, 24, 98, 61.263, 59.003
Mon Jun 26 20:25:38 EDT 2017, 0.780, 4, 2, 0.290, 6, 9, 33, 589, 20, 18, 36, 76, 40.193, 36.087
Mon Jun 26 20:25:46 EDT 2017, 0.280, 8, 7, 0.790, 2, 4, 78, 439, 65, 8, 11, 31, 8.177, 7.797
Mon Jun 26 20:26:28 EDT 2017, 0.410, 5, 4, 0.170, 5, 3, 67, 327, 54, 16, 30, 87, 41.550, 39.773
Mon Jun 26 20:26:43 EDT 2017, 0.910, 9, 8, 0.670, 1, 8, 22, 477, 99, 6, 5, 42, 13.973, 13.250
Mon Jun 26 20:26:44 EDT 2017, 0.660, 2, 6, 0.420, 3, 1, 44, 402, 32, 1, 42, 19, 0.593, 0.530
Mon Jun 26 20:29:21 EDT 2017, 0.160, 7, 1, 0.920, 8, 5, 89, 552, 77, 11, 17, 64, 149.193, 154.257
Mon Jun 26 20:29:30 EDT 2017, 0.220, 3, 6, 0.730, 9, 6, 61, 383, 48, 5, 14, 70, 9.357, 9.090
Mon Jun 26 20:30:17 EDT 2017, 0.720, 8, 2, 0.230, 5, 1, 16, 533, 93, 14, 39, 25, 46.290, 39.737
Mon Jun 26 20:30:28 EDT 2017, 0.970, 1, 4, 0.980, 3, 8, 39, 308, 26, 19, 2, 48, 10.790, 10.327
Mon Jun 26 20:30:59 EDT 2017, 0.470, 5, 9, 0.480, 7, 4, 84, 458, 71, 10, 27, 93, 29.760, 29.760
Mon Jun 26 20:31:15 EDT 2017, 0.340, 2, 1, 0.610, 1, 5, 72, 571, 37, 17, 8, 14, 16.227, 14.420
Mon Jun 26 20:31:39 EDT 2017, 0.840, 6, 5, 0.110, 6, 9, 27, 421, 82, 7, 33, 59, 22.657, 21.570
Mon Jun 26 20:31:41 EDT 2017, 0.590, 4, 7, 0.860, 8, 3, 50, 496, 15, 2, 21, 81, 1.767, 1.677
Mon Jun 26 20:31:58 EDT 2017, 0.090, 9, 3, 0.360, 4, 7, 95, 346, 60, 12, 46, 36, 17.293, 16.883
Mon Jun 26 20:32:26 EDT 2017, 0.060, 4, 2, 0.390, 2, 9, 13, 430, 63, 5, 28, 67, 27.340, 24.200
Mon Jun 26 20:32:29 EDT 2017, 0.560, 9, 7, 0.890, 6, 5, 58, 580, 18, 15, 3, 22, 3.433, 3.123
Mon Jun 26 20:32:42 EDT 2017, 0.810, 2, 9, 0.140, 8, 7, 81, 355, 85, 10, 41, 45, 12.737, 12.513
Mon Jun 26 20:32:48 EDT 2017, 0.310, 7, 4, 0.640, 4, 2, 36, 505, 40, 1, 16, 90, 5.400, 4.673
Mon Jun 26 20:32:56 EDT 2017, 0.440, 1, 5, 0.260, 7, 1, 24, 543, 74, 13, 47, 11, 7.247, 6.630
Mon Jun 26 20:33:04 EDT 2017, 0.940, 6, 1, 0.760, 3, 6, 69, 393, 29, 3, 22, 56, 7.950, 6.943
Mon Jun 26 20:34:05 EDT 2017, 0.690, 3, 3, 0.010, 1, 3, 92, 468, 96, 8, 35, 79, 58.650, 58.497
Mon Jun 26 20:34:14 EDT 2017, 0.190, 8, 8, 0.510, 5, 8, 47, 318, 51, 17, 10, 34, 9.207, 8.800
Mon Jun 26 20:34:32 EDT 2017, 0.130, 3, 5, 0.830, 7, 7, 19, 486, 68, 7, 7, 50, 17.147, 16.467
Mon Jun 26 20:34:42 EDT 2017, 0.630, 7, 9, 0.330, 2, 3, 64, 336, 23, 16, 32, 95, 10.210, 9.967
Mon Jun 26 20:35:30 EDT 2017, 0.880, 5, 7, 0.580, 4, 5, 86, 561, 91, 11, 19, 73, 47.693, 47.250
Mon Jun 26 20:35:33 EDT 2017, 0.380, 9, 3, 0.080, 9, 1, 41, 411, 46, 2, 44, 28, 2.767, 2.507
Mon Jun 26 20:35:59 EDT 2017, 0.250, 4, 8, 0.950, 3, 2, 30, 374, 57, 14, 13, 84, 25.493, 25.493
Mon Jun 26 20:36:01 EDT 2017, 0.750, 8, 4, 0.450, 8, 6, 75, 524, 12, 4, 38, 39, 1.967, 1.780
Mon Jun 26 20:36:15 EDT 2017, 0.500, 2, 2, 0.700, 6, 4, 98, 449, 79, 9, 0, 17, 13.980, 11.803
Mon Jun 26 20:36:44 EDT 2017, 0.000, 6, 6, 0.200, 1, 8, 53, 599, 34, 19, 25, 62, 28.310, 27.490
Mon Jun 26 20:37:07 EDT 2017, 0.000, 2, 5, 0.930, 3, 3, 21, 468, 28, 15, 15, 89, 22.980, 22.633
Mon Jun 26 20:37:13 EDT 2017, 0.500, 6, 9, 0.430, 8, 7, 66, 318, 73, 5, 40, 44, 5.690, 5.560
Mon Jun 26 20:37:14 EDT 2017, 0.750, 4, 7, 0.680, 5, 1, 88, 543, 50, 1, 2, 21, 0.960, 0.913
Mon Jun 26 20:38:29 EDT 2017, 0.250, 8, 2, 0.180, 1, 5, 43, 393, 95, 10, 27, 66, 73.997, 62.627
Mon Jun 26 20:38:30 EDT 2017, 0.380, 5, 8, 0.800, 6, 6, 10, 356, 16, 3, 9, 32, 0.867, 0.787
Mon Jun 26 20:39:28 EDT 2017, 0.880, 9, 3, 0.300, 2, 2, 55, 506, 61, 12, 34, 77, 56.310, 55.630
Mon Jun 26 20:40:21 EDT 2017, 0.630, 3, 1, 0.550, 4, 8, 77, 431, 39, 17, 21, 55, 52.877, 51.077
Mon Jun 26 20:40:26 EDT 2017, 0.130, 7, 6, 0.050, 9, 4, 32, 581, 84, 8, 46, 10, 4.840, 4.463
Mon Jun 26 20:40:31 EDT 2017, 0.190, 3, 2, 0.370, 8, 4, 26, 449, 11, 16, 49, 27, 4.813, 4.100
Mon Jun 26 20:40:56 EDT 2017, 0.690, 8, 6, 0.870, 4, 9, 71, 599, 56, 7, 24, 72, 23.787, 22.647
Mon Jun 26 20:40:59 EDT 2017, 0.940, 1, 9, 0.120, 1, 2, 94, 374, 33, 2, 37, 94, 2.897, 2.907
Mon Jun 26 20:41:37 EDT 2017, 0.440, 6, 4, 0.620, 6, 7, 49, 524, 78, 11, 12, 49, 37.927, 35.250
Mon Jun 26 20:41:42 EDT 2017, 0.310, 2, 5, 0.490, 3, 6, 15, 562, 22, 4, 30, 60, 4.647, 4.237
Mon Jun 26 20:42:02 EDT 2017, 0.810, 7, 1, 0.990, 7, 1, 60, 412, 67, 14, 5, 15, 19.373, 17.523
Mon Jun 26 20:42:29 EDT 2017, 0.560, 4, 3, 0.240, 9, 8, 83, 487, 44, 18, 43, 38, 26.340, 25.530
Mon Jun 26 20:42:58 EDT 2017, 0.060, 9, 7, 0.740, 5, 3, 38, 337, 89, 9, 18, 83, 28.270, 27.390
Mon Jun 26 20:43:15 EDT 2017, 0.100, 4, 7, 0.520, 1, 1, 69, 402, 98, 13, 7, 29, 15.947, 15.213
Mon Jun 26 20:43:42 EDT 2017, 0.600, 9, 2, 0.020, 5, 6, 24, 552, 53, 4, 32, 74, 27.083, 23.853
Mon Jun 26 20:44:17 EDT 2017, 0.850, 2, 4, 0.770, 7, 4, 46, 327, 75, 8, 19, 97, 34.210, 32.670
Mon Jun 26 20:44:29 EDT 2017, 0.350, 6, 9, 0.270, 3, 8, 91, 477, 30, 18, 44, 52, 11.567, 11.257
Mon Jun 26 20:45:52 EDT 2017, 0.470, 1, 1, 0.650, 8, 9, 57, 590, 87, 6, 13, 63, 82.780, 80.417
Mon Jun 26 20:45:59 EDT 2017, 0.970, 5, 5, 0.150, 4, 5, 12, 440, 42, 15, 38, 18, 6.510, 5.910
Mon Jun 26 20:46:14 EDT 2017, 0.720, 3, 8, 0.900, 2, 7, 35, 515, 64, 11, 1, 41, 14.943, 14.587
Mon Jun 26 20:46:16 EDT 2017, 0.220, 8, 3, 0.400, 6, 3, 80, 365, 19, 1, 26, 86, 1.877, 1.763
Mon Jun 26 20:47:05 EDT 2017, 0.160, 2, 9, 0.210, 6, 2, 74, 496, 81, 14, 29, 91, 47.793, 46.653
Mon Jun 26 20:47:10 EDT 2017, 0.660, 7, 5, 0.710, 1, 6, 29, 346, 36, 5, 4, 46, 4.647, 4.253
Mon Jun 26 20:47:25 EDT 2017, 0.910, 5, 3, 0.460, 3, 4, 52, 571, 58, 10, 41, 24, 14.903, 14.040
Mon Jun 26 20:47:32 EDT 2017, 0.410, 9, 7, 0.960, 8, 9, 97, 421, 13, 19, 16, 69, 7.267, 6.890
Mon Jun 26 20:47:45 EDT 2017, 0.280, 4, 4, 0.090, 4, 8, 63, 309, 92, 7, 48, 35, 12.383, 11.790
Mon Jun 26 20:48:14 EDT 2017, 0.780, 8, 8, 0.590, 9, 3, 18, 459, 47, 17, 23, 80, 28.550, 28.640
Mon Jun 26 20:48:38 EDT 2017, 0.530, 1, 6, 0.340, 7, 5, 40, 384, 70, 12, 35, 58, 23.263, 22.113
Mon Jun 26 20:48:40 EDT 2017, 0.030, 6, 2, 0.840, 2, 1, 85, 534, 25, 2, 10, 13, 1.447, 1.233
Mon Jun 26 20:49:08 EDT 2017, 0.050, 4, 9, 0.480, 9, 9, 45, 342, 68, 16, 23, 79, 27.050, 26.433
Mon Jun 26 20:49:12 EDT 2017, 0.550, 8, 4, 0.980, 5, 4, 90, 492, 23, 6, 48, 34, 4.013, 3.443
Mon Jun 26 20:49:14 EDT 2017, 0.800, 1, 2, 0.230, 3, 6, 67, 417, 91, 1, 11, 11, 1.617, 1.420
Mon Jun 26 20:49:34 EDT 2017, 0.300, 6, 6, 0.730, 7, 2, 22, 567, 46, 11, 36, 56, 19.960, 18.837
Mon Jun 26 20:49:46 EDT 2017, 0.420, 3, 3, 0.350, 2, 1, 33, 454, 57, 4, 5, 45, 10.970, 9.853
Mon Jun 26 20:49:50 EDT 2017, 0.920, 7, 8, 0.850, 6, 5, 78, 304, 12, 13, 30, 90, 4.317, 3.987
Mon Jun 26 20:51:02 EDT 2017, 0.670, 5, 5, 0.100, 8, 3, 56, 529, 80, 18, 17, 67, 71.837, 71.133
Mon Jun 26 20:51:12 EDT 2017, 0.170, 9, 1, 0.600, 4, 7, 11, 379, 35, 9, 42, 22, 9.480, 8.447
Mon Jun 26 20:51:22 EDT 2017, 0.240, 1, 7, 0.790, 4, 8, 50, 548, 63, 17, 39, 17, 9.727, 9.057
Mon Jun 26 20:51:28 EDT 2017, 0.740, 5, 3, 0.290, 9, 4, 95, 398, 18, 7, 14, 62, 6.153, 5.620
Mon Jun 26 20:51:47 EDT 2017, 0.990, 3, 5, 0.540, 7, 6, 73, 473, 85, 3, 27, 84, 18.210, 18.120
Mon Jun 26 20:51:53 EDT 2017, 0.490, 8, 9, 0.040, 2, 1, 28, 323, 40, 12, 2, 39, 5.413, 5.130
Mon Jun 26 20:52:38 EDT 2017, 0.360, 4, 1, 0.910, 5, 2, 39, 435, 74, 5, 33, 73, 44.310, 41.583
Mon Jun 26 20:52:46 EDT 2017, 0.860, 9, 6, 0.410, 1, 7, 84, 585, 29, 15, 8, 28, 8.243, 7.463
Mon Jun 26 20:53:20 EDT 2017, 0.610, 2, 8, 0.660, 3, 5, 62, 360, 96, 19, 45, 51, 32.723, 31.393
Mon Jun 26 20:54:06 EDT 2017, 0.110, 7, 4, 0.160, 8, 9, 17, 510, 51, 10, 20, 96, 44.733, 41.827
Mon Jun 26 20:54:25 EDT 2017, 0.080, 2, 2, 0.070, 7, 7, 93, 595, 49, 13, 3, 20, 18.703, 15.683
Mon Jun 26 20:54:37 EDT 2017, 0.580, 6, 7, 0.570, 2, 3, 48, 445, 94, 3, 28, 65, 11.833, 11.300
Mon Jun 26 20:54:46 EDT 2017, 0.830, 4, 9, 0.320, 5, 9, 25, 520, 26, 8, 16, 87, 9.017, 8.847
Mon Jun 26 20:55:20 EDT 2017, 0.330, 9, 4, 0.820, 9, 5, 70, 370, 71, 18, 41, 42, 33.000, 31.030
Mon Jun 26 20:55:30 EDT 2017, 0.460, 3, 6, 0.190, 3, 4, 81, 407, 37, 6, 22, 76, 9.443, 8.947
Mon Jun 26 20:56:57 EDT 2017, 0.960, 7, 1, 0.690, 8, 8, 36, 557, 82, 15, 47, 31, 86.960, 86.283
Mon Jun 26 20:57:02 EDT 2017, 0.710, 1, 3, 0.440, 6, 2, 14, 332, 15, 10, 9, 53, 4.753, 4.323
Mon Jun 26 20:57:07 EDT 2017, 0.210, 5, 8, 0.940, 1, 6, 59, 482, 60, 1, 34, 98, 5.003, 4.727
Mon Jun 26 20:57:33 EDT 2017, 0.140, 5, 4, 0.630, 2, 5, 98, 313, 43, 14, 31, 82, 25.927, 24.080
Mon Jun 26 20:57:41 EDT 2017, 0.640, 9, 8, 0.130, 6, 1, 53, 463, 88, 4, 6, 37, 7.410, 7.263
Mon Jun 26 20:57:43 EDT 2017, 0.890, 2, 6, 0.880, 9, 8, 31, 388, 21, 9, 44, 14, 1.293, 1.237
Mon Jun 26 21:00:07 EDT 2017, 0.390, 7, 2, 0.380, 4, 3, 76, 538, 66, 19, 19, 59, 140.723, 133.530
Mon Jun 26 21:00:18 EDT 2017, 0.270, 1, 7, 0.510, 7, 4, 87, 501, 54, 7, 37, 48, 10.683, 10.050
Mon Jun 26 21:02:52 EDT 2017, 0.770, 6, 3, 0.010, 3, 9, 42, 351, 99, 16, 12, 93, 147.550, 149.667
Mon Jun 26 21:03:44 EDT 2017, 0.520, 3, 1, 0.760, 1, 2, 19, 576, 32, 12, 25, 70, 51.743, 49.783
Mon Jun 26 21:03:48 EDT 2017, 0.020, 8, 5, 0.260, 5, 7, 64, 426, 77, 2, 0, 25, 3.170, 2.933
Mon Jun 26 21:03:58 EDT 2017, 0.030, 5, 1, 0.120, 5, 6, 34, 372, 14, 12, 43, 50, 10.433, 9.277
Mon Jun 26 21:04:17 EDT 2017, 0.530, 9, 5, 0.620, 9, 2, 79, 522, 59, 3, 18, 95, 17.113, 17.137
Mon Jun 26 21:04:27 EDT 2017, 0.780, 3, 8, 0.370, 7, 8, 57, 447, 37, 8, 31, 72, 10.053, 9.917
Mon Jun 26 21:05:09 EDT 2017, 0.280, 7, 3, 0.870, 3, 4, 12, 597, 82, 17, 6, 27, 41.227, 40.327
Mon Jun 26 21:05:22 EDT 2017, 0.400, 1, 6, 0.000, 6, 5, 45, 485, 25, 10, 25, 84, 12.540, 11.703
Mon Jun 26 21:06:10 EDT 2017, 0.900, 6, 2, 0.500, 2, 9, 90, 335, 70, 19, 0, 39, 47.887, 42.530
Mon Jun 26 21:06:20 EDT 2017, 0.650, 4, 4, 0.250, 4, 3, 68, 560, 48, 15, 37, 16, 9.537, 8.580
Mon Jun 26 21:06:34 EDT 2017, 0.150, 8, 9, 0.750, 8, 7, 23, 410, 93, 5, 12, 61, 13.213, 12.687
Mon Jun 26 21:06:54 EDT 2017, 0.210, 2, 4, 0.560, 9, 7, 40, 541, 31, 11, 15, 67, 19.493, 18.620
Mon Jun 26 21:06:56 EDT 2017, 0.710, 6, 8, 0.060, 4, 2, 85, 391, 76, 2, 40, 22, 1.880, 1.773
Mon Jun 26 21:07:05 EDT 2017, 0.960, 4, 6, 0.810, 2, 9, 62, 466, 54, 6, 3, 44, 9.167, 8.827
Mon Jun 26 21:11:51 EDT 2017, 0.460, 9, 1, 0.310, 7, 4, 17, 316, 99, 16, 28, 89, 276.227, 278.003
Mon Jun 26 21:11:52 EDT 2017, 0.340, 3, 9, 0.690, 1, 3, 51, 428, 20, 9, 9, 11, 0.947, 0.880
Mon Jun 26 21:12:46 EDT 2017, 0.840, 8, 5, 0.190, 6, 8, 96, 578, 65, 18, 34, 56, 52.820, 52.047
Mon Jun 26 21:13:28 EDT 2017, 0.590, 1, 2, 0.940, 8, 1, 74, 353, 42, 14, 21, 78, 41.597, 38.023
Mon Jun 26 21:13:36 EDT 2017, 0.090, 5, 7, 0.440, 3, 6, 29, 503, 87, 4, 46, 33, 7.813, 7.477
Mon Jun 26 21:14:36 EDT 2017, 0.120, 1, 8, 0.280, 2, 8, 82, 569, 79, 19, 26, 70, 58.980, 57.910
Mon Jun 26 21:14:42 EDT 2017, 0.620, 5, 4, 0.780, 7, 3, 37, 419, 34, 9, 1, 25, 5.157, 4.593
Mon Jun 26 21:15:01 EDT 2017, 0.870, 3, 2, 0.030, 9, 5, 14, 494, 56, 5, 39, 47, 18.643, 15.963
Mon Jun 26 21:15:07 EDT 2017, 0.370, 7, 6, 0.530, 5, 1, 59, 344, 11, 14, 14, 92, 5.687, 5.310
Mon Jun 26 21:15:08 EDT 2017, 0.490, 4, 5, 0.410, 8, 2, 93, 381, 90, 2, 45, 13, 1.773, 1.520
Mon Jun 26 21:15:24 EDT 2017, 0.990, 8, 9, 0.910, 4, 6, 48, 531, 45, 12, 20, 58, 15.243, 14.997
Mon Jun 26 21:15:54 EDT 2017, 0.740, 2, 7, 0.160, 1, 4, 26, 306, 68, 16, 32, 81, 29.603, 28.493
Mon Jun 26 21:16:00 EDT 2017, 0.240, 6, 3, 0.660, 6, 9, 71, 456, 23, 7, 7, 36, 5.407, 4.863
Mon Jun 26 21:16:38 EDT 2017, 0.180, 3, 6, 0.970, 6, 9, 88, 325, 96, 18, 11, 53, 37.463, 35.300
