# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', ladderQ_timing_secs, 2tLadderQ_timing_secs
Mon Jan  9 08:54:17 EST 2017, 9724, 0.470, 7, 0.700, 576, 21, 13, 18, 38, 15.393, 15.480
Mon Jan  9 08:54:47 EST 2017, 4774, 0.970, 3, 0.200, 426, 66, 3, 43, 83, 30.683, 30.400
Mon Jan  9 08:55:08 EST 2017, 3536, 0.340, 6, 0.820, 539, 55, 6, 36, 27, 20.203, 20.450
Mon Jan  9 08:55:14 EST 2017, 8486, 0.840, 2, 0.320, 389, 10, 15, 11, 72, 5.817, 5.730
Mon Jan  9 08:56:16 EST 2017, 6011, 0.090, 4, 0.570, 314, 77, 10, 49, 50, 61.563, 60.050
Mon Jan  9 08:56:22 EST 2017, 1061, 0.590, 8, 0.070, 464, 32, 1, 24, 95, 5.770, 5.770
Mon Jan  9 08:56:45 EST 2017, 752, 0.060, 5, 0.170, 586, 12, 19, 10, 92, 23.473, 22.313
Mon Jan  9 08:57:07 EST 2017, 5702, 0.560, 1, 0.670, 436, 57, 10, 35, 47, 21.063, 21.400
Mon Jan  9 08:57:19 EST 2017, 8177, 0.310, 3, 0.420, 361, 35, 5, 22, 69, 11.467, 11.507
Mon Jan  9 08:58:38 EST 2017, 3227, 0.810, 8, 0.920, 511, 80, 15, 47, 24, 78.417, 77.140
Mon Jan  9 09:00:29 EST 2017, 4465, 0.440, 2, 0.040, 323, 91, 17, 29, 81, 107.760, 108.150
Mon Jan  9 09:00:37 EST 2017, 9415, 0.940, 6, 0.540, 473, 46, 7, 4, 36, 7.830, 8.073
Mon Jan  9 09:01:11 EST 2017, 6940, 0.190, 9, 0.290, 548, 69, 3, 41, 58, 33.773, 34.073
Mon Jan  9 09:01:14 EST 2017, 1990, 0.690, 4, 0.790, 398, 24, 12, 16, 13, 3.263, 3.300
Mon Jan  9 09:02:41 EST 2017, 1371, 0.250, 8, 0.600, 417, 29, 18, 38, 86, 84.733, 84.903
Mon Jan  9 09:03:16 EST 2017, 6321, 0.750, 4, 0.100, 567, 74, 9, 13, 41, 33.173, 32.997
Mon Jan  9 09:03:26 EST 2017, 8796, 0.000, 1, 0.850, 492, 52, 4, 25, 64, 10.043, 10.213
Mon Jan  9 09:03:36 EST 2017, 3846, 0.500, 6, 0.350, 342, 97, 13, 0, 19, 9.627, 9.070
Mon Jan  9 09:06:43 EST 2017, 2608, 0.120, 5, 0.730, 454, 86, 16, 19, 98, 174.400, 181.683
Mon Jan  9 09:07:08 EST 2017, 7558, 0.620, 9, 0.230, 304, 41, 6, 44, 53, 22.530, 20.717
Mon Jan  9 09:07:14 EST 2017, 5083, 0.370, 7, 0.980, 379, 63, 1, 7, 75, 4.467, 4.663
Mon Jan  9 09:07:23 EST 2017, 133, 0.870, 3, 0.480, 529, 18, 11, 32, 30, 9.600, 9.613
Mon Jan  9 09:09:05 EST 2017, 124, 0.120, 6, 0.500, 442, 80, 8, 36, 83, 100.120, 100.693
Mon Jan  9 09:09:18 EST 2017, 5074, 0.620, 1, 0.000, 592, 35, 17, 11, 38, 12.177, 11.837
Mon Jan  9 09:10:58 EST 2017, 7549, 0.370, 3, 0.750, 517, 58, 12, 48, 61, 99.067, 96.470
Mon Jan  9 09:11:00 EST 2017, 2599, 0.870, 8, 0.250, 367, 13, 3, 23, 16, 1.067, 1.070
Mon Jan  9 09:11:06 EST 2017, 3836, 0.250, 2, 0.630, 480, 24, 5, 4, 95, 6.077, 5.773
Mon Jan  9 09:12:13 EST 2017, 8786, 0.750, 7, 0.130, 330, 69, 15, 29, 50, 64.950, 65.587
Mon Jan  9 09:12:51 EST 2017, 6311, 0.000, 9, 0.880, 405, 46, 10, 17, 72, 36.370, 36.443
Mon Jan  9 09:12:58 EST 2017, 1361, 0.500, 4, 0.380, 555, 91, 1, 42, 27, 6.960, 6.993
Mon Jan  9 09:15:01 EST 2017, 1980, 0.430, 8, 0.190, 574, 97, 9, 14, 89, 117.487, 117.657
Mon Jan  9 09:16:14 EST 2017, 6930, 0.930, 4, 0.690, 424, 52, 18, 39, 44, 71.800, 72.203
Mon Jan  9 09:16:40 EST 2017, 9405, 0.180, 2, 0.440, 349, 74, 14, 1, 66, 25.093, 25.130
Mon Jan  9 09:16:44 EST 2017, 4455, 0.680, 6, 0.940, 499, 29, 4, 26, 21, 3.983, 4.030
Mon Jan  9 09:16:57 EST 2017, 3217, 0.060, 5, 0.060, 311, 18, 6, 45, 78, 12.937, 13.000
Mon Jan  9 09:17:45 EST 2017, 8167, 0.560, 9, 0.560, 461, 63, 16, 20, 33, 46.837, 45.313
Mon Jan  9 09:18:39 EST 2017, 5692, 0.310, 7, 0.310, 536, 41, 11, 32, 55, 53.243, 53.697
Mon Jan  9 09:18:40 EST 2017, 742, 0.810, 3, 0.810, 386, 86, 2, 7, 10, 1.220, 1.230
Mon Jan  9 09:18:58 EST 2017, 1052, 0.340, 4, 0.910, 358, 60, 18, 18, 19, 17.253, 16.950
Mon Jan  9 09:19:17 EST 2017, 6002, 0.840, 8, 0.410, 508, 15, 8, 43, 64, 19.287, 19.473
Mon Jan  9 09:19:30 EST 2017, 8477, 0.090, 6, 0.660, 583, 83, 3, 6, 41, 11.087, 11.583
Mon Jan  9 09:20:01 EST 2017, 3527, 0.590, 1, 0.160, 433, 38, 13, 31, 86, 31.250, 30.507
Mon Jan  9 09:20:56 EST 2017, 4764, 0.210, 9, 0.780, 545, 49, 15, 37, 30, 53.250, 53.460
Mon Jan  9 09:21:37 EST 2017, 9714, 0.710, 5, 0.280, 395, 94, 6, 12, 75, 40.390, 38.590
Mon Jan  9 09:21:38 EST 2017, 7239, 0.460, 2, 0.530, 320, 27, 1, 25, 52, 1.597, 1.573
Mon Jan  9 09:22:36 EST 2017, 2289, 0.960, 7, 0.030, 470, 72, 11, 0, 97, 55.237, 50.090
Mon Jan  9 09:22:58 EST 2017, 1671, 0.030, 1, 0.340, 489, 66, 19, 28, 24, 22.020, 22.250
Mon Jan  9 09:23:04 EST 2017, 6621, 0.530, 5, 0.840, 339, 21, 9, 3, 69, 5.350, 5.507
Mon Jan  9 09:23:46 EST 2017, 9096, 0.280, 7, 0.090, 414, 88, 5, 40, 47, 42.080, 41.607
Mon Jan  9 09:24:55 EST 2017, 4146, 0.780, 3, 0.590, 564, 43, 14, 15, 92, 65.930, 67.730
Mon Jan  9 09:25:00 EST 2017, 2908, 0.400, 6, 0.470, 377, 32, 17, 9, 13, 4.387, 4.473
Mon Jan  9 09:25:49 EST 2017, 7858, 0.900, 2, 0.970, 527, 77, 7, 34, 58, 46.973, 47.647
Mon Jan  9 09:25:50 EST 2017, 5383, 0.150, 4, 0.220, 452, 10, 2, 21, 36, 1.067, 0.987
Mon Jan  9 09:27:16 EST 2017, 433, 0.650, 9, 0.720, 302, 55, 12, 46, 81, 84.433, 84.333
Mon Jan  9 09:27:18 EST 2017, 588, 0.390, 1, 0.080, 541, 48, 3, 4, 34, 2.113, 2.137
Mon Jan  9 09:29:48 EST 2017, 5538, 0.890, 6, 0.580, 391, 93, 13, 29, 79, 146.050, 146.420
Mon Jan  9 09:29:52 EST 2017, 8013, 0.140, 8, 0.330, 316, 25, 17, 16, 12, 3.900, 3.957
Mon Jan  9 09:30:51 EST 2017, 3063, 0.640, 3, 0.830, 466, 70, 8, 41, 57, 58.650, 58.167
Mon Jan  9 09:30:56 EST 2017, 4300, 0.010, 7, 0.200, 353, 59, 1, 35, 45, 4.790, 4.780
Mon Jan  9 09:31:04 EST 2017, 9250, 0.510, 2, 0.700, 503, 14, 10, 10, 90, 8.297, 8.327
Mon Jan  9 09:32:28 EST 2017, 6775, 0.260, 5, 0.450, 578, 81, 15, 47, 23, 81.550, 81.517
Mon Jan  9 09:32:48 EST 2017, 1825, 0.760, 9, 0.950, 428, 36, 6, 22, 68, 19.623, 19.767
Mon Jan  9 09:33:03 EST 2017, 2444, 0.200, 3, 0.640, 410, 42, 4, 44, 51, 14.820, 14.980
Mon Jan  9 09:36:42 EST 2017, 7394, 0.700, 7, 0.140, 560, 87, 14, 19, 96, 205.687, 209.843
Mon Jan  9 09:37:02 EST 2017, 9869, 0.450, 5, 0.890, 485, 20, 19, 32, 29, 19.777, 19.440
Mon Jan  9 09:37:15 EST 2017, 4919, 0.950, 1, 0.390, 335, 65, 9, 7, 74, 12.663, 12.540
Mon Jan  9 09:37:24 EST 2017, 3681, 0.320, 8, 0.520, 522, 76, 2, 13, 40, 8.323, 8.480
Mon Jan  9 09:38:13 EST 2017, 8631, 0.820, 4, 0.020, 372, 31, 12, 38, 85, 49.307, 47.987
Mon Jan  9 09:38:23 EST 2017, 6156, 0.070, 2, 0.770, 447, 98, 16, 0, 17, 9.373, 8.900
Mon Jan  9 09:39:10 EST 2017, 1206, 0.570, 6, 0.270, 597, 53, 7, 25, 62, 46.607, 45.387
Mon Jan  9 09:39:56 EST 2017, 897, 0.100, 8, 0.480, 456, 28, 13, 39, 59, 45.037, 44.480
Mon Jan  9 09:39:58 EST 2017, 5847, 0.600, 3, 0.980, 306, 73, 4, 14, 14, 2.667, 2.697
Mon Jan  9 09:40:21 EST 2017, 8322, 0.350, 1, 0.230, 381, 51, 9, 27, 82, 22.423, 22.710
Mon Jan  9 09:41:13 EST 2017, 3372, 0.850, 5, 0.730, 531, 96, 18, 2, 37, 51.337, 47.507
Mon Jan  9 09:42:35 EST 2017, 4610, 0.480, 4, 0.360, 419, 84, 11, 21, 71, 81.167, 79.087
Mon Jan  9 09:42:38 EST 2017, 9560, 0.980, 9, 0.860, 569, 39, 1, 46, 26, 3.300, 3.343
Mon Jan  9 09:43:18 EST 2017, 7085, 0.230, 6, 0.110, 494, 62, 6, 8, 93, 35.180, 37.183
Mon Jan  9 09:43:30 EST 2017, 2135, 0.730, 2, 0.610, 344, 17, 16, 33, 48, 12.043, 11.987
Mon Jan  9 09:43:37 EST 2017, 1516, 0.290, 6, 0.800, 325, 11, 14, 11, 76, 7.117, 7.187
Mon Jan  9 09:43:45 EST 2017, 6466, 0.790, 1, 0.300, 475, 56, 5, 36, 31, 7.977, 7.973
Mon Jan  9 09:44:42 EST 2017, 8941, 0.040, 4, 0.550, 550, 34, 10, 24, 99, 54.863, 56.370
Mon Jan  9 09:47:52 EST 2017, 3991, 0.540, 8, 0.050, 400, 79, 19, 49, 54, 187.333, 183.917
Mon Jan  9 09:50:06 EST 2017, 2753, 0.170, 3, 0.920, 588, 90, 12, 30, 65, 129.640, 131.563
Mon Jan  9 09:50:08 EST 2017, 7703, 0.670, 7, 0.420, 438, 45, 3, 5, 20, 1.940, 1.953
Mon Jan  9 09:51:29 EST 2017, 5228, 0.420, 9, 0.670, 363, 67, 7, 43, 88, 78.727, 77.043
Mon Jan  9 09:51:50 EST 2017, 278, 0.920, 5, 0.170, 513, 22, 17, 18, 43, 20.883, 20.493
Mon Jan  9 09:51:52 EST 2017, 356, 0.270, 9, 0.310, 393, 17, 1, 2, 93, 1.330, 1.160
Mon Jan  9 09:52:47 EST 2017, 5306, 0.770, 5, 0.810, 543, 62, 10, 27, 48, 54.077, 53.993
Mon Jan  9 09:53:27 EST 2017, 7781, 0.020, 3, 0.060, 468, 40, 15, 14, 70, 40.100, 38.877
Mon Jan  9 09:53:47 EST 2017, 2831, 0.520, 7, 0.560, 318, 85, 6, 39, 25, 18.960, 18.847
Mon Jan  9 09:54:35 EST 2017, 4068, 0.140, 4, 0.430, 506, 96, 3, 33, 81, 46.950, 47.780
Mon Jan  9 09:54:50 EST 2017, 9018, 0.640, 8, 0.930, 356, 51, 13, 8, 36, 14.740, 14.383
Mon Jan  9 09:57:52 EST 2017, 6543, 0.390, 6, 0.180, 431, 74, 18, 45, 59, 181.017, 180.017
Mon Jan  9 09:57:55 EST 2017, 1593, 0.890, 1, 0.680, 581, 29, 8, 20, 14, 2.330, 2.383
Mon Jan  9 09:58:08 EST 2017, 2212, 0.080, 7, 0.990, 562, 23, 2, 48, 87, 12.957, 13.023
Mon Jan  9 09:58:39 EST 2017, 7162, 0.580, 2, 0.490, 412, 68, 12, 23, 42, 30.683, 30.197
Mon Jan  9 09:59:42 EST 2017, 9637, 0.330, 4, 0.740, 337, 46, 16, 36, 64, 61.637, 62.100
Mon Jan  9 09:59:55 EST 2017, 4687, 0.830, 9, 0.240, 487, 91, 7, 11, 19, 12.410, 12.793
Mon Jan  9 10:00:14 EST 2017, 3449, 0.460, 1, 0.870, 374, 79, 5, 17, 98, 19.077, 19.057
Mon Jan  9 10:01:17 EST 2017, 8399, 0.960, 5, 0.370, 524, 34, 14, 42, 53, 62.237, 61.523
Mon Jan  9 10:03:00 EST 2017, 5924, 0.210, 8, 0.620, 599, 57, 19, 5, 76, 95.963, 91.540
Mon Jan  9 10:03:04 EST 2017, 974, 0.710, 3, 0.120, 449, 12, 9, 30, 31, 4.593, 4.620
Mon Jan  9 10:03:13 EST 2017, 1284, 0.240, 2, 0.150, 309, 37, 11, 41, 22, 8.693, 8.663
Mon Jan  9 10:03:28 EST 2017, 6234, 0.740, 6, 0.650, 459, 82, 2, 16, 67, 14.873, 14.760
Mon Jan  9 10:03:36 EST 2017, 8709, 0.490, 9, 0.400, 534, 15, 6, 28, 45, 8.017, 7.907
Mon Jan  9 10:04:30 EST 2017, 3759, 0.990, 4, 0.900, 384, 60, 16, 3, 90, 52.490, 49.530
Mon Jan  9 10:04:50 EST 2017, 4996, 0.360, 5, 0.020, 571, 71, 13, 22, 11, 16.823, 17.370
Mon Jan  9 10:04:56 EST 2017, 9946, 0.860, 1, 0.520, 421, 26, 4, 47, 56, 5.700, 5.863
Mon Jan  9 10:05:12 EST 2017, 7471, 0.110, 3, 0.270, 346, 93, 9, 9, 33, 15.767, 15.853
Mon Jan  9 10:07:39 EST 2017, 2521, 0.610, 7, 0.770, 496, 48, 18, 34, 78, 138.147, 144.387
Mon Jan  9 10:07:48 EST 2017, 1903, 0.430, 5, 0.590, 477, 54, 12, 6, 17, 7.903, 7.937
Mon Jan  9 10:08:15 EST 2017, 6853, 0.930, 9, 0.090, 327, 99, 3, 31, 62, 26.733, 26.473
Mon Jan  9 10:08:26 EST 2017, 9328, 0.180, 7, 0.840, 402, 32, 8, 19, 39, 11.093, 11.120
Mon Jan  9 10:12:05 EST 2017, 4378, 0.680, 2, 0.340, 552, 77, 17, 44, 84, 210.653, 215.000
Mon Jan  9 10:12:46 EST 2017, 3140, 0.050, 8, 0.710, 440, 65, 15, 25, 28, 39.863, 40.633
Mon Jan  9 10:12:50 EST 2017, 8090, 0.550, 3, 0.210, 590, 20, 5, 0, 73, 4.187, 4.243
Mon Jan  9 10:13:35 EST 2017, 5615, 0.300, 1, 0.960, 515, 88, 10, 38, 50, 44.867, 43.423
Mon Jan  9 10:14:44 EST 2017, 665, 0.800, 6, 0.460, 365, 43, 19, 13, 95, 67.967, 65.480
Mon Jan  9 10:15:25 EST 2017, 510, 0.000, 4, 0.850, 595, 72, 5, 32, 52, 40.263, 40.470
Mon Jan  9 10:16:00 EST 2017, 5460, 0.500, 8, 0.350, 445, 27, 15, 7, 97, 34.203, 32.617
Mon Jan  9 10:16:52 EST 2017, 7935, 0.250, 6, 0.600, 370, 95, 10, 45, 29, 51.677, 51.827
Mon Jan  9 10:16:58 EST 2017, 2985, 0.750, 2, 0.100, 520, 50, 1, 20, 74, 4.880, 4.967
Mon Jan  9 10:17:02 EST 2017, 4223, 0.380, 7, 0.980, 332, 39, 8, 1, 40, 4.640, 4.537
Mon Jan  9 10:20:09 EST 2017, 9173, 0.880, 3, 0.480, 482, 84, 17, 26, 85, 177.260, 184.303
Mon Jan  9 10:20:11 EST 2017, 6698, 0.130, 1, 0.730, 557, 16, 13, 13, 18, 2.013, 1.993
Mon Jan  9 10:20:32 EST 2017, 1748, 0.630, 5, 0.230, 407, 61, 3, 38, 63, 21.293, 21.510
Mon Jan  9 10:20:43 EST 2017, 2367, 0.320, 2, 0.410, 426, 55, 7, 16, 35, 10.327, 9.763
Mon Jan  9 10:21:17 EST 2017, 7317, 0.820, 7, 0.910, 576, 10, 16, 41, 80, 33.617, 33.783
Mon Jan  9 10:21:25 EST 2017, 9792, 0.070, 9, 0.160, 501, 78, 11, 4, 12, 7.283, 7.233
Mon Jan  9 10:21:32 EST 2017, 4842, 0.570, 4, 0.660, 351, 33, 2, 29, 57, 6.673, 6.727
Mon Jan  9 10:22:18 EST 2017, 3604, 0.190, 6, 0.290, 463, 44, 9, 48, 46, 45.557, 44.540
Mon Jan  9 10:23:28 EST 2017, 8554, 0.690, 1, 0.790, 313, 89, 18, 23, 91, 66.997, 67.980
Mon Jan  9 10:23:38 EST 2017, 6079, 0.440, 3, 0.040, 388, 22, 14, 35, 24, 10.387, 10.467
Mon Jan  9 10:24:01 EST 2017, 1129, 0.940, 8, 0.540, 538, 67, 4, 10, 69, 22.697, 22.040
Mon Jan  9 10:27:07 EST 2017, 820, 0.470, 7, 0.700, 510, 92, 16, 24, 71, 175.027, 182.390
Mon Jan  9 10:27:18 EST 2017, 5770, 0.970, 2, 0.200, 360, 47, 6, 49, 26, 9.853, 9.913
Mon Jan  9 10:27:26 EST 2017, 8245, 0.220, 5, 0.950, 435, 69, 1, 12, 94, 7.967, 8.057
Mon Jan  9 10:28:00 EST 2017, 3295, 0.720, 9, 0.450, 585, 24, 11, 37, 49, 33.660, 33.980
Mon Jan  9 10:28:12 EST 2017, 4532, 0.100, 1, 0.570, 398, 13, 18, 43, 60, 11.487, 11.410
Mon Jan  9 10:28:22 EST 2017, 9482, 0.600, 6, 0.070, 548, 58, 8, 18, 15, 10.063, 10.273
Mon Jan  9 10:28:45 EST 2017, 7007, 0.350, 8, 0.820, 473, 36, 4, 30, 83, 22.573, 22.207
Mon Jan  9 10:29:05 EST 2017, 2057, 0.850, 4, 0.320, 323, 81, 13, 5, 38, 19.727, 19.183
Mon Jan  9 10:30:49 EST 2017, 1439, 0.160, 9, 0.010, 342, 86, 17, 27, 55, 103.587, 99.617
Mon Jan  9 10:30:51 EST 2017, 6389, 0.660, 4, 0.510, 492, 41, 7, 2, 10, 1.610, 1.617
Mon Jan  9 10:31:10 EST 2017, 8864, 0.410, 2, 0.260, 567, 64, 2, 40, 77, 19.230, 19.380
Mon Jan  9 10:31:17 EST 2017, 3914, 0.910, 6, 0.760, 417, 19, 12, 15, 32, 6.777, 6.850
Mon Jan  9 10:31:50 EST 2017, 2676, 0.280, 3, 0.130, 529, 30, 19, 9, 66, 31.373, 32.383
Mon Jan  9 10:32:16 EST 2017, 7626, 0.780, 8, 0.630, 379, 75, 10, 34, 21, 25.117, 24.710
Mon Jan  9 10:32:38 EST 2017, 5151, 0.030, 5, 0.380, 304, 53, 5, 21, 88, 21.730, 21.443
Mon Jan  9 10:33:49 EST 2017, 201, 0.530, 1, 0.880, 454, 98, 14, 46, 43, 58.310, 62.487
Mon Jan  9 10:33:57 EST 2017, 240, 0.450, 3, 0.430, 317, 67, 2, 38, 46, 8.020, 8.190
Mon Jan  9 10:34:23 EST 2017, 5190, 0.950, 8, 0.930, 467, 22, 12, 13, 91, 24.807, 24.803
Mon Jan  9 10:35:25 EST 2017, 7665, 0.200, 5, 0.180, 542, 90, 16, 26, 24, 61.043, 61.923
Mon Jan  9 10:35:32 EST 2017, 2715, 0.700, 1, 0.680, 392, 45, 7, 1, 69, 5.613, 5.440
Mon Jan  9 10:35:41 EST 2017, 3952, 0.080, 9, 0.310, 579, 33, 5, 19, 35, 9.620, 9.750
Mon Jan  9 10:38:45 EST 2017, 8902, 0.580, 4, 0.810, 429, 78, 14, 44, 80, 176.297, 179.300
Mon Jan  9 10:38:46 EST 2017, 6427, 0.330, 2, 0.060, 354, 11, 19, 7, 13, 1.173, 1.190
Mon Jan  9 10:39:45 EST 2017, 1477, 0.830, 6, 0.560, 504, 56, 9, 32, 58, 59.017, 58.690
Mon Jan  9 10:39:47 EST 2017, 2096, 0.140, 1, 0.750, 486, 61, 1, 10, 41, 1.620, 1.627
Mon Jan  9 10:40:09 EST 2017, 7046, 0.640, 6, 0.250, 336, 16, 11, 35, 86, 21.363, 21.280
Mon Jan  9 10:40:38 EST 2017, 9521, 0.390, 8, 0.500, 411, 84, 15, 22, 18, 29.013, 28.817
Mon Jan  9 10:41:28 EST 2017, 4571, 0.890, 4, 0.000, 561, 39, 6, 47, 63, 40.443, 43.550
Mon Jan  9 10:41:41 EST 2017, 3333, 0.270, 7, 0.870, 448, 50, 3, 29, 52, 13.673, 13.713
Mon Jan  9 10:43:20 EST 2017, 8283, 0.770, 2, 0.370, 598, 95, 13, 4, 97, 97.257, 95.483
Mon Jan  9 10:43:56 EST 2017, 5808, 0.020, 5, 0.620, 523, 28, 18, 41, 30, 35.723, 35.520
Mon Jan  9 10:44:42 EST 2017, 858, 0.520, 9, 0.120, 373, 73, 8, 16, 75, 45.383, 43.053
Mon Jan  9 10:45:39 EST 2017, 1168, 0.050, 6, 0.090, 383, 98, 12, 5, 66, 55.883, 54.440
Mon Jan  9 10:45:44 EST 2017, 6118, 0.550, 2, 0.590, 533, 53, 3, 30, 21, 4.820, 4.820
Mon Jan  9 10:46:51 EST 2017, 8593, 0.300, 4, 0.340, 458, 75, 8, 18, 89, 67.267, 64.693
Mon Jan  9 10:47:26 EST 2017, 3643, 0.800, 8, 0.840, 308, 30, 17, 43, 44, 33.870, 34.057
Mon Jan  9 10:47:53 EST 2017, 4880, 0.420, 3, 0.220, 495, 19, 15, 37, 55, 27.140, 27.213
Mon Jan  9 10:47:56 EST 2017, 9830, 0.920, 7, 0.720, 345, 64, 5, 12, 10, 2.510, 2.487
Mon Jan  9 10:49:14 EST 2017, 7355, 0.170, 9, 0.470, 420, 42, 10, 49, 77, 76.577, 77.387
Mon Jan  9 10:50:51 EST 2017, 2405, 0.670, 5, 0.970, 570, 87, 19, 24, 32, 93.200, 93.847
Mon Jan  9 10:53:34 EST 2017, 1787, 0.360, 8, 0.650, 551, 81, 11, 46, 61, 159.813, 158.890
Mon Jan  9 10:53:35 EST 2017, 6737, 0.860, 3, 0.150, 401, 36, 2, 21, 16, 1.283, 1.353
Mon Jan  9 10:53:53 EST 2017, 9212, 0.110, 1, 0.900, 326, 59, 6, 33, 83, 17.553, 17.473
Mon Jan  9 10:53:59 EST 2017, 4262, 0.610, 6, 0.400, 476, 14, 16, 8, 38, 6.190, 6.320
Mon Jan  9 10:54:20 EST 2017, 3024, 0.230, 4, 0.530, 364, 25, 14, 15, 72, 20.310, 19.960
Mon Jan  9 10:54:40 EST 2017, 7974, 0.730, 9, 0.030, 514, 70, 4, 40, 27, 19.750, 19.980
Mon Jan  9 10:55:17 EST 2017, 5499, 0.480, 7, 0.780, 589, 47, 9, 2, 94, 36.347, 35.933
Mon Jan  9 10:56:43 EST 2017, 549, 0.980, 2, 0.280, 439, 92, 18, 27, 49, 86.200, 86.083
Mon Jan  9 10:56:56 EST 2017, 704, 0.190, 8, 0.890, 518, 12, 7, 20, 98, 12.247, 12.257
Mon Jan  9 10:58:20 EST 2017, 5654, 0.690, 4, 0.390, 368, 57, 16, 45, 53, 84.280, 84.303
Mon Jan  9 10:58:31 EST 2017, 8129, 0.440, 1, 0.640, 443, 35, 11, 8, 76, 10.897, 10.690
Mon Jan  9 10:58:44 EST 2017, 3179, 0.940, 6, 0.140, 593, 80, 2, 33, 31, 12.757, 12.803
Mon Jan  9 11:01:00 EST 2017, 4416, 0.310, 5, 0.760, 406, 91, 9, 39, 87, 134.777, 133.247
Mon Jan  9 11:01:52 EST 2017, 9366, 0.810, 9, 0.260, 556, 46, 19, 14, 42, 50.880, 51.003
Mon Jan  9 11:03:42 EST 2017, 6891, 0.060, 7, 0.510, 481, 68, 14, 26, 65, 105.077, 108.507
Mon Jan  9 11:03:43 EST 2017, 1941, 0.560, 3, 0.010, 331, 23, 4, 1, 20, 0.720, 0.713
Mon Jan  9 11:04:02 EST 2017, 2560, 0.370, 5, 0.320, 350, 29, 6, 30, 82, 18.650, 18.367
Mon Jan  9 11:04:17 EST 2017, 7510, 0.870, 1, 0.820, 500, 74, 15, 5, 37, 14.173, 14.443
Mon Jan  9 11:05:40 EST 2017, 9985, 0.120, 3, 0.070, 575, 52, 10, 42, 59, 75.543, 71.480
Mon Jan  9 11:05:42 EST 2017, 5035, 0.620, 8, 0.570, 425, 97, 1, 17, 14, 1.813, 1.913
Mon Jan  9 11:06:45 EST 2017, 3797, 0.000, 2, 0.450, 537, 85, 8, 11, 93, 57.090, 57.953
Mon Jan  9 11:07:39 EST 2017, 8747, 0.500, 7, 0.950, 387, 40, 17, 36, 48, 53.890, 53.550
Mon Jan  9 11:08:41 EST 2017, 6272, 0.250, 9, 0.200, 312, 63, 13, 23, 70, 60.990, 60.903
Mon Jan  9 11:08:44 EST 2017, 1322, 0.750, 4, 0.700, 462, 18, 3, 48, 25, 3.173, 3.180
Mon Jan  9 11:09:05 EST 2017, 1013, 0.280, 1, 0.540, 584, 43, 17, 34, 28, 20.260, 20.367
Mon Jan  9 11:09:47 EST 2017, 5963, 0.780, 5, 0.040, 434, 88, 7, 9, 73, 42.157, 41.910
Mon Jan  9 11:09:54 EST 2017, 8438, 0.030, 7, 0.790, 359, 21, 3, 47, 51, 6.303, 6.423
Mon Jan  9 11:11:45 EST 2017, 3488, 0.530, 3, 0.290, 509, 66, 12, 22, 96, 108.063, 106.600
Mon Jan  9 11:11:55 EST 2017, 4726, 0.160, 6, 0.670, 322, 77, 19, 3, 17, 10.557, 10.310
Mon Jan  9 11:12:19 EST 2017, 9676, 0.660, 2, 0.170, 472, 32, 10, 28, 62, 23.267, 23.183
