# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, 3tHeap_timing_secs
Tue May 16 15:16:26 EDT 2017, 0.990, 4, 1, 0.190, 1, 1, 28, 512, 15, 13, 32, 99, 36.530, 17.743
Tue May 16 15:16:33 EDT 2017, 0.490, 8, 6, 0.690, 6, 5, 73, 362, 60, 3, 7, 54, 6.513, 6.493
Tue May 16 15:16:55 EDT 2017, 0.370, 3, 5, 0.320, 2, 6, 84, 400, 49, 10, 26, 65, 20.790, 15.473
Tue May 16 15:16:57 EDT 2017, 0.870, 7, 9, 0.820, 7, 2, 39, 550, 94, 1, 1, 20, 1.757, 1.913
Tue May 16 15:17:00 EDT 2017, 0.620, 1, 7, 0.070, 9, 9, 17, 325, 27, 6, 38, 43, 2.937, 2.800
Tue May 16 15:20:10 EDT 2017, 0.120, 5, 2, 0.570, 4, 4, 62, 475, 72, 15, 13, 88, 184.693, 126.327
Tue May 16 15:20:18 EDT 2017, 0.090, 1, 4, 0.660, 1, 2, 48, 559, 69, 3, 12, 29, 7.913, 7.670
Tue May 16 15:20:28 EDT 2017, 0.590, 5, 8, 0.160, 6, 7, 93, 409, 24, 12, 37, 74, 9.870, 7.820
Tue May 16 15:22:17 EDT 2017, 0.840, 3, 6, 0.910, 8, 4, 70, 484, 91, 17, 24, 96, 107.123, 66.347
Tue May 16 15:22:35 EDT 2017, 0.340, 8, 2, 0.410, 4, 9, 25, 334, 46, 7, 49, 51, 17.707, 11.000
Tue May 16 15:23:05 EDT 2017, 0.460, 4, 9, 0.540, 9, 8, 36, 446, 58, 19, 18, 62, 29.783, 22.430
Tue May 16 15:23:07 EDT 2017, 0.960, 9, 5, 0.040, 5, 3, 81, 596, 13, 10, 43, 17, 2.153, 1.597
Tue May 16 15:23:23 EDT 2017, 0.710, 2, 3, 0.790, 2, 6, 59, 371, 80, 5, 5, 40, 14.533, 11.753
Tue May 16 15:23:51 EDT 2017, 0.210, 6, 7, 0.290, 7, 1, 14, 521, 35, 15, 30, 85, 28.330, 20.263
Tue May 16 15:24:05 EDT 2017, 0.150, 4, 1, 0.100, 5, 2, 53, 353, 63, 1, 27, 90, 11.953, 13.143
Tue May 16 15:24:11 EDT 2017, 0.650, 8, 6, 0.600, 1, 6, 98, 503, 18, 11, 2, 45, 6.107, 4.410
Tue May 16 15:24:26 EDT 2017, 0.900, 1, 8, 0.350, 3, 4, 76, 428, 86, 16, 40, 23, 14.173, 10.843
Tue May 16 15:24:50 EDT 2017, 0.400, 6, 3, 0.850, 8, 8, 31, 578, 41, 6, 15, 68, 23.320, 18.490
Tue May 16 15:25:15 EDT 2017, 0.270, 3, 7, 0.220, 4, 9, 42, 465, 74, 18, 46, 34, 24.940, 17.103
Tue May 16 15:25:35 EDT 2017, 0.770, 7, 2, 0.720, 9, 5, 87, 315, 29, 9, 21, 79, 19.500, 11.820
Tue May 16 15:26:03 EDT 2017, 0.520, 5, 4, 0.470, 6, 7, 65, 540, 97, 4, 33, 57, 27.057, 24.457
Tue May 16 15:26:06 EDT 2017, 0.020, 9, 9, 0.970, 2, 3, 20, 390, 52, 13, 8, 12, 3.117, 2.453
Tue May 16 15:26:15 EDT 2017, 0.020, 3, 4, 0.590, 8, 1, 79, 332, 81, 3, 40, 41, 7.617, 7.713
Tue May 16 15:26:36 EDT 2017, 0.520, 8, 9, 0.090, 4, 5, 34, 482, 36, 13, 15, 86, 20.250, 16.377
Tue May 16 15:27:12 EDT 2017, 0.770, 1, 6, 0.840, 2, 3, 12, 407, 58, 18, 28, 63, 36.240, 23.773
Tue May 16 15:27:16 EDT 2017, 0.270, 6, 2, 0.340, 6, 8, 57, 557, 13, 8, 3, 18, 3.013, 1.783
Tue May 16 15:28:39 EDT 2017, 0.390, 2, 8, 0.720, 3, 9, 91, 519, 92, 15, 34, 97, 82.253, 60.750
Tue May 16 15:28:52 EDT 2017, 0.890, 7, 3, 0.220, 7, 4, 46, 369, 47, 6, 9, 52, 13.027, 10.020
Tue May 16 15:29:00 EDT 2017, 0.640, 5, 1, 0.970, 9, 7, 23, 594, 70, 1, 46, 29, 7.047, 7.073
Tue May 16 15:29:14 EDT 2017, 0.140, 9, 5, 0.470, 5, 2, 68, 444, 25, 11, 21, 74, 13.943, 10.437
Tue May 16 15:29:53 EDT 2017, 0.200, 1, 3, 0.150, 3, 3, 85, 575, 98, 5, 24, 57, 38.647, 33.000
Tue May 16 15:29:57 EDT 2017, 0.700, 5, 7, 0.650, 8, 7, 40, 425, 53, 14, 49, 12, 4.357, 3.233
Tue May 16 15:30:21 EDT 2017, 0.950, 3, 9, 0.400, 5, 5, 17, 500, 75, 19, 12, 35, 23.597, 17.710
Tue May 16 15:30:34 EDT 2017, 0.450, 7, 5, 0.900, 1, 9, 62, 350, 30, 9, 37, 80, 12.603, 9.953
Tue May 16 15:30:52 EDT 2017, 0.330, 4, 6, 0.030, 7, 8, 96, 388, 86, 16, 6, 24, 17.287, 11.970
Tue May 16 15:31:36 EDT 2017, 0.830, 8, 1, 0.530, 2, 4, 51, 538, 41, 7, 31, 69, 43.187, 24.703
Tue May 16 15:31:46 EDT 2017, 0.580, 2, 4, 0.280, 4, 6, 29, 313, 64, 2, 18, 91, 9.380, 9.803
Tue May 16 15:31:52 EDT 2017, 0.080, 6, 8, 0.780, 9, 2, 74, 463, 19, 12, 43, 46, 5.287, 4.227
Tue May 16 15:31:54 EDT 2017, 0.110, 2, 7, 0.930, 6, 4, 37, 528, 11, 6, 32, 55, 2.570, 2.277
Tue May 16 15:32:04 EDT 2017, 0.610, 7, 2, 0.430, 1, 8, 82, 378, 56, 16, 7, 10, 9.783, 4.857
Tue May 16 15:32:14 EDT 2017, 0.860, 4, 4, 0.680, 4, 1, 60, 453, 33, 11, 45, 32, 9.107, 6.090
Tue May 16 15:32:20 EDT 2017, 0.360, 9, 9, 0.180, 8, 6, 15, 303, 78, 2, 20, 77, 5.483, 6.150
Tue May 16 15:32:30 EDT 2017, 0.480, 3, 1, 0.810, 5, 7, 48, 416, 22, 13, 39, 21, 9.417, 4.467
Tue May 16 15:32:48 EDT 2017, 0.980, 8, 6, 0.310, 9, 2, 93, 566, 67, 4, 14, 66, 16.877, 17.233
Tue May 16 15:33:03 EDT 2017, 0.730, 1, 8, 0.560, 7, 9, 71, 341, 44, 9, 26, 88, 14.490, 12.390
Tue May 16 15:34:16 EDT 2017, 0.230, 5, 3, 0.060, 2, 5, 26, 491, 89, 18, 1, 43, 71.977, 39.810
Tue May 16 15:34:20 EDT 2017, 0.170, 5, 8, 0.250, 1, 4, 43, 360, 27, 8, 4, 38, 3.500, 3.027
Tue May 16 15:36:03 EDT 2017, 0.670, 9, 4, 0.750, 5, 9, 88, 510, 72, 17, 29, 83, 102.340, 58.673
Tue May 16 15:36:50 EDT 2017, 0.920, 3, 2, 0.000, 7, 2, 65, 435, 50, 12, 17, 60, 46.040, 24.187
Tue May 16 15:36:55 EDT 2017, 0.420, 7, 6, 0.500, 3, 6, 20, 585, 95, 3, 42, 15, 4.160, 4.307
Tue May 16 15:37:16 EDT 2017, 0.300, 1, 3, 0.370, 9, 5, 54, 472, 16, 15, 23, 94, 21.307, 12.510
Tue May 16 15:37:24 EDT 2017, 0.800, 6, 7, 0.870, 4, 1, 99, 322, 61, 5, 48, 49, 6.973, 7.007
Tue May 16 15:37:33 EDT 2017, 0.550, 4, 5, 0.120, 2, 7, 77, 547, 39, 10, 10, 27, 8.837, 6.620
Tue May 16 15:45:03 EDT 2017, 0.050, 8, 1, 0.620, 6, 3, 32, 397, 84, 19, 35, 72, 391.687, 404.427
Tue May 16 15:45:10 EDT 2017, 0.030, 1, 9, 0.040, 4, 6, 55, 514, 43, 4, 49, 53, 6.127, 6.550
Tue May 16 15:46:20 EDT 2017, 0.530, 6, 5, 0.540, 9, 2, 10, 364, 88, 13, 24, 98, 68.683, 45.470
Tue May 16 15:47:05 EDT 2017, 0.780, 4, 2, 0.290, 6, 9, 33, 589, 20, 18, 36, 76, 44.443, 22.777
Tue May 16 15:47:15 EDT 2017, 0.280, 8, 7, 0.790, 2, 4, 78, 439, 65, 8, 11, 31, 9.330, 7.997
Tue May 16 15:48:02 EDT 2017, 0.410, 5, 4, 0.170, 5, 3, 67, 327, 54, 16, 30, 87, 46.340, 26.890
Tue May 16 15:48:18 EDT 2017, 0.910, 9, 8, 0.670, 1, 8, 22, 477, 99, 6, 5, 42, 15.443, 14.863
Tue May 16 15:48:18 EDT 2017, 0.660, 2, 6, 0.420, 3, 1, 44, 402, 32, 1, 42, 19, 0.643, 0.690
Tue May 16 15:50:42 EDT 2017, 0.160, 7, 1, 0.920, 8, 5, 89, 552, 77, 11, 17, 64, 143.103, 101.550
Tue May 16 15:50:53 EDT 2017, 0.220, 3, 6, 0.730, 9, 6, 61, 383, 48, 5, 14, 70, 10.650, 10.220
Tue May 16 15:51:45 EDT 2017, 0.720, 8, 2, 0.230, 5, 1, 16, 533, 93, 14, 39, 25, 51.637, 26.270
Tue May 16 15:51:58 EDT 2017, 0.970, 1, 4, 0.980, 3, 8, 39, 308, 26, 19, 2, 48, 12.273, 7.367
Tue May 16 15:52:32 EDT 2017, 0.470, 5, 9, 0.480, 7, 4, 84, 458, 71, 10, 27, 93, 33.557, 29.310
Tue May 16 15:52:51 EDT 2017, 0.340, 2, 1, 0.610, 1, 5, 72, 571, 37, 17, 8, 14, 18.273, 8.267
Tue May 16 15:53:16 EDT 2017, 0.840, 6, 5, 0.110, 6, 9, 27, 421, 82, 7, 33, 59, 24.990, 20.910
Tue May 16 15:53:19 EDT 2017, 0.590, 4, 7, 0.860, 8, 3, 50, 496, 15, 2, 21, 81, 1.933, 2.007
Tue May 16 15:53:39 EDT 2017, 0.090, 9, 3, 0.360, 4, 7, 95, 346, 60, 12, 46, 36, 19.590, 12.680
Tue May 16 15:54:10 EDT 2017, 0.060, 4, 2, 0.390, 2, 9, 13, 430, 63, 5, 28, 67, 30.593, 21.413
Tue May 16 15:54:14 EDT 2017, 0.560, 9, 7, 0.890, 6, 5, 58, 580, 18, 15, 3, 22, 3.980, 2.883
Tue May 16 15:54:28 EDT 2017, 0.810, 2, 9, 0.140, 8, 7, 81, 355, 85, 10, 41, 45, 14.467, 13.007
Tue May 16 15:54:34 EDT 2017, 0.310, 7, 4, 0.640, 4, 2, 36, 505, 40, 1, 16, 90, 5.373, 5.693
Tue May 16 15:54:43 EDT 2017, 0.440, 1, 5, 0.260, 7, 1, 24, 543, 74, 13, 47, 11, 8.173, 5.467
Tue May 16 15:54:52 EDT 2017, 0.940, 6, 1, 0.760, 3, 6, 69, 393, 29, 3, 22, 56, 9.113, 6.477
Tue May 16 15:55:59 EDT 2017, 0.690, 3, 3, 0.010, 1, 3, 92, 468, 96, 8, 35, 79, 66.317, 44.993
Tue May 16 15:56:10 EDT 2017, 0.190, 8, 8, 0.510, 5, 8, 47, 318, 51, 17, 10, 34, 10.287, 7.693
Tue May 16 15:56:30 EDT 2017, 0.130, 3, 5, 0.830, 7, 7, 19, 486, 68, 7, 7, 50, 19.803, 16.307
Tue May 16 15:56:42 EDT 2017, 0.630, 7, 9, 0.330, 2, 3, 64, 336, 23, 16, 32, 95, 11.730, 8.710
Tue May 16 15:57:38 EDT 2017, 0.880, 5, 7, 0.580, 4, 5, 86, 561, 91, 11, 19, 73, 54.507, 42.387
Tue May 16 15:57:42 EDT 2017, 0.380, 9, 3, 0.080, 9, 1, 41, 411, 46, 2, 44, 28, 3.047, 2.957
Tue May 16 15:58:10 EDT 2017, 0.250, 4, 8, 0.950, 3, 2, 30, 374, 57, 14, 13, 84, 28.233, 21.837
Tue May 16 15:58:13 EDT 2017, 0.750, 8, 4, 0.450, 8, 6, 75, 524, 12, 4, 38, 39, 2.153, 1.890
Tue May 16 15:58:29 EDT 2017, 0.500, 2, 2, 0.700, 6, 4, 98, 449, 79, 9, 0, 17, 15.773, 8.893
Tue May 16 15:59:02 EDT 2017, 0.000, 6, 6, 0.200, 1, 8, 53, 599, 34, 19, 25, 62, 32.503, 20.627
Tue May 16 15:59:28 EDT 2017, 0.000, 2, 5, 0.930, 3, 3, 21, 468, 28, 15, 15, 89, 26.293, 17.363
Tue May 16 15:59:36 EDT 2017, 0.500, 6, 9, 0.430, 8, 7, 66, 318, 73, 5, 40, 44, 6.327, 6.650
Tue May 16 15:59:37 EDT 2017, 0.750, 4, 7, 0.680, 5, 1, 88, 543, 50, 1, 2, 21, 1.087, 1.160
Tue May 16 16:01:00 EDT 2017, 0.250, 8, 2, 0.180, 1, 5, 43, 393, 95, 10, 27, 66, 81.617, 40.940
Tue May 16 16:01:01 EDT 2017, 0.380, 5, 8, 0.800, 6, 6, 10, 356, 16, 3, 9, 32, 1.000, 0.997
Tue May 16 16:02:05 EDT 2017, 0.880, 9, 3, 0.300, 2, 2, 55, 506, 61, 12, 34, 77, 62.977, 38.663
Tue May 16 16:03:05 EDT 2017, 0.630, 3, 1, 0.550, 4, 8, 77, 431, 39, 17, 21, 55, 59.730, 27.780
Tue May 16 16:03:11 EDT 2017, 0.130, 7, 6, 0.050, 9, 4, 32, 581, 84, 8, 46, 10, 5.513, 4.443
Tue May 16 16:03:17 EDT 2017, 0.190, 3, 2, 0.370, 8, 4, 26, 449, 11, 16, 49, 27, 5.647, 2.883
Tue May 16 16:03:44 EDT 2017, 0.690, 8, 6, 0.870, 4, 9, 71, 599, 56, 7, 24, 72, 26.397, 23.570
Tue May 16 16:03:48 EDT 2017, 0.940, 1, 9, 0.120, 1, 2, 94, 374, 33, 2, 37, 94, 3.213, 3.710
Tue May 16 16:04:30 EDT 2017, 0.440, 6, 4, 0.620, 6, 7, 49, 524, 78, 11, 12, 49, 41.783, 28.543
Tue May 16 16:04:35 EDT 2017, 0.310, 2, 5, 0.490, 3, 6, 15, 562, 22, 4, 30, 60, 5.140, 4.820
Tue May 16 16:04:57 EDT 2017, 0.810, 7, 1, 0.990, 7, 1, 60, 412, 67, 14, 5, 15, 21.720, 10.703
Tue May 16 16:05:28 EDT 2017, 0.560, 4, 3, 0.240, 9, 8, 83, 487, 44, 18, 43, 38, 29.977, 17.247
Tue May 16 16:05:59 EDT 2017, 0.060, 9, 7, 0.740, 5, 3, 38, 337, 89, 9, 18, 83, 30.983, 26.040
Tue May 16 16:06:17 EDT 2017, 0.100, 4, 7, 0.520, 1, 1, 69, 402, 98, 13, 7, 29, 17.847, 13.603
Tue May 16 16:06:47 EDT 2017, 0.600, 9, 2, 0.020, 5, 6, 24, 552, 53, 4, 32, 74, 29.880, 23.137
Tue May 16 16:07:26 EDT 2017, 0.850, 2, 4, 0.770, 7, 4, 46, 327, 75, 8, 19, 97, 38.313, 28.280
Tue May 16 16:07:39 EDT 2017, 0.350, 6, 9, 0.270, 3, 8, 91, 477, 30, 18, 44, 52, 13.147, 9.583
Tue May 16 16:08:59 EDT 2017, 0.470, 1, 1, 0.650, 8, 9, 57, 590, 87, 6, 13, 63, 79.133, 47.597
Tue May 16 16:09:06 EDT 2017, 0.970, 5, 5, 0.150, 4, 5, 12, 440, 42, 15, 38, 18, 7.263, 4.767
Tue May 16 16:09:24 EDT 2017, 0.720, 3, 8, 0.900, 2, 7, 35, 515, 64, 11, 1, 41, 17.137, 14.037
Tue May 16 16:09:26 EDT 2017, 0.220, 8, 3, 0.400, 6, 3, 80, 365, 19, 1, 26, 86, 1.887, 2.000
Tue May 16 16:10:21 EDT 2017, 0.160, 2, 9, 0.210, 6, 2, 74, 496, 81, 14, 29, 91, 53.557, 43.727
Tue May 16 16:10:26 EDT 2017, 0.660, 7, 5, 0.710, 1, 6, 29, 346, 36, 5, 4, 46, 5.240, 4.720
Tue May 16 16:10:44 EDT 2017, 0.910, 5, 3, 0.460, 3, 4, 52, 571, 58, 10, 41, 24, 17.107, 11.280
Tue May 16 16:10:52 EDT 2017, 0.410, 9, 7, 0.960, 8, 9, 97, 421, 13, 19, 16, 69, 8.407, 5.497
Tue May 16 16:11:07 EDT 2017, 0.280, 4, 4, 0.090, 4, 8, 63, 309, 92, 7, 48, 35, 14.187, 11.023
Tue May 16 16:11:40 EDT 2017, 0.780, 8, 8, 0.590, 9, 3, 18, 459, 47, 17, 23, 80, 32.387, 24.093
Tue May 16 16:12:07 EDT 2017, 0.530, 1, 6, 0.340, 7, 5, 40, 384, 70, 12, 35, 58, 26.413, 19.063
Tue May 16 16:12:08 EDT 2017, 0.030, 6, 2, 0.840, 2, 1, 85, 534, 25, 2, 10, 13, 1.340, 1.163
Tue May 16 16:12:39 EDT 2017, 0.050, 4, 9, 0.480, 9, 9, 45, 342, 68, 16, 23, 79, 30.333, 23.193
Tue May 16 16:12:44 EDT 2017, 0.550, 8, 4, 0.980, 5, 4, 90, 492, 23, 6, 48, 34, 4.573, 3.553
Tue May 16 16:12:45 EDT 2017, 0.800, 1, 2, 0.230, 3, 6, 67, 417, 91, 1, 11, 11, 1.757, 1.723
Tue May 16 16:13:08 EDT 2017, 0.300, 6, 6, 0.730, 7, 2, 22, 567, 46, 11, 36, 56, 22.377, 17.467
Tue May 16 16:13:20 EDT 2017, 0.420, 3, 3, 0.350, 2, 1, 33, 454, 57, 4, 5, 45, 11.637, 10.423
Tue May 16 16:13:25 EDT 2017, 0.920, 7, 8, 0.850, 6, 5, 78, 304, 12, 13, 30, 90, 4.560, 3.620
Tue May 16 16:14:47 EDT 2017, 0.670, 5, 5, 0.100, 8, 3, 56, 529, 80, 18, 17, 67, 81.510, 49.513
Tue May 16 16:14:58 EDT 2017, 0.170, 9, 1, 0.600, 4, 7, 11, 379, 35, 9, 42, 22, 10.617, 5.657
Tue May 16 16:15:09 EDT 2017, 0.240, 1, 7, 0.790, 4, 8, 50, 548, 63, 17, 39, 17, 10.990, 7.637
Tue May 16 16:15:17 EDT 2017, 0.740, 5, 3, 0.290, 9, 4, 95, 398, 18, 7, 14, 62, 6.890, 4.867
Tue May 16 16:15:38 EDT 2017, 0.990, 3, 5, 0.540, 7, 6, 73, 473, 85, 3, 27, 84, 20.707, 21.440
Tue May 16 16:15:45 EDT 2017, 0.490, 8, 9, 0.040, 2, 1, 28, 323, 40, 12, 2, 39, 6.023, 5.133
Tue May 16 16:16:36 EDT 2017, 0.360, 4, 1, 0.910, 5, 2, 39, 435, 74, 5, 33, 73, 50.393, 31.447
Tue May 16 16:16:45 EDT 2017, 0.860, 9, 6, 0.410, 1, 7, 84, 585, 29, 15, 8, 28, 9.253, 6.453
Tue May 16 16:17:23 EDT 2017, 0.610, 2, 8, 0.660, 3, 5, 62, 360, 96, 19, 45, 51, 37.097, 25.200
Tue May 16 16:18:13 EDT 2017, 0.110, 7, 4, 0.160, 8, 9, 17, 510, 51, 10, 20, 96, 49.487, 34.200
Tue May 16 16:18:35 EDT 2017, 0.080, 2, 2, 0.070, 7, 7, 93, 595, 49, 13, 3, 20, 21.070, 10.697
Tue May 16 16:18:49 EDT 2017, 0.580, 6, 7, 0.570, 2, 3, 48, 445, 94, 3, 28, 65, 13.110, 13.923
Tue May 16 16:18:59 EDT 2017, 0.830, 4, 9, 0.320, 5, 9, 25, 520, 26, 8, 16, 87, 10.120, 9.730
Tue May 16 16:19:37 EDT 2017, 0.330, 9, 4, 0.820, 9, 5, 70, 370, 71, 18, 41, 42, 37.287, 21.897
Tue May 16 16:19:48 EDT 2017, 0.460, 3, 6, 0.190, 3, 4, 81, 407, 37, 6, 22, 76, 10.843, 9.673
Tue May 16 16:21:11 EDT 2017, 0.960, 7, 1, 0.690, 8, 8, 36, 557, 82, 15, 47, 31, 82.150, 40.460
Tue May 16 16:21:17 EDT 2017, 0.710, 1, 3, 0.440, 6, 2, 14, 332, 15, 10, 9, 53, 5.510, 3.427
Tue May 16 16:21:23 EDT 2017, 0.210, 5, 8, 0.940, 1, 6, 59, 482, 60, 1, 34, 98, 5.293, 6.047
Tue May 16 16:21:53 EDT 2017, 0.140, 5, 4, 0.630, 2, 5, 98, 313, 43, 14, 31, 82, 29.233, 17.483
Tue May 16 16:22:02 EDT 2017, 0.640, 9, 8, 0.130, 6, 1, 53, 463, 88, 4, 6, 37, 8.420, 8.457
Tue May 16 16:22:04 EDT 2017, 0.890, 2, 6, 0.880, 9, 8, 31, 388, 21, 9, 44, 14, 1.493, 1.240
Tue May 16 16:24:17 EDT 2017, 0.390, 7, 2, 0.380, 4, 3, 76, 538, 66, 19, 19, 59, 131.940, 80.660
Tue May 16 16:24:30 EDT 2017, 0.270, 1, 7, 0.510, 7, 4, 87, 501, 54, 7, 37, 48, 12.837, 11.503
Tue May 16 16:26:47 EDT 2017, 0.770, 6, 3, 0.010, 3, 9, 42, 351, 99, 16, 12, 93, 135.663, 94.653
Tue May 16 16:27:48 EDT 2017, 0.520, 3, 1, 0.760, 1, 2, 19, 576, 32, 12, 25, 70, 59.983, 30.800
Tue May 16 16:27:52 EDT 2017, 0.020, 8, 5, 0.260, 5, 7, 64, 426, 77, 2, 0, 25, 3.563, 3.690
Tue May 16 16:28:04 EDT 2017, 0.030, 5, 1, 0.120, 5, 6, 34, 372, 14, 12, 43, 50, 12.237, 6.067
Tue May 16 16:28:24 EDT 2017, 0.530, 9, 5, 0.620, 9, 2, 79, 522, 59, 3, 18, 95, 17.853, 18.857
Tue May 16 16:28:36 EDT 2017, 0.780, 3, 8, 0.370, 7, 8, 57, 447, 37, 8, 31, 72, 11.453, 10.380
Tue May 16 16:29:23 EDT 2017, 0.280, 7, 3, 0.870, 3, 4, 12, 597, 82, 17, 6, 27, 46.540, 26.340
Tue May 16 16:29:38 EDT 2017, 0.400, 1, 6, 0.000, 6, 5, 45, 485, 25, 10, 25, 84, 14.233, 10.990
Tue May 16 16:30:31 EDT 2017, 0.900, 6, 2, 0.500, 2, 9, 90, 335, 70, 19, 0, 39, 52.727, 25.250
Tue May 16 16:30:42 EDT 2017, 0.650, 4, 4, 0.250, 4, 3, 68, 560, 48, 15, 37, 16, 10.830, 6.647
Tue May 16 16:30:57 EDT 2017, 0.150, 8, 9, 0.750, 8, 7, 23, 410, 93, 5, 12, 61, 14.143, 14.733
Tue May 16 16:31:20 EDT 2017, 0.210, 2, 4, 0.560, 9, 7, 40, 541, 31, 11, 15, 67, 22.170, 15.280
Tue May 16 16:31:22 EDT 2017, 0.710, 6, 8, 0.060, 4, 2, 85, 391, 76, 2, 40, 22, 2.013, 2.113
Tue May 16 16:31:33 EDT 2017, 0.960, 4, 6, 0.810, 2, 9, 62, 466, 54, 6, 3, 44, 10.443, 9.253
Tue May 16 16:37:08 EDT 2017, 0.460, 9, 1, 0.310, 7, 4, 17, 316, 99, 16, 28, 89, 318.290, 296.430
Tue May 16 16:37:10 EDT 2017, 0.340, 3, 9, 0.690, 1, 3, 51, 428, 20, 9, 9, 11, 1.617, 1.487
Tue May 16 16:38:11 EDT 2017, 0.840, 8, 5, 0.190, 6, 8, 96, 578, 65, 18, 34, 56, 59.427, 38.340
Tue May 16 16:38:57 EDT 2017, 0.590, 1, 2, 0.940, 8, 1, 74, 353, 42, 14, 21, 78, 46.283, 23.657
Tue May 16 16:39:07 EDT 2017, 0.090, 5, 7, 0.440, 3, 6, 29, 503, 87, 4, 46, 33, 8.810, 8.953
Tue May 16 16:40:13 EDT 2017, 0.120, 1, 8, 0.280, 2, 8, 82, 569, 79, 19, 26, 70, 65.693, 45.167
Tue May 16 16:40:19 EDT 2017, 0.620, 5, 4, 0.780, 7, 3, 37, 419, 34, 9, 1, 25, 5.897, 4.203
Tue May 16 16:40:40 EDT 2017, 0.870, 3, 2, 0.030, 9, 5, 14, 494, 56, 5, 39, 47, 20.423, 14.367
Tue May 16 16:40:47 EDT 2017, 0.370, 7, 6, 0.530, 5, 1, 59, 344, 11, 14, 14, 92, 6.340, 4.497
Tue May 16 16:40:49 EDT 2017, 0.490, 4, 5, 0.410, 8, 2, 93, 381, 90, 2, 45, 13, 1.843, 1.930
Tue May 16 16:41:06 EDT 2017, 0.990, 8, 9, 0.910, 4, 6, 48, 531, 45, 12, 20, 58, 17.173, 14.587
Tue May 16 16:41:40 EDT 2017, 0.740, 2, 7, 0.160, 1, 4, 26, 306, 68, 16, 32, 81, 33.863, 23.170
Tue May 16 16:41:46 EDT 2017, 0.240, 6, 3, 0.660, 6, 9, 71, 456, 23, 7, 7, 36, 5.917, 4.340
Tue May 16 16:42:30 EDT 2017, 0.180, 3, 6, 0.970, 6, 9, 88, 325, 96, 18, 11, 53, 42.273, 27.077
Tue May 16 16:43:48 EDT 2017, 0.680, 8, 1, 0.470, 2, 5, 43, 475, 51, 8, 36, 98, 77.423, 42.517
Tue May 16 16:44:07 EDT 2017, 0.930, 1, 3, 0.720, 4, 7, 20, 400, 73, 3, 23, 75, 17.923, 16.853
Tue May 16 16:44:13 EDT 2017, 0.430, 6, 8, 0.220, 9, 2, 65, 550, 28, 13, 48, 30, 6.347, 4.910
Tue May 16 16:44:32 EDT 2017, 0.310, 2, 2, 0.840, 3, 1, 99, 513, 85, 1, 17, 86, 16.707, 18.183
Tue May 16 16:44:40 EDT 2017, 0.810, 7, 7, 0.340, 8, 6, 54, 363, 40, 11, 42, 41, 8.147, 6.663
Tue May 16 16:44:50 EDT 2017, 0.560, 5, 9, 0.590, 5, 4, 31, 588, 62, 15, 4, 19, 9.737, 7.703
Tue May 16 16:44:56 EDT 2017, 0.060, 9, 4, 0.090, 1, 8, 76, 438, 17, 6, 29, 64, 5.763, 4.663
Tue May 16 16:45:15 EDT 2017, 0.040, 3, 6, 0.700, 8, 3, 10, 470, 63, 11, 41, 40, 18.087, 13.750
Tue May 16 16:45:20 EDT 2017, 0.540, 7, 1, 0.200, 3, 7, 55, 320, 18, 2, 16, 85, 5.043, 4.257
Tue May 16 16:46:02 EDT 2017, 0.790, 5, 4, 0.950, 1, 5, 78, 545, 86, 7, 28, 63, 41.933, 31.973
Tue May 16 16:46:07 EDT 2017, 0.290, 9, 8, 0.450, 5, 9, 33, 395, 41, 16, 3, 18, 4.913, 3.740
Tue May 16 16:47:03 EDT 2017, 0.420, 4, 3, 0.580, 2, 8, 21, 358, 75, 9, 35, 96, 54.433, 36.183
Tue May 16 16:47:21 EDT 2017, 0.920, 8, 7, 0.080, 7, 4, 66, 508, 30, 19, 10, 51, 17.063, 11.547
Tue May 16 16:47:38 EDT 2017, 0.670, 2, 9, 0.830, 9, 6, 89, 433, 97, 14, 47, 29, 16.830, 13.520
Tue May 16 16:47:55 EDT 2017, 0.170, 6, 5, 0.330, 4, 1, 44, 583, 52, 4, 22, 74, 16.633, 16.030
Tue May 16 16:48:15 EDT 2017, 0.230, 4, 8, 0.020, 4, 1, 16, 414, 69, 10, 19, 57, 19.277, 16.153
Tue May 16 16:48:16 EDT 2017, 0.730, 9, 3, 0.520, 8, 5, 61, 564, 24, 1, 44, 12, 0.717, 0.753
Tue May 16 16:48:42 EDT 2017, 0.980, 2, 1, 0.270, 6, 3, 83, 339, 92, 6, 7, 34, 26.027, 15.337
Tue May 16 16:49:27 EDT 2017, 0.480, 7, 5, 0.770, 1, 8, 38, 489, 47, 15, 32, 79, 43.563, 27.753
Tue May 16 16:49:38 EDT 2017, 0.350, 1, 4, 0.140, 7, 9, 27, 527, 58, 8, 0, 23, 10.160, 7.583
Tue May 16 16:49:43 EDT 2017, 0.850, 5, 9, 0.640, 3, 4, 72, 377, 13, 17, 25, 68, 5.330, 4.140
Tue May 16 16:50:40 EDT 2017, 0.600, 3, 7, 0.390, 5, 7, 95, 452, 80, 13, 13, 91, 56.163, 41.273
