# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, ladderQ_timing_secs
Fri Jun 23 14:24:37 EDT 2017, 0.880, 9, 4, 0.210, 3, 6, 49, 507, 37, 14, 24, 40, 4.290, 4.230
Fri Jun 23 14:29:39 EDT 2017, 0.630, 2, 2, 0.960, 1, 4, 27, 432, 59, 19, 37, 17, 4.127, 4.073
Fri Jun 23 14:34:20 EDT 2017, 0.130, 6, 7, 0.460, 5, 8, 72, 582, 14, 10, 12, 62, 1.867, 1.883
Fri Jun 23 14:47:53 EDT 2017, 0.190, 3, 1, 0.140, 7, 8, 77, 413, 87, 16, 9, 68, 12.550, 208.887
Fri Jun 23 14:52:28 EDT 2017, 0.690, 8, 5, 0.640, 2, 3, 32, 563, 42, 6, 34, 23, 1.847, 1.940
Fri Jun 23 15:27:08 EDT 2017, 0.940, 1, 7, 0.390, 5, 6, 10, 338, 65, 1, 21, 46, 1.197, 1.517
Fri Jun 23 15:30:14 EDT 2017, 0.440, 6, 3, 0.890, 9, 1, 55, 488, 20, 11, 46, 91, 3.563, 3.597
Fri Jun 23 15:35:20 EDT 2017, 0.320, 2, 6, 0.020, 3, 2, 89, 526, 99, 4, 15, 12, 1.577, 1.607
Fri Jun 23 15:40:27 EDT 2017, 0.820, 7, 2, 0.520, 8, 7, 44, 376, 54, 13, 40, 57, 7.237, 8.613
Fri Jun 23 15:45:34 EDT 2017, 0.570, 5, 4, 0.270, 6, 4, 21, 451, 76, 18, 2, 79, 11.027, 13.223
Fri Jun 23 15:50:41 EDT 2017, 0.070, 9, 8, 0.770, 1, 9, 66, 301, 31, 9, 27, 34, 1.513, 1.527
Fri Jun 23 15:55:33 EDT 2017, 0.100, 5, 5, 0.990, 4, 6, 41, 385, 23, 14, 48, 71, 2.140, 2.340
Fri Jun 23 16:02:15 EDT 2017, 0.600, 9, 1, 0.490, 9, 2, 86, 535, 68, 4, 23, 26, 2.940, 3.220
Fri Jun 23 16:07:17 EDT 2017, 0.850, 3, 3, 0.740, 7, 9, 63, 310, 45, 9, 35, 48, 2.963, 3.233
Fri Jun 23 16:12:29 EDT 2017, 0.350, 7, 8, 0.240, 2, 4, 18, 460, 90, 19, 10, 93, 8.310, 9.243
Fri Jun 23 16:17:36 EDT 2017, 0.480, 2, 2, 0.860, 5, 3, 52, 573, 12, 7, 29, 15, 1.717, 1.937
Fri Jun 23 16:22:38 EDT 2017, 0.980, 6, 6, 0.360, 1, 8, 97, 423, 57, 16, 4, 60, 5.363, 5.837
Fri Jun 23 16:27:40 EDT 2017, 0.730, 4, 9, 0.610, 3, 1, 74, 498, 34, 11, 41, 82, 3.423, 3.847
Fri Jun 23 16:32:12 EDT 2017, 0.230, 8, 4, 0.110, 8, 5, 29, 348, 79, 2, 16, 37, 1.540, 1.843
Fri Jun 23 16:37:19 EDT 2017, 0.160, 2, 8, 0.300, 9, 6, 35, 516, 17, 13, 13, 54, 1.830, 1.813
Fri Jun 23 16:42:20 EDT 2017, 0.660, 7, 4, 0.800, 5, 1, 80, 366, 62, 3, 38, 99, 2.940, 3.050
Fri Jun 23 17:16:36 EDT 2017, 0.910, 4, 1, 0.050, 3, 8, 58, 591, 40, 8, 1, 76, 9.827, 10.907
Fri Jun 23 17:24:08 EDT 2017, 0.410, 9, 6, 0.550, 7, 4, 13, 441, 85, 17, 26, 31, 3.530, 3.927
Fri Jun 23 17:29:15 EDT 2017, 0.290, 3, 5, 0.430, 2, 5, 46, 329, 28, 6, 7, 88, 1.910, 1.930
Fri Jun 23 17:34:12 EDT 2017, 0.790, 8, 9, 0.930, 6, 9, 91, 479, 73, 15, 32, 43, 4.263, 4.810
Fri Jun 23 17:39:25 EDT 2017, 0.540, 1, 7, 0.180, 8, 2, 69, 404, 51, 10, 20, 20, 1.733, 1.843
Fri Jun 23 17:44:21 EDT 2017, 0.040, 5, 2, 0.680, 4, 7, 24, 554, 96, 1, 45, 65, 2.770, 2.750
Fri Jun 23 17:49:23 EDT 2017, 0.050, 3, 8, 0.000, 6, 4, 62, 371, 52, 16, 33, 38, 2.130, 2.350
Fri Jun 23 17:54:35 EDT 2017, 0.550, 7, 3, 0.500, 1, 8, 17, 521, 97, 6, 8, 83, 7.727, 8.423
Fri Jun 23 17:59:36 EDT 2017, 0.800, 1, 1, 0.250, 3, 1, 39, 446, 30, 2, 45, 61, 2.153, 2.360
Fri Jun 23 18:04:08 EDT 2017, 0.300, 5, 5, 0.750, 8, 6, 84, 596, 75, 11, 20, 16, 2.147, 2.420
Fri Jun 23 18:09:25 EDT 2017, 0.430, 2, 4, 0.130, 4, 7, 73, 484, 41, 4, 39, 95, 2.737, 2.740
Fri Jun 23 18:14:22 EDT 2017, 0.930, 6, 9, 0.630, 9, 3, 28, 334, 86, 14, 14, 50, 4.433, 5.543
Fri Jun 23 18:50:27 EDT 2017, 0.680, 4, 7, 0.380, 7, 9, 51, 559, 19, 18, 27, 27, 2.333, 2.417
Fri Jun 23 18:55:38 EDT 2017, 0.180, 8, 2, 0.880, 2, 5, 96, 409, 64, 9, 2, 72, 4.933, 5.420
Fri Jun 23 19:00:10 EDT 2017, 0.240, 1, 6, 0.690, 1, 4, 56, 540, 35, 15, 5, 55, 2.817, 2.993
Fri Jun 23 19:05:16 EDT 2017, 0.740, 6, 1, 0.190, 5, 9, 11, 390, 80, 5, 30, 10, 1.917, 2.177
Fri Jun 23 19:40:51 EDT 2017, 0.990, 3, 4, 0.940, 7, 2, 34, 465, 13, 1, 17, 33, 1800.000, 1800.000
Fri Jun 23 19:44:28 EDT 2017, 0.490, 8, 8, 0.440, 3, 7, 79, 315, 58, 10, 42, 78, 2.837, 3.033
Fri Jun 23 19:49:29 EDT 2017, 0.370, 4, 3, 0.570, 8, 5, 67, 427, 47, 3, 23, 22, 1.533, 1.623
Fri Jun 23 19:53:41 EDT 2017, 0.870, 9, 7, 0.070, 4, 1, 22, 577, 92, 12, 48, 67, 8.650, 10.327
Fri Jun 23 19:58:43 EDT 2017, 0.620, 2, 9, 0.820, 2, 8, 45, 352, 24, 17, 11, 89, 2.977, 3.373
Fri Jun 23 20:03:24 EDT 2017, 0.120, 7, 5, 0.320, 6, 3, 90, 502, 69, 8, 36, 44, 2.740, 2.840
Fri Jun 23 20:09:01 EDT 2017, 0.090, 3, 1, 0.410, 8, 1, 20, 568, 72, 14, 38, 58, 21.547, 23.550
Fri Jun 23 20:16:24 EDT 2017, 0.590, 7, 6, 0.910, 4, 5, 65, 418, 27, 5, 13, 13, 1.227, 1.230
Fri Jun 23 20:20:40 EDT 2017, 0.840, 5, 8, 0.160, 1, 3, 87, 493, 95, 9, 25, 36, 3.357, 3.563
Fri Jun 23 20:25:42 EDT 2017, 0.340, 9, 3, 0.660, 6, 7, 42, 343, 50, 19, 0, 81, 6.380, 6.957
Fri Jun 23 20:30:08 EDT 2017, 0.460, 4, 7, 0.290, 2, 8, 31, 380, 61, 7, 31, 24, 1.830, 1.790
Fri Jun 23 20:35:25 EDT 2017, 0.960, 8, 2, 0.790, 7, 4, 76, 530, 16, 17, 6, 69, 8.950, 10.950
Fri Jun 23 20:40:27 EDT 2017, 0.710, 1, 5, 0.040, 9, 6, 98, 305, 83, 12, 44, 92, 6.633, 7.747
Fri Jun 23 20:44:33 EDT 2017, 0.210, 6, 9, 0.540, 5, 2, 53, 455, 38, 2, 19, 47, 1.333, 1.353
Fri Jun 23 20:49:30 EDT 2017, 0.150, 4, 3, 0.850, 3, 2, 14, 324, 55, 13, 22, 41, 2.840, 2.923
Fri Jun 23 21:23:45 EDT 2017, 0.650, 9, 7, 0.350, 8, 7, 59, 474, 10, 3, 47, 86, 1.173, 2.673
Fri Jun 23 21:28:46 EDT 2017, 0.900, 2, 5, 0.600, 5, 5, 82, 399, 78, 8, 9, 64, 5.027, 5.533
Fri Jun 23 21:33:18 EDT 2017, 0.400, 6, 1, 0.100, 1, 9, 37, 549, 33, 18, 34, 19, 3.423, 3.847
Fri Jun 23 21:38:20 EDT 2017, 0.270, 1, 9, 0.970, 6, 8, 25, 512, 66, 6, 3, 98, 3.160, 3.480
Fri Jun 23 21:43:27 EDT 2017, 0.770, 5, 4, 0.470, 2, 3, 70, 362, 21, 15, 28, 53, 2.830, 3.127
Fri Jun 23 21:48:54 EDT 2017, 0.520, 3, 2, 0.720, 4, 6, 93, 587, 89, 11, 16, 30, 5.940, 11.823
Fri Jun 23 21:53:46 EDT 2017, 0.020, 8, 6, 0.220, 9, 1, 48, 437, 44, 1, 41, 75, 1.520, 3.517
Fri Jun 23 21:59:48 EDT 2017, 0.020, 4, 2, 0.340, 1, 2, 74, 341, 84, 10, 9, 90, 6.407, 6.923
Fri Jun 23 22:03:19 EDT 2017, 0.520, 8, 6, 0.840, 6, 6, 29, 491, 39, 1, 34, 45, 1.227, 1.323
Fri Jun 23 22:08:21 EDT 2017, 0.770, 2, 8, 0.090, 8, 4, 51, 416, 61, 5, 22, 22, 1.650, 1.613
Fri Jun 23 22:13:29 EDT 2017, 0.270, 6, 4, 0.590, 3, 8, 96, 566, 16, 15, 47, 67, 2.533, 2.817
Fri Jun 23 22:18:40 EDT 2017, 0.390, 1, 5, 0.460, 9, 7, 63, 453, 95, 8, 15, 34, 2.937, 3.150
Fri Jun 23 22:24:32 EDT 2017, 0.890, 5, 1, 0.960, 5, 3, 18, 303, 50, 17, 40, 79, 12.757, 76.620
Fri Jun 23 22:27:18 EDT 2017, 0.640, 3, 3, 0.210, 2, 5, 40, 528, 73, 13, 3, 56, 8.130, 8.903
Fri Jun 23 22:32:15 EDT 2017, 0.140, 7, 7, 0.710, 7, 1, 85, 378, 28, 3, 28, 11, 1.250, 1.230
Fri Jun 23 22:37:12 EDT 2017, 0.200, 2, 5, 0.900, 5, 1, 68, 547, 90, 11, 25, 28, 3.017, 3.320
Fri Jun 23 22:42:19 EDT 2017, 0.700, 7, 9, 0.400, 1, 6, 23, 397, 45, 2, 0, 73, 1.633, 1.520
Fri Jun 23 22:47:26 EDT 2017, 0.950, 5, 7, 0.650, 3, 3, 46, 472, 67, 7, 37, 95, 5.523, 6.027
Fri Jun 23 22:51:27 EDT 2017, 0.450, 9, 2, 0.150, 7, 8, 91, 322, 22, 16, 12, 50, 2.723, 3.133
Fri Jun 23 22:56:14 EDT 2017, 0.330, 3, 8, 0.780, 4, 9, 57, 434, 78, 9, 43, 62, 3.197, 3.410
Fri Jun 23 23:01:20 EDT 2017, 0.830, 8, 3, 0.280, 8, 4, 12, 584, 33, 18, 18, 17, 3.093, 3.607
Fri Jun 23 23:06:27 EDT 2017, 0.580, 1, 1, 0.530, 6, 7, 34, 359, 56, 14, 31, 39, 5.023, 7.073
Fri Jun 23 23:10:29 EDT 2017, 0.080, 6, 6, 0.030, 2, 2, 79, 509, 11, 4, 6, 84, 1.540, 1.510
Fri Jun 23 23:16:31 EDT 2017, 0.110, 1, 9, 0.180, 4, 5, 32, 594, 19, 18, 17, 31, 1.703, 1.813
Fri Jun 23 23:21:43 EDT 2017, 0.610, 6, 5, 0.680, 8, 9, 77, 444, 64, 8, 42, 76, 4.440, 4.920
Fri Jun 23 23:26:44 EDT 2017, 0.860, 4, 3, 0.430, 6, 3, 99, 519, 42, 4, 4, 98, 4.237, 4.433
Fri Jun 23 23:30:06 EDT 2017, 0.360, 8, 7, 0.930, 1, 7, 54, 369, 87, 13, 29, 53, 3.610, 3.813
Fri Jun 23 23:35:13 EDT 2017, 0.480, 5, 4, 0.060, 7, 6, 20, 406, 31, 1, 11, 64, 1.563, 1.503
Fri Jun 23 23:42:26 EDT 2017, 0.980, 9, 8, 0.560, 3, 1, 65, 556, 76, 11, 36, 19, 2.660, 2.747
Fri Jun 23 23:47:33 EDT 2017, 0.730, 3, 6, 0.310, 5, 8, 88, 331, 53, 16, 23, 42, 3.170, 3.563
Fri Jun 23 23:52:39 EDT 2017, 0.230, 7, 1, 0.810, 9, 4, 43, 481, 98, 6, 48, 87, 9.480, 12.943
Fri Jun 23 23:57:36 EDT 2017, 0.170, 3, 6, 0.500, 8, 3, 26, 312, 25, 19, 45, 93, 2.857, 2.860
Sat Jun 24 00:00:27 EDT 2017, 0.670, 8, 2, 0.000, 3, 8, 71, 462, 70, 10, 20, 48, 6.243, 6.833
Sat Jun 24 00:05:29 EDT 2017, 0.920, 1, 4, 0.750, 1, 1, 93, 387, 47, 5, 32, 25, 1.860, 1.837
Sat Jun 24 00:38:38 EDT 2017, 0.420, 5, 9, 0.250, 5, 5, 48, 537, 92, 14, 7, 70, 6.310, 6.593
Sat Jun 24 00:43:44 EDT 2017, 0.300, 2, 1, 0.620, 2, 6, 15, 500, 14, 2, 26, 36, 1.243, 1.230
Sat Jun 24 00:48:46 EDT 2017, 0.800, 7, 5, 0.120, 6, 2, 60, 350, 59, 12, 1, 81, 5.920, 7.043
Sat Jun 24 00:53:48 EDT 2017, 0.550, 4, 8, 0.870, 9, 9, 82, 575, 36, 17, 39, 59, 3.663, 4.047
Sat Jun 24 00:58:50 EDT 2017, 0.050, 9, 3, 0.370, 4, 4, 37, 425, 81, 7, 14, 14, 1.823, 1.810
Sat Jun 24 01:02:26 EDT 2017, 0.030, 2, 7, 0.790, 6, 5, 95, 467, 35, 11, 0, 77, 2.640, 2.707
Sat Jun 24 01:06:27 EDT 2017, 0.530, 6, 3, 0.290, 2, 1, 50, 317, 80, 2, 25, 32, 1.643, 1.747
Sat Jun 24 01:11:44 EDT 2017, 0.780, 4, 5, 0.540, 4, 7, 27, 542, 12, 6, 13, 10, 1.253, 1.247
Sat Jun 24 01:16:41 EDT 2017, 0.280, 9, 9, 0.040, 9, 3, 72, 392, 57, 16, 38, 55, 3.020, 3.247
Sat Jun 24 01:20:52 EDT 2017, 0.410, 3, 2, 0.920, 3, 4, 84, 355, 46, 9, 19, 43, 2.747, 2.943
Sat Jun 24 01:26:19 EDT 2017, 0.910, 8, 6, 0.420, 7, 9, 39, 505, 91, 18, 44, 88, 18.347, 35.660
Sat Jun 24 01:30:21 EDT 2017, 0.660, 1, 8, 0.670, 5, 2, 16, 430, 23, 13, 7, 66, 2.443, 2.710
Sat Jun 24 01:37:28 EDT 2017, 0.160, 5, 4, 0.170, 1, 6, 61, 580, 68, 4, 32, 21, 1.797, 51.603
Sat Jun 24 01:42:14 EDT 2017, 0.220, 5, 9, 0.480, 2, 7, 89, 448, 52, 12, 35, 15, 1.543, 1.530
Sat Jun 24 01:47:11 EDT 2017, 0.720, 9, 4, 0.980, 7, 2, 44, 598, 97, 3, 10, 60, 4.140, 4.437
Sat Jun 24 01:52:18 EDT 2017, 0.970, 2, 2, 0.230, 9, 9, 22, 373, 29, 7, 47, 83, 4.230, 4.440
Sat Jun 24 01:57:19 EDT 2017, 0.470, 7, 7, 0.730, 5, 5, 67, 523, 74, 17, 22, 38, 4.140, 4.440
Sat Jun 24 02:02:11 EDT 2017, 0.340, 1, 3, 0.360, 8, 3, 78, 561, 40, 10, 41, 72, 4.133, 4.550
Sat Jun 24 02:06:13 EDT 2017, 0.840, 6, 8, 0.860, 4, 8, 33, 411, 85, 19, 16, 27, 3.750, 4.363
Sat Jun 24 02:40:27 EDT 2017, 0.590, 4, 6, 0.110, 1, 1, 10, 486, 18, 15, 29, 49, 601.627, 2.627
Sat Jun 24 02:45:44 EDT 2017, 0.090, 8, 1, 0.610, 6, 6, 55, 336, 63, 5, 4, 94, 4.457, 4.630
Sat Jun 24 02:50:46 EDT 2017, 0.060, 4, 4, 0.640, 9, 8, 53, 402, 60, 18, 21, 18, 2.257, 2.373
Sat Jun 24 02:55:02 EDT 2017, 0.560, 8, 9, 0.140, 4, 4, 98, 552, 15, 8, 46, 63, 1.933, 2.030
Sat Jun 24 03:00:09 EDT 2017, 0.810, 2, 6, 0.890, 2, 6, 75, 327, 83, 3, 8, 86, 2.750, 2.733
Sat Jun 24 03:04:31 EDT 2017, 0.310, 6, 2, 0.390, 7, 2, 30, 477, 38, 13, 33, 41, 3.343, 3.850
Sat Jun 24 03:09:43 EDT 2017, 0.440, 3, 7, 0.510, 1, 3, 41, 589, 71, 1, 2, 74, 1.880, 1.850
Sat Jun 24 03:12:39 EDT 2017, 0.940, 7, 3, 0.010, 6, 7, 86, 439, 26, 10, 27, 29, 2.630, 2.770
Sat Jun 24 03:21:37 EDT 2017, 0.690, 5, 1, 0.760, 8, 5, 64, 514, 94, 15, 15, 52, 52.707, 198.673
Sat Jun 24 03:25:53 EDT 2017, 0.190, 9, 5, 0.260, 3, 9, 19, 364, 49, 6, 40, 97, 2.733, 2.757
Sat Jun 24 03:31:55 EDT 2017, 0.120, 1, 2, 0.070, 5, 9, 47, 495, 77, 19, 43, 80, 11.757, 71.307
Sat Jun 24 03:35:32 EDT 2017, 0.620, 6, 7, 0.570, 9, 4, 92, 345, 32, 9, 18, 35, 1.827, 1.830
Sat Jun 24 03:40:39 EDT 2017, 0.870, 3, 9, 0.320, 7, 7, 70, 570, 99, 5, 30, 12, 1.740, 1.843
Sat Jun 24 04:44:12 EDT 2017, 0.370, 8, 5, 0.820, 3, 2, 25, 420, 54, 14, 5, 57, 3.983, 602.790
Sat Jun 24 04:48:29 EDT 2017, 0.250, 4, 6, 0.200, 6, 1, 36, 308, 66, 2, 36, 46, 1.533, 1.537
Sat Jun 24 04:53:35 EDT 2017, 0.750, 9, 1, 0.700, 2, 5, 81, 458, 21, 12, 11, 91, 7.233, 7.960
Sat Jun 24 04:58:43 EDT 2017, 0.500, 2, 4, 0.450, 4, 3, 58, 383, 88, 16, 49, 69, 8.260, 9.230
Sat Jun 24 05:03:14 EDT 2017, 0.000, 7, 8, 0.950, 8, 8, 13, 533, 43, 7, 24, 24, 1.650, 1.557
Sat Jun 24 05:08:16 EDT 2017, 0.000, 2, 3, 0.180, 5, 4, 38, 515, 24, 8, 34, 42, 2.033, 2.043
Sat Jun 24 05:12:28 EDT 2017, 0.500, 7, 7, 0.680, 1, 9, 83, 365, 69, 18, 9, 87, 5.747, 6.260
Sat Jun 24 05:16:29 EDT 2017, 0.750, 4, 9, 0.430, 3, 2, 60, 590, 47, 13, 47, 65, 4.623, 5.130
Sat Jun 24 05:21:31 EDT 2017, 0.250, 9, 5, 0.930, 7, 7, 15, 440, 92, 3, 22, 20, 1.640, 1.553
Sat Jun 24 05:26:38 EDT 2017, 0.380, 3, 6, 0.060, 4, 5, 49, 327, 13, 10, 40, 98, 1.740, 1.850
Sat Jun 24 05:30:14 EDT 2017, 0.880, 8, 2, 0.560, 9, 1, 94, 477, 58, 1, 15, 53, 1.923, 2.007
Sat Jun 24 05:35:26 EDT 2017, 0.630, 1, 4, 0.310, 6, 8, 71, 402, 36, 6, 28, 31, 1.837, 1.840
Sat Jun 24 05:40:23 EDT 2017, 0.130, 6, 8, 0.810, 2, 3, 26, 552, 81, 15, 3, 76, 5.327, 5.940
Sat Jun 24 06:14:23 EDT 2017, 0.190, 5, 4, 0.620, 1, 4, 32, 383, 19, 9, 0, 59, 1.807, 1.813
Sat Jun 24 06:47:13 EDT 2017, 0.690, 9, 9, 0.120, 6, 8, 77, 533, 64, 19, 25, 14, 601.483, 2.420
Sat Jun 24 06:51:45 EDT 2017, 0.940, 3, 7, 0.870, 8, 2, 55, 308, 41, 14, 12, 37, 2.913, 3.057
Sat Jun 24 06:56:52 EDT 2017, 0.440, 7, 2, 0.370, 4, 6, 10, 458, 86, 4, 37, 82, 5.373, 5.747
Sat Jun 24 07:01:13 EDT 2017, 0.310, 2, 8, 0.740, 9, 7, 43, 571, 30, 12, 19, 25, 1.703, 1.783
Sat Jun 24 07:06:20 EDT 2017, 0.810, 6, 3, 0.240, 5, 3, 88, 421, 75, 2, 44, 70, 2.740, 3.040
Sat Jun 24 07:15:34 EDT 2017, 0.560, 4, 1, 0.990, 2, 9, 66, 496, 53, 7, 6, 93, 8.233, 9.033
Sat Jun 24 07:19:05 EDT 2017, 0.060, 8, 6, 0.490, 7, 5, 21, 346, 98, 16, 31, 48, 3.617, 4.137
Sat Jun 24 07:23:06 EDT 2017, 0.100, 4, 9, 0.280, 8, 2, 86, 430, 89, 2, 42, 56, 1.547, 1.843
Sat Jun 24 07:28:13 EDT 2017, 0.600, 8, 4, 0.780, 3, 7, 41, 580, 44, 11, 17, 11, 1.833, 1.840
Sat Jun 24 07:33:15 EDT 2017, 0.850, 1, 2, 0.030, 1, 5, 18, 355, 67, 16, 29, 34, 5.767, 6.767
Sat Jun 24 07:37:12 EDT 2017, 0.350, 6, 6, 0.530, 5, 9, 63, 505, 22, 6, 4, 79, 2.057, 2.157
Sat Jun 24 07:42:19 EDT 2017, 0.470, 2, 3, 0.400, 2, 8, 97, 543, 78, 18, 36, 22, 4.730, 5.253
Sat Jun 24 07:47:36 EDT 2017, 0.970, 7, 7, 0.900, 7, 4, 52, 393, 33, 9, 11, 67, 3.037, 3.237
Sat Jun 24 07:51:07 EDT 2017, 0.720, 5, 5, 0.150, 9, 6, 29, 468, 55, 4, 48, 90, 3.423, 3.530
Sat Jun 24 07:55:14 EDT 2017, 0.220, 9, 1, 0.650, 4, 1, 74, 318, 10, 13, 23, 45, 2.433, 2.740
Sat Jun 24 08:00:15 EDT 2017, 0.160, 1, 7, 0.960, 4, 1, 80, 486, 83, 3, 20, 39, 1.833, 1.803
Sat Jun 24 08:05:17 EDT 2017, 0.660, 5, 2, 0.460, 8, 5, 35, 336, 38, 12, 45, 84, 5.523, 6.840
Sat Jun 24 08:10:44 EDT 2017, 0.910, 3, 5, 0.710, 6, 3, 12, 561, 61, 17, 8, 62, 11.553, 30.357
Sat Jun 24 08:15:21 EDT 2017, 0.410, 8, 9, 0.210, 2, 7, 57, 411, 16, 7, 33, 17, 1.227, 1.253
Sat Jun 24 08:53:13 EDT 2017, 0.280, 4, 1, 0.840, 7, 9, 91, 374, 95, 19, 1, 96, 0.000, 0.000
Sat Jun 24 08:57:00 EDT 2017, 0.780, 9, 6, 0.340, 3, 4, 46, 524, 50, 10, 26, 51, 3.740, 3.953
Sat Jun 24 09:01:21 EDT 2017, 0.530, 2, 8, 0.590, 5, 6, 24, 449, 72, 5, 14, 28, 1.823, 1.813
Sat Jun 24 09:05:38 EDT 2017, 0.030, 6, 4, 0.090, 9, 2, 69, 599, 27, 15, 39, 73, 3.930, 4.197
Sat Jun 24 09:09:59 EDT 2017, 0.050, 4, 6, 0.730, 2, 8, 17, 332, 76, 8, 26, 52, 2.447, 2.550
Sat Jun 24 09:14:17 EDT 2017, 0.550, 9, 2, 0.230, 7, 3, 62, 482, 31, 18, 1, 97, 9.457, 11.543
Sat Jun 24 09:19:23 EDT 2017, 0.800, 2, 4, 0.980, 9, 5, 84, 407, 99, 13, 38, 75, 11.237, 14.547
Sat Jun 24 09:23:15 EDT 2017, 0.300, 7, 8, 0.480, 5, 1, 39, 557, 54, 4, 13, 30, 1.623, 1.823
Sat Jun 24 09:29:02 EDT 2017, 0.420, 1, 1, 0.600, 8, 2, 28, 519, 65, 11, 44, 86, 12.153, 40.983
Sat Jun 24 09:32:08 EDT 2017, 0.920, 5, 5, 0.100, 3, 6, 73, 369, 20, 1, 19, 41, 1.220, 1.227
Sat Jun 24 09:37:14 EDT 2017, 0.670, 3, 7, 0.850, 1, 4, 95, 594, 88, 6, 32, 18, 2.127, 2.140
Sat Jun 24 09:42:21 EDT 2017, 0.170, 8, 3, 0.350, 6, 9, 50, 444, 43, 15, 7, 63, 4.323, 4.630
Sat Jun 24 09:47:22 EDT 2017, 0.240, 3, 9, 0.040, 6, 9, 11, 576, 60, 10, 10, 69, 3.337, 3.557
Sat Jun 24 09:51:44 EDT 2017, 0.740, 7, 5, 0.540, 2, 5, 56, 426, 15, 19, 35, 24, 2.083, 2.303
Sat Jun 24 09:55:31 EDT 2017, 0.990, 5, 2, 0.290, 4, 7, 79, 501, 82, 14, 22, 46, 12.853, 15.553
Sat Jun 24 10:00:07 EDT 2017, 0.490, 9, 7, 0.790, 8, 3, 34, 351, 37, 5, 47, 91, 2.107, 2.133
Sat Jun 24 10:05:09 EDT 2017, 0.360, 4, 3, 0.170, 3, 1, 22, 388, 71, 12, 16, 13, 2.130, 2.140
Sat Jun 24 10:10:16 EDT 2017, 0.860, 8, 8, 0.670, 7, 6, 67, 538, 26, 2, 41, 58, 1.530, 1.513
Sat Jun 24 10:15:23 EDT 2017, 0.610, 1, 6, 0.420, 5, 4, 90, 313, 93, 7, 4, 80, 4.030, 4.223
Sat Jun 24 10:49:32 EDT 2017, 0.110, 6, 1, 0.920, 1, 8, 45, 463, 48, 17, 29, 35, 4.510, 5.033
Sat Jun 24 10:54:34 EDT 2017, 0.080, 1, 5, 0.820, 5, 6, 64, 529, 51, 1, 46, 66, 1.543, 1.613
Sat Jun 24 10:59:36 EDT 2017, 0.580, 6, 9, 0.320, 9, 1, 19, 379, 96, 10, 21, 21, 2.123, 2.230
Sat Jun 24 11:04:12 EDT 2017, 0.830, 3, 7, 0.570, 7, 8, 42, 454, 29, 15, 33, 44, 3.127, 3.543
Sat Jun 24 11:09:20 EDT 2017, 0.330, 8, 3, 0.070, 3, 3, 87, 304, 74, 5, 8, 89, 3.523, 3.740
Sat Jun 24 11:14:21 EDT 2017, 0.450, 5, 8, 0.950, 6, 4, 76, 416, 40, 17, 27, 10, 1.627, 1.740
Sat Jun 24 11:19:33 EDT 2017, 0.950, 9, 4, 0.450, 1, 9, 31, 566, 85, 8, 2, 55, 6.643, 7.153
Sat Jun 24 11:24:30 EDT 2017, 0.700, 2, 1, 0.700, 4, 2, 53, 341, 17, 3, 40, 77, 2.027, 2.740
Sat Jun 24 11:29:37 EDT 2017, 0.200, 7, 6, 0.200, 8, 7, 98, 491, 62, 13, 15, 32, 2.500, 2.720
Sat Jun 24 11:34:14 EDT 2017, 0.140, 3, 2, 0.380, 9, 6, 59, 360, 34, 2, 18, 49, 1.523, 1.630
Sat Jun 24 11:39:26 EDT 2017, 0.640, 7, 7, 0.880, 4, 2, 14, 510, 79, 11, 43, 94, 7.420, 8.533
Sat Jun 24 11:44:22 EDT 2017, 0.890, 1, 9, 0.130, 2, 8, 36, 435, 12, 16, 5, 72, 2.647, 3.040
Sat Jun 24 11:49:29 EDT 2017, 0.390, 5, 4, 0.630, 6, 4, 81, 585, 57, 7, 30, 27, 2.427, 2.427
Sat Jun 24 11:54:36 EDT 2017, 0.270, 2, 5, 0.260, 1, 3, 70, 472, 45, 18, 11, 83, 5.243, 5.533
Sat Jun 24 11:59:42 EDT 2017, 0.770, 6, 1, 0.760, 5, 7, 25, 322, 90, 9, 36, 38, 5.957, 6.350
Sat Jun 24 12:04:14 EDT 2017, 0.520, 4, 3, 0.010, 8, 1, 48, 547, 23, 4, 24, 15, 1.550, 1.523
Sat Jun 24 12:10:21 EDT 2017, 0.020, 9, 8, 0.510, 3, 5, 93, 397, 68, 14, 49, 60, 3.033, 3.237
Sat Jun 24 12:15:23 EDT 2017, 0.030, 3, 3, 0.880, 7, 7, 29, 306, 17, 5, 6, 82, 1.620, 1.507
Sat Jun 24 12:20:29 EDT 2017, 0.530, 8, 8, 0.380, 2, 2, 74, 456, 62, 14, 31, 37, 2.823, 3.023
Sat Jun 24 12:25:36 EDT 2017, 0.780, 1, 5, 0.630, 4, 9, 96, 381, 39, 19, 18, 15, 2.157, 2.133
Sat Jun 24 12:30:28 EDT 2017, 0.280, 5, 1, 0.130, 9, 5, 51, 531, 84, 10, 43, 60, 10.023, 18.250
