# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 120 160', '--callIntervalMean 20 30', '--callDurationMean 2 10', '--maxChannels 8 30', '--simEndTime 300 600', '--portables 1 20', '--rows 10 50', '--granularity 0 30', '--cols 10 50', 2tLadderQ_timing_secs, ladderQ_timing_secs
Sat Jul  8 04:45:22 EDT 2017, 0.650, 158, 20, 2, 18, 402, 12, 13, 23, 42, 1.343, 1.530
Sat Jul  8 04:50:29 EDT 2017, 0.900, 128, 22, 8, 13, 477, 17, 43, 1, 32, 3.647, 3.843
Sat Jul  8 04:55:31 EDT 2017, 0.400, 148, 27, 4, 24, 327, 7, 23, 16, 12, 1.253, 1.237
Sat Jul  8 05:00:18 EDT 2017, 0.280, 123, 21, 7, 10, 364, 5, 18, 12, 37, 1.220, 1.163
Sat Jul  8 05:05:10 EDT 2017, 0.780, 143, 26, 3, 21, 514, 15, 38, 27, 17, 1.847, 1.850
Sat Jul  8 05:10:16 EDT 2017, 0.530, 133, 28, 9, 27, 439, 19, 28, 5, 27, 1.840, 1.847
Sat Jul  8 05:15:23 EDT 2017, 0.030, 153, 23, 5, 16, 589, 10, 48, 20, 47, 2.263, 2.467
Sat Jul  8 05:25:26 EDT 2017, 0.020, 138, 29, 2, 22, 531, 13, 35, 2, 26, 1.530, 1.530
Sat Jul  8 05:30:03 EDT 2017, 0.520, 158, 24, 6, 11, 381, 3, 15, 17, 46, 1.213, 1.240
Sat Jul  8 05:35:09 EDT 2017, 0.770, 128, 21, 4, 16, 456, 8, 45, 10, 36, 2.147, 2.147
Sat Jul  8 05:40:16 EDT 2017, 0.270, 148, 26, 8, 27, 306, 18, 25, 25, 16, 1.230, 1.257
Sat Jul  8 05:45:22 EDT 2017, 0.390, 123, 22, 3, 13, 343, 11, 10, 6, 31, 1.247, 1.237
Sat Jul  8 05:50:24 EDT 2017, 0.890, 143, 27, 7, 24, 493, 1, 30, 21, 11, 1.143, 1.157
Sat Jul  8 05:55:31 EDT 2017, 0.640, 133, 25, 5, 19, 418, 6, 20, 14, 21, 1.233, 1.240
Sat Jul  8 06:04:44 EDT 2017, 0.140, 153, 20, 9, 8, 568, 15, 40, 29, 41, 2.257, 2.417
Sat Jul  8 06:09:46 EDT 2017, 0.200, 125, 27, 7, 12, 587, 14, 23, 4, 28, 1.427, 1.353
Sat Jul  8 06:14:53 EDT 2017, 0.700, 145, 22, 3, 23, 437, 5, 43, 19, 48, 1.867, 1.843
