# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 120 160', '--callIntervalMean 20 30', '--callDurationMean 2 10', '--maxChannels 8 30', '--simEndTime 300 600', '--portables 1 20', '--rows 10 50', '--granularity 0 30', '--cols 10 50', 2tLadderQ_timing_secs, ladderQ_timing_secs
Fri Jul  7 11:02:05 EDT 2017, 0.430, 122, 29, 7, 19, 394, 1, 20, 15, 25, 1.140, 1.247
Fri Jul  7 11:04:12 EDT 2017, 0.930, 142, 24, 3, 8, 544, 11, 40, 0, 45, 3.353, 3.660
Fri Jul  7 11:09:18 EDT 2017, 0.680, 132, 22, 9, 14, 319, 16, 10, 23, 35, 1.257, 1.240
Fri Jul  7 11:14:30 EDT 2017, 0.180, 152, 27, 5, 25, 469, 6, 30, 8, 15, 1.223, 1.217
Fri Jul  7 11:19:37 EDT 2017, 0.120, 125, 20, 3, 29, 450, 5, 12, 17, 33, 1.217, 1.233
Fri Jul  7 11:24:38 EDT 2017, 0.620, 145, 25, 7, 18, 300, 14, 32, 2, 13, 1.253, 1.260
Fri Jul  7 11:29:45 EDT 2017, 0.870, 135, 27, 5, 12, 525, 19, 22, 25, 23, 1.663, 1.753
Fri Jul  7 11:34:22 EDT 2017, 0.370, 155, 22, 9, 23, 375, 10, 42, 10, 43, 1.723, 1.823
Fri Jul  7 11:39:13 EDT 2017, 0.250, 130, 26, 2, 10, 413, 2, 37, 21, 28, 1.240, 1.223
Fri Jul  7 11:44:30 EDT 2017, 0.750, 150, 21, 6, 21, 563, 12, 17, 6, 48, 1.847, 1.933
Fri Jul  7 11:49:28 EDT 2017, 0.500, 120, 24, 4, 26, 338, 17, 47, 28, 38, 3.243, 3.320
Fri Jul  7 11:54:40 EDT 2017, 0.000, 140, 29, 8, 15, 488, 7, 27, 13, 18, 1.247, 1.227
Fri Jul  7 11:59:47 EDT 2017, 0.000, 130, 23, 3, 27, 431, 14, 26, 18, 36, 1.533, 1.523
Fri Jul  7 12:04:18 EDT 2017, 0.500, 150, 28, 7, 16, 581, 5, 46, 3, 16, 1.243, 1.237
Fri Jul  7 12:09:15 EDT 2017, 0.750, 120, 26, 5, 11, 356, 9, 16, 25, 26, 1.213, 1.227
Fri Jul  7 12:14:22 EDT 2017, 0.250, 140, 21, 9, 22, 506, 19, 36, 10, 46, 3.050, 3.333
Fri Jul  7 12:19:33 EDT 2017, 0.370, 125, 29, 2, 8, 469, 12, 41, 22, 21, 1.530, 1.653
Fri Jul  7 12:24:40 EDT 2017, 0.870, 145, 24, 6, 19, 319, 2, 21, 7, 41, 1.237, 1.233
Fri Jul  7 12:29:46 EDT 2017, 0.620, 135, 22, 4, 24, 544, 7, 31, 29, 31, 1.523, 1.543
Fri Jul  7 12:34:18 EDT 2017, 0.120, 155, 27, 8, 13, 394, 17, 11, 14, 11, 1.223, 1.257
Fri Jul  7 12:39:25 EDT 2017, 0.190, 122, 20, 6, 18, 375, 13, 34, 20, 39, 1.850, 1.857
Fri Jul  7 12:44:27 EDT 2017, 0.690, 142, 25, 2, 29, 525, 3, 14, 5, 19, 1.247, 1.260
Fri Jul  7 12:49:33 EDT 2017, 0.940, 132, 27, 8, 23, 300, 8, 44, 27, 29, 1.530, 1.540
Fri Jul  7 12:54:30 EDT 2017, 0.440, 152, 22, 4, 12, 450, 18, 24, 12, 49, 2.250, 2.430
Fri Jul  7 12:59:42 EDT 2017, 0.310, 137, 26, 7, 20, 487, 11, 19, 16, 24, 1.213, 1.240
Fri Jul  7 13:04:18 EDT 2017, 0.810, 157, 21, 3, 9, 337, 1, 39, 1, 44, 1.247, 1.237
Fri Jul  7 13:14:17 EDT 2017, 0.560, 127, 24, 9, 15, 562, 6, 29, 24, 34, 1.233, 1.210
Fri Jul  7 13:19:24 EDT 2017, 0.060, 147, 29, 5, 26, 412, 15, 49, 9, 14, 1.213, 1.230
Fri Jul  7 13:24:25 EDT 2017, 0.090, 128, 25, 4, 22, 347, 5, 38, 10, 40, 1.243, 1.220
Fri Jul  7 13:29:32 EDT 2017, 0.590, 148, 20, 8, 11, 497, 15, 18, 25, 20, 1.333, 1.323
Fri Jul  7 13:34:14 EDT 2017, 0.840, 138, 22, 2, 17, 422, 19, 48, 2, 10, 1.750, 1.847
Fri Jul  7 13:39:15 EDT 2017, 0.340, 158, 27, 6, 28, 572, 10, 28, 17, 30, 1.530, 1.540
Fri Jul  7 13:44:27 EDT 2017, 0.470, 133, 21, 5, 14, 534, 3, 13, 13, 15, 1.147, 1.253
Fri Jul  7 13:49:23 EDT 2017, 0.970, 153, 26, 9, 25, 384, 12, 33, 28, 35, 1.813, 1.790
Fri Jul  7 13:54:30 EDT 2017, 0.720, 123, 28, 3, 20, 459, 17, 23, 6, 45, 2.130, 2.430
Fri Jul  7 13:59:42 EDT 2017, 0.220, 143, 23, 7, 9, 309, 8, 43, 21, 25, 1.203, 1.240
Fri Jul  7 14:04:08 EDT 2017, 0.150, 136, 28, 9, 13, 328, 4, 20, 11, 42, 1.220, 1.237
Fri Jul  7 14:09:15 EDT 2017, 0.650, 156, 23, 5, 24, 478, 14, 40, 26, 22, 1.753, 1.843
Fri Jul  7 14:19:58 EDT 2017, 0.900, 126, 20, 7, 29, 403, 18, 10, 4, 12, 300.000, 300.000
Fri Jul  7 14:23:34 EDT 2017, 0.400, 146, 25, 3, 18, 553, 9, 30, 19, 32, 1.537, 1.527
Fri Jul  7 14:28:41 EDT 2017, 0.280, 121, 24, 8, 27, 590, 2, 45, 8, 17, 1.233, 1.213
Fri Jul  7 14:33:07 EDT 2017, 0.780, 141, 29, 4, 16, 440, 11, 25, 23, 37, 1.537, 1.730
Fri Jul  7 14:38:14 EDT 2017, 0.530, 131, 27, 6, 10, 515, 16, 35, 0, 47, 3.043, 3.320
Fri Jul  7 14:48:22 EDT 2017, 0.030, 151, 22, 2, 21, 365, 6, 15, 15, 27, 1.240, 1.243
Fri Jul  7 14:53:25 EDT 2017, 0.040, 120, 27, 7, 14, 548, 19, 40, 1, 35, 2.227, 2.337
Fri Jul  7 14:58:31 EDT 2017, 0.540, 140, 22, 3, 25, 398, 9, 20, 16, 15, 1.227, 1.233
Fri Jul  7 15:03:08 EDT 2017, 0.790, 130, 20, 9, 20, 473, 4, 30, 8, 25, 1.260, 1.220
Fri Jul  7 15:08:15 EDT 2017, 0.290, 150, 25, 5, 9, 323, 14, 10, 23, 45, 1.240, 1.227
Fri Jul  7 15:13:21 EDT 2017, 0.420, 135, 23, 6, 23, 361, 16, 25, 4, 20, 1.250, 1.263
Fri Jul  7 15:18:23 EDT 2017, 0.920, 155, 28, 2, 12, 511, 7, 45, 19, 40, 2.003, 2.033
Fri Jul  7 15:23:30 EDT 2017, 0.670, 125, 26, 8, 17, 436, 2, 15, 12, 30, 1.030, 1.250
Fri Jul  7 15:28:32 EDT 2017, 0.170, 145, 21, 4, 28, 586, 11, 35, 27, 10, 1.207, 1.240
Fri Jul  7 15:33:08 EDT 2017, 0.230, 133, 25, 2, 24, 567, 17, 17, 6, 38, 1.513, 1.630
Fri Jul  7 15:38:15 EDT 2017, 0.730, 153, 20, 6, 13, 417, 8, 37, 21, 18, 1.220, 1.223
Fri Jul  7 15:46:52 EDT 2017, 0.980, 123, 23, 4, 8, 492, 3, 27, 14, 28, 1.233, 1.220
Fri Jul  7 15:52:00 EDT 2017, 0.480, 143, 28, 8, 19, 342, 13, 47, 29, 48, 2.517, 2.767
Fri Jul  7 15:57:12 EDT 2017, 0.360, 128, 21, 3, 10, 304, 15, 32, 3, 23, 1.547, 1.547
Fri Jul  7 16:01:33 EDT 2017, 0.860, 148, 26, 7, 21, 454, 6, 12, 18, 43, 1.190, 1.223
Fri Jul  7 16:10:41 EDT 2017, 0.610, 138, 29, 5, 27, 379, 1, 42, 10, 33, 1.230, 1.247
Fri Jul  7 16:15:58 EDT 2017, 0.110, 158, 24, 9, 16, 529, 10, 22, 25, 13, 1.253, 1.227
Fri Jul  7 16:20:55 EDT 2017, 0.080, 139, 20, 8, 10, 464, 10, 13, 22, 42, 1.457, 1.420
Fri Jul  7 16:26:07 EDT 2017, 0.580, 159, 25, 4, 21, 314, 19, 33, 7, 22, 1.527, 1.520
Fri Jul  7 16:30:33 EDT 2017, 0.830, 129, 28, 6, 26, 539, 14, 23, 15, 12, 1.207, 1.207
Fri Jul  7 16:35:35 EDT 2017, 0.330, 149, 23, 2, 15, 389, 5, 43, 0, 32, 1.357, 1.373
Fri Jul  7 16:40:42 EDT 2017, 0.450, 124, 27, 9, 29, 426, 7, 38, 26, 17, 1.260, 1.267
Fri Jul  7 16:45:49 EDT 2017, 0.950, 144, 22, 5, 18, 576, 17, 18, 11, 37, 1.930, 2.047
Fri Jul  7 16:55:27 EDT 2017, 0.700, 134, 24, 7, 12, 351, 12, 48, 18, 47, 2.923, 2.990
Fri Jul  7 17:00:03 EDT 2017, 0.200, 154, 29, 3, 23, 501, 3, 28, 3, 27, 1.213, 1.217
Fri Jul  7 17:05:10 EDT 2017, 0.140, 126, 22, 5, 19, 520, 8, 46, 28, 44, 1.820, 2.047
Fri Jul  7 17:14:47 EDT 2017, 0.640, 146, 27, 9, 8, 370, 18, 26, 13, 24, 1.523, 1.520
Fri Jul  7 17:19:54 EDT 2017, 0.890, 136, 25, 3, 14, 595, 13, 36, 20, 14, 1.530, 1.533
Fri Jul  7 17:24:56 EDT 2017, 0.390, 156, 20, 7, 25, 445, 4, 16, 5, 34, 1.200, 1.247
Fri Jul  7 17:30:03 EDT 2017, 0.260, 131, 29, 4, 17, 408, 6, 21, 24, 19, 1.217, 1.243
Fri Jul  7 17:34:40 EDT 2017, 0.760, 151, 24, 8, 28, 558, 16, 41, 9, 39, 3.300, 3.637
Fri Jul  7 17:39:41 EDT 2017, 0.510, 121, 21, 2, 22, 333, 11, 11, 17, 49, 1.530, 1.337
Fri Jul  7 17:48:19 EDT 2017, 0.010, 141, 26, 6, 11, 483, 1, 31, 2, 29, 1.203, 1.193
Fri Jul  7 17:51:55 EDT 2017, 0.020, 125, 21, 9, 26, 504, 16, 44, 19, 48, 3.127, 3.120
Fri Jul  7 17:56:57 EDT 2017, 0.520, 145, 26, 5, 15, 354, 7, 24, 4, 28, 1.227, 1.220
Fri Jul  7 18:01:33 EDT 2017, 0.770, 135, 29, 7, 9, 579, 2, 34, 26, 18, 1.217, 1.217
Fri Jul  7 18:06:40 EDT 2017, 0.270, 155, 24, 3, 20, 429, 11, 14, 11, 38, 1.247, 1.240
Fri Jul  7 18:11:51 EDT 2017, 0.400, 130, 25, 8, 12, 391, 18, 29, 15, 13, 1.277, 1.260
Fri Jul  7 18:16:48 EDT 2017, 0.900, 150, 20, 4, 23, 541, 9, 49, 0, 33, 2.450, 2.530
Fri Jul  7 18:22:00 EDT 2017, 0.650, 120, 23, 6, 28, 316, 4, 19, 22, 43, 1.240, 1.233
Fri Jul  7 18:26:01 EDT 2017, 0.150, 140, 28, 2, 17, 466, 14, 39, 7, 23, 1.523, 1.590
Fri Jul  7 18:28:27 EDT 2017, 0.210, 138, 24, 4, 13, 485, 15, 17, 17, 45, 1.610, 1.747
Fri Jul  7 18:30:43 EDT 2017, 0.710, 158, 29, 8, 24, 335, 5, 37, 2, 25, 1.223, 1.217
Fri Jul  7 18:35:50 EDT 2017, 0.960, 128, 27, 2, 19, 560, 1, 27, 24, 15, 1.113, 1.113
Fri Jul  7 18:45:42 EDT 2017, 0.460, 148, 22, 6, 8, 410, 10, 47, 9, 35, 1.953, 2.017
Fri Jul  7 18:50:49 EDT 2017, 0.330, 123, 28, 5, 22, 447, 17, 32, 21, 10, 1.217, 1.330
Fri Jul  7 18:55:56 EDT 2017, 0.830, 143, 23, 9, 11, 597, 8, 12, 6, 30, 1.223, 1.333
Fri Jul  7 19:00:27 EDT 2017, 0.580, 133, 21, 3, 16, 372, 3, 42, 28, 40, 1.323, 1.320
Fri Jul  7 19:05:34 EDT 2017, 0.080, 153, 26, 7, 27, 522, 13, 22, 13, 20, 1.237, 1.227
Fri Jul  7 19:10:41 EDT 2017, 0.120, 134, 29, 6, 21, 588, 7, 11, 12, 34, 1.243, 1.240
Fri Jul  7 19:15:42 EDT 2017, 0.620, 154, 24, 2, 10, 438, 17, 31, 27, 14, 1.513, 1.517
Fri Jul  7 19:20:49 EDT 2017, 0.870, 124, 22, 8, 15, 513, 12, 21, 5, 24, 1.520, 1.520
Fri Jul  7 19:25:56 EDT 2017, 0.370, 144, 27, 4, 26, 363, 2, 41, 20, 44, 1.233, 1.227
Fri Jul  7 19:30:28 EDT 2017, 0.490, 129, 23, 7, 18, 326, 10, 36, 8, 29, 1.523, 1.493
Fri Jul  7 19:41:01 EDT 2017, 0.990, 149, 28, 3, 29, 476, 19, 16, 23, 49, 300.000, 300.000
Fri Jul  7 19:45:12 EDT 2017, 0.740, 139, 25, 9, 24, 401, 14, 46, 1, 39, 2.740, 2.943
Fri Jul  7 19:50:15 EDT 2017, 0.240, 159, 20, 5, 13, 551, 5, 26, 16, 19, 1.267, 1.247
Fri Jul  7 19:55:31 EDT 2017, 0.180, 122, 26, 3, 8, 532, 6, 48, 10, 31, 1.530, 1.547
Fri Jul  7 20:00:18 EDT 2017, 0.680, 142, 21, 7, 19, 382, 15, 28, 25, 11, 1.210, 1.173
Fri Jul  7 20:05:19 EDT 2017, 0.930, 132, 24, 5, 25, 457, 11, 38, 3, 21, 1.653, 1.750
Fri Jul  7 20:10:16 EDT 2017, 0.430, 152, 29, 9, 14, 307, 1, 18, 18, 41, 1.240, 1.223
Fri Jul  7 20:16:23 EDT 2017, 0.300, 137, 20, 2, 28, 344, 8, 23, 14, 26, 1.253, 1.243
Fri Jul  7 20:19:24 EDT 2017, 0.800, 157, 25, 6, 17, 494, 18, 43, 29, 46, 4.910, 5.283
Fri Jul  7 20:21:55 EDT 2017, 0.550, 127, 27, 4, 11, 419, 13, 13, 7, 36, 1.207, 1.313
Fri Jul  7 20:25:01 EDT 2017, 0.050, 147, 22, 8, 22, 569, 4, 33, 22, 16, 1.243, 1.217
Fri Jul  7 20:28:48 EDT 2017, 0.040, 135, 26, 5, 16, 312, 12, 27, 6, 48, 1.480, 1.497
Fri Jul  7 20:33:09 EDT 2017, 0.540, 155, 21, 9, 27, 462, 2, 47, 21, 28, 1.253, 1.257
Fri Jul  7 20:38:21 EDT 2017, 0.790, 125, 24, 3, 22, 387, 7, 17, 14, 18, 1.253, 1.233
Fri Jul  7 20:43:18 EDT 2017, 0.290, 145, 29, 7, 11, 537, 16, 37, 29, 38, 2.130, 2.147
Fri Jul  7 20:52:05 EDT 2017, 0.410, 120, 20, 4, 19, 574, 14, 42, 2, 13, 1.517, 1.540
Fri Jul  7 20:57:12 EDT 2017, 0.910, 140, 25, 8, 8, 424, 4, 22, 17, 33, 1.233, 1.207
Fri Jul  7 21:01:43 EDT 2017, 0.660, 130, 28, 2, 14, 499, 9, 32, 10, 43, 1.837, 1.830
Fri Jul  7 21:06:40 EDT 2017, 0.160, 150, 23, 6, 25, 349, 19, 12, 25, 23, 1.220, 1.233
Fri Jul  7 21:11:56 EDT 2017, 0.220, 127, 28, 8, 29, 368, 10, 30, 0, 46, 1.527, 1.523
Fri Jul  7 21:21:49 EDT 2017, 0.720, 147, 23, 4, 18, 518, 1, 10, 15, 26, 1.213, 1.203
Fri Jul  7 21:26:56 EDT 2017, 0.970, 137, 21, 6, 12, 443, 6, 40, 8, 16, 1.217, 1.243
Fri Jul  7 21:31:32 EDT 2017, 0.470, 157, 26, 2, 23, 593, 15, 20, 23, 36, 1.770, 1.810
Fri Jul  7 21:36:34 EDT 2017, 0.350, 132, 22, 9, 9, 555, 13, 15, 4, 11, 1.230, 1.233
Fri Jul  7 21:41:40 EDT 2017, 0.850, 152, 27, 5, 20, 405, 3, 35, 19, 31, 1.250, 1.257
Fri Jul  7 21:50:19 EDT 2017, 0.600, 122, 25, 7, 26, 480, 8, 25, 12, 41, 1.517, 1.540
Fri Jul  7 21:55:21 EDT 2017, 0.100, 142, 20, 3, 15, 330, 18, 45, 27, 21, 1.533, 1.510
Fri Jul  7 22:00:17 EDT 2017, 0.070, 124, 24, 2, 12, 396, 3, 36, 29, 32, 1.203, 1.220
Fri Jul  7 22:05:09 EDT 2017, 0.570, 144, 29, 6, 23, 546, 12, 16, 14, 12, 1.247, 1.227
Fri Jul  7 22:10:25 EDT 2017, 0.820, 134, 26, 4, 28, 321, 17, 46, 22, 22, 1.953, 2.167
Fri Jul  7 22:15:32 EDT 2017, 0.320, 154, 21, 8, 17, 471, 7, 26, 7, 42, 1.243, 1.347
Fri Jul  7 22:20:33 EDT 2017, 0.440, 139, 27, 3, 25, 508, 5, 11, 26, 27, 1.230, 1.243
Fri Jul  7 22:25:40 EDT 2017, 0.940, 159, 22, 7, 14, 358, 15, 31, 11, 47, 2.640, 2.727
Fri Jul  7 22:30:06 EDT 2017, 0.690, 129, 20, 5, 9, 583, 19, 21, 18, 37, 2.103, 2.423
Fri Jul  7 22:35:18 EDT 2017, 0.190, 149, 25, 9, 20, 433, 10, 41, 3, 17, 1.240, 1.220
Fri Jul  7 22:40:15 EDT 2017, 0.130, 131, 22, 7, 24, 415, 2, 24, 24, 30, 1.253, 1.230
Fri Jul  7 22:45:21 EDT 2017, 0.630, 151, 27, 3, 13, 565, 11, 44, 9, 10, 1.353, 1.220
Fri Jul  7 22:50:33 EDT 2017, 0.880, 121, 29, 9, 18, 340, 16, 14, 16, 20, 1.230, 1.247
Fri Jul  7 22:56:25 EDT 2017, 0.380, 141, 24, 5, 29, 490, 6, 34, 1, 40, 1.513, 1.533
Fri Jul  7 22:59:01 EDT 2017, 0.260, 126, 26, 6, 16, 452, 4, 49, 28, 25, 1.193, 1.197
Fri Jul  7 23:01:07 EDT 2017, 0.760, 146, 21, 2, 27, 302, 13, 29, 13, 45, 2.130, 2.120
Fri Jul  7 23:05:13 EDT 2017, 0.510, 136, 23, 8, 21, 527, 18, 39, 20, 35, 2.990, 3.243
Fri Jul  7 23:13:16 EDT 2017, 0.010, 156, 28, 4, 10, 377, 9, 19, 5, 15, 1.227, 1.250
Fri Jul  7 23:18:23 EDT 2017, 0.010, 123, 25, 8, 20, 331, 15, 12, 4, 18, 1.210, 1.237
Fri Jul  7 23:33:38 EDT 2017, 0.510, 143, 20, 4, 9, 481, 5, 32, 19, 38, 1.327, 1.340
Fri Jul  7 23:38:15 EDT 2017, 0.760, 133, 23, 6, 15, 406, 1, 22, 12, 48, 1.220, 1.237
Fri Jul  7 23:43:16 EDT 2017, 0.260, 153, 28, 2, 26, 556, 10, 42, 27, 28, 1.527, 1.637
Fri Jul  7 23:48:23 EDT 2017, 0.380, 138, 22, 9, 17, 594, 17, 37, 0, 43, 3.213, 3.423
Fri Jul  7 23:53:30 EDT 2017, 0.880, 158, 27, 5, 28, 444, 8, 17, 15, 23, 1.217, 1.237
Fri Jul  7 23:58:31 EDT 2017, 0.630, 128, 29, 7, 23, 519, 3, 47, 8, 13, 1.237, 1.220
Sat Jul  8 00:03:13 EDT 2017, 0.130, 148, 24, 3, 12, 369, 12, 27, 23, 33, 1.460, 1.560
Sat Jul  8 00:08:19 EDT 2017, 0.200, 130, 27, 5, 8, 350, 16, 45, 2, 16, 1.247, 1.233
Sat Jul  8 00:13:21 EDT 2017, 0.700, 150, 22, 9, 19, 500, 6, 25, 17, 36, 1.367, 1.223
Sat Jul  8 00:18:28 EDT 2017, 0.950, 120, 20, 3, 24, 425, 2, 35, 10, 46, 1.247, 1.227
Sat Jul  8 00:23:35 EDT 2017, 0.450, 140, 25, 7, 13, 575, 11, 15, 25, 26, 1.247, 1.223
Sat Jul  8 00:28:36 EDT 2017, 0.320, 125, 23, 4, 27, 538, 18, 20, 6, 41, 2.147, 2.107
Sat Jul  8 00:33:13 EDT 2017, 0.820, 145, 28, 8, 16, 388, 9, 40, 21, 21, 1.337, 1.460
Sat Jul  8 00:38:19 EDT 2017, 0.570, 135, 26, 2, 10, 463, 4, 10, 13, 11, 1.170, 1.247
Sat Jul  8 00:43:21 EDT 2017, 0.070, 155, 21, 6, 21, 313, 14, 30, 28, 31, 1.447, 1.410
Sat Jul  8 00:48:28 EDT 2017, 0.100, 137, 23, 7, 26, 378, 6, 41, 27, 22, 1.233, 1.243
Sat Jul  8 00:53:35 EDT 2017, 0.600, 157, 28, 3, 15, 528, 15, 21, 12, 42, 1.820, 1.843
Sat Jul  8 00:58:36 EDT 2017, 0.850, 127, 25, 9, 10, 303, 11, 31, 20, 32, 1.530, 1.530
Sat Jul  8 01:03:13 EDT 2017, 0.350, 147, 20, 5, 21, 453, 1, 11, 5, 12, 1.233, 1.240
Sat Jul  8 01:08:20 EDT 2017, 0.480, 122, 29, 6, 13, 491, 8, 26, 24, 37, 1.350, 1.447
Sat Jul  8 01:13:21 EDT 2017, 0.980, 142, 24, 2, 24, 341, 18, 46, 9, 17, 1.953, 2.027
Sat Jul  8 01:18:28 EDT 2017, 0.730, 132, 21, 8, 29, 566, 13, 16, 16, 27, 1.563, 1.513
Sat Jul  8 01:23:35 EDT 2017, 0.230, 152, 26, 4, 18, 416, 4, 36, 1, 47, 1.347, 1.327
Sat Jul  8 01:28:36 EDT 2017, 0.170, 129, 21, 2, 14, 435, 7, 19, 26, 20, 1.233, 1.227
Sat Jul  8 01:33:13 EDT 2017, 0.670, 149, 26, 6, 25, 585, 17, 39, 11, 40, 3.347, 3.517
Sat Jul  8 01:38:19 EDT 2017, 0.920, 139, 28, 4, 19, 360, 12, 29, 18, 30, 1.643, 1.517
Sat Jul  8 01:43:21 EDT 2017, 0.420, 159, 23, 8, 8, 510, 2, 49, 3, 10, 1.250, 1.210
Sat Jul  8 01:57:01 EDT 2017, 0.290, 134, 27, 3, 22, 472, 9, 34, 29, 35, 1.503, 1.483
Sat Jul  8 02:00:07 EDT 2017, 0.790, 154, 22, 7, 11, 322, 19, 14, 14, 15, 1.190, 1.180
Sat Jul  8 02:05:13 EDT 2017, 0.540, 124, 24, 5, 17, 547, 14, 44, 22, 25, 2.177, 2.520
Sat Jul  8 02:10:20 EDT 2017, 0.040, 144, 29, 9, 28, 397, 5, 24, 7, 45, 1.233, 1.260
Sat Jul  8 02:19:33 EDT 2017, 0.060, 132, 20, 4, 11, 524, 10, 39, 20, 18, 1.340, 1.237
Sat Jul  8 02:29:31 EDT 2017, 0.560, 152, 25, 8, 22, 374, 1, 19, 5, 38, 1.213, 1.127
Sat Jul  8 02:34:12 EDT 2017, 0.810, 122, 27, 2, 27, 599, 6, 49, 28, 48, 2.433, 2.617
Sat Jul  8 02:39:29 EDT 2017, 0.310, 142, 22, 6, 16, 449, 15, 29, 13, 28, 1.533, 1.630
Sat Jul  8 02:44:26 EDT 2017, 0.430, 127, 26, 5, 25, 411, 13, 14, 17, 43, 1.517, 1.523
Sat Jul  8 02:49:27 EDT 2017, 0.930, 147, 21, 9, 14, 561, 3, 34, 2, 23, 1.270, 1.257
Sat Jul  8 02:54:35 EDT 2017, 0.680, 137, 24, 3, 8, 336, 8, 24, 24, 13, 1.240, 1.230
Sat Jul  8 02:59:37 EDT 2017, 0.180, 157, 29, 7, 19, 486, 17, 44, 9, 33, 2.053, 2.147
Sat Jul  8 03:04:23 EDT 2017, 0.240, 120, 23, 9, 23, 467, 12, 22, 15, 15, 1.257, 1.253
Sat Jul  8 03:09:20 EDT 2017, 0.740, 140, 28, 5, 12, 317, 2, 42, 0, 35, 1.250, 1.250
Sat Jul  8 03:19:59 EDT 2017, 0.990, 130, 26, 7, 18, 542, 7, 12, 22, 45, 300.000, 300.000
Sat Jul  8 03:24:30 EDT 2017, 0.490, 150, 21, 3, 29, 392, 16, 32, 7, 25, 1.843, 1.747
Sat Jul  8 03:29:37 EDT 2017, 0.370, 135, 29, 8, 15, 430, 14, 47, 19, 40, 2.440, 2.343
Sat Jul  8 03:34:09 EDT 2017, 0.870, 155, 24, 4, 26, 580, 4, 27, 4, 20, 1.270, 1.260
Sat Jul  8 03:39:16 EDT 2017, 0.620, 125, 22, 6, 20, 355, 9, 37, 26, 10, 1.243, 1.257
Sat Jul  8 03:44:22 EDT 2017, 0.120, 145, 27, 2, 9, 505, 19, 17, 11, 30, 1.450, 1.330
Sat Jul  8 03:49:24 EDT 2017, 0.090, 126, 28, 3, 17, 570, 1, 25, 14, 24, 1.253, 1.243
Sat Jul  8 04:02:13 EDT 2017, 0.590, 146, 23, 7, 28, 420, 11, 45, 29, 44, 2.420, 2.507
Sat Jul  8 04:05:52 EDT 2017, 0.840, 136, 20, 5, 22, 495, 16, 15, 6, 34, 1.767, 1.877
Sat Jul  8 04:10:50 EDT 2017, 0.340, 156, 25, 9, 11, 345, 6, 35, 21, 14, 1.243, 1.270
Sat Jul  8 04:16:02 EDT 2017, 0.460, 131, 24, 2, 20, 308, 4, 40, 10, 39, 1.267, 1.247
Sat Jul  8 04:21:09 EDT 2017, 0.960, 151, 29, 6, 9, 458, 13, 20, 25, 19, 1.220, 1.247
Sat Jul  8 04:30:06 EDT 2017, 0.710, 121, 26, 4, 14, 383, 18, 30, 3, 29, 2.127, 2.253
Sat Jul  8 04:35:08 EDT 2017, 0.210, 141, 21, 8, 25, 533, 9, 10, 18, 49, 1.257, 1.260
Sat Jul  8 04:40:25 EDT 2017, 0.150, 138, 25, 6, 29, 552, 3, 33, 8, 22, 1.273, 1.220
